-0.0022267+0.00012065i,-0.0009728-0.00016228i,-0.0021749+0.00070219i,-0.002087+0.00086356i,-0.0010155+0.00049106i,-0.00028112+0.00024838i,-0.00032654+0.00051957i,-0.00085674+0.00072242i,-0.00082068+0.00054191i,-0.00072724+0.00041705i,-0.00072316+0.00050764i,-0.00069189+0.00055753i,-5.0278e-05+0.00068776i,0.00034874+0.0011315i,-0.0002834+0.00071008i,-0.0003747+0.00085556i,-0.00022284+0.00071416i,-0.00013215+6.4918e-05i,-0.00063185-0.00065644i,-0.00032442-0.00042447i,0.00033817-0.00032559i,0.00028027-0.00025141i,8.0319e-06+0.00034527i
0.097163+0.13411i,0.1596+0.20117i,0.13299+0.1504i,0.039321+0.036195i,0.0099007-0.0032342i,0.045151+0.028836i,0.035193+0.066325i,0.0056415+0.085268i,0.0048477+0.068802i,0.0053968+0.047887i,0.012548+0.043393i,0.022112+0.031822i,0.01652+0.018523i,0.0059918+0.014945i,-0.0029335+0.018126i,-0.005772+0.023902i,-0.0014695+0.023406i,0.0024594+0.016573i,-0.0025563+0.012714i,-0.013036+0.010164i,-0.016689+0.0032631i,-0.015394-0.0044112i,-0.0121-0.0034216i
-0.15026-0.091867i,-0.26172-0.11339i,-0.28533-0.047778i,-0.22105+0.016894i,-0.16938-0.022141i,-0.12036-0.067886i,-0.025244-0.059697i,0.037014-0.049873i,0.032879-0.032164i,0.021893-0.01822i,0.0075816-0.022724i,-0.0080361-0.017631i,-0.0066642-0.0082656i,0.0022324-0.0055463i,0.01165-0.0052895i,0.014843-0.0063101i,0.005737-0.0037669i,-0.0022717+0.0081227i,0.014546+0.023985i,0.04833+0.025814i,0.059052+0.011401i,0.040992+0.0017361i,0.024412+0.0016232i
0.17263+0.036989i,0.30627+0.03758i,0.32466+0.015909i,0.22202+0.034237i,0.1425+0.090131i,0.099589+0.082256i,0.028737+0.044083i,-0.0064423+0.03855i,0.012632+0.023988i,0.019077+0.0084931i,0.016602+0.014887i,0.01902+0.016746i,0.016742+0.01223i,0.012208+0.0058741i,0.005831+0.00067499i,0.0045253+0.0020786i,0.012525+0.0015235i,0.020161-0.011575i,0.010726-0.042999i,-0.020919-0.070879i,-0.04572-0.065486i,-0.039331-0.039602i,-0.021359-0.022476i
-0.16402+0.030217i,-0.28296+0.064624i,-0.26859+0.076125i,-0.15652+0.010469i,-0.13001-0.074766i,-0.13859-0.079988i,-0.054791-0.05733i,0.012186-0.063045i,0.0035653-0.04907i,-0.0036544-0.020327i,0.0024695-0.0086453i,0.0044101-0.0040641i,0.0054691-0.0042768i,0.0053344-0.0068558i,0.003916-0.010375i,-3.25e-05-0.016116i,-0.0050128-0.013609i,-0.011739-0.0010829i,-0.021251+0.02221i,-0.02419+0.048819i,-0.014041+0.056142i,-0.0022884+0.041066i,0.0022141+0.022693i
0.14716-0.089424i,0.23559-0.17482i,0.19562-0.19651i,0.087434-0.077579i,0.090995+0.082301i,0.1176+0.12752i,0.036865+0.091964i,-0.024974+0.065313i,-0.010961+0.033106i,0.0028578+0.0052358i,0.0077392+0.0022409i,0.014783+0.0023297i,0.013451+0.00047437i,0.0049401+0.0034804i,-0.0031537+0.010834i,-0.0039702+0.013939i,-0.00042766+0.004138i,0.0021284-0.0053654i,0.0028306-0.0010179i,0.0050281+0.011108i,0.0091908+0.014282i,0.0070701+0.0065782i,-0.00093214+0.0026037i
-0.10186+0.13961i,-0.16312+0.27447i,-0.12351+0.31477i,-0.04697+0.16333i,-0.065106-0.042686i,-0.077004-0.11652i,0.0028772-0.097858i,0.039006-0.080845i,0.0046207-0.047581i,-0.0091621-0.014621i,-0.0032671-0.01132i,-0.00052352-0.014885i,0.0020034-0.017612i,0.0012193-0.019757i,0.0018148-0.015966i,0.0028995-0.0079264i,-0.0012613+0.0037953i,-9.2135e-05+0.013632i,0.023871+0.013071i,0.056337-0.0013139i,0.060334-0.015767i,0.04105-0.012683i,0.028899-0.0041349i
0.055068-0.16522i,0.089878-0.3119i,0.066172-0.32537i,0.038013-0.12591i,0.071882+0.087828i,0.068051+0.12465i,-0.019691+0.073371i,-0.056152+0.052443i,-0.016346+0.035425i,0.010996+0.011i,0.014553+0.00035343i,0.010868-0.00078076i,0.0041379+0.0053265i,0.0031257+0.011122i,0.0040596+0.0077168i,0.0039634-0.00053599i,0.0059942-0.007128i,0.0033214-0.017467i,-0.018946-0.039373i,-0.055513-0.056765i,-0.070387-0.052231i,-0.054249-0.03697i,-0.034164-0.026087i
-0.0010035+0.16343i,0.023008+0.29727i,0.083769+0.27784i,0.10743+0.05511i,0.039709-0.13583i,-0.012296-0.14561i,0.016296-0.090659i,0.024656-0.059506i,-0.0082684-0.03104i,-0.020293-0.0055568i,-0.012883+0.0057805i,-0.0031841+0.0037776i,-7.8542e-06-0.0065549i,-0.005158-0.011779i,-0.0097233-0.0088819i,-0.0096101-0.0037307i,-0.0059975+0.0021381i,-0.0047521+0.012407i,-0.006016+0.032426i,-0.0058395+0.055759i,-0.0043083+0.06514i,-0.001443+0.054262i,0.0035308+0.033956i
-0.057327-0.15523i,-0.14527-0.28998i,-0.2407-0.28695i,-0.23465-0.093991i,-0.11133+0.084141i,-0.037384+0.11748i,-0.065689+0.092187i,-0.062962+0.071828i,-0.014773+0.041022i,0.0084015+0.0082283i,0.007937-0.0076226i,0.0047569-0.0068585i,0.0052902+0.0050927i,0.0091664+0.015017i,0.0090549+0.017214i,0.0051104+0.013884i,-5.7974e-05+0.0048348i,-0.004494-0.0012367i,-0.0031807+0.0043901i,0.0058962+0.013716i,0.017247+0.014151i,0.01825+0.0060492i,0.0078715+0.0011215i
0.10094+0.13287i,0.21853+0.25522i,0.29793+0.25789i,0.24005+0.084392i,0.10547-0.082477i,0.061751-0.10441i,0.089767-0.062664i,0.06187-0.035512i,0.0047903-0.012681i,-0.0163+0.0055435i,-0.011086+0.0076399i,-0.0035439-0.00038813i,-0.0022688-0.011202i,-0.0045896-0.017072i,-0.0029054-0.012904i,0.0024435-0.0025148i,0.0060235+0.0077176i,0.012292+0.011509i,0.030112+0.00057182i,0.048407-0.020997i,0.047852-0.030881i,0.034544-0.021091i,0.024489-0.0099645i
-0.13153-0.091152i,-0.27067-0.16893i,-0.3456-0.13524i,-0.26274+0.026101i,-0.12305+0.12696i,-0.078151+0.088109i,-0.088627+0.041406i,-0.051296+0.037025i,0.00090027+0.028731i,0.017286+0.0093084i,0.010837-0.0016333i,0.0036415+0.0012855i,0.0042981+0.010435i,0.0087981+0.015144i,0.0098915+0.0073632i,0.0069014-0.0059377i,0.0040776-0.012429i,-0.0025047-0.013021i,-0.02496-0.014846i,-0.057266-0.018094i,-0.067896-0.020031i,-0.050684-0.020198i,-0.031827-0.015729i
0.14016+0.04406i,0.30822+0.073698i,0.41079+0.018881i,0.33849-0.10909i,0.18595-0.15585i,0.10588-0.097622i,0.083542-0.046595i,0.046912-0.023354i,0.007963-0.0055164i,-0.0097805+0.0081507i,-0.010442+0.015267i,-0.0025579+0.0115i,0.0011838-0.0021588i,-0.0042299-0.011744i,-0.011248-0.0074035i,-0.010558+0.0011005i,-0.0042894+0.0024878i,0.0027223+0.0018747i,0.012101+0.012273i,0.021868+0.033054i,0.022763+0.046611i,0.016971+0.041591i,0.012523+0.026156i
-0.15207+0.0085364i,-0.33001+0.017934i,-0.43816+0.071049i,-0.36109+0.12942i,-0.21473+0.11266i,-0.14847+0.049528i,-0.11445+0.019259i,-0.051846+0.012056i,-0.00045297+0.006916i,0.01838+0.0032205i,0.019557-0.002848i,0.013835-0.0015315i,0.012394+0.0083756i,0.016809+0.013903i,0.015926+0.010401i,0.0062758+0.0041308i,-0.0030867+0.00058514i,-0.0071926-0.00057755i,-0.006674+0.001774i,0.0015219+0.004204i,0.013482-4.6966e-05i,0.016983-0.0060236i,0.011741-0.0052435i
0.1473-0.039498i,0.31603-0.087969i,0.40569-0.14976i,0.30903-0.17032i,0.16583-0.10435i,0.11683-0.0048946i,0.095733+0.033492i,0.046896+0.018745i,0.0080472+0.007279i,-0.004004+0.011423i,-0.00064785+0.016884i,0.0063197+0.0088288i,0.0034983-0.0067222i,-0.005435-0.012307i,-0.0040982-0.0053212i,0.0056314+0.0032321i,0.0086908+0.0077122i,0.0069458+0.0055222i,0.012047-0.0095375i,0.021512-0.031754i,0.023454-0.041397i,0.01667-0.032251i,0.0099245-0.01958i
-0.12396+0.070018i,-0.26974+0.1588i,-0.3457+0.24079i,-0.26433+0.23647i,-0.1512+0.12723i,-0.10007+0.0057721i,-0.058075-0.038413i,-0.013331-0.030953i,0.011249-0.020925i,0.019155-0.019634i,0.0136-0.019672i,0.0038546-0.010618i,0.0021954+0.0010219i,0.0038402+0.0044594i,0.0022125-0.00029893i,-0.0011194-0.0083165i,-0.0012375-0.011228i,-0.0017085-0.0039484i,-0.017669+0.0088281i,-0.045946+0.016273i,-0.0586+0.01261i,-0.046681+0.0048819i,-0.025987+0.0023329i
0.092656-0.097057i,0.21053-0.22172i,0.27735-0.31947i,0.21847-0.27784i,0.13524-0.11242i,0.099437+0.014422i,0.060715+0.031519i,0.019234+0.018905i,0.0074182+0.013418i,0.0074205+0.010225i,0.0076655+0.0099468i,0.010678+0.0044553i,0.0094407-0.002567i,0.0044718-0.0054581i,0.00010363-0.0032498i,-0.00036414+0.003525i,0.00090279+0.0046627i,0.0029119+0.0010542i,0.011621+0.002188i,0.024273+0.011349i,0.026479+0.021114i,0.018319+0.021405i,0.0098652+0.013616i
-0.065335+0.1175i,-0.15702+0.25993i,-0.21528+0.36258i,-0.171+0.2905i,-0.10351+0.086389i,-0.081605-0.057769i,-0.059625-0.078758i,-0.032332-0.059331i,-0.021822-0.040675i,-0.013867-0.024798i,-0.0038863-0.015246i,0.00036993-0.0070418i,0.0013258+0.0016645i,0.003965+0.0065243i,0.0045587+0.0046974i,-7.1638e-05+0.00089411i,-0.0025476-0.00042324i,-0.00066123-0.00074181i,0.00098024+0.00066558i,0.0036987+0.0015194i,0.0082626+0.0011302i,0.010855+0.0018286i,0.011066+0.0016166i
0.028274-0.1198i,0.081272-0.26413i,0.11129-0.35515i,0.080139-0.25739i,0.04916-0.04069i,0.040632+0.095005i,0.0066459+0.10339i,-0.018662+0.068747i,-0.013963+0.0357i,-0.0063221+0.017634i,0.0014493+0.01279i,0.0086986+0.0060796i,0.0086595-0.0018506i,0.0030081-0.004193i,0.0023449-0.0016526i,0.0093829+0.0016699i,0.01152+0.0038759i,0.0067012+0.0029767i,0.0032678-0.0071181i,0.0015426-0.023007i,-0.00060978-0.030215i,-0.0023616-0.024754i,-0.0041008-0.01572i
-0.0023835+0.11331i,-0.013108+0.26561i,-0.0094136+0.36689i,0.020713+0.27126i,0.028622+0.047358i,0.0162-0.097092i,0.021007-0.10052i,0.013486-0.056822i,-0.0052739-0.026157i,-0.00998-0.014745i,-0.009905-0.013669i,-0.0095558-0.0096136i,-0.0042033-0.0035592i,-0.0020063-0.0024068i,-0.0065001-0.0040093i,-0.011181-0.0062116i,-0.009755-0.0094252i,-0.0056061-0.0062708i,-0.0088529+0.0090826i,-0.020315+0.027735i,-0.025308+0.033388i,-0.016432+0.027136i,-0.0049182+0.018148i
-0.024903-0.098947i,-0.039468-0.24897i,-0.045937-0.35359i,-0.041511-0.26976i,-0.026849-0.064429i,-0.022248+0.070462i,-0.032293+0.08909i,-0.021987+0.070442i,0.0023574+0.05071i,0.013509+0.030813i,0.016825+0.015051i,0.017324+0.0034714i,0.014773-0.00049681i,0.011728+0.0014674i,0.0077359+0.0023082i,0.0041132+0.0024468i,0.0012304+0.0033404i,-0.00011632+0.0019206i,0.0063245-0.0031898i,0.017941-0.0060849i,0.021711-0.0024304i,0.015141-0.00079792i,0.0074004-0.0022818i
0.040845+0.08381i,0.080804+0.21457i,0.10468+0.29668i,0.089964+0.19408i,0.050895-0.0091678i,0.025434-0.11471i,0.026468-0.10126i,0.019865-0.063636i,-0.0041047-0.033055i,-0.01717-0.0099683i,-0.017728+0.00030113i,-0.01448+0.0036703i,-0.01124+0.0018452i,-0.010143-0.00034548i,-0.0077156+0.0021203i,-0.0053725+0.0044654i,-0.0041452+0.0048329i,-0.0027704+0.0033253i,-0.0013269+0.0027444i,0.0036562+0.0020297i,0.011735+0.00041806i,0.015731+4.5495e-05i,0.013982-0.0014178i
-0.058895-0.072523i,-0.1257-0.18513i,-0.18233-0.26378i,-0.18412-0.17585i,-0.13568+0.01773i,-0.088731+0.12571i,-0.063367+0.11568i,-0.030736+0.07477i,0.0038873+0.041234i,0.018582+0.018556i,0.019236+0.0077131i,0.017438+0.0041304i,0.014415+0.0041778i,0.01101+0.0042626i,0.011082+0.0032283i,0.013788+0.0024989i,0.014179+0.0041012i,0.010322+0.0063807i,0.00041808+0.0015536i,-0.013092-0.010293i,-0.02075-0.018613i,-0.021396-0.017778i,-0.019672-0.011369i
0.065861+0.059477i,0.14598+0.15462i,0.21229+0.22955i,0.20449+0.16265i,0.14179-0.0025715i,0.10786-0.095382i,0.097519-0.088937i,0.055949-0.056108i,0.014302-0.02345i,0.00031553-0.0031241i,-0.0039876+0.002502i,-0.0054285+0.0033517i,-0.0037171+0.00093292i,-0.0034721-0.0014698i,-0.0052113-0.0015109i,-0.0069054-0.0026139i,-0.0056582-0.0062687i,-0.0013572-0.0066484i,0.0034736+0.005342i,0.0059357+0.022261i,0.0066418+0.029965i,0.0080886+0.027075i,0.0094816+0.019985i
-0.069736-0.035389i,-0.16079-0.11032i,-0.23696-0.17225i,-0.22877-0.11621i,-0.15831+0.019788i,-0.1106+0.078661i,-0.08628+0.055101i,-0.039105+0.031761i,0.0055916+0.016021i,0.01824+0.00025723i,0.017251-0.0057212i,0.017873-0.0049276i,0.017472-0.0019103i,0.014656-0.00014542i,0.010602-0.001047i,0.0061291-0.0013553i,0.0025378+5.0731e-05i,0.00097579-0.00039817i,0.0026175-0.006241i,0.0067945-0.011462i,0.0065979-0.010455i,0.0022996-0.0087548i,0.00025537-0.0067505i
0.069783+0.020639i,0.16322+0.078202i,0.24298+0.13365i,0.23538+0.10011i,0.16841-0.0059811i,0.10769-0.069619i,0.062463-0.068836i,0.022845-0.052143i,-0.001267-0.032977i,-0.0083781-0.012051i,-0.0091938+0.0016027i,-0.0082403+0.0028662i,-0.0075255-0.0027229i,-0.008289-0.0069964i,-0.0066853-0.0061012i,-0.0031748-0.0021639i,-0.0012354-5.1746e-05i,-0.0021811-0.00084418i,-0.0014269-0.001947i,0.004645-0.0044281i,0.012105-0.0075747i,0.015259-0.0075429i,0.014373-0.0071272i
-0.064524-0.0056092i,-0.15841-0.042587i,-0.23859-0.08047i,-0.2288-0.053128i,-0.16648+0.026209i,-0.12157+0.071669i,-0.092476+0.065702i,-0.053309+0.040872i,-0.016038+0.014857i,0.0011087+0.0013176i,0.0096047-0.0013887i,0.014487-0.0020928i,0.013148-4.3433e-05i,0.010053+0.0025141i,0.0068151+0.0022776i,0.006365+0.00041542i,0.0078873-0.00060351i,0.0065858+0.0010815i,-0.0023573+0.0022213i,-0.018424-0.00043838i,-0.030257-0.0027695i,-0.029878-0.0022994i,-0.023018-0.00060307i
0.054535-0.0044833i,0.14935+0.019442i,0.24669+0.054356i,0.2628+0.047003i,0.21059-0.0038794i,0.15673-0.030713i,0.10388-0.0189i,0.043352-0.0074762i,0.0017447-1.8384e-05i,-0.0072872+0.0076614i,-0.003035+0.0087012i,-0.0038297+0.0054295i,-0.0085582+0.0032952i,-0.011154+0.0035409i,-0.009593+0.003408i,-0.0079975-0.00011305i,-0.0084158-0.0057624i,-0.0054384-0.006744i,0.0043729-0.00018111i,0.015471+0.0094408i,0.01956+0.014716i,0.018195+0.014089i,0.015583+0.010893i
-0.049818+0.005041i,-0.13736-0.011105i,-0.22363-0.051257i,-0.22775-0.072688i,-0.16648-0.052105i,-0.11537-0.027401i,-0.07344-0.012966i,-0.029418-0.0011459i,-0.0054678-0.00058151i,-3.4117e-06-0.0063922i,0.0035032-0.0079354i,0.0094992-0.0053149i,0.013681-0.0027066i,0.012654-0.0032103i,0.0076152-0.0026329i,0.0033952+0.0013159i,0.00017425+0.0043543i,-0.0029943+0.0039542i,-0.0054772-0.00061118i,-0.0072866-0.0048693i,-0.0068789-0.003445i,-0.0048127-0.0021509i,-0.0035794-0.0030721i
0.038102-0.010424i,0.11591-0.0080663i,0.19802+0.014682i,0.20477+0.025838i,0.14277+0.0087965i,0.090148-0.0030667i,0.056195-0.0055638i,0.022728-0.0053622i,0.0024162+0.0026848i,-0.001239+0.0083546i,-0.0014886+0.0050206i,-0.0050545+0.00092973i,-0.0062149-0.00030508i,-0.0042494-0.00017106i,-0.0031546+0.00025029i,-0.002902+0.0021732i,-0.0021551+0.005279i,-0.0011664+0.0055045i,-0.0013412+0.0014693i,0.00087402-0.0051515i,0.0057417-0.0093187i,0.0083392-0.0096474i,0.0073939-0.0097244i
-0.035678+0.019334i,-0.10981+0.025257i,-0.19945-0.001187i,-0.23017-0.039071i,-0.18807-0.042594i,-0.13062-0.025825i,-0.081345-0.0099891i,-0.039168-0.0012459i,-0.014059+0.0022667i,-0.0025517+0.0047939i,0.0052461+0.0035635i,0.012405+0.00030211i,0.014621-0.00096639i,0.011282+0.00024444i,0.0070029+0.0025914i,0.0060612+0.0025728i,0.0090858+0.0012721i,0.0095443+0.0025659i,0.0017137+0.0081728i,-0.012298+0.014588i,-0.020978+0.016587i,-0.020143+0.014694i,-0.015554+0.011192i
0.032041-0.024482i,0.096546-0.033029i,0.17106-0.00341i,0.18575+0.05418i,0.14046+0.082493i,0.098069+0.073916i,0.065761+0.049664i,0.028841+0.029295i,0.0073407+0.02148i,0.0021601+0.015521i,-0.0030196+0.0088232i,-0.0093255+0.0056365i,-0.011724+0.0045466i,-0.009828+0.0042633i,-0.0061792+0.0040393i,-0.0035784+0.0020223i,-0.002893-0.0024718i,-0.0012526-0.0052023i,0.0061727-0.0039189i,0.017244-0.00080678i,0.021394+0.0016538i,0.017784+0.0019853i,0.013436+0.0010645i
-0.025545+0.024933i,-0.084725+0.035722i,-0.15986+0.016826i,-0.18309-0.031825i,-0.14258-0.066978i,-0.087275-0.075042i,-0.04389-0.060635i,-0.013662-0.032395i,0.0040516-0.015123i,0.0079985-0.011292i,0.0069119-0.0070393i,0.010462-0.0034547i,0.013826-0.0044357i,0.012238-0.0063294i,0.0087939-0.0053429i,0.0069331-0.0028452i,0.0053697-0.0016455i,0.0016691-0.0012555i,-0.0030309-0.00044025i,-0.0044905+0.001791i,-0.0018194+0.004048i,0.0019653+0.0029055i,0.0037333+0.00022574i
0.016536-0.017209i,0.069262-0.025376i,0.14262+0.0034918i,0.17469+0.071572i,0.14142+0.11951i,0.080988+0.10472i,0.031659+0.05997i,0.011476+0.028246i,0.0095509+0.014997i,0.0073167+0.009024i,0.0020602+0.0055255i,-0.0022648+0.0048479i,-0.0045984+0.0059308i,-0.0037725+0.0060209i,-0.0022178+0.0037628i,-0.0021415+0.0017079i,-0.0025165+0.002234i,-0.0029086+0.0020472i,-0.0027076-0.0025027i,-0.0020549-0.01014i,-0.00066204-0.015415i,0.00016948-0.014974i,-0.0011209-0.01179i
-0.0086485+0.018396i,-0.052726+0.029961i,-0.11228+0.0068176i,-0.13232-0.057386i,-0.096594-0.1066i,-0.057318-0.097411i,-0.035883-0.059481i,-0.017957-0.03412i,-0.005068-0.023617i,0.00084562-0.014054i,0.008735-0.0043455i,0.016428-0.0022272i,0.017914-0.0052988i,0.013568-0.0053674i,0.007479-0.0037559i,0.0050233-0.0049997i,0.005803-0.0067584i,0.0051404-0.0038238i,0.0018233+0.0052349i,-0.0039553+0.014395i,-0.0086122+0.017461i,-0.008335+0.015418i,-0.0061103+0.012695i
0.00974-0.019724i,0.052891-0.034064i,0.12364-0.010493i,0.1663+0.056727i,0.14066+0.10648i,0.088704+0.10422i,0.047483+0.07331i,0.017136+0.042948i,0.001598+0.021503i,-0.0028264+0.010809i,-0.0053413+0.0067065i,-0.007872+0.0047264i,-0.0069894+0.0035067i,-0.0045303+0.00044366i,-0.0034369-0.0019857i,-0.0050779-0.0014744i,-0.0073607+0.00010926i,-0.0068938+3.7395e-05i,-0.0020691-0.0036069i,0.0052796-0.0069168i,0.0089126-0.0073968i,0.0081815-0.0054766i,0.0066618-0.0031996i
-0.0095936+0.015419i,-0.045137+0.024821i,-0.10506-0.01266i,-0.13742-0.10365i,-0.10256-0.17056i,-0.051236-0.16206i,-0.020692-0.10802i,-0.0060956-0.058752i,-0.0045685-0.032274i,-0.0034874-0.019221i,0.0033174-0.012657i,0.010202-0.010358i,0.010733-0.0097749i,0.0061206-0.0087466i,0.0010341-0.0058452i,-0.0017676-0.001936i,-0.0014641+0.0012564i,-0.00029034+0.0023998i,-0.00032102+0.0033503i,-0.00058998+0.0042976i,0.0013965+0.0044598i,0.0039477+0.0030742i,0.0055134+0.00030022i
0.0073098-0.02017i,0.037781-0.031481i,0.090527-0.0077036i,0.11278+0.058136i,0.068426+0.10671i,0.011672+0.10176i,-0.012301+0.066991i,-0.012398+0.03615i,-0.0075433+0.022143i,-0.0038625+0.016184i,-0.0030063+0.0095103i,-0.006245+0.0052376i,-0.0094546+0.0043056i,-0.011124+0.003909i,-0.010959+0.0045831i,-0.0074625+0.0068761i,-0.0036606+0.0085297i,-0.0021713+0.0077186i,-0.003595+0.0020874i,-0.0072506-0.005808i,-0.009062-0.010068i,-0.0083991-0.0090537i,-0.0075772-0.0070658i
-0.0055095+0.016653i,-0.035812+0.024913i,-0.097829+0.00013024i,-0.14401-0.070852i,-0.12679-0.12581i,-0.075551-0.11198i,-0.038727-0.067225i,-0.021991-0.033857i,-0.012191-0.01492i,-0.0044423-0.0067276i,0.0020465-0.0047681i,0.0062266-0.0046113i,0.0067535-0.0039925i,0.0044271-0.00026067i,0.0027689+0.0036971i,0.0051473+0.0032333i,0.0087043-0.0016801i,0.009036-0.0042584i,0.0076798+0.0024089i,0.0048724+0.012405i,0.00082094+0.015379i,-0.00034786+0.013078i,0.0004869+0.010135i
0.0028029-0.010132i,0.029491-0.016275i,0.077979+0.010964i,0.1026+0.090179i,0.072911+0.15768i,0.031732+0.15075i,0.012533+0.10437i,0.004254+0.063385i,0.0017982+0.038797i,0.0035667+0.024191i,0.0017378+0.013962i,-0.001866+0.01006i,-0.0029275+0.0091209i,-0.00095905+0.0078524i,0.0027953+0.0066973i,0.0029661+0.0052458i,-0.00068672+0.0035272i,-0.0036587+0.0018676i,-0.0031896-0.0020998i,0.00022847-0.006304i,0.0028315-0.0059394i,0.0037737-0.0031158i,0.0042731-0.0010693i
-0.0037421+0.012097i,-0.0286+0.020421i,-0.07728+0.004541i,-0.1078-0.053615i,-0.078167-0.10407i,-0.0245-0.10145i,0.0055451-0.069174i,0.011052-0.036648i,0.0085185-0.014901i,0.0050246-0.0065422i,0.0031207-0.0037386i,0.0034536-0.00083632i,0.0049954+0.0019527i,0.0080007+0.0035018i,0.0099835+0.0021246i,0.0087632-0.00083855i,0.0062545-0.0031143i,0.0050707-0.0027897i,0.0053702-0.00045554i,0.0058696+0.0017356i,0.0066817+0.0028082i,0.0072135+0.0015188i,0.0061181-0.0012179i
0.0032763-0.0067018i,0.026931-0.014345i,0.078488+0.01156i,0.1189+0.084369i,0.098083+0.14015i,0.047232+0.12215i,0.015732+0.070851i,0.008303+0.037217i,0.010411+0.019377i,0.0089789+0.0091978i,0.0059361+0.006787i,0.005351+0.0069735i,0.0054858+0.0038721i,0.0035691-0.0012207i,0.00040729-0.0043733i,-0.0019509-0.0036184i,-0.003073+0.00034375i,-0.0034569+0.0033768i,-0.0051965+0.0017922i,-0.0085001-0.0029414i,-0.0090337-0.0056863i,-0.006489-0.0058179i,-0.0056511-0.0049444i
-0.0052087+0.0067658i,-0.022639+0.013837i,-0.062048-0.0037314i,-0.081167-0.063396i,-0.042048-0.1128i,-0.00030829-0.10715i,0.0069902-0.074856i,0.0046659-0.045329i,0.0049686-0.024368i,0.0047259-0.011806i,0.0050015-0.0047427i,0.0074074-0.0017089i,0.0088068-0.001422i,0.0076414-0.0028685i,0.0048035-0.0037754i,0.0025518-0.0042892i,0.0029689-0.0057689i,0.0046971-0.0054665i,0.0067448-0.00021946i,0.0078747+0.0064971i,0.0054477+0.0086815i,0.0013042+0.0073168i,-0.00065201+0.0056302i
0.0059457-0.0058926i,0.024159-0.012618i,0.071762-0.0019393i,0.11198+0.041294i,0.093007+0.07706i,0.045872+0.070702i,0.014777+0.047449i,0.0010133+0.025585i,-1.9756e-05+0.010741i,0.0036115+0.0053104i,0.0068123+0.0025609i,0.0081955-0.00091635i,0.0062464-0.0045504i,0.0012371-0.0066759i,-0.0034629-0.0050804i,-0.0062154-0.0012892i,-0.0070461+0.0014103i,-0.0058833+0.0015812i,-0.0055232-0.0012884i,-0.0062156-0.0032678i,-0.0037373-0.0027351i,-0.00018888-0.0016712i,0.0021924-0.0002196i
0.00021564+0.0035809i,-0.014992+0.0067211i,-0.052225-0.011987i,-0.081408-0.074547i,-0.064821-0.13381i,-0.030352-0.12927i,-0.012944-0.086208i,-0.0065524-0.046672i,-0.0059166-0.023114i,-0.0064071-0.011644i,-0.0050442-0.005611i,-0.0042625-0.0032034i,-0.0034051-0.0025598i,-0.002789-0.0009939i,-0.002269+0.0019354i,-0.00013559+0.0044947i,0.0015971+0.0034702i,0.0018896-0.00028058i,0.0028923-0.0012691i,0.0048982+0.0008929i,0.0052281+0.0019904i,0.0040623+0.0014061i,0.0038819+8.2959e-05i
0.00051185-0.0052032i,0.01222-0.010898i,0.040708-0.0072315i,0.055888+0.027365i,0.02606+0.063709i,-0.015483+0.061875i,-0.030624+0.042229i,-0.02607+0.024605i,-0.016645+0.011592i,-0.0088734+0.0035003i,-0.0027828-0.00015261i,0.0013742-0.0021024i,0.0011934-0.0032114i,-0.0026271-0.0018283i,-0.0048438+0.0012891i,-0.0032325+0.0039423i,-0.00077049+0.0040401i,-0.0015926+0.0033657i,-0.0055932+0.0025952i,-0.0087512+0.00054671i,-0.0081782-0.0021518i,-0.0058765-0.0035572i,-0.0035283-0.0030707i
0.0027177+0.0014119i,-0.011422+0.007043i,-0.047647+0.00032182i,-0.086759-0.035185i,-0.085804-0.067686i,-0.05431-0.057416i,-0.027847-0.030559i,-0.014262-0.013292i,-0.0079625-0.0037471i,-0.0038901-0.0001991i,-0.00093871+0.00079068i,-0.00045698+0.0019336i,-0.00063893+0.0031292i,0.00092809+0.0048956i,0.0037817+0.0049778i,0.0058557+0.0017294i,0.0058666-0.0016534i,0.004037-0.0023263i,0.0024985+0.0010379i,0.0034699+0.0062815i,0.0029895+0.0076445i,0.00074383+0.0055688i,0.00034245+0.0039489i
0.0011445-0.0051541i,0.010974-0.0093256i,0.035747+0.0025493i,0.05325+0.047998i,0.033352+0.093413i,0.0078009+0.095444i,0.00080491+0.070949i,-0.0031349+0.044872i,-0.0028597+0.026664i,0.00057134+0.016211i,0.002524+0.0076814i,0.0039872+0.001605i,0.0049389-0.0010875i,0.0044015-0.00092779i,0.0033961-0.00035315i,0.0018225-0.0018514i,-0.0012055-0.0036807i,-0.0032204-0.0026363i,-0.0034418-0.00090563i,-0.0033873-0.0013337i,-0.0024098-0.0015845i,0.00049906-0.00033842i,0.0033051-0.00024544i
