-0.00087406-0.00025407i,-0.0020792-0.00023802i,-0.0032252+0.00078926i,-0.00305+0.0014502i,-0.0027262+0.00087922i,-0.002171+0.00087516i,-0.0014934+0.0021528i,-0.00041693+0.0031401i,0.0012841+0.0023918i,0.0024233+0.00080225i,0.0024406+0.00030514i,0.0019287+0.00070405i,0.00088151+0.00064348i,-0.00042071+0.00023353i,-0.00073075+0.00011312i,-0.00030527+1.3683e-05i,-0.00051816-9.15e-05i,-0.00056949-0.00027137i,-9.5781e-05-0.00055134i,0.00028982-0.00019362i,5.541e-05-3.8869e-05i,-0.00082302+0.00020787i,-0.00096378+0.00046973i
0.00408-0.00077884i,0.022193+0.009374i,0.041692+0.046439i,0.030609+0.09492i,-0.010014+0.096782i,-0.033703+0.053109i,-0.026106+0.01445i,-0.0076844-0.0021296i,0.0067046-0.005379i,0.011213-0.0049189i,0.0085728-0.0051866i,0.0042478-0.0064357i,0.001266-0.0070559i,0.00021896-0.0074518i,-0.00093617-0.0077708i,-0.0021731-0.0045731i,-0.0025092-0.00082811i,-0.0037517-0.00074732i,-0.0084321-0.0019886i,-0.014258-0.0030235i,-0.015326-0.0032053i,-0.012054-0.0016169i,-0.0072062+0.0010146i
-0.004196+0.0049757i,-0.022392+0.0076703i,-0.054989-0.010307i,-0.063233-0.056932i,-0.016483-0.083799i,0.02831-0.060339i,0.02941-0.024783i,0.013047-0.0072657i,0.0017799-0.0042208i,-0.0016102-0.005532i,-0.0012418-0.0040284i,2.3059e-05-0.0016132i,-0.00030783+0.00057312i,-0.00046971+0.0030003i,0.0027795+0.0029482i,0.0040098+0.00027025i,0.0031771-0.0013302i,0.0044584-0.0022632i,0.0091329-0.0035107i,0.012842-0.0021747i,0.011494-0.001645i,0.0064763-0.0040608i,0.001149-0.0048784i
-0.000258-0.0047646i,0.0097294-0.018657i,0.044474-0.0326i,0.080242-0.016032i,0.068753+0.023522i,0.026047+0.036383i,-0.0013374+0.022645i,-0.0058037+0.0073596i,-0.003035-0.0035407i,-0.0018046-0.0082041i,-0.00030797-0.0073658i,0.001316-0.0055825i,0.00035273-0.0046717i,-0.0024484-0.0035817i,-0.0048679-0.00064076i,-0.0037391+0.0017285i,-0.0023821+0.0020246i,-0.0027281+0.0031615i,-0.0028892+0.0069249i,-0.0027757+0.0097131i,-0.0019237+0.0097394i,0.00053759+0.0083049i,0.0030533+0.0049854i
0.0055463+0.0072072i,0.0064249+0.023809i,-0.012582+0.050533i,-0.055901+0.049635i,-0.079762+0.0041195i,-0.05461-0.032651i,-0.018918-0.028849i,-0.0024446-0.0092603i,0.0022565+0.0020542i,0.0043887+0.0036999i,0.0056242+0.00074755i,0.0043222-0.003143i,0.0031253-0.0038456i,0.0030967-0.0035807i,0.0021664-0.0042813i,0.00016143-0.0039093i,-0.0017244-0.0025717i,-0.0035669-0.0026043i,-0.0039215-0.005366i,-0.0026264-0.0085931i,-0.0023945-0.008809i,-0.0048347-0.0049758i,-0.0062017-0.00030488i
-0.00431+0.001069i,-0.015077-0.009637i,-0.021596-0.034998i,-0.00026998-0.055739i,0.029098-0.037998i,0.028232-0.0021209i,0.012027+0.013544i,0.0023986+0.013178i,0.00084085+0.010974i,0.0018699+0.0079538i,0.0021781+0.00309i,0.0015295-0.0016899i,0.00038644-0.0034641i,0.00021788-0.00034429i,0.00015494+0.0036862i,0.00059013+0.0034786i,0.0013131+0.0018774i,0.0030279+0.0025864i,0.0074283+0.0037361i,0.010351+0.0039045i,0.0088734+0.0019684i,0.005541-0.0019123i,0.0026811-0.0040756i
0.0048221-0.0023069i,0.020858-0.0022847i,0.039874+0.017634i,0.035584+0.054607i,-0.00066888+0.066845i,-0.027557+0.041096i,-0.022669+0.012813i,-0.0071597+0.0020062i,0.0035888+0.00045317i,0.0059903-0.0024769i,0.0025006-0.0053522i,7.4538e-05-0.0037338i,0.001237-0.0013014i,0.0019164-0.0012264i,8.4838e-05-0.0016129i,-0.00077311-0.00067781i,0.00010891+9.0734e-05i,-0.00091895+0.00053985i,-0.0053563+0.0015149i,-0.0095813+0.0023746i,-0.0091217+0.0031574i,-0.0054091+0.0043336i,-0.0023707+0.0041893i
0.0015096+0.0058628i,-0.0097067+0.015787i,-0.031046+0.014628i,-0.042585-0.010798i,-0.01839-0.034353i,0.011274-0.025294i,0.017715-0.0034554i,0.013769+0.0028675i,0.011737-0.00095757i,0.011143-0.0041722i,0.0078431-0.0041141i,0.0033935-0.0024379i,0.0010725-0.0014765i,0.0018203+2.2908e-05i,0.0038858+0.00047806i,0.003702-0.00023736i,0.0021827-0.00037433i,0.0016339-0.001644i,0.0028218-0.0055055i,0.0033721-0.0079395i,0.0016515-0.0075274i,-0.0017459-0.0072593i,-0.0042612-0.005287i
-0.0025198-0.002799i,-0.0020885-0.015127i,0.015275-0.031201i,0.042622-0.027218i,0.047595+0.0026856i,0.025934+0.020193i,0.0055902+0.014571i,0.0010684+0.0024326i,0.00089448-0.0060168i,-0.0012259-0.0061831i,-0.0003647-0.0022918i,0.0028817-0.00079983i,0.0026033-0.0017273i,-0.0002454-0.002595i,-0.0022707-0.0015212i,-0.0020409+0.0002577i,-0.00069184+0.00068657i,0.000982+0.002576i,0.0033892+0.0069654i,0.0045958+0.0094452i,0.0053237+0.0078396i,0.0062919+0.0040907i,0.0057415+0.0011265i
0.0012432-0.0015046i,0.0076356+0.0048555i,0.0069899+0.023005i,-0.013789+0.029871i,-0.032712+0.0067134i,-0.022003-0.016179i,-0.003729-0.017883i,0.00038503-0.011348i,-0.0030286-0.008537i,-0.004274-0.0078452i,-0.0028134-0.0064195i,-0.0018593-0.0053116i,-0.0017701-0.0043762i,-0.0020783-0.003705i,-0.0024248-0.0030493i,-0.0011426-0.0022419i,-0.00046916-0.0013457i,-0.0027962-0.00040308i,-0.0055358-0.00088701i,-0.0064486-0.0020973i,-0.0064904-0.0011453i,-0.0065027+0.0016725i,-0.0051076+0.0036358i
-0.0018839+0.0018271i,-0.011099+0.0015988i,-0.02289-0.0079383i,-0.017763-0.024321i,0.002857-0.025234i,0.01027-0.01026i,0.0030097-0.00038083i,-0.0034201+0.0029471i,-0.0026876+0.0057923i,0.0016635+0.0055003i,0.0051706+0.0010957i,0.0056766-0.0039502i,0.0022951-0.0053571i,-0.00091592-0.0027585i,-0.0013159+0.00030237i,-0.0015707+0.0015837i,-0.0026194+7.8742e-05i,-0.0015915-0.0014076i,0.0031176-0.0018312i,0.0073977-0.0018249i,0.0062617-0.002439i,0.001958-0.0039251i,-0.001609-0.0039882i
-0.0022438-0.0036809i,0.0044816-0.0084584i,0.01564-0.0070295i,0.018492+0.010436i,0.00039367+0.024686i,-0.017509+0.017477i,-0.015902+0.00683i,-0.0068557+0.0058918i,-0.00022626+0.0070643i,0.00085961+0.0058898i,-0.00054077+0.0037291i,-0.00036306+0.0024366i,0.0010165+0.0014118i,0.0010412+0.00066611i,0.00047862+0.00016404i,0.00048535-0.0012995i,0.0011112-0.0012286i,0.00079091+0.0013594i,-0.0019681+0.003946i,-0.0043445+0.0048022i,-0.0027384+0.0051816i,0.00047358+0.005905i,0.0012429+0.005249i
0.0013037-2.4648e-05i,0.00013372+0.0066116i,-0.0059798+0.013612i,-0.015872+0.0080675i,-0.012982-0.0039258i,-0.00074254-0.0026072i,0.0057037+0.0069151i,0.0076692+0.0086367i,0.0096876+0.0029517i,0.0086198-0.0046742i,0.0034102-0.008633i,-0.0011527-0.006617i,-0.00087406-0.0031774i,0.0017197-0.0013305i,0.0023461-0.00063344i,0.0017743+0.00038539i,0.00064391+0.0018631i,-0.00048514+0.00079991i,-0.0013452-0.002828i,-0.0030743-0.0058761i,-0.0057084-0.0060257i,-0.0064713-0.0040056i,-0.0049081-0.0016698i
-0.00036926+4.4116e-05i,-0.0034268-0.005507i,-0.0010203-0.01425i,0.010064-0.01549i,0.018473-0.00087502i,0.01342+0.012456i,0.006899+0.011938i,0.0084191+0.0039855i,0.01021-0.0020977i,0.0097607-0.0021565i,0.0085891-0.0004926i,0.0067013-0.0015866i,0.0043342-0.0025736i,0.0016771-0.0016351i,-8.6903e-05-1.6978e-05i,-0.00084285+0.0011734i,-0.00023995+0.0014087i,0.0018837+0.0020727i,0.0049917+0.0035405i,0.0070946+0.0042146i,0.0072897+0.002385i,0.0067167-0.00084008i,0.0047317-0.0025719i
0.0046372-0.0033917i,0.0095269-0.0040693i,0.012052+0.0014437i,0.0048382+0.0099759i,-0.0054228+0.005577i,-0.0030629-0.0051621i,0.0044304-0.0087917i,0.0043696-0.0087877i,-0.0005241-0.0094261i,-0.0043548-0.0084683i,-0.0048301-0.0049481i,-0.0022247-0.0016831i,-0.00047879-0.0014174i,-0.0011008-0.0013857i,-0.0017052+3.9517e-05i,-0.00030897+0.00082373i,0.0021986+0.0008444i,0.0018389+0.0011291i,-0.0020066+0.0017733i,-0.0046136+0.0017077i,-0.0034243+0.001795i,-0.0025305+0.002668i,-0.0022933+0.0026532i
-0.0012395+0.0027549i,-0.0031502+0.0063759i,-0.0084912+0.0056248i,-0.0091721-0.0038857i,0.00063498-0.011266i,0.0063966-0.0087917i,0.00093726-0.0054394i,-0.0053364-0.0050389i,-0.005938-0.0062651i,-0.0021375-0.0070546i,0.0025088-0.0063739i,0.0031496-0.0058249i,0.00095467-0.0044032i,-0.00014741-0.0023773i,-0.00082381-0.0012596i,-0.0018034-0.00048974i,-0.0018682-0.00047618i,-0.00070679-0.0021213i,0.0010001-0.0036112i,0.002642-0.0044641i,0.0011088-0.0051266i,-0.0022824-0.0058846i,-0.0037704-0.0038824i
-0.0029636+0.00041703i,-0.0038857-0.0032218i,-2.3285e-05-0.0055747i,0.0040997-0.002926i,-0.00028657+0.002132i,-0.0082282-2.3242e-05i,-0.011482-0.001872i,-0.010165+0.0025246i,-0.0050547+0.0062725i,-0.00030001+0.0066718i,0.0019396+0.0052489i,0.0019323+0.0018843i,0.0010423-0.00080618i,0.001091-0.00033611i,0.00070083-0.0008289i,-0.0012328-0.0011924i,-0.0022617-1.3346e-05i,-0.0017689+0.0011778i,-0.00060387+0.003031i,0.00094148+0.0054388i,0.0024257+0.0065621i,0.0026042+0.0054428i,0.0015631+0.0030374i
0.0025026+0.001388i,0.0053636+0.0037462i,0.0052492+0.0080734i,-0.0018432+0.0074724i,-0.0083447+0.00218i,-0.0074819+0.0018097i,-0.0036658+0.008077i,2.401e-06+0.011518i,0.0031663+0.0090002i,0.002575+0.0030632i,0.00010267-0.0017367i,-0.0010831-0.0028085i,-0.00086854-0.00322i,-0.00053396-0.0031426i,-0.00018441-0.0020207i,-0.00014752-0.0014459i,-0.0017076-0.00098457i,-0.0030034+0.00015328i,-0.0034392+0.00039721i,-0.0047435-0.00074519i,-0.0058417-0.0012128i,-0.0051305-0.00027545i,-0.0023524+4.1822e-05i
-0.0001553+0.0039417i,-0.0034436+0.0026384i,-0.0049983+4.7879e-05i,-0.001632-0.0015651i,0.0027521+0.002727i,0.0031416+0.010036i,0.0048122+0.011137i,0.0098434+0.0071685i,0.01332+0.0019072i,0.013522-0.0030059i,0.010065-0.0050286i,0.0050348-0.0043758i,0.0010605-0.0036452i,-0.00055728-0.0022225i,-0.0012623+0.00018026i,-0.0010795+0.0014147i,-0.00091529+0.0010582i,-1.4347e-05+0.00055219i,0.0023834+0.00050136i,0.0051169-0.00027671i,0.0064646-0.0014463i,0.0055334-0.002424i,0.0031079-0.0026015i
0.001021-0.0014881i,0.0027336-0.0029791i,0.0050403-0.0022108i,0.0057823+0.0023436i,0.0036934+0.0052744i,0.0036238+0.002902i,0.0071049-0.00098409i,0.0099575-0.0047746i,0.0097127-0.0058667i,0.0067543-0.0039276i,0.0038628-0.0011391i,0.0023308-0.00013558i,0.0014338-0.00087966i,-0.00080616-0.00014459i,-0.00068936+0.0017528i,0.0011387+0.0031113i,0.0013032+0.0032545i,0.00037621+0.0031447i,-0.00031927+0.0038351i,-0.00083963+0.0043931i,-0.00094196+0.0047656i,-0.001009+0.0041814i,-0.00084905+0.0027109i
0.0016815+0.00032394i,0.0026583+0.0023888i,0.0026079+0.0038638i,0.0015683+0.00080488i,0.0051204-0.0041386i,0.0075526-0.0055117i,0.003461-0.0061839i,-0.00040298-0.0087985i,-0.0017839-0.0094988i,-0.0016483-0.0084785i,-0.00020018-0.0062989i,0.0019704-0.0033104i,0.0034598-0.0017403i,0.0036263-0.0013548i,0.0033985-0.00035218i,0.00316+0.00038508i,0.0031759-0.00033892i,0.0025173-0.0020894i,0.00086556-0.0045299i,-0.0011568-0.0063217i,-0.0025975-0.0074652i,-0.0032042-0.0065565i,-0.0029777-0.0031961i
-0.00049184+0.0036514i,-0.0033786+0.0028013i,-0.0035593+0.00042133i,-0.00030883-0.0013928i,0.0011997-0.001966i,-0.001527-0.004228i,-0.0061879-0.0046909i,-0.0089176-0.0013474i,-0.0076399-0.00022783i,-0.0032246-0.0022243i,0.0014018-0.0031844i,0.0032878-0.0034895i,0.0027989-0.0028349i,0.002487-0.002214i,0.0018167-0.0033824i,-0.000132-0.003578i,-7.611e-05-0.0023599i,0.0016091-0.0013102i,0.0023292-0.00043037i,0.0022933+0.0012547i,0.003364+0.0020777i,0.0039894+0.0016128i,0.002018+0.00095342i
-0.00036046-0.0015913i,0.001908-0.0030621i,0.0032954-0.002908i,0.00098067-0.00080575i,-0.0048093-0.002583i,-0.0072365-0.0027432i,-0.0071331+0.0038811i,-0.0061792+0.010338i,-0.0039114+0.010604i,-0.0017507+0.007026i,-9.8047e-05+0.0035509i,-4.102e-05+0.00023383i,-0.0013446-0.0028741i,-0.0020315-0.0044094i,-0.0015966-0.003933i,-0.0023553-0.0029394i,-0.0039176-0.0014749i,-0.004201+1.4608e-05i,-0.0035016+0.0013466i,-0.0036097+0.003i,-0.0049688+0.003856i,-0.0054394+0.0034517i,-0.0034269+0.0029229i
0.0010095+0.0024227i,0.0017683+0.0034797i,-0.00073465+0.0040846i,-0.0027248+0.002451i,-0.0026679+0.0025192i,-0.0027653+0.0066352i,-0.00080433+0.0093213i,0.0033994+0.0095105i,0.006013+0.0071353i,0.0052308+0.0021896i,0.0032968-0.0019875i,0.0024034-0.0040058i,0.0013803-0.0030504i,-0.00082391-0.00026702i,-0.0023022+0.0017413i,-0.0013548+0.0017694i,-0.000924+0.00081953i,-0.0012987+0.00070007i,-0.00080605-2.3872e-05i,0.0012041-0.0017597i,0.0031326-0.0042203i,0.0030493-0.0049532i,0.0013669-0.0023077i
0.0014527-0.0055326i,0.0010481-0.0076544i,-0.0013115-0.0080795i,-0.002609-0.0040574i,-0.0024291+0.0019649i,-0.00029939+0.0058055i,0.0055789+0.0056806i,0.011297+0.002334i,0.013206-0.0013034i,0.011112-0.0036827i,0.0063201-0.0036454i,0.0025539-0.0023585i,-0.00011326-0.00099316i,-0.0029359+0.0017056i,-0.0031089+0.0037595i,-0.00082193+0.0038873i,2.8255e-05+0.0032743i,0.00019632+0.0032216i,0.0020452+0.0039439i,0.0034472+0.0048519i,0.0030138+0.0043662i,0.0021687+0.0031593i,0.0013396+0.0023242i
0.0019396-0.0012273i,0.0034268+4.1223e-05i,0.0044629+0.00061591i,0.0027464+0.0011553i,0.0028874+0.0014711i,0.0039278+0.0012259i,0.0030927-0.0027781i,0.003703-0.0086267i,0.0038502-0.0099626i,0.0023354-0.0073823i,0.0010443-0.0039981i,0.00095446-0.003285i,0.001721-0.0043992i,0.0030014-0.0036898i,0.0038962-0.001619i,0.003482+0.00035843i,0.002679+0.001222i,0.0020953+0.0013541i,0.0013398+0.00082945i,-0.00038257-0.0010713i,-0.0037938-0.002771i,-0.0056649-0.0025803i,-0.004338-0.0005352i
-0.0018483-0.0017506i,-0.0020065-0.001756i,-0.00098068-0.0022818i,0.0017795-0.0016439i,0.0052856-1.7708e-05i,0.0057854+5.2786e-05i,0.00077147-0.0018682i,-0.0033481-0.0039474i,-0.0039831-0.0060891i,-0.0030862-0.0081553i,-0.00081667-0.0075303i,0.0016207-0.0043242i,0.0034165-0.0010366i,0.0037205+9.175e-05i,0.0023224-0.0010465i,0.00098075-0.0011739i,0.0018492-2.836e-05i,0.0030757-0.00077281i,0.0023227-0.0024298i,0.0018912-0.0031541i,0.0035066-0.0036218i,0.0041126-0.0034026i,0.0018296-0.0020492i
-0.00091524+0.00064604i,-0.0016787-0.00027086i,-0.0004763+0.00041266i,1.6221e-05-0.00069165i,-0.0014769-0.0038726i,-0.0035189-0.0058324i,-0.0069098-0.002544i,-0.0077569+0.0030638i,-0.0055766+0.0041163i,-0.0028685+0.000896i,0.00024421-0.00086909i,0.00065089-0.0013229i,-0.00095847-0.0027306i,-0.0016173-0.0038789i,-0.0019569-0.0037824i,-0.0022895-0.0039997i,-0.0021385-0.0039188i,-0.0014982-0.0023383i,-0.001505-0.00092696i,-0.002086+0.0010272i,-0.0023016+0.0040159i,-0.0018386+0.0048307i,-0.00095109+0.0033449i
-0.00047875-0.0016i,-0.00067599-0.0014116i,-0.002491-0.0019496i,-0.004252-0.0022628i,-0.0051455-0.0031177i,-0.0049348-0.0012488i,-0.0024375+0.0043938i,5.9875e-05+0.0083389i,0.00057076+0.0079966i,0.00064112+0.0055199i,0.0013795+0.0016569i,0.0020442-0.0026709i,0.0012099-0.0030612i,0.00039357-0.00058934i,0.00072036+0.001513i,-0.00015003+0.0011116i,-0.0010594-0.0012513i,-0.0013692-0.0017631i,-0.0021373-0.0013101i,-0.0025784-0.0021414i,-0.0029077-0.0036165i,-0.0035677-0.003502i,-0.0039642-0.0021919i
0.00083906+0.0036559i,0.0012101+0.0041746i,0.00098575+0.0051469i,-0.00061708+0.0052015i,-0.003118+0.0060737i,-0.0040611+0.0057025i,-0.00026669+0.004902i,0.0048159+0.0051015i,0.0075405+0.0045642i,0.0071986+0.0017736i,0.0055192-0.00056704i,0.0035113-0.00019565i,0.00047793+0.0022931i,-0.0013855+0.0043639i,-0.0012801+0.0045055i,-0.001239+0.0038614i,-0.0011644+0.0025842i,-0.0014509+0.0019692i,-0.0008167+0.0029276i,0.0028573+0.0028081i,0.0061981+0.0013896i,0.0060021+0.0005641i,0.003633+5.2259e-05i
-0.0013663+0.00094938i,-0.00086704+0.0015204i,-7.3277e-05+0.003777i,0.001076+0.0052799i,0.0017666+0.0055943i,0.0033401+0.0055506i,0.0050278+0.002838i,0.0059662-0.0012791i,0.0064129-0.0024126i,0.0055902-0.002446i,0.003008-0.0034298i,0.0008087-0.0036525i,0.00040572-0.0047412i,0.0006934-0.0051114i,0.0004282-0.0036771i,-0.00011805-0.0010225i,-0.0011587+0.00097063i,-0.0015605+0.0018357i,-0.0008171+0.0030382i,-0.00063649+0.0041063i,-0.0018691+0.0038632i,-0.0028863+0.0037969i,-0.002409+0.0042621i
-0.0045236+0.0029984i,-0.0057357+0.002365i,-0.0053168+0.00214i,9.641e-05+0.0023407i,0.0063177+0.0023466i,0.006452+0.00176i,0.0018552+0.00035799i,-0.00044517-0.0029392i,0.0013133-0.0061866i,0.0024572-0.006804i,0.0022459-0.0047893i,0.0030958-0.0013801i,0.0046052+0.00023903i,0.0042834+0.00021954i,0.0032588+0.00080696i,0.0025421+0.0023804i,0.0018292+0.0030145i,0.002019+0.00259i,0.0017598+0.0010879i,0.0019894-0.0018935i,0.0022676-0.0049117i,0.0008228-0.0060084i,-3.5298e-05-0.0047439i
-0.00012915-0.0022338i,0.0015193-0.0017531i,0.0024085-0.0013412i,0.0028802-0.001315i,0.0027984-0.002099i,0.0017138-0.0030969i,-0.0014832-0.0018167i,-0.0030645+0.00041049i,-0.0017315-0.001064i,0.00040195-0.0032157i,0.0021696-0.0026687i,0.0015158-0.0016518i,-0.00091664-0.00053615i,-0.003165+0.00028735i,-0.0032679-0.00093698i,-0.0015719-0.001594i,-0.00045457-0.000133i,0.00023475+0.00060387i,0.00076702-0.00037825i,0.0012323-0.00048824i,0.0019513+0.00094898i,0.0026868+0.0018919i,0.0028028+0.0018032i
0.0026373+0.0052039i,0.0032982+0.0064679i,0.0029681+0.0063056i,0.0011455+0.0013277i,-0.00078018-0.0045517i,-0.0022264-0.0058285i,-0.0026996-0.0015318i,-0.0022874+0.0027485i,-0.0019039+0.0030553i,-0.00092601+0.0011498i,0.0016116-0.00095539i,0.0037765-0.0037736i,0.0040318-0.0049483i,0.0038713-0.004117i,0.0038344-0.0028427i,0.0028226-0.0015321i,0.0016506-0.0018763i,0.0019941-0.002883i,0.0017965-0.0023801i,-0.0014992-0.0010149i,-0.0042894+0.00068715i,-0.0047845+0.00084371i,-0.0041988+0.00019206i
-0.0024119+0.0005669i,-0.0039398+0.0015461i,-0.0048219+0.00086658i,-0.0043754-3.2671e-05i,-0.0055839+0.0013424i,-0.0070544+0.0019296i,-0.0043709+0.0019104i,-0.00045047+0.003293i,0.0022435+0.004268i,0.003061+0.0025551i,0.0030348+0.00022503i,0.0031311+0.00010034i,0.002057+0.00086377i,0.00059156+0.0018469i,-4.5281e-05+0.0022307i,-0.00061051+0.0017267i,-0.00053981+0.0014034i,-0.00011149+0.001037i,-0.00012821+0.00040349i,0.00023513-0.0013739i,0.0015946-0.0027497i,0.0026085-0.0037456i,0.0015321-0.0039727i
0.0036256-0.0031212i,0.0036877-0.0042908i,0.0039076-0.0034705i,0.0010436-0.00077431i,-0.0034511+0.0024706i,-0.0049364+0.0041943i,-0.0016752+0.0043893i,0.0017682+0.0028652i,0.0042233+0.0013654i,0.0053526+0.00035343i,0.0036805-0.0011594i,0.00066149-0.0026811i,-0.0021434-0.00401i,-0.0039816-0.005699i,-0.0046831-0.0061673i,-0.0046458-0.0048472i,-0.0047662-0.0033028i,-0.0049553-0.0020283i,-0.0044816-0.00078462i,-0.0021057+0.0017707i,6.0291e-05+0.0045424i,0.00087828+0.0053306i,0.0013259+0.0045847i
0.0029527-0.00032592i,0.0038972+6.8529e-05i,0.002849+0.00018831i,0.0012406+0.0016739i,0.0019496+0.0042659i,0.0021389+0.0053522i,0.00084416+0.004211i,0.0019211+0.000619i,0.0039648-0.0029316i,0.003528-0.0050262i,0.0021154-0.0055187i,0.0021687-0.0042221i,0.0025722-0.0028733i,0.002357-0.00078151i,0.0024377+0.0010625i,0.0014846+0.0011205i,-0.00051369+0.0010843i,-0.0010206+0.0014029i,-0.00058866+0.0015986i,-0.0012997+0.0010425i,-0.0029891-0.0011271i,-0.0040697-0.0029813i,-0.0035262-0.002059i
-0.00027159-0.0012576i,0.00053153-0.00079842i,0.0017198-0.0010347i,0.0030889-0.00050014i,0.0042855-0.00039697i,0.0042066+0.00027219i,0.0035712+0.00069345i,0.002511-0.00064453i,0.001987-0.002697i,0.0014532-0.0037292i,0.0001204-0.0029254i,-0.0012001-0.0006177i,-0.0027814+0.0014007i,-0.0041832+0.0030071i,-0.0036091+0.0034975i,-0.001785+0.0025665i,-0.0010467+0.0019704i,-0.0013844+0.0029115i,-0.00074064+0.0029388i,0.0014206+0.00050764i,0.003165-0.0019681i,0.0036104-0.002533i,0.0026637-0.0012591i
-0.00038512-0.0023211i,-0.0009445-0.003054i,-0.00059457-0.0041809i,-0.0001703-0.0055854i,0.00084028-0.0065444i,0.0012886-0.0049042i,0.00084351-0.0014696i,0.00064664-9.307e-06i,0.00018111-0.0014662i,-0.00087715-0.0025529i,-0.0010151-0.0020242i,-0.00036141-0.0026557i,-5.5205e-05-0.0048478i,0.0013902-0.0049346i,0.0029154-0.0029687i,0.00347-0.0022504i,0.0030744-0.001818i,0.0036678-0.00046856i,0.0044424+0.00016232i,0.0027012+0.00038016i,0.00015361+0.0011293i,-0.0009697+0.0015697i,-0.0015646+0.0016297i
0.0021552-0.00079137i,0.0023103-0.0012532i,0.00066705-0.0015575i,-0.0024028-0.0016048i,-0.0034212-0.0022912i,-0.003277-0.004007i,-0.0019427-0.0032328i,0.00031715-0.00017164i,0.0019625-0.00042794i,0.0012045-0.0024387i,0.0015953-0.0032696i,0.0031995-0.0044652i,0.003429-0.0038266i,0.0030633-0.00056639i,0.0020972+0.00094981i,0.0011082+0.00016896i,0.001034+0.00037687i,0.0022104+0.0016858i,0.0017792+0.0010117i,0.00060339-0.0019988i,-0.00011583-0.0035167i,-0.00056302-0.0034452i,-0.00069637-0.0036408i
0.0022508+0.00078791i,0.003987+0.0018835i,0.005035+0.0019252i,0.0034135+0.0019182i,-0.0017613+0.0031733i,-0.005146+0.0032569i,-0.0029078+0.0024012i,9.9666e-05+0.002719i,0.0010124+0.0037037i,0.0024812+0.0032595i,0.0043632+0.00086505i,0.0036241-0.0014896i,0.00088355-0.0031051i,-0.0023502-0.0052507i,-0.0047143-0.0066237i,-0.0054858-0.0052514i,-0.0048304-0.0034554i,-0.0026926-0.0036717i,-0.002018-0.0037071i,-0.001492-0.0017199i,0.00046048+0.00019123i,0.0017245+0.00052197i,0.0016526+0.0007889i
-0.00056043+0.0039624i,-0.0015953+0.0051006i,-0.00048464+0.004906i,0.00082754+0.0033098i,0.00037597+0.0037673i,-0.0011108+0.0057614i,-0.0012527+0.0052014i,-0.00010949+0.0027414i,0.0011694+0.00027908i,0.0016432-0.0013847i,0.00049916-0.0017744i,-0.00025339-0.0024871i,0.00073411-0.0028948i,0.0013963-0.0023731i,0.00094431-0.0016269i,-0.00011451-0.0015548i,-0.0015522-0.0016165i,-0.0018624-0.0014398i,-0.0019202-0.000638i,-0.0023828+0.00035994i,-0.0032775+0.0014386i,-0.0044036+0.0015914i,-0.0046147+0.0012932i
-0.0026029-0.00082893i,-0.0024078-0.0023304i,-0.0018257-0.0014697i,-0.00060478+0.0005051i,0.0021746+0.0028156i,0.0037455+0.0047509i,0.0030917+0.0056959i,0.0035157+0.0043191i,0.0047423+0.0012531i,0.0046804-0.0027519i,0.003028-0.0045297i,0.0019285-0.0032812i,0.0015241+0.00021395i,-0.00032539+0.0050447i,-0.0014614+0.0074637i,-0.00027643+0.005631i,-0.00038092+0.00281i,-0.0024932+0.0017556i,-0.0028157+0.0019999i,-0.00074793+0.0010443i,0.00082502-0.00097253i,0.00010007-0.0029707i,-0.0002056-0.003805i
0.0041037+0.0010789i,0.0060761+0.0020824i,0.0071615+0.0030047i,0.0066178+0.0013098i,0.0050945-0.0010937i,0.0030834-0.0015118i,0.0022458+2.9679e-05i,0.0023462+0.00031014i,0.0014281-0.0017344i,0.00037036-0.0019811i,0.00015913-0.00099372i,4.8888e-05-0.0016052i,-0.0010726-0.0023355i,-0.0015358-0.0017496i,0.00043666-0.0012424i,0.0019084-0.00098972i,0.00081541+0.00030402i,0.00083032+0.0027201i,0.0021104+0.0038182i,0.0029063+0.0026982i,0.0030249+0.0020723i,0.0030941+0.0022368i,0.0028345+0.0021608i
0.013753+0.0054861i,0.015751+0.0087936i,0.018964+0.0049314i,0.011718-0.003106i,0.0041516-0.0091267i,-0.00086975-0.0094361i,-0.0011755-0.0042194i,0.0015111-0.0015753i,0.0030875-0.0030893i,0.0029154-0.0059582i,0.0022829-0.0077866i,0.0024895-0.0080937i,0.0034768-0.0076407i,0.0037687-0.0061037i,0.0024711-0.0037956i,0.0011291-0.0015962i,0.00085025+0.00094333i,0.001823+0.0029527i,0.0025807+0.0034276i,0.0011747+0.0020797i,-0.00032764+0.00031597i,-0.0014022-0.0010171i,-0.0025361-0.001971i
