-0.00026261+0.0016713i,-0.0005717+0.0008461i,-0.00042029+6.9511e-05i,0.00095847-0.00062921i,0.00078685+0.00016541i,-0.00086356+0.001187i,-0.0010115+0.00093552i,-7.7417e-05+0.00069362i,0.00025472+0.0012438i,0.0004008+0.00091668i,0.0002695-0.00030297i,0.00053186-0.0014216i,0.0010556-0.0011312i,0.00063596-0.00081858i,0.00042384-8.4834e-06i,-0.00029387+0.0004036i,-0.00092345+0.00069338i,-0.00073238+0.0010238i,-0.00039723-0.0001538i,4.194e-05-0.00059182i,5.7272e-05-0.00012694i,-0.00049202-9.9425e-05i,-0.0003539-0.00040569i
4.609e-05+0.0043032i,-5.9447e-05+0.0046791i,-0.0005209+0.0044899i,0.00066075+0.0014891i,0.0027305-0.0015054i,0.0036888-0.0034468i,0.0037692-0.0034039i,0.0027509-0.00097775i,0.0011521+0.00036591i,0.0011451+0.00018755i,0.0015399+0.00017308i,0.0017016+0.0015737i,0.0019126+0.0027993i,0.00060252+0.0019559i,-0.0014901+0.0011391i,-0.0018014+0.0015312i,-0.00033825+0.0014718i,0.001305+0.0016579i,0.001477+0.0017301i,0.00074313+0.0012718i,0.0010257+0.0013755i,0.0016095+0.0007799i,0.0016886+0.00041318i
-0.00053401-0.00026821i,0.00017799-0.00076261i,0.0012156-0.001083i,0.001254-0.0018445i,0.0021478-0.0022652i,0.0044537+0.00010953i,0.0047983+0.0026332i,0.0011761+0.0026551i,-0.0019857+0.0017306i,-0.0019525+0.0016469i,-0.0008141+0.0023239i,0.00020833+0.0032011i,0.000664+0.0030082i,0.00031887+0.0023666i,0.00013421+0.0021592i,0.00021097+0.001979i,-0.00027874+0.0019713i,-0.00068784+0.0024794i,-0.0002711+0.0020001i,0.00022596+0.0010343i,0.0002803+0.0017456i,0.0003243+0.0029179i,0.00016255+0.0025949i
0.003442-0.001103i,0.0037476-0.0017133i,0.0023133-0.00099989i,0.00062473+0.00078112i,-0.00017431+0.0028805i,-0.0024273+0.0059359i,-0.0035346+0.0060967i,-0.003514+0.0030196i,-0.0047975+0.0013625i,-0.0043892+0.0020073i,-0.0020723+0.0020823i,-0.0010488+0.00064004i,-0.001617-0.00075358i,-0.0015315-0.0003754i,-0.0011805-0.00022621i,-0.0017162-0.00096097i,-0.0022312-0.00044696i,-0.0020082+0.0013321i,-0.00045478+0.0016681i,0.00063771+0.00094181i,-0.00014285+0.0009489i,-0.00076048+0.00072612i,-0.00040321+0.00034114i
0.0026431+0.0039659i,0.0035175+0.004609i,0.0053493+0.0035883i,0.0033507+0.002313i,-0.0014382+0.0012122i,-0.0050569-0.0016262i,-0.0062634-0.003469i,-0.0051432-0.0025729i,-0.0027461-0.0011606i,-0.0011002+0.00018772i,-0.00011468+0.0013033i,-0.00046936+0.0015537i,-0.00095068+0.0024517i,-0.00043036+0.0034364i,-0.00022343+0.0025128i,0.00013985+0.0008992i,0.00062179-0.00012357i,0.0002134-0.00022478i,-0.00046344+0.0011259i,-2.2458e-05+0.0019063i,-0.00011741+0.00044817i,-0.00064524-0.0012351i,-4.9313e-05-0.0016802i
0.0010666+0.00015805i,0.0015716-0.00069982i,0.0013788-0.00036679i,-0.00048067-0.0015657i,-0.002483-0.0046398i,-0.0020497-0.0071731i,-0.00036679-0.0082032i,0.0015016-0.0071635i,0.0021086-0.0047414i,0.0021777-0.0025794i,0.0022756-0.0010964i,0.0016642-0.0001612i,0.0017042+0.0010549i,0.0016923+0.0014058i,0.0013918+0.00030636i,0.0013076+4.5506e-05i,-7.2751e-05+0.00095784i,-0.0019451+0.00066969i,-0.002692+6.3466e-05i,-0.0018178+0.00013356i,-0.00031617+0.00030769i,0.001197-0.0004896i,0.0022361-0.0013811i
0.0021944-0.00055108i,0.0023259+0.00064615i,0.0024422-0.0010112i,0.0025661-0.0034876i,0.0047148-0.0048267i,0.0078397-0.0046339i,0.0088897-0.0042973i,0.0079247-0.0032958i,0.0062318-0.0020446i,0.004278-0.0010759i,0.0028306-0.00095807i,0.0013471-0.00028736i,-0.0002553+0.00076944i,-0.0016705+0.00037868i,-0.0021477-0.00013805i,-0.00086211+0.00072057i,0.00036343+0.0015065i,0.0015839+0.00019896i,0.0010943-0.0019358i,-0.00018557-0.0015949i,-0.00053203+2.2078e-05i,-0.00027253+0.00036325i,-0.00049373-4.8642e-05i
-0.00025709-0.0013539i,-0.00046728-0.0024439i,-0.00073357-0.003749i,-0.00048662-0.0034705i,0.0019572+0.00013027i,0.0045485+0.0054989i,0.0048429+0.0069901i,0.0034878+0.0050594i,0.00205+0.003057i,0.002473+0.0023271i,0.0024327+0.0016735i,0.0013191+0.00084567i,0.002001+0.00053008i,0.0023529+0.00078292i,0.0012881+0.0012443i,0.0015852+0.0010088i,0.0010202+0.00029006i,0.00016843-0.00079864i,0.001342-0.0017465i,0.0018897-0.00221i,0.00085338-0.0012302i,0.00057603+0.0004548i,0.0001089+0.0010512i
0.001594-0.0066823i,0.0020743-0.0059326i,0.0023408-0.0050679i,0.0018008+5.8402e-05i,-0.00084753+0.0063102i,-0.0040809+0.0085557i,-0.0054447+0.0070876i,-0.0046911+0.0053583i,-0.0039347+0.0051082i,-0.0037127+0.0047622i,-0.0029212+0.0042061i,-0.0022342+0.0031251i,-0.0019233+0.0019419i,-0.0016408+0.0011806i,-0.0014857+0.0003759i,-0.0015904-0.000154i,-0.00041695+0.00058826i,0.0023703+0.0011363i,0.0038365+0.0012248i,0.0027769+0.0015328i,0.0015577+0.0013123i,0.00094529+0.00071665i,0.00042951+0.0010894i
0.0043563-0.0013297i,0.0045069-0.0011823i,0.003745-0.00096227i,0.00035429-0.00060416i,-0.0057887-0.0016649i,-0.010411-0.0042585i,-0.010426-0.005039i,-0.0092466-0.0027946i,-0.0090168-0.00034413i,-0.0078733+0.0022651i,-0.0046895+0.0046426i,-0.0024043+0.0052104i,-0.0021119+0.005466i,-0.0013409+0.005241i,-0.00088752+0.004121i,-0.00035982+0.0021056i,0.00091951+0.00098133i,0.0011289+0.0017024i,0.00098156+0.0025235i,0.0005358+0.002741i,0.00031885+0.0025104i,0.00086269+0.001619i,0.0015443+0.00024011i
-0.0018438+0.0011672i,-0.0022466+0.0021385i,-0.0023851+0.0034401i,-0.0035206+0.0015123i,-0.0035957-0.004456i,-0.00084951-0.010104i,0.00012881-0.011697i,-0.0015484-0.010599i,-0.0026945-0.0077341i,-0.0023501-0.0033166i,-0.0016614-0.00071789i,-0.0008786+0.00082777i,-0.0004486+0.002353i,0.00018756+0.0017408i,0.00075676-0.00046502i,-5.1936e-05-0.00073395i,-0.00099523+0.0011395i,-0.0013369+0.0028107i,-0.00066767+0.0037886i,-9.515e-05+0.0028465i,0.00051192+0.00116i,0.00074419+0.00060275i,-0.0001221+0.00027174i
-0.0028429+0.00079102i,-0.0030909-7.7923e-05i,-0.0026441+0.00023767i,0.00061075-0.00025264i,0.0063666-0.0018064i,0.011244-0.0027024i,0.011754-0.0038013i,0.0086375-0.0049637i,0.0053472-0.0051329i,0.0039809-0.0030362i,0.0028355-0.001327i,0.0010227-0.00091964i,0.00040179-0.00016525i,-0.00018973+0.00059118i,-0.0017361+0.0012944i,-0.0016904+0.0016226i,-0.00039805+0.0011628i,-0.0012812+0.00011035i,-0.0030385+3.0386e-05i,-0.0029861+0.0010424i,-0.0016148+0.0010114i,-0.00075039+4.8136e-05i,-0.00086122+3.6591e-05i
0.00022635-0.0020018i,0.00080562-0.0018917i,0.0015162-0.0032122i,0.0024025-0.0026881i,0.0045429+0.001521i,0.0064964+0.0078465i,0.0064433+0.009523i,0.005877+0.0053101i,0.0063956+0.0023724i,0.0064572+0.001437i,0.004769+0.00062931i,0.0028744+0.00040376i,0.0021031+0.0003856i,0.002624-0.00021658i,0.0024703+0.00035447i,0.0015872+0.0013483i,0.00021421+0.00064976i,-0.0014394-8.1085e-05i,-0.0024697-0.0013892i,-0.0025146-0.0015364i,-0.0018265-0.00026184i,-0.00052208-0.00018777i,3.9644e-05-0.00040355i
0.0002575+0.0022465i,0.001044+0.0022789i,0.0018649+0.002479i,0.0010041+0.0039769i,-0.0027177+0.0070182i,-0.0076998+0.0089123i,-0.008292+0.0090015i,-0.0041534+0.0086255i,-0.00011099+0.0073582i,0.0016702+0.005408i,0.0021935+0.0034333i,0.0017748+0.0028486i,0.00029444+0.0023975i,-0.0011445+0.0015412i,-0.0020411+8.0316e-06i,-0.001491-0.0003066i,0.00015917-8.5617e-05i,0.0011481-0.0012071i,0.0013968-0.0022979i,0.0013668-0.0021008i,0.0011879-0.00068305i,0.00038327-5.2452e-05i,0.00016179-0.00041464i
0.0034052+0.00062576i,0.0033195-0.0012379i,0.004637-0.00070237i,0.0011433-0.00036054i,-0.0061149-0.003143i,-0.011811-0.0065103i,-0.012497-0.0059469i,-0.010611-0.00098227i,-0.0086116+0.0036644i,-0.0062694+0.0052086i,-0.0034517+0.0047381i,-0.0017276+0.0045956i,-0.0013753+0.0047776i,-0.00087265+0.0043901i,-0.00031444+0.0028213i,-0.00064174+0.00099956i,-0.0012104+0.00031225i,-0.00032059+0.00067074i,0.0010351-0.00010722i,0.0019965-0.0010031i,0.0015744-0.00095915i,0.00207-0.00025616i,0.0028827-1.3176e-05i
-0.00034248+0.0026498i,0.0010234+0.0041986i,0.00050322+0.0047149i,-0.00076247+0.0012371i,-0.00074545-0.0050226i,0.00069834-0.011381i,0.00064029-0.012843i,-0.0027103-0.0091316i,-0.0062259-0.0039559i,-0.0063457+0.00054422i,-0.0037302+0.0021964i,-0.0017315+0.0012084i,-0.00055702+0.00087034i,-0.00034443+0.0012778i,0.00012675-0.00054381i,0.00031163-0.0012901i,0.00082706+0.0014597i,0.0022854+0.003225i,0.0030117+0.0031771i,0.0017747+0.0027271i,-9.2259e-05+0.0015443i,-0.00020008+3.7772e-05i,0.00012819-0.00055791i
0.001849+0.0019652i,0.0014022+0.001226i,0.0020776+0.00036476i,0.0028638-0.0020008i,0.006681-0.0047958i,0.01146-0.0046882i,0.011265-0.0048383i,0.0061908-0.0075968i,0.0017382-0.0080711i,0.00051925-0.0053743i,0.001179-0.0032696i,0.002136-0.0024685i,0.0024247-0.00095625i,0.0016955+0.0015048i,-6.2804e-05+0.0024197i,-0.0010469+0.0021223i,-0.0009659+0.0022406i,-0.0014855+0.0031139i,-0.0014477+0.0039758i,-0.0006032+0.0040828i,-0.00036665+0.0029603i,-0.00038371+0.00098468i,-3.242e-05+8.0181e-05i
0.0003269+0.0015652i,0.00087836+0.00075992i,0.0012804-0.00061393i,0.0020945+0.00027932i,0.0043149+0.0039586i,0.0071489+0.0089415i,0.008931+0.0095324i,0.0091395+0.004021i,0.0095687-0.001997i,0.0079299-0.0033219i,0.0045472-0.001518i,0.0015134-0.0002727i,0.00032055+0.00027778i,0.0011483+0.0005313i,0.0013986+0.0011467i,0.00092819+0.0016418i,2.3334e-05+0.0016124i,-0.00070698+0.0019613i,-0.0016091+0.0025024i,-0.002169+0.0024236i,-0.0013871+0.0019921i,-0.00067777+0.0015258i,-0.00071953+0.0017945i
0.0035549-0.0011458i,0.0041063+0.00054201i,0.0060517-0.00057611i,0.0038244-0.0010832i,-0.00226+0.0032057i,-0.00904+0.0076424i,-0.0089972+0.0080349i,-0.0022023+0.0061744i,0.0033887+0.0035143i,0.0033173+0.0014769i,0.0012557+0.0016127i,5.1306e-05+0.0023839i,-0.001315+0.0020956i,-0.0031396+0.00033386i,-0.0041975-0.00094731i,-0.0030999-0.0023393i,-0.00085473-0.0030475i,-0.00077062-0.0032937i,-0.0015202-0.0025262i,-0.0010868-0.0010156i,0.00028154+0.00027683i,0.00044922+0.0011503i,0.00022549+0.00091611i
-0.011356+0.0013979i,-0.014113-0.0010833i,-0.014938+0.0028278i,-0.0087547+0.0050042i,-0.0050906+0.0032316i,-0.0057751-0.0013593i,-0.0079864-0.0031801i,-0.0069624+0.0025607i,-0.0046685+0.0087605i,-0.0030554+0.0094036i,-0.0014505+0.0068536i,-0.00080244+0.0052237i,0.00034172+0.0051339i,0.0013068+0.005227i,0.00099731+0.0039211i,0.0014757+0.0014275i,0.0011833-3.5212e-05i,-0.00068473-0.00058775i,-0.0018221-0.0022776i,-0.0027654-0.0025048i,-0.002475-0.00076753i,-0.00035027+0.00016382i,0.0012831-0.00023745i
2.4824e-05-0.0009393i,0.0018645-0.001783i,0.0010586+0.000388i,-0.00065121+0.0010891i,-0.0012491-0.0032559i,-2.5032e-05-0.010149i,-0.0010506-0.012757i,-0.0049899-0.0064735i,-0.0074916+0.0028422i,-0.0058871+0.0068664i,-0.0012961+0.0045317i,0.0014338+0.001548i,0.0021623+0.0015057i,0.0026797+0.0020499i,0.0029826+0.0018416i,0.0025954+0.0010525i,0.0030199+0.0003866i,0.0030001-0.00049769i,0.0018025-0.0022806i,0.00090332-0.003644i,0.00077738-0.0027934i,0.00061911-0.0010376i,0.0010836-0.00054953i
-0.00027531+0.0022513i,-0.0010645+0.0025344i,-0.0021362+0.0020523i,-0.00085839+0.00078668i,0.0038047-0.00023821i,0.0091293-0.00053708i,0.0095192-0.0017678i,0.0023262-0.0032675i,-0.0042889-0.0019049i,-0.003094+0.0014377i,0.00055952+0.0023213i,0.0014633+0.0017557i,0.00099173+0.0028544i,0.0011308+0.0047314i,0.00035392+0.0051511i,-0.0011591+0.0043574i,-0.0010608+0.0034902i,0.00046169+0.002744i,0.0011511+0.0019915i,8.1416e-05+0.0010583i,-0.0014162-0.00039595i,-0.0011115-0.001333i,0.00079076-0.0014447i
-0.0043203-0.0015289i,-0.0050121-0.001255i,-0.0056048-0.0011169i,-0.0039778-0.001659i,-0.00077812+0.00069824i,0.0024961+0.0048866i,0.0039578+0.0052961i,0.0025129-0.00031216i,-0.00035666-0.005092i,-0.00059974-0.0038645i,0.00056885-0.00050417i,-0.0010641+0.0015101i,-0.0038595+0.0024588i,-0.0032731+0.0017045i,-0.0014695+0.00068135i,-0.0013672+0.0017129i,-0.00075593+0.0026253i,0.0010285+0.0030697i,0.0021435+0.0026668i,0.0014598+0.0022182i,0.0010498+0.0029139i,0.00088+0.0027527i,0.0016216+0.0023432i
-0.0003737+1.4731e-05i,0.00086173-0.0004325i,0.0016959-0.00090336i,0.0018001+0.00011822i,-0.00024353+0.0023339i,-0.0040317+0.0050928i,-0.0051804+0.0056157i,-0.00054892+0.0016059i,0.0039594-0.0037112i,0.0037725-0.0047746i,0.0016913-0.001962i,-0.00032878-0.00020469i,-0.0021511-0.00086377i,-0.0039825-0.0025719i,-0.0048778-0.0031264i,-0.0039166-0.0024132i,-0.002416-0.0017422i,-0.0019862-0.0010014i,-0.0021294+0.00096456i,-0.00093516+0.0021709i,0.00088683+0.0016914i,0.0015466+0.0015481i,0.0013675+0.0016931i
-0.0023221+0.0021527i,-0.0018951+0.0047384i,-9.8596e-05+0.0058112i,0.0018107+0.0040707i,0.0023651+0.00011052i,-0.00063825-0.0060768i,-0.0034881-0.0068077i,-1.3345e-05-0.0017613i,0.0048276+0.0023152i,0.0039553+0.0029261i,0.0011166+0.0022629i,0.0012299+0.0015832i,0.0032147+0.00010406i,0.00434-0.0012113i,0.0048399-0.0011151i,0.0045053-0.0011109i,0.0023782-0.0011945i,-0.00045163-0.00033843i,-0.0016529+0.00067308i,-0.0019946+0.0010459i,-0.0019808+0.00066942i,-0.0017475+0.0006453i,-0.0012707+0.00029537i
-0.0022001+0.00069022i,-0.001638-0.00031429i,-0.0017891+0.0019883i,-0.0019338+0.0032982i,-0.00050071+0.0014866i,0.0025095-0.0020442i,0.0045018-0.0039777i,0.0036343+0.00087956i,0.0026536+0.0090282i,0.0022249+0.010607i,0.002217+0.0070163i,0.0038493+0.0051512i,0.0057443+0.0042145i,0.0066344+0.0033954i,0.0063402+0.0023945i,0.0057811+0.00050366i,0.0042204-0.00056884i,0.0012857+0.00074615i,-0.0012321+0.0017067i,-0.0027408+0.00049651i,-0.0024138-0.00093446i,-0.000955-0.0018882i,-0.0002456-0.0024198i
8.2274e-05+0.0023022i,0.00013211+0.0042401i,-0.0004183+0.0037727i,-0.0011316+0.0016645i,0.0010286+0.0020289i,0.0054395+0.0020542i,0.0066703+0.0023898i,0.0012387+0.0036646i,-0.0036953+0.0063125i,-0.0023848+0.0070488i,0.00080564+0.0039678i,0.0010359+0.002409i,0.00041973+0.004203i,3.3175e-05+0.0067638i,-0.00048407+0.0072419i,-0.0011584+0.0055572i,-0.0018473+0.0043022i,-0.0017935+0.0032912i,-0.0018835+0.0016912i,-0.0022806+0.00061069i,-0.0021412-6.5765e-05i,-0.0010379-0.0012386i,-0.00057546-0.0018742i
-0.0016899+0.0049772i,-0.0035456+0.0042159i,-0.0044919+0.0034346i,-0.0035502+0.0013966i,-0.0043956+0.0011488i,-0.0054562+0.0046373i,-0.0051065+0.005864i,-0.0070835+0.0013558i,-0.0097095-0.0024269i,-0.0072228-0.0014313i,-0.0020899+0.00010506i,-0.0020985+0.00096989i,-0.004894+0.0033623i,-0.004444+0.0033976i,-0.0032294+0.00091953i,-0.0032458+0.00085513i,-0.0021186+0.0023153i,-0.00046189+0.0010668i,-0.00069548-0.0016071i,-0.0010896-0.0018664i,0.0014199-0.00034542i,0.0037848+0.0014875i,0.0032006+0.0024914i
0.0013336+0.0029573i,0.0026592+0.001738i,0.0046937-0.00069358i,0.0057952-0.0027364i,0.0016658-0.0044525i,-0.006161-0.0053406i,-0.0097543-0.0046915i,-0.007368-0.005399i,-0.0052368-0.0077592i,-0.0035119-0.0076485i,-0.00027351-0.0055041i,0.00095929-0.0047108i,-0.00060819-0.0034666i,-0.003265-0.0022541i,-0.0059307-0.0029894i,-0.0059695-0.0030808i,-0.0037587-0.0023247i,-0.0020151-0.0025512i,-0.00087735-0.0027122i,0.00019211-0.0017087i,0.00082723+9.0688e-05i,0.0009742+0.001314i,0.00037235+0.00085454i
0.00039813+0.0040054i,0.0015328+0.0057403i,0.0030763+0.0070989i,0.0041093+0.0036483i,0.0062171-0.003853i,0.0055589-0.011037i,0.0020965-0.012345i,0.0025894-0.0087162i,0.006006-0.0053957i,0.0041698-0.0024654i,0.0007813+0.00098877i,0.00099327+0.0024243i,0.0025802+0.0011989i,0.0029887+3.4264e-05i,0.0033434-0.00045736i,0.0041666-0.0014758i,0.0036167-0.0024821i,0.0021585-0.0018016i,0.0017616-0.00072091i,0.0018638+0.00030812i,0.00061805+0.0014887i,-0.00091546+0.0020259i,-0.0011858+0.00061681i
0.0012181-0.00066326i,-0.0016567-0.00079517i,-0.0035246+0.00040117i,-0.0025354+0.0028946i,0.0025957+0.0032123i,0.0089083+0.0005933i,0.010974-0.0028172i,0.010575-0.0016202i,0.0097997+0.0033528i,0.0075105+0.0060513i,0.0042335+0.0065074i,0.0034694+0.0065507i,0.0037658+0.0050196i,0.0043159+0.0025383i,0.0042432+0.00023216i,0.0030936-0.00014147i,0.0018279+0.00061882i,0.0014481+0.001945i,0.0018717+0.0032988i,0.00096874+0.0024013i,-0.00042785-0.00020868i,-0.00057695-0.0022789i,5.8645e-05-0.0027878i
0.0014707-1.2099e-05i,0.0016775-0.0020727i,0.0013295-0.0027783i,0.00077162-0.0011805i,0.0028453+0.0037174i,0.00646+0.0097576i,0.0079407+0.010574i,0.0065673+0.0084544i,0.0050529+0.0080618i,0.0045949+0.0074553i,0.0028336+0.0050159i,0.00019702+0.0037854i,-0.00069149+0.0038363i,-6.4132e-05+0.0043625i,0.00042991+0.0057615i,-0.00016279+0.0054654i,-0.00055131+0.0053439i,0.00037591+0.0051975i,0.001443+0.004047i,0.0019628+0.0023447i,0.0019963+0.00014634i,0.00097028-0.00057544i,0.00028006-0.00011826i
0.00083663-0.0010112i,0.0029412-0.0012243i,0.0019431-0.0024559i,-0.0024123-0.0021189i,-0.0087853+0.0032108i,-0.013461+0.0098007i,-0.011439+0.010131i,-0.0082946+0.0066055i,-0.0084981+0.0046102i,-0.0058191+0.0028606i,-0.00080757+0.00010017i,0.00069402-9.073e-05i,-0.00039046+0.0025255i,-0.00090744+0.0021355i,-0.00057343-0.00013843i,7.1998e-05-6.7482e-05i,-0.00028191+0.0008138i,-0.0012002+0.0007897i,-0.0019381+0.00035124i,-0.0010192+0.00010869i,0.0016514-0.00045972i,0.003065-0.0006386i,0.0026057+0.00040214i
-0.00096247+0.0019012i,-0.0010158+0.0017982i,0.0019418+0.0015231i,0.0039304+0.00029112i,-0.0028384-0.0023133i,-0.01207-0.0048391i,-0.01435-0.0026825i,-0.01166-4.5902e-05i,-0.010549-0.0011481i,-0.0090049-0.0022039i,-0.003424-0.0033428i,-0.00077874-0.0036712i,-0.0025617-0.00083459i,-0.0034999+0.0014265i,-0.0035459+0.0015999i,-0.0028393+0.0017871i,-0.0017046+0.0016087i,-0.0027645-0.00012626i,-0.0036045-0.00090056i,-0.0029008+0.00094736i,-0.002328+0.0027908i,-0.0024688+0.0028014i,-0.0029649+0.0016961i
0.0024625-0.0018515i,0.0031195-0.0027319i,0.0017514-0.00073728i,-0.002045-0.00079753i,-0.0043632-0.0093755i,-0.0035037-0.017819i,-0.0029921-0.016037i,-0.0031852-0.0091551i,-0.0035563-0.0049137i,-0.0044537-0.00043927i,-0.0044318+0.0036794i,-0.0041278+0.0048773i,-0.0037626+0.0047051i,-0.00092545+0.0042092i,0.0020785+0.0041454i,0.0023011+0.0031898i,0.0007576+0.0008364i,-0.00071936-0.00088238i,-0.0019454-0.0016071i,-0.002961-0.0020768i,-0.002333-0.0011619i,-0.0011592+6.3127e-05i,-0.00022578+0.00033694i
-0.0049223-0.0022463i,-0.0051157-0.0011358i,-0.0075074+0.00071359i,-0.0057279+0.00010363i,0.0040787-0.0038229i,0.014238-0.0077235i,0.013236-0.009632i,0.0063379-0.0080057i,0.0043053-0.0031961i,0.0046719+0.00015619i,0.0030311+0.0024659i,0.0017591+0.0037201i,0.00080389+0.0032716i,-0.0010443+0.0011446i,-0.0027103-0.00073638i,-0.0030597-0.00080493i,-0.0011246-0.00071844i,0.0011242-0.00048423i,0.0022713-0.00095112i,0.00085415-0.0013518i,-0.0020467-0.00070503i,-0.0031021-0.0015385i,-0.0017875-0.0036249i
-0.0039771-0.0018401i,-0.0057411-0.0029813i,-0.0062302-0.0058135i,-0.0025984-0.0069495i,0.0064549-0.00030772i,0.014116+0.007724i,0.012445+0.005599i,0.0074868-0.0022862i,0.0062453-0.0049337i,0.0075046-0.0036932i,0.0065674-0.0021909i,0.0035634+0.0001051i,0.0017324+0.0001428i,0.0013294-0.0003696i,0.00075227+5.6659e-05i,-0.00014702+5.5411e-06i,0.00058331+0.00060751i,0.0027516+0.00060569i,0.0048667-0.0015583i,0.0060837-0.0034071i,0.005683-0.0026316i,0.0047738-0.00063224i,0.0044085+0.00071555i
0.0019718+0.0005949i,0.0024258-0.00079701i,0.0046375-0.002078i,0.0069248+0.0013954i,0.0042575+0.01237i,-0.0013347+0.019492i,-0.0007741+0.013192i,0.003659+0.0021208i,0.0043552-0.0022106i,0.0043104-0.0007681i,0.0049593-0.0001745i,0.0057382+0.0001804i,0.0069416+1.2614e-05i,0.0063822-0.0020377i,0.0047429-0.0045174i,0.0031242-0.0052592i,0.0015421-0.0033881i,0.0010433-0.00082985i,0.0011161+0.0016664i,0.00077418+0.0022568i,0.00037442+0.00045771i,0.0003632-0.0015277i,0.0012325-0.0019563i
-0.00085426-0.00078798i,0.0019895+0.00039715i,0.005904+0.0034347i,0.0047494+0.0076962i,-0.0066223+0.00852i,-0.01521+0.0056138i,-0.0099476+0.0060881i,-0.0017827+0.0073751i,-0.0016319+0.0072126i,-0.004789+0.0082518i,-0.0052557+0.0062151i,-0.0044673+0.0033228i,-0.0028473+0.0040811i,-0.00010129+0.0050531i,0.0021305+0.0055082i,0.0029768+0.0051633i,0.0022059+0.0038023i,0.00013633+0.0035963i,-0.001882+0.0049297i,-0.0020368+0.0056581i,-0.001521+0.0048127i,-0.0019731+0.0034113i,-0.0025975+0.0023251i
-0.0025066-0.0012823i,-0.0038643-0.00016069i,-0.0080676+0.0055884i,-0.014541+0.0072733i,-0.019342-0.0022257i,-0.017457-0.012069i,-0.010732-0.0069457i,-0.0067858+0.0069176i,-0.0062524+0.013454i,-0.0066364+0.012747i,-0.0056578+0.010529i,-0.0053155+0.0082797i,-0.0055014+0.008462i,-0.0022986+0.0093469i,0.0018228+0.0073845i,0.0032317+0.0043223i,0.0016505+0.00080146i,-0.0017838-0.00081209i,-0.0042075+0.00090247i,-0.005139+0.0021096i,-0.0047+0.0019883i,-0.0028249+0.00018153i,-0.0016332-0.0018978i
-0.0029476+0.0049292i,-0.0045452+0.0054537i,-0.0085825+0.0045913i,-0.009061-0.0032715i,0.00078298-0.013797i,0.0091681-0.016706i,0.0017475-0.0093735i,-0.0084445+2.5708e-06i,-0.0078255+0.0030861i,-0.0014784+0.0014801i,0.0023783+4.7455e-05i,0.00084063-0.00053901i,-0.0024314+0.00033196i,-0.0042072+0.0024039i,-0.0058222+0.0039594i,-0.0059903+0.0041331i,-0.0038959+0.003261i,-0.0014966+0.0012438i,-0.00028656-0.00040091i,0.00064242-0.00024055i,0.0012047+0.0014888i,0.00073205+0.0022923i,-0.0001544+0.0015003i
-0.0022362+0.00065923i,-0.0033952-0.00075344i,-0.0026806-0.0070809i,0.0042634-0.013701i,0.01518-0.012226i,0.01807-0.0071103i,0.007991-0.0078603i,-0.0031131-0.013487i,-0.0049856-0.014803i,0.00029515-0.012451i,0.0042107-0.0089595i,0.0036309-0.005137i,0.0023123-0.0027947i,0.00058102-0.0026676i,-0.00094626-0.0029234i,-0.00074495-0.0016648i,0.00071016-0.00037381i,0.0026653-0.001042i,0.003552-0.0027758i,0.0026219-0.0034645i,0.0021039-0.0030853i,0.0027089-0.0021743i,0.0030953-0.00093317i
-0.0025493-0.0010489i,-0.0012711-0.0049399i,0.0058641-0.0040578i,0.014245+0.0026155i,0.016064+0.011436i,0.011879+0.013072i,0.0079401+0.00075881i,0.0057548-0.012619i,0.0030704-0.014724i,0.0015665-0.0084414i,0.0026942-0.0022628i,0.0048823+0.00032518i,0.0050556-0.00055952i,0.0030005-0.0032395i,9.2095e-05-0.0057832i,-0.0028674-0.0050257i,-0.0036335-0.00092107i,-0.0021937+0.00054226i,-0.00039664+0.00011522i,-0.0006918+0.0012273i,-0.0029642+0.0027783i,-0.0034364+0.0029683i,-0.0021914+0.0016498i
0.0059109+0.0046159i,0.010437+0.0052246i,0.012689+0.0098543i,0.0084103+0.015707i,0.00032465+0.017073i,-0.0045861+0.012395i,0.0019414+0.0053943i,0.012582+0.00056854i,0.012693+0.00050775i,0.0051886+0.0043363i,-0.00024178+0.0071933i,-0.00098252+0.0062382i,0.00054621+0.0042657i,0.002123+0.0038003i,0.0036034+0.0024771i,0.0040173+0.00075763i,0.0028073+0.00051616i,0.0010441+0.0015963i,-0.00067256+0.0014217i,-0.0018537-0.00052359i,-0.0024425-0.00069938i,-0.0021043+0.00011857i,-0.00116-0.00024498i
-0.0022898+0.0031847i,-0.0032643+0.008159i,-0.0061355+0.013488i,-0.011416+0.015841i,-0.015559+0.011005i,-0.012467+0.0038637i,-0.0033255+0.0068663i,0.0053415+0.014833i,0.0086776+0.017525i,0.0058391+0.015927i,0.0025199+0.012676i,0.0006084+0.0096091i,8.0132e-05+0.007951i,0.0023777+0.0057007i,0.0044867+0.0017123i,0.0038323-0.0016889i,0.0022804-0.0030961i,0.0014497-0.0020606i,0.0025549-0.00082971i,0.002032-0.00058521i,-0.00060759-0.00034649i,-0.0010334-0.00010433i,-0.0011758-0.00049282i
