0.00090892-0.00079819i,-0.00018606-0.0014019i,-0.0012084-0.0019495i,-0.0018507-0.0010332i,-0.0015747-0.00059874i,-0.000774+0.00053963i,0.00059546+0.0016635i,0.0012385+0.0021584i,0.0010506+0.0013772i,0.00018301-0.00010538i,-0.00014925-0.0007144i,-0.00015442-0.0003436i,-0.00017916-3.2954e-06i,0.00070631+0.00093615i,0.00044852+0.0018585i,-0.00071446+0.0009435i,-0.0011751-0.00045239i,-0.00066619-0.0008677i,0.00012284-0.00094527i,0.00021745-0.0010347i,-0.00031341-0.00091623i,-0.0008136-0.00051702i,-0.00079872+1.1569e-05i
0.00052058-0.0027393i,-0.00040543-0.0028112i,-0.001513-0.0023148i,-0.0031272-0.0016828i,-0.0024189-0.0013482i,-0.00080122-0.0011775i,0.00092268-0.00023659i,0.0014574+0.0011246i,0.00076876+0.0016308i,-0.00091841+0.00083702i,-0.0037211-0.00053258i,-0.0039037-0.0015665i,-0.0022151-0.0018725i,-0.0011818-0.00079019i,-8.6865e-05+0.00062613i,0.0010536+0.001927i,0.0018276+0.0026119i,0.0019727+0.0024744i,0.0025292+0.0017921i,0.0022275+0.0012185i,0.0013273+0.00098559i,0.00098685-0.0001592i,0.00020539-0.0010811i
0.0024436-0.00023194i,0.0030654+0.0010279i,0.0022131-0.0005222i,0.00091449-0.0020308i,-0.00022958-0.0018083i,-0.00080258-0.0013075i,-0.0014974+0.0006124i,-0.0022153+0.0022621i,-0.0020483+0.0019251i,-0.0010168+0.00014499i,0.00028875-0.0016623i,0.0013858-0.002486i,0.00122-0.002309i,3.9635e-05-0.0015374i,-0.00065881-0.00054134i,-0.00072544-0.00023386i,-0.00061933-0.00082953i,-0.00051458-0.0019466i,-7.7846e-05-0.0036114i,-0.00045072-0.0034962i,-0.0006481-0.002163i,0.00025798-0.0014667i,2.7487e-05-0.00091113i
-0.0022118-0.0013926i,-0.0033021+0.00022934i,-0.002441+0.0021007i,0.00033686+0.0028438i,0.00040519+0.0021039i,0.00021673+0.0019262i,0.00051096+0.0018592i,-0.00074775+2.5358e-05i,-0.00093926-0.0010243i,0.00069934-0.00011801i,0.0017387+0.00028886i,0.0014186+0.0011903i,0.00047777+0.002388i,-0.00011811+0.0013766i,-0.00068114-0.00041137i,-0.0011161-0.0015027i,-0.0014343-0.0023406i,-0.0014266-0.0033194i,-0.0015313-0.003999i,-0.0020836-0.003213i,-0.0021461-0.0012939i,-0.0018982+2.8269e-05i,-0.0013719+0.00031242i
-0.0049015-0.0012341i,-0.0058767-0.00091001i,-0.0042144+0.0016522i,-0.0011502+0.0020546i,0.00034179-6.0882e-05i,0.00015921-0.00098489i,-0.0012996-0.0010632i,-0.0027081-0.0014119i,-0.0024136-0.00056852i,-0.0009392+0.0011437i,-0.00061275+0.0021264i,-0.0018664+0.0023705i,-0.0016761+0.0020409i,-0.00042324+0.0012248i,0.00015503+0.00055847i,0.00048194+0.00041945i,0.00021692+0.00082128i,-0.00047432+0.0016818i,-0.0011429+0.0024029i,-0.0017388+0.0026204i,-0.0014563+0.0022373i,-0.0013024+0.0017254i,-0.0007175+0.0010225i
-0.0033541+0.00037051i,-0.0048175+0.00030388i,-0.0037037+0.0020238i,-0.0013237+0.00056508i,0.00048373-0.0035035i,-0.00015923-0.0051272i,-0.001072-0.0051104i,-0.0011398-0.0042923i,-0.00040288-0.0022749i,2.5977e-05-0.0018939i,-0.00052125-0.0025866i,-0.0012286-0.0032918i,-0.0010963-0.0036358i,-0.00055524-0.0027207i,0.00025434-0.0010712i,0.00048663+0.00051166i,0.00049715+0.0017634i,0.00029808+0.0026701i,-0.00028332+0.0030876i,-0.00013619+0.0023612i,0.00058874+0.0013473i,0.0010505+0.0006019i,0.0011434-0.0002046i
0.0016869+6.0583e-05i,0.0037523-0.0001051i,0.0030758+0.0022478i,0.0027741+0.002918i,0.00301+0.0011229i,0.00256-0.00098992i,0.0022696-0.0023209i,0.0018495-0.003581i,0.0016778-0.0030958i,0.0030585-0.001509i,0.0039368-0.0018964i,0.0037817-0.0027829i,0.0031263-0.0024858i,0.0014385-0.0026976i,-0.00026994-0.0033144i,-0.00079672-0.0026708i,0.00014018-0.001045i,0.0016104-0.00045919i,0.0025984-0.0010689i,0.0019382-0.0017283i,0.00052804-0.0023504i,0.00031731-0.0027094i,0.00027452-0.0019139i
-0.0017073-0.0020941i,-0.0014677-0.0024456i,-0.001609-0.00047395i,0.00070154+0.0012735i,0.0032481+0.0010001i,0.0038887-0.00063878i,0.0037165-0.0027969i,0.0033405-0.0037382i,0.0026292-0.0019343i,0.0019366+0.00062026i,0.00121+0.002172i,0.00012925+0.002776i,-0.00038708+0.0018532i,2.4316e-05-0.00067528i,0.00032756-0.0020962i,0.00031222-0.003108i,-4.4707e-05-0.0033909i,0.00015135-0.003482i,-0.00027169-0.0039131i,-0.00014927-0.0037525i,-0.00010328-0.0026351i,-0.00096023-0.0012567i,-0.0011764-0.00013382i
-0.0024914+0.0035013i,-0.0031742+0.0030886i,-0.0035442+0.0021843i,-0.0021785+0.0012601i,4.476e-05-0.00051677i,0.00055026-0.0023736i,0.00080831-0.0021803i,0.0018036-0.00065163i,0.0023293-5.0416e-05i,0.0013598+1.1084e-05i,-4.2996e-07+0.0005139i,-0.0016609+0.001199i,-0.0019911+0.00096738i,-0.00061422+0.00094993i,-0.00020553+0.0016061i,-0.000206+0.0010597i,0.00018638-1.7653e-05i,-0.00071305+0.00052813i,-0.0023709+0.0012028i,-0.0022389+0.0010144i,-0.00095525+2.9396e-05i,-0.00022955-6.3717e-05i,0.00035892+0.00041606i
-0.0024026-0.0015581i,-0.00032331-0.0018615i,0.0015397+0.00027895i,0.001885+0.0013413i,0.0022107+0.0011974i,0.0027591+0.0005613i,0.0029641-0.00021253i,0.0026121-0.00031453i,0.0012495-2.173e-05i,0.0008978-0.00038471i,0.0024743-0.0012914i,0.003233-0.0022111i,0.0019677-0.0019649i,0.0012554-0.0012103i,0.0010712-0.0010711i,0.00048692+0.000146i,0.00010383+0.00067105i,-0.00040189+0.0010064i,-0.001614+0.0020077i,-0.00090677+0.0026221i,0.00101+0.0018717i,0.0018979+0.00080408i,0.0021632+9.8822e-05i
-3.9264e-05-0.00040414i,0.0017653+0.0013256i,0.0041563+0.001767i,0.0047528+0.00017812i,0.0030905+0.00015068i,0.002372+0.00093127i,0.0021739+0.0015246i,0.0015431+0.0007531i,0.00098879-9.3024e-06i,0.00028827+0.00085888i,0.00091929+0.0011615i,0.0017985+0.00041091i,0.0014633-0.00011418i,0.00086831-0.00065117i,0.0007622-0.0015111i,0.00067811-0.0021359i,0.00031654-0.0020172i,0.00067508-0.00096195i,0.0011253+0.00014065i,0.001319+0.00049908i,0.0015327+0.00019738i,0.0014548-0.00063001i,0.0013225-0.00082261i
-0.0015925+0.00062283i,-0.0043255+0.001013i,-0.0058016+0.0028655i,-0.0027949+0.0029322i,-0.00025383+0.0017111i,-0.00096785+0.00099724i,-0.00091755+0.0014166i,-0.00046129+0.00189i,0.00014494+0.0020569i,3.2935e-05+0.0019604i,-0.0007789+0.0021508i,-0.00091363+0.0030821i,-0.00046126+0.0022147i,0.00017331-0.00016212i,0.00050789-0.0010055i,0.00035786-0.001019i,0.00036362-0.0011806i,0.00013573-0.0011284i,0.00086298-0.0013919i,0.001007-0.0013686i,6.7706e-05-0.0018689i,-1.5696e-05-0.0020891i,-0.00016694-0.001353i
-0.0079146+0.0031436i,-0.0083272+0.0042467i,-0.0050347+0.0070617i,5.6722e-05+0.0057387i,0.0018738+0.0012485i,-0.00015851-0.0017585i,-0.0021539-0.0019728i,-0.0028775+0.00013107i,-0.0024234+0.0026251i,-0.0013043+0.0015314i,-0.00078275-0.00061048i,3.1121e-05-0.0017074i,0.00031649-0.0030564i,-0.00083368-0.0036587i,-0.0011488-0.0028025i,-0.00058627-0.0011281i,-0.00040271-0.00019993i,-0.00098665-0.00081485i,-0.0017934-0.0016974i,-0.0022814-0.0013981i,-0.0011353-0.00032484i,-0.00020999+0.00038361i,-0.00028892+0.00027436i
0.0016477+0.0015627i,0.002449-0.00098636i,0.0038023-0.0010724i,0.0048281-0.00094044i,0.0049169-0.00084869i,0.0032953-0.0012342i,0.0012561+0.00029121i,-5.941e-05+0.001282i,-0.00055337+0.00055397i,-0.00081199-0.0011031i,-0.00083944-0.0017529i,-0.00070139-0.0012773i,-0.00092609-0.0010767i,-0.0020786-0.0013621i,-0.0035842-0.002225i,-0.0033217-0.0022658i,-0.001856-0.0006274i,-0.0011515+0.0004432i,-0.0015882+0.00066841i,-0.0018506+0.0018435i,-0.0010409+0.0023379i,-4.444e-05+0.0014524i,0.00041901+0.00037017i
-0.0024961+0.0017931i,-0.0020558+0.0033203i,-0.0010584+0.0050294i,0.00049046+0.004804i,0.0021279+0.0031004i,0.0026664+0.00018199i,0.00056485-0.001793i,-0.0017491-0.0021087i,-0.0014974-0.0013077i,7.8295e-05-0.00091009i,0.00049103-0.0004516i,-4.8332e-05+0.00042917i,-0.00029709-8.6883e-06i,0.00023675-0.0011153i,0.0010808-0.0016908i,0.0016874-0.0014482i,0.0015964-0.00066874i,0.0014763+0.00044606i,0.00073223+0.0017183i,0.00027614+0.001139i,0.00046275-0.00056495i,0.0011478-0.0007981i,0.0015611-0.0013216i
-0.011474+0.022622i,-0.0028994+0.025539i,0.0088758+0.029244i,0.012383+0.018884i,0.011693+0.0047573i,0.0027514-0.0057961i,-0.0079721-0.0060998i,-0.0091949-0.0027718i,-0.0039717+0.0010235i,0.0043035+0.0015088i,0.0065814-0.0030996i,0.0023631-0.0062734i,-0.00039949-0.0088551i,-0.0015263-0.012935i,-0.0020166-0.013399i,-0.00078112-0.0081827i,0.0012243-0.001715i,0.0013936+0.00047i,-0.00094849-0.00062566i,-0.0022731-0.00033569i,-0.00089041+0.0011127i,0.0013168+0.0011442i,0.0023841-0.0004807i
-0.0015578-0.010914i,-0.0065291-0.014462i,-0.009649-0.014316i,-0.0083604-0.0087352i,-0.0059147-0.0034586i,-0.0017439-0.00063877i,0.0029241-0.0018507i,0.0033942-0.0032883i,0.0014613-0.0025684i,-0.00078349-0.0016205i,-0.0017771-0.0012892i,-0.0013384-0.00107i,-0.00098557+0.00098552i,-0.0011273+0.003676i,-0.0022663+0.0041748i,-0.002852+0.0029307i,-0.0023232+0.00099984i,-0.00027204-0.00052853i,0.0013181-0.00076064i,0.00080948-0.00097511i,0.00032637-0.0010168i,-0.00045511-0.00076172i,-0.0016091-7.9679e-05i
0.0010739-0.0046571i,0.0020902-0.0024892i,0.0016348-0.00059291i,0.00025603-0.00052134i,-0.0024265-0.0021377i,-0.0036226-0.0025347i,-0.0028143-0.0030494i,-0.00075454-0.0036746i,-1.7484e-06-0.0027588i,-0.00019038-0.00073793i,0.00078855+0.00097978i,0.00083915+0.0017563i,0.00016274+0.0021594i,-0.00030664+0.0025401i,-0.00047009+0.0022671i,-0.00094025+0.0011468i,-0.0016752-0.00035678i,-0.0017876-0.0012358i,-0.0017836-0.00099299i,-0.0018224-0.00089601i,-0.00060668-0.00085105i,0.00043496+8.1395e-06i,0.00012402-0.00015005i
0.0041834-0.0018604i,0.0033411-0.0025713i,0.001503-0.0018312i,-0.00017514-0.00053784i,-0.00098029-7.6079e-05i,-0.00092487+0.00071286i,0.00067514-0.00044392i,0.0026361-0.002063i,0.002953-0.0018343i,0.0020199-0.00018082i,0.0012909+0.001561i,0.00076447+0.0023099i,5.3831e-05+0.0016469i,-0.00040124+0.0011966i,-4.9749e-05+0.0018338i,0.00054172+0.0019161i,0.0010345+0.0008716i,0.00063753+0.00096883i,-0.00087696+0.0018641i,-0.0014488+0.0013244i,-0.00068991+0.0002341i,0.00045365+6.8189e-05i,0.000896+0.00044745i
-0.00224+0.0026892i,-0.0054923+0.0023529i,-0.0071722+0.0021007i,-0.0048653+0.0010015i,-0.0021618+0.00028483i,-0.00070494+3.2118e-05i,0.0014105-0.00039574i,0.0026543-0.00027824i,0.0024162+0.000186i,0.0011377+0.00058778i,0.00031468+0.00043105i,0.0010397+0.00016481i,0.0016333-9.0528e-05i,0.0018239-0.00018296i,0.0016562+0.00014158i,0.00098401+8.0732e-05i,0.00050462+0.00044146i,0.00033299+8.8694e-05i,0.00082467-0.0002937i,0.00077121-0.00033477i,0.00022375-0.00085828i,0.00067475-0.00097937i,0.00082565-0.0009337i
-0.00028042+0.0002206i,-0.00082327-0.0018243i,-0.00020248-0.0022379i,0.00050605-0.0007302i,-0.00039514-0.00081016i,-0.0010092-0.0017765i,-0.00058532-0.00085005i,-0.00030436+0.00053069i,0.00049611+0.00062178i,6.3498e-05-0.000103i,-0.00094265-0.00047876i,-0.00092718-0.00040288i,-0.00079247-1.0713e-05i,-0.0017424+0.00098335i,-0.0020036+0.00099037i,-0.00088519-4.6373e-05i,0.00018075-0.00078617i,0.00088178-0.00067814i,0.0018503-0.00052236i,0.0017164+3.1444e-05i,0.00012162+0.00014356i,-0.0012342-0.00034831i,-0.0018732-0.00071246i
-0.0024102-0.0038932i,-0.0026422-0.0046663i,-0.0017526-0.0039731i,-0.00090904-0.0013877i,-0.0011355+0.00099875i,-0.00071062+0.0028036i,0.0009813+0.003271i,0.0015751+0.0023106i,0.00037313+0.00094429i,-0.0013608+0.00097377i,-0.0017139+0.0017842i,-0.00049547+0.0021358i,0.00017783+0.0015872i,8.3242e-05+0.0015056i,-0.0001882+0.0018896i,0.00047698+0.0012118i,0.0009646+0.0003463i,0.00060678-0.00045548i,-0.00042299-0.0014341i,-0.00079659-0.0015711i,-0.00075787-0.00078513i,-0.001013-0.00039758i,-0.00036844-7.9714e-05i
-0.0030911-0.0019997i,-0.0031989-0.000976i,-0.0026971+0.0015478i,-0.0023372+0.0018891i,-0.0023799-0.0007362i,-0.0012957-0.0025319i,-0.00081683-0.0019496i,-0.0013767-0.00017042i,-0.001438+0.0010405i,-0.0009985+0.00077228i,-0.00090463+0.00033691i,-0.00067953+0.00044609i,0.0006039+0.00011762i,0.0017393-0.00034729i,0.0013741+0.00012927i,-0.00014557+0.00059293i,-0.00055988+0.00041516i,-0.0012761+0.0005729i,-0.0026005+0.00042191i,-0.0019552+0.00027673i,-0.00069399+0.00039735i,0.00010859+0.00069883i,0.00028908+0.00029596i
-0.00012363-0.0027343i,-0.00337-0.0014194i,-0.004244+0.00088626i,-0.0020395+0.00091851i,-3.1142e-05-0.00034062i,-0.00041102+0.00040574i,-0.0008257+0.0018322i,-0.00042959+0.0020011i,0.000281+0.00078938i,-5.79e-05-0.00068068i,-0.0011534-0.00082641i,-0.00097362+0.00024461i,7.1634e-05+0.0013427i,0.00066502+0.0018211i,-3.273e-05+0.001569i,-0.00075875+0.0011904i,-0.0005012+0.0012402i,0.00032413+0.0011009i,0.00068747+0.0011514i,0.00012594+0.0018786i,-0.00010544+0.0011715i,4.2196e-05+0.00016493i,-0.00018167-5.7698e-05i
0.0036769-0.0024668i,0.0041204-0.00406i,0.0021052-0.0060229i,-0.00084495-0.0039046i,-0.0018545-0.001304i,-0.0014458-0.000868i,-0.00062907-0.00077937i,-0.00085477-0.00064844i,-0.0013775-0.0014319i,-0.00085994-0.0016627i,-0.00015828-0.0010265i,9.9819e-05-0.0010935i,4.0458e-05-0.001034i,-0.00077362+9.5672e-05i,-0.00022349+0.00063447i,0.00070237+0.0008477i,0.00043577+0.0010234i,2.5982e-05+0.0011146i,-0.00028683+0.00095238i,0.00012227+0.0007261i,0.00055535+0.00016192i,9.4169e-06-0.00065641i,-0.0013624-0.00039753i
-0.00073006+0.0019016i,-0.000581+0.00028245i,9.5878e-06+0.0005541i,-0.00036142+0.0013504i,-0.00057567+0.00042678i,-0.00076071-0.00025981i,-0.0013557-0.0004103i,-0.0021283-0.00075073i,-0.0021016-0.00072722i,-0.0012431-0.00069198i,-0.00097552-0.00054014i,-0.0016222-0.0008973i,-0.0022929-0.0013613i,-0.0032683-0.0017278i,-0.0023004-0.0013955i,-0.00060841-0.00032973i,-8.9554e-05+0.0002853i,-0.00041749-0.0001196i,-0.0010047-0.00080895i,-0.00055843-0.00044439i,-0.00018664-0.00020398i,-0.00038108-0.00059984i,-0.001-0.00042783i
-0.0025373-0.00069151i,-0.0039229+0.0015632i,-0.0039529+0.0020379i,-0.0032897+0.0017112i,-0.0025931+0.0010674i,-0.00065707+0.00080887i,0.00064195-0.00010808i,0.00056377-0.0017262i,0.00021527-0.0027895i,6.5135e-05-0.001664i,0.00012438-0.00071066i,0.0003634-0.00024783i,0.0012541+8.8045e-05i,0.0018168-9.7405e-05i,0.0016609+0.00030884i,0.0011526+0.00069126i,0.00064483+4.4443e-05i,0.00049263-0.0010091i,0.00045177-0.0022563i,0.0001389-0.0022473i,7.2391e-05-0.00086454i,0.00022241-0.00021635i,0.00025993+0.00032656i
-0.00034653-0.0040198i,-0.0025586-0.0056369i,-0.0023041-0.0033958i,-0.0011499-0.00096838i,-0.00060887+0.00048795i,-0.00098053+0.0018344i,-0.00138+0.0013444i,-0.00033285+0.0001765i,0.00065001-0.00010903i,0.0010563+0.00065652i,0.0014355+0.00035781i,0.00088007-0.00059451i,-0.00013854-0.00055751i,0.00023066+0.00013156i,0.0010897+0.00087023i,0.00091742+0.00026893i,0.00050676+0.00019278i,-0.00026756+0.00086542i,-0.00048868+0.00072137i,0.00017358+0.00072752i,0.00021006+0.00070723i,0.00037921-0.00043665i,0.00062159-0.0005749i
-0.0022526-0.0022812i,-0.0044681-0.0024065i,-0.0058096-0.0013086i,-0.0043296-0.0011017i,-0.0022751-0.0020089i,-0.0010326-0.0024101i,-0.00015346-0.0022368i,0.00034345-0.0015916i,0.00077841-0.0010835i,0.00036912-0.00083818i,-0.00030678-0.00067389i,3.4701e-05-0.00050864i,0.00056054-0.00040296i,0.00049382-0.00034702i,-8.3999e-05+6.4855e-05i,-0.0011379+1.2436e-05i,-0.0012723+2.7122e-05i,-0.00021469+0.00076199i,0.0006197+0.0014906i,0.0010375+0.001493i,0.0010973+0.0012i,0.00027943+0.0004883i,-0.00044424+0.00016998i
0.0035188+0.00021327i,0.0057272-0.00036991i,0.0040194-0.0015445i,0.0016859-0.00085103i,-0.00054416+0.0009198i,-0.001037+0.0015563i,0.00069248+0.00065434i,0.0016481-0.00012784i,0.00062652-0.00069339i,-0.00016169-0.00044149i,-7.9583e-05+6.6993e-05i,0.00017669-0.00030407i,0.00099866-0.00074389i,0.0017593-0.0012712i,0.0021394-0.0016621i,0.0023748-0.0020369i,0.0013732-0.0020502i,0.00079894-0.001996i,0.0017753-0.0014388i,0.0016026-0.0010214i,0.00032229-0.001079i,-0.00082078-0.0014342i,-0.00073288-0.00082067i
-0.002616-0.0014482i,-0.0045306-0.0028457i,-0.0034493-0.0022878i,-0.0012794-0.00088527i,-0.00058581+0.00052022i,-0.00046736+0.0021292i,4.0171e-05+0.0024531i,0.000465+0.0017648i,0.00090559+0.0013557i,0.0010492+0.0013146i,0.00084197+0.0010904i,0.00041474+0.00040111i,0.00067052+0.00081283i,0.0014131+0.0016413i,0.0017451+0.0016069i,0.0017417+0.0015726i,0.0017131+0.0016059i,0.001072+0.0004519i,-0.00042049-0.0013071i,-0.00089515-0.0019432i,-0.00047741-0.0010748i,-0.00024281-0.00080738i,-0.00015533-0.00099438i
-0.0039626-0.0011014i,-0.0071423-0.0010593i,-0.0080898-0.00012709i,-0.0067032+0.00041765i,-0.0049649+3.9561e-05i,-0.0034438-0.00032162i,-0.0013976-0.00026991i,0.00016278-0.00053064i,0.00044111-0.00096109i,3.5565e-05+0.0005937i,-0.0003644+0.001445i,0.00029602+0.0013122i,0.0010834+0.0015689i,-0.00010515+0.0026357i,-0.0017224+0.0032896i,-0.0014427+0.0022067i,-0.00097475+0.0011873i,-0.0011498+0.0011062i,-0.0012857+0.00073489i,-0.00051015+0.00047852i,0.00033175+0.00015854i,-2.0049e-05-2.2149e-05i,-0.00044673+0.0011201i
0.00093519-0.0026728i,0.0023967-0.0042176i,0.0021621-0.0030094i,0.0017432+2.1636e-05i,0.00019797+0.00096247i,-0.0014777+0.00054736i,-0.0020824+0.00020896i,-0.0017372+0.00041945i,-0.0004293+0.0013022i,0.00033181+0.0013826i,0.00085639+0.00056162i,0.00091937+0.00036396i,-3.3351e-05-0.00063782i,-0.00092024-0.0022288i,-0.0015508-0.0027083i,-0.0013772-0.0020318i,-0.00089389-0.0011122i,-0.00077853-0.00090492i,-0.0009858-0.00015001i,-0.0010222+0.0014407i,0.00015057+0.0018609i,0.00063559+0.0008886i,0.00045297+0.00028678i
0.00058993-0.0040602i,-0.00066511-0.0040633i,-0.00065698-0.0030444i,0.00057418-0.0024923i,-0.00020855-0.0026991i,-0.00074918-0.0016405i,0.00037293-0.00047749i,0.00071226+0.00075492i,0.00018207+0.00034458i,-0.00080825-0.00046438i,-0.0010708+0.00030685i,-0.00031884+0.00058146i,0.00053484+0.00055901i,0.0014798+0.00085336i,0.0025887+0.00032772i,0.0024907-0.00035531i,0.002728+2.5916e-05i,0.003122+0.00061618i,0.0017597+0.00083133i,0.00071863+0.00078029i,0.0004279-0.00071501i,-0.00031301-0.0019447i,-0.00017297-0.0022419i
0.0024167-0.00089122i,0.0020619-0.0015248i,6.6025e-05-0.0019908i,-0.002381-0.0014124i,-0.0035163-0.00088867i,-0.0030794-0.00059405i,-0.0019257-0.00017591i,-0.0011353-0.00039691i,-0.00089612-0.00035494i,-0.0012096-0.00044936i,-0.00097181-0.0003969i,-0.00033311-8.4311e-05i,0.00055388+0.00052169i,0.00070755+0.0028898i,0.0011325+0.0040345i,0.0011783+0.0030588i,0.00016321+0.0016282i,-9.3532e-05-2.5972e-05i,4.4683e-05-0.00098535i,0.0006574-0.00097862i,1.3897e-05-0.0010153i,-0.00070596-0.0011496i,-0.00047432-0.00081156i
-0.001078+0.00038741i,-0.0022231+5.7836e-05i,-0.0016629+0.0011485i,0.00082907+0.0013135i,0.0017562-0.0005099i,0.00097027-0.0016779i,0.00026373-0.0021033i,-0.00026307-0.0018105i,-0.00094649-0.00095354i,-0.00081088-0.00056581i,0.00019871-0.0003437i,0.00033348-0.0003216i,-0.00060077-0.00054271i,-0.0015099-0.00059276i,-0.0023059-0.00056403i,-0.0028162-0.00062169i,-0.0026289-0.00049488i,-0.0017648-0.0010072i,-0.0017518-0.0013685i,-0.0018004-0.00076089i,-0.00057626+0.00057128i,0.00017359+0.0014477i,-0.00081041+0.001403i
0.003431-0.0014223i,0.0036883-0.0019338i,0.0035383-0.0032112i,0.0015814-0.00434i,-0.00013431-0.0034433i,0.0004548-0.0018671i,0.00086762-0.0015487i,0.00072609-0.0014015i,0.00091241-0.0012571i,-0.00012124-0.0010955i,-1.845e-05-0.00055288i,0.00013303-0.0004248i,-0.00058016-0.00029154i,-0.00040217+0.00028378i,0.00025347+7.8148e-05i,0.00074599-0.0014236i,0.0011976-0.0018422i,0.00040922-0.00062998i,-0.0010003+0.00051243i,-0.00091966+0.0004786i,-0.00018375+0.00018999i,-0.00026167-0.00044034i,-0.00075055-0.00097991i
0.00027356-0.0013973i,-0.00079901-0.0022519i,-0.0012845-0.0005681i,-3.5834e-05+0.00062366i,0.0003246-0.00020761i,-0.002104-0.00067631i,-0.0036992-0.00020835i,-0.0023211+0.00042331i,-0.00025086+3.9823e-06i,0.0011897-0.00084089i,0.0015818-0.00099541i,0.00074324-0.00071459i,0.00071349-0.00024989i,0.0013041+0.00010604i,0.0013123-0.00038523i,0.001214-0.00053133i,0.0015456+2.0579e-05i,0.0010667+0.00075327i,0.00041602+0.0011645i,0.00060903+0.00090255i,0.0014309+0.00018761i,0.0014867-0.00051512i,0.00093901-0.00045044i
-0.0032361+0.00095046i,-0.004509+0.0010986i,-0.00311+0.0018655i,-0.00028673+0.0015213i,-8.2166e-05-0.00045909i,-0.00040323-0.0012108i,0.00096327-0.0011173i,0.0011524-0.0011612i,0.00032846-7.2692e-05i,0.00056727+0.0012639i,0.0010554+0.0013367i,0.00068073+0.00063525i,-0.00040891+0.00096497i,-0.001711+0.0018435i,-0.0018728+0.0018589i,-0.0017005+0.0011083i,-0.0012638+0.00066713i,0.00017036+0.00025769i,0.0011535+0.00028301i,0.0012462+0.000601i,0.0011166+9.8188e-05i,7.7389e-05-0.00014584i,-0.00071864+0.00036527i
0.00053124-0.00087288i,-0.0013375-0.0019878i,-0.0021237-0.0028591i,-0.0019703-0.0022389i,-0.0019898-0.00085237i,-0.0008454-0.0013265i,0.00071667-0.0014508i,0.00073326-0.0011045i,0.00037903-0.001068i,0.00040256+0.00018883i,-0.00078866+0.0012648i,-0.00087999+0.0013519i,-0.00054568+0.00056154i,-0.0016549-0.00055502i,-0.0015513-0.0016141i,-0.00023753-0.0018343i,0.00011352-0.0022016i,-7.0583e-05-0.0022182i,3.7347e-05-0.0014667i,-3.677e-05-0.00085672i,-0.00081305+0.00023024i,-0.0014048+0.00058509i,-0.0010394+0.00045952i
0.0023559-0.0002203i,0.0015072-0.0016982i,0.001879-0.00071564i,0.0016388+0.001004i,0.0011264+0.00039893i,0.00038871-0.00012106i,-0.00035743+0.00021991i,-0.0011309+0.00014435i,-0.00030678+0.00023263i,0.00054172+0.00060161i,-0.00036677+0.00065804i,-0.00098233+0.00081722i,-0.00077837+0.00055993i,0.00010003-6.3584e-05i,0.001125-5.8961e-05i,0.00099814-2.8484e-05i,0.0007065+0.00062879i,0.00018755+0.001047i,-0.00094191+0.00049478i,-0.00087346+0.00074265i,-0.00049024+0.0010726i,-0.0003828+0.00012715i,-0.00015684-0.0013855i
0.0041286+0.00044183i,0.0052404+9.4881e-06i,0.0055559-0.0017272i,0.0041906-0.0035011i,0.0016672-0.0028242i,-0.00026864-0.0018559i,-0.0011114-0.0011703i,-0.00066624-0.0010861i,0.00093633-0.0013088i,0.0010378-0.0014118i,-1.7035e-05-0.0010638i,-0.00037116-0.00013731i,-0.00094912+4.4804e-05i,-0.0018965+0.0011644i,-0.002304+0.0025172i,-0.0012936+0.0019188i,-0.00046+0.0010157i,-0.00066674+0.0012713i,-0.00052448+0.0018019i,0.00015676+0.0011569i,0.00061965+0.0001457i,0.0011027-9.9295e-05i,0.00094121+0.00025778i
-0.0037644+0.00092769i,-0.0069896+0.00061871i,-0.00789+0.0028762i,-0.0046611+0.0040452i,-0.0012782+0.00195i,-0.00075437+0.00023338i,-0.0011977+0.00059594i,-0.00067439+0.00071536i,0.00015607-0.00012219i,0.00057301-0.00063762i,0.00095687-0.00087477i,0.00068162-0.0012163i,2.7096e-05-0.0014594i,-0.00099772-0.0015159i,-0.00073331-0.0015874i,-0.00064393-0.0013213i,-0.0011279-0.00051917i,-0.00015221-0.00040921i,0.00079943-2.7225e-05i,0.00084386+0.00035452i,0.00024855+0.0001509i,-7.6669e-06+0.00054305i,-0.00029642+0.00069458i
-0.0010495+0.00049979i,-0.00045567+0.00041273i,0.0019289+0.00045188i,0.002508-0.00053686i,0.00044018-0.00064157i,-0.00089148+0.00035923i,-0.00034339+0.00021891i,0.00084767-0.00022614i,0.00090113+0.00095461i,-0.00033205+0.00082573i,-0.00084855+0.00025501i,0.00048105+0.00015729i,0.00075712+0.00012462i,0.00014908-0.00039517i,0.00049518-0.0011388i,0.0010337-0.0014254i,0.0012665-0.00061644i,0.00050947-2.0273e-05i,0.00068838+0.00017285i,0.0011669+0.00038187i,6.1369e-05-0.00032494i,-0.00035047-0.0012998i,-0.00016193-0.0017406i
