-0.0036235+0.00030553i,-0.0032767+0.0029046i,-0.0039781+0.0035961i,-0.0041529+0.0037631i,-0.0024766+0.003444i,-0.0014438+0.0021454i,-0.0014465+0.0010592i,-0.0012476+0.00034366i,-4.1727e-05+7.3654e-05i,0.00041753-0.00046318i,-0.00032989-0.00063208i,-0.00015499-0.00031684i,9.8973e-05+0.00063211i,-0.00039527+0.00054678i,-0.00091708-0.00057723i,-0.00067631-0.00051476i,8.6659e-05-0.00024382i,0.00013946+1.9123e-05i,-6.0769e-05+2.6276e-05i,0.00032794-0.00049401i,0.0010164-0.00056573i,0.00084026-0.00068112i,-0.00021909-0.00037442i
0.00050215+0.00017689i,0.00073691+0.00086241i,0.00081455-0.00029086i,0.00051437-0.0010803i,-0.00047646+0.00033935i,-0.00064026+0.00029992i,-0.00064864-0.001629i,-0.0010182-0.0026219i,-0.0014317-0.0016842i,-0.001251-0.0011859i,-0.00047783-0.0011248i,-0.0006034-0.00053244i,-0.00086507-0.00046026i,-0.00041608-0.00075209i,-0.00023881-0.0010206i,-0.0010646-0.00062635i,-0.00094392-0.00040964i,0.000417-0.00036507i,0.00018067-0.00012447i,0.00030099-0.0013704i,0.0012035-0.0020115i,0.00073371-0.00095869i,-0.00028823-0.00049761i
0.0027117-0.0024603i,0.0026863-0.0022943i,0.0025424-0.0031059i,0.0025327-0.0030728i,0.0011851-0.0022128i,-0.0010555+0.00063094i,-0.0015372+0.0032409i,-0.00075163+0.0042808i,0.00044894+0.0043863i,0.0024781+0.0026742i,0.0034772+0.00063818i,0.0019174-0.00097513i,8.1591e-05-0.0027646i,-0.00037718-0.0033153i,-0.00011919-0.0024164i,-0.0002343-0.0011721i,-0.00012192-0.00014755i,0.00064879-0.00015508i,0.001297-0.00089701i,0.0011216-0.00077022i,-0.00036967-0.00051088i,-0.001471-0.00033567i,-0.0012582-0.00035906i
0.0015866+0.00087981i,0.00063938-0.00044531i,0.00073628-0.0024154i,-0.00022633-0.0036149i,-0.00075785-0.0034344i,-0.0008561-0.0022982i,-0.0011135-0.00062886i,-0.00076269+0.00071545i,-8.4246e-05+0.0015403i,0.00067252+0.0013846i,-0.00029115-0.00066116i,-0.0013558-0.0012665i,-0.00056333-0.00028952i,9.9321e-05-3.9927e-05i,-0.00014532-0.00011397i,-0.00068306-0.00011185i,-0.00011585+0.00022586i,0.00053054+0.00046279i,0.00046079+0.00033849i,0.0004029+0.00020538i,0.00021099+0.0005507i,0.00019732-2.4129e-05i,0.00064243+0.00021584i
-0.00021694-0.0013752i,-0.0010257-0.0010421i,-0.00098993-0.00034172i,-0.00061276+0.00025649i,-0.00084673-0.00085858i,-0.0009652-0.001613i,-0.0013257-0.0013552i,-0.0016762-0.0012499i,-0.0011863-0.00097248i,-0.00025101-0.00022563i,-6.2218e-05+0.00011633i,-6.7229e-05+0.00040949i,0.00034756+0.00036794i,0.00025462+0.00044123i,-0.0004478+0.00069261i,-0.0010975-0.00018721i,-0.0012231-0.00061231i,-0.0010999-0.0001208i,-0.0010807-0.000196i,-0.0015574-0.00071407i,-0.0013222-0.00050502i,-0.00022983+0.00014908i,-0.00023596+0.0003448i
1.722e-06-0.0033616i,0.00079573-0.003039i,-0.00037039-0.0029395i,-0.0023214-0.0023856i,-0.0033412-0.0014963i,-0.0023349-0.0011161i,-0.00076919-0.0008844i,-0.00035938-0.000931i,0.00020167-0.00033414i,0.00030034+0.00036109i,0.00032045+2.2156e-05i,0.00014151+0.0002382i,2.3731e-05+0.00097169i,-0.00024454+0.00041665i,-0.00062905-0.00068675i,-0.00079139-0.00087774i,-0.0008118-0.00066695i,-0.00040388-0.00068607i,-0.00033447-0.00064475i,-0.0007938-0.00059953i,-0.00053083+0.00018575i,3.5521e-05+0.00028236i,0.00073916-0.00014083i
-0.00079393-0.00063676i,-0.0010921-0.00047211i,-0.00041799-2.0245e-05i,-0.0010514+0.00012459i,-0.0023044-0.00020745i,-0.0018143+0.0003109i,-0.00028837+0.00061902i,0.00027418+0.00080025i,-0.00032915+0.0010708i,0.00030277+0.00055653i,0.00057446-0.00052157i,7.1142e-05-0.00092488i,0.00050846-0.0010701i,0.0011308-0.00037427i,-0.00018786-0.00028505i,-0.001234-0.00031756i,-0.0015788-5.0755e-05i,-0.0011788-0.00063421i,0.0004561-0.0001837i,0.00088847+0.00068645i,0.00060037-0.00025556i,0.00084868-0.0013195i,0.0013414-0.00084314i
0.00056589-0.001851i,-0.00031023-0.001248i,-0.00080441-0.00090614i,-0.0012935-0.0010281i,-0.0029633-0.0012824i,-0.0031235-0.001283i,-0.001407-0.00069805i,-0.00048066-0.00013027i,-0.00099289-0.0002555i,-0.00072064-0.00058316i,0.00012542-0.0012108i,0.00024257-0.0018198i,0.00035427-0.0013657i,-0.00023613-0.00084677i,-4.0032e-05-0.0012409i,0.00042022-0.0011592i,0.00020369-0.00037544i,0.00017685+0.00021995i,0.00095543+0.00028287i,0.0014639-0.00040592i,0.00083673-0.00072564i,7.7303e-05-0.00041899i,-0.00038431-0.00035498i
-0.00048005-0.0010557i,-0.00086199+0.00011627i,-0.0011376-0.00024006i,-0.0019076-0.00027053i,-0.0021577+0.00085357i,-0.00063195+0.001795i,0.0001336+0.0013531i,-0.00037446+0.00071551i,-0.00012067-0.0003714i,0.00013111-0.0017545i,-0.00015541-0.0015391i,-0.00049721-0.0010263i,-0.00069759-0.00013136i,-0.00061276+0.00031688i,-0.00023435-0.0005667i,-9.8086e-05-0.00061249i,-0.00024225-2.4852e-05i,-0.00025005-0.00020083i,0.00063397-0.00018516i,0.00065803-9.62e-05i,-5.6765e-05-0.00095339i,-0.00029452-0.0012676i,-0.00036293-0.001334i
0.0011327-0.0019447i,0.0011449-0.0023699i,0.0011017-0.0023742i,0.0013701-0.0021903i,0.0016126-0.0010701i,0.0012985-0.0006638i,0.00057258-0.00084927i,0.00014237-0.00017513i,-0.00029179+0.00056897i,-0.00051086+0.00047565i,-0.00034961-0.00017531i,-0.00098611-0.00072159i,-0.0013274-0.00033163i,-0.0009916+0.00069128i,-0.0011251+0.00087815i,-0.00064178+0.00040283i,-3.8564e-06+0.00031632i,-0.00022605+0.00060597i,0.0002276+0.00044545i,0.00092258-0.00020238i,0.00045478-0.00036659i,-9.8158e-05+0.00024878i,-0.00022984+2.9279e-05i
0.0017406+0.00043745i,0.0008644-0.00043491i,0.00067027-0.0013381i,0.0009545-0.0011546i,0.00050191-0.0010757i,-0.00051219-0.0016572i,-0.0014884-0.0010147i,-0.0019946+2.2784e-06i,-0.0013994+0.00073891i,-0.0005752+0.0012405i,-8.6488e-05+0.00093808i,-0.00021482+0.00023821i,-0.00074185+3.5076e-05i,-0.00091191-0.00020561i,-0.00063631-0.00080871i,-0.00080231-0.00083287i,-0.0010351-0.00066971i,-0.0001142-0.00085539i,-8.0611e-05-0.00058659i,-0.0003279-5.3116e-05i,-0.00039107+0.00021029i,-0.00049399+0.00017256i,-0.00011407+0.00035196i
-0.0016179+0.00015867i,-0.0024157+0.00083342i,-0.0019447+0.0011474i,-0.00011199+0.00048572i,0.00017945-0.00043303i,-0.00041417-0.0016376i,-0.00098883-0.00098319i,-0.0012074+0.00019931i,-0.00058686+0.00056455i,0.00045444+0.00092324i,-4.5854e-06+0.0012394i,-0.0010266+0.001687i,-0.00050746+0.001497i,0.00033542+0.00016295i,-0.00022985-0.00074783i,-0.0013106-0.00056115i,-0.0010678-0.000651i,0.00023412-0.00081221i,0.00070289-0.00019869i,0.00039014-6.0138e-05i,0.00088884+0.00010383i,0.0011795+0.00031972i,0.001291+0.00012157i
0.0022191+0.00059826i,0.001444-0.00046945i,0.0019828-0.0016354i,0.0020317-0.0022564i,-0.000558-0.0024962i,-0.0024134-0.0025169i,-0.0013952-0.0017608i,-0.00095713-0.00062803i,-0.0011538+0.00047339i,-0.00012903+0.00092905i,0.00067814+0.00048745i,0.0009433+0.00013387i,0.00076236+0.00084079i,0.00010672+0.0010217i,-0.00065128-3.6003e-05i,-0.00049541-0.00064251i,-0.00032506+0.00010493i,-0.00090925+0.0003481i,-0.00081765-0.00041662i,0.00018574-0.00072749i,0.0007767-0.00035249i,0.00041831+0.00032014i,0.0003672+0.00075071i
-0.00052356-0.0017364i,-0.00052415-0.0014476i,0.00050196-0.0011704i,-0.00085906-0.0013244i,-0.0023722-0.0016396i,-0.0023628-0.00043614i,-0.0015083+0.00039426i,-0.00081226-0.00010163i,0.00051761-0.0006278i,0.001829-0.00061921i,0.0021957-0.00024266i,0.0015722-0.00036498i,0.00078722-0.00051891i,0.00066756+7.5809e-05i,0.0001049+0.00016629i,-0.00070189+0.00014062i,-0.0010786+0.00078838i,-0.00058286+0.00073707i,0.00046525+0.00013036i,0.00031588-0.00062809i,-0.00046579-0.00047425i,-0.00031264-0.0002606i,0.00013207-0.00071612i
-0.00051097+0.0003005i,-0.001082+0.0018385i,-0.0021164+0.0027094i,-0.0024377+0.002069i,-0.0018124+0.00081152i,-0.00077355-9.8517e-05i,0.00046388-0.00056881i,0.0011464-0.00090092i,0.0018192-0.00073067i,0.0015128-0.00027345i,0.00056282-0.00067648i,0.00071995-0.002062i,0.00073835-0.0022389i,-0.0002249-0.0012653i,-0.00047518-0.00068027i,8.5719e-05-0.00070817i,0.00079-0.00075186i,0.00078541-0.00071147i,0.00024863-0.00076266i,0.00047546-0.00062365i,0.00058383-0.00059065i,0.00039616-0.00069746i,0.00039848-0.00030167i
-0.00070803-0.0012367i,-0.00051863-0.0001434i,-0.00018834+0.00073486i,-0.00052489+0.0010542i,-0.0011862+0.0014885i,-0.0015761+0.00088939i,-0.00054996-0.00083141i,0.00014554-0.001712i,-0.0010264-0.0013686i,-0.0017794-0.0016005i,-0.0010724-0.0021979i,0.00010135-0.0015009i,-9.8107e-05-0.00083576i,-0.00069855-0.00079401i,-0.0013594-0.00067729i,-0.00088485-0.00054056i,-0.00015288-0.00016454i,-0.00037456-0.00040654i,-0.00028376+3.0183e-05i,0.00044428+0.00047094i,0.0011265+0.00062039i,-0.00014073+3.3119e-06i,-0.00052472-0.00069792i
0.0023239+0.00039168i,0.0017959+0.00017025i,0.0016069-0.00073057i,0.001717-0.001997i,0.0010003-0.0021709i,0.00022248-0.0013979i,-0.00016175-0.00090775i,-0.00050267-0.00097395i,-0.00075656-0.00032332i,-0.0011594+0.0001016i,-0.0017474+0.0001279i,-0.0026726+1.578e-05i,-0.0020363-0.00036715i,-0.00014774-3.4039e-05i,0.00012936-4.0331e-05i,0.00017189-0.00052654i,0.00024785-0.0008612i,0.0003399-0.00075971i,0.00076373-0.00031823i,0.00036135+0.00027758i,-0.00077581+0.00065303i,-0.00095578+0.00012174i,-0.00041543+0.00025075i
0.00048488-0.0014249i,0.00015113-0.0019203i,-0.00068925-0.00026199i,-0.00093826+0.00051195i,-0.00036502-0.00052081i,-0.00033658-0.0008891i,7.0028e-06-0.00080251i,-0.00011486-0.00086471i,-0.0011184-0.00029057i,-0.00105+0.001265i,-0.00058103+0.00088892i,-0.00061985+0.00052058i,-0.00034759+0.0018144i,-1.4157e-05+0.001098i,0.00016631-0.00010599i,0.00029563-0.00036211i,0.00045711-0.00024952i,0.00033322-0.00066503i,0.00040204-0.00047973i,0.00068529-0.00018404i,0.00069559-1.635e-05i,0.00019107+0.00089687i,2.6581e-05+0.00084952i
0.00067021+5.3522e-05i,0.00056589+0.00042091i,0.0017983+0.00080883i,0.0026888+1.9208e-06i,0.0016763-0.0015018i,1.2867e-05-0.0021407i,-0.0011598-0.0011795i,-0.0020226+0.00030094i,-0.0019492+0.00045271i,-0.00041047+0.00041563i,0.00063773+0.0005081i,0.00079488+0.00054924i,0.00078473+0.00018326i,0.00036738-0.00075674i,0.00015721-0.0007557i,-0.0002334+8.8758e-05i,-0.00027416+0.00044841i,0.00022406+0.0007113i,0.00080875+0.00040904i,0.00042394+0.00020204i,3.3835e-06+0.00086043i,-0.00026422+0.00048615i,-0.00050649-0.00052706i
-0.00025758-0.0026832i,2.4268e-05-0.0022003i,-0.0012317-0.0030149i,-0.002258-0.0034057i,-0.0014872-0.002219i,-0.00089513-0.00089805i,-0.00057909-0.00022174i,-9.2552e-05+0.00027766i,6.9347e-05+0.0011234i,0.00072418+0.0011331i,0.0021692+0.00032268i,0.0025962-0.00029305i,0.0016101-0.00015258i,0.0008773-0.00039262i,0.00060872-0.00035891i,-0.00040545+0.00053325i,-0.0014062+0.00018881i,-0.00096824-0.00014035i,-1.5359e-05-0.00014248i,-1.8277e-05-0.00046133i,0.00036515-0.00051567i,0.0013446-0.00041165i,0.0016015-0.0003442i
-0.0034999+0.00037734i,-0.002896+0.00020561i,-0.0015839+0.0013695i,-0.00098595+0.00092648i,-0.00075402+8.2775e-05i,8.5945e-05+0.00035402i,0.0004639+0.00052631i,6.1448e-05+0.00054829i,-0.00012609+0.00081058i,0.0002752+0.00048429i,0.00065252-0.0005218i,9.6751e-05-0.0012964i,-0.0013864-0.00092878i,-0.0015261-0.00069984i,-0.00051153-0.0012993i,-0.0006525-0.0012552i,-0.00064057-0.00076121i,0.00023486-0.00080021i,0.0010663-0.0010203i,0.0013599-0.0013575i,0.0014083-0.0013132i,0.0015262-0.0006921i,0.0017624-6.6731e-05i
0.0011539-0.00069671i,0.00052532-0.00079683i,0.0001808-0.0013418i,-0.00085695-0.0013503i,-0.0012445-0.0014051i,-0.0015241-0.00082864i,-0.0010681+5.4971e-05i,-0.00028162-0.00074845i,-0.00035547-0.0023116i,-0.00026598-0.0028123i,4.1283e-05-0.0027587i,-8.2938e-05-0.0017917i,-0.0004436-0.00087561i,-0.00010589-0.00095444i,0.00026867-0.00035609i,0.00046653+0.0003296i,-0.00041614-0.00017762i,-0.00096782+1.0686e-05i,-7.7899e-05+0.00028798i,-0.00057684-0.0010959i,-0.0010377-0.0018363i,-0.00053768-0.001651i,-0.00066362-0.001614i
-0.0017252+0.0011026i,9.6949e-05+0.001885i,0.0011917+0.0033862i,0.0016472+0.0025427i,0.0011933+0.00094645i,0.00079033+0.00041949i,0.00057758-0.00042372i,-0.00017221-0.0014289i,-0.0010979-0.0005422i,-0.0018141+0.00016125i,-0.0017133+0.00026312i,-0.0013121-0.00032938i,-0.0008619-0.00038675i,-0.00012285+0.00028152i,-7.6362e-05-0.00020991i,-0.00025446-0.00079971i,-2.582e-05-0.0005585i,0.00012439-0.00048711i,2.2949e-05-0.00046805i,-0.00027136-0.00087702i,-0.00041551-0.0013073i,-0.00014211-0.00094403i,-0.00040783-0.00071255i
0.0023027-0.0015072i,0.0019419-0.00022858i,0.0018677-0.00011972i,0.0010124-0.00055034i,0.00047368-0.00083114i,0.00076339-0.001253i,0.0005316-0.0015235i,-0.00025057-0.00090951i,-0.001416-0.00011546i,-0.0021074-2.7266e-05i,-0.0021407-0.00021247i,-0.0015906+0.00037138i,-0.00051945+0.0012382i,-3.4642e-05+0.0012235i,-0.00020053+0.00051391i,-0.00062443-8.463e-06i,-0.0001673-0.00041005i,0.00017541-0.00047443i,2.1721e-05+0.00013748i,-0.0001251-0.0001717i,-0.00041343-0.00015666i,-0.00080329+0.00023593i,-0.00095771+0.00016967i
0.0027703-0.0012621i,0.0013806-0.0023525i,0.0022434-0.0031529i,0.0019081-0.0029086i,-0.00053663-0.0023757i,-0.0014718-0.0022314i,-0.0013013-0.0018767i,-0.0010607-0.00094778i,-0.00042733-0.00011749i,-5.1828e-05+0.00049334i,-9.7215e-05+0.00058374i,0.00034698+0.00031391i,0.00036452+0.00055568i,-0.00012712+0.00052788i,-0.00034916-0.00060654i,-0.00010644-0.0012251i,-0.0011637-0.00030746i,-0.0012183+0.00066016i,-0.00028163+0.00075251i,-0.0003047+0.00019323i,-0.00047652+5.7586e-05i,-8.0482e-05+0.00011258i,-0.00014528-0.00018149i
0.0020474-0.00011683i,0.00089594-0.0010069i,0.0015524-0.002407i,0.0023269-0.0024692i,0.0010886-0.0022315i,-0.00069569-0.0024285i,-0.0018738-0.0020535i,-0.0022542-0.00019097i,-0.0014037+0.0015418i,-0.00044506+0.00088563i,0.00063685-0.00040976i,0.0012432-0.00047879i,0.0010161+0.00017055i,0.0011667+0.00019108i,0.00052522+7.7371e-05i,-0.0010815+0.00013422i,-0.001298-0.00084594i,-0.00070558-0.00072898i,-7.141e-05+8.6858e-05i,0.00055171-0.00028355i,0.00056215-0.00077696i,-0.00011231-0.00010369i,0.00028867+0.00095923i
-0.00073111+0.00035557i,-0.0014624+0.00036674i,0.00019012+0.00016562i,0.0010305-0.0014598i,-3.545e-05-0.0025674i,-0.001512-0.0018105i,-0.0022526-0.00054746i,-0.0016842+6.9828e-05i,-0.00012928+0.00031253i,0.0011257-0.00019368i,0.001467-0.00095611i,0.0007147-0.00063335i,-0.00061434-0.00077613i,-0.00093794-0.00091918i,-0.00046671-0.00037989i,0.00020403-0.00013222i,0.00018013-0.00026154i,8.3255e-05-0.0007411i,0.00079143-0.00089875i,0.0015152-0.00043048i,0.0012541+0.00040956i,3.1797e-06+0.00065586i,-0.00054119+0.00014608i
0.002049+0.0011074i,0.0020119-0.00033252i,0.0028005-0.00052784i,0.002394-0.0011679i,0.00040479-0.0024041i,-0.0016465-0.0011707i,-0.00125+0.00015565i,-0.00014478+0.00031003i,0.00057834+0.00061883i,0.00078429-0.00010964i,0.0012629-0.00051216i,0.0008298-0.00081476i,-0.00033408-0.0017267i,-0.00045891-0.0011763i,-0.00045829-6.3124e-06i,-0.00069663-0.00057034i,-0.00048788-0.0012401i,1.8601e-05-0.00068764i,0.00039139-0.00026159i,0.00084618-0.00062735i,0.0009784-0.0015331i,0.00071819-0.0016179i,0.00047105-0.0011132i
-0.002301+0.00025127i,-0.0040739+0.001052i,-0.0030127+0.0028471i,-0.00096203+0.0022795i,9.2624e-05+0.0011065i,-0.00022152+0.0011079i,-0.00048748+0.00099016i,0.00060761+0.00057556i,0.00058002+0.00030226i,-0.00059568+3.8534e-05i,-0.0010023-0.00050744i,-0.0014931-0.00058595i,-0.0014902+2.7454e-05i,-0.0009209+0.00025374i,-0.00085931+0.00062829i,-0.0014026+0.00091139i,-0.0016716+9.4587e-05i,-0.0010074-0.00096144i,0.00047517-0.0011161i,0.0012326-0.0006262i,0.00063641-0.00052539i,0.00070689-0.00054962i,0.0011147-8.3528e-05i
0.0010981-0.0013018i,0.0016156-0.0010565i,0.0012683+0.00029108i,3.3227e-05-0.00051197i,3.6945e-05-0.0012706i,0.001138+0.00017872i,0.0020998+5.6699e-05i,0.0013658-0.0010569i,-0.00032184-0.0010241i,-0.00066268-0.00072308i,-0.000827+0.00012137i,-0.001395+0.0010464i,-0.0012726+0.00034875i,-0.00026011-0.00018501i,0.00027675-6.6755e-05i,-0.00062896+0.00098473i,-0.0010645+0.0013927i,-0.00046486+0.00073138i,0.00030752+0.0003784i,0.00041442+0.00021197i,-0.0008386+0.00031073i,-0.0015804+8.224e-05i,-0.0010665-0.00078335i
-0.00076507+0.00071128i,-0.00145+0.00048569i,-0.00014423-0.00048216i,0.0009541-0.00083227i,0.0014978-0.0010193i,0.0019623-0.00097659i,0.0010811-0.00096184i,3.1637e-05-0.0015411i,-0.00071188-0.00036456i,-0.00077529+0.0013321i,-0.00042435+0.0015425i,-0.00038508+0.0012763i,-8.4034e-05+0.00077989i,0.00015242-0.00075772i,0.00025446-0.001771i,0.00027855-0.0012913i,-0.00040805-0.00090716i,-0.00056241-0.00036515i,-0.00029649+0.00022529i,-2.3102e-05-0.00025978i,-0.00015767-0.0010884i,-0.00051082-0.00017622i,-0.00013986+0.00011784i
-0.0009142-0.0013678i,-0.00072475-0.0013203i,-0.00089149+0.00019652i,-0.0020356+0.0011278i,-0.0019108+0.00078786i,-0.0012258-0.00042816i,-0.0010904-0.0017722i,-0.0014447-0.0019623i,-0.0014226-0.00039654i,-0.0012001+0.0010031i,-7.0305e-05+0.00029501i,0.0011887-0.00055565i,0.00080388-0.00040538i,0.00067366-0.00061916i,0.00031863-0.00064425i,-0.00020621-0.0008061i,0.00020086-0.00075625i,0.00023216-0.00047404i,1.0679e-05+0.00028951i,0.00033752+0.00078922i,0.00038868+0.0005662i,0.00041894+0.00087766i,0.00028779+0.0015087i
-0.0030077-0.0022313i,-0.0034788-0.001297i,-0.0037841-6.0957e-05i,-0.0027045+0.00041746i,-0.0014385+6.0826e-05i,-0.00097734-0.00069219i,-0.0015183-0.0016516i,-0.0017372-0.0020652i,-0.001255-0.0018831i,-0.0001461-0.0015582i,0.000369-0.0013756i,-0.00045519-0.00057739i,-0.00057054+6.3558e-05i,0.00020839-8.0657e-05i,0.00026351+0.00041428i,-0.00012641+0.00035768i,0.00038507-0.0012819i,0.0010245-0.0013763i,0.0006317+0.00071887i,-0.00025087+0.0013087i,-0.00042145+0.00080256i,-0.00031738+0.0008138i,-4.5651e-05+0.00076604i
-0.0005652-0.00083721i,0.00044674+0.00048559i,0.0022675+0.0021937i,0.002323+0.0016086i,0.0009374+0.00042076i,-0.00089679-0.00053073i,-0.0027138-0.00079941i,-0.0026724+0.00049624i,-0.00088638+0.0013195i,-0.00031757+0.0011269i,-0.00063042+0.00030605i,-0.00020765-0.00077874i,5.8953e-05-0.00058175i,-0.00044173+1.2285e-05i,-0.0011261-0.00064514i,-0.00087365-0.0011835i,-0.00054147-0.00072844i,-0.00065839-0.00025619i,-3.4296e-05-0.00023005i,0.0013177-0.00037817i,0.00054195-8.4631e-05i,-0.00026117-0.00027086i,0.00083438-0.00056149i
-0.00023496-0.00044586i,-0.00011227-0.00025857i,-0.00016537-0.00020238i,0.00027351-0.00040829i,7.4836e-05-0.00049413i,-0.00084764-0.00044377i,-0.0013062-3.3396e-05i,-0.0014696+0.00074485i,-0.0012899+0.00059043i,-0.00030872+0.00013884i,0.0003691-0.0005958i,1.0317e-05-0.0010405i,-0.00068942+0.00012016i,-0.00090735+0.00086532i,-0.00088812-0.0003682i,-0.00025225-0.0013096i,0.00026676-0.0010984i,0.00043089-0.00062622i,0.00031319-0.00062733i,0.00043243-0.00059854i,0.00064322-0.00022011i,0.00094785-0.00063671i,0.00050459-0.00062355i
-0.0008204+0.0010907i,0.00088824+0.0014211i,0.0031641+0.0012502i,0.0025109-0.0001777i,0.0018412-0.001517i,0.0013727-0.0010385i,0.00097512+1.4037e-05i,0.00092882+0.00021014i,0.0012675+0.00039162i,0.0013398-0.00036734i,0.0010281-0.00077896i,0.0010595-0.00022607i,0.0011999-0.00045801i,0.0013979-0.00015245i,0.0011822+0.00023009i,0.00064446+0.00014098i,0.00032439+0.00032571i,0.00024935+0.00046166i,-4.7829e-05+0.0004983i,-0.00054361-0.000398i,-0.0010277-0.0007649i,-0.00082361-0.00035546i,-0.00022433-0.0010551i
0.0017564-0.0018824i,0.00078757-0.0011031i,0.00013268-0.0014056i,-0.00084762-0.0024771i,-0.0013428-0.0023387i,-0.001008-0.00062557i,0.0011159+0.00015309i,0.0021404+0.00059631i,0.00056883+0.0014845i,-0.00073233+0.0017361i,-0.00014957+0.00046247i,0.00080459-0.00034733i,0.0012593-0.00020816i,0.0013907-8.3381e-05i,0.001159-0.00083509i,0.00030774-0.0017652i,0.00011772-0.0011092i,0.00030593-0.0003478i,-0.00032807-0.00071079i,-0.00049908-0.00083507i,0.00030842-0.001101i,0.00021236-0.001054i,-0.00052686-0.00021589i
-0.0011103-0.00069041i,-0.0018709+0.00077506i,-0.0020705+0.00085113i,-0.0015116+1.0912e-05i,-0.00081007-6.0172e-05i,4.4211e-05-0.00094754i,0.00091699-0.0022672i,0.00027969-0.0022705i,-0.0012194-0.001393i,-0.00097392-0.00088743i,-7.0851e-05-0.0017274i,-1.996e-05-0.0022141i,0.00019631-0.0011691i,0.00077067-0.00017077i,0.00089039+0.00030359i,0.00080886+0.00019143i,0.00053106-0.00015784i,0.00051314+0.00024121i,0.00087803+0.00048307i,0.00050976+3.1619e-05i,-3.2736e-05-6.8232e-05i,-9.2313e-05+0.00040321i,-0.00047407+0.0011142i
0.0013788-0.0026588i,0.0010814-0.0022841i,0.0017087-0.0023871i,0.00069028-0.0017816i,-0.00061638-0.00088723i,-0.00072604-0.001762i,-0.00043024-0.0023257i,-0.00069313-0.0020749i,-0.0011137-0.001779i,-0.00052146-0.00073684i,-0.00057314-0.0008269i,-0.0011447-0.0019461i,-0.0012533-0.001612i,-0.0011498-0.0012859i,-0.00086016-0.0012916i,0.00013741-0.0008949i,0.00047377-0.00056558i,4.4317e-05+0.00039668i,0.00012841+0.00058024i,-0.00035342-0.00010621i,-0.00065125-0.00055379i,0.00028641-0.0005261i,0.000514-0.00046767i
-0.0010748+0.00064629i,-0.0018246+0.001021i,-0.00062297+0.0012607i,0.0013184+0.0007306i,0.00060745-0.0003677i,-0.0012042-0.0015233i,-0.0018878-0.001955i,-0.0027173-0.001035i,-0.0024733+0.00010444i,-0.0012047+8.664e-05i,-0.00092507-0.00021018i,-0.0013846+0.00049231i,-0.0015739+0.00085222i,-0.00069422+0.00025477i,-0.0004142-0.00035782i,-0.0008173-0.0004738i,-0.00078993-0.00045048i,1.5988e-05-0.00056598i,0.00086198-0.0010124i,0.0012457-0.001351i,0.00053626-0.00089348i,-0.00039756-0.00034378i,0.00016875-0.00041675i
-0.00014093-0.00047824i,0.00096792-0.0022478i,0.0013233-0.0030413i,0.00044626-0.0017702i,0.00018011-0.000474i,-0.0014464-0.00094283i,-0.0028859-0.0009283i,-0.0024083+8.3889e-06i,-0.0016414-2.8119e-05i,-0.00079072-0.001072i,-0.00034746-0.0010898i,-0.0015316-0.00017965i,-0.0018715+0.00087452i,-0.0011931+0.0013168i,-0.0013526+0.00042227i,-0.00064611-0.00081294i,0.00030466-0.00079986i,0.00016018-4.4226e-05i,0.0001454-0.00034986i,0.00060978-0.00097555i,0.00054911-0.00046592i,0.00021913+0.00048772i,-2.687e-05+0.00017537i
-0.0018206+0.00072173i,-0.00133+0.0022285i,-0.0011464+0.0034688i,-0.00039003+0.0022536i,-0.00048579-0.00019288i,-0.00070902-0.00081794i,-0.00087587+0.00046566i,-0.00050022+0.0015947i,0.00066742+0.0018149i,0.00061271+0.0018856i,0.00049149+0.0022234i,0.0011849+0.0022144i,0.0019388+0.0018395i,0.0016067+0.0017026i,0.00072662+0.00088752i,0.00018686+0.00015301i,-0.00059823-8.564e-05i,-0.00079281-0.00092108i,-0.00053045-0.00078312i,-0.00046868-0.00068179i,-0.00023326-0.0012361i,0.00064133-0.00051819i,0.000914+0.00010409i
0.0016819-0.0019859i,0.00070015-0.0020199i,0.0001796-0.0022908i,0.00016335-0.0023157i,-0.0013502-0.0019479i,-0.0024192-0.00017411i,-0.001093+0.0013076i,6.0946e-05+0.00090136i,-0.0004241+0.00046191i,-0.00083585+0.00013355i,-0.00040948-0.00016868i,0.00018169+0.00037581i,0.00053728+0.00042255i,0.00040305-0.00034657i,0.00084863-0.00026497i,0.0013063-8.335e-05i,0.00073254-0.00037981i,0.00059462-0.00081854i,0.00036325-0.00076584i,-6.2439e-05-0.00064452i,0.0011224+0.00033139i,0.0011367+0.00057733i,-0.00058146+0.0002487i
-0.00015257+0.00016591i,-0.00066758+0.0013443i,-0.0020483+0.00098661i,-0.0020938+0.00034964i,-0.001059+0.00044637i,0.00024934+0.0011058i,0.001021+0.0011552i,0.001539-0.00020726i,0.0016278-0.0018822i,0.0010798-0.0016771i,0.00071197-0.00098507i,0.0011128-0.0015105i,0.0016132-0.0023779i,0.0012468-0.00217i,0.00080614-0.0012173i,0.00068883-0.0011195i,0.00068936-0.00044798i,0.00044612+0.00077078i,5.0839e-05+0.00097646i,-0.00048094+0.00031899i,-0.0012565-0.00028699i,-0.0016374-0.00024447i,-0.0010378-0.00011342i
