-0.001004-4.5693e-05i,-0.00054164-0.0011591i,-0.00024756-0.0016781i,-6.2423e-05-0.00010086i,-0.00023972+0.0013249i,-7.3243e-05+0.00092512i,0.0013787+0.00095679i,0.0018673+0.0013143i,0.001053+0.00055873i,0.0011319-0.00045629i,0.0009424-0.0005222i,0.00013453+0.00010634i,0.00014305+0.00088072i,0.00036702+0.00087964i,0.00030681+0.00031302i,8.0689e-05-0.00018687i,-0.00025632-7.4266e-05i,0.00027988+0.00024453i,0.00026671+0.00051537i,-0.00015397+0.000251i,-1.6795e-05-0.00033281i,-5.4772e-05-0.00086714i,0.0003-0.00072373i
-3.9313e-06-0.0012393i,-0.0010352-0.0020203i,-5.0317e-05-0.0023835i,-0.00074155-0.0018733i,-0.0013281-0.0018984i,-0.00081553-0.0022151i,2.9537e-05-0.0023529i,9.5388e-05-0.0022239i,0.00035916-0.0012968i,0.00011685-0.00031643i,-0.0006773+3.5657e-05i,-0.00094242+0.00051615i,-0.0003625+4.6003e-05i,0.00016672-0.00028607i,-1.4369e-05+0.0003074i,0.00037474+0.00077077i,0.00050054+0.00072268i,-7.7152e-05-0.00036144i,-0.00018501-0.0013004i,0.00014694-0.0010782i,0.00081416-0.00058415i,0.00097001+0.0003025i,7.623e-05+0.00013513i
-0.0019698+0.00050906i,-0.0022131-0.00044227i,-0.0013966+0.00033672i,8.3249e-05+0.0015541i,0.00059155+0.0010087i,0.0006894-0.0014483i,0.0012578-0.0027151i,0.0010456-0.0027456i,0.00081244-0.0011454i,0.00050867+0.00013101i,-3.6778e-05+0.00015247i,-0.00015733-2.8842e-05i,-0.0003954+0.00010909i,-0.00042877-9.4112e-05i,0.00016196-0.00034712i,0.00088012+0.00010413i,0.00081012+0.00019839i,0.00013459-7.1613e-05i,-0.00042202-1.6038e-05i,-0.00038682+0.00040963i,-0.00030528+0.00010913i,-0.00035618-7.9204e-05i,-9.4125e-05+0.00024821i
-0.00024308+0.0019316i,-0.0012196+0.0014745i,-0.0010584+0.0026828i,-0.00035627+0.0017962i,0.00014998-0.00032657i,0.00053523-0.0013583i,0.00029351-0.0012047i,-0.00014462-0.00046238i,-0.000252-0.00052654i,-0.00026684-0.00082236i,3.6813e-05-0.00077065i,-0.00056553-0.0011355i,-0.00078769-0.0014632i,-0.0007199-0.001755i,-0.0012532-0.0021188i,-0.0012778-0.0012969i,-0.00096144-0.00037087i,-0.0010378+7.7086e-05i,-0.0013333+0.00044222i,-0.00066282+0.00068482i,0.00041406+0.0007946i,0.00055521-0.00017365i,1.1477e-06-0.00066637i
-0.0011855+0.00095389i,-0.00032735+0.00059774i,0.001+0.001408i,0.00091252+0.0018205i,0.00069435+0.0011942i,0.00068665-9.6318e-05i,0.00081907-0.0015213i,0.00070866-0.0017689i,-0.00043372-0.00023928i,-0.00062156+0.00053848i,-0.00029118+0.00059813i,-0.00043036+0.0010322i,-0.00075978+0.001499i,-0.00058128+0.0014726i,8.1511e-05+0.0012533i,0.00056636+0.0007732i,0.0006408+0.00046112i,0.00088823+6.6953e-05i,0.00081465-0.00022789i,1.8554e-05+3.9692e-05i,-0.00094331+0.0003416i,-0.0015216-4.7312e-05i,-0.0022108-0.00060803i
-0.0031265-0.00090825i,-0.0029996-0.00093925i,-0.0030115+0.00022858i,-0.0019697+0.0017128i,-0.00041949+0.00093694i,-8.9135e-05-0.0010365i,-0.0005709-0.0017555i,-0.00057706-0.0015343i,-0.00017547-0.00040808i,-1.7219e-05+0.00069876i,0.00039157+0.00043798i,-5.7663e-05-8.5751e-05i,1.8986e-05+0.00024594i,0.00095548+0.00043935i,0.00060813+0.00014623i,5.2217e-05-0.00016381i,-0.00040951+0.00036964i,0.00021892+0.00046931i,0.0013848-0.00075649i,0.0013085-0.00071754i,0.00060509+0.00053654i,-0.00022962+0.00093228i,-0.00053204+0.00055896i
0.00068463-0.0019521i,-0.0007846-0.0013808i,-0.0015278-0.00051977i,-0.0015583+0.0006075i,-0.00055583+0.00041361i,0.00058331-0.0012505i,0.00085997-0.0026283i,0.00059043-0.0017055i,0.00041166-0.00026279i,-0.00046492-0.00071949i,-0.00088991-0.0012145i,-0.00030242-0.00024495i,-0.00032302+5.457e-05i,-0.0004957-0.00044712i,-0.00013335+0.00096366i,-7.0145e-05+0.001411i,0.00015529+0.0010874i,-2.6789e-05+0.00098386i,-8.2212e-05+0.0009202i,-0.00022325+0.00070343i,-0.00090878-0.00011258i,-0.00078031-0.00025603i,0.00018509-0.00019172i
-0.00046473+0.00080052i,0.00017438+0.00074704i,0.00084501+0.00084836i,0.0010913+0.000733i,0.0014862-0.00018634i,0.0012344-0.0013212i,9.7401e-05-0.0010452i,-0.00061136-0.0010004i,-0.00024084-0.0013205i,0.00035566-0.00047356i,-0.00010064+0.00015395i,-0.00020612-0.00026564i,-0.00031652-0.00022428i,0.00030217-0.00040067i,0.00097179+2.6795e-05i,0.00091269+0.00020709i,0.00071258-0.00013121i,-0.00015615-0.00053747i,-0.0009742-0.0008747i,-0.0008679-0.0005592i,-0.00050698-0.00044269i,-3.7275e-05-0.00038022i,-8.2965e-05-7.6e-05i
-5.6057e-06-0.0020709i,0.00013287-0.0023274i,-0.00026264-0.0017531i,-0.0014433-0.0010408i,-0.0011682-0.00013576i,0.00031437-0.00035342i,0.00084605-0.0016299i,0.0006442-0.0017486i,0.00048735-0.0009708i,-4.3174e-05-0.00012626i,-8.0037e-05+0.00043388i,-8.104e-05+0.00037562i,0.0003086+0.00041786i,0.00080921-0.0002186i,0.0008088-0.00059557i,-9.687e-05+0.00038251i,-0.00042921+0.0011643i,-0.00020523+0.00012689i,-6.3421e-05-0.0006213i,-0.0001642-0.00015734i,-0.00048144-0.00032477i,-0.00063557-0.00018003i,-0.0002792-0.00018983i
-0.00095589-0.0030248i,-0.0017432-0.0025837i,-0.0028711-0.0011675i,-0.0026374+0.00053987i,-0.0011678+0.00063523i,4.4137e-05-0.00040695i,0.00062211-0.001264i,0.00031206-0.0018792i,-0.00012005-0.0014218i,-0.000544-0.00041265i,-0.001354+0.00018811i,-0.00091052-2.3059e-05i,-4.7949e-06-0.00029447i,0.00016958-4.5971e-05i,-4.6425e-05+0.00060337i,4.9556e-05+0.00070239i,0.00026129+0.00044662i,-6.1243e-06+0.00069085i,-0.00029358-7.7988e-05i,-0.00065937-0.00011385i,-0.00065549+0.00014994i,-0.00044841+0.00041591i,-0.00018641+0.0011638i
-0.00023121-5.4814e-05i,0.00045342+0.0019397i,0.00024775+0.0034185i,0.00022711+0.0030491i,0.00056852+0.0010184i,0.00065119+0.00037412i,-0.00019205-0.00012462i,-0.00014686-0.00069397i,0.00092536+7.7305e-06i,0.00043672+0.00052389i,-0.0001784+5.5883e-05i,-1.2585e-05-0.00038165i,-2.9033e-05-6.251e-05i,9.0892e-05-0.00014361i,-2.0704e-05+0.0005128i,-0.00031737+0.0013086i,7.5574e-05+0.00060709i,0.00010704+9.8594e-05i,3.2898e-05-5.3161e-05i,0.00076673-0.00024381i,0.00098692-0.00024689i,0.00026269+7.9315e-06i,0.00031767+0.00030907i
0.00014289-0.00099213i,-0.00035765-0.00096732i,-0.001022-0.0011969i,-0.0014165-0.00077456i,-0.0006845-0.0003043i,0.00063824-0.00055243i,0.00095152-0.0011012i,0.00060153-0.001565i,0.00045477-0.0020578i,0.00091293-0.0012585i,0.00034798-0.0003895i,-0.00090007-0.0001857i,-0.00046244+0.00016693i,0.00064655+0.00040189i,0.00087669+0.00070748i,0.00075533+0.00072239i,0.00051074+0.00048952i,0.00021851+0.0001458i,-0.00015057-5.4622e-05i,-0.00025724-0.00050504i,-2.9992e-05+9.8329e-05i,0.00023444+0.0013434i,-4.4037e-05+0.00098551i
-0.0010496-0.0019283i,-0.0019106-0.002604i,-0.0028044-0.0015138i,-0.0024816+1.0257e-05i,-0.0015784-8.8917e-05i,-0.00049023-0.0010572i,9.4294e-05-0.0011504i,-9.0575e-05-0.00061209i,-0.00016303-0.00068764i,-0.00048269-0.00016438i,-0.00091657+0.00041739i,-0.00051385+0.0003592i,2.5027e-05+0.00073354i,-0.00035869+0.00096673i,-0.00072144+0.0013174i,-0.00055623+0.0016618i,-0.00013988+0.0012378i,0.00033306+0.00066261i,0.00042077+0.00047507i,0.00067114-9.6519e-05i,0.0011463-0.00067159i,0.00084434+0.00010323i,0.00041063+0.00090559i
0.0010235-0.00094821i,0.0015399-0.00070274i,0.00037906-8.7417e-05i,-0.00095214+7.5506e-05i,-0.00055485-0.00028432i,0.00065577-0.00082841i,0.00089706-0.0009283i,0.00045782-0.00094188i,0.00038553-0.0002843i,0.00053219+1.7221e-05i,-0.00033587+0.00015632i,-0.00071563+0.00049171i,0.0003741+0.00041533i,0.00067786+0.00015967i,0.00043117+3.7749e-05i,-1.3989e-05+0.00070492i,-0.00052223+0.00065355i,-2.3742e-05-0.00011188i,0.00051871-0.00040202i,3.4888e-05-0.00070732i,-0.00035973-0.00074085i,-0.0004335-0.00056047i,-0.00056926-0.00045049i
-0.0003832-0.0011477i,-0.00018452-0.00091046i,-0.0015422+7.8486e-05i,-0.0020636+0.00060498i,-0.00075023+0.00083747i,0.0008024+0.00013405i,0.0013208-0.00067863i,0.0005817-0.00090557i,-1.8443e-05-0.00084464i,-0.00029199-0.00046907i,-0.00038711-0.00034667i,-0.00022491+7.0136e-05i,-0.00027491+0.00064843i,-0.00037334+0.0011938i,-0.00039558+0.0015903i,-0.00085242+0.0011536i,-0.00040104+0.0007987i,0.00024285+0.00096253i,5.4199e-05+0.00058211i,7.9005e-05-0.00023502i,-0.00021679-0.00056656i,-0.00011475-8.1621e-05i,8.4393e-05+0.00019085i
-0.00069097-0.0013594i,-0.0010396-0.0013762i,0.00040374-0.00068238i,0.00066952-0.00088166i,-7.3298e-05-0.00036848i,0.00015591-0.00017475i,0.0003205-0.00063388i,0.00047277-0.00065394i,0.00080081-0.00021277i,0.00094332-0.00013445i,0.0009944-0.00041465i,-0.00012184-0.00014518i,-0.00022894+1.033e-05i,0.00030791+0.00055834i,-5.44e-05+0.00055721i,2.3943e-05+0.00056665i,0.00089224+0.000695i,0.00085298+0.00020572i,0.00037222-0.00021462i,0.00032283-0.00045168i,0.00048252-8.7927e-05i,0.00073389+0.00050337i,0.0005147+0.00096038i
-0.0015617+0.0020849i,-0.0010647+0.0014076i,-0.00060542+0.0012109i,-0.00086239+0.00067571i,-0.0006383-0.00078635i,0.00013175-0.0017408i,0.0007958-0.0016755i,0.00087447-0.00082502i,0.00079046-0.00032813i,0.00039501-0.00016505i,-0.00028613-2.4056e-05i,-0.00013988+0.00025817i,6.204e-05-1.9936e-05i,7.6882e-05-0.00017335i,-9.5624e-06+2.7147e-05i,0.00032187+0.00021042i,0.00079965+0.00024528i,0.00064186-0.00019122i,2.8826e-05-0.00049231i,-0.00048086-0.00051286i,-0.0003868+0.0001801i,-0.0005948+0.00061869i,-0.00086582+0.00064448i
-0.0030556-0.00086474i,-0.0036974-0.00073919i,-0.003361+0.00041178i,-0.002342+0.00088384i,-0.0010157+0.00084686i,-5.1142e-06-6.649e-08i,0.00058149-0.0013019i,0.00075951-0.0013399i,0.00022571-0.00054432i,0.00017759-0.00018729i,0.00048295-0.00013466i,-0.0005358-0.00017126i,-0.0012925-0.00024035i,-0.00060382-0.00042026i,8.6748e-05-0.00015503i,0.00047869-0.00026313i,0.00052647-0.00014385i,0.00030931+0.0001203i,1.5464e-05+0.00014586i,0.00025031+6.663e-06i,1.373e-05-8.0652e-05i,-0.00028418+0.00022455i,7.2507e-05-0.00025416i
0.00063875+0.00046608i,0.001118-0.00079792i,0.0012815-0.00080355i,0.00021308+0.00019411i,0.00058324-0.00053625i,0.00064262-0.0018852i,-0.00088518-0.0021997i,-0.0015869-0.0014463i,-0.00082358-0.00033832i,-0.00027367+0.00017327i,-7.9693e-05-9.1894e-05i,-0.00065584+6.2506e-05i,-0.0010755+0.00071234i,-0.001219+0.00068262i,-0.001189-8.3379e-05i,-0.00081528-0.00021568i,-0.00022874-9.1163e-06i,2.1658e-05+0.00071395i,0.0002833+0.00099118i,5.7641e-05+0.00039568i,-0.0004932+0.00015273i,6.5607e-05-0.00012088i,0.00062679-0.00037131i
0.0027912+0.0013299i,0.0021615+0.0016478i,0.0012302+0.00069502i,0.00032367-0.00036469i,-0.00072064-0.00065724i,-0.0012233-0.00068899i,-0.00080584-0.00066251i,-0.00055237-0.00020467i,-0.00028786+0.0004762i,0.0002034+0.00050545i,-3.9782e-05+0.000531i,-0.00089153+0.00085475i,-0.0010584-0.00012587i,-0.0010191-0.00098574i,-0.0012868-0.00076024i,-0.00065392-0.00033235i,0.00012183+0.00093639i,0.00035331+0.0013458i,0.00025013+0.00020288i,-0.00058922-0.00057197i,-0.0013023-0.00028799i,-0.00020728+0.00011525i,5.7144e-07-1.3956e-05i
-0.0008642-0.0023525i,-0.0025805-0.0029101i,-0.0029196-0.0025979i,-0.00175-0.0011876i,-0.00056106-0.00088353i,0.00027018-0.001528i,0.00030294-0.0022088i,-0.00028661-0.0019915i,-8.8115e-05-0.0014695i,-6.9229e-05-0.00092695i,-0.00095402-0.0009417i,-0.0015329-0.00055903i,-0.00070129+0.00085307i,-0.0001078+0.0010316i,-5.9102e-05-7.5092e-05i,4.1693e-05-3.8719e-05i,0.00034911-0.00031746i,8.2148e-05-0.0010079i,-0.00017435-0.0011534i,0.00028526-0.0010235i,0.00017749+2.5317e-05i,-0.00019464+0.0006571i,-0.00089017+0.00053214i
-0.0011212-0.00095139i,-0.00047946-0.00069554i,6.0245e-05+0.00026021i,5.8239e-05+0.00057947i,-0.00022172+0.00027385i,9.3568e-05-0.00026076i,0.00071987-0.00074813i,-0.00015338-0.00077805i,-0.0011088-0.00084518i,-0.00089971-0.00072901i,-0.000514-0.00065055i,-0.00017385-0.00087143i,3.5587e-05-0.00055918i,3.0605e-05-0.00032196i,0.00032797-0.00016708i,0.00081132-1.0368e-07i,0.00048752+0.00044224i,0.00038972+0.00032133i,0.00033237+0.00021194i,0.00065248+0.00012852i,0.00063765+1.0641e-05i,-0.00015183-0.00042408i,-0.00041359-0.0002534i
-3.4755e-05-0.0022208i,-0.00051958-0.0014968i,-0.00072899+0.0012686i,-0.0013299+0.0017032i,-0.00053301+0.00031659i,0.0015818-0.00064905i,0.0015603-0.0013918i,0.00057895-0.0013614i,0.00036422-0.00045973i,2.0196e-05+0.00048572i,-0.0011042+0.0004814i,-0.001544+0.00084874i,-0.0007015+0.00078441i,0.00077475+5.5827e-05i,0.00059498+6.1894e-05i,-0.00069832+0.00014547i,-0.0010905-9.4077e-05i,-0.0011638-0.00046434i,-0.00076656+0.0001713i,0.0004442+0.00074349i,0.00092898-5.2585e-06i,0.0010461-0.00069365i,0.0012386-0.00061837i
0.00025666-0.0027521i,-6.8564e-05-0.0032015i,-0.0014753-0.0032527i,-0.0017736-0.0024241i,-0.00075236-0.00019238i,-0.00035914+0.00069249i,-0.00020559+3.3656e-05i,0.00031501-0.00077945i,0.00018621-0.00063845i,-0.00080535+0.00056194i,-0.00098863+0.0013748i,-0.00063972+0.00099488i,-0.00037648+0.0013389i,-0.0005361+0.0023623i,-0.00054939+0.0019851i,8.7472e-05+0.0012005i,0.00050673+0.0010532i,0.00050167+0.00087533i,0.00075025+0.00040697i,0.00080348+0.00019291i,0.00098095-2.5076e-05i,0.00085-9.166e-05i,-0.0002722-0.00013047i
-0.0011289-0.0013358i,-0.0020047-0.0013335i,-0.0021418+0.00025796i,-0.0015113+0.00089883i,-0.00057844+0.00044732i,1.778e-05-0.000647i,0.00047255-0.0012876i,0.00054368-0.0013938i,0.00022598-0.00095535i,0.0003276-0.00046466i,0.00056569+0.00020721i,0.0002651-3.2002e-05i,0.00070142-0.00025143i,0.001432+0.00012486i,0.00080264+0.00035557i,0.00026312+0.00052735i,0.00049752+0.00012809i,0.00029611+0.00024258i,-0.00029769+0.00060237i,-0.00051153+0.00032855i,-0.00070584+0.00060416i,-0.00069627+0.00071011i,-0.00056185+0.00049138i
0.00010926-0.00043961i,-0.0018493-0.00034266i,-0.0025918-8.4296e-05i,-0.000915+0.00056933i,0.0010419+0.00045i,0.0013502-0.0012019i,0.0013841-0.001656i,0.00087436-0.00091742i,3.8968e-05-0.00010797i,-0.00016378+0.00054489i,-0.00083395+0.00019008i,-0.00097047+0.00020537i,-6.7268e-05+3.1488e-05i,-0.00030485-7.5566e-06i,-0.00013944+7.2427e-05i,9.6321e-05-0.00029461i,-0.00037931-0.00068785i,0.00038204-0.00055056i,0.00029651+0.00013107i,-0.0001371+0.00018524i,-0.00012862+0.00064734i,-0.00085049+0.00091604i,-0.0010701+0.00023654i
-0.0025438-0.0010868i,-0.0035523-0.00096862i,-0.0045665-0.00059502i,-0.0033168+0.00060643i,-0.0011657+0.0017899i,0.00067613+0.0013355i,0.0019518-0.00075731i,0.001267-0.0011564i,0.00022996-0.00011388i,0.00029595-5.668e-05i,-5.7068e-05-1.3937e-05i,-0.00050904+0.00033334i,-0.00053338+0.00035139i,-0.00010058+0.0012371i,0.00085099+0.0013465i,0.0011636+0.00099016i,0.00022135+0.00076704i,-0.00035641-1.6087e-05i,-0.0007479-0.00077495i,-0.00087005-0.0011331i,-0.00023098-0.00043991i,0.00010894-1.3152e-06i,-0.00018497+0.00055227i
-0.00086614-0.002341i,-0.001394-0.0019691i,-0.0012801-0.00082006i,-0.00064835+3.5234e-05i,0.00015294+7.7389e-06i,0.00057261-0.00079735i,0.001225-0.0010763i,0.00073758-0.00046154i,-0.00014256-3.2849e-05i,-0.00068642-0.00011152i,-0.0003242+0.00015066i,-0.00017006+3.1035e-05i,-0.0002525-0.00064552i,0.00029031-0.00012373i,0.0007553+0.00093017i,0.0015216+0.00082094i,0.00044191+0.00014128i,-0.00093862+0.00014175i,-0.00073906+0.00091201i,-0.00084146+0.0010098i,-0.00037134-0.00036179i,-1.534e-05-0.00068033i,-9.529e-05-0.00036597i
-0.0011557-0.00014651i,-0.0021098-0.00018457i,-0.0027198+0.00076754i,-0.0017915+0.0016232i,0.0003125+0.0013719i,0.0010917-0.00057802i,0.0010313-0.0023172i,0.00052186-0.0022201i,0.00024543-0.0015021i,8.0562e-05-0.00048082i,6.7721e-05+0.0002117i,0.00021721-1.4767e-05i,0.00030439-0.00040109i,0.00012933+7.195e-05i,-6.7638e-05+0.00043599i,0.00050199+0.00028077i,0.00081501+6.7906e-05i,0.00055744+0.00045395i,0.00026292-6.6763e-06i,0.00040635-0.00070997i,0.00063501-0.00050745i,0.00072568-0.00036964i,0.00056252-0.00027307i
0.0011845+0.001614i,0.00088751+0.0018427i,0.001489+0.0006617i,0.00041774-0.00018099i,-0.0010312-0.00013914i,-0.00086013-0.00030256i,-0.00051368-0.0010197i,0.00014473-0.00030201i,-0.00023697+0.00025749i,-0.0011406+2.9394e-06i,-0.00051908+8.696e-06i,9.8117e-05+0.00034882i,-0.00065582+0.00092084i,-0.00041047+0.0006579i,0.00055092+0.00023442i,-0.00074421+0.00038236i,-0.0011496+0.00094952i,0.00036367+0.00040347i,0.00059008-0.00036045i,-7.3908e-05+3.3211e-06i,-0.00040291+0.00022692i,-0.00091526+0.00037139i,-0.00031169+0.00031474i
0.00073071-0.001697i,0.00095529-0.00133i,0.00037178-0.001102i,-0.0013123-0.00075091i,-0.001036+0.00068708i,0.00026864+0.00081677i,0.00076378-0.0007047i,0.00092849-0.0010548i,0.00045699+5.8675e-05i,-0.00047658+0.00080887i,-0.0011711+0.00091736i,-0.0010265+0.0014415i,-0.00028249+0.0014407i,-4.4476e-06+0.0010411i,-0.00013821+0.00039452i,0.0002707-0.00043571i,0.00017727+1.2012e-05i,-0.00061057+0.00069307i,-0.00044805+0.00058834i,-0.00020966+0.00039816i,0.00021231-0.000565i,0.0011469-0.0002628i,0.0007951+0.00060448i
-0.0015681-0.0010922i,-0.0019609-0.00013152i,-0.0018321+0.00099014i,-0.0013092+0.0011143i,-0.0011356+0.0002907i,0.00021162+5.3107e-05i,0.0014915-0.00018367i,0.00090217-0.00089527i,0.00046372-0.0010876i,0.0001979-0.00098313i,-0.00014008-0.00066326i,-0.00047121+9.5933e-05i,-0.00061738+0.00019788i,-0.0001865-0.00054284i,0.00035438-0.00070335i,0.00082121-0.00030406i,0.00071716-0.00075229i,0.00055945-0.0013571i,0.00045441-0.00072133i,0.00022896-4.0209e-05i,0.00076368-1.9999e-05i,0.00073161-0.00031535i,-0.00032438-0.00065459i
-0.0011662-0.0026838i,-0.0019208-0.0015083i,-0.001816-0.00086203i,-0.0012516-0.00044215i,-0.00059146-5.2657e-06i,-0.00014765-0.00040856i,-0.00015033-0.0013643i,-0.00019573-0.001622i,-0.00056084-0.00038132i,-0.00089718+0.00038655i,-0.00035459+0.00022567i,0.00058418+0.0002707i,0.00071253-3.2398e-05i,0.00051335-0.00029295i,0.00051878-0.00010265i,8.4323e-05-0.0003155i,-0.00013409-0.00026927i,-7.2983e-05-0.00025576i,-3.3857e-05-0.00038949i,-7.8902e-05-2.7376e-05i,-0.00037922+0.00029945i,-0.000546+0.00013289i,-0.00029536+6.4554e-05i
-0.00063017-0.00057612i,-0.0011983+0.00022737i,-0.001826+0.00042597i,-0.0010306+0.00039509i,0.00043744+0.00044106i,0.00075325+0.000273i,0.00039486-0.00030246i,-0.0002176-0.00055337i,-2.3675e-05+0.0005604i,-0.00012208+0.0012513i,-0.0011072+0.00070832i,-0.00099344+0.0006299i,-0.00089134+0.0010624i,-0.0011989+0.00046241i,-0.0005393-0.00017296i,-0.00020312-0.0001643i,-0.00061774-9.9878e-05i,-0.00027483+3.9805e-05i,0.0005177+0.00031746i,0.00059583+8.1529e-05i,0.00059195+0.00026362i,-8.0817e-05+0.00023021i,-0.00070704-0.00036719i
-0.0020082-0.001448i,-0.0016321-0.00098063i,-0.0014286-0.00043402i,-0.00099517+0.00036343i,-0.00087745+0.0004371i,0.00049765-0.00027354i,0.0010627-0.0014448i,8.4361e-05-0.0019228i,-0.00024385-0.00069247i,-0.00038408+0.00019496i,-0.00088959+0.00043538i,-0.00098603+0.00023916i,-0.00039978+0.0001043i,0.00041425+0.00044932i,0.00083883+0.00063022i,0.0003314+0.00058251i,-0.00050465+0.00014853i,-0.00018332-0.00053683i,0.00071914-0.00051845i,0.00046207-0.00031725i,-0.00026611-0.00033454i,-0.00029738-2.1312e-05i,5.8678e-05+0.00014641i
0.0008287-0.0011907i,0.00058429-0.00080468i,-0.00041832-7.9205e-05i,-0.00053919-0.00047164i,0.0004133-0.0011712i,0.00067501-0.0015112i,-0.0002589-0.0022928i,-2.0303e-05-0.0025736i,0.00051492-0.0016283i,0.00022403-0.00061535i,-0.00025088-0.00034404i,-0.00066461-0.00058821i,-0.00020341-0.00085629i,3.4675e-06-0.00049692i,-0.00030122+0.0001458i,-0.00023392+0.00024073i,-0.0001444-0.00033286i,0.0001199-0.00013171i,7.2843e-06+0.00055048i,-0.00062947+0.00074107i,-0.00065491+0.00083039i,4.108e-05+0.00046109i,0.00068261-0.00028497i
0.0015074+0.00082619i,0.00047392+0.0010942i,0.00030996+0.00094874i,-9.2855e-05+0.00072835i,2.0452e-05+0.00049543i,0.00012087-0.00035676i,0.00056458-0.0008987i,0.00086667-0.00084608i,0.00064084+4.7182e-06i,0.00025056+0.00073158i,-0.00029504+9.6765e-05i,-0.00051658-0.00036483i,2.437e-05-0.00033866i,0.00013692-0.00064047i,-0.00051435-0.0011088i,-0.00062374-0.00080974i,-0.00048676+0.00020925i,-0.00027743+0.00064273i,-0.00034586+0.00072996i,-0.00043932+0.00057537i,0.0003092+0.00057033i,0.00034195+0.00037487i,-2.175e-05+0.00011312i
-0.0013526-0.0025776i,-0.0017857-0.0030976i,-0.0024054-0.0015701i,-0.0019832+0.00030252i,6.6471e-05+0.00036392i,0.0018344-6.5647e-05i,0.00098441-0.0011801i,8.5947e-06-0.0015912i,-5.0881e-05-0.00019534i,6.8129e-05+0.00064636i,0.00043055+0.00029454i,0.00087468+0.00053974i,0.0011199+0.00070755i,0.00091685+0.00019569i,0.0008496+0.00032654i,0.00061763+0.00091982i,9.0403e-05+0.00065773i,6.4343e-05-5.5673e-05i,-0.00043735-0.00037842i,-0.00063956-0.00074934i,-0.00035371-1.2502e-05i,-0.0001322+0.00054581i,0.0001658+4.0944e-05i
0.00030768-0.0016007i,-0.0008676-0.001565i,-0.001656-0.00076152i,-0.0012218+0.00030257i,-0.00035546+0.0012699i,0.00037921+0.00089716i,0.001012+0.0004044i,0.00055259+0.00083156i,-0.00012341+0.00046328i,0.00015594-0.00081218i,0.00033895-0.0010673i,7.552e-05-0.00030588i,0.00025678+0.00010481i,0.00090348+6.7317e-05i,0.0009651+8.5091e-05i,0.00012191+0.00034784i,-0.0005426+0.00042257i,-0.00032193+0.00026137i,-0.00032388+4.743e-05i,-0.00036252+1.9085e-05i,-0.00030897-0.00061328i,-0.00056085-0.0013352i,1.4584e-05-0.00095253i
-0.0019742-0.00069346i,-0.0019209-0.0012124i,-0.0022204+0.00040392i,-0.0015902+0.00094829i,-8.4734e-05+0.00029636i,0.00056968-0.0012889i,0.00086892-0.0021054i,0.00061926-0.0011187i,-0.00025788-0.00091611i,-0.00029614-0.0011916i,0.00021283-0.00032464i,0.00013903+0.00022792i,0.00018169+0.00019505i,0.00074826+0.00015244i,0.00096116-7.7631e-05i,6.0759e-05-0.00012054i,-0.00070838+0.00014177i,-0.00076649+0.00020995i,-0.0005989+0.00018918i,-0.00022623-0.00035239i,3.4014e-05-0.0010169i,0.00047223-0.00073378i,0.00071074-0.00032791i
0.00047361-0.00023268i,0.00055455+0.0005164i,0.0010263+0.0003679i,6.6875e-06-7.7259e-05i,-0.00069142-0.00035936i,-0.00014438-0.00051595i,-0.00023338-0.00071163i,-0.00076996-0.0015696i,-2.9563e-05-0.0014889i,-0.0002305-0.00089146i,-0.00092262-0.0007354i,-0.00020464-0.00036367i,2.9732e-05-0.00011981i,-0.00014308-8.478e-05i,0.00012827-0.00013826i,-0.0001947+0.00017844i,-0.00093889+0.00039754i,-0.00018064+0.00037338i,0.0010552+0.00038661i,0.00097999+0.00012413i,0.00032493-0.00040181i,-0.0003103+0.00014294i,-0.00021785+0.0010709i
-0.00086211-0.000183i,7.0785e-05+1.2431e-05i,3.0422e-05+0.0013244i,-0.00039877+0.0010508i,0.00081443+0.0004342i,0.0017407+0.00026862i,0.0012417-0.00020458i,0.00033332-0.00064026i,-0.0002154-0.00053167i,-0.0006891-6.4817e-05i,-0.00050002+0.00041188i,2.0324e-05+0.00048133i,4.7438e-05+0.00024094i,0.00030408-0.000103i,5.4565e-05-0.00034017i,7.9265e-05-7.9807e-05i,-0.00014475+0.001131i,-0.00067165+0.0013423i,-0.0001199+0.00030926i,0.00072623-0.00027297i,0.00050738-0.00040761i,-0.00025607-0.0006677i,-0.00076009-0.00013955i
-0.0015387-2.6819e-05i,-0.0021027-0.00051903i,-0.0029333-0.00084327i,-0.0026234+0.00072229i,-0.0006604+0.0018611i,0.0010531-0.00018462i,0.0010308-0.002045i,9.3506e-05-0.0013129i,-0.00033017-0.00037784i,-2.1811e-05+0.00022265i,0.00023907+0.00082976i,-0.00014287+0.00018936i,-0.00087452-0.00060374i,-0.00056912-0.00066237i,0.00048819-0.00024212i,0.00082614+0.00045301i,7.6326e-06+0.000561i,-0.0004613-2.3408e-05i,0.00022916-0.00089225i,0.00028221-0.00091197i,-0.00068277+0.00013647i,-0.00070434+0.00017058i,-0.00063489-0.00014558i
