-0.00041208+0.00047352i,-0.00022231+0.0021502i,-0.0013426+0.0029967i,-0.0016776+0.0027872i,-0.00048033+0.0027211i,-0.00015794+0.0024744i,-0.0012295+0.0016537i,-0.00060287+0.00076539i,0.00091731+0.00098531i,0.00076154+0.00027133i,0.0002259-0.00039218i,0.00023587-0.00033543i,0.00020582-8.3175e-05i,-0.00054756+0.00018198i,-0.00081529+0.00080625i,-0.0008102+0.0013675i,-0.0010132+0.00079924i,-0.00096975+0.00028438i,-0.00038783-8.9971e-05i,-0.00038492-0.00030411i,-6.8163e-05-0.00037992i,-0.00045572-0.00067624i,-0.0006687-0.00057212i
-0.052484+0.010121i,-0.17114+0.16903i,-0.13+0.33066i,-0.0073476+0.29931i,0.052005+0.17271i,0.045871+0.10138i,0.033513+0.068297i,0.034509+0.035954i,0.03572+0.0080657i,0.033227-0.0096988i,0.028915-0.022873i,0.021023-0.02852i,0.018992-0.021056i,0.030627-0.014687i,0.034337-0.019628i,0.018264-0.024369i,-0.0040059-0.013525i,-0.017173+0.0076195i,-0.011367+0.019027i,-0.0029222+0.011733i,-0.0085217-0.002977i,-0.021546-0.012757i,-0.028992-0.012076i
-0.11109+0.1302i,0.0031387+0.051069i,0.012471-0.10248i,-0.088351-0.094001i,-0.085929-0.018463i,-0.0031409-0.039165i,0.00094921-0.066143i,-0.01145-0.027778i,0.0197-0.0040377i,0.038664-0.012487i,0.028604-0.018328i,0.0087851-0.017271i,-0.010787-0.020285i,-0.030235-0.028554i,-0.040814-0.028265i,-0.036909-0.02017i,-0.026638-0.010447i,-0.012524+0.0016176i,-0.0012871+0.009043i,0.0070572+0.015489i,0.016554+0.026009i,0.021668+0.03424i,0.024294+0.035548i
-0.14498-0.17034i,-0.18035-0.15936i,-0.20449-0.08446i,-0.11779-0.045691i,-0.034489-0.058676i,-0.051486-0.040297i,-0.046261+0.0024289i,-0.017181-0.0037967i,-0.0248-0.027184i,-0.037246-0.032142i,-0.033578-0.026496i,-0.019439-0.014547i,-0.0049469-0.0043366i,-0.0031577+0.0073163i,-0.0063561+0.020491i,-0.004815+0.028793i,0.0015351+0.026081i,0.0080034+0.011585i,0.0095051-0.0034722i,0.0054282-0.014288i,0.0019258-0.025757i,0.0031827-0.033793i,0.0029264-0.034656i
0.089919-0.031729i,0.20167-0.032043i,0.31927-0.11232i,0.2336-0.23239i,0.034718-0.18783i,-0.024622-0.045832i,-0.0011917+0.0035951i,-0.024389+0.021186i,-0.045255+0.077114i,-0.0314+0.113i,-0.013038+0.10287i,-0.0041284+0.071634i,-0.003856+0.043368i,0.00058656+0.027373i,0.014231+0.019166i,0.028657+0.0091338i,0.030076-0.0083275i,0.010045-0.023428i,-0.016251-0.018242i,-0.028336+0.0063584i,-0.025833+0.03079i,-0.01569+0.035404i,-0.010038+0.022632i
0.25439+0.044659i,0.10454-0.016603i,-0.07308+0.02895i,-0.075738+0.19365i,0.029081+0.24642i,0.072238+0.15832i,0.059026+0.083562i,0.072401+0.033631i,0.095463-0.017414i,0.098477-0.042831i,0.083493-0.045675i,0.057542-0.031996i,0.0447-0.0042256i,0.046819+0.0089045i,0.039117+2.4067e-05i,0.016937-0.01172i,-0.0063676-0.0083741i,-0.012556+0.011613i,0.0032627+0.022657i,0.021684+0.0088238i,0.026033-0.014922i,0.011872-0.026312i,-0.0048536-0.015417i
-0.097041+0.055327i,-0.10368+0.21693i,-0.022316+0.34234i,0.10805+0.27856i,0.16734+0.082344i,0.11717-0.052043i,0.052817-0.07633i,0.010702-0.076593i,-0.030959-0.087511i,-0.061859-0.083867i,-0.063944-0.060869i,-0.045247-0.045002i,-0.032672-0.05448i,-0.04191-0.062388i,-0.05229-0.046816i,-0.04491-0.020607i,-0.021826-0.0011121i,0.0050995-0.00072706i,0.011443-0.012653i,-0.0051958-0.012701i,-0.019612+0.0056848i,-0.016708+0.026543i,0.0011327+0.030095i
-0.20988-0.013359i,-0.10823-0.12862i,-0.10151-0.27064i,-0.23794-0.27237i,-0.2915-0.14401i,-0.21999-0.054359i,-0.15113-0.025589i,-0.10421+0.012977i,-0.061926+0.048589i,-0.039074+0.058968i,-0.024657+0.054868i,-0.017312+0.041067i,-0.030238+0.038782i,-0.039919+0.055659i,-0.027246+0.064171i,-0.0061193+0.053172i,0.0052872+0.029919i,-0.00056052+0.0073968i,-0.01211+0.00059784i,-0.0091374-0.0010606i,0.0062964-0.01389i,0.016357-0.031826i,0.01034-0.039023i
0.033185-0.02512i,-0.068745-0.11406i,-0.14452-0.156i,-0.12663-0.12763i,-0.084424-0.047624i,-0.052193+0.035917i,-0.023193+0.081795i,0.0017301+0.087341i,0.026658+0.079733i,0.050375+0.059989i,0.050617+0.027376i,0.037418+0.009772i,0.047334+0.0076423i,0.069769-0.0060096i,0.072567-0.023993i,0.056823-0.02978i,0.032417-0.02783i,0.0072656-0.017807i,-0.0095649-0.0025572i,-0.023453+0.011835i,-0.035546+0.025799i,-0.034736+0.030872i,-0.026807+0.025222i
0.34549+0.035132i,0.43459+0.13084i,0.45614+0.15217i,0.3747+0.057791i,0.21606-0.005967i,0.12127+0.020405i,0.11038+0.02231i,0.082505-0.016537i,0.04508-0.033737i,0.029427-0.04238i,0.0045249-0.047581i,-0.016424-0.032319i,-0.0127-0.024947i,-0.012116-0.036287i,-0.021368-0.0411i,-0.030653-0.03088i,-0.030641-0.0091298i,-0.013525+0.011637i,0.01233+0.0143i,0.035481+0.0050277i,0.049758-0.0061921i,0.044294-0.0137i,0.028537-0.007889i
-0.18965-0.12754i,-0.19462-0.16895i,-0.12639-0.088843i,-0.0027543+0.078593i,0.12301+0.1172i,0.13734+0.012304i,0.065022-0.053366i,0.018036-0.039724i,0.0012875-0.023011i,-0.013602-0.0095873i,-0.010239+0.011217i,0.0013619+0.020465i,-0.0065163+0.021145i,-0.025372+0.029587i,-0.035071+0.041599i,-0.029945+0.046286i,-0.0090442+0.034386i,0.012133+0.0051079i,0.01188-0.022996i,-0.0062913-0.035847i,-0.027602-0.029839i,-0.033477-0.0070847i,-0.016938+0.0049519i
-0.36285+0.32575i,-0.42965+0.48745i,-0.35991+0.48609i,-0.21306+0.30996i,-0.10039+0.10629i,-0.07134-0.0065977i,-0.067877-0.025576i,-0.032605-0.027232i,-0.0036392-0.032277i,0.0049597-0.014828i,0.021424-0.0067632i,0.025458-0.019123i,0.011734-0.009363i,0.013455+0.017929i,0.030763+0.030087i,0.039772+0.022851i,0.026163+0.011272i,0.0003877+0.011016i,-0.014488+0.021101i,-0.010065+0.032492i,0.010202+0.032966i,0.026926+0.011956i,0.015203-0.0065484i
0.4882-0.32062i,0.58012-0.55742i,0.36994-0.64012i,0.019508-0.5131i,-0.17735-0.27698i,-0.17302-0.092501i,-0.12518-0.0044363i,-0.10446+0.032545i,-0.078375+0.044702i,-0.034017+0.041033i,-0.0018488+0.025291i,0.0041089+0.0031229i,0.0078907-0.014606i,0.018612-0.031056i,0.018957-0.04773i,0.007506-0.05265i,-0.0013153-0.037762i,-0.00087887-0.012346i,0.0059371+0.0037416i,0.009565+0.0035238i,0.0018857-0.0051085i,-0.014579-0.0086476i,-0.019537+4.5758e-06i
-0.1401-0.21223i,-0.36664-0.21731i,-0.39927-0.11984i,-0.23423-0.049767i,-0.13797-0.015956i,-0.099923+0.06845i,-0.0059965+0.10815i,0.039633+0.070322i,0.020944+0.039111i,0.0048811+0.0058192i,-0.014622-0.024391i,-0.026288-0.023884i,-0.023131-0.02557i,-0.02607-0.034387i,-0.033135-0.029406i,-0.034888-0.015229i,-0.030118-0.0038979i,-0.018351+0.0026961i,-0.0029392+0.0033179i,0.0053755-0.00012151i,0.006721+0.0022923i,0.01283+0.0076664i,0.01883+0.0033789i
0.12076+0.73927i,0.44603+0.92059i,0.62794+0.70062i,0.49913+0.39315i,0.31315+0.25143i,0.23561+0.1362i,0.16258+0.014195i,0.083305-0.01303i,0.04185+0.0076185i,0.0089095+0.025312i,-0.013135+0.045452i,-0.014262+0.056341i,-0.016992+0.060109i,-0.024111+0.064441i,-0.021888+0.065409i,-0.009005+0.057011i,0.0024622+0.032073i,0.0025762-0.004323i,-0.013175-0.02688i,-0.028539-0.023573i,-0.027491-0.011276i,-0.016998-0.0046127i,-0.010791-0.0057777i
-0.1816-0.39122i,-0.23439-0.55654i,-0.24765-0.39852i,-0.078018-0.067399i,0.16391+0.02229i,0.17302-0.083913i,0.040718-0.093158i,0.021487-0.054383i,0.067268-0.056641i,0.084374-0.047147i,0.081528-0.029867i,0.067007-0.015947i,0.068875+0.0070655i,0.086646+0.01875i,0.089624+0.0099421i,0.073385-0.0062487i,0.042158-0.011961i,0.0071+0.0069265i,-0.0065529+0.039947i,0.00344+0.058826i,0.017476+0.050961i,0.019109+0.029881i,0.0079777+0.020007i
-0.48771-0.27267i,-0.72712-0.073753i,-0.60975+0.087567i,-0.35314-0.059171i,-0.26131-0.23533i,-0.22215-0.15775i,-0.1432-0.015455i,-0.10343+0.0281i,-0.087706+0.0176i,-0.065019-0.0027251i,-0.042675-0.0096041i,-0.020016-0.016571i,-0.011358-0.0475i,-0.023495-0.075571i,-0.041336-0.073723i,-0.051-0.050159i,-0.041678-0.020072i,-0.0080997-0.0005831i,0.025522-0.0087503i,0.03203-0.026171i,0.02105-0.027733i,0.009278-0.018023i,0.0073604-0.005778i
0.97835+0.043669i,1.1354-0.076593i,0.78896-0.22236i,0.21699-0.1894i,-0.11127+0.004875i,-0.10497+0.10283i,0.003547+0.055956i,0.050098+0.019893i,0.039963+0.037457i,0.020056+0.053367i,0.010774+0.040203i,-0.00056314+0.010229i,-0.0347+0.0066778i,-0.060766+0.041436i,-0.046449+0.070612i,-0.011154+0.070492i,0.01522+0.045588i,0.013304+0.003125i,-0.014409-0.0246i,-0.037066-0.024363i,-0.039332-0.018233i,-0.027891-0.015445i,-0.014481-0.017181i
0.061232+0.068775i,-0.057126-0.15067i,-0.12704-0.18241i,0.0070965-0.00075112i,0.12873+0.086171i,0.050199+0.034569i,-0.053818-0.028353i,-0.088313-0.076315i,-0.084337-0.078418i,-0.03628-0.054261i,-0.0049585-0.050378i,-0.010952-0.036666i,-3.8092e-05-0.0081268i,0.030539+0.0047343i,0.051063+0.0020743i,0.051252-0.0102i,0.029124-0.025215i,-0.0079246-0.021406i,-0.03035+0.0028574i,-0.029425+0.024495i,-0.023518+0.032833i,-0.015992+0.030782i,-0.010848+0.02121i
-0.79904+0.86817i,-0.65289+1.1297i,-0.28689+0.91825i,-0.0835+0.47794i,-0.028426+0.23547i,0.045315+0.20337i,0.066755+0.20258i,0.030693+0.19216i,8.0154e-05+0.14476i,-0.031553+0.072718i,-0.049294+0.036065i,-0.032545+0.032153i,-0.0066984+0.018144i,-0.0025246-0.0171i,-0.019445-0.045649i,-0.040422-0.045499i,-0.041784-0.017391i,-0.0082588+0.01377i,0.030621+0.017996i,0.047809+0.0060144i,0.0516-0.0045397i,0.042586-0.013395i,0.02466-0.0095049i
-0.00089412-0.73253i,0.13767-0.83345i,0.11719-0.65332i,-0.016246-0.32586i,-0.0051283-0.13568i,0.087175-0.16354i,0.10461-0.18157i,0.10416-0.10078i,0.11646-0.024878i,0.10687+0.019248i,0.089534+0.038011i,0.068395+0.030762i,0.041077+0.017249i,0.0077603+0.010224i,-0.021832+0.016803i,-0.029522+0.034867i,-0.014888+0.03648i,0.0028446+0.0077775i,0.0014709-0.023532i,-0.014687-0.037224i,-0.030914-0.035132i,-0.035229-0.017763i,-0.023775+0.0019583i
0.07655-0.83594i,-0.30716-0.74095i,-0.428-0.37923i,-0.20625-0.1995i,-0.11236-0.20062i,-0.20754-0.12055i,-0.20177-0.03214i,-0.11374-0.036898i,-0.04446-0.058143i,-0.013228-0.063156i,-0.016997-0.051918i,-0.017286-0.023089i,0.0017367+0.0033631i,0.024064+0.028024i,0.04475+0.042563i,0.060047+0.025132i,0.050224-0.0047307i,0.012807-0.015429i,-0.019325-0.0044348i,-0.027635+0.016377i,-0.0167+0.031011i,0.0035396+0.02581i,0.011542+0.0075525i
0.88233+0.87329i,1.0561+0.85506i,0.8802+0.49715i,0.49291+0.17173i,0.17657+0.098852i,0.080185+0.13106i,0.065656+0.096i,-0.0059009+0.017197i,-0.08754-0.00029504i,-0.089249+0.03206i,-0.042496+0.037501i,-0.019733+0.008728i,-0.022595-0.017375i,-0.014587-0.030542i,-0.00060183-0.035711i,-0.0075969-0.034725i,-0.022859-0.015278i,-0.017367+0.015762i,0.0057689+0.036738i,0.028736+0.04438i,0.040279+0.031703i,0.027289+0.006456i,0.0015281-0.0056997i
-0.29243+0.41707i,-0.30656+0.14021i,-0.35705-0.0055763i,-0.26387+0.16694i,-0.0037844+0.21736i,0.1203+0.047578i,0.092442-0.017886i,0.090748+0.018543i,0.10649+0.018505i,0.10616-0.014111i,0.080745-0.044576i,0.036989-0.044272i,0.0033345-0.026389i,-0.021288-0.013461i,-0.033795+0.0032104i,-0.023809+0.027501i,0.0018345+0.043361i,0.024009+0.02868i,0.028677-0.0066925i,0.024808-0.03493i,0.018735-0.044978i,0.0091269-0.030442i,0.0082891+0.00081556i
-1.1446-0.21113i,-1.0361+0.0041427i,-0.5514+0.045726i,-0.23789-0.15053i,-0.20134-0.23242i,-0.16519-0.12652i,-0.10124-0.068619i,-0.087887-0.054871i,-0.088816-0.036387i,-0.089846-0.016691i,-0.065396+0.01458i,-0.01615+0.013979i,-0.0015202-0.010609i,-0.019686-0.012438i,-0.033902-0.0054103i,-0.035875-0.013172i,-0.040432-0.031738i,-0.049139-0.037269i,-0.054965-0.026002i,-0.068351-0.012407i,-0.075406+0.0082682i,-0.050793+0.018954i,-0.018758-0.00076483i
0.53968-0.84166i,0.5313-0.77278i,0.29379-0.50914i,0.0037969-0.23811i,-0.13548+0.0090884i,-0.13206+0.14448i,-0.091181+0.16188i,-0.031429+0.12769i,0.028704+0.073014i,0.064868+0.027394i,0.065727-0.0026275i,0.026479+0.002341i,0.0054273+0.050209i,0.03785+0.076426i,0.076604+0.05788i,0.081515+0.026098i,0.053842+0.0049572i,0.016511+0.0094754i,-0.0034551+0.029167i,-0.00070656+0.042623i,0.0090308+0.040263i,0.0076571+0.026305i,-0.012035+0.021735i
0.81152-0.014372i,0.58089-0.10057i,0.29548-0.020358i,0.30711+0.090404i,0.40033+0.010471i,0.37327-0.12767i,0.28859-0.16681i,0.17782-0.1311i,0.078001-0.055993i,0.025682-0.0084419i,-0.011989-0.0017447i,-0.030645+0.0066168i,-0.013292-0.0017429i,-0.018191-0.037547i,-0.062156-0.056296i,-0.088421-0.036314i,-0.070772-0.0083684i,-0.026164-0.0014482i,0.018646-0.0063215i,0.046222-0.014065i,0.044645-0.027677i,0.020819-0.033335i,0.0026801-0.021069i
-0.10209+1.1868i,0.037185+1.1594i,0.15927+0.73884i,0.094851+0.30144i,-0.11853+0.072852i,-0.29783+0.093905i,-0.30681+0.16968i,-0.19649+0.10082i,-0.15026-0.014634i,-0.14892-0.023903i,-0.089407+0.0013954i,-0.034163-0.025422i,-0.038287-0.044078i,-0.042431-0.0053575i,-0.0098187+0.041306i,0.036746+0.044964i,0.060468+0.0065013i,0.036546-0.041791i,-0.026548-0.058904i,-0.076161-0.036233i,-0.076414-0.0076694i,-0.049317+0.0022178i,-0.01547+0.0048624i
-0.69162-0.42417i,-0.71541-0.68345i,-0.73365-0.638i,-0.66522-0.22573i,-0.32258+0.071768i,0.042647-0.013967i,0.16581-0.14109i,0.15687-0.085098i,0.17044+0.023183i,0.21521+0.055452i,0.19336+0.017889i,0.10952+0.0086669i,0.078331+0.019495i,0.081436-0.0096666i,0.058084-0.024777i,0.014154+0.00013872i,-0.040061+0.036658i,-0.06622+0.077135i,-0.025885+0.10371i,0.034562+0.10047i,0.065798+0.073167i,0.063286+0.03224i,0.033826-0.0016269i
-0.19019-0.68694i,-0.34399-0.2937i,-0.25038+0.2007i,-0.023357+0.25831i,-0.029057+0.1623i,-0.1424+0.2247i,-0.11211+0.18279i,-0.072892-0.0087644i,-0.10413-0.10998i,-0.12171-0.091964i,-0.074866-0.036949i,0.0029211-0.027451i,0.028091-0.059428i,0.0073031-0.065367i,-0.0050595-0.073349i,0.0032223-0.10029i,0.034698-0.10845i,0.061963-0.097249i,0.045909-0.088486i,0.01035-0.082571i,-0.0088526-0.05925i,-0.0079248-0.017828i,0.0042371+0.01058i
1.0321+8.3047i,3.9926+7.1641i,6.8417+6.0468i,7.0124+3.3467i,5.4191+0.55503i,2.4948-1.4057i,-0.78168-0.91563i,-1.8975+0.98258i,-0.7975+1.8064i,0.54912+1.1155i,0.98423-0.088441i,0.60596-0.91062i,0.070742-0.87923i,-0.11892-0.25919i,0.090036+0.13733i,0.2413+0.14646i,0.090616+0.17042i,-0.087898+0.37355i,-0.041204+0.61182i,0.1334+0.73794i,0.27248+0.77709i,0.33861+0.8045i,0.38238+0.76068i
-0.24678+0.60653i,-0.30677+0.50103i,-0.30291+0.32153i,-0.18362+0.2592i,0.024186+0.16435i,0.15029-0.015615i,0.14167-0.11485i,0.10031-0.082772i,0.069849-0.00090303i,0.071138+0.057298i,0.094327+0.04633i,0.091368-0.0095534i,0.056427-0.045475i,0.019898-0.040977i,0.007179-0.022143i,0.021415-0.021549i,0.040718-0.037364i,0.039418-0.037552i,0.001747-0.021025i,-0.043829-0.0078816i,-0.046345-0.0040468i,-0.016691-0.009682i,0.0064314-0.0030856i
-0.68456-0.129i,-0.53957-0.041834i,-0.24711+0.016878i,-0.12392+0.016782i,-0.073782+0.082842i,-0.049973+0.16153i,-0.094189+0.19751i,-0.08718+0.22069i,-0.027976+0.17001i,-0.026099+0.10907i,-0.031842+0.09433i,-0.012736+0.051572i,-0.028107+0.0025564i,-0.067905+0.0025499i,-0.086384+0.037777i,-0.073825+0.067582i,-0.039022+0.067131i,0.00082044+0.035974i,0.013824-0.0097138i,0.0017617-0.028952i,0.002179-0.01507i,0.018092-0.00297i,0.022108+0.0028746i
0.55727-0.83905i,0.66367-0.99104i,0.50557-0.9074i,0.19127-0.7128i,-0.063248-0.49197i,-0.18511-0.30753i,-0.19265-0.14508i,-0.10509-0.022306i,-0.021274+0.015959i,0.0032156+0.012454i,0.0084295+0.0072208i,0.0050338+0.010137i,0.0057052+0.042869i,0.027805+0.073178i,0.041344+0.063284i,0.027921+0.038538i,0.0060782+0.027486i,-0.0043322+0.027742i,0.00087472+0.034624i,0.0065411+0.04637i,-0.00078264+0.058497i,-0.012498+0.061269i,-0.019584+0.050735i
0.49945+0.2389i,0.31745+0.059189i,0.0063795-0.12706i,-0.11572-0.17859i,-0.14127-0.20621i,-0.19362-0.21301i,-0.2191-0.10529i,-0.17797+0.03095i,-0.11414+0.10018i,-0.080974+0.11275i,-0.062049+0.089758i,-0.047587+0.049601i,-0.04883+0.036769i,-0.042748+0.05225i,-0.02131+0.048872i,-0.0089998+0.025241i,-0.014246+0.0099249i,-0.029143+0.01169i,-0.047109+0.025346i,-0.05758+0.040108i,-0.04528+0.051666i,-0.011245+0.052287i,0.018288+0.034927i
-0.22303+0.91087i,0.057157+1.0069i,0.31288+0.75783i,0.26682+0.42281i,0.13311+0.21765i,0.087704+0.11477i,0.033334+0.041856i,-0.016217+0.022139i,-0.014752+0.022679i,-0.0045021+0.0036112i,-0.018082-0.0044283i,-0.020767+0.013708i,0.0053267+0.0076459i,0.012429-0.040172i,-0.011232-0.072501i,-0.032436-0.060832i,-0.036309-0.032071i,-0.027145-0.0089554i,-0.020272+0.00081801i,-0.013613-0.0032091i,-0.009202-0.022028i,-0.014564-0.034263i,-0.014348-0.02358i
-0.54885-0.65356i,-0.50387-0.90464i,-0.36208-0.86956i,-0.267-0.5818i,-0.15456-0.28855i,-0.065168-0.11234i,-0.024906+0.0053955i,0.032951+0.066941i,0.072884+0.077057i,0.082571+0.094294i,0.087128+0.094871i,0.071887+0.073815i,0.074364+0.057878i,0.095836+0.029416i,0.091283+0.0087436i,0.071832+0.013746i,0.052517+0.0084725i,0.025379-0.015625i,0.0018782-0.036244i,-0.0024411-0.033726i,0.008677-0.01099i,0.01908+0.009488i,0.01769+0.018377i
0.20983-0.39607i,-0.021699-0.19712i,-0.23156+0.11751i,-0.23715+0.17817i,-0.27154+0.073633i,-0.32885+0.066896i,-0.21251+0.10655i,-0.041996+0.075807i,0.028621+0.031444i,0.013955+0.030662i,-0.019276+0.051997i,-0.029524+0.06944i,-0.0039236+0.087159i,0.045378+0.087184i,0.068673+0.056097i,0.055473+0.032445i,0.042067+0.029634i,0.028943+0.026357i,0.014661+0.021077i,0.0045119+0.016263i,-0.0047712+0.015394i,-0.0072244+0.018967i,0.00079483+0.016237i
0.67096+0.50232i,0.89821+0.51368i,0.81629+0.3249i,0.52211+0.15987i,0.26085+0.04771i,0.10162-0.09594i,-0.011169-0.15306i,-0.032099-0.083472i,-0.0068971-0.027612i,-0.035598-0.018546i,-0.071493+0.0005553i,-0.06574+0.020775i,-0.047458+0.02394i,-0.035843+0.027583i,-0.026905+0.029233i,-0.027062+0.017857i,-0.027135+0.012051i,-0.0056197+0.017114i,0.029308+0.015957i,0.053495+0.0062118i,0.058482-0.013954i,0.045014-0.036353i,0.023159-0.041714i
-0.59757+0.17782i,-0.66082+0.043941i,-0.46187-0.086375i,-0.14713-0.077306i,0.14136-0.10215i,0.23713-0.18385i,0.13288-0.16629i,0.044116-0.064863i,0.048873-0.0060439i,0.045201-0.028198i,-0.0095497-0.051877i,-0.044143-0.029922i,-0.034752-0.017099i,-0.039768-0.019538i,-0.057941+0.0041043i,-0.054341+0.04395i,-0.030075+0.070975i,0.0069913+0.067508i,0.033252+0.040377i,0.033898+0.020589i,0.028649+0.014152i,0.027983+0.0037408i,0.024524-0.0078725i
-0.36693-0.26792i,-0.4958-0.044058i,-0.4099+0.23508i,-0.21533+0.23762i,-0.07648+0.12775i,0.056525+0.081778i,0.16211-0.0042542i,0.12021-0.071732i,0.046885-0.025959i,0.056283+0.020308i,0.07598+0.0052309i,0.062569-0.010559i,0.058601+0.0092221i,0.075799+0.031621i,0.078655+0.022113i,0.064435-0.005087i,0.041355-0.027724i,0.0070314-0.020644i,-0.013087+0.010856i,-0.010348+0.02199i,-0.0035124+0.010592i,0.0044169+0.0031805i,0.010036-4.641e-06i
0.70342-0.18558i,0.90679-0.28403i,0.76098-0.2283i,0.47855-0.010209i,0.31041+0.20301i,0.23053+0.25755i,0.16677+0.19013i,0.10731+0.11124i,0.047759+0.063679i,4.5039e-05+0.046354i,-0.018211+0.046721i,-0.021739+0.042851i,-0.026156+0.029133i,-0.025931+0.0080765i,-0.02495-0.011297i,-0.023182-0.011468i,-0.0095633+0.00037705i,0.0022682+0.0078172i,9.0982e-05+0.011774i,-0.00023459+0.016522i,0.0092682+0.01872i,0.01346+0.015412i,0.006803+0.01242i
-0.25302+0.42463i,-0.40544+0.38368i,-0.47078+0.22752i,-0.32795+0.18892i,-0.13493+0.15956i,-0.073662+0.086109i,-0.063103+0.057361i,-0.018572+0.018562i,-0.0038625-0.027377i,-0.0062562-0.024024i,0.0056816-0.018517i,-4.1103e-05-0.031233i,-0.026741-0.029615i,-0.047662-0.01351i,-0.055676+0.00035164i,-0.054809+0.02328i,-0.03096+0.048967i,0.0074415+0.03858i,0.020644+0.0020401i,0.01001-0.021731i,-0.0025487-0.030953i,-0.013848-0.029897i,-0.018753-0.017122i
-0.48985+0.07217i,-0.44038+0.31369i,-0.21036+0.35444i,-0.19397+0.16038i,-0.32296+0.064516i,-0.25797+0.09334i,-0.070337+0.061927i,0.024196-0.00036401i,0.016292-0.03314i,-0.013235-0.029816i,-0.0029945-0.0071445i,0.035124-0.0088804i,0.057498-0.024324i,0.074233-0.021068i,0.09185-0.014552i,0.087988-0.023186i,0.050863-0.03048i,0.0041244-0.017686i,-0.0089625+0.0008038i,0.0068631+0.007874i,0.020708+0.012139i,0.026198+0.010638i,0.021772-0.0053345i
0.27085-0.68068i,0.2516-0.85578i,0.15985-0.6831i,0.058051-0.41006i,-0.04965-0.27204i,-0.16628-0.21365i,-0.2135-0.13099i,-0.17158-0.050851i,-0.10464-0.030347i,-0.074164-0.045894i,-0.07097-0.040822i,-0.052523-0.018342i,-0.024143-0.014729i,-0.016644-0.027853i,-0.028446-0.033628i,-0.03651-0.028956i,-0.028044-0.019431i,-0.0084901-0.0030137i,0.011795+0.0058708i,0.01971-0.0052025i,0.012638-0.018698i,0.0053105-0.013892i,0.0053744+0.0045673i
0.33203+0.30144i,0.26562+0.27391i,0.13006+0.19744i,0.19165+0.077721i,0.30199-0.10831i,0.28011-0.21622i,0.19424-0.19553i,0.10939-0.16278i,0.048253-0.13273i,0.02386-0.076756i,0.021102-0.013295i,0.025782+0.031409i,0.015778+0.053004i,-0.0098982+0.071103i,-0.022987+0.078658i,-0.020594+0.074018i,-0.004255+0.065211i,0.013719+0.039204i,0.0098054+0.016364i,0.0011292+0.019598i,0.0018951+0.01893i,-0.00063238+0.0040314i,-0.0051649-0.01025i
-0.23945+0.55378i,-0.070127+0.69196i,0.056317+0.5i,-0.022391+0.2232i,-0.10819+0.10629i,-0.071022+0.078084i,-0.0086318+0.057393i,0.026775+0.03421i,0.041584-0.0054652i,0.034128-0.035367i,0.021781-0.037356i,0.01592-0.029357i,0.015882-0.02526i,0.024844-0.026082i,0.034917-0.027941i,0.033914-0.03105i,0.015807-0.028027i,-0.0019493-0.014531i,-0.0049305-0.0073553i,-0.0082506-0.011094i,-0.016477-0.0089883i,-0.016264-0.0031344i,-0.010927-0.0067316i
-0.39116-0.52706i,-0.44403-0.63707i,-0.33821-0.54223i,-0.19684-0.30325i,-0.051931-0.10489i,0.043396-0.054441i,0.033264-0.075549i,-0.004588-0.061018i,-0.0077558-0.025801i,-0.0064322-0.0050192i,-0.0096464+0.0041285i,-0.0082281+0.00087825i,-0.01122-0.010965i,-0.017019-0.022653i,-0.015231-0.030839i,-0.0095427-0.040338i,-0.0070036-0.046614i,-0.0097735-0.034444i,-0.010053-0.015853i,0.0015237-0.014535i,0.01521-0.023909i,0.016906-0.020389i,0.012803-0.0030279i
0.25596-0.20945i,0.13468-0.066709i,0.085017+0.13339i,0.19816+0.10828i,0.21431-0.025768i,0.12158-0.013606i,0.096425+0.049477i,0.10621+0.02914i,0.079499-0.012398i,0.040392-0.018921i,0.01399+0.0034989i,0.0085551+0.027428i,0.010436+0.037873i,0.0029438+0.050109i,-0.0070562+0.068819i,-0.00048231+0.086482i,0.026058+0.082315i,0.044063+0.045103i,0.033845+0.012341i,0.012736+0.011732i,-0.004464+0.019207i,-0.012312+0.015988i,-0.0063515+0.0059257i
0.40916+0.35125i,0.55486+0.29604i,0.48059+0.12995i,0.25851+0.025461i,0.10012-0.022964i,0.033706-0.08297i,-0.021411-0.10402i,-0.053659-0.0708i,-0.039579-0.040577i,-0.01794-0.041628i,-0.014413-0.052277i,-0.011138-0.04466i,0.0077369-0.03109i,0.031969-0.037634i,0.03961-0.056745i,0.020574-0.061529i,-0.0093132-0.035896i,-0.021608-0.0029351i,-0.006977+0.005328i,0.015227-0.0088939i,0.023033-0.022906i,0.01112-0.024915i,-0.0089598-0.016323i
-0.48616+0.11771i,-0.59395+0.053396i,-0.54735+0.031881i,-0.38277+0.12906i,-0.18103+0.20077i,-0.049852+0.15373i,0.0043269+0.065958i,0.035563+0.0086615i,0.038514-0.011211i,0.01811+0.0017456i,0.0036492+0.021982i,-0.011005+0.025691i,-0.033145+0.017396i,-0.052098+0.013428i,-0.054316+0.016617i,-0.037092+0.010214i,-0.022702-0.0096888i,-0.02173-0.018035i,-0.024902-0.0095529i,-0.027809+0.00062304i,-0.022933+0.0095925i,-0.0086002+0.012601i,0.0065482+0.0087086i
