0.00028138+0.00038491i,0.0010401-8.5113e-05i,0.00051931-0.0017691i,0.00065924-0.0019464i,9.573e-05-6.972e-05i,-0.00071234+0.0010371i,-0.00022683+0.0014992i,0.00010345+0.0020001i,0.00011238+0.0015853i,0.00017261+0.00073407i,-0.00039967+0.00012148i,-0.00096785-0.00045198i,-0.00094711+0.00030817i,-0.00054107+0.00093972i,-0.00046528+0.0004419i,-0.0007493-0.00036766i,-0.0001674-0.00098115i,0.0010229-0.00055477i,0.0010052-0.00011982i,0.00041416-0.00018179i,-0.00019553-0.00043402i,-2.9481e-05-0.00053097i,0.00037509-0.00038492i
0.0016448+0.00069262i,0.0020214+0.0002094i,0.0016246-0.00068956i,0.0010011-0.00080991i,0.00044037+0.00017179i,-0.00015791+0.00061845i,-0.00043614+0.00078208i,-2.4777e-05+0.00039328i,0.00040308-0.00026391i,0.00030435+0.00016365i,-8.6797e-07+0.00054239i,0.00028935+0.00025384i,9.5824e-05+0.00079183i,-0.00074479+0.00023701i,-0.00067086-0.00031459i,-0.00014174-0.00036443i,0.00095904-0.00038338i,0.0011337+4.9837e-06i,3.6346e-05-0.00022903i,0.00011464-0.00037707i,0.00052321-0.00026282i,0.00060351-0.00037835i,0.00070089-0.00066709i
0.001176-0.00068794i,0.00086734-0.00028516i,-0.00028869+0.0001326i,-6.6139e-05-0.00020698i,0.00088192-3.4432e-05i,2.9297e-05+0.00039742i,-0.00066323-0.00045628i,-4.9658e-05-0.00044162i,3.3703e-05+0.00046815i,-0.00046067+0.00066871i,-0.00032193+0.00060234i,1.657e-05-4.9957e-05i,-6.1725e-05-0.00062156i,7.7867e-06+0.00011633i,0.00047988+0.00028274i,0.0013304+0.00013024i,0.00092446+0.00085213i,5.9729e-05+0.001004i,-0.00030794+8.9298e-05i,-0.00029489-0.0010242i,0.0003226-0.00070023i,0.0007553-1.1463e-05i,-1.7423e-05+0.00018606i
0.0011224+0.0010282i,0.0025605+0.0013809i,0.0035775+0.00010286i,0.0020223-0.0014524i,0.00016-0.0011695i,-0.00083475-0.0005322i,-0.00071598-0.00026957i,-0.00091357-0.00019583i,-0.0012109-0.00081123i,-0.00037336-0.0012084i,0.00022492-0.0011138i,-0.00046987-0.00043435i,-0.00013452+0.00096207i,0.00024076+0.0012627i,0.00020973+0.0010835i,-7.9527e-05+0.0011443i,-0.00028363+0.00085817i,-0.00036648+0.00032508i,-0.00042204+0.00027924i,0.00021054+9.3712e-05i,0.00058199+0.00024956i,0.00085039-1.1903e-05i,0.0013169-0.00016547i
-0.00028911+0.00086592i,0.00044622+0.0010363i,0.0013113+0.0008533i,0.0015759+0.00055732i,0.0015877+0.00093515i,0.0013493+0.001263i,0.00058437+0.00028337i,-0.00052641-0.0003048i,-0.00063126-0.00022802i,0.00013365-0.00073905i,-0.00010908-0.00033209i,-0.00012578+6.3417e-05i,0.00024884+0.00029578i,0.00026908+0.00066419i,0.00018646+0.0012641i,-0.00024535+0.0010578i,-1.8662e-05+0.00029783i,0.00060917+0.00013934i,0.00036905+8.284e-05i,0.00015779+0.00013922i,4.6921e-05+0.00020411i,-0.00036652-6.9992e-06i,-0.00022236-0.00055579i
5.6537e-05-0.00020225i,0.00042279+0.0003467i,0.00071516+0.00056684i,0.00060172+0.00061371i,0.00026819+0.0011036i,-0.00051301+0.0015295i,0.00010163+0.0018624i,0.00086733+0.0014266i,2.4304e-05+0.00023105i,-0.00076586-0.00039872i,-0.00044534+9.6471e-05i,-7.9532e-05+0.00036445i,0.00015826+1.642e-05i,-0.00020709+5.2128e-05i,-0.00036005-5.1133e-05i,0.00010186-0.00057839i,0.00046035-0.00015837i,-5.6753e-05+0.00013371i,-0.00030739+0.00030812i,-0.00018765+0.00084797i,-0.00066008+0.0011458i,-0.00065451+0.00076643i,-0.00016535+0.00013839i
-0.0020061-0.0018539i,-0.0018848-0.0018199i,-0.0020604-0.0011879i,-0.0027217+0.00037318i,-0.0020352+0.0011479i,-0.00039699+0.0003709i,-0.00016291-0.0004073i,-0.00080103-0.00060608i,-0.00037978-0.00048399i,-8.9527e-05+0.00034653i,-0.00042829+0.00037874i,0.00011846-0.00015611i,-0.00010478-0.00042144i,-0.00054431+1.439e-05i,-0.00021115+0.0006745i,0.0004849+0.00019375i,0.00014482-0.00071248i,-0.00016604-0.00086247i,0.00016157-0.00046596i,8.809e-05+0.00020772i,0.00010761+0.0006736i,0.00013946-0.00032881i,4.9826e-05-0.00072951i
-0.00016107+0.00018041i,0.00016052+0.00019364i,0.00067531+0.00041513i,0.00017527+0.00068623i,0.00012602+0.00075303i,0.00030101+0.00017804i,-0.00044837+0.00033097i,-0.00037847+0.00056315i,-0.00017408-1.1733e-05i,-0.00014249-0.00041801i,-0.00011936-0.00041842i,-0.00070216-0.00019054i,-0.00055326-0.00046582i,0.00014061-0.00035204i,0.00016122+0.00042659i,0.00032585+0.00069197i,0.0011555+0.00051869i,0.00075358+0.00048675i,-0.00052601+0.0008252i,-1.4746e-05+0.0010357i,0.00044985+0.0016447i,0.00032965+0.0011564i,-0.00031046+0.00024204i
0.0010542+0.00024325i,0.0014594+0.00047554i,0.0015596+0.00075271i,0.0011992+0.00078749i,0.00090577+8.5217e-05i,0.00081191-0.00025039i,0.00012338+0.00040171i,-0.00014943-0.00020237i,0.00011229-0.0005198i,8.7758e-05-0.00040665i,0.00028577-0.00039683i,0.00034174-0.00014906i,5.8278e-05+7.9878e-05i,2.9213e-05+0.00061697i,-0.00021719+0.00060864i,-0.00033037+0.00032368i,0.00020368+0.00046328i,0.00018199+0.0002806i,-2.3617e-05-0.00015631i,-9.1502e-05+0.00023041i,-0.00043144+0.00049634i,-0.00091944-2.3869e-05i,-0.00017098-0.00044959i
-0.0011146-0.0004142i,-0.00092234-0.00060019i,-0.00081693+0.00023935i,0.00017162+0.00092676i,0.00075205+0.0012731i,0.00083478+0.00076817i,0.00035258+0.00089146i,-7.4542e-06+0.00063401i,-0.00032234-0.00090379i,-0.00079283-0.00094095i,0.0001939+1.6077e-05i,0.00021863+0.00029591i,-0.00071377+8.6697e-05i,-0.00089169-0.00047069i,-0.00035704-0.00074494i,-0.00020983-0.00013778i,-0.0010065+0.0010266i,-0.0010832+0.0011128i,-9.483e-05+0.00077728i,0.00063494+0.00053066i,0.00081914-0.0002824i,6.0801e-05-0.00076902i,-0.00036055-0.00029926i
-0.00061716+0.0012015i,-7.7483e-05+0.0010059i,0.00051954+0.0020831i,0.001177+0.0019683i,0.0010398+0.0006679i,0.00047122-2.6806e-05i,-0.00061061+0.00096903i,-0.00064936+0.0013338i,-0.00040792+0.00077013i,-0.00032471+0.0001412i,-0.00033596-0.00041193i,-0.00027896-0.00059882i,0.00038567-0.00075673i,0.00024666-0.00044286i,0.00048598+0.00041423i,0.00070597+0.0003542i,0.0002029+6.5586e-05i,-0.00097154+0.00031116i,-0.0013959+0.0003936i,-7.998e-05+0.00047751i,0.00073751+0.00017842i,-0.00010221+0.00033238i,-0.00036263+0.0006623i
-0.00015529+0.0018989i,0.00070704+0.0015354i,0.0020851+0.0011961i,0.0027709+0.00089116i,0.0025826+0.00031016i,0.0022734-0.00028659i,0.0019509+8.3274e-05i,0.00097256+0.00024423i,7.3981e-05-0.0004225i,-0.00062352-0.000397i,-0.00046873+0.00011927i,-0.00025169-0.00088805i,-0.00085587-0.001574i,-0.0009595-0.00024522i,-0.00028893+0.00074013i,0.00029365-0.00022704i,0.00069534-0.00063129i,0.0010506+2.2034e-05i,0.00083323+0.00056933i,0.0009239-0.00012619i,0.00071243-2.0807e-05i,7.4717e-05+0.0012748i,0.00052676+0.0011027i
-0.00037499-0.0008807i,-0.00017142-0.0011101i,-0.00013421-0.00021811i,-0.00025261+0.00088853i,0.0001049+0.0011772i,0.00083934-0.00017809i,0.00064046-0.00096784i,-0.00029035-0.00029167i,-0.00046953+0.00025519i,-0.00025465+0.00053059i,-7.5433e-05+0.00074468i,-0.00039307+0.0010223i,-0.0010404+0.00058915i,-0.0015971+0.0002792i,-0.0012891+2.6994e-05i,-0.00018012-0.00077776i,-0.0002384-0.0010339i,-0.00085744-1.6961e-05i,-0.000574+0.00027562i,-2.1386e-05+0.00021443i,-0.00017854+0.00040068i,-0.00022417-0.00033902i,-0.0002213-0.0012012i
0.0010313-0.00050368i,0.00049575-0.00059762i,-4.4461e-05-0.00059899i,0.00090997-1.6909e-05i,0.0010472+0.0010595i,0.00050389+0.0016687i,3.6049e-05+0.0011594i,-0.00041692+0.00056257i,-0.00034739+5.7361e-05i,-0.00018578+0.00029885i,-0.0002779+0.00042239i,-0.00030885-0.0004379i,-0.00010859-0.00048926i,-8.2904e-05-5.0964e-05i,-0.00013173-9.0869e-05i,-0.00020041-7.2251e-05i,-0.00041721-0.0002978i,-0.00073109-1.0416e-06i,-0.00020309+0.0004739i,0.00044852+0.00036986i,0.00095996-7.0053e-05i,0.00060926-0.00039169i,-1.941e-06-0.00046985i
-0.00061573-0.00027908i,-0.001152+0.00083316i,-0.00040859+0.001165i,0.00054689+0.00086679i,0.00031875+0.00061475i,0.00010123+0.0006577i,0.00053535+0.00066534i,0.00032314+0.00045257i,0.0001898+3.9211e-05i,-0.00010206+0.00010924i,2.345e-05+0.0002804i,-0.00010797-0.00020504i,-0.00065816-0.00049501i,-0.00049994+4.3279e-05i,0.00010803+0.00023195i,8.3619e-05-0.00069078i,-0.0001362-0.00067693i,-0.00052242+0.00048805i,-0.00020298+0.00039675i,0.00087177-0.00010717i,0.0012128+0.00059515i,0.00092153+0.0011887i,0.00040997+0.0012081i
5.6839e-05-0.00022405i,0.00046071+3.4849e-05i,0.00076736+0.00063596i,0.001137+0.00054599i,0.00093206-0.00013287i,0.00033315-0.0013616i,0.00013307-0.001174i,-0.00051154-0.00038i,-0.00093459+5.1574e-06i,-0.0006552+0.00042699i,-7.2143e-05+0.00069604i,0.00033541+0.00070028i,4.2963e-05+0.00060112i,-0.00019273+0.00076762i,-0.00022685+0.00026927i,-0.00030271+5.1846e-05i,-0.0002169+0.00039876i,-0.00018351+0.00082253i,0.00014746+0.0010531i,0.00034367+0.00077428i,-0.00044394+0.00053963i,-0.00063987+0.00012132i,-0.00028956-9.0915e-05i
-0.00040126-0.00070918i,0.00055736-0.00081131i,0.00043855-5.1552e-05i,0.00034212+0.00073079i,0.00023803+0.0012813i,-0.00013571+0.001395i,-0.00027601+0.0015119i,-0.00011374+0.0015472i,2.8974e-05+0.00080788i,0.00056238+0.00045821i,0.00049044+0.0010655i,0.00045112+0.0015028i,0.00084293+0.00097542i,0.00089029+6.0604e-05i,0.00058704-0.00045753i,0.00029077-0.0010494i,0.00044992-0.00065957i,0.00031558+0.0006837i,-5.4902e-05+0.001214i,-0.00025641+0.00041788i,-0.00040111-0.00032404i,-0.000569-0.00035812i,2.0955e-05-3.0405e-06i
-0.0011874-0.00056726i,-0.00061693+0.00031749i,-0.0012077+0.0018142i,-0.0017579+0.0023342i,-0.0008166+0.0019787i,0.0004623+0.0016215i,0.0001393+0.00061134i,-0.00052413+0.0001095i,-0.00044448+4.0479e-05i,-0.00050696-0.00043879i,-0.00022369-0.00079128i,0.00025138-0.00073653i,-3.0621e-05-0.0007613i,-0.00026384-0.0010321i,-0.00016184-0.0010809i,8.8233e-05+7.229e-05i,0.00039984+0.00031701i,0.00085237+4.7354e-05i,0.00030204-7.761e-05i,-0.00027689-0.00052876i,0.00019808-0.00014149i,0.00035332+0.00025144i,0.00046137+0.00031701i
-0.0012223+0.00064862i,-0.0008008+0.0010307i,-0.00011159+0.0011587i,0.0010862+0.0011112i,0.0010881+0.0012617i,0.00033166+0.00094648i,-0.00079261+0.0004918i,-0.001412+0.00014217i,-0.00028917+7.2359e-05i,-3.6841e-05+0.00042527i,-1.1044e-05+0.0004625i,0.00035951-0.00041858i,-0.00049416-0.00068533i,-0.0008685-0.00010047i,-0.00074828-0.00036638i,-0.0012934-0.00058198i,-0.00081828-0.00046478i,0.00034408+8.0472e-05i,0.00066572+0.00078574i,4.5339e-05+0.00088208i,-0.0004942+0.00058037i,-0.00016865+0.00029696i,0.00010744+0.00012909i
0.001785+4.6836e-05i,0.0022257-0.0010736i,0.001153-0.0021687i,0.0004798-0.0018382i,0.00018786-0.0012258i,-0.00076456-0.00079887i,-0.00073543-0.0013743i,-0.00066698-0.0019586i,-0.00082081-0.0012274i,-0.00095099-0.00044149i,-0.00097322-0.00041024i,-0.00096666-0.00014859i,-0.00068848+0.0008106i,-0.00027297+0.0007675i,-0.00011074+0.00021483i,0.0002774+4.1687e-05i,-8.8979e-05+5.2838e-05i,-0.00011076+0.0010273i,0.00034287+0.0010513i,5.2643e-06+2.7388e-05i,-5.4747e-05-0.00072073i,3.92e-05-6.1118e-05i,3.0808e-05+7.3935e-05i
-0.0011614+0.0021646i,0.0001145+0.0018724i,-0.0010096+0.0019984i,-0.001119+0.0015807i,0.00027583+0.0010002i,0.00035156+0.00053791i,0.00013626+7.3193e-05i,0.00010528+7.922e-06i,0.00022018+0.00053949i,0.00053427+6.2729e-05i,0.00064432-0.00010368i,0.00022191+0.00068141i,-0.00032746+0.0012021i,-0.0014007+0.0011459i,-0.00176+0.0001768i,-0.00091533+0.0001941i,-0.0012126+0.00021068i,-0.0016865-0.00039087i,-0.00074266-0.00032942i,0.00063971-0.00035082i,0.00090863+0.00023834i,7.6008e-05+0.00042672i,-0.00028047+3.5733e-05i
0.0013105+0.00085309i,0.0020862+0.0012156i,0.0028646+0.0001401i,0.0025819-0.00026665i,0.0020278-0.00013748i,0.0010623-2.7387e-05i,-0.00011183+0.0002833i,-0.00049305+0.00073618i,-0.00042422-0.00019701i,-0.00017611-0.0010862i,-0.00016418-0.00081774i,-0.00075525-0.00062025i,-0.00090112-0.0003919i,-0.00011827+0.00028138i,0.00029419+0.00061372i,-0.00058129+0.00045424i,-0.00079022+0.00038452i,-9.9737e-06-0.00013272i,3.8669e-05-2.379e-06i,0.00047984+0.00093744i,0.0012428+0.001111i,0.00098126+0.00015388i,0.00040465-0.00019706i
0.00020492+3.5603e-05i,1.9038e-05+0.0010156i,-0.00022665+0.0010326i,0.00031788+0.00086859i,0.00096563+0.0011367i,0.00041647+0.00034497i,0.00023871+0.00035022i,0.00016627+0.00087735i,-0.00025852-0.00067994i,-0.00035661-0.0020113i,-0.00011166-0.0012137i,6.0171e-05-0.00013382i,-8.212e-05+0.00026229i,-0.00027456+0.00016843i,-7.7737e-06+8.0905e-05i,0.00015582+6.0521e-05i,-0.00021778-0.00032308i,-0.00058212-0.00077532i,-0.0006555-0.00069516i,-0.00064285+6.2879e-05i,-0.00040972+0.00051932i,4.3219e-05+0.00045835i,0.00052996+0.00038652i
0.0013471-0.00057249i,0.00045876+0.00047111i,-0.0003175+0.000449i,-0.00030021-4.0983e-05i,-0.00081668+0.00018094i,-0.0010129+4.0627e-05i,-0.00083561-0.00015138i,-0.00013409+0.00034837i,0.00014216+0.00023327i,-0.00011017+5.6635e-05i,-4.894e-05+0.00070231i,-5.6381e-05+0.00034998i,-0.00022355-0.00017161i,-0.00032271-0.0001482i,-8.2531e-05-0.00083622i,0.00083783-0.0016397i,0.00074793-0.00089535i,0.0002361+2.2077e-05i,0.00017278-0.00039355i,0.00065398-0.00038868i,0.0006835-0.00045284i,-0.00017838-0.0010149i,-0.00086704-0.00067198i
0.0020789+0.00013364i,0.0016982+0.00096974i,0.0017559+0.0013549i,0.0014739+0.0010466i,0.0015915+0.00099383i,0.0013999+0.0011482i,0.0010894+0.00096589i,0.00033244+0.00044868i,-6.6915e-05+0.00012893i,0.00033984+3.4581e-05i,-1.3028e-05-0.00038371i,0.00017726-0.00026201i,0.00029365+0.00078583i,4.4084e-05+0.001214i,0.00050872+0.00033456i,0.00092967-0.0001068i,0.00093168+0.00037211i,0.00063756+0.0010418i,0.00033731+0.00093464i,0.00043694+0.00080217i,0.00044914+0.0009771i,0.00051336+0.00012194i,0.0010853-3.1765e-06i
0.00025163-0.00030415i,0.00041239-4.2879e-05i,0.0010007-0.00011972i,0.0012865+0.00086693i,0.0011043+0.0015146i,0.0002139+0.0012126i,-0.00062269+0.00023936i,-9.6984e-05-0.00029507i,0.00034256-0.00035471i,-0.00078355-0.00016883i,-0.0015287-0.00026868i,-0.0011564+0.00029879i,-0.0012839+0.00019721i,-0.0010208-6.8112e-05i,0.00034786+0.00059115i,0.00042091+0.00033466i,-5.5669e-05+0.00024751i,-0.000211+0.00015591i,-0.00034589-0.00044344i,-3.5441e-06+2.215e-05i,8.1426e-05+0.00076854i,0.00019688+0.00055039i,-0.00023133-0.00013199i
-0.00014372+0.00086723i,-0.00021507+0.00031524i,0.00081032+0.0011968i,0.001795+0.0014189i,0.0015435+0.00063381i,0.00011663-4.8035e-05i,0.0001279-0.00024129i,0.00020694+8.1139e-05i,-0.00036152-4.093e-05i,-0.0004524+0.00010485i,-0.00019198+0.00024713i,7.2556e-05+9.6101e-05i,-9.06e-05-3.5399e-06i,0.00011484+0.00019857i,4.1639e-05-0.0001785i,-0.00014376-0.0010564i,0.00019881-0.0011147i,-0.00028267-0.00077283i,0.00061616-0.00091194i,0.0017961-0.00037367i,0.00073591+0.0004702i,-0.00027565-0.00037366i,-7.9496e-05-0.0011558i
0.00046136-0.00092099i,-0.00035171-0.00038715i,-0.0010458-0.00035616i,-0.00099733-0.00053005i,-0.00044916-0.00047102i,0.00020529-0.00063917i,-6.9942e-05-0.00016042i,-0.00065638-0.0002164i,-0.00049887-0.00026007i,-0.00036555+0.00042135i,-0.00035586-0.00011375i,0.0004273-0.0004818i,0.0010089+0.00028723i,0.00099156+4.797e-05i,1.8373e-05-0.00094996i,-0.00040043-0.00057429i,-0.00042+0.00067275i,-0.00058109+0.00033061i,-0.00036187-0.00048789i,-0.00069316-0.00011464i,-0.0015842+0.00035074i,-0.0014867+0.00050974i,-0.00078573+0.00075948i
0.00071351+0.00051172i,0.00070804+0.00097366i,0.0019011+0.00069471i,0.0026022+0.001057i,0.0015728+0.0010714i,0.00018864+0.00060236i,-0.00021692+0.00087243i,-0.00015004+0.00060186i,-2.8644e-05+0.00024685i,-0.00046027-0.00029112i,-0.0011636-0.00068581i,-0.0012729+0.00013353i,-0.00041203+0.00028625i,-0.00055101+0.00057825i,-0.0011749+0.00076517i,-0.00061726+0.00063896i,0.0003935+0.00073184i,0.0011559+0.00060754i,0.0011498+0.00065459i,0.0009445+0.0008269i,0.00074555-1.4085e-05i,0.0005176-0.00026827i,5.9015e-06+5.7576e-05i
-0.000829+0.00068684i,-0.0002921+0.00014587i,0.00055748+0.0004126i,0.00075307+0.00075741i,0.00091232+0.0007852i,0.00079604+0.0002601i,0.00011243-0.00016051i,-0.0004027+0.00021111i,-0.00079058+0.0005482i,-0.00068046+0.00037273i,-0.00022878-0.00041476i,-5.7735e-05-0.00021655i,2.5304e-05+0.00086982i,-0.00039738+0.0012197i,-0.00094602+0.001043i,-0.0006017+0.00054938i,-0.00022047+0.00033047i,-0.00033423+8.3449e-05i,-0.00029266-0.00018287i,0.00023406-0.00033357i,0.00031008-0.00040652i,-0.00016528+0.00021361i,-0.00089348+0.0012514i
0.0010369-0.0010758i,-0.00015153-0.0012758i,4.3421e-05-0.0014777i,0.0011282-0.00089125i,0.00058542-5.7059e-05i,-0.00031194+0.00015153i,-0.0010881+0.00058037i,-0.0013751+0.0005422i,-0.00050195+0.0003411i,-0.0006176+0.00048637i,-0.00058705+0.0009968i,-8.8638e-05+0.0010108i,-0.00023647+0.00091008i,-0.000522+0.0012426i,-0.00045786+0.00016532i,0.00039277-0.00053408i,0.00063061-0.00037062i,0.00075348-0.0007813i,0.0010868-9.7472e-05i,0.00022014+0.00044195i,-0.00055386+3.9633e-05i,-0.0001886+0.000447i,-0.00044058+0.00094783i
-0.0014304+0.0015625i,-0.0010504+0.0015339i,0.00022546+0.0014783i,0.00064382+0.0016616i,0.00025798+0.00094841i,-0.00030301+0.00039269i,-0.00072539+4.0246e-05i,-0.00030225-0.00043852i,9.7876e-05-0.00040137i,-7.8672e-05-0.00017651i,-0.00022929-0.00018577i,-0.00020618-0.00082397i,-5.622e-05-0.0010913i,6.972e-06-0.00028457i,-0.0001604+0.0005814i,-0.00062413+0.00091784i,-0.00081677+0.00041018i,-0.00021177-0.00015441i,0.00042247+3.5783e-05i,0.00036188+0.00063016i,-0.00038743+0.00091947i,0.00013959+0.00049223i,0.0011798+0.00049269i
-0.00014849+0.0010573i,-0.00077092+0.0011411i,0.00017946+0.0017263i,0.0025425+0.0020988i,0.0028946+0.0013162i,0.0013624+0.00060455i,0.00073813+0.001238i,0.00057732+0.0013652i,0.00026671+6.4871e-05i,0.00031195-0.00070961i,-3.1079e-05-0.00075309i,-0.00083338+3.435e-05i,-0.00051714-8.0484e-07i,-0.00010644-0.00015036i,-0.00095835+0.00010258i,-0.00093731-1.7517e-05i,-5.5304e-05+0.00012696i,-6.5645e-05-1.0329e-05i,-0.00023984+0.00017701i,-0.00023069-4.7831e-05i,-4.996e-05+4.7876e-05i,0.0001548+5.4399e-05i,0.00024756-0.00017612i
-0.0018714-6.5016e-06i,-0.0019183+4.1569e-05i,-0.0021843+0.00052139i,-0.00073579+0.00018731i,0.001106+0.0006245i,0.0010854+0.0006585i,0.00054131+0.00032157i,-0.00044902+0.0002386i,-0.0012015-4.4916e-05i,-0.0015197-3.6918e-05i,-0.00083113+0.00039282i,0.00011138+0.00021858i,0.00040344-0.0011217i,0.00044208-0.00089898i,-0.00061524+0.00029972i,-0.00079357+0.00049813i,-0.00028672+0.00013473i,-0.00019942-0.00032914i,1.9118e-05-0.00035435i,-0.00015171+0.00056233i,-0.00069582+0.00092521i,-0.00056621+0.00047425i,4.9193e-05+2.6786e-05i
-0.00081052+0.0012625i,-0.0007688+1.5032e-05i,-0.00095901-0.00082675i,-0.00054817-0.00029957i,0.00024813-0.0002972i,0.00041395-0.00027715i,5.6252e-05+0.00046005i,-0.00016978+0.0013711i,0.00012376+0.0016146i,0.00041288+0.00085949i,0.00015762+0.0001955i,0.00022551-0.00029922i,1.3095e-05-0.00046903i,-0.00040488-0.00028713i,-0.00079771+5.867e-05i,-0.00054185+0.00030347i,1.8602e-05+0.00036617i,-0.00017811+0.00026567i,0.00014914+0.00020168i,0.00027253+0.00015707i,1.3418e-05-6.8286e-05i,-5.1198e-05-1.8043e-05i,-0.00016255+0.00033901i
0.00029106+0.0024089i,0.0010041+0.0023089i,0.0021037+0.0023259i,0.0023653+0.0017345i,0.0019487+0.00066847i,0.00036021-0.00026328i,-0.00063748-0.0010733i,0.00027786-0.00083648i,0.00065847-0.00019805i,-0.00024273-0.00056795i,-0.00020072-0.0010941i,0.00015444-0.00065731i,-0.00079595+0.00094487i,-0.0011269+0.00095881i,-0.00051775+0.00027686i,-0.00054044-2.8622e-05i,-0.00067224-0.00055964i,-0.0007054-0.00051714i,-0.0002068-0.001012i,0.00015858-0.00073568i,-4.2162e-05-0.00015067i,0.00067772+0.00022821i,0.00086649+0.00086649i
-0.00018904+0.00031807i,-9.2068e-05-0.00034146i,0.00097823-0.00042087i,0.0015906-0.00033017i,0.0006963-0.0002173i,-0.00019352+0.00065316i,0.00018461+0.00067714i,-6.9299e-05+0.00017295i,-0.00084273-0.00011156i,-0.00073813-0.0010749i,-0.00038435-0.0015912i,-0.00065447-0.0007408i,-0.000802-7.5547e-05i,0.00013154+1.0205e-05i,0.00087774+0.00030963i,0.00089157+0.00016043i,0.00047206+4.3475e-05i,-0.00011187-1.5744e-05i,-0.00026563+0.00038476i,0.00026726+0.00047665i,0.00087561+0.0004118i,0.00053795+0.00089467i,-0.00046176+0.0013386i
-0.00021616-0.00032716i,-0.0010635-0.0003511i,-0.0011087-9.7748e-05i,-0.00085836+0.00034684i,-0.00023373+0.00020995i,0.00030213+0.00078643i,-0.00020998+0.00098893i,-0.0010304+0.00050473i,-0.0014827-8.5901e-05i,-0.0015586+0.00012873i,-0.0011347+0.00037959i,-0.00080724+0.00014372i,-0.00057779+0.00025384i,-0.0003383+0.00088565i,-0.00039776+0.00039554i,5.6587e-05-0.00020255i,0.00094375+3.4771e-05i,0.0010496+0.00023708i,0.00093003+0.00012618i,0.00034243+0.00025902i,0.0001235+0.00033176i,0.00012195+0.00021096i,0.00045663-1.1625e-05i
7.8294e-05+0.0011588i,0.00044312+0.00084857i,0.00032442-0.00018032i,0.00014503-0.00012331i,0.00039129-0.00014134i,-0.00027618-0.00030333i,-0.00028354-0.00070751i,-0.00053907-0.00095172i,-0.001555-0.00087845i,-0.00097296-0.00068557i,-0.0002246+0.00029234i,-0.00057725+0.00019157i,-0.00065905-0.00066317i,-0.00022391-9.753e-05i,-9.7597e-05+0.00035517i,4.8084e-05+0.0007817i,0.00089817+0.0012639i,0.00093966+0.0012618i,0.00061001+0.00036086i,0.00094969+4.4333e-05i,0.00036354+0.00028123i,-0.00084237+2.8803e-05i,-0.00054079-0.00024832i
0.0012402-0.001844i,0.0012857-0.0013038i,0.00014858-0.0010455i,8.025e-05-0.0011726i,0.00054859-0.00028874i,0.00014988+0.00065382i,-0.00033645+0.00068989i,-0.00043727+0.00020632i,-0.00071665+0.00032824i,-0.00081921+0.00042277i,-0.00069515-0.00059466i,-0.00091327-0.00045988i,-0.00078603+0.00079025i,-0.00031674+0.00078476i,-0.00020365-0.00026702i,-9.199e-05-0.00064262i,0.00020255-0.00032393i,8.7658e-05-0.00015342i,6.4688e-05-0.00060366i,2.1331e-06-0.0007126i,0.00038779-0.00022872i,0.00069176+0.00017283i,0.00042601+0.0001264i
0.00044052-1.5354e-05i,0.00023585+0.00030903i,0.0001017+0.00096127i,0.00039324+0.00072225i,0.0007045+5.331e-05i,0.0010562-0.00036899i,0.00065115-0.00016522i,-0.00014709-1.474e-05i,-0.00040581+0.00037514i,-0.00034231+0.00036285i,-4.3966e-06-0.00031905i,-0.00034865-0.00020287i,-0.00077486-0.00062651i,-0.00071473-0.0011414i,-0.00027991-0.00017376i,-0.0003445+0.00020091i,-0.00095208+0.00040687i,-0.00046606+0.00043674i,0.00064679-9.2271e-05i,0.00062429-0.00040198i,0.00025207-0.00033246i,-1.5308e-05+0.00036411i,-0.00068693+0.00010749i
-0.00039033+0.001307i,-0.00088147+0.0008424i,-0.0016316+0.0010794i,-0.0011449+0.0012887i,-0.00020817+0.00076182i,-0.00039528+0.00022854i,-0.00077565+0.00021337i,-0.00078285+0.00030358i,-0.00027094+0.00020893i,-0.00027-0.00031495i,3.9056e-05-0.00060561i,0.00054379-0.00029308i,0.00024014+0.00060581i,2.3039e-06+0.00056566i,-7.7394e-05+5.5245e-05i,-0.00041569+0.00014004i,-0.00040125+0.00025039i,-0.00026043+1.6916e-05i,0.00015113-0.00014961i,0.00064531-0.00016233i,0.00041602+0.00028845i,3.3554e-05+9.6562e-05i,9.27e-05+7.8268e-05i
-0.00093313+0.0011803i,-0.00068003+0.0016679i,-9.6721e-05+0.0023085i,0.0010746+0.0011047i,0.0017758+0.00021656i,0.00059955+0.00064918i,0.00028117+0.0004712i,0.00040668-9.4818e-05i,-0.00015694-0.00043823i,-0.00068651+0.00020377i,-0.00029801+5.8529e-05i,0.00022577-0.0010013i,0.00010816-0.001252i,-0.00042207-0.0011674i,-0.00052385-0.0015171i,-2.0637e-05-0.00067801i,-0.00015331+0.00068123i,-0.00021046+0.0004702i,3.7668e-05+0.00055576i,0.00014161+0.000191i,0.00013093-0.00025939i,0.00016515+8.3932e-06i,0.00029051-0.00044248i
