-0.00031426+0.00025655i,-0.0011564+0.00041515i,-0.0014736-0.00035327i,-0.0010863-2.1783e-05i,-0.00083035+0.0013169i,-0.00091882+0.0016014i,-0.0010438+0.0016076i,-0.00070051+0.0015678i,0.00012383+0.00088433i,0.00053081+0.00027643i,0.00063489+0.00029763i,0.00015722-0.00032738i,-0.00027584-0.00056886i,-0.00015578-0.00024462i,5.7405e-05-0.00069631i,4.1898e-06-0.00039459i,-3.4573e-05+0.00034535i,-1.4826e-05+0.00086671i,-0.00012909+0.00040384i,8.6207e-05+0.00019965i,5.3322e-06+0.00066797i,-0.00061817+0.00030103i,-0.0010083-0.00042037i
0.0020253+0.00080295i,0.0029993+0.0012277i,0.0021455+0.0020499i,0.00045707+0.0021676i,-0.00024481+0.0014366i,-0.00045686+0.00081886i,-0.00085038+0.0002591i,-0.0011546+4.148e-05i,-0.00098101+8.7624e-05i,-0.00010996+0.0001097i,0.0012045-6.6514e-05i,0.0014621-0.00056748i,0.0013679-0.00040472i,0.0014314+0.0013524i,0.00038456+0.0032424i,-0.0010188+0.0037017i,-0.0019192+0.0023773i,-0.0017283+0.00084086i,-0.0007958-0.00033808i,-0.0001774-0.00025759i,0.00012664+0.00071348i,0.00031837+0.0010267i,0.00078956+0.00093267i
-0.0029139+0.0016124i,-0.0021363+0.0015967i,-0.00092045+0.00042679i,-0.00042772+9.9125e-05i,0.00021393-0.0002295i,0.00099929-0.00029441i,0.0010247+0.00034497i,8.0252e-05+0.00097073i,-0.0008129+0.0017974i,-0.00044278+0.0022703i,0.0007348+0.0017406i,0.0021966+0.0017109i,0.0031759+0.0023086i,0.0022027+0.0021452i,-0.0003035+0.0017591i,-0.0017935+0.0015076i,-0.0011316+0.00093074i,-0.00017234+0.00024084i,-0.00063695-0.00069397i,-0.00082884-0.00097823i,-0.00075946+0.00015169i,-0.00065327+0.00079486i,0.0002708+0.00056739i
0.00043262+0.002165i,0.003194+0.0012498i,0.004377+0.0012166i,0.0032196+0.00063295i,0.0015326-0.00066675i,-0.00043851-0.0019892i,-0.0013029-0.0017668i,-6.6177e-06-0.00042528i,0.0014951+0.00043423i,0.0013329+0.00087572i,0.0010086+0.00067024i,0.0011015+0.00074721i,0.0012081+0.0016503i,-9.7079e-05+0.00095143i,-0.0023001-0.00084507i,-0.0033057-0.0016513i,-0.002083-0.0011877i,-7.5672e-05-0.00010295i,0.00010703+0.00050792i,-0.00076813+0.00072725i,-0.0016453+0.00044549i,-0.0014201-1.4396e-05i,-0.00049257-0.00019793i
-0.0044996+0.00015929i,-0.0059933-5.7205e-05i,-0.0043942-0.00072005i,-0.0013525-3.1227e-05i,-0.00082082-0.00017305i,-0.0016147-0.00078796i,-0.001595-0.00060554i,-0.00094689-0.00059915i,-0.00014892-0.0011276i,6.4549e-05-0.0010207i,4.4275e-05-0.00012066i,0.00061311+0.00080617i,0.00083659+0.0013311i,0.00013651+0.0007203i,-0.0011961-0.00079965i,-0.0017091-0.0025029i,-0.00054598-0.0024259i,0.00022214-0.00034352i,5.1761e-06+0.00020736i,0.00014045-5.938e-05i,0.00028524-0.00038131i,-0.00064823-0.00098527i,-0.0012512-0.00076483i
0.0022654+0.00030412i,0.0024915+0.0014853i,0.0014985+0.0020685i,-2.6735e-05+0.00132i,0.00021781+0.00040972i,-0.00032747-0.00055224i,-0.0014318-0.0013695i,-0.0013619-0.0011449i,-0.0019165-0.00067766i,-0.0024792-0.0005416i,-0.0016448+0.00056152i,-0.0011259+0.0014573i,-0.00099528+0.0017581i,5.4559e-05+0.00053815i,0.00090006-0.0020698i,0.00098517-0.0041216i,0.0013781-0.0031414i,0.00090436-0.00097348i,-0.00025744-0.00021684i,-0.00056484+0.00061032i,-0.00044437+0.0012503i,-0.0006079+0.00060195i,-0.00060854-2.0519e-05i
-0.0011462-0.004898i,-0.0024869-0.0056601i,-0.0030144-0.0041789i,-0.0021808-0.0020259i,-0.0021893-0.00095222i,-0.0016052-0.0015307i,-0.00096845-0.0015874i,-0.0012608-0.00025772i,-0.0016601+0.0010744i,-0.0022856+0.0013159i,-0.0031605+0.0012528i,-0.0030782+0.0018043i,-0.0014277+0.0014769i,0.00083351+0.0015818i,0.0026435+0.00070389i,0.004403-0.0010199i,0.0035164-0.00090281i,0.00087466-0.00033156i,-0.00037301+0.00024064i,-0.00036478+0.00070528i,-2.4252e-05+0.00051303i,5.9477e-06+0.0004582i,-0.00070366-0.00029826i
0.0024642-0.0052955i,0.0023173-0.0050131i,0.0006919-0.0025606i,-0.0011743-0.00035992i,-0.001427-0.00073125i,-0.0016138-0.0015416i,-0.0022409-0.00019075i,-0.0010865+0.0016212i,-0.00061595+0.0021189i,-0.0012077+0.0014079i,-0.0021402+0.00065506i,-0.0028972-0.000348i,-0.0018254-0.00065717i,0.00024323+0.0014317i,0.0025913+0.0033053i,0.0040428+0.0026035i,0.0027586+0.0023902i,0.00059106+0.002615i,-0.00063987+0.0016282i,-0.0012792+0.00037148i,-0.00078504+0.00041601i,0.00033972+0.00054723i,0.00050852+6.3199e-05i
-0.0020516-0.0037364i,-0.0028905-0.0037667i,-0.0023261-0.0017567i,0.00026319+2.4341e-06i,0.0014448-0.00073928i,0.0013085-0.001048i,0.0013958-0.00088546i,0.0017772-0.00081627i,0.0016065-0.00044858i,0.00070084-0.00063886i,-0.00088536-0.0016214i,-0.0011329-0.0026238i,-0.0010488-0.0024332i,-0.00055252-0.00032706i,0.001255+0.0027193i,0.0018138+0.0044806i,0.00082923+0.0034751i,-0.00021345+0.0010132i,-0.00079788-0.00080107i,-0.000856-0.0012758i,-0.000771-0.00068975i,-0.00015893+0.00027708i,0.00061078+0.00035019i
0.004271+0.00045407i,0.004686+0.00074729i,0.0021133+3.7623e-06i,-3.7158e-05-9.3818e-05i,0.00024131+0.0005496i,0.0006319-0.0011934i,-4.7997e-05-0.0025574i,-0.00051439-0.0029099i,-0.0011233-0.0026777i,-0.0013833-0.0017852i,-0.00072416-0.0023129i,0.00026281-0.0025085i,0.00086686-0.0012087i,0.00065828+0.00012913i,0.00011738+0.0025285i,-0.0008471+0.0040353i,-0.0014467+0.0026225i,-0.0017948+0.00024065i,-0.0017211-0.00062826i,-0.0012322-0.00047416i,-0.0012393-0.00061715i,-0.0006171-0.00043393i,-0.00015763-0.00083609i
-0.0022536+0.0014644i,-0.001609+0.00018153i,-0.0015559+0.001496i,-0.0014335+0.0033315i,-0.00047092+0.0013579i,-0.00016041-0.0013865i,-0.00082851-0.0022769i,-0.0016284-0.0017106i,-0.0020414-0.00033524i,-0.0019391+0.00015466i,-0.00031433-0.00043125i,0.0011935-0.0011935i,0.0013927-0.0020822i,0.00017332-0.0013682i,-0.0020225+0.00081985i,-0.0041137+0.0024868i,-0.0045816+0.0013056i,-0.002798-0.0013949i,-0.00063314-0.0019387i,-5.1517e-05-0.0019433i,-0.00045061-0.0022378i,-0.00025467-0.0015833i,-2.0466e-06-0.00095214i
-0.0018074+0.00046444i,-0.00025274+0.0021154i,0.00099662+0.0010159i,0.00068882+0.00022506i,-0.0004047+0.00077813i,-0.00079928+0.00059034i,-0.00068182+0.00052414i,0.00022308+0.0013929i,0.0012343+0.002626i,0.0013832+0.0030571i,0.0020475+0.0025558i,0.0027011+0.002173i,0.0021423+0.00054306i,0.0014145-0.0010222i,-0.0013877-0.00047569i,-0.0046217+0.0002905i,-0.003957-0.00075986i,-0.0014445-0.002013i,0.0003239-0.0023817i,0.0010553-0.0022775i,0.00057217-0.0015504i,0.00046384-0.0012076i,-0.00019553-0.0013419i
-0.0017369-0.003211i,-0.003063-0.0014474i,-0.0022355+0.00031668i,-0.00056937+0.00080142i,-9.467e-05+0.00056346i,0.00028049+0.00025053i,0.00058795-0.00054508i,0.0014187-0.0006631i,0.001663+0.00069216i,0.0010218+0.0014424i,0.0014434+0.001851i,0.002344+0.0022429i,0.002474+0.0011092i,0.0016992-0.0013992i,3.8905e-05-0.0031325i,-0.0019518-0.0038947i,-0.0021729-0.0038485i,1.7714e-05-0.0028392i,0.0018826-0.0020899i,0.0019847-0.00073015i,0.0016866-0.00052376i,0.0012819-0.00077238i,0.00088821-0.00068884i
-0.0014609-0.00085548i,-0.0012172-0.0010263i,-0.001153-0.00086017i,-0.0016381-0.00069209i,-0.0017173-0.00083221i,-0.00059095-0.0019507i,-0.000241-0.0032442i,-9.7127e-05-0.003111i,-0.00025938-0.0017206i,-0.00099894+0.00036497i,-0.00018132+0.0014579i,0.0014093+0.001778i,0.0031329+0.00079006i,0.0039663-0.0010917i,0.0028803-0.0036719i,0.0018023-0.0056971i,0.0017173-0.0046622i,0.00234-0.0016921i,0.0024071-5.2294e-05i,0.002195+0.00010474i,0.0029727+0.00045426i,0.003007+0.00042434i,0.0015655-4.3434e-05i
-0.00019702-0.0036419i,-0.0019606-0.0027724i,-0.0026259-0.00093735i,-0.0016796+0.0012016i,-0.00040867+0.0013009i,-0.00040004+0.00076731i,-0.0015086+0.00032206i,-0.0020174-0.00026176i,-0.0028982-0.00014984i,-0.0035794+0.0012344i,-0.0030053+0.0028264i,-0.0014571+0.0030908i,0.00013661+0.0028989i,0.0020204+0.0018818i,0.0033994-0.00053008i,0.0033628-0.0027203i,0.0032235-0.0024718i,0.0035218+0.00026359i,0.0033822+0.0015458i,0.0023598+0.0013107i,0.0010931+0.0015137i,0.0010814+0.0013151i,0.0010488+0.00094786i
0.00056983-0.0014509i,9.5153e-05-0.0010396i,-0.00013097+0.00045885i,0.00077384-0.00036541i,0.0012684-0.0023249i,0.00095579-0.0025669i,8.7505e-05-0.0014178i,-0.00034242-0.00026737i,-0.00088368+0.00030269i,-0.0020837+0.00073724i,-0.0028721+0.00092771i,-0.0024368+0.0011986i,-0.0011257+0.0023136i,0.0013568+0.0026377i,0.005085+0.0022588i,0.0070683+0.0015052i,0.0062863+0.0010928i,0.0038479+0.0026209i,0.0015169+0.0030595i,0.00066814+0.0014663i,0.00087143+0.00068764i,0.0012668+0.00088379i,0.00082758+0.0010392i
0.0016277-0.0025167i,0.0017744-0.0038888i,0.00081895-0.002832i,-0.00024903-0.0014722i,-0.00033408-0.0015978i,-0.00051769-0.0015635i,-0.00084739-0.0010682i,0.00017116-0.00070135i,0.00087226-0.00026519i,0.00036915-0.0010237i,-0.00073006-0.00089447i,-0.0022553+8.7793e-05i,-0.0015787+0.0012041i,0.00074382+0.0023002i,0.0025306+0.0028491i,0.0045988+0.0035939i,0.0041329+0.003991i,0.0014378+0.0045053i,0.00014761+0.0041496i,-0.00039699+0.0024872i,-0.0010452+0.0019935i,-0.00098175+0.0013886i,-0.00055947+0.00026361i
0.00051015+0.00032657i,-4.5248e-06+0.00022375i,-0.0019855-0.00015448i,-0.0033214+3.0253e-05i,-0.0022352-0.00079486i,-0.0011799-0.0010524i,-0.0008001-0.00031691i,-0.0001833+2.9992e-05i,-8.1658e-05-0.001181i,-0.0012933-0.0026642i,-0.0022485-0.0026909i,-0.0019254-0.0014243i,-0.0022371-1.169e-07i,-0.0022405+0.0017074i,-0.00030735+0.0041873i,0.00078852+0.0059802i,-7.3645e-05+0.0058783i,-0.00069618+0.0042929i,-0.0011091+0.0026707i,-0.0012351+0.0016187i,-0.0010396+0.000612i,-0.00072699-2.3428e-05i,-0.00011282+2.884e-05i
0.00027712+0.0013589i,0.002576+0.00014169i,0.0030672-0.00058766i,0.0023777-0.00039749i,0.0011384+0.00047102i,-4.8831e-05+0.00013102i,-0.00077726-0.00088759i,-7.6312e-05-0.00087749i,0.00011278-0.00039879i,-0.00072277-1.3324e-05i,-0.00074589-0.0011779i,-0.00095326-0.0026021i,-0.0025903-0.0013915i,-0.0039282+0.00080576i,-0.0044596+0.003243i,-0.004123+0.0052543i,-0.0037438+0.00444i,-0.0033807+0.0022636i,-0.0025305+0.00097989i,-0.0010587+0.0005235i,4.7069e-05+0.00062084i,-0.00011058+0.00039153i,-8.8454e-05-4.3594e-05i
-0.0037447-0.0043624i,-0.0048342-0.0018533i,-0.0044236+0.00038209i,-0.0017904+0.00069696i,-0.00079502+0.00068658i,-0.0011664-0.00022543i,-0.0012952-0.00099953i,-0.0017638-0.00010437i,-0.0012706+0.00085842i,7.5798e-05+0.00061113i,0.0011546-0.00022446i,0.001032-0.0015431i,-0.00017159-0.0020035i,-0.0015074-0.00080435i,-0.0026911+0.0014768i,-0.0041525+0.002671i,-0.004888+0.0013627i,-0.0043052-0.00054624i,-0.0030932-0.0017117i,-0.0010682-0.0017707i,-0.00026662-0.00042888i,-0.00072591+4.2176e-05i,-4.5451e-05-0.00065271i
0.00084565-0.0032218i,0.00037597-0.0032104i,0.00049042-0.0021475i,0.0014353-0.00067562i,0.0020482-0.00036438i,0.0015257-0.0012988i,0.00056804-0.0013777i,0.00016705-9.4466e-05i,3.3089e-05+0.00093335i,0.00069604+0.00083421i,0.0014812-0.0006362i,0.0014329-0.0014872i,0.0010232-0.0019261i,0.00042169-0.0025085i,-0.0011334-0.0027413i,-0.00273-0.002636i,-0.004032-0.0021177i,-0.0040563-0.0019457i,-0.0028191-0.0010505i,-0.0019445+0.00036224i,-0.0012007+0.00035718i,-0.00024413-0.00063097i,-0.00050955-0.00076272i
-0.00076865+0.00020463i,-0.0020141+0.0022465i,-0.0030757+0.004078i,-0.0010144+0.0036173i,0.00073072+0.00096222i,0.00075636-0.0018731i,0.00018481-0.0032655i,-0.00016656-0.0021125i,-0.00033299-0.00070664i,7.0067e-07+0.00067054i,0.0015972+0.0019543i,0.0034756+0.00098334i,0.0036443-0.0015552i,0.0022099-0.0038729i,0.0011079-0.0052173i,-0.00034793-0.0058094i,-0.0013833-0.0050584i,-0.00086427-0.0037456i,-0.0013355-0.0027867i,-0.0020463-0.0013651i,-0.00069889-0.00020006i,0.00066236+0.0002742i,0.00082287+6.7626e-05i
0.000772+0.00014164i,1.7461e-05+0.0005251i,-0.0011313+0.00042272i,-0.0012776+0.00072863i,-0.0015917+0.00028901i,-0.0015299-0.00058874i,-0.0016721-0.00047377i,-0.0018253+0.00058191i,-0.001176+0.0004092i,-0.00048452+0.0010475i,0.00029949+0.0026359i,0.0013109+0.002639i,0.0019858+0.0015033i,0.0022961-0.00045827i,0.0022476-0.0026076i,0.0018635-0.0043766i,0.0017054-0.0047588i,0.0012812-0.0038351i,0.0010868-0.0020299i,0.00089291-0.00093075i,0.00036137-0.00039997i,-0.00031243-0.00030091i,-0.0010951-0.00022644i
0.0011891-0.0012048i,0.00058033-0.0026087i,-0.00060217-0.0016198i,-0.0024055+0.00023806i,-0.0021236+0.00037781i,-0.0024625-0.00029123i,-0.0035276-0.00041209i,-0.0028336+0.00022314i,-0.0019548+0.00026149i,-0.0019526+0.0002555i,-0.0015072+0.0015628i,-0.00060062+0.0029966i,0.00064709+0.0030277i,0.0029456+0.0015303i,0.005354-0.00045827i,0.0056911-0.002233i,0.0047217-0.0028617i,0.0040576-0.002697i,0.0029188-0.0022092i,0.00092452-0.001426i,-0.00039481-0.00012459i,-0.00010642+0.00049891i,-2.6076e-05+0.00035403i
-0.0038068-0.0013618i,-0.0036572-0.0004372i,-0.0032119+0.00087169i,-0.00243+0.0018355i,-0.0011537+0.00057667i,-0.00017396-0.0012156i,-9.6694e-05-0.0014941i,-0.00032542-0.0010563i,-0.0014182-0.00084127i,-0.0022557-1.0165e-05i,-0.0017062+0.00093944i,-0.0010755+0.0020699i,0.00028165+0.0030137i,0.0023312+0.003255i,0.0045761+0.0023879i,0.0059786+0.0015988i,0.0059468+0.0016728i,0.0050138+0.0011242i,0.0033667-0.0003898i,0.0015092-0.0010605i,0.00039352-0.00021766i,0.00019723+0.00030943i,0.00013121-0.00031077i
0.0021236-0.0028969i,0.0025962-0.0027733i,0.00078899-0.0021899i,-0.00021377-0.0012101i,-0.0011464-0.00057506i,-0.00086958-0.00073934i,-0.00042073-0.00040087i,-0.00021942+0.00029252i,-0.00082227+0.00029847i,-0.0023857-2.3363e-05i,-0.0035562+0.00032966i,-0.0031065+0.001289i,-0.0013505+0.0019073i,-1.5899e-05+0.0023712i,0.0017166+0.002778i,0.0036538+0.0033079i,0.0043892+0.0043377i,0.0040424+0.0036845i,0.0032287+0.0018844i,0.0013761-3.5467e-05i,-0.00070626-0.00093162i,-0.0016612+0.0002989i,-0.00092416+0.00099604i
0.00018094-0.0038457i,-0.00138-0.0028702i,-0.0029551-0.0016373i,-0.00061032-0.0012125i,0.0011229-0.002227i,0.0010105-0.0033953i,0.00034131-0.0038896i,-0.00028025-0.0031205i,8.7538e-06-0.0013315i,-0.00093779+9.4069e-05i,-0.0027316+0.00020435i,-0.0036398+0.00032671i,-0.0032052+0.0010863i,-0.00095919+0.0030581i,0.00038669+0.0055949i,0.00082781+0.0065514i,0.00107+0.0062529i,0.0013353+0.0047093i,0.0023303+0.0022745i,0.0025822+0.00057462i,0.00073638-0.00046027i,-0.0007565-0.00062531i,-0.0003414-2.8659e-05i
-0.00073383-0.00074705i,-0.00013663-5.9669e-05i,-0.0010888+0.0015677i,-0.00084511+0.003115i,0.00080445+0.0031246i,0.0024593-0.0001567i,0.0013978-0.0039412i,-0.00022871-0.0039255i,-0.00032027-0.0025785i,-0.0002465-0.0026196i,-0.00024217-0.0031508i,0.0001423-0.0027513i,0.00053022-0.00099005i,0.00081059+0.00064934i,0.00060627+0.002566i,-0.0011469+0.0039285i,-0.0028349+0.0035578i,-0.002381+0.0031151i,-0.00026279+0.0026314i,0.0013369+0.0013651i,0.00083061+0.00025122i,-0.00082305+6.9475e-05i,-0.0012682+0.00033076i
-0.0048361-0.0047535i,-0.006149-0.0019833i,-0.0077664+0.0026606i,-0.0058385+0.0047869i,-0.0028633+0.0044857i,-1.3448e-05+0.0012693i,0.0002134-0.0021226i,-0.00056169-0.0028138i,-0.00099356-0.0026653i,-0.0005216-0.0014601i,0.0017585-0.00095508i,0.0035136-0.0018938i,0.0036183-0.00196i,0.0031111-0.0011146i,0.0012623+0.00033624i,-0.0026707+0.0018232i,-0.0051777+0.0020942i,-0.004118+0.0017935i,-0.0015614+0.0013665i,0.00081828+0.00060336i,0.001409-0.00015492i,0.00027617-0.00017544i,0.00027937+9.8492e-05i
0.013358+0.016183i,0.018773+0.011666i,0.025503+0.0017604i,0.018395-0.0073026i,0.0074042-0.012973i,-0.0051049-0.010704i,-0.0093462-0.0021113i,-0.0056987+0.0032603i,-0.000471+0.002885i,0.0017728-0.0023604i,-0.00070475-0.0053906i,-0.003628-0.004217i,-0.0065704-0.0032042i,-0.011049-0.0034541i,-0.013248-0.0039271i,-0.010874-0.0036711i,-0.0067798-0.0023695i,-0.0050458+0.00038561i,-0.0044617+0.0038578i,-0.0017761+0.0051366i,0.0020376+0.0026708i,0.0031451-0.0012147i,0.0016059-0.0027755i
0.0018939+0.0025225i,0.0034218+0.0027487i,0.0054603+0.00049558i,0.0045518-0.0016726i,0.00017612-0.0025926i,-0.0061901-0.0012567i,-0.0067519+0.0014905i,-0.0023009+0.0030333i,0.00064158+0.0028725i,0.001746+0.0030015i,0.0017403+0.0031998i,0.00069492+0.0017347i,-0.0011428+0.00011541i,-0.0022659-0.00034668i,-0.0028597-0.0018738i,-0.0023538-0.0047753i,-0.0012714-0.0052567i,-0.0020547-0.0029079i,-0.0029686-0.00029481i,-0.0021443+0.0011292i,-0.00021545-4.264e-05i,0.00069711-0.0017043i,0.00028514-0.0030849i
0.0043907+0.0024552i,0.0046105+0.001752i,0.0041062+0.00086877i,0.0025642+4.4048e-05i,0.0016899-0.0025428i,0.00094297-0.0057283i,0.00077142-0.00505i,0.002288-0.0030138i,0.0031289-0.0013935i,0.0025772+0.00094911i,0.0025652+0.002265i,0.0030903+0.0014261i,0.0022581+8.1781e-06i,0.000638-0.00099238i,0.00088818-0.0021493i,0.0022893-0.0038793i,0.001875-0.0060093i,7.6793e-05-0.005508i,-0.0008508-0.0025992i,0.00024602-1.9001e-05i,0.0011744+0.00058462i,0.00087688-0.00057299i,0.00072301-0.0010535i
0.0027994+0.00098491i,0.003668-0.0016238i,0.003931-0.00048228i,0.0026628+0.00093763i,5.1383e-05-0.00091735i,-0.0043956-0.002932i,-0.0058477-0.0018821i,-0.0026334-0.0015046i,-0.00028011-0.0018048i,-0.00080699-0.00081794i,-0.001538+0.00054302i,-6.122e-05+0.00067667i,0.0010419-0.00026079i,0.00058744-0.00083394i,0.0016457-0.00077946i,0.0037719-0.0012437i,0.0043973-0.0027025i,0.0025424-0.0039507i,0.0002262-0.0033201i,-0.00093623-0.00087724i,-0.00042362+0.00090076i,0.0012426+0.00080804i,0.0021391+0.00070649i
0.00087057+0.0043057i,0.0018852+0.0033489i,0.0024414+0.0014967i,0.0028329-0.0015253i,0.0013757-0.0040608i,-0.0017905-0.0049146i,-0.0036206-0.0032228i,-0.0032288-0.00083535i,-0.0027055+0.00031593i,-0.00435+0.00010034i,-0.0058176-9.3168e-06i,-0.0041609+3.8635e-05i,-0.0012593-0.00070057i,-0.00031132-0.0010624i,0.0010225+0.00044238i,0.0044872+0.0020993i,0.0060312+0.0019074i,0.0051193-0.00095381i,0.0032184-0.0024616i,0.00091198-0.0015917i,0.00060135-0.00029471i,0.0011256+1.7765e-05i,0.001052-0.00059248i
-0.00079778+0.0026307i,0.0015988+0.0021365i,0.0023751+0.0012778i,0.0010676-3.2798e-05i,-0.00019655-0.0017445i,-0.0018353-0.0013818i,-0.0024389+0.0015577i,-0.0016582+0.0044636i,-0.0022108+0.0044809i,-0.0037894+0.0023405i,-0.0042405+0.00063081i,-0.0025278+6.5661e-05i,-0.00099807+0.00020776i,-0.00053337+0.0018042i,0.00034822+0.0039796i,0.0021178+0.0044902i,0.0036626+0.0034541i,0.0043748+0.0031588i,0.00333+0.0019052i,0.0011002+2.4393e-05i,0.00021488+0.00055563i,-0.00044277+0.0010938i,-0.00089782+0.00016221i
0.00035081+0.00068203i,0.0017552+0.0010883i,0.0026069+0.00073545i,0.0020122-0.00030923i,0.0013801-0.002714i,0.00067179-0.0047397i,0.00066298-0.0041015i,0.0010794-0.00096052i,0.0016365+0.00054352i,0.0014909-0.0014301i,0.00080353-0.0028582i,0.00037441-0.0020927i,0.00069743-0.00034747i,0.00016596+0.0014706i,-0.0017328+0.0037819i,-0.0018822+0.0059419i,-6.6393e-05+0.0058451i,0.0025472+0.0040166i,0.0034429+0.002326i,0.0023927+0.0014175i,0.0012583+0.0017768i,6.4538e-05+0.0017794i,-0.0005129+0.00051726i
0.0014321-0.0019199i,0.00040307-0.0017297i,0.00079451-0.0017052i,-0.0001947-0.0025306i,-0.00067323-0.0033253i,-0.00050298-0.0035816i,-0.00069861-0.0037004i,-7.9306e-05-0.0036764i,0.00085701-0.0046376i,0.0017359-0.005969i,0.0022113-0.0048939i,0.0019809-0.0023277i,0.0013523-0.00020794i,-0.00055868+0.0014632i,-0.0038748+0.003206i,-0.0057833+0.0045708i,-0.0034579+0.0043264i,0.00038015+0.0033102i,0.0018814+0.0021199i,0.00094476+0.0016505i,-0.00019439+0.0011443i,-0.00028276+0.001005i,0.00024077+0.00097073i
0.0039978-0.00055627i,0.0039686-0.00049894i,0.0030266-0.0010591i,0.0025475-0.0014i,0.0034803-0.0018102i,0.0033446-0.0027601i,0.00078093-0.0033465i,-0.0024319-0.0037292i,-0.002225-0.0041167i,0.00075701-0.0035097i,0.0018658-0.0015697i,0.00049059-9.9994e-05i,-0.0014991+0.00034341i,-0.0030543+0.00017271i,-0.0047264-0.0012297i,-0.0055571-0.0015382i,-0.0051431-1.3675e-05i,-0.0035842+0.0022179i,-0.0014435+0.0037564i,-0.00094084+0.003036i,-0.0011376+0.0011732i,-0.00091813+0.00024852i,-0.00010562-0.0001014i
0.0015+0.0015062i,0.00066736+0.0016776i,0.00025668+0.00093724i,0.00086041-0.00021173i,0.001919-0.00082675i,0.00013997-0.00011906i,-0.0022848+0.0011935i,-0.0031484+0.0030883i,-0.0027133+0.0037777i,-0.00048193+0.0039475i,0.0019385+0.0049592i,0.0013689+0.0058577i,-0.0012914+0.0054984i,-0.0026675+0.0034193i,-0.0035444-0.00028237i,-0.0043629-0.003497i,-0.0039333-0.0023805i,-0.0026157+0.001626i,-0.0012265+0.0029933i,-0.00097708+0.0014753i,-0.0015545+0.00013757i,-0.00099646-0.00054703i,7.1503e-05-0.00074067i
-4.9735e-05+0.0016383i,-0.00018346+0.0009506i,0.00020594+0.00050331i,-0.00046656+0.0006111i,-0.00066847+0.0005991i,0.00052348+0.00069795i,0.0021515+0.0010435i,0.0028625+0.0024433i,0.0036595+0.0052433i,0.0035999+0.0069505i,0.0022488+0.0059547i,0.00076145+0.003915i,-0.0015137+0.0015831i,-0.0024067-0.0015483i,-0.00051796-0.0039205i,0.00080101-0.0050956i,-0.00036078-0.0040477i,-0.0024371-0.0015171i,-0.002984+0.00016538i,-0.0014587-5.5206e-05i,-0.00035297-0.0013672i,-0.00011788-0.0014084i,-0.0004116-0.00077491i
-0.0013269+3.255e-05i,-0.00056511+0.00063101i,0.00026722+0.0014311i,-0.00043466+0.0026875i,-0.0018043+0.0026643i,-0.0027551+0.00058646i,-0.0017109-0.0010715i,0.00090694-0.0019457i,0.0020682-0.0013193i,-4.1112e-05+0.00096862i,-0.0031614+0.0021305i,-0.0040968-0.00024219i,-0.0039783-0.0025207i,-0.0030532-0.0029771i,4.1154e-05-0.0032657i,0.0030476-0.0029117i,0.0022785-0.0029832i,-0.0018973-0.0030588i,-0.00428-0.0024466i,-0.0028735-0.001952i,-0.00058411-0.0011193i,0.00039415+0.00032309i,0.00067529+0.00072417i
0.0011975-0.0018117i,0.0008785-0.0019383i,0.00038532-0.0011226i,0.0012403-0.00024884i,0.0012559-0.00105i,-0.0010577-0.0020991i,-0.0028892-0.0024171i,-0.0037208-0.0027606i,-0.0045754-0.0038803i,-0.0056688-0.00334i,-0.0064627-0.0024793i,-0.0059455-0.003167i,-0.0042531-0.0044772i,-0.0012796-0.0043837i,0.0025418-0.0020673i,0.0051582-6.2117e-05i,0.0043916+0.00033688i,0.00080236-0.00014273i,-0.002028-0.001066i,-0.0018791-0.00096258i,0.00015032-2.854e-05i,0.00086921+0.00069153i,0.00026614+0.00051523i
0.00093331-0.0010094i,0.00076106+0.00054073i,0.00016032+0.0020271i,5.1833e-05+0.0001733i,-0.0013499-0.0025944i,-0.0030968-0.0040072i,-0.0037999-0.0030657i,-0.0038705-0.0010528i,-0.0054837-0.00025997i,-0.0077795-0.0016339i,-0.0062527-0.0035873i,-0.0022391-0.004853i,0.00050158-0.0044494i,0.001551-0.0019526i,0.0020645+0.0016255i,0.0031715+0.0037781i,0.0034713+0.0023826i,0.0018997-0.00077614i,0.00070711-0.0028247i,0.00095587-0.0020216i,0.0010437-0.00097831i,0.00036404-9.5122e-05i,-0.00013706+0.00058682i
0.00016636+0.0013764i,0.00011356+0.0020886i,-0.0019347+0.0033159i,-0.0025679+0.0028167i,-0.0026194-0.0015956i,-0.003097-0.0050623i,-0.0028887-0.0038494i,-0.0010345-0.00054991i,5.3169e-06+0.00080605i,0.00036606-0.0012837i,0.0015722-0.0041026i,0.0033049-0.0055047i,0.0050754-0.00504i,0.0043362-0.0031139i,0.0018745-0.00011723i,0.00062285+0.002878i,0.00070743+0.0023479i,0.0010614-8.0304e-05i,0.0012227-0.00096142i,0.0012368-0.000747i,0.0011234-0.00043207i,0.00086952-0.00025023i,8.1878e-06-0.00021374i
