0.0022065-0.0015976i,0.0019074-0.0023211i,0.00086773-0.0027535i,-0.00078421-0.0023575i,-0.003127-0.0012078i,-0.0033881+0.00047598i,-0.00071577+0.0023834i,0.0014848+0.0029731i,0.0019584+0.0017829i,0.0013372-0.00028176i,-0.00028742-0.0013984i,-0.0016673-0.00094559i,-0.0021277-0.00027438i,-0.0014855-0.00027952i,-0.00042449-0.00040416i,-0.00065344+0.00023067i,-0.00063038+0.00025441i,6.1407e-05+0.0004938i,-0.00024466+0.0011385i,5.077e-05+0.00099861i,0.00032131+0.00015601i,-4.5078e-05-0.00066391i,6.2923e-05-0.00051982i
-0.07055+0.26577i,-0.082623+0.2033i,-0.12711+0.13719i,-0.12182+0.099001i,-0.10084+0.095086i,-0.055698+0.10532i,0.031422+0.088618i,0.075217+0.036594i,0.045429+0.00083509i,0.0031189-0.0036655i,-0.026043+0.0031472i,-0.039469+0.017296i,-0.029343+0.01924i,-0.014563-0.0010742i,-0.0063989-0.01886i,0.0010703-0.020826i,0.0063765-0.013122i,0.0050965-0.0070178i,-0.0061998-0.0095226i,-0.019091-0.014475i,-0.023008-0.015471i,-0.017031-0.0088959i,-0.0012+0.0023529i
-0.11722-0.1725i,-0.093569-0.081491i,-0.08339-0.063132i,-0.072583-0.058629i,-0.013072-0.049639i,0.0095134-0.061433i,-0.027855-0.049655i,-0.023471-0.0165i,0.019732-0.01479i,0.041219-0.031499i,0.04787-0.029702i,0.053006-0.018668i,0.044685-0.013325i,0.023867-0.0042557i,0.009358+0.0091168i,0.0079014+0.011017i,0.0061621+0.00072158i,-0.0025242-0.0034833i,-0.0038545+0.0044166i,0.010842+0.0081462i,0.025132-0.0025426i,0.024334-0.021977i,0.01102-0.038524i
0.18502+0.15271i,0.089761+0.17373i,0.061376+0.19454i,0.04355+0.12379i,-0.022675+0.054388i,-0.057422+0.051273i,-0.038821+0.03648i,-0.058086+0.012324i,-0.096783+0.033229i,-0.081694+0.061774i,-0.038165+0.042689i,-0.015756+0.005724i,-0.014078-0.0061926i,-0.013589-0.0028996i,-0.013056-0.0064625i,-0.020529-0.014832i,-0.026858-0.013371i,-0.018964-0.0050382i,-0.0080504+0.00052481i,-0.0093656+0.006115i,-0.016772+0.015326i,-0.018478+0.019638i,-0.015305+0.015037i
-0.1122-0.01331i,0.032163-0.10982i,0.060429-0.09435i,0.098069+0.0089605i,0.17246+0.020117i,0.16928-0.020784i,0.10754-0.010789i,0.084725-0.002335i,0.078259-0.035943i,0.037299-0.05873i,-0.013312-0.043336i,-0.037807-0.020923i,-0.036676-0.0063351i,-0.018968+0.0049048i,0.003105+0.012504i,0.01583+0.017164i,0.016373+0.018764i,0.010818+0.015637i,0.0068534+0.0071424i,0.0054017-0.0055017i,0.00014819-0.015498i,-0.011653-0.012056i,-0.021506+0.0044963i
-0.0092384-0.095253i,-0.05588+0.10733i,0.01321+0.093491i,-0.023471-0.046607i,-0.13226-0.071921i,-0.13314-0.035547i,-0.075985-0.027086i,-0.055804+0.0061262i,-0.036012+0.064967i,0.003026+0.084178i,0.020473+0.068275i,0.01518+0.055929i,0.019484+0.040816i,0.024017+0.0098843i,0.010324-0.014568i,-0.0036325-0.016279i,-0.0021165-0.0096231i,0.0046833-0.010396i,0.0050567-0.015662i,0.0040561-0.012995i,0.011596-0.003094i,0.023331+0.0026718i,0.028858+0.0010565i
0.19957+0.090197i,0.15261-0.16765i,0.060619-0.19781i,0.068901-0.11387i,0.088686-0.08833i,0.042018-0.074787i,0.015914-0.061029i,0.025647-0.078237i,0.015896-0.094549i,-0.0054849-0.074014i,0.0026816-0.033306i,0.029249-0.0073876i,0.029261-0.001275i,0.0059451+0.0061658i,-0.0071118+0.016981i,-0.0042252+0.016366i,0.0016796+0.0083281i,0.0021199+0.0079765i,-6.9753e-05+0.015698i,-0.0037106+0.019429i,-0.0097735+0.018005i,-0.0082939+0.017807i,0.0031543+0.015915i
-0.31519+0.067665i,-0.14358+0.22233i,-0.050813+0.15681i,-0.10005+0.095505i,-0.11245+0.13407i,-0.052422+0.13874i,-0.024253+0.1065i,-0.018626+0.078314i,-0.0070453+0.042898i,0.0010412+0.0079825i,0.0057115-0.02312i,0.00090842-0.045493i,-0.0088032-0.046922i,-0.012941-0.035842i,-0.013873-0.024106i,-0.013875-0.015441i,-0.015118-0.012949i,-0.014948-0.014949i,-0.011584-0.018395i,-0.0062301-0.020819i,0.00084658-0.025482i,0.0018613-0.033715i,-0.0060475-0.036255i
0.31311-0.31783i,0.054264-0.35144i,-0.087832-0.20681i,-0.070577-0.082907i,-0.015957-0.034758i,0.019073-0.0063959i,0.028133-0.0012819i,0.0094267+0.004052i,0.0019527+0.023469i,0.0034646+0.026069i,-0.01319+0.017771i,-0.02816+0.01193i,-0.026615+0.013784i,-0.012494+0.024273i,0.0081044+0.027725i,0.02151+0.021514i,0.023117+0.016991i,0.019598+0.014425i,0.015607+0.011602i,0.013152+0.01317i,0.0099942+0.01916i,0.0050282+0.02187i,-0.00063774+0.017311i
-0.17996+0.5045i,0.0042296+0.40831i,0.067738+0.24163i,0.10015+0.1342i,0.13961+0.01003i,0.10318-0.10424i,0.03799-0.10328i,0.0071536-0.058075i,-0.021837-0.033049i,-0.036451-0.0039033i,-0.023664+0.019577i,-0.016695+0.028624i,-0.012957+0.026671i,-0.0050648+0.0070369i,-0.008033-0.017065i,-0.016306-0.027246i,-0.020031-0.023954i,-0.022242-0.015254i,-0.022862-0.0087714i,-0.022194-0.0097527i,-0.023533-0.013091i,-0.024615-0.0080562i,-0.019448+0.0022602i
-0.072531-0.52935i,-0.16896-0.29802i,-0.11317-0.040867i,-0.04801+0.061505i,-0.076414+0.098184i,-0.094371+0.11882i,-0.056852+0.080363i,-0.0041083+0.030603i,0.039525+0.0028672i,0.04893-0.013172i,0.038516-0.008158i,0.039041+0.0044221i,0.039326+0.0051479i,0.029461+0.0022432i,0.018823+0.0053756i,0.013916+0.0097009i,0.013029+0.0083101i,0.013461+0.0038905i,0.012811+0.00092162i,0.012443+0.0021066i,0.016608+0.0056868i,0.022648+0.0070944i,0.022787+0.0069195i
0.29362+0.48807i,0.33226+0.3199i,0.27288+0.08374i,0.17663-0.097725i,0.089248-0.17032i,0.020207-0.12328i,-0.0078253-0.040668i,-0.02369-0.0089644i,-0.046074-0.00095309i,-0.041466+0.010416i,-0.018482-0.001107i,-0.0074475-0.01901i,-0.0057281-0.017587i,-0.0088733-0.0077292i,-0.014961+0.0025505i,-0.018725+0.011171i,-0.018338+0.015608i,-0.012396+0.01503i,-0.0033162+0.010068i,0.0022597+0.0034715i,0.0024467-0.002911i,0.0015043-0.0080817i,0.0018448-0.012381i
-0.35428-0.29545i,-0.22332-0.23025i,-0.063894-0.13709i,-0.00032234-0.028957i,0.026743+0.083194i,0.075242+0.12357i,0.089365+0.081271i,0.061257+0.038288i,0.038437+0.018515i,0.022537+0.0014377i,0.0043539-0.0071867i,-0.0079005-0.012437i,-0.014026-0.017967i,-0.013005-0.012067i,-0.0023905-0.0047408i,0.0097146-0.0070249i,0.015432-0.013035i,0.010153-0.016023i,-0.0019974-0.01341i,-0.0083132-0.0064139i,-0.0082685-0.0011587i,-0.010516+0.0013125i,-0.013132+0.0028051i
0.42187+0.072924i,0.27186+0.001783i,0.051471-0.088189i,-0.076271-0.12619i,-0.081641-0.14255i,-0.042152-0.16363i,-0.028408-0.14116i,-0.027108-0.086384i,-0.020908-0.048799i,-0.019749-0.022962i,-0.019092+0.0042604i,-0.015497+0.025275i,-0.0089753+0.032008i,0.0014616+0.01948i,0.0075281+0.0017973i,0.0057408-0.0040866i,0.0028946-0.00089606i,0.0042178+0.0012127i,0.0088551-0.00097094i,0.010566-0.005966i,0.0066021-0.0089332i,0.00080224-0.0063522i,-0.0023238-0.00086205i
-0.43164+0.0018696i,-0.38355-0.021832i,-0.25409+0.0052047i,-0.14215+0.05016i,-0.085817+0.073546i,-0.077906+0.067367i,-0.0652+0.044466i,-0.030697+0.037017i,0.00024287+0.046487i,0.015385+0.039143i,0.016201+0.016393i,0.011983+0.0024709i,0.0075387-0.0017816i,-0.0016407-0.0022545i,-0.013408+0.0016892i,-0.020198+0.0040877i,-0.020489+0.0027374i,-0.019121+0.0030999i,-0.014322+0.0081701i,-0.0056264+0.014196i,0.0023632+0.019189i,0.010145+0.021514i,0.015256+0.016799i
0.31839-0.056459i,0.23604+0.035042i,0.094518+0.12181i,0.065932+0.13499i,0.092657+0.062787i,0.066081+0.0011344i,0.018362-0.00014521i,-0.0096629-0.013286i,-0.033596-0.041043i,-0.04032-0.025772i,-0.01475+0.0024175i,0.00983+0.0035887i,0.015045-0.0018865i,0.012161-0.0028814i,0.010584-0.005193i,0.013207-0.0063576i,0.013611-0.0049086i,0.010885-0.005005i,0.0075931-0.011174i,-0.00080532-0.019253i,-0.01023-0.023842i,-0.014235-0.023634i,-0.013125-0.019256i
-0.28208+0.22897i,-0.20311+0.23032i,-0.055758+0.17204i,-0.025992+0.11197i,-0.066601+0.12112i,-0.050143+0.15248i,0.0064329+0.12876i,0.041624+0.091534i,0.063642+0.070547i,0.067407+0.031992i,0.033178-0.0055624i,-0.0011105-0.01508i,-0.012107-0.014665i,-0.013732-0.0048173i,-0.0079212+0.012938i,-0.0006843+0.019428i,0.0011387+0.015067i,0.00069793+0.010216i,-0.0018751+0.010176i,-0.0017159+0.012819i,0.0053911+0.012495i,0.011043+0.0081904i,0.0072514+0.0018416i
0.25354-0.30505i,0.27094-0.24771i,0.25368-0.14661i,0.25454-0.14681i,0.22058-0.21293i,0.14561-0.22311i,0.074183-0.16943i,0.011361-0.1186i,-0.039932-0.081328i,-0.050719-0.039943i,-0.024676-0.0095581i,-0.0074869+0.0023984i,-0.0051437+0.010455i,-0.00033806+0.0077581i,-0.00016064-0.0077812i,-0.0061972-0.017723i,-0.0077577-0.015485i,-0.0044258-0.011301i,-0.002095-0.0070957i,-0.0025992+0.000465i,-0.00702+0.0078516i,-0.011445+0.014396i,-0.0088779+0.017794i
-0.027843+0.34305i,0.011118+0.20247i,0.0094587+0.024099i,-0.063437+0.033894i,-0.10203+0.14036i,-0.072879+0.15068i,-0.038313+0.084926i,-0.005431+0.048874i,0.026653+0.030429i,0.022995+0.0032079i,-0.0031171-0.005583i,-0.0096958+0.0031279i,-0.0041562+0.0048915i,-0.00043178+0.00059469i,0.0030079+0.0012614i,0.005359+0.0057772i,0.0045861+0.0053971i,0.00090511+0.0022444i,-0.0006686+0.002581i,0.0029733-0.0006275i,0.009234-0.0091429i,0.013138-0.014277i,0.010076-0.011891i
-0.17593-0.35507i,-0.18511-0.30189i,-0.13815-0.22441i,-0.07369-0.22404i,-0.035014-0.22905i,-0.033014-0.17269i,-0.0454-0.093002i,-0.048565-0.047197i,-0.044953-0.021547i,-0.032292+0.0073582i,-0.008617+0.018365i,0.0067721+0.0087406i,0.011655+0.0021071i,0.0080709+0.0015672i,-0.002105+0.00098447i,-0.0070525+0.0013275i,-0.003445+0.0015751i,0.0033145+0.00038084i,0.0082632-0.0038483i,0.010446-0.0068552i,0.011597-0.0037753i,0.010843+0.0014042i,0.009362+0.0012873i
0.26918+0.18518i,0.14127+0.12781i,-0.02137+0.098264i,-0.049395+0.13847i,0.0029303+0.16146i,0.027477+0.13332i,0.033415+0.09825i,0.033488+0.071533i,0.023022+0.052149i,0.018057+0.034264i,0.012772+0.016202i,0.0028443+0.0028715i,-0.0044035-0.0086795i,-0.0088013-0.01496i,-0.0062118-0.014576i,-0.0005195-0.01387i,-0.00058766-0.012317i,-0.0039548-0.0068069i,-0.0082315+6.4236e-05i,-0.015336+0.003642i,-0.0225+0.0028596i,-0.023688+0.00065885i,-0.018709+0.00031695i
-0.33721+0.08552i,-0.23106+0.16565i,-0.10404+0.17273i,-0.054132+0.099633i,-0.019894+0.017862i,0.015848-0.023017i,0.024323-0.034808i,0.01733-0.048346i,0.0062143-0.059806i,-0.0014851-0.047742i,0.0028885-0.022384i,0.0050009-0.0064556i,0.0005778+0.0058952i,0.0038882+0.018581i,0.011263+0.022624i,0.010913+0.020442i,0.0078755+0.013759i,0.0055633+0.0025968i,0.0027268-0.0070538i,0.0044158-0.011946i,0.0083357-0.013748i,0.0081394-0.011947i,0.003254-0.0087176i
0.23105-0.2212i,0.16829-0.15208i,0.12308-0.041066i,0.081654-0.015638i,-0.011598-0.031998i,-0.063497-0.021552i,-0.03962-0.010335i,-0.016818+0.012156i,-0.0038314+0.045742i,0.010224+0.041409i,0.0055413+0.013917i,-0.0025561+0.005848i,-0.0020749+0.0034246i,-0.0092087-0.0052229i,-0.020282-0.0080167i,-0.023323-0.0056172i,-0.020647-0.00015084i,-0.013044+0.007432i,-0.004783+0.012654i,-0.0024739+0.017876i,-0.0015674+0.023826i,0.003088+0.023596i,0.0075468+0.016199i
0.060751+0.29541i,0.15837+0.17312i,0.18088+0.039108i,0.1619+0.021208i,0.1663+0.027942i,0.13136-0.0064658i,0.050669-0.027044i,0.0061702-0.036004i,-0.010334-0.051918i,-0.026707-0.043725i,-0.020947-0.019217i,-0.0049119-0.0099915i,0.0035418-0.0044796i,0.017765+0.0014098i,0.030611-0.0038358i,0.031002-0.0092538i,0.024706-0.0090067i,0.012434-0.0093113i,0.00046994-0.008067i,-0.0050714-0.0090646i,-0.0088745-0.01368i,-0.013266-0.014009i,-0.012991-0.0056215i
-0.24238-0.21959i,-0.22703-0.15963i,-0.15629-0.12399i,-0.15966-0.096432i,-0.20691-0.016152i,-0.17727+0.053084i,-0.1003+0.062727i,-0.047324+0.062984i,-0.003168+0.067467i,0.028071+0.047449i,0.023526+0.01925i,0.010198+0.0028148i,0.0020762-0.011161i,-0.015745-0.013405i,-0.0291+0.001284i,-0.027521+0.011141i,-0.017218+0.0095388i,-0.002289+0.0055612i,0.0089819+0.0015295i,0.015125+0.0018449i,0.020807+0.003578i,0.023357-0.00084113i,0.017137-0.0089132i
0.27018-0.051412i,0.1458-0.11214i,0.034564-0.084663i,0.097286-0.049029i,0.20349-0.071069i,0.19443-0.085045i,0.12186-0.061837i,0.067346-0.056192i,0.015275-0.063821i,-0.024622-0.039015i,-0.028247-0.004774i,-0.02147+0.012149i,-0.015068+0.022086i,-0.00019814+0.016545i,0.0095248-0.0025444i,0.0098217-0.014876i,0.0063475-0.01654i,-7.2484e-05-0.011283i,-0.0030815-0.0021946i,-0.003957+0.0026289i,-0.0091559+0.0056912i,-0.012952+0.011816i,-0.0075915+0.01562i
-0.1871+0.28244i,-0.10327+0.29271i,-0.074958+0.19447i,-0.13034+0.1341i,-0.15714+0.13641i,-0.11556+0.11757i,-0.055683+0.080426i,-0.021758+0.059892i,-0.0033301+0.049364i,0.01399+0.026686i,0.020725+0.0013397i,0.016037-0.010118i,0.0061029-0.012982i,-0.0044386-0.0038083i,-0.006145+0.014983i,-0.0035509+0.02538i,-0.004185+0.022507i,-0.0039475+0.010431i,-0.005282-0.0044616i,-0.0066944-0.013345i,-0.0030962-0.017328i,-0.0009096-0.019975i,-0.0064348-0.018175i
-0.042771-0.2874i,-0.075733-0.18006i,-0.0053403-0.047813i,0.082294-0.0628i,0.098912-0.13628i,0.069267-0.13562i,0.040359-0.10296i,0.024664-0.086668i,0.0085697-0.069171i,-0.010229-0.031769i,-0.011394+0.0052658i,0.0020031+0.019916i,0.013748+0.020402i,0.018915+0.011274i,0.013844-0.005998i,0.0039629-0.017295i,-0.0016504-0.016081i,-0.0016509-0.005238i,0.002302+0.0053121i,0.0058535+0.008364i,0.0077396+0.010823i,0.010243+0.013218i,0.014238+0.010832i
0.29279+0.16359i,0.29494+0.050305i,0.16609-0.015626i,0.042845+0.01801i,-0.021884+0.052414i,-0.047081+0.051304i,-0.044607+0.049684i,-0.037714+0.057352i,-0.02366+0.06213i,0.0022533+0.034986i,0.0074864-0.0093138i,-0.0055585-0.03037i,-0.014772-0.033644i,-0.017836-0.027794i,-0.011465-0.012573i,0.0020123-0.00019759i,0.0090381+0.0036854i,0.0046368+0.0027252i,-0.0041419+0.00045885i,-0.011449-0.0002461i,-0.016193-0.002408i,-0.019283-0.0041827i,-0.018339-0.00015018i
-0.33393+0.060254i,-0.2457+0.10781i,-0.087644+0.051836i,-0.02133-0.0058294i,0.00097524+0.0058265i,0.030979+0.0088239i,0.026524-0.024723i,0.0077404-0.048098i,-0.00048599-0.051137i,-0.0084644-0.027016i,-0.0049477+0.0097772i,0.0059567+0.027088i,0.012279+0.029174i,0.014602+0.023072i,0.0050551+0.011829i,-0.0093792+0.0056552i,-0.012874+0.0017288i,-0.0064945-0.0034682i,0.0028795-0.0053403i,0.011489-0.0056406i,0.015178-0.0073049i,0.014079-0.0092824i,0.010912-0.012793i
0.17629-0.29914i,0.051025-0.30279i,-0.064753-0.17146i,-0.08327-0.073174i,-0.085592-0.055816i,-0.088744-0.031309i,-0.05743+0.0137i,-0.030288+0.04662i,-0.015127+0.057769i,-0.0048566+0.032795i,-0.010752-0.0030719i,-0.019534-0.016511i,-0.025619-0.015698i,-0.030219-0.0072169i,-0.020828+0.0034919i,-0.003997+0.0029823i,0.0031322-0.00033673i,0.0011493+0.0018519i,-0.0027207+0.0042863i,-0.0068811+0.0072942i,-0.0086481+0.014044i,-0.0061675+0.018854i,-0.001736+0.017302i
0.069408+0.3908i,0.14132+0.3424i,0.13203+0.19792i,0.11877+0.13659i,0.15451+0.12603i,0.14734+0.07228i,0.088163+0.01813i,0.059734-0.016163i,0.042346-0.043227i,0.015573-0.030819i,0.015221+0.0025572i,0.028519+0.014236i,0.034787+0.012313i,0.038875+0.0054914i,0.032593-0.0028947i,0.017457-0.00057386i,0.0059667+0.0045671i,0.00065667+0.0023834i,0.00043486-0.00092963i,0.0019168-0.003722i,0.0027108-0.0090673i,0.00033886-0.01369i,-0.0045445-0.012296i
-0.31355-0.23254i,-0.31542-0.12309i,-0.18526-0.017347i,-0.12343-0.030418i,-0.15814-0.053843i,-0.14535-0.022786i,-0.077565+0.0057778i,-0.039209+0.023466i,-0.022439+0.037907i,-0.005293+0.028736i,-0.0086469+0.0044399i,-0.024278-0.0081775i,-0.03294-0.0087201i,-0.032547-0.0030812i,-0.022604+0.0018533i,-0.010441-0.0027397i,-0.0012474-0.0056013i,0.0045858-0.0019269i,0.0038266+0.0010936i,0.0016677+0.005195i,0.0041715+0.0089381i,0.0094316+0.0075131i,0.01248+0.0027265i
0.43007-0.047016i,0.3952-0.13995i,0.24659-0.12691i,0.21164-0.049036i,0.24776-0.029623i,0.20304-0.036334i,0.12274-0.032292i,0.078609-0.050934i,0.044839-0.066173i,0.017164-0.04168i,0.017233-0.0082663i,0.026308+0.0066443i,0.027689+0.0075668i,0.021512-0.003061i,0.007007-0.01163i,-0.0017448-0.0087458i,-0.0031143-0.00636i,-0.0055845-0.006868i,-0.0023545-0.0046102i,0.0041199-0.005376i,0.001263-0.0094315i,-0.0092274-0.0074321i,-0.012236-0.00019358i
-0.30925+0.31546i,-0.22543+0.32956i,-0.11414+0.1666i,-0.14131+0.023977i,-0.20178+0.0076303i,-0.16816+0.012513i,-0.11588+0.0021109i,-0.10406+0.024932i,-0.083194+0.057681i,-0.041817+0.046625i,-0.024504+0.012933i,-0.028066+0.0015403i,-0.026354+0.0057028i,-0.01999+0.011458i,-0.012151+0.015441i,-0.0072725+0.012859i,-0.0054935+0.0076409i,-0.0024117+0.0023902i,-0.0028596-0.0015989i,-0.0050487-0.0012602i,-0.0019048+0.00021108i,0.0039778-0.00099475i,0.004188-0.004874i
0.0097089-0.44996i,-0.086479-0.40345i,-0.095585-0.19848i,0.007378-0.077503i,0.091125-0.068963i,0.090525-0.056015i,0.068802-0.040729i,0.062349-0.055677i,0.043522-0.072738i,0.010137-0.057005i,0.0028189-0.023063i,0.021421-0.009768i,0.030294-0.010822i,0.021525-0.0068033i,0.0088927-0.0010993i,0.002367+0.00084378i,-0.0017616+0.0010054i,-0.0056675+0.0024836i,-0.0053647+0.0012076i,-0.0038975-0.0047702i,-0.005116-0.0057549i,-0.004907+0.001663i,-3.0437e-05+0.0085358i
0.29407+0.37956i,0.33008+0.29875i,0.17722+0.13411i,-0.011856+0.073705i,-0.098334+0.072129i,-0.10347+0.050912i,-0.091101+0.051214i,-0.073432+0.084248i,-0.03438+0.10357i,0.0031823+0.076889i,0.0015396+0.031125i,-0.019289+0.010584i,-0.024949+0.0053167i,-0.015362-0.00215i,-0.0013064-0.0065191i,0.0074663-0.0064174i,0.011729-0.0034077i,0.012429-0.00051568i,0.0055089+0.0037454i,-0.0024102+0.010245i,-0.0026409+0.0094107i,8.5767e-05-0.0010879i,-0.0031982-0.0082615i
-0.45886-0.08872i,-0.418+0.018788i,-0.17573+0.093406i,0.016111+0.072994i,0.080925+0.046926i,0.097307+0.036147i,0.096659-0.0019647i,0.086019-0.054608i,0.046426-0.085791i,-0.0016646-0.060063i,-0.0036058-0.012889i,0.014554-0.00073401i,0.013742-0.0029762i,0.0091508+0.0014982i,0.0054541+0.0028536i,-0.00090861+0.0023726i,-0.0037728+0.0018463i,-0.0028534+0.0010568i,-0.0013918+0.00063326i,0.0008544-0.00067143i,0.0030113-0.0012943i,0.0042247+0.0015166i,0.0070993+0.0032151i
0.42518-0.24291i,0.35537-0.31704i,0.14761-0.23899i,0.016085-0.11652i,-0.037129-0.067169i,-0.070782-0.03447i,-0.068754+0.023153i,-0.050607+0.065682i,-0.017184+0.077867i,0.019645+0.047365i,0.014217+0.0091222i,-0.009115+0.0073403i,-0.0165+0.015638i,-0.019955+0.0097416i,-0.020831+0.00019951i,-0.014161-0.0069915i,-0.0060822-0.011114i,-0.00083933-0.010782i,0.0038425-0.0066269i,0.0073933-0.00092763i,0.005251+0.0025001i,-0.0025071+0.0022265i,-0.010507+0.002685i
-0.17336+0.45174i,-0.078569+0.45208i,0.042659+0.25395i,0.098171+0.10323i,0.13062+0.070491i,0.13978+0.025609i,0.10163-0.047915i,0.058647-0.091464i,0.0096458-0.091799i,-0.024093-0.045922i,-0.007684-0.0064093i,0.018009-0.0072057i,0.025817-0.010809i,0.026264-0.0039126i,0.019141+0.0029792i,0.009311+0.0078923i,0.0028937+0.0091658i,-0.0016623+0.0078037i,-0.0018394+0.0037932i,-0.00066544-0.0023467i,0.00081881-0.0065344i,0.0059294-0.0061204i,0.011249-0.0056038i
-0.17223-0.46754i,-0.27324-0.41975i,-0.25742-0.22299i,-0.1912-0.12454i,-0.17647-0.11454i,-0.15344-0.05963i,-0.094548+0.011742i,-0.057234+0.053938i,-0.019699+0.06001i,0.005911+0.020566i,-0.010454-0.0080934i,-0.022915+5.4271e-05i,-0.016458+0.0050666i,-0.013969+0.0026837i,-0.012429+0.0038663i,-0.0078921+0.0032386i,-0.0040955+0.0019911i,-0.0020488+1.3289e-05i,-0.0021922-0.0043689i,-0.0029284-0.0052649i,-0.0031752+0.0002077i,-0.0040361+0.005987i,-0.0050623+0.0094023i
0.43485+0.27231i,0.48684+0.20591i,0.33086+0.081284i,0.18992+0.050866i,0.16897+0.055245i,0.13326+0.014606i,0.071024-0.029104i,0.04318-0.06032i,0.015023-0.061134i,-0.0032936-0.019572i,0.0094345+0.0042184i,0.013417-0.0067856i,0.0040414-0.013375i,0.0055011-0.013001i,0.010853-0.012751i,0.011225-0.010349i,0.0089351-0.0080127i,0.0049271-0.0040324i,-0.00014351+0.0015659i,-0.0029237+0.0019944i,-0.0026181-0.0048163i,-0.00076924-0.011689i,-0.00037635-0.014292i
-0.50396+0.073975i,-0.49028+0.16658i,-0.28537+0.16477i,-0.17734+0.066823i,-0.18771+0.0097367i,-0.14511+0.017897i,-0.085824+0.037608i,-0.061988+0.068181i,-0.032124+0.071473i,-0.014227+0.034872i,-0.019874+0.017756i,-0.016367+0.024377i,-0.0086797+0.021617i,-0.010719+0.013049i,-0.01156+0.0074607i,-0.0076531+0.0051684i,-0.0031065+0.0039915i,-0.00068269+0.00091347i,-0.002202-0.0010549i,-0.0044982+0.0023929i,-0.002624+0.0069119i,0.0017852+0.0092945i,0.0033017+0.010166i
0.37215-0.37906i,0.32964-0.4538i,0.18622-0.30377i,0.15211-0.099774i,0.17128-0.01429i,0.12687+0.00026705i,0.082541-0.0085075i,0.05987-0.048462i,0.026677-0.062189i,0.014154-0.033728i,0.02107-0.019039i,0.014595-0.018098i,0.0060439-0.0071846i,0.0061659+0.0015381i,0.0024004-0.00015694i,-0.0052936-0.0045752i,-0.010313-0.0044618i,-0.0075186+0.0005512i,0.001666+0.0042779i,0.006771+0.0028641i,0.0020431+0.00042615i,-0.0054044-0.0011053i,-0.0077255-0.0016414i
-0.063341+0.51963i,0.014465+0.52885i,0.042011+0.28458i,-0.046004+0.077676i,-0.10851+0.017876i,-0.091161-0.0088338i,-0.0754+0.0029669i,-0.054499+0.062314i,-0.014804+0.080024i,0.0010969+0.048617i,-0.0011836+0.026849i,0.0034541+0.01656i,0.0058489+0.0026746i,-0.00019653-0.0030826i,-0.0018486+0.0014277i,0.0047141+0.0059434i,0.010221+0.005635i,0.009128+0.001379i,0.0031789-0.00077636i,0.00024963+0.0021835i,0.0026293+0.0034195i,0.0061741+0.00023357i,0.007636-0.0025144i
-0.28509-0.45446i,-0.37883-0.42294i,-0.26066-0.19521i,-0.033211-0.043036i,0.089748-0.0063349i,0.1091+0.019155i,0.11507-0.009895i,0.086288-0.079117i,0.025724-0.09132i,-0.010321-0.054777i,-0.01509-0.026885i,-0.011595-0.014935i,-0.0034955-0.0073835i,0.0071147-0.0040079i,0.0092899-0.0023473i,0.0025693+0.00095071i,-0.0023117+0.0022097i,-0.00081292+0.0013903i,0.0033845-0.0036531i,0.0057382-0.0088733i,0.0054683-0.0059304i,0.0020844+0.0016117i,-0.00025326+0.0046126i
0.50541+0.21727i,0.55687+0.15836i,0.31736+0.024505i,0.034886-0.02846i,-0.087698-0.029419i,-0.12478-0.038046i,-0.13453+0.012193i,-0.082175+0.077092i,-0.0089926+0.072567i,0.024483+0.033781i,0.021432+0.0099517i,0.0047161+0.0019331i,-0.012675-0.00087322i,-0.019918-0.0016362i,-0.012221-0.0027971i,-0.0009409-0.0077343i,0.0014343-0.012672i,-0.004012-0.012955i,-0.0091358-0.0060256i,-0.0090196+0.00039735i,-0.0074952-0.00026459i,-0.0072125-0.0046002i,-0.0074828-0.0065383i
-0.51666+0.14454i,-0.51131+0.24696i,-0.2307+0.24334i,0.025029+0.13573i,0.11887+0.061439i,0.15292+0.026992i,0.13708-0.055797i,0.056935-0.11404i,-0.015115-0.082823i,-0.034868-0.023346i,-0.019324+0.0055721i,-0.00055938+0.0071604i,0.010674+0.0056114i,0.014705+0.0026445i,0.009144-0.00063096i,-0.00020326+0.0026266i,-0.0043304+0.0078834i,-0.0012388+0.0084394i,0.0015632+0.0029639i,-0.00083302-0.0041562i,0.00057769-0.0056827i,0.0067215-0.0022845i,0.01129+0.00057501i
0.34632-0.43613i,0.31065-0.53568i,0.098083-0.38615i,-0.068852-0.16614i,-0.13938-0.070231i,-0.17551-0.0070197i,-0.14262+0.099011i,-0.060692+0.13769i,-0.0010384+0.081968i,0.016711+0.010881i,0.0048277-0.017294i,-0.0081528-0.0054744i,-0.0096483+0.007936i,-0.0092507+0.011529i,-0.0098484+0.0098916i,-0.009216+0.0046861i,-0.0072647+0.0024551i,-0.0063315+0.0050445i,-0.003451+0.0093593i,-0.00033596+0.01383i,-0.0023204+0.014758i,-0.0067573+0.010982i,-0.009183+0.0080259i
