-0.0016643+0.0011991i,-0.00093642+6.8894e-06i,-0.0010131-0.0012899i,-0.00079244-0.0010838i,-0.0011696-0.00019112i,-0.0013065+0.0013279i,-0.00071882+0.0018187i,0.00023744+0.0013958i,0.0014959+0.0003729i,0.0014078-0.00051668i,0.0011019-0.00061405i,0.00074162-0.00081633i,-9.88e-05-0.0011927i,0.00014733-0.00065098i,0.00064372+0.0001747i,0.00034057-0.00031185i,0.00022322-0.001287i,-8.424e-05-0.0010017i,-0.00045154-0.00050078i,-0.00082447-0.0001338i,-0.00042996+0.00060329i,4.561e-06+0.00088405i,-0.00014432+0.00059785i
0.0016702+0.0013992i,0.0027708+0.0023215i,0.0016716+0.0025854i,-0.0012549+0.0022446i,-0.0026542+0.001098i,-0.00069217+0.00058899i,0.00041949+0.00086782i,-0.00036387+0.00068562i,-0.00010949+0.0012452i,0.00028006+0.0020077i,0.00098214+0.0021479i,0.0012794+0.0017362i,0.0014977+0.0011105i,0.0017316+0.0008272i,0.00096196-0.00012044i,-0.00026858-0.00056458i,-0.0010151-9.1998e-05i,-0.0019389+0.00057299i,-0.0018631+0.0010848i,-0.0010561+0.00099949i,7.2323e-05+0.0011575i,0.0014176+0.0014609i,0.0014116+0.001118i
-0.00092321-0.0020203i,0.00016158-0.0018665i,0.00091795-0.0011926i,0.001641+0.00047297i,0.0015094+0.0020307i,0.00038164+0.0018937i,0.00060129+0.00033289i,0.0013969-0.00045488i,0.0019963-0.00097031i,0.0012942-0.00085144i,0.00055834-0.00012672i,0.00068786+0.00022492i,0.00081436+0.00014676i,0.00076701+0.0005207i,0.00012593+0.0013223i,6.44e-05+0.0018034i,0.00014337+0.0017155i,-4.8057e-05+0.0010543i,-0.00057554+8.2223e-05i,-0.001211+0.00010933i,-0.0011393-6.258e-05i,-0.0011652+0.00049473i,-0.0018097+0.00072019i
-0.00042416-0.000595i,-0.0012718+0.000259i,-0.0014521-0.00026548i,-0.00046908-0.00208i,0.00037729-0.0024189i,0.00068686-0.00070372i,0.00081343+0.00069805i,0.00098091+0.00059399i,0.0017687+1.3795e-05i,0.0015371+2.5643e-05i,0.00082815+0.00038018i,0.00019033+0.00054847i,-0.00061943+0.00039592i,-0.0010516+0.00073055i,-0.00086999+0.00098191i,0.00018636+0.0007318i,0.001307+0.00028452i,0.0010182-0.00046337i,-0.00013769-0.0013961i,-0.00050242-0.0020005i,-0.00093668-0.00068402i,-0.0011995+0.001286i,-0.00092211+0.0025133i
0.00065193-0.00026982i,-0.00056981-0.00020014i,-0.0015398+0.00082388i,-0.0023037+0.0035111i,-0.0036914+0.0042308i,-0.0022288+0.0021945i,0.00021615+0.00023679i,0.0010415-0.00011085i,0.0011511+0.00055472i,0.0013723+0.00061065i,0.0019068-0.00019618i,0.002514-0.00086217i,0.0023905-0.00082134i,0.00066754-0.00056312i,-0.0011433+0.00021793i,-0.0016624+0.00039416i,-0.00060002+0.00053311i,0.00051353+0.00091156i,0.00091104+0.00091156i,0.0013191+8.5367e-05i,0.00095402-0.0012806i,0.00077779-0.0020782i,0.00059957-0.002261i
-0.0001098-0.00091552i,0.0001284-0.00069373i,0.00029428-0.00024465i,0.0022503-0.00048362i,0.0040149+0.00076026i,0.0029821+0.0019834i,0.001462+0.00099118i,0.0017191+0.00047659i,0.0012038+0.00075203i,-0.00020546+0.00055683i,-0.00081597+0.00016653i,-0.00085671-0.00042097i,0.00041871-0.00063577i,0.0013957-7.8965e-05i,0.0013538+0.001136i,0.0004908+0.0018275i,-0.00013554+0.00050414i,0.00029979-0.00031519i,0.00054368+0.00029678i,-0.00019894+0.00078488i,-0.00091801+0.00063241i,-0.0011284+9.9419e-05i,-0.00061421+0.00056699i
-0.0014317-0.00088775i,-0.0014431+0.0002395i,-0.002178+0.0018914i,-0.0028881+0.0026221i,-0.0025583+0.00097819i,-0.001001-0.00056864i,-1.5053e-05-0.00093494i,0.00034723-0.00077895i,0.00093598-0.00034157i,0.00052827+0.00040668i,-0.00054798+0.0012702i,-0.00059662+0.0018743i,0.00034692+0.002134i,0.0012926+0.0013161i,0.0012994+0.00045388i,0.00043014-0.00010315i,-0.00046957-0.00067316i,-0.00043611-0.00086597i,-0.00058906+0.00011904i,-3.967e-05+0.001292i,0.00083596+0.0014289i,0.0012651+0.00064243i,0.0012289-0.00048109i
0.00028417-0.00079984i,-5.3796e-05-0.00028436i,0.00026344+0.0017786i,0.0016639+0.0042963i,0.00074336+0.0054527i,-2.8782e-05+0.0038764i,0.00097712+0.0013744i,0.0018659-0.00045202i,0.0014488-0.0011134i,0.00046261-0.00037992i,-0.00022094+5.8206e-05i,-0.00041943+0.00031365i,-0.00024394+0.00035153i,0.00014102-0.00045017i,0.0008302-0.00024988i,0.00079572+0.00072425i,0.00048829+0.0011262i,0.00051848+0.00072743i,0.00076779-9.5112e-05i,0.00012029-0.00082718i,-0.0013928-2.1663e-05i,-0.0027436+0.0012772i,-0.002379+0.0014871i
-0.0011039-0.0015497i,-0.0011422-0.0021548i,-0.00196-0.0025971i,-0.001596-0.003437i,0.00061963-0.003958i,0.0014744-0.0025421i,0.00048266-0.0013981i,0.00069697-0.00097818i,0.0011216-0.00011051i,0.00029878+0.0001591i,0.00012175+0.00054338i,0.00087476+0.001833i,0.00083039+0.0014493i,0.00047838+0.00059875i,0.00032443+0.00077723i,0.00028614+0.00057696i,0.00060791+0.0004731i,0.00053751-3.9063e-05i,5.5525e-05-0.00048282i,-0.00036163-8.0476e-06i,0.00039765+0.0004232i,0.0015633+0.0001003i,0.0012789-0.0001957i
-0.00086285+0.0022899i,-0.001574+0.0029713i,-0.0025734+0.0035366i,-0.0037788+0.0043703i,-0.0040771+0.0045286i,-0.002125+0.0030229i,-0.00038248+0.0014654i,-0.0006607+0.00099044i,-0.00080668+0.0011558i,0.0005283+0.0018045i,0.0019645+0.0011813i,0.0022873-0.00022083i,0.0011241-0.00082512i,-0.00052315-0.00024015i,-0.0022267+0.00066727i,-0.0019041+0.0010642i,-0.0011008+0.0015863i,-0.0010695+0.0021705i,-0.00097407+0.00090515i,-0.0008614-0.00061339i,-0.0011425-0.00094557i,-0.0017388-0.0012737i,-0.0015028-0.0013308i
-0.00088326-0.0013021i,-0.00029369-0.00199i,0.0016249-0.00096769i,0.0031451+0.0017947i,0.0045887+0.0039378i,0.0043862+0.0028859i,0.0024743+0.00065677i,0.0015262+0.00013979i,0.0005367+0.00050693i,-0.001158+0.00087868i,-0.0012192+6.4046e-05i,-0.00054201-0.0010982i,0.00024468-0.00029049i,0.00029883+0.00090259i,-0.00056459+0.0013305i,-0.0010817+0.0013041i,-0.00093466+0.00024589i,-0.00077947-2.2697e-05i,-0.0010964+0.0013906i,-0.0018026+0.0020806i,-0.0018237+0.0017404i,-0.00012373+0.0015854i,0.0013032+0.00056737i
-0.00044506-0.00039313i,-0.00074624-0.00053383i,-0.0020365+0.0012295i,-0.0028178+0.00080284i,-0.0014173-0.0019262i,0.00042825-0.0024257i,0.00058812-0.00073887i,0.00022865-0.00010747i,0.00083431-0.00062707i,0.0016981-0.00018371i,0.0012395+0.00038231i,-0.00021413+0.00026902i,-0.0011674+0.00020035i,-0.00096026-0.00080762i,1.2614e-05-0.0013242i,0.00019049-0.00057489i,0.00070128-0.00065797i,0.001562-5.3903e-05i,0.0018187+0.00028761i,0.0014735-0.00078425i,0.00056467-0.0018298i,-0.00071792-0.0018613i,-0.001422-0.00074515i
0.00033899+0.0035605i,0.00062486+0.0052435i,0.0015536+0.0069444i,0.0020078+0.0084474i,0.0015102+0.0077256i,0.0014588+0.003663i,0.0031782+0.00037291i,0.0038327+0.00014064i,0.0030389-0.00029035i,0.002582-0.0012953i,0.0013387-0.001093i,-9.8692e-05-0.00043402i,-0.00056251-0.00022593i,0.00015727-0.00024835i,0.0013024+0.0010421i,0.0014212+0.0025011i,0.0011664+0.0022577i,0.00096981+0.001435i,-0.0002598+0.0011642i,-0.0015387+0.0021815i,-0.0015529+0.0029935i,-0.0014416+0.0029663i,-0.0010632+0.0017251i
-0.0026598+0.001344i,-0.0022395+0.00054239i,7.2402e-05-0.0017548i,0.0039322-0.003845i,0.0062549-0.0027445i,0.0043018-0.00046081i,0.0013659-7.9518e-05i,0.00096577-0.00070139i,0.0024026-0.00028673i,0.0021993+0.00061184i,0.0017239+0.00099346i,0.0024191+0.0016153i,0.0023435+0.0023781i,0.0012536+0.0021577i,0.0010312+0.0018966i,0.0012055+0.0023281i,0.00046294+0.0020527i,-0.00027546+0.0020078i,0.000533+0.001729i,0.0017649+0.00091563i,0.0014886-4.059e-05i,0.001031-0.0013436i,0.0010547-0.0019767i
0.0014832-0.0019449i,9.176e-05-0.0021946i,-0.001962-0.00086965i,-0.0052388+0.0014534i,-0.007262+0.0013282i,-0.0046777+0.00038791i,-0.0015981+0.00070385i,-0.0010298+0.0010454i,-0.0012303+0.00038767i,-0.0006824+0.00040519i,0.00033164+0.0012005i,0.0015649+0.00095193i,0.0016943+0.00057499i,-7.5934e-05+0.00074499i,-0.0017462+0.00060582i,-0.0024968+0.00086827i,-0.0027061+0.00096151i,-0.0026406+1.7414e-05i,-0.0029264-0.00071029i,-0.002773-0.00091593i,-0.002736-0.00014858i,-0.0017855+0.0014564i,-0.00017654+0.0022044i
0.0037539+0.001623i,0.0048229+0.002207i,0.0071046+0.0032471i,0.0086755+0.0057542i,0.0079311+0.0075152i,0.0044049+0.0046013i,0.0017521+0.00076945i,0.0012921+0.00015272i,1.9746e-05+0.00060727i,-0.002097-7.025e-05i,-0.0021518-0.00074761i,-0.0011792-0.0015575i,-0.00025158-0.0013237i,0.0006711-0.0010041i,0.00031617-2.158e-05i,-0.00094099+0.0013226i,-0.0015871+0.0013233i,-0.00064589+0.00093776i,0.0010316+0.0014349i,0.0019303+0.0012455i,0.0018353-0.00074978i,0.0012344-0.0013366i,0.00061474+7.4401e-05i
-0.00041502+0.0024888i,-0.00055454+0.0037101i,-0.00081305+0.0002239i,-0.00045568-0.0061293i,0.00069896-0.0088038i,0.0012428-0.0046671i,0.00023225-0.00018308i,1.2808e-05-0.00027797i,0.0011186+0.00015337i,0.00094525+0.0017236i,0.0001485+0.001607i,-0.00061306+0.00048584i,-0.00093377-0.000161i,-0.00030269-0.00056042i,-0.00040973-0.00094382i,-0.00013352-0.00048833i,0.0015241+0.00062348i,0.0024412+1.4856e-05i,0.0016767-0.0013618i,-0.00010782-0.0022933i,-0.0022665-0.0018433i,-0.0038858-0.00050849i,-0.0041234+0.00030058i
-0.0024208+0.0017748i,-0.0018707+0.0029982i,-0.00081933+0.0058147i,-0.0011146+0.0094252i,-0.0024181+0.0088702i,-0.0016324+0.0040852i,0.0023299+0.0011011i,0.0044653+0.0017255i,0.0038046+0.0023516i,0.0032596+0.0020364i,0.0018408+0.0013589i,0.00061661+0.00016257i,-0.00019073-0.00013915i,-0.0007898+0.0010142i,-0.00016889+0.0018088i,0.00052539+0.001931i,0.0007331+0.0010883i,0.00056381+0.00069901i,7.2771e-05+0.0017548i,0.0008513+0.0034947i,0.0025706+0.0036025i,0.0041985+0.0019741i,0.0043475-8.1801e-05i
0.0018987+0.00048693i,0.0022891-0.0013578i,0.004571-0.0018367i,0.0089105-0.0021375i,0.011149-0.0001534i,0.0071357+0.0016432i,0.00093912-0.00047355i,-0.0002615-0.0022361i,0.0020192-0.0012916i,0.0025861+0.00081545i,0.0013658+0.0023187i,0.00052308+0.0029748i,0.00064471+0.0030824i,0.00058988+0.0021318i,2.2592e-05+0.0012411i,0.00075394+0.0011961i,0.00068435+0.0016042i,0.00026174+0.00094617i,0.00039628-0.00060088i,-0.00044479-0.001683i,-0.0016069-0.0023417i,-0.0015735-0.0022144i,-0.0010596-0.0010365i
-0.0025811+0.0028148i,-0.0024141+0.0025676i,-0.0046667+0.0026538i,-0.0083992+0.001947i,-0.0078884-0.0019042i,-0.0029807-0.0030964i,0.00043746+0.00025536i,-0.00078044+0.0014357i,-0.0013747-0.00059987i,0.00063232-0.0017663i,0.0025613-0.00092688i,0.0038702-0.0005601i,0.0031903-0.00027705i,0.00093034+0.0010438i,-0.00052852+0.0024728i,-0.0012191+0.0019768i,-0.00074814+0.00047061i,-0.00088059-0.00024708i,-0.0020194+7.6286e-05i,-0.0025104+0.001431i,-0.0013048+0.0034629i,0.00045556+0.0056655i,0.0013229+0.0058873i
-0.00067938+0.0018773i,2.1969e-05+0.0035073i,0.002441+0.0059233i,0.0055251+0.010827i,0.0060614+0.012885i,0.0041414+0.0063184i,0.0032856-0.0011385i,0.0036223-0.0033634i,0.0020863-0.0029005i,-0.00023406-0.0030933i,-0.00064095-0.0037472i,-0.00047717-0.0032636i,-0.00052474-0.0023656i,-0.00056646-0.0013212i,-0.00096166-0.00054086i,-0.0012069+0.00044859i,-0.0011862+0.0013464i,-0.00015923+0.00093814i,0.0012487+0.00014851i,0.00086298-0.00086909i,-0.00024993-0.0033833i,-0.0012907-0.0054047i,-0.0016744-0.0046882i
-0.00034096-0.00092747i,-0.00075683-0.0002396i,-0.00047099-0.0015606i,0.0029655-0.0066844i,0.0069313-0.0094814i,0.0061629-0.0044265i,0.00076024+0.0013686i,-0.0021517+0.0018963i,-0.0015983+0.0015686i,-0.0015095+0.0023579i,-0.0015752+0.0012048i,-0.00098263-0.00093937i,4.2426e-05-0.0018653i,-0.00014253-0.0021816i,-0.0010458-0.0020014i,-0.00080145-0.00095706i,4.3381e-05-0.00028793i,0.00047475-0.00050985i,0.00016613-0.00033453i,-0.0010109+0.00026201i,-0.0023694+0.0014908i,-0.0027987+0.0030568i,-0.0021261+0.0036621i
-0.0011829+0.00021002i,-0.0017511+0.00079302i,-0.0038264+0.0037415i,-0.0072497+0.0075198i,-0.0093141+0.0077359i,-0.006061+0.0042185i,-0.00012489+0.0022395i,0.0031462+0.0035497i,0.0024916+0.0041929i,0.00057879+0.0037806i,-0.00041972+0.00308i,-0.0017158+0.0019986i,-0.0021838-2.4865e-05i,-0.0006741-0.0010654i,0.00036679+6.6094e-05i,0.00069951+0.00072282i,0.00076147+0.00035881i,0.0005797+0.00082278i,0.0012375+0.0016064i,0.0024235+0.00098593i,0.003559-0.001473i,0.0048985-0.0037899i,0.0053249-0.0034451i
-0.00083604+0.00040897i,0.00073267-0.00089114i,0.0049958-0.00075455i,0.012118+0.0020349i,0.014579+0.0052593i,0.0084198+0.0036619i,0.00066644-0.0012306i,-0.00054608-0.0029028i,0.0014029-0.00063957i,0.0010238+0.002351i,-0.00052234+0.004681i,-0.0013278+0.0057638i,-0.001411+0.0049844i,-0.0012787+0.0028128i,-0.00057918+0.001936i,-0.00043839+0.0022226i,-0.0009239+0.0012904i,-0.0014811+0.00066459i,-0.0012624+0.0006222i,-0.0012007+0.00074234i,-0.0025802+0.0024885i,-0.0040261+0.0045975i,-0.003571+0.0043994i
0.016279-0.0016763i,0.016625-0.00056108i,0.015801-0.011913i,0.0034787-0.021365i,-0.0064497-0.024403i,-0.0068305-0.015902i,-0.001675-0.0034732i,0.0012202-0.00084029i,0.0019751-0.0040643i,0.0018784-0.0052012i,0.0013227-0.0017922i,0.0012986+0.0019239i,0.001034+0.0043701i,0.00092678+0.0063266i,0.002118+0.0069103i,0.0030131+0.0052216i,0.0028966+0.0022187i,0.002642+0.00070067i,0.0018254-0.00020163i,0.0018574-0.00060945i,0.0041193-0.00024864i,0.0058618-0.00050113i,0.0041902-0.00050276i
-0.0026375-0.0017196i,-0.0026582+0.00064423i,-0.002083+0.0077857i,-0.00037747+0.016554i,-0.00057603+0.019059i,-0.00012077+0.010922i,0.00359+0.0011025i,0.0062577-0.0018914i,0.0050549-0.00085541i,0.00356-0.0013512i,0.0030708-0.003772i,0.0021178-0.0046603i,0.0015881-0.0029957i,0.0010197-0.0013899i,-4.4587e-05-0.0016947i,-0.00085383-0.0012554i,-0.0015223-0.00028821i,-0.0016165-0.0007129i,-0.0016442-0.0018161i,-0.0020811-0.0024279i,-0.0033953-0.0020324i,-0.0053899-0.0019666i,-0.0062711-0.0021278i
0.0027559-0.0019147i,0.0020768-0.0029856i,0.0026186-0.0081168i,0.0075173-0.012317i,0.01225-0.0095373i,0.0085766-0.0016348i,-0.00016355+0.0041093i,-0.0038792+0.0043273i,-0.0034347+0.0017908i,-0.0031542+0.00056614i,-0.0027899-0.00022685i,-0.0010792-0.0013746i,0.00087635-0.0024905i,0.0010334-0.0031988i,-0.00019811-0.002317i,-0.0012813+9.055e-05i,-0.0016381+0.0026712i,-0.0019081+0.0031812i,-0.0016931+0.0022804i,-0.00052399+0.0014558i,0.0013605+0.00089715i,0.0022278+0.0010841i,0.0015117+0.0018365i
-0.00061733+0.0014211i,-0.0014434+0.0022566i,-0.004577+0.0032712i,-0.012502+0.003746i,-0.017245+0.001953i,-0.010551-0.00036591i,0.0002779+0.00075446i,0.0041297+0.0037556i,0.0020361+0.0043981i,-0.0006697+0.0021759i,-0.0026239-2.9789e-05i,-0.0031929-0.0011818i,-0.0019054-0.00118i,0.00030086-0.0013023i,0.0013968-0.0011622i,0.0013862-0.00071792i,0.00137-0.0013505i,0.0016867-0.0019578i,0.0016389-0.0024682i,0.00086281-0.002615i,-0.00079444-0.0019587i,-0.0017375-0.00193i,-0.00054957-0.0020181i
-0.0020085+7.6478e-05i,-0.0011041-0.00092556i,0.0032936+0.0017643i,0.0095082+0.0085173i,0.010956+0.013076i,0.0038692+0.0077467i,-0.003328-0.0028421i,-0.0029687-0.0071057i,-0.00030658-0.0038955i,-0.00070508+0.00146i,-0.0021575+0.0042623i,-0.0033855+0.0044464i,-0.0037858+0.0028003i,-0.0032997+0.00064821i,-0.0023852+0.00057741i,-0.0016449+0.0011696i,-0.0022212+0.0012398i,-0.0026716+0.001083i,-0.0033027+0.0011579i,-0.0018386+0.0026772i,0.00046767+0.0046902i,0.0016351+0.0043455i,0.0015531+0.0030263i
0.0018686-0.00026457i,0.00011215-0.001909i,-0.0027815-0.0063653i,-0.0045985-0.01498i,-0.0015459-0.019963i,0.0034671-0.011656i,0.0049147+0.00067457i,0.0031493+0.0033945i,0.0022133+0.00088397i,0.0035127+0.0019649i,0.0050254+0.0045877i,0.0054295+0.0044072i,0.0040602+0.0046801i,0.00093233+0.0050058i,-0.00029764+0.0043967i,0.0013797+0.0037046i,0.0030913+0.0031441i,0.003831+0.0023262i,0.0042621+0.0010172i,0.0033082-0.00060634i,0.00093197-0.0025871i,-0.00031175-0.0038799i,-8.6355e-05-0.0038951i
-0.00040471-0.00097057i,1.6781e-06+0.0012569i,-0.0015623+0.0065804i,-0.005852+0.014448i,-0.0095652+0.017784i,-0.0050942+0.010301i,0.0032383-8.1675e-05i,0.0064168-0.0031054i,0.0048535-0.0021436i,0.0036339-0.0020807i,0.0038746-0.0022264i,0.0036663-0.0013061i,0.0035048-0.00081827i,0.0030117-0.0012217i,0.0013078-0.0011666i,0.00040242-0.00099315i,-0.00083561-0.0012101i,-0.0015912-0.0015059i,-0.0019008-0.0020278i,-0.0020259-0.0012991i,-0.00055778+0.0017362i,0.00086777+0.00398i,0.00078449+0.0028123i
-0.00060731-8.7704e-05i,-0.00016385-0.0011656i,0.0051609-0.004167i,0.01571-0.005457i,0.020541-0.0012332i,0.011155+0.0048897i,-0.0019625+0.0070929i,-0.0070615+0.0046545i,-0.0059373+0.0017893i,-0.0032144+0.00023689i,-0.00099924-0.0013603i,0.00046832-0.0026704i,0.00047687-0.003248i,-0.00062199-0.0031394i,-0.0011071-0.0020066i,-0.0013313+0.0006675i,-0.0020537+0.0029867i,-0.0022707+0.0040858i,-0.0008673+0.0034761i,0.00058658+0.0002842i,0.0012075-0.0036766i,0.00086952-0.0050255i,0.00048247-0.0026489i
-0.0032916-0.0013515i,-0.005888-0.00035866i,-0.011635-0.00039222i,-0.019767-0.0027039i,-0.022157-0.006641i,-0.011512-0.006279i,0.0020463-0.0015024i,0.0052747+0.0019207i,0.0017849+0.0034575i,-0.00074394+0.0023722i,-0.0015102-0.000905i,-0.0017162-0.0036956i,-0.0009331-0.0040736i,0.00028167-0.0027345i,0.0012477-0.0020707i,0.0012016-0.0017182i,0.00072606-0.00091871i,-2.3164e-05-0.00049742i,-0.00086908-0.0012247i,-0.00089598-0.00058877i,-0.0029666+0.0026204i,-0.0049155+0.004393i,-0.0048888+0.0032609i
-0.0027569+0.00037568i,-0.00051433+0.0017458i,0.0041977+0.0093636i,0.0081048+0.019744i,0.007598+0.023688i,0.002666+0.013393i,-0.0016434-0.002648i,-0.00079944-0.0089589i,0.0023375-0.0050705i,0.00086592+0.0002033i,-0.0029751+0.0027197i,-0.0041312+0.0033531i,-0.0027655+0.0023036i,-0.0017752+0.00020195i,-0.0016406-0.00016194i,-0.0023083+0.0010948i,-0.0029296+0.00089677i,-0.0029599+0.00098807i,-0.003566+0.0021675i,-0.0028487+0.0026041i,-0.00035333+6.143e-06i,0.0012605-0.0027688i,0.0014665-0.0019571i
-0.0018995-0.0014438i,-0.0017941-0.0036015i,-0.0013045-0.0096244i,0.0038175-0.01863i,0.011006-0.022012i,0.01279-0.011512i,0.0092504+0.0033971i,0.0060689+0.0077659i,0.0045393+0.0039618i,0.0031311+0.0029808i,0.0032396+0.0058302i,0.0030851+0.0065514i,0.00064664+0.0044711i,-0.0019798+0.0025426i,-0.0021172+0.0027887i,0.00022081+0.0039439i,0.0026586+0.0030722i,0.003594+0.0012284i,0.0034967+4.6354e-05i,0.0013333-0.00038567i,-0.0016761+0.0009175i,-0.0019855+0.0026406i,0.00043988+0.0021385i
-0.00043968-0.0012053i,-0.0028506+0.0026605i,-0.0094469+0.0076136i,-0.018551+0.013939i,-0.021794+0.016225i,-0.012821+0.009445i,0.00053351-0.001692i,0.006403-0.0054617i,0.0042159-0.0019275i,0.0017801+0.00026338i,0.0022137+0.00068935i,0.0035305+0.0017477i,0.0037467+0.0019753i,0.0036262+0.00099098i,0.0021192+0.00042375i,0.00028505-0.00037727i,0.00017345-0.0013193i,4.7692e-07-0.0023229i,-0.00056178-0.0035649i,0.00072352-0.0035467i,0.0045192-0.0016526i,0.0073688-0.00023766i,0.0064294+0.0002343i
-0.0053663-0.00064066i,-0.0021255-9.0105e-05i,0.0075454+0.0035961i,0.020715+0.0096071i,0.023406+0.013461i,0.0094574+0.01213i,-0.0081355+0.0089329i,-0.014101+0.0050436i,-0.0092729+0.0014034i,-0.0033705+0.00085854i,-0.00071139+0.0008876i,0.00037374-0.0008684i,0.0018109-0.0027199i,0.0018557-0.0029621i,0.00010868-0.0022596i,-0.0017724-0.00059756i,-0.0033317+0.001434i,-0.0035441+0.0029059i,-0.0025065+0.0033656i,-0.0026693+0.0021005i,-0.0041069+0.00054778i,-0.0054041+0.00043762i,-0.004798+0.00038347i
0.0010512-0.0031628i,-0.0017534-0.0043277i,-0.0098009-0.009936i,-0.01861-0.019199i,-0.019801-0.02382i,-0.010461-0.017521i,0.0033636-0.0065488i,0.0091998+0.00025904i,0.0056316+0.0026655i,0.002442+0.0017749i,0.0015409-0.0017415i,0.0011227-0.0046312i,0.00095748-0.0040903i,0.00083567-0.0021731i,0.0010701-0.0013227i,0.001892-0.0010194i,0.0019471-0.00024604i,0.001195+0.00028545i,0.0015382-0.00048845i,0.0019951+1.9655e-05i,0.0022982+0.0015636i,0.0020906+0.00058321i,0.00022888-0.0012364i
0.0016484-0.00029716i,0.0021612+0.0021881i,0.0013768+0.0094709i,-0.0015397+0.021262i,-0.0031079+0.02436i,-0.0016194+0.011882i,-0.0010388-0.0047653i,2.2258e-06-0.010005i,0.0030017-0.0058089i,0.0027411-0.002964i,-0.0009824-0.0020746i,-0.0029582+0.00014141i,-0.0016135+0.00092418i,-2.7425e-05+0.00031658i,6.077e-05+0.00017527i,-0.00068385+0.00041532i,-0.0017377+0.00077137i,-0.0027165+0.00015835i,-0.0034586-0.0009854i,-0.0047513-0.0020174i,-0.0056765-0.0030974i,-0.0056262-0.003712i,-0.0048723-0.0029767i
0.0007167+0.0019928i,0.0032997-0.0010589i,0.010855-0.0068074i,0.022763-0.013698i,0.028693-0.014143i,0.021923-0.0035744i,0.012724+0.009828i,0.0081723+0.013079i,0.0051159+0.0073468i,0.0025091+0.0033649i,0.00090897+0.0041072i,0.00020892+0.0047284i,-0.00079547+0.0037431i,-0.0025281+0.0035709i,-0.0028592+0.00321i,-0.00024242+0.0029665i,0.0034112+0.0032182i,0.0047137+0.0020426i,0.0045155+0.00063401i,0.0040203+0.00094293i,0.0036568+0.0033613i,0.0040588+0.0060911i,0.0041553+0.0048158i
0.00095237-0.00042133i,-0.0036452+0.0028459i,-0.015083+0.0042259i,-0.027678+0.0039816i,-0.028297+0.0050258i,-0.016173+0.0034896i,-0.0028448-0.0038836i,0.0027234-0.0086872i,0.00092857-0.0051864i,-0.00057957-0.00017843i,-0.00010866+0.0015307i,0.00085225+0.0015432i,0.00096153+0.0026964i,0.00046787+0.0038196i,2.0835e-05+0.0035376i,-0.00016107+0.0023345i,0.00070806+0.00029257i,0.0011303-0.0012204i,0.00042697-0.0022949i,0.00023056-0.0035554i,0.00033562-0.0042144i,-0.00093233-0.003448i,-0.0013596-0.0004831i
0.0016188+0.0013356i,0.0047897+0.001961i,0.012112+0.0081657i,0.019102+0.019236i,0.015414+0.02219i,0.001648+0.013552i,-0.013515+0.0061981i,-0.019359+0.003373i,-0.014197+0.0016941i,-0.0076403+0.0015243i,-0.0033038+0.001949i,3.2955e-05+0.0011283i,0.0024258-0.00062027i,0.0032781-0.002008i,0.0023554-0.0010484i,0.00084693+0.0013986i,-0.00097216+0.0029276i,-0.0031446+0.0032985i,-0.0037793+0.0042107i,-0.0017938+0.005912i,0.00010611+0.0069314i,0.0012384+0.0061569i,0.0021209+0.0032108i
0.00013518-0.001119i,-0.00091657-0.0045895i,-0.002503-0.014483i,-0.0024613-0.030382i,0.0003039-0.035376i,0.004024-0.022581i,0.011145-0.0068036i,0.014405+0.0011066i,0.00988+0.0041028i,0.0060771+0.0043694i,0.005542+0.00053604i,0.0044629-0.003031i,0.0019799-0.002427i,0.00010611-0.00062189i,-0.00064931-0.0010467i,-0.00023012-0.0015515i,0.00098964-0.00079043i,0.0018435-5.9639e-05i,0.0014328-0.0011673i,0.00079548-0.0026998i,0.0013952-0.0045043i,0.0015516-0.006658i,-4.0434e-05-0.0064714i
-0.00059399+0.0008964i,-0.0023063+0.0068991i,-0.0081656+0.016501i,-0.015923+0.025814i,-0.015785+0.023703i,-0.0031261+0.0092888i,0.0023015-0.0048954i,0.0011327-0.0083816i,0.0051088-0.0036947i,0.0073193-0.0027174i,0.0030514-0.0044972i,-0.0013981-0.002724i,-0.00052694-0.0004712i,0.0014638+0.00024605i,0.0014357-2.8896e-05i,0.00060099-0.00070027i,-0.0017859-0.00044383i,-0.0036624+1.1149e-05i,-0.0039358-1.9604e-05i,-0.0048972+0.00012507i,-0.0059704+0.0018202i,-0.0043892+0.0042866i,-0.0011561+0.0045225i
0.0014761-0.0019439i,0.005202-0.003071i,0.017221-0.0032519i,0.033927-9.6439e-06i,0.036591+0.0059455i,0.021143+0.012646i,0.0078701+0.018932i,0.0054026+0.018403i,0.0052389+0.0092848i,0.0020671+0.0027578i,-0.00079997+0.0028724i,-0.001634+0.0037424i,-0.0023755+0.0018675i,-0.0029296-0.00059747i,-0.0019672-0.0011061i,6.3075e-05+0.00042668i,0.0025864+0.0015652i,0.0047882+0.0014038i,0.0044385+0.00036753i,0.0038122-0.0014519i,0.0047779-0.0024486i,0.0045027-0.0029184i,0.0019587-0.0025449i
