-0.0014933+0.00019571i,-0.0019726-0.00074921i,-0.0016924-0.0013366i,-0.00084511-0.00051388i,-0.00082098+0.00054259i,-0.0012925+0.00061991i,-0.00069697+0.00090291i,0.00023481+0.0011096i,0.00097974+0.00047754i,0.00059337+0.00044015i,8.6738e-05-0.00049724i,4.0118e-05-0.0012672i,1.7566e-05-0.00083811i,0.00071927-0.00059482i,0.0005484+3.1142e-05i,-0.00071275+0.00077213i,-0.0012713+0.00029117i,-0.0008486-0.0009899i,7.7231e-05-0.0012533i,0.0006852-0.00020394i,0.00075488+0.00066035i,0.00026123+0.0005992i,-0.00021555-3.7498e-06i
0.12309-0.19641i,0.092171-0.33122i,-0.072406-0.37999i,-0.17964-0.26928i,-0.11013-0.11959i,-0.014725-0.068984i,0.01332-0.042846i,0.024141+0.0057734i,0.030117+0.044046i,0.024065+0.049454i,0.013952+0.030704i,0.0067534+0.018217i,0.0083661+0.014819i,0.011101+0.0090715i,0.010349+0.00032833i,0.0022412-0.0069696i,-0.014622-0.0028421i,-0.025291+0.0097691i,-0.021077+0.014696i,-0.012178+0.0073171i,-0.0087218-0.00079994i,-0.0063998-0.00046109i,-0.0011233+0.0018053i
-0.0703-0.32231i,-0.083441-0.21753i,0.0097423+0.084382i,0.1421+0.19795i,0.14367+0.04693i,0.026587-0.070541i,-0.046845-0.074691i,-0.056394-0.06713i,-0.061241-0.065057i,-0.05559-0.039512i,-0.028366-0.0099382i,-0.0029269-0.0063543i,0.0049406-0.016046i,0.0048238-0.018082i,0.0022035-0.011334i,5.3849e-05-0.0014862i,0.005183+0.00090881i,0.010413-0.0045619i,0.0084646-0.0045171i,0.0070267+0.0015861i,0.013842+0.0014715i,0.02376-0.0095295i,0.025743-0.022474i
-0.19215-0.082425i,-0.19667-0.16141i,-0.061888-0.26122i,0.031225-0.27428i,0.0015477-0.15891i,-0.011467-0.030305i,0.012312+0.016732i,0.035078+0.020713i,0.059336+0.0079128i,0.047838-0.010792i,0.010289+0.002723i,-0.0039452+0.028182i,-0.0038621+0.030094i,-0.0080707+0.023796i,-0.011844+0.017736i,-0.015146+0.008219i,-0.017162+0.0040889i,-0.014238+0.0087103i,-0.0059452+0.0091227i,-0.00282-0.00027701i,-0.012748-0.0085578i,-0.026657-0.007853i,-0.034307-0.0025379i
0.31124+0.2141i,0.35649+0.31888i,0.1706+0.27556i,-0.03526+0.15901i,-0.068087+0.090441i,-0.02915+0.074726i,-0.0061437+0.074054i,-0.0070412+0.053711i,-0.030549+0.025237i,-0.038587+0.012705i,-0.022212-0.003092i,-0.013103-0.01405i,-0.010253-0.0075435i,-0.0067781-0.004443i,-0.0049081-0.0039499i,-0.00088421-0.0035576i,0.0016862-0.0080155i,-0.0013983-0.014149i,-0.0076009-0.012023i,-0.0043962+0.00073103i,0.011633+0.011556i,0.026436+0.01801i,0.03402+0.020542i
0.39074-0.16981i,0.41774-0.20714i,0.27764-0.10876i,0.16851+0.045423i,0.18141+0.074314i,0.19972-0.029468i,0.15115-0.10102i,0.096791-0.082975i,0.072481-0.041701i,0.051992-0.021874i,0.022605-0.0081781i,0.0081748+0.0066014i,0.015029+0.0097011i,0.021944+0.002083i,0.018403-0.011915i,0.0085791-0.023289i,-0.0019291-0.019439i,-0.0047289-0.0070121i,-0.00058332-0.0017365i,-0.0034008-0.004152i,-0.01135-0.0025232i,-0.01199-0.00023533i,-0.0061544-0.0042663i
-0.039284-0.08107i,-0.06405-0.036957i,0.022488+0.01321i,0.096923-0.018026i,0.015307-0.038627i,-0.10307+0.014903i,-0.12169+0.058362i,-0.080971+0.060525i,-0.032064+0.053312i,0.0049924+0.032751i,0.007235+0.0017041i,-0.013642-0.016342i,-0.026452-0.019858i,-0.024862-0.022317i,-0.019964-0.022898i,-0.013896-0.014554i,-0.0058894-0.0061909i,-0.0031003-0.0036359i,-0.0044731+0.0028848i,0.0020154+0.011508i,0.01118+0.0093646i,0.010722-0.00062067i,0.0035594-0.0081062i
-0.18413+0.39441i,-0.28063+0.40016i,-0.28656+0.18718i,-0.2088+0.01127i,-0.093821-0.0068338i,0.010321+0.031424i,0.034259+0.044985i,0.00066201+0.029874i,-0.034305+0.0039934i,-0.045445+0.0010824i,-0.019401+0.01095i,0.007112+0.0090103i,0.012923+0.0091453i,0.018775+0.011975i,0.026817+0.0061576i,0.026963-0.0026203i,0.018022-0.0071984i,0.011894-0.0096i,0.008936-0.015564i,-0.0048307-0.019197i,-0.02307-0.0098161i,-0.034115+0.0072263i,-0.03457+0.026025i
0.21042+0.281i,0.26326+0.37832i,0.19574+0.40012i,0.095012+0.33963i,0.05581+0.24071i,0.062536+0.16299i,0.087101+0.10638i,0.08584+0.053093i,0.052829+0.035538i,0.035483+0.037532i,0.029094+0.020329i,0.017873+0.0028866i,0.012227+0.0033577i,0.014203+0.0067871i,0.017077+0.0073107i,0.017539+0.0085005i,0.015206+0.0068883i,0.009096+0.0040593i,0.0018209+0.0096555i,0.0030529+0.014766i,0.012173+0.0075097i,0.022926-0.0023556i,0.033927-0.012569i
0.044671-0.21549i,0.042922-0.37143i,0.070869-0.40488i,0.10502-0.31048i,0.076222-0.22902i,-0.014932-0.20467i,-0.084577-0.1641i,-0.090042-0.090267i,-0.064222-0.031712i,-0.039448-0.0037716i,-0.014388+0.0052681i,0.0070725-0.0032062i,0.011238-0.015739i,0.0055562-0.015321i,0.0057704-0.0089807i,0.0055673-0.0076933i,-0.002268-0.0093615i,-0.0084745-0.011219i,-0.009138-0.015585i,-0.011514-0.01516i,-0.016679-0.010659i,-0.023077-0.012539i,-0.034606-0.014596i
-0.33628-0.14416i,-0.52582-0.17427i,-0.52772-0.082074i,-0.37196+0.022293i,-0.2436+0.085752i,-0.19049+0.14209i,-0.13675+0.15834i,-0.055142+0.084911i,-0.0027717-0.028027i,-0.0064873-0.074015i,-0.019182-0.041052i,-0.017669-0.0020736i,-0.018872+0.013172i,-0.019035+0.021445i,-0.015139+0.027688i,-0.010484+0.029039i,-0.0016194+0.02573i,0.0065502+0.022895i,0.010491+0.020311i,0.015735+0.01232i,0.02081+0.0017045i,0.019669-0.0010429i,0.015007+0.0019591i
0.085441+0.38069i,0.22149+0.44925i,0.26232+0.3568i,0.17296+0.23945i,0.11011+0.17701i,0.12141+0.12772i,0.11886+0.084075i,0.069736+0.066402i,0.0082878+0.074031i,-0.023727+0.078117i,-0.021547+0.06202i,-0.0068665+0.046584i,0.0040764+0.036566i,0.0026936+0.020224i,-0.0023277+0.0066554i,-0.0032266+0.0019069i,-0.0017432+0.0023404i,-0.0021035-0.0021691i,-0.0091289-0.0086722i,-0.016903-0.0051942i,-0.014851+0.00095235i,-0.010496+0.0040641i,-0.0053296+0.0086717i
0.24427-0.088678i,0.32591-0.30865i,0.24309-0.38593i,0.13252-0.26621i,0.092601-0.18557i,0.045374-0.21245i,-0.021642-0.20728i,-0.035287-0.13737i,0.0025305-0.077404i,0.029968-0.050251i,0.028948-0.033464i,0.0219-0.022143i,0.020484-0.022212i,0.016534-0.026254i,0.0031484-0.025055i,-0.0064707-0.01787i,-0.0043128-0.011691i,0.00093677-0.0087691i,0.007476-0.0047196i,0.012246-0.0014465i,0.011785-0.0016212i,0.014836-0.0078957i,0.017959-0.025203i
0.02962+0.094612i,0.072621+0.10868i,0.02062+0.028615i,-0.10284-0.060156i,-0.18673-0.048082i,-0.20273-0.00014396i,-0.17194+0.032758i,-0.082771+0.054464i,0.011342+0.037038i,0.034255-0.0036425i,0.0054792-0.019171i,-0.021582-0.012835i,-0.034357-0.0059525i,-0.037084-0.0018849i,-0.029789-0.00022342i,-0.019876-0.00050715i,-0.017664+0.0011077i,-0.019037+0.0045116i,-0.019338+0.0054584i,-0.018292+0.0072861i,-0.017362+0.01081i,-0.024624+0.012758i,-0.03308+0.020078i
-0.38645+0.045444i,-0.39614+0.11619i,-0.26826+0.17437i,-0.14434+0.17654i,-0.087494+0.14013i,-0.046791+0.14563i,0.0098306+0.14293i,0.010966+0.073188i,-0.046842+0.0093777i,-0.069785-0.00025136i,-0.050372+0.0025328i,-0.035199+0.0037077i,-0.020888+0.010558i,0.0026814+0.0097785i,0.017214-0.0039015i,0.01243-0.013044i,0.0054561-0.0076148i,0.0059993-0.0026252i,0.0064728-0.0071608i,0.0029798-0.012454i,0.0020329-0.01126i,0.013876-0.0085242i,0.032674-0.010887i
0.098767+0.36834i,0.43269+0.48118i,0.63767+0.26484i,0.50992-0.031475i,0.30772-0.10524i,0.25153-0.12688i,0.1829-0.18646i,0.074016-0.13798i,0.039063-0.032618i,0.041833+0.016851i,0.038957+0.026797i,0.042712+0.023382i,0.044348+0.016728i,0.038079+0.0090393i,0.029454-0.0016378i,0.020907-0.0083362i,0.013484-0.010533i,0.0086327-0.0079221i,0.0063195+0.0016524i,0.0044697+0.006645i,0.00098697+0.0007603i,-0.0060031-0.0057053i,-0.011352-0.0081551i
-0.33921-0.35592i,-0.59771-0.47327i,-0.67379-0.40141i,-0.48691-0.23495i,-0.26141-0.17651i,-0.21395-0.15795i,-0.2188-0.04898i,-0.1286+0.041578i,-0.026838+0.042766i,0.01779+0.013682i,0.02104-0.014427i,0.0027259-0.033031i,-0.012091-0.038334i,-0.016032-0.035805i,-0.0155-0.021811i,-0.011614-0.0063642i,-0.0075131-0.00045977i,-0.0075552-0.0035547i,-0.0098413-0.013662i,-0.010777-0.020645i,-0.0072655-0.019341i,-0.00022209-0.015141i,0.0021657-0.0062718i
0.17735+0.095983i,0.36911+0.42357i,0.51879+0.58871i,0.46479+0.41879i,0.24409+0.19985i,0.079299+0.13101i,0.034124+0.096791i,0.020443+0.030926i,-0.0052797-0.033142i,-0.034389-0.040517i,-0.032846-0.0071061i,-0.016639+0.0027967i,-0.020055+0.004253i,-0.016953+0.019404i,0.0026381+0.023838i,0.014419+0.0094326i,0.013062-0.0036253i,0.012214-0.0021018i,0.016049+0.0059486i,0.018837+0.0078034i,0.018623+0.0073365i,0.015686+0.014969i,0.015035+0.023007i
-0.26973-0.38001i,-0.41818-0.47257i,-0.36198-0.41605i,-0.15524-0.2431i,0.032818-0.074003i,0.14537-0.017333i,0.15886-0.049178i,0.08716-0.046252i,0.037782+0.012498i,0.030014+0.03504i,0.0075949+0.027982i,-0.0064774+0.040172i,0.0054413+0.043388i,0.0097906+0.026759i,0.0033057+0.011973i,0.00077599+0.010115i,0.0054928+0.012756i,0.0019865+0.0042501i,-0.013384-0.0031156i,-0.016447+0.00094064i,-0.0048098+0.0048997i,0.0070412+0.0010305i,0.01209-0.0066707i
0.44657+0.17573i,0.60601+0.27331i,0.49162+0.24503i,0.2023+0.14137i,0.021953+0.068905i,-0.063999-0.0092513i,-0.1565-0.051096i,-0.16475-0.0003773i,-0.090703+0.039046i,-0.040962+0.033339i,-0.0088784+0.019479i,0.020681-0.0091776i,0.027295-0.032438i,0.02082-0.038662i,0.0067068-0.036947i,-0.0075603-0.030173i,-0.013899-0.024293i,-0.0073105-0.015558i,0.011231-0.0068073i,0.01946-0.0034769i,0.011555+0.0022427i,-0.0029857+0.0097084i,-0.019019+0.010195i
-0.29711-0.050657i,-0.69411-0.042021i,-0.74618+0.10104i,-0.40501+0.22171i,-0.12454+0.17011i,-0.022027+0.085274i,0.044674+0.051124i,0.074026+0.0093328i,0.060811-0.03201i,0.03002-0.054454i,-0.011661-0.046446i,-0.031233-0.014146i,-0.027603+0.0011887i,-0.022353+0.0077095i,-0.010079+0.022838i,0.008271+0.031111i,0.019248+0.031177i,0.013526+0.022859i,-0.005201+0.011567i,-0.018048+0.0098782i,-0.017904+0.011124i,-0.01488+0.010894i,-0.004052+0.014343i
0.59678+0.32616i,0.93326+0.41218i,0.94577+0.25042i,0.56559+0.0016854i,0.16031-0.0208i,0.021484+0.074515i,0.030224+0.053496i,-0.0054033-0.0017838i,-0.050737+0.020511i,-0.033583+0.051986i,-0.004165+0.034015i,-0.011763+0.009873i,-0.025055+0.012473i,-0.014672+0.0080304i,-0.0039542-0.016661i,-0.013975-0.029773i,-0.020775-0.021959i,-0.006995-0.01404i,0.0079808-0.014107i,0.0067216-0.013519i,-0.0052728-0.010403i,-0.013445-0.011326i,-0.0164-0.02071i
-0.51695-0.16108i,-0.87397-0.32233i,-0.9482-0.30279i,-0.66043-0.15723i,-0.30043-0.1293i,-0.11622-0.19402i,-0.085773-0.1882i,-0.08024-0.11121i,-0.046463-0.056673i,-0.02453-0.052665i,-0.019034-0.036035i,0.0073933-0.0016868i,0.038084+0.013239i,0.044153+0.019739i,0.036694+0.02319i,0.036262+0.020362i,0.036443+0.010382i,0.020663+0.0028701i,0.0029454+0.0053795i,0.000445+0.0027328i,0.0029973-0.0094862i,0.0036655-0.018245i,0.0074234-0.010847i
0.17931+0.17027i,0.39809+0.16606i,0.47297+0.15343i,0.33664+0.12896i,0.1466+0.096067i,0.042139+0.10227i,0.043354+0.11774i,0.079993+0.08122i,0.078057+0.030699i,0.061459+0.02078i,0.046188+0.011753i,0.010703-0.011229i,-0.02175-0.023616i,-0.033852-0.024969i,-0.03905-0.020168i,-0.045412-0.012814i,-0.046257-0.0024856i,-0.028384+0.0061168i,-0.0062985+0.0013553i,-0.001784-0.0068545i,-0.0044489-0.0077274i,-0.0039359-0.0058725i,-0.0037265-0.0031873i
-0.40116+0.10326i,-0.55451+0.10465i,-0.45534+0.037433i,-0.19343-0.071528i,-0.045093-0.14974i,-0.044478-0.15183i,-0.057268-0.11383i,-0.056458-0.080677i,-0.058273-0.046627i,-0.056983-0.015029i,-0.040826+0.0052813i,-0.015592+0.0070193i,-0.0056825+0.0031734i,0.0032203+0.016149i,0.028186+0.026631i,0.044454+0.018496i,0.039361+0.0073766i,0.021693+0.001718i,0.0086732+0.0013848i,0.013687+0.00042519i,0.025853-0.0061623i,0.034996-0.0090287i,0.039467-0.0051915i
0.51569-0.076345i,0.77864-0.17761i,0.61117-0.21112i,0.23077-0.090982i,0.099204+0.062614i,0.14327+0.078707i,0.10782+0.015218i,0.031299-0.0045042i,0.012237+0.0020733i,0.026586-0.0011975i,0.022746-0.0064113i,0.0032373+0.0044596i,-0.0073035+0.019651i,-0.012559+0.0079665i,-0.026647-0.014883i,-0.041287-0.014584i,-0.03455+0.0018254i,-0.014809+0.0081633i,-0.0049123+0.0064101i,-0.0013525+0.012172i,0.0036015+0.020854i,0.00070728+0.025726i,-0.015057+0.028259i
-0.36333-0.055952i,-0.40718+0.067436i,-0.208+0.19131i,0.04608+0.17784i,0.12454+0.076856i,0.085905+0.018696i,0.046408+0.032062i,0.039623+0.068944i,0.041355+0.072971i,0.011415+0.045229i,-0.016456+0.027259i,-0.0051945+0.0090226i,0.011747-0.016303i,0.012207-0.016456i,0.012125+0.0042436i,0.020944+0.0087464i,0.019898-0.0074548i,0.006371-0.017045i,0.00071416-0.012544i,0.00046128-0.0081828i,-0.00086733-0.0052992i,0.0009454-0.0025082i,0.005995-0.0029318i
0.019874+0.15084i,0.10677+0.1447i,0.088749-0.023189i,-0.023088-0.15525i,-0.092186-0.15021i,-0.075383-0.14584i,-0.043933-0.1853i,-0.053719-0.18136i,-0.063811-0.11864i,-0.03996-0.062688i,-0.013749-0.036712i,-0.011135-0.014817i,-0.016451+0.00055574i,-0.01561+0.0022759i,-0.013458+0.00024857i,-0.015983-0.00017683i,-0.013313+0.0079565i,-9.6841e-05+0.014333i,0.0063028+0.011329i,7.5636e-05+0.015359i,-0.010417+0.025471i,-0.02416+0.031392i,-0.032592+0.030349i
-0.21306+0.21145i,-0.18994+0.42378i,-0.073835+0.45392i,-0.050476+0.32348i,-0.099928+0.26469i,-0.084208+0.28628i,-0.041059+0.2423i,-0.011074+0.1537i,0.018812+0.074717i,0.028958+0.01847i,0.02243-0.0039728i,0.018068-0.0099994i,0.016656-0.0078154i,0.020072+0.0027729i,0.026095+0.0057666i,0.02708-0.0009686i,0.016991-0.0079895i,0.0036689-0.0092216i,-0.0019022-0.0073317i,-0.006055-0.011612i,-0.011985-0.019554i,-0.012106-0.026477i,-0.010366-0.029462i
-0.0028207-0.20446i,-0.14405-0.16697i,-0.20202-0.027965i,-0.080966+0.086634i,0.054881+0.079333i,0.094342+0.024318i,0.094145+0.0033453i,0.052264-0.0022415i,-0.0056859+0.021941i,-0.0086006+0.036862i,-0.00072279+0.015139i,-0.014563+0.0054135i,-0.013033+0.0054206i,-0.0095286-0.012497i,-0.02383-0.028517i,-0.029818-0.01994i,-0.011155-0.0023235i,0.011185+0.001879i,0.014416-0.0039553i,0.0060805-0.0098834i,-0.00087637-0.016877i,-0.0057633-0.02199i,0.000344-0.018392i
-0.1826-0.27383i,-0.19769-0.24306i,-0.0089382-0.1835i,0.14275-0.22698i,0.13139-0.28411i,0.10413-0.25694i,0.09077-0.20547i,0.062785-0.14422i,0.051802-0.10072i,0.037308-0.072663i,0.026447-0.030374i,0.02899-0.0094195i,0.019368-0.0031746i,0.0095567+0.018919i,0.011601+0.037257i,0.0091895+0.033812i,-0.0079254+0.02257i,-0.023985+0.020627i,-0.017898+0.021206i,-0.0040951+0.012309i,0.0057684-0.0026881i,0.01057-0.016164i,0.00046267-0.020813i
0.097131-0.10079i,-0.13485-0.075544i,-0.38441+0.059261i,-0.43236+0.16312i,-0.38234+0.153i,-0.37772+0.1226i,-0.32425+0.13992i,-0.19686+0.13085i,-0.10119+0.10136i,-0.049039+0.086919i,-0.019047+0.057112i,-0.011119+0.022817i,-0.0088227+0.0077978i,-0.0033219-0.0068026i,-0.0013218-0.024375i,0.0012163-0.022812i,0.014261-0.0090864i,0.024386-0.0040204i,0.019966-0.0052613i,0.018389-0.0062393i,0.025409-0.0068089i,0.031938-0.0018325i,0.037731+0.0069363i
0.22927-0.044539i,0.32312-0.1866i,0.37567-0.21481i,0.33645-0.10436i,0.27387+0.019047i,0.25494+0.084832i,0.22084+0.065929i,0.12482+0.014806i,0.02802-0.0026379i,-0.015722+0.0021157i,-0.016284+0.00027751i,-0.0054078-0.0075969i,0.00027805-0.0085074i,0.011731+0.0033637i,0.025166+0.01242i,0.016421+0.0040924i,-0.011894-0.0013326i,-0.023943+0.0066739i,-0.0094972+0.012011i,0.0075006+0.012983i,0.020835+0.017255i,0.031596+0.017222i,0.026037+0.0090571i
0.29069+0.34128i,0.15297+0.32507i,-0.10222+0.21503i,-0.15998+0.096094i,-0.049363-0.009016i,0.033055-0.10012i,0.036211-0.14523i,0.016432-0.12144i,0.024494-0.067759i,0.035528-0.038499i,0.016239-0.01766i,-0.0058994+0.0062238i,-0.021877+0.011134i,-0.030996+0.0049611i,-0.023159-0.003713i,-0.0084918-0.01341i,0.0068004-0.02273i,0.010173-0.028827i,-0.002664-0.019679i,-0.013374-0.00041997i,-0.019819+0.014985i,-0.028161+0.021658i,-0.031675+0.014997i
-0.033386+0.25669i,0.09089+0.27516i,0.16565+0.20585i,0.1025+0.10167i,0.012429+0.015703i,-0.061836-0.030186i,-0.10997-0.010777i,-0.092903+0.025639i,-0.064112+0.012845i,-0.060463-0.015149i,-0.034191-0.022344i,0.0071131-0.018993i,0.02909-0.0088979i,0.031281+0.0057726i,0.024254+0.017048i,0.014616+0.019807i,0.0016363+0.017589i,-0.0063707+0.012851i,-0.0064386+0.0048778i,-0.0059252+0.0019716i,-0.0061487+0.008742i,-0.00216+0.021443i,0.0061982+0.033935i
-0.32604+0.27163i,-0.26188+0.21i,-0.09859+0.07153i,0.038329+0.0001089i,0.067234-0.0012371i,0.068064+0.035855i,0.12034+0.039092i,0.13167-0.030278i,0.066365-0.065067i,0.026546-0.035768i,0.0085745-0.025014i,-0.029369-0.03493i,-0.051375-0.040967i,-0.052104-0.038857i,-0.040622-0.020901i,-0.014623-0.01058i,0.0061947-0.014089i,0.008867-0.011225i,0.003398-0.00096864i,-0.0051933+0.0044115i,-0.018579+0.00031876i,-0.028037-0.0086109i,-0.020446-0.021663i
-0.81075+0.10912i,-0.9259+0.28225i,-0.68961+0.34187i,-0.34278+0.22361i,-0.11128+0.096456i,0.021819+0.023524i,0.069487-0.035382i,0.048467-0.024828i,0.051256+0.028601i,0.063721+0.040135i,0.043291+0.0391i,0.025608+0.043147i,0.013002+0.030023i,-0.0038609+0.018909i,-0.013523+0.018937i,-0.016488+0.028166i,-0.0069699+0.035511i,0.0083384+0.021616i,0.0065046-0.0078007i,-0.0045195-0.029575i,-0.0062354-0.036537i,-0.0035603-0.035293i,-0.0038444-0.025319i
-0.12955-0.22633i,-0.040128-0.16908i,0.031411-0.044285i,0.018006+0.086801i,-0.024277+0.15723i,-0.069191+0.17221i,-0.087726+0.17027i,-0.067444+0.12162i,-0.057644+0.061156i,-0.038535+0.045242i,0.0045409+0.020489i,0.019401-0.012909i,0.0173-0.012298i,0.023072-0.016231i,0.015439-0.03239i,0.003382-0.027597i,0.0033932-0.00672i,0.012573+0.0085135i,0.02607+0.0082316i,0.031132-0.0015625i,0.026103-0.010554i,0.017278-0.011636i,0.0089294+0.0015698i
-0.098136-0.83166i,-0.183-0.72787i,-0.10127-0.3344i,0.065514-0.07173i,0.13322-0.015289i,0.14369-0.0020581i,0.15294-0.014882i,0.11099-0.028432i,0.058612-0.010465i,0.024128-6.9582e-05i,0.00096095-0.0046197i,0.008134-0.019418i,0.022699-0.04171i,0.012835-0.047439i,-0.011461-0.038737i,-0.032026-0.03285i,-0.040295-0.032639i,-0.042062-0.032115i,-0.039331-0.022652i,-0.026308-0.010827i,-0.003655-0.0071311i,0.014959-0.012467i,0.020673-0.019136i
0.29839-0.54305i,0.10309-0.65199i,-0.1783-0.5926i,-0.32811-0.42652i,-0.30522-0.28677i,-0.20803-0.22527i,-0.11726-0.18336i,-0.062039-0.1248i,-0.039482-0.06595i,-0.037204-0.037995i,-0.055465-0.025292i,-0.074439+0.0038281i,-0.070625+0.023708i,-0.042959+0.015875i,-0.0096422-0.0097819i,-0.0057267-0.02397i,-0.016439+0.002303i,-0.0024095+0.036331i,0.027286+0.038775i,0.042901+0.024088i,0.039621+0.015444i,0.02465+0.011014i,-0.00065577+0.0074419i
0.55328+0.024966i,0.47849+0.1711i,0.33624+0.33775i,0.21926+0.32003i,0.052798+0.19603i,-0.11968+0.16715i,-0.1652+0.18136i,-0.12374+0.11855i,-0.095712+0.026016i,-0.07579-0.010593i,-0.018949+0.012302i,0.046968+0.043507i,0.068957+0.055922i,0.049005+0.047306i,0.022118+0.021391i,0.0080539-0.012236i,0.0009672-0.038773i,-0.0099037-0.041575i,-0.018327-0.01674i,-0.016156+0.014235i,-0.0086323+0.032769i,-0.0003717+0.038806i,0.0051226+0.03403i
0.64209+0.49434i,0.65235+0.19407i,0.43825-0.20105i,0.22107-0.34233i,0.12153-0.30524i,0.1163-0.27434i,0.10893-0.28255i,0.050895-0.24357i,0.026594-0.12604i,0.063281-0.048192i,0.05686-0.054744i,0.0087994-0.071069i,-0.0077644-0.071049i,0.0032154-0.056692i,0.02302-0.038834i,0.036436-0.035384i,0.028695-0.030811i,0.011932-0.020957i,-0.0069302-0.013869i,-0.024678-0.0052012i,-0.033612-0.00010617i,-0.026399-0.0080918i,-0.0040055-0.026526i
-0.075387+0.52506i,-0.21181+0.45437i,-0.28085+0.34189i,-0.14124+0.21708i,0.065077+0.035165i,0.16021-0.12369i,0.14687-0.15351i,0.10046-0.082863i,0.081387-0.022181i,0.069881-0.031148i,0.0091837-0.037805i,-0.057058+0.0047502i,-0.073992+0.042037i,-0.052941+0.044245i,-0.020355+0.030696i,0.0022415+0.016803i,0.0057368+0.013722i,-0.001027+0.020489i,0.00087735+0.025363i,0.01072+0.01718i,0.0083992+0.0016309i,-0.0098379-0.0052895i,-0.030503-0.0075159i
-0.47757+0.64163i,-0.13712+0.67476i,0.23763+0.49776i,0.3078+0.31713i,0.18911+0.21468i,0.04396+0.16883i,-0.074135+0.16889i,-0.089708+0.15727i,-0.037917+0.097843i,-0.0088929+0.06236i,0.019596+0.058553i,0.056534+0.036038i,0.067782+0.016044i,0.057976+0.015506i,0.038313+0.029951i,0.030887+0.049637i,0.036142+0.03757i,0.026965+0.00065008i,-0.00054624-0.020259i,-0.025103-0.021133i,-0.031967-0.019786i,-0.022944-0.013953i,0.0019323+0.005444i
-1.0008-0.26618i,-1.0415-0.32864i,-0.79631-0.29376i,-0.4774-0.14549i,-0.23225+0.028772i,-0.055382+0.071663i,0.031957-0.065038i,-0.013727-0.15831i,-0.06946-0.053957i,-0.023233+0.06265i,0.013874+0.04712i,-0.0064428+0.0048169i,-0.012216-0.0080865i,-0.0011675-0.024346i,0.002887-0.038387i,-0.0016347-0.029131i,-0.0074303-0.00056512i,0.0017105+0.015782i,0.013582-0.00050324i,0.010243-0.028776i,0.0096521-0.045165i,0.021944-0.052448i,0.036101-0.051275i
-0.47033-0.23768i,-0.32977+0.084703i,-0.10095+0.23833i,-0.066661+0.13062i,-0.081992+0.0022602i,0.03735-0.089771i,0.17006-0.13782i,0.1675-0.13889i,0.026801-0.1489i,-0.12406-0.12482i,-0.14457-0.087198i,-0.11771-0.095168i,-0.13438-0.082288i,-0.12785-0.028918i,-0.092871+0.0096628i,-0.064894+0.023954i,-0.037106+0.020985i,-0.015216+0.011586i,0.0029372+0.017311i,0.031859+0.033089i,0.052959+0.038174i,0.03758+0.033904i,0.0038591+0.029801i
0.21561-0.92853i,0.023928-0.81001i,-0.11996-0.44822i,-0.12433-0.2037i,-0.1475-0.13819i,-0.24147-0.09088i,-0.29476-0.004477i,-0.22127+0.053748i,-0.067486+0.017685i,-0.0005333-0.049773i,-0.0018754-0.00096476i,0.057995+0.090054i,0.10437+0.086382i,0.054617+0.048146i,-0.025011+0.043712i,-0.06469+0.053596i,-0.046437+0.04444i,-0.0099448+0.013506i,0.0093429-0.0087024i,0.01977-0.012012i,0.02158-0.0033164i,0.012279+0.011886i,-0.0013613+0.022855i
0.29794-0.57304i,0.043208-0.634i,-0.10964-0.55121i,-0.097822-0.4055i,0.001455-0.18141i,0.10481+0.0043074i,0.066963+0.053425i,-0.018252+0.082373i,0.023886+0.083582i,0.085589-0.0065315i,0.07817-0.066206i,0.077694-0.078812i,0.062236-0.10899i,0.012722-0.11379i,-0.01454-0.11193i,-0.042065-0.12306i,-0.072932-0.083074i,-0.062915-0.0064182i,-0.030869+0.039034i,-0.021084+0.047687i,-0.02547+0.038031i,-0.020263+0.0017572i,-0.023797-0.032187i
-0.78375+6.8269i,1.1319+6.4375i,3.4423+5.5496i,4.2435+2.4367i,3.3249-1.0878i,0.93979-2.9748i,-1.0803-2.2396i,-1.5037-0.58971i,-0.53866+0.37944i,0.66049+0.044916i,0.79114-0.80008i,0.18416-1.2491i,-0.47827-1.7112i,-1.1572-2.3787i,-1.3674-2.4648i,-0.85913-1.5113i,-0.26705-0.41334i,-0.23495+0.10384i,-0.60558+0.33465i,-0.62776+0.56544i,-0.13399+0.62127i,0.38295+0.33576i,0.48072-0.11355i
-0.026464+0.9178i,0.069027+0.89228i,0.18456+0.6518i,0.23575+0.53479i,0.23727+0.68128i,0.27837+0.89988i,0.32896+0.85572i,0.29869+0.56213i,0.21178+0.29697i,0.16005+0.15546i,0.13641+0.069038i,0.10796+0.032411i,0.11126+0.036107i,0.12486+0.0075366i,0.094037-0.042843i,0.052902-0.045658i,0.045135-0.020804i,0.041773-0.01013i,0.016188-0.020456i,-0.01436-0.043565i,-0.030231-0.062932i,-0.025048-0.076274i,-0.018521-0.070927i
