-0.0005278+0.0011326i,6.9301e-05-6.9411e-06i,-0.0022562-0.00076194i,-0.0033681-0.00037935i,-0.0017031-0.00033026i,-0.00023576-0.00012989i,0.00079168+0.00074969i,0.001209+0.0010573i,0.00076205+0.00050948i,0.00059543+0.000622i,0.00077768+0.00067692i,0.001219-0.00017479i,0.00092317-0.00023865i,0.00012603-0.00023133i,0.00062612-0.00023243i,0.00091372+0.00032829i,0.00018936+0.00082097i,-6.5277e-05+0.00031293i,0.00051343-0.00012079i,0.00040894+0.000359i,0.00015214+0.00017301i,0.00049227+4.0145e-05i,0.00063132-4.2683e-06i
-0.0013964+0.0041942i,-0.0011737+0.0042407i,0.00051783+0.0045819i,0.0019197+0.0033165i,0.0020146+0.0012705i,0.0033932-0.00091411i,0.0052429-0.0029372i,0.0050787-0.0045959i,0.0027698-0.0046094i,-0.00020777-0.0016545i,-0.0020209+0.0017859i,-0.0026348+0.0038672i,-0.0029689+0.0048971i,-0.0021404+0.0039491i,-0.00062331+0.0023513i,0.00075164+0.0019908i,0.0026088+0.0021356i,0.0032569+0.0019592i,0.0015929+0.0019602i,-0.0003792+0.0016662i,0.00026433+0.0019536i,0.0016459+0.0017192i,0.00155+0.00057137i
-0.0039511+5.9114e-05i,-0.0049937+0.00026013i,-0.004769+0.00064312i,-0.0022344+0.0014585i,0.00070579+0.0026056i,0.0038109+0.0033835i,0.0070252+0.0032204i,0.0080656+0.0018789i,0.0051462+6.688e-05i,0.001112+0.00033393i,-0.00039323+0.0019855i,-0.00016137+0.0039342i,0.0010596+0.0047867i,0.0013881+0.003368i,0.0013532+0.0021006i,0.0012283+0.0020361i,0.00077773+0.0035771i,0.00078395+0.0044567i,-0.00019933+0.0032864i,-0.0017095+0.0019239i,-0.0013865+0.001046i,-0.00069679+0.00084497i,0.00054329+0.00089919i
-0.0009135-0.0016052i,-0.0013092-0.0030604i,-0.0026622-0.0030414i,-0.0029196-0.0012785i,-0.0018027+0.0021476i,-0.0001794+0.0063238i,0.0014344+0.007288i,0.002416+0.0052572i,0.001572+0.0032102i,0.00011182+0.0024593i,0.00046606+0.0024711i,0.0027509+0.002729i,0.004367+0.0025353i,0.0038119+0.0014579i,0.0019602-0.00054018i,0.00012239-0.0013817i,-0.00066637-0.00076262i,-0.00034773+0.00057099i,-0.00011217+0.00053173i,-0.00076447-0.00084608i,-0.001644-0.00088645i,-0.0017651+0.00025505i,-0.0010349+0.0008058i
-0.0048514-0.00091002i,-0.0046999-0.0015609i,-0.0053306+0.0010318i,-0.0032364+0.0024845i,-0.0018341+0.0036426i,-0.0015282+0.0032866i,-0.0032301+0.00063538i,-0.0052275-0.0011414i,-0.0048365-0.00039229i,-0.0022565+0.00064382i,0.001676+0.00014431i,0.0030527-0.00067223i,0.0025471-0.00052626i,0.0018066+0.000322i,0.00033174+0.00055599i,-0.0014315-0.00043742i,-0.0021299-0.0011545i,-0.0023797-0.00073402i,-0.0022708-0.00029606i,-0.0010343-0.00023391i,-0.00065199-0.00044984i,-0.001389-0.00052171i,-0.00080762-5.1422e-05i
0.016849+0.0060308i,0.019896+0.0096817i,0.024544+0.0050423i,0.016935-0.0020534i,0.0068533-0.0077246i,-0.00051339-0.0092783i,-0.00090691-0.0073684i,0.00042181-0.0079362i,-0.00067392-0.00864i,-0.0013638-0.0074971i,-0.001336-0.0067305i,-0.0027738-0.0056455i,-0.0038453-0.0039181i,-0.002262-0.0027398i,-0.0010398-0.0022621i,-0.0014689-0.0023017i,-0.0010279-0.0029116i,-0.00011557-0.0029549i,9.6279e-05-0.0026909i,0.00037791-0.0017323i,0.001666-0.0015312i,0.0024656-0.0020488i,0.0014413-0.0014804i
0.00099084+0.0016535i,0.0015848+0.00078541i,0.0021728-0.00048891i,0.0027871-0.0019556i,0.0045648-0.0029416i,0.0056351-0.0041431i,0.0056713-0.0060801i,0.0043984-0.0075715i,0.0015215-0.0064076i,-0.00024369-0.0028045i,-0.0016799-0.00044424i,-0.0036754+0.0012408i,-0.0041535+0.0027426i,-0.0030634+0.0026348i,-0.00051053+0.001274i,0.0011709+0.00049989i,0.0010619+0.00036511i,0.0011076-0.00066276i,0.00056274-0.00076968i,-0.0003705+0.00014598i,0.00043467+0.00060549i,0.0019424+0.00056448i,0.0022026-0.00034005i
0.001036+0.00058562i,0.0024862+0.0011999i,0.0025816+0.0011065i,0.0016316+0.0015347i,0.002127+0.0031987i,0.004017+0.005275i,0.0051121+0.005394i,0.0049226+0.0032552i,0.0031758+0.0012599i,0.0002349+0.00097851i,-0.0026154+0.0020341i,-0.0028188+0.0037358i,-3.3954e-05+0.0050634i,0.0018554+0.0047762i,0.0018484+0.0034227i,0.0011935+0.0024416i,0.0020724+0.0025062i,0.0037535+0.0021963i,0.003745+0.0009941i,0.0016273+0.0011633i,7.8247e-05+0.0016475i,0.00034623+0.0011105i,0.00094455-0.0001486i
-0.0012106+0.00078911i,-0.0020982+0.0011733i,-0.0017608+0.0026556i,-0.0010011+0.003476i,-0.00097954+0.0043161i,-0.0020093+0.0054513i,-0.0020956+0.0046744i,-0.00072614+0.003707i,0.00061016+0.0039903i,0.0010762+0.0045558i,0.0005143+0.0058121i,0.0015859+0.0065118i,0.0040632+0.0052846i,0.0039101+0.003553i,0.001629+0.0016415i,8.9908e-05+0.0011738i,0.00021886+0.0024145i,0.0013596+0.0030758i,0.0017494+0.0018569i,0.00062625+0.00022994i,-0.00088752+0.00027017i,-0.0013878+0.00079907i,-0.00033102+0.0013156i
0.00092009-0.0011873i,0.001192-0.0013024i,0.0012827+0.00072913i,0.00097059+0.0014838i,-0.001136-0.00076514i,-0.004299-0.0029528i,-0.0051075-0.0027149i,-0.0035296-0.00074615i,-0.0011266+0.0011609i,0.0013857+0.0017889i,0.003717+0.0014049i,0.0041958+0.00045728i,0.0025314-0.00079361i,0.0011155-0.001682i,0.00015426-0.0014913i,-0.00093291-0.00021498i,-0.0014551+0.00041521i,-0.0014304+0.00072831i,-0.0010383+7.3778e-05i,-0.0003392-0.0018721i,-0.00043756-0.0010328i,-0.00055918-3.329e-05i,-0.00033315+0.00042501i
0.0032725+0.0001312i,0.0035085+0.00045442i,0.0020377-0.00051338i,0.00076568-0.0023354i,0.0009663-0.004141i,0.002684-0.0048809i,0.0032795-0.0043774i,0.0014287-0.0043298i,-0.00019175-0.0038486i,-0.00048033-0.0032493i,-0.00041053-0.0029343i,-0.00026136-0.0026936i,-0.00091273-0.0023389i,-0.00083686-0.00096468i,-0.00051859-0.00050511i,-0.00066359-0.0016565i,-0.00079976-0.0021822i,-0.0019489-0.0018651i,-0.002018-0.0019218i,-0.00051642-0.0017525i,0.00089825-0.0012982i,0.00065179-0.001401i,-0.00014541-0.0016955i
0.0010727-0.0030965i,0.00030574-0.0022944i,-0.0003546-0.0023129i,0.0010075-0.00065977i,0.003807+0.0013453i,0.0060912+0.0019492i,0.0077152-0.00023746i,0.0051734-0.0052182i,-0.00039185-0.0082054i,-0.0033482-0.006849i,-0.0036585-0.0039589i,-0.0035399-0.0023269i,-0.0036207-0.0017255i,-0.0027688-9.5152e-05i,-0.0013285+0.0010942i,-0.00020696-0.00012652i,-9.1588e-05-0.00091699i,-0.00033124-0.0010145i,-9.4138e-05-0.00064658i,-0.00026089+0.00056537i,-0.00072264+0.00052986i,-0.0006912-0.00067662i,-0.00012271-0.0014043i
0.0011254-0.00051574i,0.0014332-0.00083726i,0.00053952-0.00016481i,5.5905e-05+0.0014686i,1.3725e-05+0.0040606i,-0.00056868+0.0062297i,0.00085635+0.004658i,0.002638+0.00062323i,0.00067804-0.0024673i,-0.0028519-0.0023809i,-0.0049286-0.00017711i,-0.0054272+0.0014785i,-0.0040663+0.0026698i,-0.0020618+0.0039376i,-0.00063604+0.0041321i,0.00026927+0.0035092i,0.0016019+0.0025123i,0.0023204+0.00091518i,0.00082488+0.00015718i,-0.0011081+0.00062482i,-0.00098413+0.00095262i,0.00016704+0.0011932i,0.00085989+0.0011543i
0.00064555-0.0030278i,0.00037618-0.0033103i,-0.00095057-0.0027633i,-0.0025062-0.0015324i,-0.0035332-0.00103i,-0.0045047-0.0010351i,-0.0028199-0.00069596i,0.00027888+0.0005123i,0.0022123+0.00094519i,0.0019515+0.0022784i,0.00038079+0.0044846i,0.00057857+0.0054705i,0.0014392+0.0041824i,0.00097931+0.0028035i,-7.2003e-05+0.0015562i,-0.0009586+0.0005816i,-0.00013241+0.0006241i,0.0011913+0.00013583i,0.00060591-0.00064664i,-2.7519e-05+0.00022722i,-0.00012602+0.00097907i,0.00028722+0.0007404i,0.00077411+0.00077551i
0.00059387-0.00036711i,-0.00015638-0.00015041i,-0.00059132+0.000639i,-0.0016805-6.4722e-05i,-0.0018667-0.0015716i,0.00026863-0.0029418i,0.0016675-0.0032978i,0.0011689-0.0017955i,0.0012929+0.00057143i,0.002381+0.0021355i,0.0024662+0.0025411i,0.0022989+0.0030354i,0.0024107+0.0029394i,0.001418+0.0010475i,4.6691e-05-0.0011828i,-0.001009-0.0013603i,-0.00051016-0.00065432i,0.00092986-0.00075988i,0.0023916-0.00079067i,0.0030352-0.00012974i,0.0011477+0.00062448i,-0.00084166+0.00017539i,-0.000825-0.00044141i
0.00058712+0.0015591i,0.00082564+0.00082209i,0.0015628+5.3555e-05i,0.0026183-0.00024992i,0.0049699-1.1596e-05i,0.0078209+0.0018462i,0.0077825+0.0018796i,0.0033916-0.00020388i,-0.0015097-0.00061282i,-0.0024007+5.3951e-05i,-0.0002167+0.00014975i,0.00088211-0.00024742i,0.00095536-0.00022152i,0.0015598-0.00043756i,0.001751-0.0006074i,0.0014836-0.0010296i,0.00030595-0.00081051i,-0.0010768+0.00094192i,-0.00062518+0.0013943i,-9.5915e-05-0.00042997i,-0.00015358-0.0012125i,-0.00024751-0.00074244i,0.00016307-0.00096463i
0.00023927+0.0028574i,-0.00075593+0.0023686i,-0.00088057+0.0019062i,-0.00035779+0.0035346i,0.00071547+0.006062i,0.0010845+0.0075493i,4.5784e-05+0.0050255i,-0.0015064-5.7888e-07i,-0.0037514-0.0024634i,-0.0046952-0.0021711i,-0.003407-0.0012762i,-0.0027918-0.00018871i,-0.0022971+0.0016342i,-0.0010762+0.0039633i,-0.00010087+0.0036729i,0.00064039+0.0018796i,0.00083646+0.0015546i,0.00033913+0.0023656i,-0.00067353+0.0029427i,-0.0013431+0.0019126i,-0.00042693+0.00076479i,0.00092958+0.00061092i,0.0019469+0.00072863i
0.0025193-0.006392i,0.0033846-0.0056507i,0.0024716-0.0047514i,-0.0012166-0.0037562i,-0.0052227-0.0027899i,-0.0071205-0.0025585i,-0.0045771-0.003578i,-0.0019268-0.0057772i,-0.0020076-0.0071111i,-0.0034835-0.0043993i,-0.0041935-0.00072387i,-0.0032747+0.00089725i,-0.0026381+0.0022645i,-0.0020405+0.003629i,-0.00049365+0.0035988i,-3.366e-05+0.0025617i,-0.00080859+0.00088629i,-0.0021984-0.00056815i,-0.0039353-0.00071018i,-0.0039146-0.00029416i,-0.0022437+0.00039365i,-0.00074547+0.00098983i,0.00059501+0.0010076i
0.0019544-0.0018698i,0.0026907-0.0026401i,0.00077906-0.0037389i,-0.0015393-0.0037355i,3.613e-05-0.0045113i,0.0034278-0.0064794i,0.0064333-0.0067088i,0.0068977-0.0060383i,0.0056253-0.0063203i,0.0032303-0.0041379i,0.00075562+0.00059693i,0.00038764+0.0035116i,0.00068141+0.0036417i,0.0012652+0.0024593i,0.0011111+0.0010064i,-0.00035993-0.00027986i,-0.00082646-0.0012576i,-0.0012827-0.0016037i,-0.0016469-0.0016538i,-0.00068724-0.0013295i,-0.00036261-0.00010831i,-0.0015283+0.00053273i,-0.0012978+0.00055878i
0.00030026-0.00027007i,-0.00048895+0.0006204i,-0.00041577+0.000621i,0.0015847+0.00052412i,0.0058306+0.0022448i,0.0096971+0.0047608i,0.010922+0.0054277i,0.0093526+0.0039178i,0.0069126+0.0018309i,0.0047084+0.00036307i,0.0017613-0.00015495i,-0.00034138+0.00067677i,-0.0003683+0.0021911i,0.00011097+0.0019019i,7.8638e-05-7.4816e-05i,4.5597e-06-0.0014087i,0.00058123-0.0017688i,0.0020233-0.0029923i,0.0030311-0.0034769i,0.0021081-0.0020831i,0.0008612-0.00033801i,0.00048266-8.6449e-05i,0.00014023-0.00058956i
0.001131+0.0040841i,0.0016272+0.0057448i,0.0025699+0.0076858i,0.0039102+0.0090788i,0.0022191+0.010148i,-0.0020997+0.011236i,-0.0039458+0.011741i,-0.0033732+0.0097379i,-0.0026386+0.0068628i,-0.001091+0.004132i,5.6897e-05+0.0021555i,-0.00048001+0.0013564i,-0.0011643+0.0016462i,-0.00082227+0.00059763i,-0.00040276-0.00076552i,-0.00035989+1.804e-05i,0.00091378+0.0012672i,0.0027964+0.0010274i,0.0038059+0.00071719i,0.003259+0.0010133i,0.0021257+0.00096662i,0.0014125+0.00093521i,0.0017216+0.00018264i
0.00085348-0.0024531i,0.0019345-0.0027026i,0.00030063-0.0036663i,-0.0047835-0.0032858i,-0.010576-0.0032292i,-0.012875-0.0043262i,-0.011907-0.0046972i,-0.010409-0.0036519i,-0.0092751-0.00022941i,-0.0070404+0.0029408i,-0.0035336+0.0034764i,-0.0017143+0.0030356i,-0.0015781+0.0023778i,-0.001528+0.0021779i,-0.00074092+0.0029087i,0.0010692+0.0033655i,0.0021482+0.0042471i,0.0018718+0.0049971i,0.0013629+0.0041909i,0.0011485+0.0021839i,0.0010447+0.00050656i,0.0010833-0.00013362i,0.0017319-0.00081676i
0.0028047-0.0012962i,0.0021758-0.00063673i,0.0024333-0.0022667i,0.00035287-0.0054043i,0.00016037-0.010802i,0.0036462-0.015107i,0.0056017-0.015338i,0.0026075-0.013228i,-0.0031955-0.009643i,-0.0060448-0.0044993i,-0.0045283+0.00032828i,-0.0017549+0.0021875i,0.001024+0.0014165i,0.002242+0.0011757i,0.0026029+0.0013185i,0.0015379+0.00083074i,-0.0014401+0.00082568i,-0.0034956+0.001951i,-0.0041504+0.0031329i,-0.0035164+0.0023898i,-0.0026907+0.00069334i,-0.0020437-0.00046874i,-0.00063934-0.00054936i
-0.00097201+0.00047593i,-0.0017083-0.00058634i,-0.00075331+0.00024872i,0.0051715+0.0005425i,0.0137+0.0012837i,0.021062+0.003422i,0.022664+0.003285i,0.017067-0.0012779i,0.010024-0.0063558i,0.0058819-0.0061168i,0.0037614-0.002169i,0.0017587+0.00074085i,0.00022975+0.0018217i,0.00022504+0.0021474i,0.00053495+0.0011682i,-0.0010343-0.00055776i,-0.0038129-0.0011002i,-0.0049559-0.001088i,-0.0048516-0.00041268i,-0.0039189+5.5496e-05i,-0.0024892+0.00013693i,-0.0014684+1.66e-05i,-0.00059218+0.00041805i
0.0032436+0.0049698i,0.0042039+0.0049632i,0.0072394+0.0048067i,0.0085104+0.0067285i,0.0070353+0.014958i,0.0027094+0.023387i,0.0014772+0.023323i,0.005263+0.013621i,0.0083826+0.0029239i,0.0080361-0.0024016i,0.004987-0.0026429i,0.0015789-0.00086116i,-0.00088447+0.0011487i,-0.0021913+0.0014411i,-0.0027051-0.00028517i,-0.0022642-0.0018068i,-0.00094912-0.003022i,-0.00018221-0.0044743i,-0.00041725-0.0046947i,0.00073365-0.0027916i,0.0022689+0.00063725i,0.0020453+0.00204i,0.00069988+0.00054162i
-0.00030817+0.0038759i,0.00069712+0.0053872i,-0.00077175+0.0071405i,-0.0062535+0.0078652i,-0.016065+0.0078205i,-0.024144+0.0045543i,-0.022807+0.0013096i,-0.01399+0.0015588i,-0.0049868+0.0027553i,-0.0014247+0.0020296i,-0.0014737+0.00083569i,-0.002499+0.00024687i,-0.002866+0.0007559i,-0.0028693+0.00048254i,-0.0026546-0.00044353i,-0.0010711+0.00055553i,0.001704+0.00036833i,0.0042237-0.0010054i,0.004066-0.002181i,0.002563-0.001796i,0.0013924+9.7115e-05i,0.00049064+0.00065661i,-3.5528e-05-0.00024166i
-0.0027963-0.0016775i,-0.0037202-0.0014703i,-0.0034994-0.0017354i,-0.0057208-0.0050339i,-0.0092331-0.013934i,-0.0090013-0.022008i,-0.0057173-0.020959i,-0.0055656-0.012638i,-0.0087635-0.0029073i,-0.0096287+0.0030254i,-0.007253+0.0039986i,-0.0048746+0.0042024i,-0.0020825+0.0041655i,-5.5776e-06+0.002835i,0.0012374+0.00064316i,0.0032904+0.00028603i,0.0045325+0.0011982i,0.0051968+0.0015814i,0.0040798+0.0012957i,0.00072553-0.0001619i,-0.00087891-0.0018043i,-0.0002795-0.0023686i,0.00016776-0.0014741i
-0.003871-0.0011851i,-0.0037832-0.0018656i,-0.003314-0.0031271i,0.0029897-0.0045821i,0.014678-0.0081789i,0.025363-0.01059i,0.025506-0.0098936i,0.013814-0.0079156i,0.00053982-0.0034132i,-0.0052414+0.0027149i,-0.0037512+0.0048675i,-0.00027687+0.0036257i,0.0025566+0.0027847i,0.0040189+0.0019872i,0.0044965+0.0008098i,0.003167+0.00022782i,0.00025311+0.0011262i,-0.0018214+0.0031702i,-0.0019544+0.0035638i,-0.00067133+0.0017413i,-0.00062851+0.00035926i,-0.001204+9.0998e-05i,-0.00089599-0.00011102i
0.0031434+0.0010487i,0.0053981+0.0019838i,0.0057814+0.0021635i,0.008287+0.0041293i,0.014208+0.012001i,0.01772+0.021904i,0.01735+0.021824i,0.013313+0.010316i,0.0076607-0.00062195i,0.0046887-0.0022174i,0.0044544+0.00078859i,0.0036411+0.0024771i,0.0020366+0.0032879i,0.0014919+0.0033781i,0.00076051+0.0019149i,-0.00057521+0.0007062i,-0.0014092+0.0010151i,-0.00093328+0.0014971i,-0.00044954+0.0019009i,0.00027453+0.0023489i,0.00075138+0.0022774i,0.00076937+0.0017918i,0.0005326+0.0017608i
0.00025852+0.0043412i,-5.4423e-05+0.0059453i,-0.00053575+0.0075394i,-0.0019483+0.0095076i,-0.0086763+0.01528i,-0.01784+0.018797i,-0.01812+0.015157i,-0.0080385+0.0061166i,0.0022248-0.0027035i,0.0056949-0.0057443i,0.0037484-0.0030167i,0.0010203+0.00029055i,-0.00060804+0.0012335i,-0.0015276+0.0019143i,-0.0019405+0.0016099i,-0.0017737+0.00074358i,-0.0012827-0.00073415i,-0.0004037-0.0016705i,0.00053328-0.00038305i,0.0011332+0.0017289i,0.0012311+0.0030835i,0.0012124+0.0023979i,0.0016446+0.00072612i
-0.0016754+0.0011363i,-0.0024133-0.0005871i,-0.0045051-0.0024749i,-0.0066744-0.0036459i,-0.011661-0.0072568i,-0.016211-0.013338i,-0.014072-0.015727i,-0.0080156-0.011396i,-0.0023312-0.0065476i,-0.00094685-0.0045105i,-0.0044669-0.0033124i,-0.0068408-0.0016732i,-0.0053413-1.9854e-05i,-0.0038897+0.00078547i,-0.0028415+0.00052775i,-0.00093195+0.00052987i,0.00084636+0.00013087i,0.0012441-0.0017497i,-0.00033632-0.0027794i,-0.001408-0.0020706i,-0.0012168-0.0013861i,-0.00069495-0.0011078i,0.00029959-0.00026576i
-0.00048462-0.00073365i,0.00039835-0.0013545i,-0.00029205-0.0015772i,0.0003853-0.0022217i,0.0057183-0.0070849i,0.012603-0.014389i,0.01466-0.016416i,0.0085503-0.010532i,-0.00085069-0.0021771i,-0.0059012+0.0014527i,-0.0066295+0.00077443i,-0.0051938+0.00068629i,-0.0028726+0.0025266i,0.00012845+0.0030846i,0.0015744+0.0018631i,0.0010438+0.00022725i,0.00062983-0.0014122i,-0.00019947-0.002198i,-0.0023674-0.001605i,-0.004398-0.00089021i,-0.0039728-0.00056341i,-0.0022801+3.5696e-06i,-0.0013342-0.00042578i
-0.0021672-0.0012124i,-0.0025529+0.00058763i,-0.0001477+0.0023322i,0.0046474+0.0044769i,0.0098296+0.0085017i,0.016785+0.013022i,0.018828+0.012414i,0.011018+0.007868i,-0.00025923+0.0063859i,-0.0051768+0.0084236i,-0.0025599+0.0069695i,0.00067434+0.0026119i,0.0017001+0.0010003i,0.0023521+0.00085955i,0.002826-0.00033611i,0.0017211-0.00021878i,-0.00062515+0.00063404i,-0.0012741+0.00020995i,-0.00036842-0.00095916i,-8.6025e-05-0.0011897i,-0.0010297-4.4083e-05i,-0.0020267+0.00028248i,-0.00327-0.00011092i
-0.0015299-0.00061445i,-0.0024809-0.0026386i,-0.0052473-0.0020772i,-0.0096394+0.00070386i,-0.012523+0.0054782i,-0.011799+0.014311i,-0.0081297+0.01747i,-0.0046452+0.0093465i,-0.0022783+0.0024305i,0.00033781+0.0035774i,0.0036197+0.0068725i,0.0043008+0.007329i,0.0022671+0.0057517i,0.00080952+0.0040779i,-0.00070336+0.0023266i,-0.0011136+0.0010806i,0.00091045+0.0017132i,0.0035107+0.0012206i,0.0055566-0.00049495i,0.0046484-0.00089145i,0.0019689-0.0002885i,0.0016656+0.00023268i,0.0024202-0.00032973i
0.0016328+0.0017526i,0.0024692+0.0011906i,0.0032157-0.00093399i,0.00092329-0.0057048i,-0.0046571-0.0092757i,-0.011599-0.010256i,-0.01451-0.0095055i,-0.0088033-0.0086595i,-0.0012769-0.0093687i,0.0010751-0.0089121i,0.0004746-0.005149i,0.00092668-0.002002i,0.0014361+0.00013853i,0.0018426+0.0022007i,0.0025224+0.0019888i,0.0017134+0.00089632i,0.00059865+0.0012693i,0.0018497+0.0023732i,0.0038853+0.0023093i,0.0050805+0.0009913i,0.0046504+0.00065011i,0.0035157+0.00056751i,0.0027953-0.0004636i
-0.0016842+0.0021957i,-0.0012715+0.0015518i,0.0029491+0.001507i,0.012428+0.0003405i,0.020297-0.003365i,0.019781-0.0097889i,0.013184-0.014885i,0.0062053-0.012998i,0.0021668-0.010089i,-0.0009161-0.0093294i,-0.0055554-0.0068237i,-0.0078685-0.0019221i,-0.0057799+0.0024683i,-0.0028223+0.0030406i,5.683e-05+0.0010064i,0.0011437-0.00038401i,0.0006373+0.0005457i,-0.00023265+0.0022925i,-0.0013906+0.0042465i,-0.00097969+0.0044565i,0.00019658+0.001884i,0.00081687+0.00051098i,0.0018751+0.0020151i
0.0023844+5.5162e-05i,0.0043308-9.277e-05i,0.0062695+0.0021386i,0.0059244+0.0093172i,0.0074483+0.017883i,0.012787+0.017259i,0.016609+0.0093059i,0.012423+0.0025049i,0.0032542+0.00071044i,-0.0026371+0.00047046i,-0.0043883-0.00078025i,-0.0039939-6.4889e-05i,-0.0029892+0.0019552i,-0.0028191+0.003308i,-0.0024022+0.0038857i,-0.0017921+0.0032323i,-0.0024758+0.0015913i,-0.0044322+9.1491e-05i,-0.006173+0.00039808i,-0.0061613+0.0018575i,-0.0038719+0.0023227i,-0.0022575+0.0020421i,-0.0026463+0.0014505i
0.00039257+0.0001962i,-0.0012932+0.0025632i,-0.0051361+0.0059608i,-0.014077+0.010325i,-0.022651+0.017037i,-0.019823+0.021608i,-0.0093935+0.01854i,-0.0024034+0.011777i,-0.0026775+0.0082266i,-0.0033952+0.0087863i,-0.0012173+0.0080013i,-0.00083051+0.0040796i,-0.0017145+0.0010552i,-0.0016736-0.00058469i,-0.0014908-0.0022575i,-0.0022829-0.0020296i,-0.0028742-0.0017275i,-0.0032899-0.0027308i,-0.0046925-0.0031859i,-0.0047737-0.0022198i,-0.0047417-0.00060498i,-0.0059162-0.00058092i,-0.0051669-0.00113i
-0.00071359-0.0036785i,-0.0023242-0.0050959i,-0.0088101-0.0099584i,-0.0157-0.017527i,-0.020538-0.024857i,-0.022295-0.020838i,-0.016754-0.0073822i,-0.0072113+0.00061735i,-0.00051308+0.0022463i,0.0026025+0.0051424i,0.0051918+0.0063129i,0.0059794+0.0043917i,0.0048888+0.0035304i,0.0035114+0.0017706i,0.00096131-0.00098589i,-0.00083455-0.0021126i,0.00068289-0.0029113i,0.0030577-0.0040156i,0.0038613-0.0045098i,0.0031779-0.003572i,0.002263-0.002989i,0.0019857-0.0035709i,0.0019484-0.0043545i
0.0019032+0.0017181i,0.0043263-0.00039788i,0.010909-0.0047899i,0.020501-0.012288i,0.026682-0.021078i,0.020808-0.026794i,0.0074434-0.023757i,0.0012587-0.016078i,0.0021372-0.011152i,0.0031108-0.0080692i,0.0027131-0.0052478i,0.0024065-0.0027821i,0.0034107-0.00011829i,0.0056531+0.0016044i,0.0072389+0.0011914i,0.0064207+0.0001132i,0.0049901+0.00014094i,0.0042928+0.0012384i,0.0049875+0.0013229i,0.0055515+0.00017545i,0.005269-0.0013577i,0.0048884-0.0012992i,0.0038184+2.3247e-05i
-0.00040686-0.00094794i,0.0021657+0.00075889i,0.0069578+0.004922i,0.017773+0.010555i,0.029821+0.014114i,0.035813+0.010603i,0.028619+0.00031007i,0.011493-0.0067528i,-0.00058841-0.0098817i,-0.005189-0.011097i,-0.0077767-0.0061886i,-0.0091708+0.0022674i,-0.0072502+0.0067846i,-0.004523+0.0065208i,-0.002369+0.004692i,-2.6676e-05+0.0044391i,0.0022972+0.0045105i,0.0029702+0.0045086i,0.0017225+0.0043443i,0.00086335+0.0031951i,0.00035111+0.0036452i,0.00089268+0.0057379i,0.0026621+0.0068502i
0.0034613-0.0022951i,0.0027339-0.00044552i,-0.00069766+0.0055636i,-0.0092838+0.019773i,-0.013321+0.035923i,-0.0065023+0.039069i,0.0047042+0.026514i,0.0061477+0.0091189i,-0.0025724-5.349e-05i,-0.0081639-0.0017902i,-0.0086573-0.0019576i,-0.0076222-0.0013331i,-0.0057737+0.00044955i,-0.0044028+0.0023107i,-0.0037238+0.0029475i,-0.0028442+0.0025613i,-0.0026919+0.0019018i,-0.004168+0.0014115i,-0.0058508+0.0014151i,-0.0073382+0.0017632i,-0.007747+0.0018135i,-0.0059133+0.0013657i,-0.0043039+0.0010071i
0.0019461-3.7291e-05i,0.00037621+0.00012262i,-0.0054021-0.001784i,-0.017802-0.0034835i,-0.030894+0.0012201i,-0.031913+0.01042i,-0.019169+0.014058i,-0.0047436+0.0095874i,0.0010518+0.0046741i,0.00066602+0.0057325i,0.00027899+0.0065497i,0.00085787+0.0033212i,0.0004482+0.00078561i,-0.00050754-0.0013448i,-0.0013084-0.0043326i,-0.0032149-0.0051279i,-0.0046621-0.0033098i,-0.004478-0.0011161i,-0.0033662-0.00033248i,-0.0016355-0.00031994i,-0.001585-0.0015303i,-0.0032064-0.0026665i,-0.0031225-0.0029983i
-0.002106+0.0033274i,-0.0026807+0.0032831i,-0.0020899-0.0013603i,-0.0027524-0.014689i,-0.0066984-0.031341i,-0.013715-0.032884i,-0.013533-0.017617i,-0.0019121-0.005094i,0.010306+0.0016804i,0.013348+0.0067751i,0.012834+0.0069332i,0.012552+0.0040674i,0.011035+0.0031399i,0.0068376+0.0038118i,0.0019067+0.0035151i,-0.00029825+0.0013227i,-0.0010149-0.0016048i,-0.00091496-0.0029308i,0.00082951-0.0019963i,0.0028381-0.00087514i,0.0043769-0.0016989i,0.0050259-0.0038533i,0.0040852-0.0048151i
0.0013793+0.0023063i,0.0020704+0.0012737i,0.008594+0.00017071i,0.019405-0.0021366i,0.025809-0.0079271i,0.021431-0.018044i,0.0093575-0.020819i,0.0035013-0.012562i,0.0043075-0.005472i,0.0033024-0.0037654i,8.746e-05-0.0029278i,-0.0028025-0.0016682i,-0.0031725-0.00042386i,0.00018881+0.00080899i,0.0036264+0.001791i,0.0046369+0.0014393i,0.004228+0.001027i,0.0033967+0.0003343i,0.0025534-0.00038749i,0.0034915+0.0011312i,0.0049554+0.0032846i,0.004216+0.0045999i,0.0030354+0.004903i
