0.00051642+9.1668e-05i,0.00041183-0.00074838i,-0.00036105-0.0018024i,-0.00090814-0.0028372i,-0.0014696-0.0019187i,-0.0023873+4.855e-05i,-0.0020799+0.00093909i,-0.0010371+0.0011351i,0.00010427+0.00049977i,0.0005226-0.00025153i,0.00024383-0.0004665i,0.00016783-0.00029657i,-6.0823e-05+2.6541e-05i,0.00037025+2.9293e-05i,0.00079161-0.00023607i,0.00046514-0.00023863i,-0.0001643-0.00022063i,-0.00070339-0.00022826i,-0.00014003+0.00022986i,6.6287e-05+0.00058805i,-0.00095558+0.00059998i,-0.00094269+6.3161e-06i,-0.00035048-0.00029254i
-0.0016876-0.00078013i,-0.0011118-0.00048344i,-0.001888+0.00028479i,-0.002091+0.00077865i,-0.00078761+0.0015919i,0.00013423+0.00095695i,0.00079029-0.00019336i,0.0014306-1.2935e-05i,0.0013961+0.00064968i,0.0010239+0.0014065i,0.0010214+0.00089835i,0.00077045-0.00022901i,0.00045536-0.0002544i,0.00086649-0.00063931i,0.00090373-0.00021812i,0.00062942+0.00025679i,0.00018389+0.00028767i,-0.00035867+0.00017239i,5.5377e-05+0.00030002i,0.00069572+0.0012006i,0.00054439+0.0010343i,7.8928e-05-0.00010432i,0.00048303-0.00090136i
-0.0010757-0.0025561i,-0.0019927-0.0015874i,-0.0016857-0.0010361i,-0.0012785+9.7017e-05i,-0.0013594+0.0014821i,-0.0014066+0.001663i,-0.00084269+0.001055i,-0.00012691+0.00092418i,-0.00052439+0.00036099i,-0.00085939-0.00043948i,-0.00044056-0.00077302i,3.959e-05-0.00078189i,0.00053156-0.00058206i,0.00093607+2.3136e-05i,0.00039863+0.00011193i,-0.0004188-0.00022997i,-0.00042152+0.0003338i,3.7333e-06+0.00061856i,0.00028682+0.0003124i,0.00050169+0.00078859i,9.7636e-05+0.00070231i,0.00052116-0.00050091i,0.00090404-0.00095302i
0.0027963-0.0021828i,0.0024695-0.0035072i,0.0017938-0.0028435i,-0.00070325-0.0010949i,-0.0021229-0.00066812i,-0.0016495-0.00042085i,-0.00041067+0.00028316i,9.6797e-05-0.00013175i,0.00044828-0.0011755i,2.2535e-05-0.0013174i,-0.00043264-0.00067701i,-0.00063916+0.0003929i,-0.0010714+0.00021672i,-0.0011364+0.00022318i,-0.0013522+0.00011907i,-0.0013013-0.00023032i,-0.00020298-0.00024704i,0.00028806+3.6827e-05i,-0.00015272+0.00032919i,-0.00019672-6.6448e-05i,0.00013337-0.00027433i,0.00055076+0.0010665i,0.00019159+0.00084703i
-0.0034453+0.0021596i,-0.0033435+0.0019223i,-0.0018313+0.0026275i,0.00041162+0.0017925i,0.001081-3.1069e-05i,0.00056437-0.0016262i,0.00085553-0.001406i,-0.00015232-0.00057343i,-0.00079796-0.00032231i,0.00012746+5.771e-06i,0.00055906+0.00018076i,-0.00014103-0.0002638i,-0.00019048-0.000144i,-4.4534e-05+0.00013266i,-0.00061345-0.00020515i,-0.00099427-0.00030526i,-0.00086406+0.00031098i,0.00032815+0.00030251i,0.0010149-0.00072846i,0.00040246-0.00069136i,0.0003393-0.00021588i,0.0003658-0.00032295i,-0.00054935-0.00061464i
0.0016761+0.0025082i,0.0028383+0.0016159i,0.0029969+3.5002e-05i,0.0013432-0.00096055i,0.00051702-0.0014336i,0.00043928-0.0018066i,0.00065041-0.0015389i,0.00020369-0.00032062i,-2.8131e-05+0.00076688i,-8.3638e-05+0.00071709i,-0.00046035+0.00092584i,0.00030936+0.00079289i,0.00057381+0.0010518i,-0.00012064+0.0015742i,6.5538e-05+0.00037185i,0.00062974-0.0011176i,0.00039993-0.0010565i,-0.00080553-0.00040796i,-0.00074947+0.0010608i,0.00043725+0.0013175i,0.00069032+0.00051481i,0.00075181+0.00049207i,5.0577e-07+0.00062197i
0.0017177-0.00044397i,0.0021796-0.00025515i,0.0036758+0.00043907i,0.00419-0.00026583i,0.0024936-0.0016254i,0.00064473-0.0017878i,0.00044971-0.00052359i,0.00043827+0.0010629i,-6.3494e-05+0.0019883i,-0.00025676+0.0020124i,-8.4245e-05+0.00091427i,-4.7946e-05+0.00050529i,4.1777e-05+0.00097168i,9.0422e-05+0.0013197i,0.0003932+0.00067013i,0.0008245-0.00048627i,0.0010803-0.00077106i,0.00035243-0.00022534i,9.2005e-05+0.00086544i,-0.00014349+0.00053146i,0.00022824-0.00032053i,0.00059902-0.00011398i,0.0002527+2.1371e-05i
0.0022301-0.00012865i,0.002406+5.3795e-06i,0.0022852-0.00021937i,0.0014553-0.00072943i,0.00065256-0.00034992i,0.0005655+0.00065341i,0.00085582+0.00088142i,0.0013814+0.00048709i,0.001202-1.1539e-05i,0.0010274-0.00021472i,0.00056566-0.00090558i,0.00028644-0.0019842i,0.00023015-0.0012617i,0.00023624+0.00025103i,0.0010222+0.00072757i,0.00081581+0.00055i,1.5172e-06+0.00028266i,-0.00022236+0.00028838i,-0.00023853+0.00077458i,-0.00027841+0.0010167i,-0.00011344+0.00010393i,-0.0002351-0.0011053i,-0.00062734-0.0012779i
-0.001213-0.0014416i,-0.0018265-0.0016593i,-0.0014938+0.00090759i,-0.00064992+0.00263i,0.00044554+0.0020655i,0.00081514+0.00099382i,-0.0002449+0.00079897i,-0.0010982+0.00051843i,-0.0014864+0.00028531i,-0.00039437+0.00030014i,0.00032148-0.00038542i,0.00019278-0.0015618i,-0.00033102-0.0010819i,-0.0017202-6.0631e-05i,-0.0020797+0.00053119i,-0.0014598+0.0012397i,-0.0008602+0.0010437i,-0.000341+0.00019442i,0.00021121-0.00031284i,0.0007658-0.00042715i,0.00048395-0.0006259i,0.00049186-0.00035037i,0.0007077+4.5975e-05i
-0.0021755+0.0031196i,-0.0021528+0.0036624i,-0.0020698+0.0034188i,-0.0019821+0.0017623i,-0.0018589-0.00014975i,-0.001721-0.0010015i,-0.0014264-0.0010368i,-0.00037183-1.3204e-05i,-0.00010462+0.00055176i,-0.00079438-0.00020675i,-0.0013357-0.001515i,-0.0013191-0.0019577i,-0.0014668-0.0015564i,-0.00090194-0.00066677i,-0.00012042-0.00093079i,-0.00027411-0.0013035i,-0.00058875-0.00074815i,-0.00027455+0.00017363i,0.00033626+0.00080239i,0.0008963+0.00024851i,0.00094536-8.8563e-05i,0.0010442-0.00075049i,0.00075749-0.0012761i
0.00025764-0.0010799i,0.0026205+0.00094202i,0.0031577+0.0024407i,0.0030043+0.0014743i,0.0025303+2.0363e-05i,0.0019056-0.00096088i,0.00098789-0.0018432i,0.00021386-0.0012375i,-0.0013166+7.0761e-05i,-0.002147+0.0011033i,-0.00157+0.0021492i,-0.0006254+0.0021064i,-0.00026067+0.00096526i,-0.00028216-0.00040521i,0.00031953-0.001362i,-0.00026111-0.0011366i,-0.00089941-0.00029955i,-0.00055457+0.0001933i,-0.0005789+0.0006015i,-2.0399e-05+0.0012154i,0.00098854+0.0012981i,0.0015698+0.00031596i,0.00086034+0.00017381i
-0.0035715-0.00033983i,-0.0022822-0.00052343i,0.00077431+0.0012222i,0.0030653+0.0017063i,0.003681-0.00030174i,0.0032428-0.0017535i,0.001527-0.00097575i,-9.2314e-05+0.00068771i,-0.00060479+0.0016806i,-0.00016881+0.0021848i,0.00056966+0.0016811i,0.0010983+0.00027706i,0.00085998-0.0011749i,0.0004611-0.0009446i,0.00041405+0.00058277i,0.00054367+0.00034449i,-0.00022059-0.000126i,-0.00084328-0.00050575i,-0.0010743-0.00099358i,-0.00076474-0.00096323i,-0.00038729-0.00046784i,-0.00085934+5.721e-05i,-0.0012892-0.00016766i
-0.0027915+0.0042238i,-0.00067501+0.004693i,0.00063407+0.0053556i,0.0020658+0.0058399i,0.0030912+0.005248i,0.0022976+0.002985i,0.00061178+0.0015036i,-0.00054791+0.00060727i,-6.828e-05+0.00052318i,0.001264+0.0011265i,0.0013424+0.00051771i,0.00024917-0.00035175i,-0.0010053-0.00025098i,-0.0013758+0.00031822i,-0.001193+0.00070085i,-0.0011834+0.00048766i,-0.00098267+0.00011118i,-0.00077927-0.00045077i,-0.00070961-0.00081714i,-0.00033317-0.0010911i,-4.4239e-05-0.0011104i,-4.8923e-05-0.00085847i,-0.00049296-0.00066327i
5.3674e-05-0.0016221i,-0.00016521+0.00050465i,-5.0162e-05+0.0024546i,0.00047189+0.0022071i,-0.00016785+0.00036261i,-0.00109+0.00019644i,-0.00054716+0.00031386i,0.0011386-0.00017291i,0.0011532+0.00039654i,0.00033143+0.00048189i,-0.00043329-0.00059869i,-0.00027598-0.0011301i,4.7006e-05-0.00023962i,5.3951e-07+0.00014941i,-0.00047218+0.00032738i,-0.0017199+0.0003287i,-0.0016302-0.00032993i,-0.00021555+4.0016e-05i,0.00063798+0.00059927i,0.0010648-0.00033374i,0.0011399-0.0013212i,0.0012878-0.00099134i,0.0014736-0.00033377i
0.00074851+0.0018318i,0.0012737+0.0012675i,0.0016309+0.0013195i,0.00042949+0.0006734i,-0.0013474-0.00089179i,-0.0018723-0.00076347i,-0.0009666+0.0002428i,0.00014711+0.00073877i,0.00096305+0.0011363i,-7.6944e-06+0.00082526i,-0.00074318+0.00019466i,-0.00028659-4.7354e-05i,-0.00060886-0.00054879i,-0.00088605-0.00088024i,-0.0011423-0.0009537i,-0.0012469-0.0011607i,-0.00068444-0.00048824i,0.00021504+0.00036995i,0.0010127+0.0012425i,0.0012188+0.00091355i,0.00073764+5.4406e-05i,0.00029408+0.00023337i,-8.4729e-05+0.00069746i
-0.0001124+0.00016667i,0.0019509-0.0024335i,0.0026091-0.004417i,0.0020899-0.0046317i,0.002112-0.0041443i,0.0017405-0.0037708i,0.0004292-0.002502i,-0.00050215-0.00059441i,-0.00035173+0.0007662i,-0.0004337+0.0012954i,-0.0010993+0.0007297i,-0.00080006+0.00064435i,0.00063581+0.0011217i,0.0014464+0.00059267i,0.0015056-0.00025364i,0.00090585-9.7575e-05i,-0.00038458-4.1406e-05i,-0.00096446-0.00017288i,-0.0015372+0.0001017i,-0.00070998+4.2918e-05i,0.0010854+0.00029912i,0.00094643+0.000413i,0.00016112-5.532e-05i
-0.0033573-0.0022346i,-0.0042479+0.00027164i,-0.0026411+0.0015499i,-0.00029179+0.0013995i,0.00068237+0.0013622i,0.00045688+0.001041i,-8.4426e-05-6.0096e-05i,-0.00033269-0.00027799i,-0.00086414-0.00049935i,-0.00072679-0.00059513i,-0.00063366+0.00021283i,-0.0010691+1.245e-05i,-9.8417e-05-0.00086592i,0.00075801-0.00087114i,0.00058762-0.00089949i,0.00039533-0.0010281i,0.00047803-0.00061739i,-2.7111e-05-0.00071912i,-0.0010617-0.00057244i,-0.0010481-8.0022e-05i,-0.00058527-0.00017493i,-0.00094186-0.00010141i,-0.0011818-9.7346e-05i
0.0025496+0.0029032i,0.0032221+0.0036298i,0.0041813+0.004474i,0.0053322+0.0027627i,0.0053495+0.0010314i,0.0034562+0.00042039i,0.0013504-3.4816e-05i,0.00015439+0.00048093i,-0.00036715+0.00078741i,7.6511e-05+0.00070065i,0.00020894+0.00092914i,-0.0003859+0.00054676i,-0.0015305+0.00021144i,-0.0026565+0.0010898i,-0.0015124+0.0019716i,-0.00084432+0.0019886i,-0.00085852+0.0012673i,0.00038004-6.9116e-05i,0.0015853-0.00060644i,0.0013926-0.00076015i,0.0007338-0.00075328i,0.00093816-0.00039111i,0.00066271-0.00030978i
-0.0030994+0.003911i,-0.00086372+0.0051945i,0.0022999+0.0061182i,0.0029327+0.0067223i,0.001937+0.0049498i,0.0011876+0.0017797i,0.00057601+0.00035578i,0.0004512+0.00041152i,0.00053734+0.00059388i,0.0011053+0.0011177i,0.0015402-0.00067076i,0.00018142-0.0029361i,-0.00068146-0.0028844i,-0.00066947-0.0016827i,-0.0012924-0.00060845i,-0.0011503+0.00018842i,-0.0011498+0.0011622i,-0.0010734+0.001547i,-0.00011465+0.00073088i,0.00050888-0.00034734i,0.00051787-0.00054936i,4.3179e-05-0.00062767i,-0.00027679-0.0010432i
-0.00013369+0.0018579i,0.0012625-0.0013915i,0.0025677-0.0025214i,0.0032949-0.003221i,0.0025412-0.0039136i,0.00059393-0.003371i,-0.00035174-0.001787i,-0.00051053-0.0004406i,0.00018826+0.00046115i,0.0013519+0.00090143i,0.0013067+0.00054385i,0.00050078-9.3956e-05i,-0.00018424-0.00046096i,-0.00057443-0.00070203i,-0.0013168-0.00039405i,-0.0015652-0.00073614i,-0.00085694-0.0002426i,-0.00041146+0.001498i,-0.00017037+0.0019117i,0.00062695+0.00096417i,0.0011339+0.00027745i,0.0010806+0.00044874i,0.0010054+0.00049261i
0.00062336-0.0003544i,2.6875e-05+0.0022293i,0.00064604+0.0029147i,0.0013981+0.0019758i,0.00061492+0.0011383i,-0.00036644-0.00013909i,-0.00076252-0.0008574i,-0.00041665-6.5358e-05i,-0.00024723+0.0018921i,-0.00078577+0.002958i,-0.0013882+0.0017528i,-0.00082633+0.0004241i,0.00021401+0.00042815i,0.0014247+0.00038648i,0.0017787-9.1803e-05i,0.0014348-0.00024599i,0.00077567+0.00019768i,-0.00089986+0.00020104i,-0.0021495+0.00038711i,-0.0015676+0.00049879i,-0.001145+0.0010027i,-0.0009851+0.0014896i,-0.00012722+0.0010609i
0.0017407+0.0018058i,0.002068-0.00042987i,0.0032864-0.0016373i,0.0036936-0.00070086i,0.0026224-0.0008896i,0.00074333-0.0017008i,-0.00025304-0.00085122i,0.00032129+0.00076813i,0.00030056+0.0012897i,-0.00059676+0.00016685i,-0.0016996-0.00058138i,-0.0016322+0.00013765i,-0.0022546+0.00084859i,-0.0026328+0.0010776i,-0.00099337+0.0013897i,-0.00010813+0.001285i,-0.00018518+0.00090251i,0.00028787+4.8243e-05i,0.00039783-0.0013109i,0.00028985-0.0011868i,0.00058465-0.00014301i,0.00055706-8.7845e-05i,-7.768e-05-0.00035662i
-0.0020393+0.00096569i,-0.00096428+0.001517i,-0.0017004+0.0030712i,-0.0017878+0.0032546i,-0.0010638+0.0011312i,-0.00021561-0.00045268i,-0.0003138-0.00041913i,-0.00064689-4.1668e-05i,-0.00044598+0.00013253i,0.00012017-0.00032935i,0.00039116-0.00063241i,0.00043297-0.00060737i,0.00035792-0.0006543i,-0.00062447+9.1944e-05i,-0.0016599+0.00029204i,-0.0026403-0.00025614i,-0.0027056-0.00078407i,-0.0012496-0.0008393i,3.5689e-05-0.0014785i,0.00066628-0.0019097i,0.00059739-0.0016047i,0.00064517-0.0013402i,0.00052194-0.0012662i
-0.0018482+0.00012329i,-0.00010822+0.0014212i,0.0015687+0.002176i,0.0015226+0.0025055i,0.0012285+0.0018962i,0.0010329+0.00033223i,0.00043938-0.00064277i,-0.00068632-0.00095523i,-0.00039072-0.0017269i,0.0011261-0.0015124i,0.0019989-0.00097811i,0.0013778-0.001458i,1.7595e-05-0.0017451i,-0.0010893-0.0022177i,-0.0021337-0.0020715i,-0.0023855-0.00065491i,-0.0014647+0.00013342i,-0.0012362+0.00054426i,-0.0010103+0.0011738i,-0.00031215+0.0010364i,0.00056966+0.00058954i,8.5825e-05+0.00012883i,-0.001094-0.0012175i
-0.0016626-0.002368i,-0.002367-0.0004846i,-0.0025268+0.0016358i,-0.001063+0.0025232i,0.0003794+0.0021315i,0.00069542+0.00084089i,0.00062015-0.001097i,0.00091908-0.0023123i,0.00079619-0.0015716i,0.00055791-0.001001i,0.0011858-0.00072899i,0.0021809+0.00037249i,0.0025561+0.0005362i,0.0025196+0.00020739i,0.0017383+0.0002924i,0.00064171-0.00022713i,0.00048585-0.00099936i,0.00035374-0.0012174i,0.00017116-0.00015714i,0.00041983+0.00059597i,0.0007574+0.00013598i,0.001254-0.00045262i,0.0013118-0.00050987i
0.0013517+0.0026356i,0.0015902+0.002437i,0.0016152+0.0012792i,0.0013619+0.00040437i,0.00012312+0.00049609i,-0.00087973+0.00055079i,-0.0001049-3.2427e-05i,0.0010986-3.1201e-05i,0.00090137+0.00064584i,-0.00062547+6.2821e-05i,-0.0016917-0.00056002i,-0.0027304+0.00063353i,-0.0025526+0.0013958i,-0.00061904+0.0010266i,0.0010491+0.00050405i,0.0015914+0.00032069i,0.0014296+0.00080467i,0.00066645+0.00075561i,-0.00056077+0.00067525i,-0.0012216+0.00058281i,-0.00073181+0.00032085i,0.00058051+0.00020514i,0.0010817+0.00011223i
-0.00087636+0.0026131i,0.00089829+0.0021514i,0.0023396+0.0018165i,0.0022821+0.00053854i,0.001826-0.0011377i,0.00068185-0.0018538i,-0.00045897-0.00048621i,-0.00019154+0.0019182i,-0.00041373+0.0030039i,-0.00079811+0.0021952i,-0.00043092+0.00070662i,-0.0016188+0.00058232i,-0.0030337+0.0016235i,-0.0027763+0.0023718i,-0.0016383+0.0029093i,-0.00095882+0.0026253i,-0.00068175+0.0019722i,0.00036177+0.0010987i,0.00044516+0.0001263i,0.00013248-0.0005576i,0.00071854-0.00044585i,0.00084363+0.0002545i,0.00026492+0.0011778i
0.00021101+0.001763i,0.0013463+0.00085922i,0.0024234+0.0013811i,0.0029737+0.00081677i,0.0025911-0.0011421i,0.0012931-0.001462i,-0.00058941+0.00058414i,-0.0017452+0.0025407i,-0.0015525+0.0024357i,-0.00012447+0.0010563i,0.0011027-0.00022005i,0.0010354-0.0015965i,-0.0002791-0.0022654i,-0.0016588-0.0021619i,-0.0015996-0.0014769i,-0.0020976-0.00056369i,-0.0028896+0.00021103i,-0.0017491+0.00092038i,-0.00061306+0.00033845i,-0.00057668-0.00084749i,-0.001209-0.0010445i,-0.0014359-0.00088545i,-0.0011813-0.001006i
6.2004e-05+0.0019021i,0.00062599+0.0026899i,0.0016664+0.0022818i,0.0042191+0.0011658i,0.0048154-0.0010061i,0.0028278-0.0018178i,-0.00023202-0.0010012i,-0.0015379-0.0014565i,-0.00039104-0.0014511i,0.0013306-0.00042298i,0.0019671+0.00062962i,0.0019581+0.00097253i,0.0018619+0.00066303i,0.00037667-0.00054245i,-0.00095126-0.0013941i,-0.00073505-0.0014172i,-0.00074964-0.0018559i,-0.00072936-0.0014022i,-7.628e-05+0.00040642i,2.327e-05+0.0012287i,0.00027677-0.00030204i,0.0013033-0.0012248i,0.0010134-0.00076253i
0.00036014-0.00085606i,0.0020102-0.0010837i,0.0022679-0.00052405i,0.0013178+0.00027799i,0.0018526+0.00085824i,0.0026045+0.00046722i,0.0026685-0.0010439i,0.0027317-0.002099i,0.0030754-0.0016777i,0.0022185-0.0014234i,0.00064867-0.001415i,0.00057061-0.00040529i,0.0015675+0.00069125i,0.0023758+0.0010464i,0.002036+0.0004962i,0.0015169+0.00023568i,0.001235+2.4465e-05i,0.00059062-0.00056489i,-0.0005695-0.00030088i,-0.0014481+3.8365e-05i,-0.00087351-0.0003348i,0.00043347-0.0010743i,0.0014672-0.001554i
-0.0020402+0.0017523i,-0.001633+0.0029428i,-0.00012568+0.002966i,0.00092144+0.0029394i,0.00045164+0.0037467i,3.915e-05+0.0032177i,0.0015699+0.0018725i,0.0029957+0.00084392i,0.0023459-0.00011455i,0.00079963-0.00040569i,-0.00045405-0.00063497i,-0.0021051-0.00039253i,-0.003001+0.00035122i,-0.0023994+0.00038529i,-0.0018561+0.00066936i,-0.00054729+0.0017855i,0.0012895+0.0025058i,0.0015797+0.0014311i,0.00076138+0.00027479i,4.7157e-05+0.00068117i,0.00011821+0.0013499i,0.00033696+0.0011888i,0.00065048+0.00079911i
0.0014676+0.00043921i,0.002484-0.00022351i,0.0034444+0.0021572i,0.0031345+0.0025207i,0.0010693+0.00050832i,-0.0010338-0.00023909i,-0.00055409+0.001505i,-0.00099332+0.0038571i,-0.0028256+0.002833i,-0.0023549+1.6564e-05i,-2.6834e-05-0.0023585i,-0.00038975-0.0032043i,-0.0018471-0.0016065i,-0.0013389+0.00081246i,-0.00060136+0.0021998i,-0.0017254+0.0025612i,-0.0024229+0.0024974i,-0.0013686+0.0013074i,-6.8788e-05-0.0011225i,0.00050454-0.0023772i,-0.00017765-0.0011472i,-0.00048349+0.00047156i,-0.00020076+0.00094661i
-0.00089017+0.0014435i,-0.0018644+0.0027644i,-0.0018007+0.0020898i,-0.0005713-0.0004385i,0.00027818-0.0023163i,-0.00094091-0.0020411i,-0.0032784-0.00027744i,-0.0046016+5.9055e-05i,-0.0045525+0.00035952i,-0.0029057+0.0019642i,-0.00038845+0.0020133i,0.00094071-0.00030701i,0.00041607-0.0017205i,-0.0007765-0.0010968i,-0.0019134-0.0011341i,-0.0026304-0.0017209i,-0.0025533-0.0011938i,-0.0010257+0.00075068i,0.00073819+0.0019334i,0.001429+0.00084466i,0.00094383+0.00048029i,-0.00039237+0.00030089i,-0.0014512+0.00037837i
-0.00011325-8.7917e-05i,0.00067435-0.00040032i,0.0015883-0.00094897i,0.0026489-0.0017973i,0.0035893-0.0023621i,0.0026582-0.0025134i,-0.00061979-0.0026632i,-0.0029599-0.0022131i,-0.0024191-0.00072407i,-0.00046004+0.0012934i,0.0016144+0.0030266i,0.0023971+0.0036333i,0.0011044+0.0027765i,-0.00020287+0.00066392i,0.0005715-0.0013909i,0.00086282-0.0022904i,-0.00089794-0.0025604i,-0.0015804-0.001696i,-3.0877e-05-0.00016338i,0.0011297-0.00015472i,0.0012021-0.0010345i,0.0011934-0.0013315i,0.00084982-0.0013546i
0.00057637-0.00059034i,0.00054736-0.00038129i,0.0027017-0.00090508i,0.0039974+0.00017959i,0.0028204+0.0017769i,0.0017201+0.0009595i,0.0018428-0.0021134i,0.0029439-0.0038869i,0.0035554-0.0031967i,0.0021898-0.0022245i,0.00058575-0.0011487i,-0.00051256+0.00067937i,-5.0299e-07+0.0016696i,0.0013397+0.00028188i,0.0017047-0.00087869i,0.0012662-9.3904e-05i,0.00040261+0.00031855i,-0.0004501+0.00078473i,-0.0014922+0.0017205i,-0.0020065+0.0015181i,-0.0012275+0.00050855i,0.00012591-0.0002814i,0.0011076-0.0010557i
0.0054726+0.001684i,0.0068499-0.00010096i,0.0066131-0.00022667i,0.0037402+0.00091115i,1.2517e-05+0.0024039i,-0.0010493+0.0026461i,0.002169+0.0012639i,0.005313+0.0011624i,0.0054774+0.0018535i,0.0032549+0.00040893i,0.00018148-0.0012614i,-0.0011106-0.00065821i,-0.00071173+0.0012257i,-0.00039475+0.0021478i,-0.00052023+0.0026431i,-0.00034661+0.0029236i,0.0009987+0.0025299i,0.0020192+0.0013655i,0.0010016-0.00016683i,-0.00016466-0.00065154i,-0.00054888+0.0001505i,8.5269e-05+0.0011799i,0.00054692+0.0013715i
0.00037657-0.0021005i,-0.0011551-0.0019772i,-0.0019159-0.00093481i,-0.0018105-0.00064569i,-0.0028348-0.0021552i,-0.0030069-0.0014521i,-0.00066374+0.0027584i,2.128e-05+0.0053399i,-0.00048426+0.0036053i,-0.00020619+0.00047778i,0.00012836-0.0028034i,-0.00053903-0.0047677i,-0.0017826-0.003887i,-0.0018132-0.002464i,-0.0019014-0.0017081i,-0.0029465-0.00071503i,-0.0033654+0.00048883i,-0.0023335+0.00026192i,-0.0013118-0.0012009i,-0.00071081-0.0017158i,-0.00037411-0.0009553i,-0.0005291+0.00028169i,-0.0011814+0.00078412i
0.00057371+0.0045963i,0.00060637+0.0041754i,0.0005554+0.00075411i,0.00049539-0.0030896i,0.00077156-0.0053559i,-0.0011543-0.0037388i,-0.0050416-0.00071698i,-0.0073962-0.00023566i,-0.0064335-0.00049181i,-0.0028049+0.00068402i,-0.00054521+0.0015973i,4.3765e-05+0.0003914i,0.00016228-0.00071083i,-0.00039102-0.00051987i,-0.00068739-0.00084112i,-0.00044677-0.0013913i,-0.00034012-0.0010659i,0.00017254+0.00019951i,0.0018962+0.00070973i,0.0024446-0.00014607i,0.0011144-0.0011434i,-0.0002577-0.0014599i,-0.00033059-0.00094177i
0.00046446-0.0016909i,0.001282-0.0015131i,0.003294-0.00035791i,0.0053781+0.0006521i,0.0055537+0.00095134i,0.0027798+0.00023229i,-0.0009297-0.0014631i,-0.0028617-0.0018173i,-0.0022114-0.00093528i,-0.00011485+0.0011301i,0.0011353+0.0029283i,0.0012244+0.002852i,0.00087213+0.0017825i,0.0013452+0.00015778i,0.0022044-0.0016995i,0.0023236-0.0020265i,0.0013189-0.0015416i,-0.00022144-0.00045961i,-0.00073795+0.00055353i,-2.0278e-05+0.00020154i,0.00093937-0.00030972i,0.00048031-0.00042752i,-0.0002707-0.00045732i
-0.00049496-0.0010227i,-0.00074127-0.0016524i,-0.00045657-3.293e-05i,0.00092781+0.0037945i,0.0023041+0.0050075i,0.0023472+0.0017912i,0.0025-0.0018162i,0.0029951-0.0025259i,0.0013036-0.0012531i,-0.00056357+0.00012028i,-0.0019779+0.0015953i,-0.0027512+0.0029627i,-0.0020389+0.0033803i,-0.00098695+0.0023528i,-0.0006164+0.0025276i,2.4476e-05+0.003582i,0.00026239+0.003132i,-0.00072019+0.0017587i,-0.0016238+0.0017526i,-0.00075691+0.0026222i,0.00024703+0.0019707i,0.0010323+0.00060677i,0.0012082+0.00023251i
-0.0021895+0.00332i,-0.0015839+0.0050484i,-0.0016906+0.0077884i,-0.0025119+0.0068664i,-0.0031294+0.0046736i,-0.0011531+0.0030491i,0.0023191+0.0017164i,0.0036073+0.0016901i,0.0031843+0.0025721i,0.0032401+0.0011322i,0.0024281-0.0024363i,0.00075872-0.0029714i,-0.00069472-0.0013011i,-0.0014557-0.0007898i,-0.0013905-0.00084544i,-0.00076805-2.8902e-05i,-0.00052545+0.00064826i,-0.00048838+0.00037432i,-0.0010549-0.001113i,-0.0021907-0.001933i,-0.0021973-0.0010226i,-0.0011835+0.00039864i,0.0001426+0.00068246i
0.013875-0.0045673i,0.01301-0.0090366i,0.011731-0.019273i,0.0035504-0.020763i,-0.0070205-0.017681i,-0.011544-0.0098069i,-0.0057159-3.3588e-05i,0.00063809+0.0029831i,0.0032348+0.00021464i,0.0026163-0.0035588i,0.00023433-0.0044594i,-0.0015393-0.0032215i,-0.0015092-0.0010362i,-0.00034242+0.0012425i,0.00018846+0.0011528i,-0.00093803+0.00025808i,-0.0015334+0.0011627i,-0.00094956+0.0019174i,-5.3739e-05+0.0017529i,0.00060518+0.0021119i,-5.5586e-05+0.0018556i,-0.00087768+0.0014998i,-0.0013252+0.00092758i
0.0033114-0.0023641i,0.0020909-0.0052018i,0.0019317-0.0081551i,0.0020158-0.0087543i,0.0018814-0.007534i,-0.00096838-0.0034894i,-0.0041338-7.8518e-06i,-0.0051592+0.0002103i,-0.0043589-0.00010561i,-0.0022996+0.00059148i,0.00017217+0.0022016i,0.0014173+0.00269i,0.0016843+0.0014356i,0.0018223+0.00078356i,0.0020252-0.00021257i,0.0019564-0.0013698i,0.0010966-0.0012031i,0.00049584-0.0002927i,0.001511+0.00033443i,0.0022316-0.00035379i,0.00093905-0.0013981i,-0.00061808-0.0006338i,-0.0013274+0.00018602i
-0.00014734-7.0591e-05i,0.00039484-0.0016661i,0.0007244-0.0017384i,0.0024997+2.462e-05i,0.0037755+0.0010798i,0.0017419+0.0004122i,-0.0013483-0.0022743i,-0.002985-0.0037173i,-0.0029771-0.0025729i,-0.0030656-0.00018491i,-0.0023463+0.0026407i,-0.00042691+0.0033988i,0.00080208+0.0029517i,0.0010779+0.0020419i,0.0020038-0.00041178i,0.0012611-0.0017816i,-0.0007733-0.00133i,-0.0013859-0.00014153i,-0.0014373+0.0017305i,-0.00049711+0.0024616i,0.00099338+0.0012689i,0.0014755-0.00051393i,0.00050358-0.0018952i
