-0.0017667-0.0016252i,-0.0023791-0.0023627i,-0.0030184-0.0011926i,-0.0026558-0.00022766i,-0.00098712+0.00069526i,-0.00014998+0.0016017i,-0.00059269+0.0015648i,-3.4786e-05+0.0014938i,0.0014104+0.00063091i,0.00097313-0.00048752i,0.00055748-0.00083354i,0.00052679-0.0010024i,0.00042495-0.00038577i,0.00058979+0.0010307i,0.00014631+0.00095154i,-0.00014764-0.00016724i,-0.00040753-0.00039315i,6.5277e-05-4.5131e-05i,0.00097268-4.6687e-05i,0.001067-0.00022193i,0.00082358+0.00033467i,4.468e-06+0.00075926i,-0.00046054+0.00012258i
0.53814-0.40676i,0.29107-0.52475i,0.0033812-0.40156i,-0.020328-0.17095i,0.05644-0.11168i,0.063475-0.20444i,0.013297-0.25501i,-0.032664-0.20098i,-0.02309-0.11904i,0.0019545-0.083732i,-0.009303-0.048127i,-0.014652+0.010814i,-0.0062827+0.037427i,-0.0099282+0.03212i,-0.011615+0.023377i,-0.0042783+0.010512i,0.00030187-0.0085876i,-0.0044356-0.017283i,-0.0061716-0.0062779i,-0.0045384+0.003089i,-0.017225+0.0036172i,-0.034822+0.0070494i,-0.039055+0.0086404i
0.41261-0.27279i,0.34422-0.35974i,0.18445-0.2989i,0.029067-0.2i,-0.087531-0.11885i,-0.16576-0.024467i,-0.1608+0.048477i,-0.085136+0.053279i,-0.021353+0.012078i,-0.0050473-0.020468i,-0.0016438-0.028233i,-0.00067698-0.027293i,-0.0025347-0.0080107i,0.01356+0.015452i,0.028404+0.010893i,0.019875-0.0027959i,0.0098068-0.00096698i,0.0078321+0.0044906i,-0.0004893+0.0027821i,-0.0097086+0.0033954i,-0.0030625+0.0036396i,0.010821-0.0062141i,0.012083-0.013891i
-0.051227+0.58318i,-0.18296+0.54021i,-0.27072+0.38854i,-0.23606+0.27204i,-0.16703+0.20304i,-0.10631+0.19437i,-0.013855+0.15575i,0.019091+0.049349i,-0.019212+0.010255i,-0.0070721+0.029404i,0.020811+0.013826i,0.018407-0.003916i,0.018259-0.013355i,0.0073006-0.022601i,-0.0066127-0.0095379i,-0.00096615+0.005211i,0.001209+0.0031054i,-0.0066752-0.00051156i,-0.0077588+0.0011864i,-0.0052212+0.0022181i,-0.0096087+0.0032235i,-0.013639+0.0088373i,-0.0089576+0.012446i
-0.026674+0.12484i,0.22976-0.058321i,0.39901-0.20545i,0.38065-0.20962i,0.36619-0.15903i,0.39484-0.18878i,0.32351-0.22555i,0.193-0.15603i,0.1272-0.046722i,0.10783+0.0034071i,0.069579+0.0036292i,0.01919+0.00049702i,-0.01725+0.0044961i,-0.03108+0.015916i,-0.021365+0.020931i,-0.0086794+0.015532i,-0.0026054+0.013965i,0.0025898+0.009902i,-0.0025433-0.0024105i,-0.010907-0.011403i,-0.0048483-0.016181i,0.0062269-0.020831i,0.0096724-0.020539i
-0.32302+0.17067i,-0.38953+0.13174i,-0.42718+0.047892i,-0.34805-0.0025531i,-0.2706-0.058448i,-0.31444-0.083738i,-0.32161-0.017132i,-0.20881+0.036451i,-0.11038+0.025926i,-0.074234+0.018367i,-0.042704+0.019455i,-0.0087055+0.012422i,0.012622+0.0030444i,0.018403-0.0038614i,0.013844+0.00053683i,0.0082707+0.0090358i,-0.0020405+0.011382i,-0.0094273+0.01051i,-0.001377+0.007302i,0.0049112+0.0027346i,-0.0023216+0.0055593i,-0.009519+0.015912i,-0.01109+0.019365i
-0.06829-0.55782i,0.0057953-0.45403i,0.061395-0.16867i,0.084841+0.068033i,0.11887+0.18643i,0.17078+0.20619i,0.17576+0.14339i,0.098226+0.054266i,-0.0046964+0.006406i,-0.054356+0.0072553i,-0.043639+0.017905i,-0.015831+0.019342i,0.0047901+0.017721i,0.0092281+0.00726i,-0.00085289-0.0044364i,-0.007992-0.0068243i,-0.0017218-0.0082388i,0.0066318-0.0076002i,0.0078467-0.0026191i,0.011153+0.00054084i,0.01704-0.001903i,0.016956-0.007868i,0.014535-0.0074522i
-0.20386-0.0919i,-0.20235-0.061608i,-0.09266-0.12357i,-0.030825-0.13561i,-0.025518-0.044732i,0.015538+0.011226i,0.046087-0.01715i,0.030524-0.026417i,0.033655+0.011525i,0.055813+0.013815i,0.042096-0.018619i,0.0088151-0.030233i,-0.0078586-0.024969i,-0.0075387-0.013842i,-0.00072679-0.0013899i,0.0005731+0.0022726i,-0.0076085+0.0027062i,-0.010529+0.0044365i,-0.0047741+0.0038915i,-0.0067521+0.0021603i,-0.014938+0.00069952i,-0.020013-0.0030907i,-0.022264-0.0081706i
0.13279-0.055157i,-0.075929-0.020227i,-0.24368-0.02247i,-0.26514-0.046458i,-0.21192-0.061614i,-0.17035-0.065315i,-0.151-0.056651i,-0.1162-0.04756i,-0.061781-0.061735i,-0.023242-0.080691i,-0.0055877-0.069312i,0.002676-0.036537i,0.0036183-0.0051192i,0.005132+0.010067i,0.0070972+0.0039268i,0.0078314-0.0066178i,0.01033-0.0073824i,0.004201-0.00081997i,-0.008796+0.0096193i,-0.01058+0.016942i,-0.0039315+0.017051i,0.0027205+0.016035i,0.0091606+0.018466i
0.34653+0.039474i,0.36277-0.099555i,0.30433-0.16081i,0.16806-0.12571i,0.03137-0.07061i,-0.0091313-0.0076274i,0.048036+0.023625i,0.085887-0.0049032i,0.052757-0.0074972i,0.032527+0.029155i,0.027965+0.034134i,0.0059227+0.025253i,-0.0037192+0.02504i,-0.0028588+0.022243i,-0.0043288+0.021231i,-0.0075529+0.02044i,-0.011179+0.020123i,-0.0054424+0.01386i,-9.9239e-05-0.0014339i,-0.0050429-0.0084291i,-0.0050919-0.0091438i,0.0026717-0.015533i,0.0048449-0.020724i
-0.13987-0.26437i,-0.36748-0.37838i,-0.38321-0.23141i,-0.13761-0.082088i,0.048191-0.076943i,0.068166-0.082298i,0.050876-0.062013i,0.02426-0.025198i,0.014386+0.032841i,0.037221+0.051491i,0.053792+0.027716i,0.058924+0.00070463i,0.046006-0.018337i,0.016391-0.014945i,0.00366-0.00018571i,0.010578+0.0018785i,0.01192-0.0049037i,0.0019076-0.0053269i,-0.0010401+0.0013677i,0.0070918+0.00015712i,0.0090414-0.0017063i,0.0058907+0.0070197i,0.004206+0.012376i
-0.37856+0.30713i,-0.29195+0.24034i,-0.17722+0.12377i,-0.092743+0.058723i,-0.020426+0.0067955i,-0.0061342-0.035434i,-0.027127-0.02474i,-0.021954-0.0082328i,-0.022497-0.01189i,-0.032134+0.001056i,-0.025659+0.011544i,-0.023232+0.0069038i,-0.016465+0.011226i,-5.1977e-05+0.015378i,0.00055668+0.013576i,-0.014957+0.014963i,-0.023363+0.02017i,-0.0082999+0.017569i,0.0048399+0.00056946i,-0.0037194-0.0087474i,-0.010559-0.0039996i,-0.0089538-0.0020283i,-0.0069444-0.0011081i
0.022528+0.14339i,0.079867+0.27599i,0.018826+0.34918i,-0.020194+0.36805i,0.0022714+0.36681i,0.049913+0.32346i,0.094519+0.1997i,0.067685+0.07246i,0.014611+0.040857i,0.0070658+0.041819i,0.0029533+0.022415i,-0.0091027+0.015607i,-0.011382+0.0091805i,-0.016851-0.0066395i,-0.020759-0.012684i,-0.011435-0.010321i,0.002067-0.0094142i,0.0083443-0.0068742i,0.012776+0.0014161i,0.019335+0.0037771i,0.017612+0.0040135i,0.011017+0.010784i,0.010432+0.012343i
-0.22715-0.38478i,-0.27326-0.46232i,-0.28333-0.45163i,-0.23994-0.30344i,-0.11535-0.17663i,0.0045922-0.17218i,0.033195-0.18812i,0.0025081-0.13802i,-0.010093-0.05673i,0.016837-0.018356i,0.03958-0.016294i,0.043293-0.0018526i,0.042766+0.020916i,0.038598+0.030726i,0.025031+0.021416i,0.0063716+0.0059784i,-0.00086225-0.0027365i,-1.1481e-07-0.007913i,-0.0061735-0.0097599i,-0.012272-0.008416i,-0.012641-0.013524i,-0.015967-0.024784i,-0.019156-0.026421i
-0.20497-0.22579i,-0.52985+0.023051i,-0.55583+0.26012i,-0.34964+0.25619i,-0.27289+0.17557i,-0.28922+0.23025i,-0.18916+0.27874i,-0.052149+0.18339i,0.017097+0.062229i,0.041955+0.0042038i,0.043061-0.023778i,0.029933-0.048319i,0.009816-0.06743i,-0.0088926-0.063405i,-0.0081797-0.039149i,0.0025984-0.018305i,0.0013076+0.0014922i,-0.0045707+0.01932i,-0.0031283+0.019992i,-0.0037413+0.016173i,-0.0061836+0.024292i,0.00055159+0.035077i,0.0089305+0.037742i
-0.017122+0.083517i,-0.011837+0.13802i,0.13393+0.12002i,0.19576-0.0096039i,0.11343-0.11571i,0.052636-0.14609i,0.043513-0.16927i,-0.0013494-0.14703i,-0.061471-0.036118i,-0.054268+0.061095i,-0.027706+0.066004i,-0.038778+0.038773i,-0.042631+0.027159i,-0.020323+0.01318i,-0.0010756-0.0047866i,0.0063253-0.0095612i,0.014718-0.0063041i,0.021131-0.011109i,0.011419-0.018007i,0.00036863-0.016659i,0.0034018-0.017439i,0.0070606-0.02532i,0.0078409-0.032311i
0.29501+0.057477i,0.15193-0.23957i,-0.039296-0.32283i,-0.020386-0.18024i,0.10294-0.093366i,0.1312-0.10315i,0.099369-0.11978i,0.064198-0.10646i,0.054558-0.056873i,0.059366-0.017541i,0.044773+0.0080095i,0.036297+0.040145i,0.043195+0.055423i,0.042124+0.053525i,0.039478+0.050193i,0.040458+0.039631i,0.02671+0.022613i,0.0042166+0.0088731i,-0.0053955-0.0015857i,-0.0086395-0.0060171i,-0.013244+0.004662i,-0.014366+0.020364i,-0.019291+0.023407i
-0.15716+0.3492i,-0.080275+0.52458i,-0.00038441+0.62651i,0.070668+0.54353i,0.097517+0.39108i,0.048135+0.30556i,-0.038976+0.28296i,-0.05433+0.2499i,-0.010924+0.15005i,0.0052514+0.038855i,0.0083775-0.015882i,0.025292-0.036567i,0.040562-0.036304i,0.046388-0.019007i,0.030885+0.0018913i,0.0071616+0.017535i,0.0018277+0.010826i,0.0067989-0.0012438i,0.0050849-0.0014254i,-0.0056722-0.0005054i,-0.013709-0.0025148i,-0.010112-0.0054163i,0.0077223-0.0080348i
-0.15243-0.060508i,0.037187-0.1396i,0.14589-0.22503i,0.09389-0.17721i,-0.006123-0.052976i,-0.011825-0.017275i,0.037198-0.1096i,-0.0038435-0.18311i,-0.068053-0.12537i,-0.050946-0.052382i,-0.040185-0.051994i,-0.081735-0.047958i,-0.096449-0.01755i,-0.060999+0.0021055i,-0.017317+0.010457i,0.0040586+0.021838i,0.0071003+0.02935i,0.00040866+0.015828i,-0.011642-0.0029927i,-0.01186-0.0074618i,-0.0038865-0.012193i,0.00057851-0.02174i,0.0077757-0.029289i
-0.47939-0.10396i,-0.48613+0.20249i,-0.28515+0.3043i,-0.13758+0.15436i,-0.075561+0.039045i,0.065491+0.01803i,0.22179-0.035168i,0.24474-0.10271i,0.15325-0.13189i,0.045452-0.10738i,-0.0082769-0.050221i,-0.030142-0.011298i,-0.064928+0.0075562i,-0.093825+0.012386i,-0.096908-0.0092615i,-0.070526-0.033427i,-0.026033-0.03476i,0.00025486-0.016119i,0.0032206+0.00137i,0.0047087-6.4547e-05i,0.011633+0.0003364i,0.022089+0.017383i,0.022177+0.035097i
0.26824+0.14569i,0.19363+0.20628i,0.1203+0.17023i,0.05433+0.047259i,-0.058504-0.085267i,-0.19821-0.11855i,-0.28228-0.022865i,-0.23452+0.094053i,-0.10704+0.11534i,-0.024603+0.068784i,0.012589+0.044931i,0.067884+0.025159i,0.089115-0.018939i,0.03571-0.020598i,-0.027557+0.036172i,-0.053013+0.080337i,-0.041198+0.066878i,-0.020656+0.022003i,-0.011122-0.00021664i,0.0045417+0.0080869i,0.02413+0.010318i,0.020455+0.0040381i,0.0075858+0.011672i
0.35898-0.26412i,0.31925-0.33551i,0.28648-0.24329i,0.29616-0.11482i,0.29425-0.01154i,0.1991+0.036569i,-0.0087875+0.020751i,-0.15045+0.04454i,-0.094155+0.087954i,-0.024594+0.056416i,-0.044653+0.039273i,-0.049895+0.048462i,-0.023077+0.023953i,0.01611-0.010847i,0.057548-0.052316i,0.046899-0.084655i,-0.0050342-0.053583i,-0.022425+0.0071976i,0.00030302+0.027529i,0.0043546+0.020238i,-0.0069709+0.020608i,5.1067e-06+0.018058i,0.0088678+0.0024548i
-0.016355+0.22243i,-0.057588+0.06051i,-0.14044-0.021815i,-0.14566-0.029507i,-0.084897-0.098532i,-0.04751-0.21828i,-0.030251-0.22757i,0.0084179-0.11574i,0.012739-0.039695i,-0.04578+0.0052467i,-0.086238+0.059867i,-0.059599+0.087668i,0.0055445+0.072957i,0.06055+0.010643i,0.069319-0.063134i,0.040695-0.087514i,0.019915-0.06387i,0.021182-0.021955i,0.026719+0.0077325i,0.014085+0.012421i,-0.0045738+0.015728i,-0.0061211+0.01639i,-0.004855+0.0013514i
-1.5178+7.0103i,0.80096+6.7705i,3.3926+5.8015i,4.1454+2.6231i,3.1566-0.75119i,0.82683-2.4905i,-1.0908-1.7305i,-1.3971-0.22953i,-0.45825+0.49818i,0.6575+0.099513i,0.8787-0.72961i,0.38599-1.2593i,-0.29522-1.7753i,-1.0452-2.4029i,-1.2975-2.4196i,-0.79254-1.4366i,-0.21429-0.38014i,-0.22055+0.08658i,-0.6132+0.30222i,-0.62871+0.53539i,-0.11213+0.59703i,0.42249+0.31214i,0.51394-0.13582i
0.087745-0.016623i,0.41959-0.07655i,0.48104-0.25516i,0.24489-0.18022i,0.17839+0.19748i,0.32853+0.52869i,0.40864+0.58596i,0.36505+0.39138i,0.25515+0.13729i,0.15198+0.0063775i,0.10485-0.036041i,0.044144-0.077356i,-0.050002-0.078434i,-0.11576-0.044307i,-0.14734-0.026903i,-0.14907-0.025158i,-0.11689-0.033577i,-0.075649-0.038924i,-0.042344-0.03581i,-0.020075-0.040592i,-0.010031-0.055707i,-0.0068405-0.068655i,-0.0085754-0.068585i
-0.048353-0.55733i,-0.38912-0.49647i,-0.54491-0.27487i,-0.40169-0.24191i,-0.28496-0.58171i,-0.36854-0.89605i,-0.41774-0.75587i,-0.25459-0.38921i,-0.073378-0.18971i,-0.050761-0.09892i,-0.052071+0.011285i,-0.0021899+0.050175i,0.0069029-0.0036616i,-0.045388-0.042517i,-0.077815-0.011679i,-0.032145+0.047034i,0.03646+0.056807i,0.046334+0.017136i,0.023428-0.013643i,0.023973-0.014719i,0.026124-0.00015947i,0.004702+0.025042i,-0.012098+0.043883i
0.32787-0.063937i,0.43595+0.018666i,0.56781+0.089686i,0.53633+0.07258i,0.40374+0.10809i,0.32951+0.21383i,0.28335+0.23017i,0.18503+0.12471i,0.057661+0.039293i,0.010739+0.040372i,0.055975+0.032157i,0.081975-0.025729i,0.036031-0.073359i,-0.046787-0.072335i,-0.10345-0.035283i,-0.099996-0.0092337i,-0.057567-0.011568i,-0.017771-0.023686i,-0.0036535-0.028886i,-0.003555-0.01801i,0.005947-0.0040782i,0.017555+0.0025621i,0.017005+0.020597i
0.22434+0.043067i,0.095677-0.25671i,-0.10295-0.34748i,-0.15939-0.21738i,-0.11631-0.099467i,-0.11195-0.058031i,-0.12401-0.014964i,-0.081465+0.043564i,0.0024147+0.05854i,0.033806+0.01709i,0.010443-0.0010867i,0.011819+0.0026993i,0.018739-0.015397i,-0.010155-0.019326i,-0.047663+0.010237i,-0.056562+0.042807i,-0.041322+0.043239i,-0.032649+0.015956i,-0.030804+0.0043269i,-0.022302+0.0084693i,-0.025618+0.0052582i,-0.041285+0.0066399i,-0.037404+0.012053i
-0.33876+0.48865i,-0.25015+0.55867i,-0.10842+0.49116i,0.098911+0.35722i,0.35848+0.16296i,0.46943-0.081552i,0.28935-0.21008i,0.04265-0.14198i,-0.051677-0.0561i,-0.076536-0.049095i,-0.090259-0.022442i,-0.052999+0.039861i,0.003274+0.065843i,0.013573+0.044686i,-0.032829+0.021951i,-0.066971+0.022215i,-0.042925+0.027678i,-0.0031855+0.022845i,0.0095448+0.0080359i,-0.0041796-0.0063461i,-0.019514-0.0088694i,-0.018332-0.0049596i,-0.0082873+0.0057598i
0.11133-0.047971i,0.35427-0.10021i,0.3595-0.19738i,0.10848-0.14526i,-0.16369+0.054741i,-0.30114+0.24062i,-0.26137+0.31876i,-0.11489+0.24415i,-0.011417+0.11375i,0.045267+0.057167i,0.097434+0.032223i,0.096915-0.0062588i,0.038501-0.020826i,-0.022731-0.0085596i,-0.04772+0.0010525i,-0.04015-0.0075073i,-0.023084-0.021566i,-0.010947-0.024368i,-0.0040617-0.017556i,-0.0018863-0.011708i,-0.010223-0.0085881i,-0.016058-0.00047811i,-0.0032917+0.0031293i
-0.47142-0.55051i,-0.70537-0.40255i,-0.63339-0.19686i,-0.35544-0.11608i,-0.068245-0.11946i,0.14128-0.17619i,0.16893-0.24662i,0.060919-0.18691i,0.015915-0.049702i,0.02219+0.00066004i,-0.0085931-0.0044757i,-0.036355-0.0020211i,-0.031766-0.0020438i,-0.017674-0.011352i,-0.0175-0.036581i,-0.028715-0.050562i,-0.029446-0.036364i,-0.026319-0.02198i,-0.022859-0.016495i,-0.0091442-0.020834i,0.0024646-0.028978i,0.00086436-0.022832i,-0.00071895-0.0024601i
0.33048+0.02241i,0.34065+0.033955i,0.32865+0.056697i,0.25264+0.031822i,0.090147-0.04566i,-0.090223-0.040182i,-0.13281+0.063855i,-0.050187+0.084104i,-0.025262+0.031334i,-0.045515+0.047076i,-0.014659+0.085949i,0.028636+0.079564i,0.042569+0.043295i,0.022008+0.00059888i,-0.019198-0.0056984i,-0.037968+0.02427i,-0.022432+0.044504i,0.0061727+0.031831i,0.018978+0.00019244i,0.0075859-0.0094456i,-0.00047913+0.010886i,0.0066613+0.035371i,0.015465+0.046029i
0.32972+0.12045i,0.26909+0.046011i,0.1429+0.072584i,0.13463+0.14536i,0.23046+0.16491i,0.30869+0.10036i,0.29653-0.00060715i,0.19123-0.063602i,0.06958-0.068793i,-0.0089676-0.050847i,-0.036701-0.038512i,-0.031484-0.032199i,-0.024367-0.022295i,-0.023735-0.0085113i,-0.016441+5.2566e-05i,0.0026624-0.0052981i,0.02394-0.017491i,0.033033-0.020951i,0.030298-0.013057i,0.023524-0.0070854i,0.012574-0.0044809i,0.0046523-0.0032408i,0.0058815-0.0098143i
-0.068609+0.22394i,-0.04459+0.034051i,-0.1751-0.080446i,-0.26269+0.0053922i,-0.16658+0.05557i,-0.072632-0.013402i,-0.092162-0.038566i,-0.096708+0.011816i,-0.037403+0.013863i,-0.012783-0.043702i,-0.037679-0.053811i,-0.052243-0.010542i,-0.044712+0.024511i,-0.024338+0.034583i,-0.010309+0.015963i,-0.022703-0.012287i,-0.040483-0.022353i,-0.042309-0.013683i,-0.030562-0.0023099i,-0.018415-0.003992i,-0.022792-0.01471i,-0.041084-0.013428i,-0.047158+0.0041215i
-0.34363-0.03203i,-0.24957+0.1565i,-0.074988+0.23519i,-0.010059+0.17811i,-0.05169+0.16137i,-0.027732+0.19237i,0.059961+0.13533i,0.089453+0.012051i,0.06898-0.070041i,0.056922-0.084759i,0.057426-0.064787i,0.053056-0.049729i,0.029758-0.047144i,-0.001299-0.035666i,-0.015834-0.0094918i,-0.0089225+0.02102i,0.0030804+0.045493i,0.011754+0.050675i,0.017565+0.031904i,0.013445+0.011543i,0.0082845+0.01239i,0.018973+0.025582i,0.03158+0.028761i
-0.14324-0.13891i,-0.048234-0.057555i,0.050113-0.14547i,-0.0085632-0.26445i,-0.062354-0.22055i,-0.014415-0.13085i,0.013853-0.093159i,0.0028104-0.037949i,0.01935+0.034139i,0.044541+0.065787i,0.042792+0.047888i,0.027927+0.005494i,0.018332-0.029305i,0.012591-0.036892i,0.012493-0.029756i,0.019212-0.031047i,0.026481-0.042682i,0.019354-0.047338i,0.0046388-0.033331i,0.0059957-0.018687i,0.014244-0.023815i,0.0085827-0.036658i,0.00077511-0.035752i
0.28519-0.35933i,0.029828-0.52321i,-0.18926-0.42999i,-0.18974-0.22403i,-0.1194-0.14092i,-0.1213-0.098192i,-0.10825-0.0047626i,-0.036639+0.052021i,0.014438+0.037728i,0.0065999+0.011966i,-0.024541+0.01944i,-0.029044+0.051774i,-0.0038417+0.065962i,0.0091034+0.048569i,-0.0013653+0.033129i,-0.021777+0.033399i,-0.038605+0.032649i,-0.03888+0.027776i,-0.023112+0.027133i,-0.0074797+0.030349i,-0.0024149+0.034192i,-0.007187+0.037871i,-0.014692+0.039347i
0.31407+0.42068i,0.45419+0.53152i,0.52305+0.49048i,0.46968+0.27866i,0.33339+0.12232i,0.24106+0.10126i,0.20124+0.094949i,0.14116+0.053087i,0.054059+0.010914i,-0.0082271+0.0037821i,-0.0035986+0.0050348i,0.026088-0.012073i,0.028639-0.016773i,0.0099702-0.0025717i,-0.0077852+0.012848i,-0.0064061+0.021832i,0.010544+0.022448i,0.026815+0.013856i,0.028815-0.0060701i,0.013365-0.016922i,0.0053466-0.006298i,0.016529+0.00082636i,0.022474-0.0044426i
-0.055566-0.077376i,-0.11377-0.38629i,-0.28563-0.48539i,-0.32912-0.26681i,-0.20941-0.06896i,-0.12238-0.042933i,-0.11792-0.053952i,-0.12125-0.015279i,-0.068331+0.044015i,0.010068+0.029787i,0.018794-0.031516i,-0.020438-0.046682i,-0.035923-0.026992i,-0.021058-0.011497i,-0.00021809-0.016988i,0.0035828-0.035978i,-0.0049603-0.044899i,-0.020065-0.032764i,-0.032546-0.0048081i,-0.028324+0.0090768i,-0.027955-0.0035978i,-0.039955-0.015657i,-0.038043-0.012121i
-0.61403+0.0984i,-0.55673+0.38663i,-0.2701+0.45531i,-0.072883+0.2638i,-0.068654+0.099742i,-0.082319+0.077581i,-0.049876+0.053206i,-0.034142-0.010679i,-0.032416-0.056007i,-0.023656-0.054081i,-0.011556-0.0079822i,-0.00015858+0.042144i,0.0020173+0.061098i,-0.0088477+0.04869i,-0.024193+0.029169i,-0.026584+0.021794i,-0.014483+0.018007i,0.00051801+0.0089462i,0.010572-0.0023195i,0.012034-0.010575i,0.012378-0.0083903i,0.015592+0.0038417i,0.011457+0.014874i
0.35128+0.024355i,0.58704+0.06362i,0.65899-0.05393i,0.45915-0.18953i,0.20542-0.1863i,0.08836-0.11488i,0.071185-0.071579i,0.062589-0.041877i,0.036796+0.017755i,0.041955+0.088266i,0.075589+0.075833i,0.074204-0.002657i,0.034251-0.050005i,-9.6553e-05-0.042127i,-0.0041177-0.010974i,0.0094186+0.0067189i,0.017633+0.0043372i,0.016672-0.0096138i,0.010032-0.024313i,0.0038339-0.023166i,0.0077106-0.016077i,0.015167-0.020095i,0.015715-0.026462i
0.028546-0.49883i,-0.38848-0.59795i,-0.58372-0.35841i,-0.32935-0.085265i,-0.023515-0.056609i,0.015257-0.10057i,-0.033814-0.038821i,-0.014067+0.030793i,0.00093066+0.029636i,-0.035148+0.0059164i,-0.072885+0.01104i,-0.075143+0.031871i,-0.048099+0.038282i,-0.013638+0.025353i,0.0065744+0.0047145i,0.0076014-0.0032508i,0.0041466+0.0037376i,0.0028717+0.018754i,0.0044301+0.032524i,0.006088+0.035204i,5.4102e-05+0.035038i,-0.0091509+0.033498i,-0.014912+0.024348i
0.30011+0.50275i,0.55584+0.55164i,0.60927+0.46698i,0.42888+0.3373i,0.23863+0.24059i,0.15463+0.16239i,0.10724+0.093305i,0.051453+0.026343i,-0.022746-0.038685i,-0.076102-0.03478i,-0.0494+0.0087342i,0.0019385+0.021512i,0.021109+0.017052i,0.014652+0.0094984i,-0.0081352+0.0089927i,-0.022787+0.014251i,-0.018398+0.0090234i,-0.0059472-0.0051361i,0.0015503-0.021107i,-0.0035366-0.027353i,-0.0085398-0.018905i,-0.00030874-0.0058166i,0.01163+0.00035273i
-0.14189-0.043021i,-0.14741-0.16709i,-0.22051-0.19278i,-0.23764-0.023263i,-0.14834+0.18002i,-0.04025+0.22107i,0.0098385+0.12895i,-0.0018483+0.056126i,0.008682+0.043267i,0.044704+0.0054724i,0.031631-0.051191i,-0.011418-0.074371i,-0.037882-0.070005i,-0.038381-0.051201i,-0.018947-0.035957i,-0.0024505-0.029969i,0.00085066-0.020596i,-0.0045113-0.0079412i,-0.0065339+0.0037657i,-0.0034678+0.0038559i,-0.011775-0.0091516i,-0.025078-0.017011i,-0.022357-0.017203i
-0.59777+0.044846i,-0.66355+0.26322i,-0.49194+0.31234i,-0.30648+0.15076i,-0.21862-0.044047i,-0.15818-0.14552i,-0.10268-0.1492i,-0.048367-0.10515i,-0.003191-0.080235i,0.0035389-0.059203i,-7.2012e-05-0.0021337i,0.020887+0.045885i,0.039172+0.04773i,0.034824+0.030597i,0.020728+0.015819i,0.01202+0.0051765i,0.0091148+0.00022339i,0.0073238+0.0016713i,0.0075016+0.0050748i,0.0096331+0.0050309i,0.013726+0.0025774i,0.012216+0.0044855i,0.00093075+0.016102i
0.55419-0.14901i,0.68345-0.1748i,0.612-0.18069i,0.34947-0.1454i,0.075578-0.067457i,-0.040606+0.035964i,-0.0026654+0.092935i,0.049623+0.055224i,0.037159+0.022388i,0.025777+0.042913i,0.037268+0.027708i,0.028002-0.020154i,0.0073931-0.034498i,-0.0017368-0.021188i,-0.001967-0.0024813i,-0.0007565+0.015853i,-0.00079137+0.024852i,-0.0020122+0.016045i,-0.0074441-0.0010219i,-0.010591-0.0082603i,-0.0034049-0.01026i,0.008637-0.016807i,0.016327-0.025376i
-0.021743-0.17184i,-0.27706-0.16319i,-0.36022-0.023644i,-0.18245+0.021676i,0.0057574-0.028283i,0.057391-0.050509i,0.019141-0.01929i,-0.015397+0.039219i,-0.017374+0.049337i,-0.047763+0.013025i,-0.086211+0.0093675i,-0.083182+0.028734i,-0.055697+0.029482i,-0.026839+0.013732i,-0.010057-0.004651i,-0.0042515-0.014265i,0.0013023-0.016378i,0.0052475-0.011734i,0.010508+0.0010504i,0.013725+0.010322i,0.0067687+0.013i,-0.0030118+0.010337i,-0.0098829+0.00028548i
0.05974+0.36966i,0.1793+0.22035i,0.11558+0.053507i,-0.028851+0.039691i,-0.061071+0.025558i,-0.056867-0.051768i,-0.081992-0.067255i,-0.073196-0.038262i,-0.051448-0.048033i,-0.044961-0.056995i,-0.015418-0.030716i,0.033108-0.004475i,0.056579+0.0040865i,0.045778+0.005254i,0.020366+0.0043546i,-0.0050233+0.00077393i,-0.024307-0.0039299i,-0.031193-0.0034842i,-0.024109-0.00096311i,-0.012948-0.00061145i,-0.0065129+0.0037746i,-0.0010758+0.017378i,0.008817+0.033065i
-0.05806-0.01028i,0.097467-0.033688i,0.13649-0.091457i,0.053602-0.060617i,0.011164+0.090559i,0.086643+0.21625i,0.16723+0.16823i,0.14055+0.052268i,0.099002+0.02184i,0.10343+0.0060484i,0.068293-0.041645i,-0.0049135-0.060371i,-0.042319-0.040642i,-0.037922-0.012519i,-0.015144+0.00043099i,0.00852-0.00072073i,0.023973+0.0036712i,0.025944+0.0080583i,0.012271+0.0050002i,-0.0017634-0.00080904i,-0.0080522-0.011213i,-0.011822-0.022816i,-0.011102-0.02859i
-0.38256-0.058881i,-0.48578+0.13534i,-0.36042+0.14964i,-0.20921-0.063216i,-0.18802-0.27133i,-0.21904-0.32041i,-0.19064-0.22726i,-0.10122-0.10966i,-0.03087-0.052146i,-0.011508-0.018778i,0.0020403+0.015442i,0.020745+0.025689i,0.0207+0.01633i,0.009316+0.0095719i,0.006356+0.0072641i,0.013374-0.0039546i,0.015882-0.022882i,0.011754-0.030874i,0.0086969-0.024842i,0.0089908-0.015941i,0.012299-0.0099236i,0.0097416-0.008876i,-0.0035335-0.0055374i
