-0.0021246+0.00077193i,-0.0010284+0.0010749i,-0.0012483+0.00084812i,-0.0014413+0.00068932i,-0.001171+0.0012284i,-0.00077206+0.00087703i,-0.00059299+0.00073895i,-0.0010361+0.0010732i,-0.00042315+0.00062895i,0.00059224-0.00013383i,0.0005663+0.00033861i,-0.00012538+0.0005288i,0.0001784-0.00072726i,0.00035543-0.0004826i,0.00015684+6.1727e-05i,0.00049397+0.00027473i,0.00039303+0.00037469i,0.0002454-0.00031019i,0.00040654-0.00078322i,0.0001178-0.00029874i,-0.00024433+0.00043719i,-0.00033894+0.00040787i,-0.00051898+1.9911e-07i
-0.0015202+0.00087498i,-0.00077439-0.00036875i,-6.5769e-05-0.00149i,-0.00012964-0.0020353i,8.0237e-06-0.00078482i,-0.00038322+0.00057825i,-0.00084314+0.00025794i,-0.00037682-3.5782e-05i,-0.00013115-0.00057885i,-0.00046953-0.0011501i,-0.00075796-0.0011938i,-0.00035166-0.0011012i,-0.00014658-2.624e-05i,-0.00088369+0.00050602i,-0.00091397+0.00063098i,-0.00041291+0.00065724i,-0.00061546+0.0004421i,-0.00051019+0.000572i,-0.00015892+0.00066329i,0.00011146+0.00071911i,-0.00027851+0.00082124i,-0.00069557+0.0010368i,-0.0010343+0.0012285i
0.0012558-0.00077084i,0.0019076-0.0014911i,0.0020109-0.0011631i,0.00080208-0.00050349i,0.00033566+0.00019328i,0.00058074+0.00076465i,0.00058112+0.00067223i,0.00014452+0.0002337i,-8.2093e-05+0.00016505i,-9.2471e-05+0.00049309i,-0.00039359+0.00044246i,-0.00042728-1.2551e-05i,0.00014028+9.7559e-05i,0.00055416+0.0004716i,0.00029389+2.6193e-05i,-0.00014491+3.7928e-06i,-4.774e-05-0.00024695i,0.00023765-0.00030057i,0.00016881+5.7652e-05i,-9.6554e-05-2.7687e-05i,7.1324e-05-0.00071085i,6.8638e-05-0.00081663i,-1.8329e-05+0.00019501i
0.00066494+0.00022443i,0.0021994-0.00097841i,0.0022712-0.0022698i,0.00062927-0.0016076i,0.00011685-0.00061307i,0.00050191-0.00068122i,0.00013377-0.0008059i,-0.00022701-0.00067804i,0.00056361-0.00031056i,0.00031832+0.00013794i,-6.7468e-05-0.00022251i,0.00021878-0.00010408i,0.00018355+0.00031946i,-5.8976e-06+4.0879e-05i,4.8601e-05+0.00025374i,-0.00016714+3.0029e-05i,-0.00050138-0.00013406i,-0.00043498+0.00041668i,-0.00051622+2.9868e-06i,-0.00061591-0.00031996i,-0.00079483-0.000259i,-0.00014874-0.00014255i,0.00051878+8.3653e-05i
0.00059887+0.00089512i,0.00068911+0.0013667i,0.00098135+0.00058327i,0.00099941+0.00010778i,0.00052841+0.0005266i,-0.00014705+0.00087647i,-0.00034312+0.0011001i,4.606e-05+0.00072293i,0.00023664+0.00036282i,0.00034122+0.00037647i,0.00085461-0.00024744i,0.00047851-0.0010838i,0.00024488-0.00086867i,0.00081796-0.0010457i,0.0007595-0.0013649i,0.00025938-0.00072493i,-0.00025197-0.00011201i,-0.00053483+9.1769e-05i,-0.00083896-0.00056404i,-0.00090478-0.00062025i,-0.00036029+0.00016043i,0.00046032-9.0889e-05i,0.00065434-0.00015158i
-9.2794e-05-0.0013052i,0.00015059-0.0009691i,0.0004424-0.0014243i,0.00028761-0.0013232i,-0.00014913-0.00026916i,-0.00086808+0.0006606i,-0.0004757+0.0010249i,0.00044321+0.0013321i,0.00078263+0.0010771i,0.0011608+0.00064499i,0.0011261+3.8285e-05i,0.00024066-0.00050171i,-0.00028544-3.7708e-05i,-0.00090682+0.00017599i,-0.00093125+0.00024317i,-8.6466e-05+0.00048232i,0.00071089+0.00011003i,0.00054849-0.00030129i,-0.00047373-0.00017347i,-0.0012091+0.00012498i,-0.00077498+0.00070144i,-0.00027092+0.00078902i,-0.00034778+0.00042257i
0.0012739+0.001041i,0.0012182+0.00092527i,0.0020212+0.00035811i,0.0015764-0.00024147i,0.00083662-0.00017726i,0.00022885+0.00016122i,0.00032413+0.00039162i,0.00022445+0.00042211i,5.3741e-05+0.00020725i,0.00064552+0.0002959i,0.00040188+0.00034621i,-0.00011229+0.0003703i,0.00035301-0.00027013i,0.00076484-0.00078656i,0.00036139-8.6085e-05i,0.00023572-0.00010357i,-0.0002244-0.00079798i,-0.0008822-0.00081276i,-0.00072985-0.00039051i,0.00012429+0.00014825i,0.00060545+7.3436e-05i,-0.00012089+0.00038857i,-0.00025994+0.0005183i
0.00022829+0.0020823i,0.0007928+0.00074224i,0.0016642+0.00013065i,0.0014168+0.00057675i,0.0013783-0.00013624i,0.0009362-0.00012898i,-0.00040737+0.00056096i,-0.00094921+0.00065735i,-0.00084803-7.9635e-05i,-0.0008985+0.00021405i,-0.00040275+0.00061015i,0.00068629+0.00011933i,0.00053245-0.00017708i,-0.00059332-0.00078698i,-0.0010841-0.00072566i,-0.00085458-0.00016876i,-0.00036088+0.00011348i,-0.0003978+2.2466e-05i,-0.00035213-6.8036e-05i,0.00031888+0.00028583i,0.00058547+0.00016836i,0.00065456+0.00043614i,-6.2855e-05+0.00076143i
-0.00066009-0.00071403i,0.00052604+2.1794e-05i,0.0015815-9.5413e-05i,0.001356+7.8039e-05i,0.00067506+0.00029841i,0.00035277+0.0002841i,0.00089346-0.00020872i,0.00093378-0.00051441i,0.00029027+4.0043e-05i,0.00023711+0.0003505i,0.0010581+0.00023933i,0.00080122+0.00047063i,-0.00070667+0.000779i,-0.00062431+0.0007678i,0.00037929+0.0004371i,0.00038128+7.1784e-05i,-6.1063e-06-7.7718e-05i,-0.00026816-0.00061467i,-0.00023879-0.0011129i,6.5966e-05-0.00092031i,0.00014229-4.9566e-05i,-0.00037642+0.00044934i,-0.00091669+0.00030535i
0.00032027+0.00076886i,0.0008465+0.00092306i,0.0014494+0.00057998i,0.00094145+0.00074839i,-0.00013787+0.00010246i,-0.0003262-0.00045689i,-0.00059126-0.00060336i,0.00014331-0.00037347i,0.0008865-0.00021904i,0.00048471+2.3904e-05i,0.00013054+0.00037628i,-0.00022097+6.6944e-05i,0.00040785+0.00013429i,0.00065684+0.00056999i,1.5167e-05-0.00012673i,-5.2933e-05-0.00061983i,-0.00052874+1.0562e-05i,-0.00067671-0.00016813i,-5.4605e-05-0.00020826i,0.00014168+5.5321e-05i,0.00051214+0.00012202i,0.00069444+0.00054545i,0.00041388+0.00027527i
-1.1604e-05+0.0007489i,0.0011869+0.00066699i,0.00060221-1.4828e-05i,-6.7352e-05-0.00020715i,0.00029193+0.00027791i,0.00021746+0.00072709i,0.00027787+0.00057595i,0.0001854+0.00078638i,-2.8158e-05+0.00051695i,-0.00045257+5.0122e-05i,-0.00065331-0.00017027i,-0.00041952+0.00010432i,9.2711e-07+0.00016965i,-0.00016988-6.3582e-05i,-0.00080943+0.00017534i,-0.00078892-9.5724e-05i,-0.00027987-0.00046451i,-0.00021086-0.00042464i,5.9641e-06-0.00039729i,-8.7583e-05+1.2767e-05i,-0.00056278+0.00014019i,-0.00034915+6.8405e-05i,8.5824e-05+6.1563e-05i
0.0014709-0.0012553i,0.0017849-0.0019784i,0.0017709-0.0014055i,0.0019609-0.0009366i,0.0012324-0.00046769i,0.00084026+0.00013901i,0.0005553+6.797e-05i,-0.00029867+0.00075635i,-0.0011173+0.0013729i,-0.001662+0.00051984i,-0.0017141-0.00012227i,-0.00039434-0.00028084i,0.00010247-0.00025551i,-0.00047303+0.00018542i,0.00011824-8.3077e-05i,0.00018542-0.00012481i,-0.00021004+0.00047145i,-0.00029316+0.00072538i,0.00015504-0.00024926i,-0.00026715-0.00040943i,-0.00024691+8.7314e-05i,4.3737e-05+0.00022025i,-0.00067749+0.00049953i
-0.0022628-0.00041384i,-0.0023588+0.0011414i,-0.0016354+0.0016545i,-0.0013594+0.0011473i,-0.0013732+0.00071979i,-0.00076782+0.00047795i,-5.1631e-05-0.00020071i,0.00016821-0.0012526i,0.00040035-0.00082505i,0.0011639+0.00014186i,0.0011675+2.0838e-05i,0.00031686+0.00028659i,0.00039089+9.9243e-05i,0.0012541-0.00050746i,0.0011803-0.00057216i,0.00089807-0.0006716i,5.4023e-05-0.0003859i,-0.00076561+0.00045657i,-0.00036882+0.0004874i,0.00051072-7.8326e-07i,0.00082547+0.00032103i,0.00027525+0.00099557i,-0.00052108+0.001132i
0.00093908-0.00075215i,0.0018429-0.00035042i,0.0014294+0.00026095i,0.00059659+0.0006468i,0.00067301+0.00095663i,0.0010838+0.00082864i,0.0010553+0.00024782i,0.00020496-0.00024575i,-0.00023411-0.00025375i,-0.00011339-0.00015443i,-0.00042567+0.00019894i,-0.00055435+0.00050721i,-0.00061159+0.00037713i,-0.00029544-0.0005804i,0.00048804-0.00094496i,0.00036124-0.0002008i,-0.00010685+2.7929e-06i,2.3546e-05-0.0002111i,-5.0029e-05-0.00033503i,-0.00099109+2.5873e-05i,-0.0011355+0.00012723i,-0.00012614-0.00041549i,-0.00019583-0.00020329i
-0.00030591+0.00047902i,0.00021915+0.00011054i,0.00063126-0.00023798i,0.00038182+0.00099413i,0.00011735+0.0011668i,0.0010041-3.2653e-05i,0.0011418-0.00067084i,0.00010613-0.00032188i,-0.00079871+0.00045839i,-0.00072528+0.00044717i,-0.00014843-0.00018777i,-8.3443e-05+0.00029891i,-0.00040978+0.00027842i,-0.00011049-0.00064366i,0.0008861-0.00045018i,0.00094175+0.00029358i,0.00037327+0.00022295i,-4.2932e-05+0.00056019i,-0.00034848+0.0010556i,3.8465e-05+0.000675i,0.00028203+0.00075922i,-0.00021681+0.001753i,-0.00025053+0.00042314i
0.00033579+0.0024113i,0.0020709+0.0021229i,0.0024628+0.0006557i,0.0014769-0.00020574i,0.00036185+0.00021433i,-0.00023476+0.0010457i,-0.00035246+0.0011968i,-0.00026921+0.00093957i,-0.00072115+0.000758i,-0.0016693+0.00028397i,-0.0011196+0.0004808i,-0.00023506+0.00071277i,-0.00038735+1.6189e-05i,-0.00038664-0.00065472i,-0.0005297-0.00030617i,-0.00070279+0.00040076i,-9.409e-05+0.00035391i,-3.9845e-05-0.00015716i,-0.00015499+0.00035666i,0.00015393+0.00075385i,-0.00014263-8.5031e-06i,-0.0002039+0.00021196i,0.00016355+0.00078485i
-0.00071391+9.0943e-05i,-0.00055226+0.00022061i,-2.4207e-06+0.0005737i,-0.0004005+0.00023726i,-0.0011124-0.00075027i,-0.0013992-0.00048592i,-0.0012789+0.00077201i,-0.00065798+0.00085267i,-0.00040578-0.0006257i,7.3816e-05-0.00084134i,0.00030802+0.00031281i,-0.00016333+0.0003794i,-0.00029454-6.7211e-05i,0.00016622-0.00018397i,0.00093355-0.00066815i,0.00056925-0.00061357i,3.6547e-05+0.00011441i,-0.00071092+0.00046122i,-0.00084334+7.8188e-05i,-0.00033876-0.00043959i,-7.4684e-06-0.00015455i,3.6538e-05-0.00028154i,0.00081859-0.00049632i
0.0018768-0.0013438i,0.0016904-0.0021676i,0.00043342-0.0028893i,-0.00042271-0.0020471i,-0.0007915-0.00094053i,9.4212e-05+0.00033127i,0.00073463+0.00084235i,0.00035508+0.0006324i,-0.00015605+0.00037788i,-0.00019133+0.00022969i,-0.00025326+0.00043902i,-5.2534e-07+0.0005872i,1.9454e-05+0.0011939i,6.9813e-05+0.0011035i,-0.00021899+0.00012301i,-0.00076493-0.00050192i,-0.00017553-1.0988e-05i,0.00045398+0.00060903i,0.00014433+0.00046482i,-0.00067664+0.00047107i,-0.00080748-0.00028256i,-0.00052606-0.00044257i,-0.00076868+0.00031408i
0.0011124+4.9469e-05i,0.0015251-0.00088944i,0.00081523-0.0015448i,2.7334e-05-0.001474i,-0.00060803-0.00015989i,-0.0013932+0.00053286i,-0.0012508-0.0001884i,-0.00045055-0.00054414i,0.00015636-0.000651i,0.00028565-0.00030466i,-2.3736e-06+0.00050649i,-0.00011801+0.00046288i,-0.00074636-2.1355e-05i,-0.0012245-0.00032207i,-0.00029685+2.7465e-05i,0.00026181+0.0003574i,-8.46e-05+0.00028276i,0.0003608-0.00020039i,7.2879e-05-0.00050674i,-0.00069799-0.00011427i,-0.00038813+0.0001355i,0.00028417+0.0002806i,0.00041778+0.00020818i
-2.4658e-05+0.00047584i,0.00017029-0.00038011i,0.00086619-0.00090547i,0.00064958-9.232e-05i,0.00083155+0.00063943i,0.00036843+0.00075i,0.00018929+0.00063695i,0.00050796+0.00063453i,0.00027167+0.00071681i,0.00012953+0.00045242i,-0.00033811-0.00043646i,-0.00033043-0.0010772i,-0.00011844-0.00063344i,-0.00039124-8.0513e-05i,-0.0002881+0.00011511i,8.3646e-05+0.00068157i,0.00050695+0.00097601i,0.00020704+0.0010471i,9.2216e-05+0.00022287i,0.0011478-0.00097463i,0.0013932-0.00078906i,0.00044876-0.00057823i,3.8038e-05-0.0008284i
-0.0013906+0.00045814i,-9.4436e-05+0.00085606i,0.00076549+0.00064256i,0.00029609+0.00027059i,-0.00030915-9.8584e-05i,-0.00031024+0.00010135i,-0.00087768+0.00019833i,-0.00062063+2.5226e-05i,-0.00021328-0.00018092i,-0.00029692-0.00035506i,0.00028915-0.00062404i,0.00081264+0.00021054i,9.6446e-05+0.00054078i,-0.00041222-0.00040966i,7.9172e-05-0.00090635i,0.00049683-0.00072254i,0.00040449-0.00015426i,0.00014868-0.00025221i,1.9826e-05-0.00047397i,0.00049668-0.00027284i,0.00033946-0.00039248i,0.00032947-0.00072862i,0.00086829-0.0002366i
-0.0001165-0.00022572i,-6.2821e-05-0.00056836i,-0.00040454-0.00015218i,0.00017009+0.001044i,0.00076202+0.00096313i,3.8682e-05+0.00033285i,-0.00093321-8.8782e-05i,-0.00093308-0.00045908i,-0.00010774-0.00044265i,0.00071821-0.00023756i,0.0005145-2.7888e-05i,-0.00010084-0.00026329i,-1.2621e-05-0.0004779i,0.00044902-0.00050128i,0.00015741-0.00014402i,-4.2289e-05-0.00015796i,0.0004257-0.0005453i,0.0006925-0.00040225i,4.354e-05+6.9176e-05i,-0.0010295-0.00034798i,-0.0010703-0.00035022i,-0.00022314+0.00081221i,0.00019643+0.00092813i
0.001499-0.0012567i,0.0026336-0.00080247i,0.0028844-0.0015961i,0.0011981-0.00062022i,-0.00043803+0.00061821i,-0.00068118+0.00065684i,-0.00029123+0.00048803i,0.00027779-1.5507e-05i,-0.0002148-0.00039372i,-0.00022132-1.8406e-05i,0.00028459+0.00075236i,0.00020296+0.00089421i,-0.00017887+0.00078532i,-0.00023424+0.00063036i,-6.7804e-06+0.00060165i,-2.6622e-05+0.0002182i,-0.00010559-0.00025257i,-0.00011409-0.00035849i,-0.00034882-0.0001294i,-0.00056395+0.00043448i,-0.00062672+0.00047695i,-0.00038191+0.00073702i,-0.0004102+0.0011157i
7.4909e-05-0.0007788i,0.00023816-0.0014243i,0.00035917-0.0016424i,0.00063817-0.00058563i,0.00037302+0.00085692i,0.00046951+0.00086432i,-0.00028348+0.00027295i,-0.0014045+4.9875e-05i,-0.0013877-0.0002022i,-0.00079652-0.00058423i,-0.0001366-0.00014718i,0.00071751+0.00050708i,0.0015834+0.00010946i,0.0019587+0.00041148i,0.0019644+0.00031398i,0.0010915-3.2378e-05i,0.00031601+0.00027002i,-0.00023385+0.00023571i,-0.00021584+0.00013032i,0.0005216-2.7874e-05i,0.00034532-6.1762e-05i,-0.00023128+2.8313e-05i,-0.00014616-5.3097e-05i
-0.00083462+0.0015853i,-0.001028+0.0011514i,-0.0012741-0.0005386i,-0.0012137-0.00013744i,-0.00057715+0.00039986i,9.7737e-05+0.00029577i,5.7718e-05+0.00046411i,-3.8685e-05+0.00022402i,0.00040159+0.00014163i,-0.00015588-0.00022159i,-0.00039211-0.00035202i,-0.0003119+1.4414e-05i,-0.00045866+0.00023148i,-0.00028418-0.00047796i,0.00019977-0.00067151i,0.00099132-0.00016942i,0.00070238+0.00041037i,0.00023897+0.00068463i,0.00019503+0.00054083i,-9.4919e-05+0.0007237i,0.00017242-0.00013627i,7.5728e-05-0.00050896i,3.1638e-05+0.00057913i
0.0010059+0.0021273i,0.0013574+0.0019162i,0.0016643+0.0011745i,0.00093795-0.00010176i,6.3876e-05+4.3475e-05i,-0.00064262+0.0010722i,-0.00090862+0.00064055i,-0.00019737+6.5604e-05i,0.00054432+0.00017592i,0.00027416-0.0002383i,8.1382e-05-0.00072057i,0.00014802-0.00040183i,-0.00049548-4.5185e-05i,-0.00083549-0.00017607i,-0.00070494-0.00033153i,-0.00040987-0.00036662i,-0.00040108-0.0001484i,-0.0011656-0.00031227i,-0.0016629-0.00022824i,-0.0011959+0.00041003i,-0.00010428+9.7355e-05i,0.00046732-0.00028087i,-0.00047545-0.00022943i
0.00045963-0.0018911i,0.00034113-0.0015768i,0.0009781-0.002277i,0.0009051-0.0015692i,-0.0002412-0.00054357i,-1.5498e-05+0.00079409i,0.00075326+0.0021027i,0.0012604+0.00068276i,0.001315-0.0009192i,0.0002523-0.001075i,-0.00022543-0.00011553i,-0.00054615+0.00086094i,-0.00060235+0.0012505i,0.00011428+0.001098i,0.00051664+0.0012996i,0.00031223+0.0019014i,0.00040001+0.00077505i,0.00019073-0.00062349i,-0.00015801-0.0008669i,-3.29e-05-0.00023805i,-0.00010227+0.00069921i,-0.00029705+0.00049219i,-0.00052589-0.0001319i
0.0014726+0.00014255i,-0.00053106-0.00027053i,-0.001173-0.00081308i,-0.00021646-0.0013712i,-0.00012271-0.00061706i,-0.00071359+0.00038947i,-0.00044552+0.00092996i,0.0004639+0.0013986i,0.0007282+0.0012355i,-0.00057277+0.00034834i,-0.00042999-0.00024926i,9.644e-05+0.0005374i,-0.00015091+0.001144i,-0.0001093+0.00050274i,1.7273e-06+0.0001299i,0.0001398+0.00030682i,0.0003069-0.00023739i,0.00038303-0.000355i,0.00014143+0.00045102i,6.9046e-05+0.00037335i,0.00024014-0.00035494i,0.00035233-0.00060741i,0.00010622-0.00045276i
0.0011113+0.00089689i,0.0025928+8.8713e-05i,0.0024084+0.00042033i,0.0011914+0.0005466i,0.00053096+9.7749e-05i,0.00010347-0.00042162i,-0.0009506-0.0002525i,-0.00096973+0.00020313i,-0.00028525-1.7956e-05i,-0.00029736-0.0001939i,0.00015067-0.00042407i,0.00069102-0.00043279i,-0.00011174+0.00010748i,-0.0011936-0.00033598i,-0.00080752-0.0010793i,-0.00012781-0.00062254i,-0.0005846+9.4692e-05i,-8.5746e-05+0.00069601i,0.00083316+0.00028769i,0.00042843-0.0004072i,6.299e-05-0.00031745i,0.00042037-0.00034085i,0.00029489-0.00068795i
-0.00018063+0.0008271i,0.0014827+0.00086794i,0.0010565+0.00031771i,-0.00017898-0.00017909i,0.0005022+0.00072523i,0.0017666+0.0014663i,0.0013383+0.00080939i,0.00025307+0.00046409i,-0.00074578+0.00047212i,-0.0009996+0.00013562i,-0.00060939+4.3916e-05i,-0.00068532+0.00048461i,-0.00065656+0.0004108i,-0.00016072-0.00019589i,0.0003486+0.00014199i,0.000461+4.729e-05i,0.00071947-0.00048293i,0.0011389-3.5012e-05i,0.00036392+0.00015071i,-0.00063569-0.00016001i,-0.00034912-0.00050639i,0.00020795-0.0011228i,-0.00039111-0.0008391i
0.0026924-0.0015318i,0.0018691-0.0028376i,0.0016312-0.0027324i,0.0011646-0.0028154i,0.00047808-0.0017651i,-0.00087915+0.00021561i,-0.00082807-0.00023208i,0.00015167-0.00084093i,0.00060899-0.00089905i,-0.0003218-0.00083022i,-0.00036485-0.00058552i,-6.965e-05-0.00027739i,-0.00075903+0.00021207i,-0.00039594+0.00062308i,-0.00055903+0.00028484i,-0.00077439-0.00055934i,0.00012663-0.00063937i,-0.00012123-9.9771e-06i,-0.0003469-3.0862e-05i,-0.0002324-0.00050954i,-0.00033974-0.00020104i,-0.00015525+0.00035008i,1.8116e-05+0.00082122i
0.00028564-3.1343e-05i,-0.001157-0.00035359i,-0.0018255-0.00040247i,-0.00021542+0.00028207i,0.00085364+0.0010674i,0.00060071+0.00074587i,0.00019782-0.00056922i,0.00027115-0.00051187i,0.00065318-0.00018702i,0.0008782-8.0015e-06i,0.00040791+0.00087943i,0.00021183+0.00072367i,0.00048543+0.00010854i,-0.00011153-0.00039184i,1.0705e-05-0.0011964i,0.00030923-0.00064376i,6.4685e-05+0.00011544i,-0.00050668-6.5133e-05i,-0.00050929-0.00014176i,0.00051328+0.0004797i,0.00052874+0.0006225i,-0.00041612-0.00054179i,-0.0005226-0.0012844i
0.0018724+0.00099807i,0.0025313+9.6959e-05i,0.0024709-0.00041216i,0.001326-0.00010275i,-7.7414e-05+6.6646e-05i,-0.00057703+0.00043676i,-0.00046096+0.00032331i,-0.00046307-0.00025306i,-0.00062282-0.00049977i,-0.00021849-0.0006631i,-0.00076977-5.4374e-05i,-0.0011881+0.00010511i,-0.00092965-0.00019972i,-0.00090045+0.00022126i,-0.00046315+0.00016162i,-7.6144e-05-0.00033271i,-1.8741e-05-0.00024183i,0.00043575+3.2744e-05i,0.00017388-0.00056898i,-0.00043182-0.00060714i,-3.5561e-05-0.00023926i,0.00032664+0.00013646i,6.6678e-05+0.00032016i
-0.00025989+0.00044979i,-4.5521e-05+0.00057877i,-0.00032162+4.1201e-05i,-0.00013029-0.00033718i,0.00079727-0.00091136i,0.00036449-0.0012505i,-0.00022411-0.00075154i,8.8768e-05-6.0101e-05i,0.00011001+0.00030285i,0.00017628-0.00019867i,-0.00010262-0.00033212i,-0.00013994+6.4225e-05i,0.00047113-0.00018812i,0.00018367-0.00016508i,-0.00036186-0.00018529i,0.00017418-0.00076439i,0.00010576-0.00043766i,-0.00086337+0.00049858i,-0.00060991+0.0010399i,-0.00018225+0.00027525i,-0.00037986-0.00046945i,-0.00040103-0.0010814i,-0.00060945-0.0012869i
-0.00062629-0.0022365i,-0.00013538-0.0021667i,-0.00010533-0.0025656i,-0.00046835-0.0013825i,-0.0011188+0.00012522i,-0.0012909+0.0012001i,-0.00082012+0.0011548i,-5.6221e-05-7.0656e-05i,0.00025804-0.00052163i,-0.0005163+0.00053009i,-0.0010984+0.0011255i,-0.0010856+0.00013298i,-0.0013422-0.00075435i,-0.00028498-0.00065611i,0.00029155+0.00030651i,5.8712e-05+0.0010499i,-5.1621e-05+0.00037403i,0.00012622-0.00027964i,4.1641e-05-0.00050248i,-1.777e-05-0.0012774i,0.00019968-0.0013185i,-0.00047896-0.00093599i,-0.0014999-0.00037652i
0.0019626-0.002769i,0.00081967-0.0018793i,-0.00023909-0.0015987i,-0.00084-0.0016305i,-0.0014119-0.0011535i,-0.0010707-0.00070453i,0.0004017-9.0269e-05i,0.00051876+0.00028142i,-0.00016914+0.00010401i,-0.00044566-0.00026616i,-0.00023624-0.00027934i,0.00036314+0.00010748i,0.00069986+0.00085278i,0.00034116+0.0013543i,-7.876e-05+0.0015454i,7.8391e-05+0.001116i,0.00039168+0.00082345i,-7.9406e-05+0.00077286i,-1.2103e-05+0.00077435i,0.00028143+0.00028869i,0.0001951-0.00056018i,0.00097915-0.00085593i,0.0007798-0.00040337i
0.0024368-0.0012015i,0.0030083-0.0010707i,0.0020466-0.001481i,0.00065157-0.00075253i,6.051e-05+0.00057144i,0.00044563+0.0014457i,0.00095499+0.0011034i,0.00049175+0.00015526i,-0.00021862-0.00065462i,-0.00060344-0.0003223i,-0.00027664+0.00059616i,0.00019238+0.00076734i,-7.5507e-05+0.00045118i,-0.00077789+1.0501e-05i,-0.00082717-0.00025383i,-0.00026103+0.00020711i,0.00041658+0.00097471i,0.00044959+0.00066523i,0.0003108+6.9037e-05i,6.4588e-05-0.00032662i,-2.1702e-05-0.00053465i,-7.557e-05-0.00061815i,4.0481e-05-0.00063939i
0.00050191+0.001301i,0.0012286+0.0002894i,0.0015558+3.1359e-05i,0.00050212+9.6883e-05i,-0.000141+0.00034192i,-0.00042821+0.0013631i,-0.0008451+0.0015761i,-0.00051599+0.0014133i,3.0039e-05+0.00027203i,-0.00011756-0.00091905i,-0.00035049-0.00072369i,-0.00085524-0.00031517i,-0.00087362-0.00012462i,-0.00048554+0.00047549i,-0.00027154+0.0011427i,4.2208e-05+0.00098215i,-1.548e-05+0.00039183i,-0.00014609+0.00011901i,0.00033829+7.2022e-05i,0.00055581+3.5641e-05i,0.00085657-0.00012986i,0.00029554+5.3408e-05i,-0.00054841+0.00044647i
0.00045093-0.00058216i,0.00037387-0.0010773i,0.0012538-0.0014988i,0.00087547-0.0014034i,0.000466-0.00026136i,0.00037834-1.3877e-05i,0.00059251-0.00048084i,0.00065646-0.00021996i,-0.00043161-0.00014164i,-7.4844e-05-0.00013294i,0.00063183-0.00048044i,0.00080026-0.00070349i,0.00077211-0.00018085i,0.00084428-8.4453e-06i,0.00088733-0.0002226i,0.00010628-9.1773e-05i,-0.0001205+2.5999e-05i,-0.0006323+8.3418e-05i,-0.0012051-0.00025995i,-0.00058708-0.00071078i,0.00027414-0.00015309i,0.00054907+6.2814e-05i,0.00071901-0.0003972i
0.0021482-0.00035726i,0.0022695-0.00030737i,0.001843-0.00015547i,0.0015469-0.0011325i,0.00012731-0.0010355i,-0.001066+0.00096061i,-0.00047969+0.0025587i,0.00022273+0.0022053i,0.00028637+0.00072639i,0.00062241+9.5772e-05i,0.0011144-0.00019189i,0.0010663-0.00015639i,-1.4764e-05+0.00024194i,-0.00071953+0.0003778i,-0.00076928+0.0010367i,-0.00087887+0.0014781i,-0.0008007+0.0011743i,-0.00054918+0.00073016i,-4.3701e-05+3.3481e-05i,0.00029382-0.00034721i,0.00027128-1.9861e-05i,3.8035e-05-0.00027265i,6.1509e-05-3.7694e-05i
0.001037+0.0023554i,0.0022296+0.0011533i,0.0030555+0.00023379i,0.0024299+9.3457e-05i,0.00060874-9.9179e-05i,-0.00017654-0.00034039i,-0.00070401-2.6155e-05i,-0.00092119+0.0002338i,-0.00085054+0.00052174i,-0.00055312-0.00016296i,-0.00017175-0.00039512i,-0.00056602-0.00044341i,-0.00068503-0.0013945i,-0.00079885-0.001447i,-0.00071767-0.00067835i,2.1939e-05-0.00027063i,6.4596e-05+0.00020711i,-0.00066722+0.00076774i,-0.00085662+0.00096128i,-0.00030149+0.0011519i,-0.00027367+0.00062933i,-0.00049165-0.00037905i,-1.0844e-05-0.00019177i
0.0010699+0.00087351i,0.00072997+0.00075096i,0.00038855-0.00040736i,-5.2204e-05-0.0015451i,-0.001499-0.00046286i,-0.0015039+0.0011143i,0.00025222+0.0017233i,0.00038658+0.0012326i,-0.00020883+0.00042109i,-0.00031506+1.267e-05i,-0.00039325-4.9011e-05i,-3.3235e-05-0.00015651i,1.6206e-05+0.0004506i,-0.00074114+0.0013323i,-0.00058452+0.001395i,-0.00043225+0.00035956i,0.00028951-0.0005242i,0.00012666+7.9834e-05i,-0.0010231+0.00023564i,-0.00074178-0.00022605i,-5.9821e-05-0.00013225i,0.00015685+0.0005234i,0.00017564+0.0010423i
0.00046583+0.00056992i,0.00091941-0.00015702i,0.0012078-0.00097658i,0.00017964-0.0014382i,-0.00072587-0.0014368i,-0.00079977-0.001134i,-0.0012796-0.00033092i,-0.00089943+9.2117e-05i,-0.00011998-0.00025551i,-0.00080812-4.257e-07i,-0.0013898-1.2326e-06i,-0.00074484-0.0001042i,6.8701e-05+0.00030644i,-0.00026015+0.00058238i,-0.00017833+8.0834e-05i,0.00021873-0.00025519i,0.00028933-0.00025288i,0.00014404-3.2059e-05i,0.00060258+0.00026834i,0.0012729-2.71e-05i,0.00060764-0.00036836i,-0.00010289-0.00061383i,7.0256e-05-0.00025031i
