-0.0011944-1.6038e-05i,-0.00083352-0.00078031i,-0.00173-0.00088439i,-0.002188-0.0004804i,-0.0021493-0.00054033i,-0.0016206-0.00079918i,-0.0011528-8.2827e-05i,-0.00075482+0.0010287i,0.00043964+0.00041415i,0.00087218-0.00074115i,-6.6031e-08-0.00070968i,-0.0010384-0.00092823i,-0.00098331-0.00066624i,-0.00049284+0.00029883i,-4.6101e-05+0.00033097i,0.00033084-0.00034678i,0.00036561+5.9799e-05i,0.00036447-0.00063849i,0.00050724-0.0013355i,7.2245e-05-0.0012824i,-0.00032474-0.0018533i,-0.00047828-0.0018825i,-0.0009094-0.00099546i
-0.23164+0.13508i,-0.16237+0.088915i,-0.0027206-0.028156i,0.012128-0.070277i,-0.038246+0.025267i,0.010773+0.15296i,0.046357+0.17157i,0.010516+0.12998i,-0.00091949+0.10186i,0.025337+0.064501i,0.038537+0.021276i,0.036697-0.0066677i,0.033933-0.025783i,0.034115-0.042642i,0.034488-0.049475i,0.028972-0.040214i,0.020587-0.021596i,0.010476-0.013189i,-0.009368-0.024031i,-0.031385-0.034989i,-0.038816-0.031343i,-0.032055-0.021716i,-0.023259-0.012394i
-0.02305-0.24684i,-0.10559-0.17149i,-0.2302+0.045042i,-0.30945+0.14588i,-0.32802+0.077661i,-0.30598-0.00054281i,-0.21001-0.020697i,-0.099246-0.027702i,-0.044581-0.034471i,-0.030496-0.02906i,-0.018939-0.017042i,-0.0029667-0.0052491i,0.006219+0.0089857i,0.010931+0.027958i,0.012194+0.039938i,0.0061018+0.033978i,-0.0028523+0.013222i,-0.010831-0.0022341i,-0.014985+0.00056933i,-0.016739+0.0093518i,-0.014174+0.010727i,-0.0016538+0.0039209i,0.0096897-0.0052036i
0.25529+0.10494i,0.31332+0.034086i,0.29037-0.070273i,0.27654-0.021224i,0.28775+0.096034i,0.26551+0.1147i,0.19603+0.098882i,0.12813+0.091216i,0.079684+0.056169i,0.041944+0.018966i,0.01348+0.0025715i,-0.010624-0.0058341i,-0.033107-0.014364i,-0.048826-0.025974i,-0.048789-0.037652i,-0.038334-0.038535i,-0.027061-0.022314i,-0.018112+0.0027376i,-0.0058779+0.029904i,0.016875+0.050664i,0.030009+0.052402i,0.01839+0.039781i,0.0021531+0.024784i
-0.22982+0.15245i,-0.22569+0.24416i,-0.11147+0.2543i,-0.048006+0.1791i,-0.045367+0.14267i,-0.024485+0.12943i,-0.01207+0.041189i,-0.029462-0.035642i,-0.047537-0.03248i,-0.043547+0.00024375i,-0.020687+0.018853i,-0.0015706+0.021094i,0.0097517+0.024246i,0.025405+0.030124i,0.035965+0.028694i,0.032223+0.02511i,0.023396+0.024196i,0.022398+0.012801i,0.019769-0.019743i,0.0013029-0.055073i,-0.014169-0.063729i,-0.013195-0.051749i,-0.0081878-0.036796i
0.013791-0.28074i,-0.053528-0.35656i,-0.10883-0.29624i,-0.05399-0.22943i,0.029771-0.24771i,0.055706-0.24108i,0.063655-0.14698i,0.062656-0.062109i,0.038133-0.031805i,0.010043-0.02268i,-0.005087-0.012918i,-0.01223-0.0010853i,-0.016549+0.0096226i,-0.017961+0.017118i,-0.019401+0.016469i,-0.017564+0.006883i,-0.0078321-0.0045429i,0.0006576-0.0066545i,0.0063396+0.0043667i,0.01222+0.014841i,0.012328+0.013048i,0.0076379+0.0086261i,0.0029023+0.0082013i
0.22883+0.18569i,0.3467+0.21014i,0.35073+0.17358i,0.2684+0.17862i,0.20031+0.17901i,0.11556+0.092685i,-0.011686-0.0050142i,-0.074532-0.033434i,-0.05377-0.018368i,-0.022222-0.0047239i,-0.0072369-0.0076428i,-0.005791-0.019237i,-0.0043376-0.024622i,0.0019067-0.02646i,0.0092579-0.027127i,0.011948-0.023057i,0.0047171-0.017384i,-0.010573-0.014942i,-0.026211-0.0074071i,-0.031065+0.012529i,-0.025297+0.02491i,-0.022519+0.017264i,-0.021044+0.0084036i
-0.29131+0.048298i,-0.37672+0.083015i,-0.31493+0.022601i,-0.23131-0.13669i,-0.23171-0.20266i,-0.21071-0.10632i,-0.10414+0.0023633i,-0.019571+0.037463i,0.0021127+0.03126i,0.0060195+0.015386i,0.0097031+0.0072781i,0.015558+0.010011i,0.017755+0.013327i,0.0094082+0.016308i,-0.0015459+0.020406i,-0.0091198+0.020449i,-0.010671+0.01813i,0.00013899+0.014086i,0.021296-0.0075903i,0.03273-0.042018i,0.02606-0.050216i,0.018863-0.025626i,0.015047-0.0021678i
0.14223-0.24202i,0.15353-0.33562i,0.10858-0.27338i,0.10599-0.14594i,0.15238-0.11587i,0.12665-0.12244i,0.028605-0.058721i,-0.021473+0.014718i,-0.0079501+0.033444i,0.0069483+0.014868i,0.0018475-0.0033632i,-0.0072569-0.0084828i,-0.0063476-0.010713i,-0.0014705-0.017892i,0.0033981-0.024153i,0.0097498-0.022692i,0.012737-0.016687i,0.0024654-0.0073078i,-0.018321+0.014342i,-0.028157+0.038387i,-0.02194+0.040816i,-0.013167+0.027081i,-0.0036227+0.015369i
0.10863+0.25993i,0.15093+0.34311i,0.075194+0.29204i,-0.12634+0.22846i,-0.27883+0.24383i,-0.23439+0.23694i,-0.076353+0.15612i,0.027701+0.072647i,0.042+0.028655i,0.027007+0.015818i,0.019475+0.0092779i,0.013043-0.0027623i,0.0020635-0.010656i,-0.0035328-0.0083452i,-0.0034156-0.0018953i,-0.0057654+0.003656i,-0.007875+0.004468i,-0.0046745-0.0035433i,-0.0057808-0.016242i,-0.015394-0.017436i,-0.019263-0.0056717i,-0.0096039-0.001026i,-0.00051416-0.0062298i
-0.25552-0.084827i,-0.32695-0.10158i,-0.20624-0.094605i,0.0060902-0.12344i,0.10426-0.16879i,0.067336-0.15344i,0.012865-0.085998i,-0.0048349-0.035777i,-0.00022198-0.016645i,0.0014567-0.0032713i,-0.0038723+0.011199i,-0.008571+0.020358i,-0.01333+0.021177i,-0.018491+0.015216i,-0.022718+0.0041555i,-0.022815-0.0052392i,-0.01906-0.0042024i,-0.0082483+0.0082284i,0.018543+0.02103i,0.047459+0.019178i,0.050249+0.0092003i,0.029688+0.0074737i,0.011373+0.0075168i
0.21773-0.13804i,0.27079-0.17878i,0.17687-0.096443i,0.058793+0.090335i,0.053455+0.24387i,0.10362+0.25483i,0.11573+0.14647i,0.079517+0.039995i,0.033692+0.0042256i,0.017303+0.003158i,0.017375-0.004432i,0.010014-0.012657i,0.0026609-0.0097294i,0.0081778-0.0028001i,0.018855-0.00034913i,0.02551+0.0028789i,0.026891+0.0033813i,0.01441-0.0087118i,-0.016318-0.021717i,-0.042618-0.01908i,-0.037435-0.0098358i,-0.015326-0.0088456i,-0.0044529-0.0091036i
-0.034348+0.24668i,-0.039255+0.32108i,-0.024653+0.21991i,-0.036794+0.011946i,-0.088298-0.14935i,-0.12056-0.19852i,-0.11944-0.14819i,-0.093438-0.076714i,-0.057477-0.04277i,-0.033625-0.021583i,-0.012824-0.0021951i,0.0014097+0.0021072i,0.0014709+9.1656e-05i,-0.00043455+0.0010422i,-0.0035571+0.0031277i,-0.011401+0.00085044i,-0.017038-0.0036124i,-0.010822-0.0034281i,0.0087621-0.0039391i,0.023578-0.011306i,0.020568-0.017757i,0.012079-0.01932i,0.0063673-0.018394i
-0.15348-0.1754i,-0.18913-0.23231i,-0.10704-0.15287i,0.059954-0.0047467i,0.19216+0.090075i,0.21653+0.10629i,0.1629+0.060578i,0.085757+0.013282i,0.033337+0.0018752i,0.013736-0.0051071i,0.0020278-0.012973i,-0.006308-0.010182i,-0.0078125-0.0024921i,-0.0066803+0.001536i,-0.0051555-0.0037189i,-0.0038788-0.010446i,-0.0056817-0.009814i,-0.013502+0.00092636i,-0.020357+0.022099i,-0.016165+0.039302i,-0.01073+0.036399i,-0.0157+0.022303i,-0.019132+0.012431i
0.20997-0.0025986i,0.28417-0.0036056i,0.19755-0.035819i,0.02252-0.080562i,-0.10894-0.1019i,-0.16843-0.083129i,-0.15817-0.017366i,-0.099078+0.03448i,-0.054053+0.038285i,-0.032736+0.03014i,-0.012334+0.017703i,-0.0011119+0.0031136i,0.0028424+0.00064333i,0.0074965+0.0050515i,0.011818+0.0086446i,0.014221+0.014452i,0.015835+0.018595i,0.021861+0.0062594i,0.021173-0.027624i,0.00666-0.057975i,-0.0056566-0.055855i,-0.0080122-0.032758i,-0.0072476-0.012008i
-0.13761+0.15071i,-0.20297+0.20982i,-0.15549+0.16329i,-0.050417+0.046761i,0.03971-0.041119i,0.11574-0.081623i,0.1246-0.09666i,0.072504-0.068833i,0.035428-0.026565i,0.017563-0.014924i,0.0015763-0.011016i,-0.0041805-0.0034962i,-0.0040407-0.0013436i,-0.0044539-0.0022529i,-0.0047319-0.0043915i,-0.0060571-0.0094725i,-0.0072572-0.011283i,-0.0080193+0.0010087i,-0.0031346+0.027028i,0.0073787+0.047153i,0.013028+0.045242i,0.012859+0.032449i,0.011888+0.020354i
-0.010271-0.20202i,-0.010451-0.28909i,-0.019641-0.22093i,-0.040753-0.067102i,-0.10041+0.025171i,-0.17844+0.074199i,-0.16344+0.10701i,-0.072809+0.085799i,-0.012725+0.047482i,0.0074965+0.032481i,0.0052082+0.020043i,-0.0051373+0.0087778i,-0.0082022+0.0018054i,-0.011003-0.003977i,-0.013026-0.0068603i,-0.010712-0.0092247i,-0.0078063-0.012277i,-0.01156-0.017377i,-0.028474-0.022363i,-0.046681-0.018452i,-0.05199-0.0071675i,-0.045261+0.0018515i,-0.030237+0.0050751i
0.14322+0.1294i,0.20836+0.18974i,0.1646+0.15425i,0.064435+0.078548i,0.035503+0.039729i,0.066325-0.010652i,0.054256-0.051812i,0.015263-0.026777i,0.0051949+0.0020881i,0.0041226+0.0012433i,0.0043888-0.00044135i,0.0081901+0.00046865i,0.0081527+0.0012594i,0.010683+0.0021423i,0.014541+0.0045998i,0.014184+0.009933i,0.014323+0.01396i,0.025957+0.011664i,0.051554-0.00089863i,0.071831-0.01543i,0.071041-0.0173i,0.056303-0.010008i,0.036809-0.005289i
-0.19057+0.022866i,-0.28017+0.02439i,-0.23563+0.0071763i,-0.11443-0.026927i,-0.051475-0.020851i,-0.035803+0.056969i,0.0004614+0.10546i,0.022004+0.063133i,0.012291+0.015916i,0.009515+0.006788i,0.010343+0.011345i,0.0046215+0.014659i,-0.0034687+0.011683i,-0.007101+0.0078319i,-0.0056426+0.0057289i,-0.0056671+0.0005535i,-0.010396-0.005799i,-0.02676-0.0040125i,-0.052508+0.014899i,-0.066079+0.037834i,-0.054357+0.043217i,-0.030789+0.032473i,-0.012512+0.018274i
0.11494-0.1368i,0.18339-0.18938i,0.1735-0.1288i,0.11371+0.0036715i,0.077635+0.058106i,0.049603-0.013884i,0.016355-0.072734i,0.019269-0.055383i,0.029655-0.031285i,0.013759-0.019537i,0.001952-0.012929i,-0.0028357-0.014567i,-0.0078986-0.012851i,-0.0079664-0.0097967i,-0.0081331-0.012612i,-0.0070664-0.015133i,-0.0026034-0.014669i,0.0048391-0.018607i,0.012675-0.034798i,0.015022-0.051484i,0.011381-0.055187i,0.0042109-0.049265i,-0.0024917-0.035378i
0.01418+0.16763i,0.00088032+0.25561i,-0.01548+0.20852i,-0.037472+0.058951i,-0.060627-0.010311i,-0.022155+0.037904i,0.029975+0.059875i,0.01287+0.0265i,-0.016798+0.010236i,-0.0069135+0.0098732i,0.011023+0.0055482i,0.016932+0.0031968i,0.013182+0.0062538i,0.0086587+0.012117i,0.0078827+0.014898i,0.0051153+0.017009i,0.00074868+0.022119i,0.0045568+0.033648i,0.024534+0.051469i,0.045804+0.060195i,0.047331+0.054475i,0.034385+0.042732i,0.020389+0.02838i
-0.12636-0.10847i,-0.17948-0.19772i,-0.14051-0.18164i,0.001791-0.080198i,0.11948-0.050675i,0.085283-0.085749i,-0.0014535-0.08805i,-0.021142-0.065883i,-0.017865-0.048436i,-0.021697-0.025471i,-0.019837-0.0090019i,-0.020349-0.0051756i,-0.016903-0.0028934i,-0.008247-0.0034691i,-0.0024456-0.0071894i,0.00016331-0.011043i,-0.00039703-0.016175i,-0.0145-0.024352i,-0.046256-0.035972i,-0.071306-0.044366i,-0.067675-0.043339i,-0.047581-0.034151i,-0.029035-0.020832i
0.15777-0.0062891i,0.26419+0.019856i,0.21989+0.024645i,0.020152+0.013163i,-0.12104+0.029054i,-0.088477+0.032526i,-0.018868+0.011126i,-0.012898+0.018423i,-0.011146+0.033973i,0.0035392+0.020893i,0.0067142+0.00012427i,0.0058747-0.012044i,0.0043204-0.014995i,0.002833-0.013332i,0.0019678-0.010805i,-0.00062613-0.0071584i,0.0012232-0.0027398i,0.017293+0.001882i,0.043873+0.0027816i,0.058133+0.00086196i,0.047213-0.0017643i,0.027824-0.0046453i,0.014764-0.0064466i
-0.11398+0.10964i,-0.21084+0.17234i,-0.18836+0.15276i,-0.030163+0.046025i,0.068738-0.055144i,0.01234-0.062628i,-0.06162-0.0070352i,-0.062856+0.018543i,-0.043793+0.016507i,-0.029143+0.01827i,-0.015321+0.019986i,-0.0059313+0.020988i,0.0002244+0.020047i,0.0015728+0.013888i,7.2632e-06+0.0081598i,-0.0024043+0.0049612i,-0.0060161+0.0050493i,-0.012014+0.013206i,-0.019892+0.02993i,-0.025325+0.042401i,-0.028568+0.041427i,-0.029285+0.035183i,-0.023122+0.02697i
0.0050556-0.154i,0.032076-0.27294i,0.024303-0.26746i,-0.042296-0.099606i,-0.076186+0.067369i,-0.023896+0.095691i,0.028805+0.05636i,0.0414+0.047501i,0.041144+0.036981i,0.026443+0.011571i,0.0059036-0.00091993i,-0.0068792-0.0069596i,-0.014807-0.0097331i,-0.012572-0.0045034i,-0.0021344+0.0013885i,0.0076918+0.0039125i,0.012784-0.00048243i,0.010117-0.021095i,-1.8021e-05-0.054595i,-0.0081681-0.071942i,-0.0034062-0.056868i,0.0070865-0.03425i,0.008809-0.020805i
0.092156+0.11947i,0.14855+0.23453i,0.16255+0.24626i,0.12882+0.084351i,0.056561-0.078619i,-0.00086646-0.078796i,0.0023174-0.010602i,0.02484+0.0096483i,0.026883+0.0092414i,0.019749+0.013882i,0.014512+0.012489i,0.013966+0.0091598i,0.014303+0.003793i,0.0076899-0.0017757i,-0.0027469-0.0055631i,-0.010882-0.010324i,-0.013853-0.0099006i,-0.0079411+0.005105i,0.004754+0.032792i,0.013277+0.051711i,0.011143+0.047657i,0.0063059+0.034003i,0.005359+0.021659i
-0.14775-0.023892i,-0.27073-0.07782i,-0.31245-0.081749i,-0.21566+0.03205i,-0.068605+0.13019i,0.0070984+0.094107i,0.018089+0.012831i,0.024629-0.024975i,0.025867-0.031717i,0.01546-0.023741i,0.0070557-0.010805i,-0.0016242-0.00067805i,-0.0091555+0.010072i,-0.0067626+0.014298i,0.001123+0.0084998i,0.006536+0.0027182i,0.0050122+0.0017093i,-0.0072269+0.0010454i,-0.024106-0.0023722i,-0.02874-0.004304i,-0.019421-0.003098i,-0.010536-0.0029621i,-0.0081404-0.0031371i
0.11956-0.085795i,0.25841-0.12625i,0.322-0.15376i,0.21462-0.17944i,0.05387-0.15769i,-0.00608-0.076986i,0.0015942-0.025749i,-0.0064096-0.026427i,-0.016356-0.022704i,-0.0074031-0.0061586i,0.004233+0.001866i,0.0087693-0.0014472i,0.0060221-0.008239i,0.0013607-0.0073096i,-0.0010613+0.00054418i,-0.0029344+0.0074837i,-0.0020728+0.0097513i,0.0079918+0.0020409i,0.025559-0.015269i,0.036936-0.027948i,0.034772-0.024092i,0.02777-0.013227i,0.019782-0.0077131i
-0.038085+0.13899i,-0.12572+0.2661i,-0.182+0.33745i,-0.10202+0.30264i,0.025424+0.18988i,0.050643+0.064778i,0.0058587+0.00071988i,-0.01938-0.0094138i,-0.023831-0.01174i,-0.020396-0.012428i,-0.013425-0.0090751i,-0.010181-0.0029504i,-0.0051642+0.0041708i,0.00083718+0.0027852i,0.0011158-0.0075663i,-0.0009897-0.016834i,-0.0015136-0.016717i,-0.0071721-0.0022529i,-0.020105+0.02266i,-0.028337+0.033801i,-0.025036+0.018586i,-0.020453+0.0016168i,-0.015939-8.2455e-05i
-0.064031-0.12172i,-0.076559-0.28096i,-0.069448-0.39542i,-0.099377-0.3518i,-0.13194-0.20519i,-0.095501-0.081805i,-0.049432-0.026058i,-0.03993+0.00096019i,-0.027999+0.02007i,-0.0078418+0.021062i,0.0057733+0.010515i,0.0085456-0.0019415i,-0.0001494-0.0091763i,-0.0052992-0.0057019i,-0.0020902+0.0014927i,0.00042504+0.0072077i,0.0016039+0.0091026i,0.0048301-9.8568e-05i,0.0075194-0.01833i,0.0056202-0.026402i,-0.00023023-0.017903i,-0.003918-0.0086039i,-0.0041492-0.0052178i
0.12396+0.049341i,0.23681+0.16772i,0.30745+0.28428i,0.30113+0.2652i,0.22407+0.14104i,0.10363+0.052223i,0.022012+0.037415i,0.0020253+0.041109i,-0.0072829+0.029833i,-0.019451+0.017032i,-0.020845+0.012458i,-0.014462+0.010761i,-0.0063899+0.0069684i,-0.0030417+0.0019452i,-0.0041021+0.00011291i,-0.0050651-0.00067627i,-0.0055375-0.0012447i,0.00086714+0.0015615i,0.013711+0.006372i,0.018642+0.0073736i,0.01273+0.0060202i,0.0074409+0.0084582i,0.0066405+0.0091723i
-0.11788+0.042753i,-0.27901+0.021685i,-0.41162-0.045954i,-0.40663-0.072765i,-0.27842-0.039517i,-0.12528-0.010434i,-0.031446+0.0058249i,0.00588+0.018347i,0.024648+0.017581i,0.027829+0.0033699i,0.018558-0.011692i,0.0065409-0.019141i,-0.003901-0.015646i,-0.0047788-0.0093636i,0.0016307-0.0083317i,0.007682-0.010162i,0.0073469-0.011004i,-0.0059077-0.009665i,-0.028678-0.0070682i,-0.040849-0.0046272i,-0.031662-0.0030793i,-0.018136-0.004125i,-0.011723-0.004057i
0.058383-0.10866i,0.19237-0.19021i,0.34736-0.20927i,0.37305-0.16978i,0.24563-0.11621i,0.10008-0.054473i,0.040167-0.017717i,0.034923-0.010997i,0.022287-0.00094011i,0.0081701+0.017027i,0.0058067+0.026948i,0.0083384+0.027126i,0.00754+0.020896i,0.0022406+0.014176i,-0.0030242+0.010039i,-0.0072311+0.0076506i,-0.0078457+0.0067722i,0.0014916+0.0051946i,0.020559+0.001964i,0.031032+0.0026745i,0.02101+0.0055313i,0.008206+0.0038452i,0.0037337-0.0011647i
0.023075+0.11149i,-0.029581+0.25068i,-0.15522+0.35939i,-0.22759+0.35082i,-0.17201+0.24385i,-0.078715+0.11557i,-0.025568+0.034859i,-0.0061238-0.00051227i,0.0029855-0.021679i,0.0022195-0.027231i,-0.0077065-0.020908i,-0.016111-0.013004i,-0.015667-0.0042894i,-0.0092048+0.0010243i,-0.0035314+0.0012203i,-0.00108-0.0011476i,-0.00021553-0.0011892i,-0.0017983+0.0039741i,-0.0057915+0.012481i,-0.0060896+0.015868i,-0.00028287+0.012584i,0.0026631+0.01088i,0.0017827+0.010479i
-0.082864-0.064306i,-0.12023-0.20059i,-0.079205-0.36381i,-0.0030797-0.39967i,0.028712-0.27322i,0.024741-0.11304i,0.014247-0.034559i,0.0031355-0.020202i,0.0014282-0.0077629i,0.011988+0.0036482i,0.021637+0.0044877i,0.023651+0.0012022i,0.019623-0.0026804i,0.01371-0.0040224i,0.0096989-0.0030204i,0.0078629-0.0006326i,0.0077684+0.00048954i,0.0045467-0.0072014i,-0.0049044-0.022721i,-0.011092-0.030229i,-0.00806-0.023958i,-0.0040039-0.015966i,-0.0052062-0.0096745i
0.094176-0.012261i,0.1992+0.068203i,0.25601+0.21867i,0.20718+0.30061i,0.10945+0.22751i,0.037955+0.0921i,0.0068585+0.017064i,-0.005463+0.0039996i,-0.015025-0.00075883i,-0.021997-0.0035431i,-0.022753+0.0013201i,-0.021501+0.0063132i,-0.018385+0.0064678i,-0.014158+0.0017693i,-0.01197-0.0044576i,-0.012102-0.0078477i,-0.010852-0.0057315i,-0.0016246+0.0024577i,0.014045+0.015439i,0.020045+0.022701i,0.012998+0.016103i,0.0075376+0.0073949i,0.0076982+0.0059758i
-0.060756+0.063949i,-0.18547+0.070061i,-0.31008-0.011007i,-0.30861-0.11216i,-0.18659-0.12143i,-0.06766-0.060158i,-0.024247-0.014156i,-0.019517+0.0018427i,-0.0092142+0.0069976i,0.0045755+0.00064329i,0.011664-0.010346i,0.010922-0.018042i,0.0047517-0.017842i,0.0016108-0.010944i,0.0035869-0.0053081i,0.0064727-0.002443i,0.0050762-0.0027007i,-0.0039521-0.0054259i,-0.017389-0.0096485i,-0.021907-0.013485i,-0.015477-0.0079776i,-0.010317+0.0014677i,-0.0085924+0.0047061i
0.0063335-0.081383i,0.091403-0.16118i,0.23085-0.16884i,0.29075-0.082739i,0.20384-0.016424i,0.073755-0.0091513i,0.0066578-0.0099155i,-0.0062551+0.0020109i,-0.010619+0.010783i,-0.012586+0.01614i,-0.0057731+0.018556i,-0.00029508+0.016741i,-0.0021736+0.013048i,-0.0043671+0.0083315i,-0.0046295+0.0045327i,-0.0056482+0.0038095i,-0.0050387+0.0026859i,-0.00050056-0.003898i,0.0061731-0.014233i,0.0092607-0.018355i,0.0070394-0.017112i,0.0061246-0.016046i,0.0071894-0.014541i
0.043084+0.053772i,0.033467+0.15477i,-0.06631+0.23053i,-0.16538+0.19046i,-0.1448+0.086021i,-0.061892+0.021162i,-0.011581+0.010419i,0.0033987+0.013783i,0.0079178+0.0089088i,0.0041063+0.00072251i,-0.0015216-0.00544i,-0.0042355-0.0091178i,-0.0046485-0.00716i,-0.0020563-0.0032032i,-0.00039947-0.0045375i,-0.00038845-0.0091499i,-0.0021023-0.007705i,-0.005169+0.0050471i,-0.0077167+0.023616i,-0.010099+0.031709i,-0.01002+0.024182i,-0.0071323+0.014997i,-0.0050563+0.010539i
-0.065991-0.014008i,-0.11728-0.087184i,-0.092454-0.19772i,-0.0097224-0.22437i,0.01334-0.13125i,-0.020743-0.032288i,-0.029299+0.0054079i,-0.014118+0.007865i,-0.0046442+0.010856i,0.0014668+0.015612i,0.0056248+0.013077i,0.0071981+0.010467i,0.0067769+0.010694i,0.0044231+0.010273i,0.003177+0.01063i,0.0032656+0.011996i,0.0029388+0.0091017i,0.00017352-0.0012081i,-0.0036357-0.014607i,-0.0041155-0.019609i,-0.0052599-0.013684i,-0.0080296-0.0082157i,-0.0075528-0.0084748i
0.052872-0.032631i,0.12753-0.011419i,0.17048+0.077202i,0.11833+0.14477i,0.041518+0.10858i,0.019617+0.042346i,0.023488+0.013628i,0.02311+0.0020669i,0.017548-0.00768i,0.0070889-0.010719i,-0.0037564-0.0084486i,-0.0090057-0.0048711i,-0.0076928-0.003809i,-0.0039839-0.0044129i,-0.0017684-0.0038277i,-0.0035853-0.0033863i,-0.0032596-0.0019684i,0.004414+0.00044842i,0.01371+0.0035983i,0.015829+0.0064568i,0.013809+0.0066835i,0.012231+0.006114i,0.0091284+0.0063001i
-0.017661+0.053262i,-0.085027+0.084942i,-0.16373+0.055786i,-0.15832-0.0086348i,-0.080096-0.0115i,-0.022744+0.027896i,-0.0023772+0.037249i,0.0040885+0.023989i,0.0057383+0.013906i,0.0093257+0.0065656i,0.010161+0.0010057i,0.0074999-0.0020865i,0.0042049-0.0014638i,0.0027973+5.5241e-05i,0.0053315-0.0029191i,0.0079965-0.0075486i,0.0058684-0.0080247i,-0.0015428-0.0023064i,-0.01141+0.0066662i,-0.017437+0.0098325i,-0.016468+0.006263i,-0.014036+0.0027146i,-0.01263+0.0026418i
-0.016956-0.051481i,0.009874-0.11588i,0.077521-0.14059i,0.1123-0.087672i,0.077338-0.042411i,0.036776-0.047475i,0.018135-0.053724i,0.0056797-0.040591i,-0.0025735-0.026356i,-0.006171-0.013491i,-0.007084-0.0012798i,-0.0079241+0.0046737i,-0.0096815+0.0039233i,-0.0093922+0.0017646i,-0.0068929+0.0033681i,-0.0055979+0.0063328i,-0.0043889+0.0062173i,0.00059085-0.00049673i,0.0083176-0.010615i,0.014709-0.014676i,0.014505-0.011068i,0.010568-0.0053994i,0.0082748-0.0013947i
0.043923+0.017769i,0.066192+0.080067i,0.038921+0.13673i,-0.0046607+0.12255i,0.0068536+0.072192i,0.032969+0.038881i,0.026603+0.017388i,0.010593+0.0067404i,0.0059809+0.0036143i,0.0067599-0.00049056i,0.0070017-0.0042612i,0.0058932-0.0054267i,0.0038928-0.0046489i,0.0020127-0.0052118i,-0.00040506-0.0074463i,-0.0039993-0.0083119i,-0.0049667-0.0066337i,-0.0030814-0.0032705i,-0.0016736+0.0019601i,-0.0018779+0.0055776i,-0.0012181+0.0060718i,0.00089316+0.0058956i,0.00049007+0.0051823i
-0.047167+0.01003i,-0.10199-0.015363i,-0.11893-0.072917i,-0.081171-0.10302i,-0.060976-0.086538i,-0.064684-0.066146i,-0.056882-0.041407i,-0.043932-0.015568i,-0.031672+0.00056745i,-0.018095+0.0086804i,-0.0048292+0.0097241i,0.0026178+0.0069405i,0.0026317+0.0046088i,0.0015173+0.0024084i,0.0028717-6.4058e-05i,0.0062572-0.0010976i,0.0059932-0.0012955i,-0.0015409-0.0017968i,-0.011127-0.0025019i,-0.01493-0.0058354i,-0.011065-0.0096067i,-0.005132-0.010029i,-0.0013381-0.0079465i
0.026207-0.033044i,0.080231-0.050652i,0.13112-0.028579i,0.1236+0.0015552i,0.083554-0.00753i,0.050037-0.014977i,0.023379-0.0029363i,0.012393+0.005741i,0.0092564+0.0070578i,0.0035036+0.0044027i,-0.0018733-0.00037315i,-0.0056952-0.0047164i,-0.007219-0.0054978i,-0.0061876-0.0034179i,-0.0074216+0.00034418i,-0.0098566+0.0037932i,-0.0085582+0.0042315i,-0.0025197+0.0010283i,0.0067748-0.0019932i,0.012083-0.00068848i,0.008711+0.0028802i,0.0027579+0.0046999i,0.0005609+0.0036374i
-0.0020151+0.038426i,-0.03149+0.081963i,-0.089521+0.099087i,-0.12275+0.077317i,-0.11741+0.063822i,-0.10312+0.061423i,-0.071211+0.052928i,-0.032702+0.04165i,-0.01248+0.029214i,-0.0037775+0.017791i,0.001098+0.0077011i,0.0023046+0.00044257i,0.0013213-0.00046449i,0.00034138+0.001531i,0.002263+0.00093578i,0.0031451-0.0021655i,0.002133-0.0034196i,0.00054671-0.0011328i,-0.0030079+0.001395i,-0.0066095+0.0013401i,-0.0073204-0.0002961i,-0.0066017-0.0019283i,-0.0051367-0.0032132i
-0.025688-0.026886i,-0.029357-0.075089i,-0.00077249-0.12259i,0.029082-0.11982i,0.033653-0.084437i,0.035638-0.048983i,0.033733-0.021556i,0.024633-0.010229i,0.014754-0.0086632i,0.0063008-0.0053479i,2.6062e-05+0.00063317i,-0.0036913+0.0045103i,-0.0047022+0.0074998i,-0.0025703+0.0093251i,0.0027036+0.0093882i,0.0059997+0.0083837i,0.0039147+0.0066553i,-0.0013438+0.0031279i,-0.0057126-0.0017556i,-0.0067736-0.0044143i,-0.0031686-0.0045667i,0.00030112-0.0027743i,-0.00098787-0.00048072i
0.035491+0.00067507i,0.068646+0.037173i,0.076484+0.097445i,0.053286+0.13582i,0.033102+0.1385i,0.02619+0.11429i,0.027265+0.068403i,0.024395+0.030712i,0.016067+0.013009i,0.0084657+0.0046115i,0.0017909-0.00026995i,-0.0019445-0.0016307i,-0.0033265-0.00086013i,-0.0036998-0.0015427i,-0.0038581-0.0041752i,-0.0046268-0.0055948i,-0.0046624-0.0049611i,-0.0012013-0.0014223i,0.0041649+0.0048427i,0.0052789+0.010077i,0.0011718+0.010763i,-0.0030603+0.0071302i,-0.0034159+0.003684i
