-0.0027094-0.00057608i,-0.003571+0.0012878i,-0.0044126+0.0029995i,-0.0030103+0.0033599i,-0.00072254+0.0033449i,0.00022526+0.0023638i,-9.0091e-05+0.0013985i,-0.00016842+0.0013131i,0.00062377+0.0005359i,0.0011039-0.00018034i,0.0014928-0.00043646i,0.0013672-0.00068281i,0.00078984+1.2553e-05i,0.00090165+0.00046409i,0.00033875+0.00044211i,-0.00027473+0.00055797i,-0.00053856+0.00010211i,-0.00011541-0.00061426i,0.00036168-0.00057928i,0.00017452-3.9097e-06i,6.0956e-05+0.0004511i,3.9626e-05-6.561e-05i,-1.2366e-05-0.00052752i
8.0731e-05+0.003722i,0.002149+0.0029944i,0.0039398-0.0015033i,0.0049659-0.0033383i,0.004091+0.0009033i,0.0012814+0.0037987i,-0.0011902+0.0027412i,-0.0022281+0.0011674i,-0.0029021+0.0019224i,-0.0040239+0.0055232i,-0.0047058+0.0066333i,-0.0034386+0.0021633i,-0.00016503-0.0017902i,0.0033294-0.002784i,0.0050836-0.0016794i,0.0054746+0.00079164i,0.0058951+0.0015693i,0.0072369+0.00052094i,0.007972-0.0012859i,0.0069664-0.0022725i,0.0042835-0.0012187i,0.0018888+0.00044687i,0.00085926+0.0010204i
0.0026001-0.0033293i,0.0038594-0.0084704i,0.0040467-0.0073585i,0.0027094-0.0012685i,8.2367e-05+0.00089518i,-0.0026746+0.00047728i,-0.0023358+3.6794e-06i,-0.00041326-0.0006681i,-0.0011901-0.0017692i,-0.0036999-0.0038363i,-0.0043168-0.0053169i,-0.0024741-0.0045071i,-0.00020674-0.0013887i,0.00083723+0.0023059i,0.00099244+0.0026542i,0.00024552+0.00066878i,-0.00026321-0.0014427i,0.0012122-0.0035702i,0.0025539-0.0047151i,0.0017798-0.0040099i,0.001835-0.0034588i,0.0018737-0.0028007i,0.00068251-0.0015856i
0.0049616-0.00041792i,0.0061944+0.004118i,0.0025468+0.0054853i,3.138e-06+0.0029814i,0.00052796+0.0011892i,0.0010706+0.001759i,0.0016925+0.0021673i,0.0034999+0.00088433i,0.0060689-0.0015182i,0.0083699-0.0023813i,0.0094016-0.0015973i,0.0081886-0.0013178i,0.0048659-0.0031215i,0.002276-0.0045261i,0.001504-0.003817i,0.00074518-0.0043102i,-0.00037284-0.0048757i,-0.0029741-0.0047058i,-0.0050189-0.0049601i,-0.0044711-0.004778i,-0.0033518-0.0042106i,-0.0032907-0.0034695i,-0.0030671-0.0023439i
-0.0035059+0.0046358i,-0.0042275+0.0067831i,-0.0014615+0.0045182i,0.0018983+0.0015303i,0.0012189+0.0016235i,-0.0017943+0.0022378i,-0.0024066+0.0025897i,-0.00054395+0.0028867i,0.0009626+0.0034883i,0.00070263+0.005293i,0.00029988+0.0071797i,5.5511e-05+0.0056507i,0.00071298+0.00018387i,0.0019352-0.0034595i,0.0017051-0.0016902i,0.00064369+0.0022374i,-0.00081571+0.0038923i,-0.003188+0.0032702i,-0.0044999+0.0023548i,-0.0034626+0.0016787i,-0.0017613+0.00011338i,-0.00098163-0.0003627i,-0.00054444+0.0010807i
0.0033756+0.0030035i,0.006926+0.0013875i,0.0079771-0.00035297i,0.0040091+0.00018155i,-6.8457e-05+0.0013886i,-0.0014525+0.00069182i,-0.001661-0.00037752i,-0.0018983-0.00069955i,-0.0035357-0.0012265i,-0.0058939-0.002314i,-0.0062856-0.0027543i,-0.0051385-0.0011495i,-0.0042297+0.0027985i,-0.0045038+0.0039277i,-0.0051616+0.0023843i,-0.0043167+0.0023363i,-0.0029291+0.0040858i,-0.00085361+0.0053601i,0.00041544+0.0056423i,0.00029109+0.0053003i,0.00011258+0.0050646i,-0.00029196+0.0042516i,-0.00027985+0.0023438i
-0.00039463-0.0050248i,0.00069434-0.0048797i,0.000189-0.0030542i,-0.00022685-0.0012227i,0.0013713-0.00053934i,0.0023371+2.7908e-05i,0.001781+0.00090817i,0.0021218+0.00028245i,0.0034096-0.0024616i,0.0052101-0.004819i,0.007574-0.0048711i,0.0075518-0.0032324i,0.0043066-0.0025397i,0.001519-0.002008i,0.00050958-0.0018549i,0.00054286-0.0030772i,0.0017371-0.0032816i,0.0031164-0.0010832i,0.0033887+0.001597i,0.0032834+0.0025753i,0.0021798+0.0011967i,0.0014124+3.8015e-05i,0.0010349+0.00039082i
0.0015765+0.00078809i,0.0027982+0.0027816i,0.0018066+0.0029884i,0.0023263+0.0021198i,0.0030123+0.002432i,0.0016636+0.0025972i,0.00078734+0.0022394i,0.0012462+0.0025828i,0.0033689+0.0044497i,0.0045757+0.0073094i,0.0039621+0.0089142i,0.0028066+0.0077388i,0.0021887+0.0045205i,0.002624+0.0023102i,0.0036312+0.0016483i,0.004189+0.0012178i,0.0039144+0.00038109i,0.0034796-0.0018672i,0.0035387-0.0033391i,0.0030225-0.0033059i,0.0020144-0.0032023i,0.0016623-0.0024567i,0.0017401-0.0017304i
0.0010682+0.00086917i,0.0029506+0.00013931i,0.0047208+0.00076889i,0.004001+0.0013158i,0.00076403+0.00085828i,-0.0012428+0.00033151i,-0.0021518+0.00035929i,-0.0025424+0.0017773i,-0.0038562+0.00357i,-0.006405+0.0039183i,-0.0076797+0.0029131i,-0.006322+0.0013488i,-0.004259+0.0019144i,-0.0036032+0.0035691i,-0.0024965+0.0023688i,-0.001988+0.00059015i,-0.0024364-0.0010565i,-0.0023479-0.0024202i,-0.0017681-0.0035049i,-0.0018026-0.0032174i,-0.0020582-0.0015933i,-0.0018086-0.00066811i,-0.001658-0.00041383i
0.004391+0.0048588i,0.0062897+0.0050435i,0.0048538+0.0020491i,0.0024082-0.00039088i,0.0017171+0.00040138i,0.0018399+0.0013043i,0.00075682+0.00073154i,-0.00073483-0.00037642i,-0.0015208-0.0019768i,3.0461e-05-0.00326i,0.0026999-0.0050404i,0.0041615-0.0068576i,0.0032642-0.0086876i,0.0010492-0.010002i,-0.00016328-0.0082884i,1.6972e-05-0.0055307i,-0.00010812-0.0036017i,-0.002152-0.0021651i,-0.0040148-0.00081503i,-0.0038059-0.00052832i,-0.0027133-0.00036275i,-0.0024072+9.5807e-05i,-0.0021424-0.00061516i
0.0021061+0.0026085i,0.0039327+0.0019504i,0.0044584+0.00066376i,0.0026807+0.0001575i,-2.095e-05+0.001617i,-0.0014574+0.0023809i,-0.00033474+0.0015433i,0.00059356-0.00024939i,0.00098254+8.6579e-05i,0.0022499+0.0027878i,0.0032313+0.0043043i,0.0041198+0.0043695i,0.0057948+0.0032354i,0.0054558+0.001675i,0.0028823+0.0012122i,0.0017187+0.0023964i,0.0018204+0.0036052i,0.00017001+0.0037206i,-0.0022124+0.0036951i,-0.0024054+0.0028777i,-0.0005824+0.00096169i,0.0011538-0.00032383i,0.0020084-3.6294e-05i
0.001848-0.0026438i,0.0035035-0.0024444i,0.0050685-0.0008489i,0.0040914-1.1287e-05i,0.00072541-2.922e-05i,-0.00052581+0.0002128i,-0.00020641+0.00046757i,2.1971e-05+0.00029659i,-0.0011046+0.00018819i,-0.0038423+0.0014687i,-0.0057977+0.002529i,-0.0065996+0.0036674i,-0.0066109+0.0052649i,-0.0053815+0.0053167i,-0.0048794+0.003816i,-0.0040973+0.0018686i,-0.0017514+0.0011467i,0.00060457+0.0014012i,0.0020465+0.00069391i,0.0015165+0.00016815i,0.00017582+0.00050677i,-0.00050967+0.00097846i,-0.00093331+0.00082084i
0.0019602-0.0010785i,0.0022087-0.0013506i,0.0026007-0.00094511i,0.0014518-0.00048625i,-0.00053979+0.00042904i,-0.0014829+0.0020191i,1.0104e-05+0.0029658i,0.0023202+0.0012276i,0.0020292-0.0028129i,0.00067722-0.0054462i,0.0004579-0.0064301i,-0.00059961-0.0073049i,-0.0022174-0.0076634i,-0.0020699-0.0066601i,-0.0014328-0.0044968i,-0.00096188-0.0025146i,-0.00077455-0.0020392i,0.00031024-0.0013919i,0.0022635-0.00013264i,0.0023131-1.4397e-05i,0.00059542-0.00014602i,-1.313e-05+0.00028128i,-0.00013406+0.00089168i
0.0032732+0.0038701i,0.0055998+0.0053045i,0.005734+0.0031835i,0.0030534+0.00073053i,0.00021684+0.0022723i,-0.0019736+0.0047374i,-0.0010484+0.0055412i,0.0028824+0.0041875i,0.004674+0.0018003i,0.0045071+0.001202i,0.0059967+0.0020469i,0.006894+0.0021204i,0.0065932+0.0019715i,0.0072229+0.002577i,0.0069765+0.0029209i,0.0042655+0.0019012i,0.001064+0.00026046i,-0.00017223-0.00093259i,7.6856e-05-0.001948i,8.5432e-05-0.0018632i,-3.6188e-05-0.00077559i,1.7441e-05-1.5719e-05i,8.8426e-05-7.7783e-05i
0.0056754+0.001086i,0.005802-0.00014619i,0.0032851-0.00033166i,0.00058034+0.0012561i,-0.00054146+0.0014279i,-0.0021478+0.0017689i,-0.0028004+0.0035431i,-0.001034+0.0048838i,0.0012661+0.0050307i,0.0017203+0.00503i,-0.00032812+0.004593i,-0.0022221+0.0045701i,-0.0023423+0.0057533i,-0.0021738+0.0059702i,-0.0026825+0.0039998i,-0.002285+0.0016558i,-0.0012663+0.00070197i,-0.0011512+0.00027278i,-0.0012482-0.00066974i,-0.00019065-0.00069852i,0.0010713-0.00017059i,0.00082805-0.00012233i,-0.00045789-0.00015752i
-6.9103e-05-0.0013475i,0.0025168+0.00010653i,0.0029501+0.00074146i,0.00086811-0.00043553i,-0.00080567-0.00097904i,-0.0020958-0.00056344i,-0.0032996+0.00084525i,-0.0027989+0.002786i,-0.0022257+0.0021876i,-0.0021928+0.00047949i,-0.0016338-0.00083171i,-0.0015557-0.0042312i,-0.0027421-0.007694i,-0.0024039-0.0079122i,-0.0011039-0.0054599i,-0.00043703-0.0029068i,-0.00040232-0.0010813i,-0.0011962+0.00010182i,-0.0012346+0.00094308i,-0.00018884+0.00092992i,0.00074231-0.00038598i,0.00067428-0.0011335i,1.7587e-05+0.00012642i
0.0035639-0.0027655i,0.0024892-0.0033691i,0.00089958-0.0043403i,-0.00060286-0.0034117i,-0.0020501-0.0013112i,-0.0029681+0.00054379i,-0.0026326+0.0014588i,-0.0022188+0.00068826i,-0.0011913-0.00049233i,0.00021337+0.00029213i,0.0027485+0.0010854i,0.0066082+0.00091692i,0.0091473+0.0011221i,0.0079295+0.001683i,0.0042483+0.0019066i,0.00088234+0.0013087i,-7.4886e-05+0.00021101i,6.6139e-05+2.3913e-05i,-0.00021616+0.0015119i,-0.00087002+0.0021377i,-0.0017556+0.0013627i,-0.0015288+0.00035222i,-0.0008125+7.1077e-05i
0.00099207+0.0047231i,0.0035172+0.0083459i,0.0032567+0.0061833i,0.0018234+0.0036513i,0.0013041+0.0031107i,0.0013939+0.0010899i,-0.0001025-0.0010998i,-0.0011756-0.0012165i,-0.0012703-0.0001178i,-0.0022122+0.0016446i,-0.0021649+0.0032635i,-0.0014379+0.0047864i,-0.0014409+0.0060222i,-0.0020424+0.005276i,-0.0025698+0.0039617i,-0.0025434+0.0023293i,-0.0014941+0.00036568i,-0.00011077-0.00030962i,0.001043-0.00063165i,0.00083346-0.00072595i,-0.00038915-0.0010085i,-0.00049665-0.00071289i,0.00024247-0.0010773i
0.00069335+0.0025076i,0.0028891+0.00019492i,0.0030625-0.0020717i,0.0013839-0.0019359i,0.0011136-0.00031285i,0.002542-0.0005922i,0.0026596-0.0031506i,0.001423-0.0035303i,0.00042225-0.0021548i,-0.00064346-0.0013219i,-0.0015182-0.0011726i,-0.0034407-0.0025793i,-0.0053685-0.0042556i,-0.004335-0.0048862i,-0.0020523-0.0031024i,-0.00061084-0.00074833i,0.00017692-0.00058777i,0.0004177-0.0014715i,0.0010646-0.0011891i,0.0010725-0.00030202i,0.00012687+0.00044606i,-0.0003499+0.00053323i,-0.00013144-6.1299e-05i
-0.0026103-0.003935i,-0.0024178-0.0031892i,-0.00072308-0.0013375i,0.00037646-0.0005601i,0.00088569+0.00022563i,0.0020233+0.002337i,0.0027875+0.0020174i,0.0025542-0.0004478i,0.0016404-0.0018573i,0.00057015-0.0011945i,0.0021303-0.00041456i,0.0047576-0.0010313i,0.0063645-0.0011989i,0.0070358+0.00016745i,0.0051562+0.0010555i,0.0021969+0.0011309i,0.00043096+0.00070384i,-0.00031045-0.00011276i,-0.00074577-0.00059191i,-0.0012436-0.0007039i,-0.00083839+2.2964e-05i,-0.00065169+0.00027474i,-0.0010864-5.7773e-05i
-0.00095811-0.0050896i,-0.0015333-0.0033492i,-0.0019181-0.001012i,-0.00073677+0.0015634i,0.00048088+0.0029175i,0.0011358+0.0027834i,0.0026088+0.0027939i,0.003435+0.0017243i,0.0026985+0.0001209i,0.0020467-5.9307e-05i,0.0017556+0.0016862i,0.0023165+0.0036482i,0.0015125+0.004514i,8.998e-05+0.0043022i,0.00026526+0.0021395i,0.00098485-0.00060796i,0.0013516-0.001591i,0.00071998-0.0011483i,0.00027537-0.00090791i,0.00054935-0.0015541i,0.0010197-0.0019053i,0.00071647-0.0016836i,-0.00028928-0.0011691i
0.0061082-0.00018266i,0.0083817-0.0018279i,0.0065508-0.00094338i,0.0037815+0.00079439i,0.0031902+0.0025612i,0.0024992+0.0031087i,0.0013916+0.0030945i,0.0013362+0.0036302i,0.0014943+0.0033868i,0.0022175+0.0027448i,0.0013643+0.0013441i,-0.0024465-0.00030012i,-0.0052386-0.001962i,-0.0047218-0.0032238i,-0.0015345-0.0019649i,0.00026117-1.5743e-05i,0.00018294+0.0003086i,0.00048604+0.00036281i,0.00095512+0.00046271i,0.00082285+0.00035948i,0.00054225+0.00060837i,0.00033025+0.00092574i,-4.107e-05+0.00059081i
0.0058376+0.0060611i,0.0081309+0.0051904i,0.0064039+0.0018395i,0.0022009+0.00090832i,7.7673e-06+0.0020331i,-0.00042929+0.0020906i,-0.0012977+0.0024127i,-0.0011484+0.0032716i,-0.00035408+0.003862i,-8.7645e-05+0.0036603i,0.00081641+0.0012247i,0.0024535-0.0015952i,0.0033917-0.0022017i,0.0030393-0.0010679i,0.0016253+0.000204i,0.00017655+4.3622e-05i,-0.00032226+0.00018689i,-0.00027753+0.00063377i,0.00027328+0.00093565i,7.2501e-05+0.00043954i,-0.00067613-0.0001392i,-0.0015926+0.00027962i,-0.0018648+0.00031628i
0.0021914+0.0048381i,0.0017379+0.0056808i,3.8294e-05+0.0044215i,-0.0024132+0.0031508i,-0.0037372+0.0040665i,-0.0044592+0.0045855i,-0.004103+0.0039798i,-0.0026487+0.0018679i,-0.002238-0.00027256i,-0.0022466+0.00053339i,-0.0016021+0.0022452i,-0.00070425+0.0040458i,3.1468e-05+0.0044446i,-0.00010631+0.003i,0.00018484+0.0022436i,-0.00041379+0.0013484i,-0.0016755+5.8372e-06i,-0.0017772+0.00032887i,-0.0015575+0.00037259i,-0.00078082-0.00079946i,-0.00020905-0.0013252i,-0.00019901-0.00078489i,-0.00022865-0.00023044i
-0.0060603+0.0014468i,-0.004152+0.0028048i,-9.4377e-06+0.0041753i,0.0015391+0.0024247i,-0.0011564+0.0011854i,-0.0022569+0.0022641i,-0.0014989+0.0022583i,-0.00031789+0.00091968i,0.00087739+0.00013713i,0.00027428+0.00014625i,-0.0013537+0.00034779i,-0.0033393+0.00021458i,-0.0043576-0.00060855i,-0.0025284-0.00094059i,-0.0011261-0.00064592i,-0.0012835+0.0007095i,3.1748e-05+0.0021325i,0.0010994+0.0012688i,0.00076843-0.00021264i,0.00053369-0.00014657i,0.0012311+0.00031247i,0.0017936-0.00027355i,0.0012381-0.0010184i
0.0025623-0.0038708i,0.0036699-0.0043026i,0.004601-0.0018697i,0.0043218-0.00095483i,0.002722-0.0012171i,0.00072046-0.00087975i,-0.00057783-9.3987e-05i,8.8094e-05+0.00054369i,0.00089829+0.00073708i,0.0010432+0.0012454i,0.0016619-0.00015529i,0.0019859-0.002609i,0.0029486-0.0022794i,0.0034614-0.0003707i,0.0023087-0.00026096i,0.00061896-0.00084435i,-0.00010305-0.00038294i,-0.00033557-0.00027864i,-0.0015109-0.00049045i,-0.0022128-0.00043871i,-0.0024289-9.5932e-05i,-0.0021693-0.00024611i,-0.0010258-0.00084017i
0.0056833-0.0019921i,0.0032965-0.0041712i,-0.00078894-0.0033491i,-0.0015571-0.0011733i,-0.00075956-0.00073161i,-0.0015809-0.00092363i,-0.0024532-0.00020007i,-0.0017354+0.00046941i,0.00013656+0.00049318i,0.0012241-0.0002931i,0.0020499-0.0004554i,0.0022474+0.00056975i,0.0013224+0.0016262i,-0.00016393+0.0017973i,-0.0002138+0.00065152i,7.2362e-05-0.00033303i,0.00015763-0.00097121i,0.0003885-0.0012718i,0.00041122-0.00071546i,0.00055468-0.00068215i,-1.1732e-05-0.0012592i,-0.00039276-0.0011148i,0.00028811-0.00054775i
0.0057216+0.0054137i,0.0078138+0.0052463i,0.0061726+0.0027845i,0.0025224+0.0013961i,-0.00024302+0.0021124i,-0.00049242+0.0025268i,0.00087364+0.0016765i,0.0024824+0.00099515i,0.0023812-7.0636e-05i,0.0012703-0.00064406i,0.0010763-0.00031749i,0.00065562+0.00042937i,6e-05+0.00055522i,-0.00051514-9.0038e-06i,-0.00050671+0.00012453i,0.00011018+0.0012429i,0.00033287+0.0019595i,0.00065903+0.00072068i,0.0015371-0.0010229i,0.0014539-0.0010457i,0.0010976+0.00010294i,0.00087689+0.00034426i,0.00067151+7.5415e-05i
0.0027103+0.0022327i,0.0051591+0.0019171i,0.0068066+3.3828e-05i,0.0043989-0.00144i,0.0013519-0.0011425i,0.00025749+0.00086617i,2.1714e-05+0.0024988i,0.0011056+0.0020307i,0.002034+0.00056196i,0.0017597-3.7586e-05i,0.001184-0.00059874i,0.0010766-0.0012962i,0.001044-0.0013171i,0.0008442-0.0010144i,0.0006705-0.0013961i,-0.00015865-0.0011004i,-0.00073673+7.64e-05i,-0.00076755+0.00062841i,-0.00045183+0.00018323i,-0.0004525-0.00052707i,-0.00045421-0.00037131i,-0.00017803+6.297e-05i,5.6258e-05-9.2975e-05i
-0.00053133-0.00043919i,0.0002608+0.00057842i,0.00059601+0.00068732i,0.00082358-0.00079607i,0.00068211-0.00020368i,0.00093213+0.00042226i,0.0012186+0.0003355i,0.00085028+0.0012995i,0.00044405+0.0018704i,0.00056381+0.0021901i,0.0019529+0.0022921i,0.0026943+0.0010136i,0.00167-0.00062376i,6.1544e-05-0.00099673i,-0.00075654-0.00064749i,-0.00065636+9.2753e-06i,-0.0013095-0.00011631i,-0.0019087-0.00033546i,-0.0020955+0.00060445i,-0.0011277+0.00082618i,-0.0006255+0.00017307i,-0.00085399-0.000445i,-0.00075808-0.00053949i
0.0029859-0.0037502i,0.0024445-0.0036535i,0.0024705-0.002344i,0.0016578-0.00061636i,0.0001008+3.1347e-05i,-0.0012166+0.0010701i,-0.00088851+0.0025954i,0.00054784+0.0027419i,0.0009315+0.0012044i,-0.00025746+0.00084956i,-0.0011274+0.0019315i,-0.00081348+0.0024124i,-0.00040056+0.0011177i,-0.00031581-0.0003677i,-0.00015195-0.00036642i,0.00029081-0.00012799i,0.0010061+0.00061703i,0.0010787+0.0011587i,0.00034388+0.00078375i,-0.00072546+0.00032827i,-0.0012084+0.00077592i,-0.00058157+0.00099591i,0.00018729+0.00070275i
0.0039143+0.0019466i,0.0047795+0.0025095i,0.0052798+0.00061465i,0.0041502+0.00049692i,0.0020127+0.0018261i,0.00042836+0.0033769i,0.0004327+0.004409i,0.001555+0.0036467i,0.002031+0.0019619i,0.0013823+0.00049177i,-1.2277e-05-6.0589e-05i,-0.00077706+0.00041752i,2.3655e-05+0.00073623i,0.0015517+0.00096604i,0.0021545+0.0011736i,0.00097573+0.001316i,-1.4381e-05+0.0013665i,-0.00028755+0.000637i,0.00021305-0.00069103i,0.00023815-0.0010604i,-0.00025655-0.00067454i,-0.0011446-0.00066774i,-0.0016269-9.7403e-05i
0.0040751+0.0038075i,0.005141+0.0028419i,0.0020524-0.00059149i,-0.0012203-0.0024786i,-0.0021486-0.00035939i,-0.0019845+0.0019641i,-0.0017579+0.0022458i,-0.00097712+0.0015979i,-0.00089111+0.0009135i,-0.00088815+0.001004i,0.00055052+0.00012723i,0.0012301-0.0014516i,0.00023221-0.0018572i,-0.00042564-0.0013472i,-0.00074389-0.00059158i,-0.00043897+0.00018031i,0.00039347-0.00028588i,0.00050528-0.00156i,0.00094744-0.0012262i,0.0013702-0.00078371i,0.001439-0.0010392i,0.0011106-0.00047308i,0.00061756+0.00075544i
0.00033852-0.003398i,0.0017824-0.0038619i,0.0025381-0.0037522i,0.001933-0.0012364i,0.00068133+0.00097544i,9.7395e-06+0.0022564i,0.001054+0.0028458i,0.00078814+0.0023297i,-0.00098215+0.0010536i,-0.0011446+0.00064805i,8.2255e-05+0.0004596i,0.00077376+0.0010444i,0.0010521+0.0018287i,0.0012296+0.0010495i,0.0015733+7.4609e-05i,0.0021374-2.1949e-05i,0.0024657+0.00089271i,0.0020975+0.00079982i,0.00091191-0.00064905i,-0.0010006-0.00047554i,-0.00098489+0.00058341i,0.00030086+0.00061565i,-9.5673e-05+6.8541e-06i
0.0049422+0.0023097i,0.0064449+0.0028582i,0.0075049+0.0028877i,0.0057145+0.0024556i,0.0017011+0.00077337i,-0.00030535+0.00020702i,-0.00040125+0.0010708i,0.00045471+0.0010134i,0.0017545+3.7279e-05i,0.0009794-0.0008026i,-0.00031506-0.00030865i,-0.001267+0.00093039i,-0.0017188+0.001325i,-0.00073444+0.0023269i,-0.00020751+0.0025723i,-0.0010177+0.0014972i,-0.0019306+0.0003112i,-0.0020544+0.00016345i,-0.000567+0.00087412i,-0.00041456+0.00015216i,-0.0011716-0.0012247i,-0.00075961-0.0010038i,-0.0010293-0.00059784i
0.0067939-0.00042803i,0.0075075-0.0012754i,0.0051996-0.0036084i,0.0011771-0.0031304i,-0.00098599+2.8979e-05i,-0.00067483+0.0018993i,0.00013169+0.0018447i,0.0010759+0.001566i,0.0016912+0.0015637i,0.0016001+0.001367i,0.0021961+0.00065865i,0.0021373-0.00044472i,1.53e-05-0.00070287i,-0.0016015-0.000196i,-0.0012738-0.00035196i,-0.00042727-0.00043592i,0.00029734-0.00048092i,0.00032229-0.00016026i,1.0972e-05-0.00020425i,0.00039974-0.00035812i,0.00077224-0.00051694i,0.00038047-9.8962e-05i,9.9048e-05+0.00045601i
-0.0005967+0.00069946i,-0.0022163+0.0011486i,-0.0030202-0.001247i,-0.0040183-0.0010757i,-0.005237+0.0014525i,-0.0046031+0.004433i,-0.0023606+0.0065238i,-0.00069816+0.0050668i,-7.4656e-05+0.0017563i,-0.00079641+0.00071453i,-5.2777e-05+0.001853i,0.0021333+0.0022388i,0.0030074+0.0007994i,0.0034-0.00054155i,0.0028735-0.00048945i,0.0014052+0.00015535i,0.00094224+0.0009526i,0.0011247+0.0017543i,0.00051023+0.0015951i,-0.00031681+0.00083576i,-0.00026386+0.00070869i,-0.00010479+0.0011798i,-0.0008049+0.00076115i
-0.0006368-0.0032767i,0.0012488-0.0016773i,0.0019444-0.00021724i,0.0012821+0.0011098i,-0.00042396+0.00073628i,-0.0016239+0.00098984i,-0.00053139+0.0010521i,0.0015688+7.1543e-05i,0.001831-0.00062177i,0.00051141-0.0001447i,-0.00081027+0.00063723i,-0.0015913+0.0023167i,-0.00017774+0.0032342i,0.0013355+0.0028687i,0.00097293+0.002813i,0.00096922+0.0024829i,0.0003976+0.0014039i,-0.00015894+0.00025649i,-0.00032198-0.00061025i,-0.00086257-0.0011178i,-0.0012268-0.0012623i,-0.0010215-0.00083212i,-0.00044414-0.0002266i
0.0072753-0.010903i,0.0049557-0.012323i,-0.00010418-0.012104i,-0.0034808-0.0068662i,-0.0042998-0.0020849i,-0.002489+9.5851e-05i,0.00067293+0.0002732i,0.0029439+0.0007107i,0.0032982+0.0011469i,0.0018575+0.0014358i,0.0004798+0.001074i,-0.00077689-0.00035483i,-0.0017433-3.3199e-05i,-0.0019322+0.0021495i,-0.00098427+0.0024815i,0.00020847+0.0013537i,0.00091228+1.7398e-05i,0.00085893-0.000905i,0.00085223-0.0013244i,0.0012466-0.0015364i,0.00086126-0.0016659i,-0.00020244-0.0014913i,-0.001028-0.00059583i
0.00939-0.021671i,0.0017036-0.022592i,-0.012443-0.025092i,-0.0168-0.014496i,-0.014649+0.0019908i,-0.0053874+0.013748i,0.003296+0.012257i,0.0045934+0.0067057i,0.0012092+0.0010764i,-0.0037087+0.00020548i,-0.0036044+0.0040736i,0.0010113+0.0053755i,0.0049099+0.0063278i,0.0075842+0.0096567i,0.0082319+0.011014i,0.0049318+0.0070476i,0.0011809+0.002084i,0.00071229+2.3469e-05i,0.0025067-0.0018792i,0.0025079-0.0031214i,0.00010293-0.0023593i,-0.0022988-0.0011127i,-0.0034191+0.00054749i
-0.0028304+0.012501i,0.00094213+0.01322i,0.0068106+0.012952i,0.0074222+0.0072999i,0.0066044-0.00056048i,0.0031908-0.0065281i,-0.00097575-0.0063482i,-0.0022615-0.0030279i,-0.0014546-5.3862e-05i,0.00013171+0.00032355i,0.00073423-0.00087351i,0.00033324-0.00081084i,-8.4012e-05-0.00052632i,-0.0010387-0.0013754i,-0.0019592-0.0024831i,-0.0010729-0.0016617i,0.00033247+0.00040726i,-0.00058046+0.0012146i,-0.0024863+0.00043841i,-0.0022039+8.5366e-05i,-0.00076935+0.00010193i,0.00032275+3.7037e-05i,0.00072156-0.00067592i
-0.0049985+0.0032781i,-0.0038987+0.004296i,-2.3036e-06+0.0042276i,0.0019367+0.0010628i,0.0026533-0.0016012i,0.0015879-0.00098996i,-0.000749-5.424e-05i,-0.0015449-0.00068926i,-0.0012361+0.00030865i,-0.00019369+0.00097546i,0.00063434+0.00021283i,-0.00034899-0.00036189i,-0.0024569-0.001134i,-0.0039322-0.0028462i,-0.0032974-0.0044596i,-0.001171-0.0043138i,0.00067829-0.0022002i,0.0014597+0.00029961i,0.0010369+0.0013596i,0.00076241+0.0016145i,0.00073506+0.0017047i,0.00063678+0.00059046i,0.00054965-0.00041341i
0.002828+0.0019529i,0.0052835+0.0019085i,0.0056755+0.0037611i,0.004789+0.0030921i,0.0040934-0.00010205i,0.0023861-0.0016006i,0.00047699-0.00054383i,-0.00013887+0.00026928i,0.00034154+4.4224e-06i,0.0012877+0.00011152i,0.0026053+0.00011339i,0.0035132-0.0014455i,0.0027101-0.0035433i,0.0018168-0.0037407i,0.0018559-0.00277i,0.001606-0.0011208i,0.00071198+0.00070924i,-0.00011628+0.0013264i,-0.00052+0.0011483i,4.5368e-06+0.0011892i,0.00088832+0.002073i,0.00061195+0.0016166i,-0.00017412+0.00024989i
-0.0014758+0.0035101i,-0.0005415+0.0041255i,0.00070157+0.0060178i,0.0025075+0.0068845i,0.0033066+0.0052722i,0.0014521+0.0019749i,-0.00024948+0.00048955i,-5.0747e-05+7.2239e-05i,-6.8971e-05-0.00023508i,-0.00058144+3.2139e-05i,-0.0014969+0.00087352i,-0.002053+0.0017481i,-0.00037246+0.0014084i,0.0012805+0.0015361i,0.00020072+0.0023698i,-0.00018133+0.001416i,0.00027923+5.2189e-05i,0.00020939-0.0009009i,0.00014607-0.001846i,-0.00018669-0.0013133i,0.00030501-0.00053705i,0.00078578-0.00061379i,0.001043-0.0010932i
-0.00026+0.009813i,0.00269+0.011088i,0.0042515+0.0080694i,0.0033878+0.0031864i,0.0019501-0.00061682i,0.00049188-0.0022521i,-0.00068874-0.0010824i,-0.00093943-4.3689e-05i,-0.00052229-0.00098505i,0.00014316-0.0017749i,0.0002128-0.0015887i,-0.00068473-0.0014029i,-0.0020222-0.00076521i,-0.0029078-0.0015371i,-0.002536-0.0024315i,-0.0013631-0.0012026i,0.00019822+0.00036107i,0.00052601+0.00058798i,-0.00018245-0.00010287i,-0.00040275-0.00061031i,-0.00032596-0.00050983i,-0.00074368-0.00039115i,-0.00030497-0.00028629i
