-0.0024501+0.0012906i,-0.0015106+0.00017765i,-0.0026034-0.00057596i,-0.0024612-0.000748i,-0.0016095+0.00030184i,-0.00097825+0.0015617i,-0.00073749+0.0023145i,0.00041891+0.0021082i,0.0016405+0.0012392i,0.00097937+0.00042168i,0.00010791-0.00049031i,0.00053916-0.00057203i,0.0012637+0.00084873i,0.0017669+0.0016716i,0.0012127+0.00066035i,0.00029808+2.1276e-05i,-0.00015236+0.00031309i,-0.00047581-0.00058027i,0.00075282-0.0012143i,0.00099139-0.0007982i,-0.00039923-0.00018168i,-0.00036727+2.5185e-05i,-0.00023058+0.00019537i
-0.045239-0.1609i,-0.068564-0.24987i,-0.10585-0.26217i,-0.14086-0.18962i,-0.1353-0.089467i,-0.092598-0.019961i,-0.046753+0.0083111i,-0.019512+0.015427i,-0.003067+0.011324i,0.011623+0.0030375i,0.020767-0.0031263i,0.022491-0.0077359i,0.019169-0.010518i,0.012971-0.010338i,0.0064307-0.0068441i,0.0021738-0.0029048i,0.0016563-0.0043528i,0.0061681-0.012699i,0.011653-0.022234i,0.011359-0.021447i,0.0025786-0.011271i,-0.0059117-0.003409i,-0.0090785-0.0024348i
0.13285+0.083793i,0.20897+0.14791i,0.24782+0.14954i,0.24189+0.076983i,0.19364-0.0072519i,0.12462-0.048032i,0.060605-0.044231i,0.019888-0.026976i,-0.00060002-0.013352i,-0.013201-0.0011732i,-0.017476+0.0091164i,-0.013915+0.010739i,-0.009905+0.0061276i,-0.0094658+0.00095831i,-0.0098729-0.0021673i,-0.0081415-0.0023156i,-0.0057653+0.0012265i,-0.0027707+0.012066i,0.0022728+0.026888i,0.007972+0.031042i,0.013031+0.022027i,0.013857+0.014008i,0.01234+0.0098782i
-0.15406+0.023339i,-0.26138+0.013778i,-0.30324+0.017743i,-0.26004+0.048004i,-0.17399+0.070592i,-0.092112+0.067727i,-0.037346+0.048539i,-0.010489+0.026339i,-0.0010892+0.0085931i,0.00075913-0.0075189i,3.4651e-05-0.019434i,-0.00043911-0.021674i,-0.00095161-0.015816i,0.0003126-0.0087225i,0.0035126-0.0031913i,0.006393+0.00048945i,0.0043424-0.00065418i,-0.0057792-0.0079334i,-0.018671-0.019338i,-0.023759-0.026329i,-0.017799-0.022791i,-0.0094106-0.01489i,-0.0062737-0.0085839i
0.097777-0.11304i,0.19251-0.17076i,0.23211-0.19319i,0.1804-0.18629i,0.08765-0.1566i,0.02228-0.10846i,0.00079134-0.058168i,-0.00058141-0.024321i,2.3122e-05-0.004149i,0.0027273+0.010215i,0.0043945+0.0173i,0.00189+0.018933i,0.00021155+0.018653i,-0.00065623+0.016844i,-0.0022677+0.012956i,-0.0036576+0.0079454i,-0.00083978+0.003459i,0.0096339+0.0026045i,0.024346+0.0052316i,0.027194+0.0081926i,0.014403+0.0077262i,0.0031951+0.0037846i,0.00065103-7.5809e-05i
-0.0029787+0.15032i,-0.045758+0.25863i,-0.079192+0.30664i,-0.061279+0.27512i,-0.014474+0.20131i,0.013295+0.12014i,0.014982+0.055144i,0.012015+0.020111i,0.0082841+0.0051777i,-0.00057379-0.0035781i,-0.01064-0.0092678i,-0.01262-0.012344i,-0.0084288-0.012363i,-0.0044729-0.010734i,-0.0014777-0.0095467i,0.00050956-0.0072764i,-0.00047718-0.0016921i,-0.0073243+0.0062466i,-0.016075+0.012898i,-0.014102+0.013952i,-0.0029558+0.010203i,0.0038753+0.0072472i,0.005442+0.0064784i
-0.087811-0.10688i,-0.11801-0.22088i,-0.10868-0.28434i,-0.091249-0.24493i,-0.080051-0.14278i,-0.060957-0.056283i,-0.037509-0.017023i,-0.01878-0.0069914i,-0.0028276-0.0060746i,0.010301-0.0061415i,0.018092-0.0035325i,0.021148-0.00123i,0.01862-0.0020334i,0.012916-0.0022125i,0.0084043-0.00028117i,0.0056174+0.0012242i,0.0048217-0.0020601i,0.0058981-0.012463i,0.005513-0.026437i,0.0011544-0.032907i,-0.0048628-0.026361i,-0.0062153-0.017476i,-0.0037292-0.013397i
0.13418+0.03052i,0.22931+0.10287i,0.2656+0.16778i,0.23859+0.15366i,0.18416+0.080479i,0.12646+0.023419i,0.075425+0.0050948i,0.038131+0.0033033i,0.01348+0.0013382i,-0.0028183+0.0003155i,-0.0097713+0.0028372i,-0.011155+0.0028902i,-0.010302-0.000436i,-0.0092382-0.0030937i,-0.0096063-0.0041225i,-0.0095773-0.0053805i,-0.0067451-0.004936i,-0.00077973+0.0029885i,0.0061211+0.01797i,0.0085632+0.025909i,0.0061649+0.021727i,0.0031699+0.01541i,0.000909+0.010401i
-0.11716+0.069159i,-0.23673+0.067066i,-0.30508+0.024466i,-0.27055-0.0059622i,-0.17861-0.0058428i,-0.095827+0.0011058i,-0.046057+0.003166i,-0.021728+0.00041325i,-0.011099-0.0048017i,-0.0052225-0.011539i,0.001303-0.016919i,0.0062359-0.016218i,0.0079868-0.010915i,0.0078417-0.0063544i,0.0064808-0.0031237i,0.0047896-0.00056258i,-0.00024694+0.00034864i,-0.010546-0.0024101i,-0.020216-0.0085555i,-0.019739-0.01127i,-0.0092273-0.0075204i,-0.0014438-0.0022876i,-0.00042778+0.0014231i
0.042826-0.11784i,0.13713-0.18815i,0.22126-0.19704i,0.20729-0.15602i,0.12082-0.11055i,0.046636-0.075269i,0.014513-0.046613i,0.0074962-0.023593i,0.0052961-0.0059925i,0.0032646+0.0054397i,0.00053061+0.010433i,-0.0034556+0.012507i,-0.0049241+0.012748i,-0.0043638+0.012259i,-0.003471+0.011479i,-0.0021548+0.0079442i,0.0015026+0.0035359i,0.0088074+8.9111e-05i,0.017812-0.0038526i,0.018458-0.0077445i,0.010148-0.010877i,0.0048313-0.010558i,0.0036035-0.0068795i
0.045919+0.11265i,0.01368+0.224i,-0.054712+0.28288i,-0.086745+0.24689i,-0.061788+0.17027i,-0.028499+0.10486i,-0.012069+0.061069i,-0.005756+0.03572i,-0.002747+0.019328i,-0.0037907+0.005849i,-0.0088936-0.0032868i,-0.01051-0.0075798i,-0.0070374-0.0086758i,-0.0033143-0.0085575i,-0.00073421-0.0078049i,0.0013881-0.0058553i,0.0017325-0.0016203i,-0.00204+0.0070931i,-0.0082386+0.018941i,-0.0093319+0.024322i,-0.0069519+0.020133i,-0.006498+0.012703i,-0.0054263+0.0069767i
-0.098356-0.05409i,-0.14175-0.15916i,-0.1202-0.24586i,-0.068123-0.22708i,-0.041268-0.13692i,-0.029604-0.062297i,-0.016726-0.029645i,-0.004247-0.018328i,0.0063775-0.012258i,0.011831-0.0080099i,0.013262-0.0043099i,0.013525-0.0018712i,0.010558-0.00084073i,0.007466+0.0007179i,0.0056136+0.0023901i,0.0025548+0.0026882i,-0.00054395-0.00012425i,-0.0019749-0.0092439i,-0.0011579-0.022333i,0.001439-0.02798i,0.0038951-0.021246i,0.004661-0.012003i,0.0040168-0.0062835i
0.10145-0.011989i,0.19895+0.042421i,0.2401+0.12562i,0.20057+0.1469i,0.14216+0.098333i,0.096346+0.050113i,0.059121+0.027288i,0.032553+0.013825i,0.014523+0.0022281i,0.0021692-0.0024347i,-0.0031987+9.0302e-05i,-0.0032451+0.0019492i,-0.0012634-0.00012529i,-0.0023646-0.0027841i,-0.0042349-0.0033921i,-0.0027079-0.0046794i,0.0012373-0.0052879i,0.0069466-0.0012487i,0.011544+0.0078863i,0.010284+0.012182i,0.0051611+0.0083418i,0.0011826+0.0046325i,-0.0012002+0.0021394i
-0.063734+0.071756i,-0.1683+0.088056i,-0.24532+0.04051i,-0.22027-0.015235i,-0.13839-0.026957i,-0.071763-0.018783i,-0.035479-0.012583i,-0.019385-0.0094163i,-0.012491-0.0087248i,-0.007899-0.010405i,-0.003876-0.012285i,-0.0013943-0.01178i,-8.4971e-05-0.0090049i,0.0023869-0.0061631i,0.0030678-0.0044718i,0.00050138-0.0021491i,-0.0042444-3.0433e-05i,-0.012106+0.00050615i,-0.021469-0.00030959i,-0.023099+0.00018801i,-0.015254+0.0029122i,-0.0080223+0.0030036i,-0.0046748+0.0019777i
0.0037761-0.088909i,0.070831-0.16388i,0.15584-0.17639i,0.16403-0.12759i,0.098892-0.085446i,0.042649-0.061305i,0.019293-0.039676i,0.010759-0.020328i,0.0062389-0.0053826i,0.0034089+0.0033704i,0.0021457+0.0056055i,0.0014398+0.0052965i,-0.00029841+0.0043959i,-0.0024272+0.0045938i,-0.0031902+0.0049766i,-0.0035226+0.0031086i,-0.0023638+0.00068145i,0.0034892-0.0026682i,0.01197-0.0079791i,0.016992-0.01245i,0.015024-0.010872i,0.011154-0.0059171i,0.0083218-0.0018148i
0.054642+0.070969i,0.049487+0.16467i,-0.012158+0.22325i,-0.062844+0.19338i,-0.057448+0.12889i,-0.0385+0.081098i,-0.025624+0.05008i,-0.014371+0.030906i,-0.005127+0.018543i,-0.0031579+0.0084978i,-0.0085585+0.0012747i,-0.011512-0.00077857i,-0.0093483-0.00047462i,-0.0058478-0.0011587i,-0.0029467-0.00081517i,0.00021589+0.0005773i,0.0033833+0.0027397i,0.0025876+0.0075742i,-0.0031299+0.015739i,-0.0070682+0.018334i,-0.0079536+0.011793i,-0.0084226+0.0048981i,-0.0058261+0.00068003i
-0.077679-0.016759i,-0.1282-0.087072i,-0.11563-0.16539i,-0.061252-0.16212i,-0.028166-0.095183i,-0.015264-0.04195i,-0.0044404-0.017973i,0.0028443-0.0096552i,0.0067875-0.0070053i,0.0090984-0.0063995i,0.010041-0.006255i,0.010483-0.0063346i,0.0096345-0.0069979i,0.0076257-0.0049108i,0.0058287-0.00088502i,0.0030663+0.00016748i,-0.0015671-0.0023437i,-0.0052683-0.0080631i,-0.0050955-0.015247i,-0.0027102-0.015389i,-0.00056665-0.0093706i,0.0005324-0.0051474i,0.00048219-0.0024271i
0.063812-0.034567i,0.14213-0.011873i,0.18414+0.055476i,0.15374+0.09042i,0.10594+0.067554i,0.073135+0.0387i,0.046928+0.020751i,0.028517+0.0070691i,0.015631-0.001607i,0.0047519-0.0028411i,-0.0010258+0.00089506i,-0.0011309+0.0038514i,0.00087952+0.0024758i,0.001858-0.00061493i,0.00097539-0.0015587i,0.00034725-0.0024309i,0.0018463-0.0022284i,0.0060923+0.0012254i,0.012338+0.0047315i,0.013804+0.0046499i,0.010108+0.0023946i,0.0068482+0.0023987i,0.003536+0.0028659i
-0.023559+0.061257i,-0.092973+0.088742i,-0.15891+0.059882i,-0.14793+0.0080089i,-0.09174-0.012893i,-0.049471-0.014944i,-0.026656-0.014767i,-0.015689-0.01111i,-0.011135-0.0080406i,-0.0080423-0.008031i,-0.0056191-0.0094719i,-0.0052221-0.010938i,-0.0052419-0.010359i,-0.003794-0.0085809i,-0.0018492-0.0074753i,-0.0010481-0.0056562i,-0.001687-0.0027173i,-0.0061332-0.00077647i,-0.013954+0.00018826i,-0.018038+0.00076415i,-0.015808-0.00023852i,-0.011403-0.0018773i,-0.0065976-0.00089665i
-0.017571-0.053741i,0.014942-0.11572i,0.078619-0.13724i,0.097837-0.10309i,0.063333-0.071361i,0.031286-0.05039i,0.014181-0.027834i,0.0032378-0.011548i,-0.00061738-0.0026614i,0.00055614+0.0020873i,0.0024666+0.0046064i,0.0031789+0.0045348i,0.0020217+0.0037163i,-0.00089729+0.0033351i,-0.0031337+0.0036918i,-0.0036477+0.0038545i,-0.0028586+0.0015111i,0.00032574-0.0037118i,0.0068533-0.0089314i,0.01183-0.0091956i,0.011039-0.0049268i,0.0090271-0.0015764i,0.0067032+0.00055006i
0.04375+0.026098i,0.057178+0.091551i,0.019264+0.14431i,-0.02832+0.13048i,-0.036403+0.089451i,-0.029737+0.057624i,-0.01977+0.034069i,-0.0071144+0.021248i,0.00036479+0.013769i,0.00016402+0.0054745i,-0.0041839-0.00028322i,-0.0069634-0.00042766i,-0.0068772+0.0013279i,-0.006023+0.0007194i,-0.0042916+0.00032182i,-0.0012812+0.00022169i,0.00032012+0.00053984i,-0.00052849+0.0040879i,-0.0022046+0.0094312i,-0.0026159+0.0097927i,-0.0020474+0.0057952i,-0.0013527+0.0026045i,-0.00013745+0.0012144i
-0.046909+0.011177i,-0.092241-0.024601i,-0.094313-0.078687i,-0.054157-0.086073i,-0.027629-0.050118i,-0.014065-0.021657i,-0.0013583-0.0071139i,0.004736-0.0013175i,0.0065718-0.0015216i,0.0077781-0.0027535i,0.0076526-0.003538i,0.0074512-0.0033798i,0.0075673-0.0028987i,0.0082913-0.0019116i,0.0090514+7.7281e-05i,0.0082822+0.0011222i,0.0051581-0.0004049i,-0.00079643-0.004829i,-0.0057122-0.009119i,-0.0062754-0.0098755i,-0.0055053-0.0079843i,-0.0054152-0.0059871i,-0.0042586-0.0044606i
0.030865-0.033392i,0.084674-0.035668i,0.12265+0.0023888i,0.10838+0.034914i,0.07925+0.031712i,0.056103+0.022535i,0.034639+0.012299i,0.020381-0.00016836i,0.011028-0.0065707i,0.0031374-0.0047517i,-0.0012879-0.00025479i,-0.001765+0.0006029i,-0.00039668-0.00076269i,-5.2086e-05-0.00096095i,-0.0006796-0.0011248i,-0.0032658-0.00097378i,-0.0049438-0.00013321i,-0.00086629+0.0018364i,0.0068896+0.0039543i,0.011278+0.0054423i,0.01037+0.0055355i,0.0077345+0.004998i,0.0043601+0.0032837i
-0.0028302+0.036332i,-0.03847+0.06756i,-0.085857+0.0582i,-0.089265+0.020584i,-0.058379-0.00051392i,-0.033099-0.0085934i,-0.017319-0.012873i,-0.0086181-0.011605i,-0.0055124-0.0083297i,-0.0048662-0.0064436i,-0.0030899-0.0063706i,-0.001275-0.0072241i,-0.0015414-0.0072222i,-0.0019245-0.0066846i,-0.00038095-0.006648i,0.0020253-0.0063437i,0.0036134-0.003874i,0.00074415+0.00011204i,-0.0052909+0.0022897i,-0.0084962+0.0010711i,-0.008262-0.0012911i,-0.0068716-0.0022843i,-0.0044332-0.00092996i
-0.025037-0.030523i,-0.017521-0.071765i,0.018353-0.096113i,0.037221-0.078732i,0.02569-0.053479i,0.014237-0.034118i,0.0054699-0.015814i,-0.0034793-0.0046878i,-0.0068114-0.00019164i,-0.0049423+0.0020687i,-0.0024681+0.0034279i,-0.0026955+0.0038492i,-0.0037733+0.0035788i,-0.0043846+0.0035494i,-0.005027+0.0043425i,-0.0050905+0.0053987i,-0.0035113+0.0045391i,8.0835e-06-0.00070467i,0.0036926-0.0065461i,0.0060227-0.0083989i,0.0054603-0.0067457i,0.0031041-0.0048931i,0.0016348-0.0026556i
0.034878+0.0028316i,0.054346+0.035769i,0.037553+0.072706i,0.0031829+0.075161i,-0.012493+0.055944i,-0.01558+0.038361i,-0.011083+0.023485i,-0.0029295+0.014065i,0.0010423+0.008287i,0.00043542+0.0026498i,-0.0013476-0.0011699i,-0.0018943-0.0016522i,-0.0018157-0.00018873i,-0.0011802+0.00019616i,-0.0012243-0.0021726i,-0.0029954-0.0051758i,-0.0042251-0.0060707i,-0.0042121-0.0026217i,-0.0026224+0.0028806i,6.4186e-05+0.0058222i,0.001169+0.0067597i,0.0015351+0.0073466i,0.00091881+0.006437i
-0.01929+0.016688i,-0.05003+0.0060983i,-0.062705-0.026175i,-0.044472-0.039102i,-0.025874-0.025929i,-0.010876-0.013856i,0.0029471-0.0059962i,0.0089525-0.0005208i,0.0091503+0.001314i,0.0069605-0.00028011i,0.0044034-0.0023375i,0.0039585-0.002367i,0.0056323-0.0025399i,0.0071774-0.0015311i,0.0081871+0.001147i,0.0088345+0.0035575i,0.0071102+0.0036596i,0.0017025+0.0004165i,-0.0047728-0.0037403i,-0.0078393-0.0068426i,-0.0075962-0.0080246i,-0.0063937-0.0075338i,-0.0046634-0.0054875i
0.00098606-0.022526i,0.029105-0.032397i,0.05865-0.013942i,0.062231+0.0095591i,0.051421+0.014299i,0.037077+0.012494i,0.021494+0.0055779i,0.012872-0.0031768i,0.0070766-0.0061141i,0.0013407-0.0050515i,-0.0016968-0.0043222i,-0.0014949-0.0043394i,-0.00021999-0.0037293i,-0.00075896-0.0028611i,-0.0034888-0.0031299i,-0.0058338-0.0028877i,-0.0060065-0.00025039i,-0.0029082+0.0016085i,0.0021306+0.0015972i,0.0045513+0.0025709i,0.0044434+0.0031163i,0.0047921+0.0025037i,0.0039546+0.0022473i
0.0098531+0.018862i,-0.0029772+0.040497i,-0.030356+0.043162i,-0.038734+0.021948i,-0.028128+0.0051592i,-0.018206-0.0043543i,-0.01059-0.0085373i,-0.005952-0.0076492i,-0.0029782-0.0063232i,-0.0017005-0.0048636i,-0.0013072-0.0027726i,-0.00046271-0.0017326i,-0.00066501-0.0016013i,-0.0013923-0.0023784i,-0.00023761-0.0032441i,0.0024703-0.004011i,0.0038267-0.0045638i,0.0015297-0.0015736i,-0.0016716+0.0031105i,-0.0028522+0.0048994i,-0.0029683+0.0041036i,-0.003965+0.0035297i,-0.0037151+0.0038822i
-0.012555-0.0065188i,-0.016993-0.030062i,-0.0027518-0.05122i,0.010144-0.049809i,0.0081534-0.039144i,0.0054392-0.024451i,0.00069204-0.0081957i,-0.0060214+0.00021684i,-0.0066491+0.002046i,-0.0035483+0.0016788i,-0.0021426+0.00018425i,-0.0030744-0.00016253i,-0.0035753+0.00077706i,-0.0032235+0.0021748i,-0.0034751+0.0033893i,-0.0028487+0.0048208i,-0.00087838+0.004908i,0.00072499+0.0016988i,0.0019212-0.0023275i,0.0032993-0.0054847i,0.0029819-0.0071657i,0.0026447-0.0074107i,0.0031714-0.0058924i
0.015476-0.005068i,0.029878+0.0091696i,0.026641+0.033826i,0.0086306+0.042933i,-0.0033315+0.035372i,-0.0083216+0.025999i,-0.0067665+0.016736i,-0.0028707+0.010658i,-0.00083288+0.0065934i,-0.0003503+0.0025155i,-0.0012556+0.0015836i,-0.00076546+0.0014253i,0.00047318-0.00016197i,0.00059166-0.002036i,-0.00037699-0.003884i,-0.0019926-0.0052749i,-0.0036154-0.0054835i,-0.0023143-0.0031955i,0.0017394+0.001152i,0.0027128+0.0049059i,0.0017808+0.0065654i,0.0017542+0.0072027i,0.0020058+0.0057454i
-0.0091139+0.008656i,-0.02614+0.0082448i,-0.03593-0.0069919i,-0.029576-0.016223i,-0.018648-0.0087478i,-0.0070356-0.0038849i,0.004037-0.0035697i,0.0093241-0.00063006i,0.0094399+0.00077357i,0.006323-0.0009708i,0.0024562-0.0016867i,0.0016565-0.0006782i,0.0029373-6.9736e-05i,0.0028635+0.00031106i,0.0026631+0.0013969i,0.0031276+0.0023945i,0.0026691+0.0026344i,0.00059933+0.00093799i,-0.0018915-0.002025i,-0.0045713-0.0045114i,-0.0058619-0.0053476i,-0.0049512-0.0047607i,-0.0038314-0.0033135i
-0.0011269-0.013007i,0.0099917-0.022514i,0.029141-0.017165i,0.035725-0.0044508i,0.031554+0.001727i,0.022957+0.0045671i,0.0118+0.0020595i,0.0070124-0.0032072i,0.0054354-0.0038925i,0.0025863-0.0029971i,0.0016349-0.0034674i,0.0022951-0.0037952i,0.001837-0.0033554i,0.00028422-0.0031688i,-0.00096647-0.0034795i,-0.0022546-0.002425i,-0.0027376+0.00016511i,-0.0015415+0.00051368i,0.00054742-0.0018572i,0.0018877-0.003162i,0.0035902-0.0026235i,0.0053231-0.0023493i,0.0051297-0.0023555i
0.0083437+0.0087231i,0.0058817+0.021454i,-0.006657+0.026284i,-0.013678+0.016495i,-0.011678+0.0050965i,-0.008593-0.0019197i,-0.0052747-0.005379i,-0.0029383-0.0070662i,-0.0022996-0.0081109i,-0.0022408-0.0063165i,-0.0020941-0.0034881i,-0.0020901-0.0015796i,-0.0014739-0.0012775i,-0.00052233-0.00068108i,0.0002121+0.00065303i,0.0011457-3.3795e-05i,0.0013893-0.0022116i,5.5927e-05-0.0017887i,-0.002056+0.00173i,-0.0034938+0.0043292i,-0.0046794+0.005134i,-0.0056117+0.0053197i,-0.0049547+0.0042044i
-0.012753-0.00057416i,-0.017863-0.010681i,-0.014346-0.024509i,-0.0063727-0.026946i,-0.0022538-0.021977i,9.6891e-05-0.013149i,-0.00041209-0.0033088i,-0.0022711+0.0010332i,-0.0021186+0.0010473i,-0.0013189-0.00010688i,-0.0004396-0.00021799i,0.00010089+4.094e-05i,-3.7282e-06-0.00044799i,-0.00067671-0.0015658i,-0.0018013-0.00082938i,-0.0011439+0.00086029i,0.00027589+0.0011708i,-0.00046175+0.00043697i,-0.0015965-0.00089007i,-0.00065945-0.0023996i,0.0010437-0.0045636i,0.0017519-0.0054116i,0.001901-0.0039413i
0.0055861-0.0062199i,0.013628-0.0023579i,0.015476+0.011213i,0.008109+0.020156i,0.0015538+0.02065i,-0.0022188+0.01588i,-0.0020673+0.0094236i,-0.00092366+0.0070556i,-0.0022091+0.0060605i,-0.0021192+0.0038247i,-0.0014574+0.0026701i,-0.0010324+0.002553i,0.00066755+0.0018602i,0.0022013+0.00066738i,0.0026418-0.0010325i,0.0012138-0.0027703i,-0.00072735-0.002312i,-9.0735e-05+0.00058801i,0.00324+0.0026425i,0.0040937+0.0041182i,0.0026244+0.0051821i,0.0023858+0.0056983i,0.0028131+0.0052954i
0.0037279+0.0066937i,-0.0045038+0.0088632i,-0.01341+0.0025304i,-0.01305-0.0031233i,-0.0096178-0.0015454i,-0.0036993-0.00057006i,0.002865-0.00063587i,0.0046219-0.00078854i,0.0042862-0.0011392i,0.0021857-0.00098287i,0.00015691-0.0012855i,-0.0004797-0.001934i,-0.0011185-0.002329i,-0.001939-0.001728i,-0.0019677-0.0004934i,-0.0019068-9.7154e-05i,-0.001462-0.00021757i,-0.00068169-4.6252e-05i,-0.00086326-0.00019061i,-0.002583-0.0012052i,-0.0039682-0.002139i,-0.0045162-0.0022844i,-0.0041493-0.0020445i
-0.002854-0.0036523i,5.4458e-05-0.01102i,0.01077-0.010837i,0.017604-0.0058069i,0.016912-0.0035834i,0.012591-0.00063033i,0.0072017-0.00097566i,0.0065549-0.0033205i,0.0075955-0.0030683i,0.0062251-0.0026898i,0.0042839-0.00343i,0.0036755-0.0028977i,0.0034457-0.0017913i,0.0022302-0.00041985i,0.00075185+0.00034447i,0.00041322+0.00061967i,0.0011617+0.0013184i,0.0020337-0.0001331i,0.0023557-0.0038713i,0.0026553-0.0049061i,0.0038913-0.0031033i,0.0054242-0.002687i,0.0055062-0.002435i
0.0043905-3.6648e-05i,0.0051657+0.0060344i,-0.00060454+0.012008i,-0.0059333+0.010596i,-0.0047682+0.0053528i,-0.0038786+0.00040726i,-0.003631-0.00182i,-0.0026345-0.002766i,-0.0022412-0.0046585i,-0.0025145-0.0054222i,-0.0030102-0.004581i,-0.0030119-0.0026981i,-0.0024904-0.0013448i,-0.0023494-0.00024405i,-0.0019897+0.0013273i,0.00018507+0.002381i,0.0026309+0.0013744i,0.0018354-0.00077224i,-0.0012964-0.0008025i,-0.0030677+0.0011853i,-0.0041209+0.0019179i,-0.0055613+0.0013969i,-0.0049976+0.001338i
-0.0049972+0.0011267i,-0.008566-0.001195i,-0.0086627-0.0089843i,-0.005901-0.013771i,-0.0037659-0.012247i,-0.0012236-0.0076708i,-0.0002747-0.0025567i,-0.00079002-0.0015455i,-0.00094917-0.0027919i,-0.0010762-0.0034747i,-0.0012588-0.0040644i,-0.0014229-0.0042874i,-0.00012648-0.0045273i,0.00071582-0.0046272i,0.00012613-0.0036481i,0.00020449-0.0026129i,-0.00034526-0.0027143i,-0.0033649-0.0030338i,-0.0056053-0.0026475i,-0.0038294-0.0018802i,-0.00085198-0.0019777i,0.00022706-0.0033174i,3.9398e-05-0.0034162i
9.9562e-05+0.00035692i,0.0036468-0.00027928i,0.006211+0.0048362i,0.0052706+0.010561i,0.0024182+0.011313i,0.0003086+0.008589i,0.00031957+0.0061985i,-0.00032079+0.0064599i,-0.0020098+0.0068605i,-0.0017165+0.0057973i,-0.00034033+0.0041148i,0.00093567+0.0030892i,0.0020726+0.0020308i,0.0020844+0.00091576i,0.0018236-0.00021937i,0.0011051-0.0016982i,-0.0002441-0.0023206i,-0.00034074-0.00091346i,0.0010411+0.00085097i,0.0015673+0.00187i,0.0015236+0.0031678i,0.0024287+0.004231i,0.0026223+0.0040552i
-5.4142e-05+0.001641i,-0.0017117+0.004035i,-0.0075918+0.0037493i,-0.0089357+0.0032079i,-0.0065751+0.003696i,-0.0032251+0.0027177i,0.00062758+0.00072055i,0.0020073-0.00028607i,0.001718-0.0010139i,0.0010312-0.0020225i,0.00037183-0.0028246i,1.3457e-05-0.0025136i,-0.00058933-0.0019365i,-0.0016187-0.0021317i,-0.0021646-0.001686i,-0.0034708-0.0007776i,-0.0034214+0.00039371i,-0.00053331+0.0026927i,0.0016616+0.0027987i,0.00094383+0.00019776i,-0.0012247-0.0021769i,-0.0023905-0.0019729i,-0.0015446-0.0010493i
-0.0044301-0.0021468i,-0.0026325-0.0041862i,0.0023296-0.0055521i,0.0068811-0.0039899i,0.0099581-0.0028118i,0.0095276-0.0013056i,0.0063045-0.00055694i,0.006238-0.0016098i,0.0080648-0.0018337i,0.0068169-0.0011397i,0.0047156-0.0020394i,0.0039924-0.0022911i,0.0024266-0.00086077i,0.00052065+0.00092996i,-0.00020966+0.0023768i,-0.00021951+0.002142i,0.00091488+0.0014401i,0.0017394-0.00030264i,0.0017288-0.0030863i,0.0026052-0.0031894i,0.0031943-0.0012662i,0.0036868+0.00015728i,0.0026996+0.0010955i
0.003052+0.00047279i,0.0045444+0.0025741i,0.0025924+0.0045939i,-0.00095167+0.004031i,-0.0019608+0.0021662i,-0.0021482+0.00052011i,-0.0013249+0.0003434i,0.00054516-0.00028609i,0.000685-0.0016524i,-0.0011647-0.0013861i,-0.0027634-1.5114e-05i,-0.0030543+0.00073413i,-0.0029686-0.00023182i,-0.0032484-0.0014315i,-0.0024647+0.0002128i,-0.00012135+0.0031428i,0.0022034+0.0031993i,0.0032222+0.00039967i,0.0020095-0.0014907i,-8.9928e-05-0.0010238i,-0.0011454-0.0004564i,-0.0016325-0.00045624i,-0.0015054-0.00071784i
-0.00074224+0.0032083i,-0.002429+0.0014283i,-0.0032654-0.0020043i,-0.003548-0.0058449i,-0.0043705-0.0072032i,-0.0029285-0.0056002i,-9.6494e-05-0.0037044i,0.00035488-0.003921i,-0.00086879-0.0055275i,-0.00055553-0.0058512i,0.00019874-0.0052792i,-0.000213-0.0046877i,0.00024017-0.004153i,0.0016627-0.0036733i,0.0024165-0.0038205i,0.0019673-0.0036408i,0.000635-0.0033333i,-0.0016461-0.0032067i,-0.0033999-0.0026217i,-0.002899-0.0023667i,-0.0013215-0.0028505i,0.0001694-0.0036007i,0.00015029-0.0021598i
-0.00037209-0.0033055i,0.0021177-0.0028612i,0.00524-0.00086107i,0.0053227+0.0037146i,0.0039647+0.0057131i,0.001915+0.0056223i,0.00097586+0.0048164i,0.00027282+0.0039791i,-0.00034503+0.004378i,-0.00073284+0.0042747i,-0.00051147+0.0030986i,5.1898e-05+0.002057i,0.00024562+0.00080482i,0.00038216-0.00096449i,0.0003741-0.0017787i,0.00043951-0.0027723i,-0.00019816-0.0036808i,-0.0023174-0.0025134i,-0.0029863-0.00010292i,-0.0010356+0.0018718i,-9.404e-05+0.0028561i,-0.0011085+0.0031214i,-0.0020682+0.0022722i
0.0012984-0.00075674i,0.0014072+0.0011171i,-0.0015161-0.00011696i,-0.0030263-0.00092737i,-0.0023274+0.0001804i,-0.00086505+0.0012602i,0.00055319+0.0013769i,0.0011632+0.0020242i,0.0014361+0.0023392i,0.00092886+0.00040117i,-0.00033039-0.00085424i,-0.00084834+0.00055474i,0.00014189+0.0013112i,0.00069351+0.00028124i,-0.00028972-0.00041998i,-0.0022871+0.0004104i,-0.003377+0.0017618i,-0.0025513+0.002555i,-0.00074731+0.0026244i,0.00076617+0.00051918i,0.00039642-0.0019802i,-0.00069846-0.0025273i,9.9338e-05-0.0013221i
