-0.0022109+8.8647e-05i,-0.0020511-0.0010635i,-0.0015124-0.0010121i,-0.0014937-5.2184e-05i,-0.0010501-6.3907e-05i,-0.00016508-0.00011159i,7.7922e-06+0.00053177i,0.00045289+0.0010363i,0.0012475+0.00026874i,0.00046792-0.00064221i,0.00024224-0.001041i,0.00039984-0.0012897i,3.3576e-05-0.0011481i,5.4398e-05-0.00084652i,-9.3484e-06-0.00072025i,-0.00046742-0.0006303i,-0.0005337-0.00039118i,7.9679e-05-0.00021914i,0.00079394-5.9147e-05i,0.00034698-0.00026825i,-0.00054256-0.00010716i,-0.0013755+0.00052433i,-0.00085778+0.00036237i
-0.0013869+0.0011244i,-0.0017128+0.0010955i,-0.0012969+0.001849i,0.00012072+0.0017619i,0.0012074+0.00094404i,0.0013588+1.1179e-05i,0.00036656-0.00023929i,-0.00089494+0.00054926i,-0.0022057+0.0011185i,-0.0031261+0.00098967i,-0.0032204+0.00026811i,-0.0024969+0.00015679i,-0.0015066+0.00091182i,-0.0002152+0.0020479i,0.00042256+0.0026087i,6.8209e-05+0.0022635i,-0.00010832+0.0014777i,0.00060292+0.00094768i,0.0013082+0.00051467i,0.00056158-0.00059961i,-0.00014818-0.00045984i,-0.00024028+0.00041773i,-0.00067528-0.00028776i
0.00077038-0.00031209i,0.00026167-0.002205i,-0.0011294-0.0030512i,-0.0020831-0.0023325i,-0.0021139-0.00076354i,-0.0011077+0.00044212i,-0.00037144+0.0011438i,0.0002705+0.0023909i,0.001164+0.0035913i,0.00053878+0.0029596i,-0.0010887+0.0020252i,-0.0018646+0.0024625i,-0.0017056+0.00219i,-0.0020004+0.0021165i,-0.0019884+0.0020566i,-0.0014379+0.0011228i,-0.0011938+0.0013107i,-0.00080547+0.0023793i,-0.00016707+0.0023526i,8.5987e-05+0.0012698i,-0.0002182+0.0003846i,-0.00093009+2.4474e-05i,-0.0012887-2.184e-05i
-0.00095615+0.00034146i,-0.00068341+0.00065762i,-0.0009006+0.0028632i,0.00010882+0.0028513i,0.0022263+0.0013316i,0.0025932+0.00091626i,0.0022181+0.00055103i,0.0033004+0.00054431i,0.0037297+0.00082719i,0.0033503+0.00032842i,0.0024708-0.00074355i,0.00033646-0.0010146i,-0.0014438-0.00093922i,-0.0021936-0.00068107i,-0.0021583-0.0010428i,-0.0018029-0.0012368i,-0.001521-0.00037757i,-0.0011034+0.00038888i,-0.00012896+0.0015967i,0.00052416+0.0013568i,0.00025522-0.00010611i,-0.00018237-0.00090829i,-0.00025392-0.00083938i
0.0039514+0.00023778i,0.0039385+0.00052889i,0.0020445-0.0014351i,-4.6874e-05-0.0016078i,-0.00020991+0.00027466i,0.0012962+0.00048413i,0.0020398-0.0012816i,0.0017569-0.0036476i,0.0014317-0.0042375i,0.0012685-0.0036417i,0.0010122-0.0027836i,7.48e-05-0.0018717i,-0.0010241-0.003091i,-0.0017795-0.0036874i,-0.0017903-0.0020953i,-0.0011752-0.0021419i,-0.00069175-0.0020871i,-0.00028707-0.00080469i,0.00038482+0.0005234i,0.00041521+0.0014491i,0.00051632+0.00041534i,0.000394-0.00082655i,-0.00028837-0.00027652i
-0.0019653+0.0030432i,-0.002627+0.0030956i,-0.00021887+0.0029905i,0.0020627+0.0019455i,0.002419+0.00016473i,0.0011345-0.0004339i,-0.00091666-0.00036604i,-0.0030959-0.00079008i,-0.0039835-0.0010158i,-0.0027959-0.0010507i,-0.0012496-0.00063385i,-0.00059356-0.00054932i,-8.6141e-05-0.0021578i,-8.0173e-05-0.0039352i,0.00041998-0.0038382i,0.00056484-0.0025364i,-0.00085121-0.0016924i,-0.0016631-0.0015022i,-0.0014733-0.00035142i,-0.00030975+0.00078307i,0.00072019+0.00018889i,0.0013098-0.00065768i,0.0015417+4.0516e-05i
-0.0038417-6.68e-05i,-0.0038256-0.0011663i,-0.0029557-0.0005609i,-0.0019846+0.00045249i,-0.0010912+0.0011934i,0.00020841+0.0016707i,0.00038068+0.0020846i,-0.00053979+0.0028711i,-0.0024505+0.0040442i,-0.0030718+0.0031064i,-0.0012103+0.0010064i,0.00083956+0.0009769i,0.0026073+0.00025516i,0.0033894-0.00099858i,0.0035803-0.0006432i,0.0026452-0.00065622i,0.0011828-0.0013533i,3.9207e-05-0.00095408i,-0.00059289+1.5622e-05i,-0.00043524+0.00065859i,0.00027347+0.00055468i,0.00058373-0.00033945i,0.00055039-0.00064084i
-0.0038006-0.0036143i,-0.003473-0.0042157i,-0.0017734-0.0028843i,0.00031614-0.0017091i,0.0011179-0.00045589i,0.00199+0.00076166i,0.0029242+0.0014223i,0.0031103+0.0024179i,0.0023023+0.0030117i,0.0019896+0.0026121i,0.0026385+0.0016746i,0.0027835+0.0016352i,0.0023009+0.0016779i,0.0025322+0.00038278i,0.0030737-0.00030854i,0.0026808+0.00030802i,0.001698+9.6991e-05i,0.00085857-0.00028697i,-6.8422e-05-0.00059567i,-0.0010842-0.00099565i,-0.00077126-0.00033227i,0.00051533+3.7707e-06i,0.00075454-0.00015545i
0.0032855-0.00068073i,0.003605-0.00069915i,0.0032988-0.00039633i,0.0026008-0.00080948i,0.0012044-0.0012943i,0.0012934-0.0009131i,0.0027364-0.0010656i,0.0032137-0.0022329i,0.0034308-0.0022887i,0.0026344-0.0018627i,0.0014541-0.001598i,0.0017691+0.00025686i,0.0026334+0.002123i,0.0024306+0.0019607i,0.0013349+0.001668i,0.001319+0.0019574i,0.0019143+0.00046098i,0.0015191-0.0016695i,0.00033328-0.0016692i,-0.00078112-0.00025651i,-0.00018089+0.00063197i,0.00060869+0.00090058i,0.00028573+0.00093656i
0.0027578-0.0023173i,0.0010021-0.0037732i,-0.00072026-0.0028824i,0.00097252+0.00099556i,0.0038636+0.002167i,0.0037637+2.2449e-05i,0.0022052-0.0020787i,0.00043804-0.0034403i,-0.0011232-0.0033911i,-0.0010735-0.0026991i,-0.00057004-0.0016701i,-0.00029615+0.0001053i,0.00054566+0.0016072i,0.00033125+0.0017889i,-0.0011691+0.0013195i,-0.0014913+0.0016724i,-8.1394e-05+0.0015725i,0.00069787+0.00064856i,0.00051024-0.00036059i,-3.8697e-05-0.00085322i,-0.00049547-0.00065561i,4.8945e-05-6.6335e-05i,-6.7666e-05+0.00018325i
8.2693e-05+0.0063454i,-0.00035375+0.0075033i,-0.00072154+0.0067442i,-0.00067183+0.0043436i,-0.00017339+0.0010994i,-0.0004896-0.00098738i,-0.0020572-0.00086805i,-0.0038368+0.00044991i,-0.0047032+0.0016678i,-0.0046557+0.0017848i,-0.0025955+0.0015882i,-0.00072509+0.0021115i,-0.0019452+0.0031287i,-0.002918+0.0028546i,-0.002304+0.001619i,-0.0021184+0.00023568i,-0.0010155-0.00015115i,0.0007031+0.00035315i,0.0014649+3.1362e-05i,0.0010126-0.000586i,-3.8705e-05-0.00090985i,-0.00081779-0.00098069i,-0.00095304-0.00054334i
-0.0034902+0.0037905i,-0.0028885+0.0020774i,-0.0017752+0.00017636i,-0.00089938+0.00095974i,0.0010904+0.001544i,0.0015202+0.0011183i,6.0719e-05+0.001748i,-0.00045646+0.0038173i,-0.00066036+0.0046982i,0.00030535+0.0037353i,0.00051401+0.0021687i,-0.00026048+0.0013545i,-0.0013835+0.00047872i,-0.0019306-0.00099207i,-0.0016102-0.0019952i,-0.0016762-0.002004i,-0.00063212-0.00029886i,0.00096278+0.0020008i,0.0016698+0.0017377i,0.001247+0.00027108i,0.00022252-0.00039238i,-0.00042835-0.00039821i,-0.00054328+5.8396e-05i
-0.0082519-0.0040394i,-0.0080094-0.0030357i,-0.0056331-0.00099933i,-0.0027264+0.0019448i,-2.2273e-05+0.0045307i,0.0019895+0.0043216i,0.0026994+0.0024227i,0.0038915+0.0011929i,0.0045642+0.0010113i,0.0040587+0.00086429i,0.0026489+0.00047767i,0.0007906-0.00073805i,0.00021877-0.0023691i,0.00085585-0.0027386i,0.0017004-0.0023794i,0.002084-0.00081705i,0.00091506+0.0011116i,-0.00037691+0.0018732i,0.00051508+0.0021277i,0.00081055+0.0014144i,0.00030829+6.684e-05i,9.3699e-05-0.0016161i,-0.00013982-0.0019906i
0.0013455-0.0064913i,-0.00023889-0.0078369i,-0.0010823-0.0071668i,-0.0011094-0.0046748i,0.00095387-0.0018954i,0.0036038-0.00038991i,0.0045406-0.00069441i,0.0034427-0.0027126i,0.0018095-0.0039076i,0.00022624-0.0038331i,-0.0012029-0.0029594i,-0.001399-0.001822i,-0.0010452-0.0015801i,-0.00013527-0.0022041i,0.001714-0.0016034i,0.0030127-0.00041874i,0.001272+0.00019939i,-0.0011269+0.00066177i,-0.00078424+0.00096239i,0.00042706+0.0016648i,0.00058546+0.001892i,0.00019416+0.0011i,-0.00031079-0.00025865i
0.0014636-0.0047747i,0.00082028-0.0049094i,-0.0015292-0.0027589i,-0.0012479-7.5767e-05i,0.00046084+0.00043507i,0.0012951-0.0010403i,0.00051507-0.0022855i,-0.0013484-0.0033101i,-0.0026004-0.0028102i,-0.0026305-0.0013239i,-0.0020241-0.00090938i,-0.0011943-0.001189i,-0.00034755-0.0017833i,0.00083424-0.0017691i,0.0020939-0.00031566i,0.0022939+0.00079639i,0.00038711-0.00017741i,-0.0021556-0.00081868i,-0.0024636+0.00014383i,-0.0013422+0.00079558i,0.00017067+0.00027907i,0.00099706-0.00050433i,0.0010811-2.563e-05i
0.0071916+0.0015868i,0.0065821-0.0010497i,0.0038203-0.0026635i,0.0021264-0.0024313i,0.00036688-0.0021238i,-0.0019704-0.0022017i,-0.0039576-0.0010005i,-0.0045499+0.00087966i,-0.0029606+0.0025289i,-0.0018619+0.0031684i,-0.00182+0.0018348i,-0.00075671-0.00107i,0.00065078-0.0012601i,0.0012013+0.0005135i,0.0008926+0.0016809i,0.00048862+0.0019524i,3.6007e-05+0.0012184i,-0.0012318+0.00029188i,-0.0022482-0.00011271i,-0.0016583-7.9706e-05i,-0.00047084-0.00033346i,0.00089833-0.00042564i,0.0018548-0.00075278i
0.00084316+0.0033436i,0.0018304+0.0028825i,0.0011436+0.0019094i,0.00064735+0.0028267i,0.0016878+0.0047977i,0.0024627+0.0044051i,0.0015845+0.0039808i,0.00086759+0.0042091i,0.00085163+0.0030383i,0.0010144+0.0018158i,0.0020159+0.00088843i,0.0035451-0.0001153i,0.0038868-0.0001669i,0.0022092+0.00066203i,-0.00057238+0.0014444i,-0.0015434+0.0019835i,-0.0013211+0.00076075i,-0.0013962-0.0011323i,-0.0012771-0.001627i,-0.0010458-0.00089365i,-0.00054755+0.00013463i,-0.00012399+0.00014728i,-4.2549e-05+0.0001162i
-0.0031137+0.0058348i,-0.0033643+0.0071209i,-0.0019445+0.0060926i,-0.00078751+0.0028287i,0.0003971+0.00099832i,0.0024067+0.00024448i,0.0039893+0.00013009i,0.0038462+0.00083158i,0.0029574+8.4319e-05i,0.0023265-0.0012955i,0.0017468-0.001544i,0.0024958-0.00066604i,0.0033088-0.00014165i,0.0014686-3.8131e-05i,-0.00094276-0.00025309i,-0.0014909-0.00103i,-0.00085719-0.0015235i,0.00035264-0.0021554i,0.00098305-0.0021031i,0.00098293-0.0012752i,0.0011324-0.00026022i,0.00075179+0.00020013i,-0.00019973+0.00040358i
-0.0024561-0.0013872i,-0.0014232-0.0024026i,-0.0002343-0.0017678i,0.00021479-0.00075806i,0.0021551+0.00087587i,0.004624+0.0010298i,0.003481-0.0011432i,0.00097643-0.0023169i,0.00081675-0.0022448i,0.0018248-0.0019436i,0.0029878-0.0013108i,0.0031809+0.00045086i,0.0015984+0.001456i,-0.00038416-0.00040945i,-0.0019536-0.0031583i,-0.0019647-0.0043211i,-0.00042551-0.0034154i,0.002386-0.0021376i,0.002836-0.0009244i,0.0008236-0.00012883i,-0.00024552+0.00016094i,0.00016474+6.844e-05i,5.096e-05+0.00023204i
-0.0016726-0.0045171i,-0.0027222-0.002631i,-0.001615-0.00097787i,-0.00048215-0.0006607i,-0.00015744-0.0014738i,-6.8484e-05-0.0011962i,0.00011976-0.0013905i,-0.00053616-0.002075i,-0.0011673-0.001348i,-0.00027965+0.00030025i,9.4425e-05+0.002676i,-0.00037595+0.0036536i,2.1105e-05+0.0027174i,0.00047418+0.0006139i,0.00054156-0.0020352i,0.0014957-0.0030973i,0.0032325-0.0014489i,0.0043872+0.00087934i,0.0041348+0.0018844i,0.0027331+0.001665i,0.0016565+0.00090556i,0.00066509-4.2993e-05i,4.8102e-05-0.0002282i
0.0010632-0.00010906i,8.1822e-05+0.00021621i,-0.00093079+0.00079786i,-0.00023317+0.0015132i,0.0006338+0.0020478i,0.00034951+0.0012006i,-0.000971-4.7277e-05i,-0.0021433+0.00025745i,-0.001514+0.0013866i,-0.00021179+0.0025566i,-0.00046682+0.0044563i,-0.0016826+0.0038057i,-0.0012372+0.0014153i,0.0012278-0.0006538i,0.0036042-0.0022602i,0.004157-0.002135i,0.0032322+0.00042914i,0.0024986+0.0028904i,0.0013025+0.0028777i,-8.4283e-05+0.0014538i,9.5983e-05+0.00065041i,0.00016217+0.00028731i,-0.00052709-0.00045895i
-0.0016948-0.00024537i,-0.0019967-0.001469i,-0.0024477+0.00081524i,-0.0018622+0.0035438i,0.00078388+0.0030342i,0.0023368-7.2166e-05i,0.001037+0.00014974i,-0.00049751+0.0023214i,-0.0010467+0.0028276i,-0.0011079+0.0026625i,-0.0014705+0.0023409i,-0.0015958+0.0012763i,-0.00087985+0.00010506i,0.001414-0.00054784i,0.0039699-0.00061284i,0.0044616+0.00033481i,0.0027435+0.0017447i,0.00065233+0.0029126i,-6.892e-05+0.0031291i,-0.00047136+0.0019747i,-0.0005697+0.00134i,0.00012722+0.00098361i,-6.2713e-05+0.00012756i
-0.0047803+0.007406i,-0.0041843+0.0062272i,-0.00189+0.0075879i,0.0020767+0.007382i,0.0077232+0.0044669i,0.0097464-0.00025001i,0.0070571-0.0013539i,0.0044821+0.001215i,0.0019639+0.0028362i,0.00012985+0.0016348i,-0.0014162-0.0011296i,-0.0020384-0.0039958i,-0.0012523-0.0048925i,-0.0004554-0.00325i,0.00033845-0.0013762i,0.00071199+0.0006028i,-0.00030248+0.0029951i,-0.0025055+0.0042839i,-0.0038401+0.0032606i,-0.0032791+0.00072127i,-0.0015548-0.0004008i,0.00049505+0.00022591i,0.0013347-0.00030072i
0.016585-0.016882i,0.012268-0.02099i,0.003005-0.028178i,-0.0071876-0.021553i,-0.014346-0.0097322i,-0.012023+0.002063i,-0.0021377+0.0041967i,0.0039367+0.00052054i,0.003636-0.003039i,-0.0033789-0.0051314i,-0.0076227-0.0028785i,-0.0051468+0.00042625i,-0.0031241+0.0046085i,-0.0038581+0.010687i,-0.0049562+0.013822i,-0.0041314+0.010375i,-0.0035691+0.0041917i,-0.0038405+0.0017503i,-0.0021623+0.0021329i,0.00073169+0.00079965i,0.0011536-0.0015783i,-0.0014636-0.0023024i,-0.0028234-0.0014068i
0.0049127-0.0033099i,0.0044183-0.0042769i,0.0028206-0.0043758i,0.0015383-0.0028663i,0.0011987-0.00070837i,0.0024805+0.0021278i,0.0039485+0.0010796i,0.0014365-0.002932i,-0.00054487-0.0051329i,-0.00080026-0.0047766i,-0.0015265-0.0031364i,-0.00079604-0.0018632i,-7.4392e-05-0.00098851i,-0.0022795+0.0012543i,-0.0044058+0.0027746i,-0.0052539+0.0018397i,-0.0055282-0.00019957i,-0.0045968-0.0015497i,-0.0020176-0.00099539i,0.00065723+0.00046503i,0.0013406+0.00025626i,0.0010682-0.00061955i,0.00023575-0.00055336i
0.0043888-0.0037569i,0.0018672-0.0058454i,-0.0012287-0.0071405i,-0.0031049-0.005749i,-0.0043947-0.0038474i,-0.0060817-0.0014705i,-0.0068543+0.0015005i,-0.005769+0.0031369i,-0.0038631+0.0023107i,-0.0014302+0.0012701i,0.0014176+0.00083574i,0.0043165+0.00058324i,0.0043405+6.9686e-05i,0.00066631-0.00096679i,-0.0019053-0.0015416i,-0.0031162-0.00286i,-0.0034599-0.0045396i,-0.0019665-0.004709i,-0.0001467-0.0033083i,0.00086605-0.0015727i,0.00067314-0.00066447i,-8.1469e-05-3.5872e-05i,-0.00034459+0.00029162i
0.0017551+0.0015798i,0.00019041+0.00014111i,-0.00067896-0.00059469i,0.00024316-0.00072833i,0.0012152+0.00061289i,0.0013383+0.0040623i,0.002494+0.0064034i,0.0023854+0.007249i,0.0020851+0.0055437i,0.0025368+0.0027528i,0.0040507+0.0012925i,0.0059243+0.0016021i,0.0051793+0.0017941i,0.0020982+0.00071247i,-0.0003172-0.00070323i,-0.00075647-0.002718i,0.00027469-0.0052021i,0.0022525-0.0053833i,0.0025886-0.0033381i,0.0018288-0.0014706i,0.0013908-0.00040148i,0.00056652-0.00042271i,-0.00027403-0.00046038i
0.00074112-0.0017892i,0.0015394-0.0015794i,0.00058568-0.0015122i,-0.0009926+0.00073103i,-0.001318+0.0028303i,0.0010095+0.0026243i,0.004483+0.00063079i,0.0060489-0.00027267i,0.0055061+0.00063666i,0.0037549+0.0022506i,0.0020576+0.003612i,0.00075175+0.0037676i,0.0017137+0.0029433i,0.003158+0.0011604i,0.0043489-0.0017761i,0.0050494-0.0040847i,0.005387-0.0042569i,0.0058359-0.0028622i,0.0040264-0.0012591i,0.0012665-0.00062102i,0.00037384-3.2741e-05i,0.00027529-5.4606e-05i,-0.00086585-9.372e-05i
-0.00012601-0.0037672i,-0.0017768-0.0043333i,-0.00087532-0.0037742i,0.00090425-0.002702i,0.0016076-0.0016633i,0.00098177-0.00076627i,0.00081583-0.0029234i,0.0011203-0.0052925i,0.0008511-0.0046214i,-0.000302-0.001294i,-0.0026857+0.0027297i,-0.0040186+0.0056571i,-0.0030411+0.005916i,-0.00053252+0.0045204i,0.0026933+0.002126i,0.0050632-0.00028069i,0.0066321-0.00044787i,0.0071747+0.0012119i,0.0055364+0.0023065i,0.0030253+0.0017313i,0.0011733+0.00061958i,0.00055912-6.9323e-05i,-0.00056722-0.00053861i
0.0016356-0.00016965i,0.0007573+0.00034504i,-0.00067813+0.0014668i,-0.00066012+0.00039327i,0.00045488-0.0019044i,-0.00054988-0.0024839i,-0.0037391-0.0025844i,-0.0064996-0.0024574i,-0.0062221-0.001784i,-0.0044002-0.00024767i,-0.0040676+0.0021289i,-0.0041719+0.0031212i,-0.0025971+0.0026813i,0.00049866+0.0025057i,0.0026561+0.001693i,0.0037174+0.0017496i,0.0043657+0.0036286i,0.0040441+0.0051125i,0.0026293+0.0041142i,0.0016414+0.0014916i,0.001009+7.5477e-05i,0.00087817+0.00034725i,0.00023894+0.0007175i
0.0050653-0.0040055i,0.0052588-0.0059842i,0.0032499-0.0058273i,0.0011378-0.0025657i,0.0012531+0.00056611i,0.0015756+0.0024272i,0.00060041+0.0051488i,-0.00086346+0.0068978i,-0.0028625+0.005553i,-0.0040189+0.0021982i,-0.0042366-0.0019606i,-0.0038658-0.0040412i,-0.0026774-0.0022871i,-0.00092295+0.0017929i,1.0971e-05+0.0049411i,0.0002612+0.0058284i,0.00041002+0.0068013i,0.00086003+0.0074021i,0.00033506+0.0057471i,-0.00070532+0.0025056i,-0.00052586-0.00039254i,-0.00032738-0.0016218i,-0.0001908-0.001292i
0.00061256+0.0030936i,-0.00077731+0.0020464i,-0.0020793+0.00045459i,-0.0018864+0.00029233i,-0.0010032+0.0004481i,0.00027188+0.000231i,0.0029648+0.0012161i,0.0055564+0.002521i,0.0048607+0.0022744i,0.0016457-0.00077405i,-0.00059113-0.0048i,-0.0020233-0.0061831i,-0.0030566-0.003467i,-0.0029572+0.00011391i,-0.0024846+0.001939i,-0.0023734+0.0037658i,-0.0032761+0.0062778i,-0.0049138+0.0067583i,-0.0048192+0.0044769i,-0.0023333+0.001239i,-0.0012779-0.00079654i,-0.00080625-0.0011347i,-0.0008007-0.00086679i
-0.0022732-0.0024638i,-0.0033894-0.0028015i,-0.0044866-0.0018352i,-0.0049662+0.00067179i,-0.0022868+0.0025972i,0.0024855+0.002033i,0.0051442-0.0014786i,0.0047744-0.0046888i,0.0041242-0.0058961i,0.0039569-0.0049081i,0.0035337-0.0034676i,0.0026543-0.0033264i,0.00040191-0.0024448i,-0.0024289-0.0011783i,-0.0035813+0.00025397i,-0.0043703+0.0012553i,-0.0061983+0.0011229i,-0.0068048+0.0012512i,-0.0049803+0.0017119i,-0.0017218+0.0015351i,0.00013919+0.00087599i,0.00055995+0.00019321i,0.00031733-0.00062574i
-0.00089037-0.0039862i,-0.0011427-0.0038273i,-0.0004458-0.0017775i,0.0011577+0.00060557i,0.0014+0.0018653i,0.0013325+0.0014086i,-0.00017097-0.00049429i,-0.0023802-0.002738i,-0.0024535-0.0034557i,0.00071673-0.0024071i,0.0049814-0.0012483i,0.0064773-0.00056934i,0.0043793-0.00086853i,0.00048793-0.0026434i,-0.0022652-0.0035136i,-0.0041277-0.0044441i,-0.0063247-0.0058384i,-0.0066696-0.0051171i,-0.0040264-0.0029896i,-0.00075945-0.0016373i,0.001157-0.00055799i,0.0017904+0.00050716i,0.0019302+0.00073645i
0.0027073-0.0031419i,0.0019761-0.0018634i,0.00023944-0.0014312i,0.00014043-0.0034161i,0.0014475-0.0044006i,0.0016579-0.0024678i,-0.00034072+0.00012878i,-0.0035262+0.0016836i,-0.003554+0.0024195i,5.477e-05+0.0025037i,0.003329+0.002202i,0.0050819+0.0013227i,0.0043088-0.00012548i,0.0027718-0.0016357i,0.0011815-0.0027552i,-0.0009227-0.0037892i,-0.0033952-0.0061852i,-0.0046317-0.0075726i,-0.0032282-0.005051i,-0.0011175-0.00080751i,0.00054428+0.0013056i,0.0010888+0.0012078i,0.00069801+0.00029483i
0.0020921-0.00014187i,0.0005829-0.0023683i,-0.001579-0.0033298i,-0.0022771-0.0020582i,-0.00082736-0.0015092i,0.0013655-0.00043633i,0.0021374+0.0017859i,0.0024043+0.0042645i,0.0025961+0.0055119i,0.0013951+0.0058889i,-0.00043878+0.0064046i,-0.00080333+0.0057946i,0.00052326+0.0037344i,0.0021944+0.0001078i,0.0033887-0.0028292i,0.0035782-0.0052527i,0.0033434-0.0080136i,0.0023233-0.0087925i,0.00086395-0.006853i,0.00034791-0.0036875i,-0.00026322-0.00075636i,-0.0001568+0.0010174i,0.00046439+0.00094267i
-0.00043267+0.00063174i,-0.0012848+0.0012268i,-0.0023171+0.0015525i,-0.0027479+0.0028303i,-0.0024577+0.0039637i,-0.0018811+0.0038379i,0.0011687+0.0016323i,0.0039362-0.00096486i,0.0032889-0.0014648i,-1.2866e-05+0.0016552i,-0.0029725+0.0055555i,-0.0026556+0.0067781i,-0.00037006+0.0049357i,0.0021865+0.0020824i,0.0043225+0.00063478i,0.0058724-0.00069501i,0.0076516-0.0024717i,0.0083764-0.0048578i,0.0065406-0.0053725i,0.0024323-0.0021191i,-0.00013958+0.00025469i,-0.00063127+7.0578e-05i,-0.00057383+0.00031621i
-0.0005852-0.0029989i,0.0015298-0.0056602i,0.0024237-0.0052445i,0.0025781-0.0018031i,0.0033468+0.0010771i,0.0041332+0.0018356i,0.0036922+0.00021197i,0.0019019-0.0028239i,-0.00062573-0.004405i,-0.0031764-0.0035968i,-0.0051355-0.0019336i,-0.0045477-0.00023775i,-0.0016375+0.0012823i,0.0013229+0.0012311i,0.0038004+0.00093281i,0.0061627+0.00091564i,0.0085386+0.00094409i,0.0097513+0.00050225i,0.007485-0.0010019i,0.0031907-0.001691i,0.0015171-0.0012403i,0.00044042-0.00043236i,-0.00082883+0.00022541i
0.00052981-0.0034287i,0.00035144-0.00087728i,7.2653e-05+0.00058954i,0.0013583-6.4878e-06i,0.0040374-0.00079177i,0.0041853-0.00076032i,0.0011893-0.0011052i,-0.002766-0.0014654i,-0.0045928-0.0014201i,-0.0038417-0.0029084i,-0.003596-0.0048425i,-0.0036086-0.003726i,-0.0024178-0.00033925i,-0.00047675+0.0025289i,0.0012321+0.004395i,0.0023276+0.0066342i,0.0047231+0.008431i,0.0066324+0.0076414i,0.0061784+0.0046257i,0.0037547+0.0020193i,0.00047798+0.00037852i,-0.0011109-0.00011634i,-0.0015774+0.00017273i
0.0031593-0.00078074i,0.0028812-0.0013731i,0.0013056-0.0012271i,0.00043388-0.00014877i,0.0016094-0.0011204i,0.0026315-0.0028814i,0.0018331-0.0019545i,0.0011364+0.00097869i,0.0019188+0.0017005i,0.0021557-0.0007038i,0.0013121-0.0037947i,0.00048447-0.0042895i,0.00058649-0.0015027i,0.0013411+0.0012979i,0.00093822+0.0029344i,-0.00018008+0.004391i,0.00027431+0.0067053i,0.0023602+0.0082915i,0.0044613+0.0072888i,0.0044413+0.004605i,0.0020441+0.0013728i,-6.5372e-05-0.0007828i,-0.0010818-0.00084358i
-0.00071056-0.00074299i,-0.0034657-0.0029883i,-0.0050835-0.0029095i,-0.0055723-0.00063874i,-0.0056349+0.0011325i,-0.0042064+0.0015048i,-0.0010749+0.0015451i,0.0025275+0.0017415i,0.0049448+0.00040529i,0.0060154-0.0013624i,0.0069713-0.002265i,0.0062552-0.0022506i,0.0032795-0.00051301i,0.00061899+0.0015875i,-0.0024849+0.0034548i,-0.0053561+0.0053974i,-0.0059631+0.0076958i,-0.0041126+0.0093182i,-0.0013499+0.008526i,-7.1829e-05+0.0056235i,-3.2916e-06+0.0017785i,-0.00012473-0.00032857i,-0.00059403-0.0010266i
-0.0023595+0.0020042i,-0.0019925+0.0039749i,-0.0013656+0.0051654i,-0.0016+0.0056072i,-0.0019786+0.0058444i,-0.00037177+0.005475i,0.0012083+0.0034311i,0.0017127+0.00059813i,0.0013957-0.00058164i,0.0023947+0.00053583i,0.0047658+0.0022125i,0.0051234+0.002092i,0.0026403+0.0010994i,-0.00041541+0.00094779i,-0.0019677-0.00011545i,-0.0042046-0.0021326i,-0.0069275-0.00071673i,-0.0080795+0.0036743i,-0.0070008+0.0062286i,-0.0032414+0.0048687i,7.2465e-05+0.0028028i,0.00083076+0.0012963i,0.00084482+0.00024259i
0.0024015-0.0046006i,0.0043037-0.0066942i,0.0035982-0.0070463i,0.0039021-0.0025323i,0.0047358+0.003703i,0.0058571+0.0050715i,0.0048486+0.0024929i,0.0015304+0.00058062i,-0.00046117+0.0016654i,3.8201e-06+0.0048787i,0.00014278+0.0067958i,-0.00092727+0.0058382i,-0.0010399+0.0034701i,-0.00087661+0.0012017i,-0.0022056-0.0011199i,-0.0044547-0.0030918i,-0.0079213-0.0034827i,-0.01048-0.0019843i,-0.0094609+0.00033146i,-0.0063946+0.00094731i,-0.003727+0.0003992i,-0.0017155+4.8614e-05i,-6.3959e-05-0.00012187i
0.0012146-0.0041504i,-0.0016445-0.0044577i,-0.0030979-0.0046876i,-0.0015171-0.0048332i,0.00060515-0.0043238i,0.0019434-0.0032837i,0.0029864-0.0019168i,0.0016205-0.00020692i,-0.00010824+0.0014681i,-0.0012775+0.0042027i,-0.0031533+0.0070524i,-0.0039741+0.0067167i,-0.0032449+0.0039404i,-0.0020738+0.00047447i,-0.00048783-0.0032047i,0.00089106-0.006645i,-0.00041989-0.0085386i,-0.0046346-0.0077613i,-0.0066532-0.0044066i,-0.0048196-0.00044627i,-0.0024818+0.0014731i,-0.001241+0.0017208i,0.00016387+0.0012163i
0.0037201-0.00022215i,0.003306+0.00103i,0.00030959+0.00034336i,-0.0028502-0.00053686i,-0.0030038-0.0013624i,-0.00096547-0.0020628i,-0.00049205-0.0029438i,-0.00093371-0.0034794i,-0.0015464-0.002567i,-0.0029633-0.00097337i,-0.0041059+0.00011219i,-0.0030963+0.00036762i,-0.0010697-0.0010419i,-0.00016388-0.0018575i,0.0013853-0.0014859i,0.0037537-0.0034762i,0.0031616-0.0072129i,-8.3606e-05-0.0096935i,-0.002445-0.0093683i,-0.0036431-0.0071497i,-0.0026563-0.0038213i,-0.0013331-0.0014143i,-0.00088338-0.00052969i
