-0.003207+0.00018381i,-0.0024292-0.00056363i,-0.0037987-6.3141e-05i,-0.0029138+0.00083675i,-0.001157+0.00096386i,-0.00040387+0.00030813i,-0.00013424+0.00023446i,-0.00010493+0.00038759i,4.9826e-05+0.00047816i,0.00024416+0.00010898i,0.00013208+0.00029065i,-0.00033911+0.00057025i,0.00020929+0.00067241i,0.00053123+0.0010316i,-0.00026609+0.00093908i,-0.0009086+0.0015602i,-0.00022466+0.0016382i,0.0008142+0.0004782i,0.0011478-0.00028988i,0.0012038+0.000346i,0.00055291+0.00027081i,-7.0662e-05-0.00061616i,-0.00027711+8.6447e-05i
-0.0045409+0.0044733i,-0.0049357+0.0055465i,-0.0023891+0.0051647i,0.00055032+0.0034511i,0.0024779+0.00035685i,0.0034925-0.0026734i,0.0043756-0.0041411i,0.0045702-0.0044149i,0.0024603-0.0035098i,-0.00016365-0.0032382i,-0.0012197-0.0035496i,-0.0003907-0.002589i,0.00065175-0.00098622i,0.00027741-0.00014799i,-0.00092011-0.0004796i,-0.0014254-0.00062245i,-0.0012935-0.00078586i,-0.0011766-0.00089329i,-0.0012509-0.00042989i,-0.001208+0.00078373i,4.5446e-05+0.0020629i,0.0011178+0.0023628i,0.0014978+0.0017439i
0.00096403-0.00095491i,-2.7566e-05-0.0024205i,-0.0015891-0.0011818i,-0.0017689+0.00052902i,0.0010376-0.00020265i,0.0042987-0.001998i,0.0063317-0.0025515i,0.0061282-0.0021595i,0.0036303-0.0019962i,0.00134-0.0020774i,-0.00032641-0.0011511i,-0.001699-0.00036673i,-0.0011935-0.00082748i,0.00026683-0.0014982i,0.0013797-0.0022014i,0.0012058-0.0022123i,0.00018278-0.0022161i,-0.00021206-0.0031893i,0.00066775-0.003188i,0.00061343-0.0013002i,-0.0006489+0.00038642i,-0.00038733+0.0006516i,0.0009235+0.00081799i
0.0032905-0.0028342i,0.0037388-0.0032716i,0.003276-0.0038448i,0.0026746-0.0025071i,0.0038645-0.00055695i,0.0062394+0.0014214i,0.0065595+0.0031626i,0.0054196+0.0028762i,0.0039839+0.0021769i,0.0014263+0.0018432i,-0.00028656+0.0017205i,-0.00068686+0.0017234i,-0.00030201+7.2002e-05i,0.00056159-0.0014301i,0.0010632-9.4099e-05i,0.0018742+0.0021223i,0.0021677+0.0015567i,0.0021367+1.0817e-05i,0.0022575-0.00045508i,0.00048763-0.00047897i,-0.00065938-0.00057635i,-0.00059761-0.00017831i,7.7601e-05+0.00069038i
0.00084296+0.0034888i,0.001485+0.004698i,0.0021427+0.0036549i,0.00159+0.0025409i,0.00043591+0.0028999i,0.00026944+0.0044052i,4.6083e-05+0.0052131i,-0.00044371+0.0053761i,0.0003579+0.0048675i,0.0018148+0.0039238i,0.0024767+0.0029784i,0.0021591+0.0019421i,0.0011186+0.00089202i,0.00037326+0.00042833i,0.00044905+0.00016278i,0.00053174+5.141e-05i,0.0010779+0.00044646i,0.0018212+0.0012137i,0.0014611+0.0010526i,0.00038903-0.00022768i,-0.00091823-0.0012783i,-0.0017637-0.0011619i,-0.0019959-0.00048301i
-0.0034137+0.00041721i,-0.0035846+0.0018353i,-0.0036364+0.0021958i,-0.0022033+0.0025368i,-0.0011622+0.0033916i,-0.0017627+0.0044908i,-0.0024455+0.0045692i,-0.0024101+0.0036217i,-0.0017508+0.0022316i,-0.00089684+0.00070289i,-0.0004517-0.00079065i,-0.00010817-0.0014437i,0.00040355-0.00059236i,3.9106e-05+0.001133i,-0.0014524+0.0020764i,-0.002582+0.0025175i,-0.0019651+0.0033421i,-0.00090284+0.0039021i,-0.00027472+0.0028167i,0.00015154+0.00029821i,0.00033611-0.0013772i,-3.9776e-05-0.0013652i,-0.00097714-0.00077218i
-0.0011509-0.0034392i,-0.00065863-0.0042471i,0.0007454-0.0026409i,-8.8751e-05-0.00045729i,-0.0017357-0.00053738i,-0.0036197-0.0019786i,-0.0050537-0.0024011i,-0.0053332-0.0017168i,-0.0045514-0.00068215i,-0.0040028-0.00049953i,-0.0041472-0.0016234i,-0.0032144-0.0028077i,-0.0013139-0.0027542i,-6.8437e-05-0.0016608i,-0.00071142-0.0014131i,-0.002579-0.0018321i,-0.0029435-0.00037513i,-0.0011295+0.0014138i,0.00021978+0.0014787i,0.0011549+0.00057708i,0.001376+0.00010651i,0.00067131-0.00010954i,0.00013358-0.0002097i
0.0031554-0.0030233i,0.0037309-0.0032685i,0.0016599-0.0039128i,-6.1188e-05-0.0041242i,-0.00073815-0.0031682i,-0.00089629-0.0037346i,-0.0012487-0.0055967i,-0.0024849-0.006953i,-0.0036222-0.0059877i,-0.0045111-0.0034682i,-0.005051-0.0017519i,-0.0050756-0.00071073i,-0.0038732-0.00070318i,-0.0017725-0.0012176i,-0.00093848-0.001662i,-0.0020309-0.0019234i,-0.0036813-0.00060228i,-0.0038325+0.00024107i,-0.0018846-0.00064309i,-0.00010061-0.00055833i,0.0014173+0.00083847i,0.0013328+0.00058414i,0.00047626-0.00061763i
0.00044264+0.0030775i,0.00077419+0.0035625i,-0.00017042+0.0010757i,-0.0012703+3.1435e-05i,0.00075893+0.00018579i,0.0041766-0.002015i,0.0048986-0.0050087i,0.002693-0.0069053i,-7.3655e-06-0.0065982i,-0.0014727-0.0039817i,-0.0013849-0.00076476i,-0.0010883+0.0012003i,-0.0014317+0.0014581i,-0.0012284+0.00055573i,0.00083387-0.00078988i,0.0011044-0.002436i,-0.00032534-0.0028357i,-0.00086615-0.0016054i,-0.00045721+0.00014486i,-0.00013107+0.0010912i,0.00017129+0.0014507i,0.0011591+0.0013314i,0.0012656+0.00071475i
-0.0028339+0.00092155i,-0.0023829+0.0011351i,6.2576e-05+0.0014027i,0.0032358+0.0013385i,0.005064+0.0011084i,0.0060533+0.0011914i,0.0069559-0.0005506i,0.0061394-0.0033207i,0.0045122-0.0051393i,0.0039964-0.0051389i,0.0036327-0.0028383i,0.002606+0.00018716i,0.00017691+0.0015095i,-0.0011381+0.0016993i,-0.0001855+0.00099664i,0.00059993+0.00040897i,0.00079316-0.00037642i,0.00032753-0.00087589i,-0.0010138-3.2188e-05i,-0.0013158+0.00035398i,-0.00064861+0.00025975i,-0.00050445+0.0002831i,-0.00034471+0.00074929i
-0.00094842-0.0019281i,-0.0010442-0.0034232i,-0.0021425-0.0022157i,-0.0015979-0.00028941i,0.00089698+0.00060473i,0.002898+0.001186i,0.0045536+0.0012941i,0.0055402+0.00055808i,0.0050925-0.0003732i,0.0033602-0.0014841i,0.0019472-0.0019602i,0.0013449-0.0013812i,0.00062254-0.00020647i,-0.00016669+0.0015508i,-0.0010191+0.0017879i,-0.00042616+0.0011471i,0.0014162+0.00091344i,0.0015713+0.00071627i,-1.8206e-05+0.00045061i,-0.0012425-0.00010016i,-0.0016035+0.00047537i,-0.0018657+0.0017736i,-0.0016559+0.0021008i
0.0045138+0.0020993i,0.0058551+0.0013221i,0.0043889+0.0013295i,0.0013927+0.0024661i,-0.00090732+0.0032185i,-0.0011597+0.0036566i,0.00036476+0.0039627i,0.0021406+0.0046448i,0.0027522+0.0050078i,0.0019374+0.0031043i,0.00039938-2.9437e-05i,-0.0015799-0.0019208i,-0.0022727-0.0030086i,-0.0012909-0.0029502i,-0.0013191-0.0020652i,-0.0024284-0.00095011i,-0.0025395+0.00010268i,-0.0017325-0.00058896i,-0.0013812-0.0024625i,-0.0017606-0.0033307i,-0.0015386-0.0028728i,-0.0012578-0.001409i,-0.0013124-0.00015504i
-0.0018876+0.00018256i,-0.0019063+0.0018705i,-0.0013492+0.0009012i,-0.00066751+0.00041236i,0.0004369+0.0015961i,0.0016558+0.0021719i,0.0019482+0.0021443i,0.0013259+0.0024123i,0.00023951+0.002874i,-0.00044591+0.0025915i,-0.0014025+0.0010666i,-0.0021121+0.00026724i,-0.0018134-0.0010009i,-0.00099628-0.0020276i,-0.0015159-0.00074815i,-0.0023617+0.00054837i,-0.0016289+0.00073666i,-0.00037417+0.00043991i,0.00034615-0.00045943i,-0.00010616-0.0015772i,-0.0011135-0.0018807i,-0.0012949-0.0015996i,-0.0010275-0.00080603i
-0.00088437-0.0043067i,-0.0011877-0.0045793i,-0.00058159-0.0043337i,-0.00020373-0.0029977i,-0.001096-0.0025473i,-0.0019899-0.0019547i,-0.0015182-0.0007281i,-0.0013396+0.00030688i,-0.0012981+0.0013651i,-0.00098321+0.0019777i,-0.00077218+0.0015594i,-0.0010279+0.0014161i,-0.00067935+0.00035651i,0.00026282-0.001935i,0.00032599-0.0036355i,-0.00044189-0.0029726i,-0.0004438-0.001757i,8.7997e-05-0.0014281i,0.0011311-0.0015527i,0.0024682-0.0015303i,0.0023296-0.00074414i,0.0013198-0.00020299i,0.00095215-0.0005033i
0.00012897+0.00028371i,0.0027937-0.001538i,0.0030322-0.0015706i,0.00079833-0.0018114i,0.00059529-0.0028766i,0.00064589-0.0026784i,-0.00066424-0.0018883i,-0.0037718-0.0016633i,-0.0061877-0.0015877i,-0.0046233-0.001113i,-0.0013307+0.00055581i,0.0014399+0.0019459i,0.0019458+0.0012774i,0.0011907+0.0013536i,0.001463+0.0013058i,0.0015774+6.8251e-05i,0.0010318-7.8413e-05i,0.0011805+0.0011135i,0.0024531+0.0025148i,0.0025436+0.0026924i,0.00084734+0.0025001i,-9.2964e-05+0.0023647i,-0.00088197+0.0012837i
0.0046827+0.0024338i,0.0046366+0.0029125i,0.0026606+0.00236i,0.00038594+0.0016783i,0.00044271+0.0011486i,0.0013016+0.00015563i,0.00051218-0.0013774i,-0.0026479-0.0026124i,-0.0054894-0.0026906i,-0.0052493-0.0021406i,-0.0035554-0.002027i,-0.0016127-0.0019214i,-0.00057072-0.00025747i,-0.00037804+0.00153i,3.6438e-05+0.0008241i,-0.00021103-0.00089484i,-0.00098772-0.0014103i,-0.00018467-0.00012156i,0.00087656+0.0018644i,0.00094545+0.0027143i,0.0011537+0.002449i,0.0016099+0.0019043i,0.0014726+0.0017176i
-0.00023665-0.0022454i,-0.00098926-0.0014261i,-0.00064395-0.0021457i,0.00012303-0.00057737i,-9.2014e-05+0.00079702i,0.0011411-7.6021e-05i,0.0017194-0.0034351i,0.00050785-0.0069354i,-0.0014856-0.007024i,-0.002377-0.0048476i,-0.0027252-0.0032702i,-0.003376-0.0028698i,-0.0039069-0.0016668i,-0.0033531+0.00032645i,-0.0033755+0.0021629i,-0.0033952+0.0028716i,-0.0019615+0.0020714i,-0.0014226+0.0016827i,-0.0031863+0.0018845i,-0.0036983+0.0013642i,-0.0022645+0.00078013i,-0.001766+0.00049556i,-0.0015868+0.001029i
0.0017349-0.0070698i,0.0026965-0.0093678i,0.0027916-0.010899i,0.0010098-0.0081448i,-0.0010007-0.0062185i,-0.00026586-0.0033483i,0.0032182-0.0037212i,0.0052955-0.0077859i,0.0054104-0.0092239i,0.0036414-0.0069014i,-0.00086859-0.004822i,-0.0039981-0.0048686i,-0.0042859-0.0049249i,-0.0042505-0.0036589i,-0.0035726-0.0019797i,-0.0025878+0.00019712i,-0.0015699+0.0012432i,-0.00080381+0.00019805i,-0.0016304-0.00042698i,-0.0020131+0.00037359i,-0.0014457+0.0011756i,-0.001017-6.2692e-05i,-0.00071796-0.000401i
-0.0022201+0.016532i,-0.0056947+0.017785i,-0.0046072+0.022383i,-0.00034808+0.013945i,0.0055819+0.0037555i,0.008831-0.002725i,0.0081144-0.0043898i,0.0092029-0.0032179i,0.010795-0.0018744i,0.010188-0.0012596i,0.0069145-0.001325i,0.0037778-0.00030144i,0.0026942-0.00087318i,0.0029162-0.0030414i,0.00242-0.0028784i,0.00079851-0.0012455i,-0.0006569-0.0005149i,-0.0021052-0.0012564i,-0.0027884-0.0020568i,-0.0027671-0.0017059i,-0.0026721-0.00085856i,-0.0016103+6.724e-05i,-0.00047438+0.00076662i
0.0028333+0.00051667i,0.0035531+0.00085534i,0.0030202+0.00041266i,0.00319+0.00054621i,0.0046088+0.0022145i,0.0064038+0.0030525i,0.0080381+0.0035796i,0.0092335+0.0040097i,0.0080984+0.0036129i,0.0043447+0.0024321i,0.002203+0.0019003i,0.0023767+0.0026047i,0.0027172+0.0014737i,0.0021699-0.00044908i,0.0010337-0.0019448i,0.0003761-0.0017764i,-0.00067116-0.0015875i,-0.0015486-0.0019835i,-0.0015476-0.0022699i,-0.00043826-0.0018266i,0.00099758-0.00019361i,0.0010315+0.0013551i,0.00036739+0.0012141i
-0.0044339+0.0055806i,-0.005846+0.0066501i,-0.0041772+0.0065424i,0.0010486+0.0043855i,0.0047588+0.0037118i,0.003949+0.0044269i,0.0020262+0.0054485i,0.001837+0.0080043i,0.0016634+0.0097067i,0.00070388+0.0077717i,-0.00040162+0.0058543i,0.00074496+0.0044468i,0.0023728+0.0022403i,0.0023423+0.0013259i,0.0025456+0.000923i,0.0011852-0.00054864i,-0.0012701-0.0018192i,-0.0010179-0.0012202i,0.00096546-0.0016137i,0.0016509-0.0025978i,0.0015599-0.0028788i,0.0017272-0.0026104i,0.00082341-0.0019576i
-0.0022243-0.0021658i,-0.0038019-0.0016251i,-0.0018363+0.00035912i,-0.00018907+0.0033197i,-0.0015129+0.0055577i,-0.0033275+0.0050732i,-0.004675+0.004796i,-0.0053291+0.0064681i,-0.0057115+0.0076235i,-0.0042152+0.0055047i,-0.0021952+0.0021651i,-0.00137+0.00059155i,-0.00022072+0.00018536i,0.00057491+0.00083097i,-0.00049451+0.0014224i,-0.0010778+0.00082411i,-0.00066827+0.00041972i,0.00090545+0.00057285i,0.0035034+0.00069804i,0.0040423+0.0010126i,0.0021593+0.0016781i,0.0011651+0.0015327i,0.00062777+0.00098342i
0.0040533+0.001143i,0.0039283+5.6252e-05i,0.0029434+0.00042911i,0.00056581+0.0014705i,-0.0033088+0.00085678i,-0.0047113-0.0018334i,-0.0057676-0.0019926i,-0.0092859+0.00034736i,-0.009821+0.0015324i,-0.0058925+0.00021317i,-0.0025544-0.0022774i,-0.0033325-0.0036928i,-0.0048221-0.0026313i,-0.0036297-0.00077751i,-0.0020897+0.00014756i,-0.0012131+0.00059363i,0.0002818+0.00072481i,0.0013732+0.00039036i,0.0011564+0.00079577i,0.00035479+0.0014507i,0.00044782+0.00081937i,0.00028131-0.00034977i,-0.00060035-0.00094206i
0.003481+0.00072323i,0.0033859+0.0013525i,0.0012375+0.0024082i,-0.0030163+0.000927i,-0.0048685-0.0037213i,-0.0020817-0.0074121i,-0.0016291-0.0085047i,-0.0050696-0.0078481i,-0.0078708-0.006928i,-0.0065978-0.006765i,-0.0050036-0.0065045i,-0.0053373-0.0035981i,-0.0046744-0.00089386i,-0.0030456-0.0011655i,-0.0026513-0.0013299i,-0.0023682-0.00018642i,-0.001058+0.001106i,-0.00051993+0.0013787i,-0.0016495+0.0018132i,-0.001899+0.0023331i,-0.0009903+0.0030831i,-0.0010225+0.0033568i,-0.0013968+0.002336i
-0.0049899+0.0027818i,-0.0049131+0.0030971i,-0.0043904+0.0015838i,-0.0022802-0.002119i,0.002248-0.0054055i,0.0063979-0.0056686i,0.0060925-0.0072805i,0.0023854-0.010975i,-0.0015027-0.011734i,-0.0041492-0.0068571i,-0.0049946-0.001419i,-0.0041028+0.0010097i,-0.0025751+0.0020126i,-0.0010619+0.0013987i,-0.0004882-0.00024775i,-0.00054475-0.00045626i,-0.00052649+0.00075951i,-0.0015075+0.0012994i,-0.0022741+0.0014243i,-0.0017228+0.0013629i,-0.0010431-0.00012941i,-0.0010287-0.00080937i,-0.00095711-0.00034925i
-0.0038793-0.0031885i,-0.0052118-0.0033787i,-0.0055435-0.0027798i,-0.0028622-0.0029952i,0.0033941-0.0011679i,0.0077698+0.00060149i,0.0071751-0.00229i,0.0061859-0.0077271i,0.0066738-0.0093982i,0.0056464-0.0047126i,0.003536+0.0014091i,0.0033709+0.0035655i,0.0035693+0.0017516i,0.0019595-0.00060753i,0.00063173-0.0017025i,-0.00069262-0.0015663i,-0.0023317-0.0015263i,-0.0031366-0.0020013i,-0.0032793-0.0025416i,-0.003227-0.0018885i,-0.0029937-0.00082758i,-0.0019297-0.00033572i,-0.0016378+4.4407e-05i
-0.00061624+0.000186i,-0.00031222-0.00067969i,0.001906+0.00033144i,0.0055662+0.0014105i,0.0077786+0.003855i,0.0070133+0.0061181i,0.0070508+0.0035242i,0.010713-0.001313i,0.012056-0.0039927i,0.0096595-0.004026i,0.0074796-0.0032626i,0.0057452-0.0045054i,0.0032503-0.0057565i,0.0012295-0.003951i,0.00063168-0.001313i,-0.00082948-0.00049696i,-0.0021069-0.00053834i,-0.00041571-0.0011436i,0.0021658-0.0023252i,0.0022897-0.0026392i,0.0018756-0.002117i,0.0008473-0.0016056i,-0.00053153-0.001595i
0.0020077+0.00061961i,0.0025655+0.00098237i,0.0029336+8.1776e-05i,0.0013548+0.00088098i,-0.0019737+0.0039775i,-0.0035675+0.0046463i,-0.00079939+0.0032605i,0.0049605+0.0029822i,0.0076136+0.0021479i,0.0049611-0.0012076i,0.0012044-0.0044796i,-0.00093542-0.0058532i,-0.0018704-0.0048072i,-0.0025446-0.0025818i,-0.0022558-0.0021064i,-0.0010147-0.0024894i,-0.00034424-0.0023395i,0.00064067-0.0020257i,0.0019577-0.0017776i,0.0016152-0.0007765i,7.9217e-05+0.00032389i,-0.00090421+0.0003819i,-0.0013818-0.00015343i
0.001242+0.0024341i,0.00088089+0.002611i,0.0024355+0.0026586i,0.0023974+0.003163i,-0.0017147+0.0014105i,-0.0038023-0.0013509i,-0.00077287-0.00044344i,0.0012424+0.0055709i,-4.4042e-05+0.0093818i,-0.0036524+0.0059838i,-0.0069833+0.0012741i,-0.0060856-0.00015193i,-0.0036137-0.00011033i,-0.002397-4.486e-05i,-0.0015349+8.1863e-05i,1.2671e-05-0.00016478i,0.0020353-0.00019219i,0.0034249+0.0010727i,0.0028663+0.0028977i,0.0026293+0.0024714i,0.0039446+0.00082597i,0.0034287-0.000379i,0.001686-0.00028609i
0.0020496+0.00038233i,0.0017459+0.00073479i,0.0014557+0.0016412i,0.0006044+0.0018935i,-3.4449e-05-0.002315i,0.0010794-0.0055957i,0.0021168-0.0017691i,-0.00025989+0.0062022i,-0.0036589+0.011945i,-0.0052128+0.011957i,-0.0058986+0.009346i,-0.0029234+0.0088529i,0.0015668+0.0087705i,0.0032527+0.0062162i,0.0022488+0.0029722i,0.0011173+0.0005441i,0.00068899+0.00039135i,0.00054965+0.002133i,0.00034108+0.0035169i,-0.00049095+0.0034633i,-0.0019907+0.0015275i,-0.0028288-0.00025025i,-0.0016354-0.00027402i
-0.0010093+0.002076i,-0.00033657+0.0024329i,-0.00026993+0.0017981i,0.0022908+0.00065065i,0.0068982-0.00032499i,0.0098971-0.0002789i,0.0073448+0.002022i,-0.00078263+0.003681i,-0.0045821+0.0036367i,-0.00027543+0.0029288i,0.0042246+0.0034177i,0.005493+0.0045753i,0.007289+0.0035163i,0.0071727+0.001013i,0.0034018+0.00019243i,0.00034681+0.0018823i,-0.0013635+0.0032015i,-0.0034154+0.0040821i,-0.0037901+0.0049005i,-0.0012159+0.0047829i,0.0019073+0.0044239i,0.0028863+0.0030265i,0.0025518+0.001488i
0.0001346+0.0028265i,-0.00078702+0.0027977i,-0.0024762+0.0028899i,-0.0022813+0.0041244i,0.00011487+0.0065639i,0.0023814+0.0080576i,-0.0002956+0.0056823i,-0.0059422-0.00073247i,-0.0074082-0.0060515i,-0.0030527-0.007658i,0.00062608-0.0072927i,0.00018818-0.0064475i,-0.0020367-0.004844i,-0.0021696-0.0028162i,-0.0012819-0.0001813i,-0.0016236+0.0010576i,-0.002584+0.0013275i,-0.0031382+0.00082072i,-0.0033908-0.00032492i,-0.0037122-0.00027479i,-0.0029671+0.00055884i,-0.0027368+0.00094338i,-0.0027878+0.00088612i
0.0037199-0.0037851i,0.0038814-0.0041339i,0.001775-0.0025541i,-0.0023793+0.0029348i,-0.0056299+0.0086351i,-0.0066867+0.010515i,-0.0069332+0.0054177i,-0.0071106-0.0056757i,-0.0070819-0.013163i,-0.0061496-0.012848i,-0.0048435-0.010432i,-0.0061555-0.009091i,-0.0091765-0.0062176i,-0.0098233-0.0028349i,-0.0078573-0.0010365i,-0.005853-0.0010853i,-0.0045253-0.0012018i,-0.0042821-0.0013627i,-0.0050056-0.00077177i,-0.0043004+0.00079228i,-0.0016927+0.0023197i,0.00027067+0.0033395i,-0.00015287+0.0024284i
0.0016929+0.0015358i,0.0014489+0.0020656i,-0.00085987-0.00010989i,-0.0057499-0.0039507i,-0.010708-0.0059587i,-0.013154-0.0063644i,-0.010079-0.0073559i,-0.0046701-0.011049i,-0.0021382-0.013132i,-0.0041753-0.0084741i,-0.006755-0.003373i,-0.0074401-0.0021313i,-0.0082741-0.00063282i,-0.0076606+0.0015594i,-0.0049392+0.0006707i,-0.0023336-0.0021155i,-0.00095344-0.0041784i,-0.00020067-0.0055409i,8.9016e-05-0.0056218i,-0.0017392-0.004676i,-0.0039339-0.0041036i,-0.0042917-0.0033345i,-0.0029431-0.0015573i
-0.0044394+0.0019897i,-0.0045748+0.0025017i,-0.0045998-0.00052891i,-0.004605-0.0081107i,-0.0053678-0.015739i,-0.0046752-0.019829i,0.00017934-0.018528i,0.0067111-0.013572i,0.0078932-0.0066591i,0.004626+0.0016384i,0.0022908+0.0074171i,0.0036975+0.0078531i,0.0063243+0.0048943i,0.0053718+0.0015336i,0.002782-0.001977i,0.00063016-0.0043421i,-3.1168e-05-0.0045221i,-9.6166e-06-0.0038148i,-9.6648e-05-0.0035919i,-0.00034567-0.0027106i,-0.0011586-0.00072274i,-0.001817-8.8119e-05i,-0.0021237+0.00030118i
-0.00036498-0.0026418i,-0.0016536-0.0039961i,-0.00017055-0.0064887i,0.006669-0.010018i,0.015257-0.015011i,0.019706-0.018419i,0.018732-0.014512i,0.016917-0.007347i,0.014899-0.0025833i,0.010202+0.00015266i,0.0067374+0.0019882i,0.0065719+0.00082304i,0.0067086-0.0035906i,0.0062541-0.0059849i,0.0046463-0.0052376i,0.0025021-0.0032907i,0.0028134-0.00080321i,0.0047139+0.00026859i,0.0057237-0.0013895i,0.0045718-0.0040124i,0.0022818-0.004998i,0.00095189-0.0048862i,0.00081098-0.0035464i
0.00082452-0.0035981i,0.0030834-0.0032897i,0.0070811-0.00076058i,0.016464+0.0025826i,0.027111+0.0057074i,0.031391+0.0054998i,0.027875+0.0043739i,0.019482+0.0064716i,0.011511+0.0070523i,0.0059649+0.00246i,0.0015544-0.0020406i,-0.00070149-0.003215i,-0.00036487-0.0034962i,0.00037273-0.0032575i,0.0010709-0.0022874i,0.0016539+0.00016717i,0.0014647+0.0024564i,0.0012626+0.0030448i,0.0020879+0.0022503i,0.0041153+0.0014498i,0.0051877+0.0019228i,0.0039422+0.0011203i,0.0016861-0.00059492i
0.0023014+0.0025091i,0.0052208+0.0045006i,0.0072257+0.0077507i,0.0094718+0.014622i,0.014082+0.02421i,0.017266+0.029226i,0.014844+0.025338i,0.008468+0.018851i,0.0029994+0.012036i,0.00037155+0.0034942i,-0.0026693-0.0029863i,-0.0054256-0.0033211i,-0.0046896-0.00079358i,-0.0032018+0.0022054i,-0.001429+0.0033153i,0.00098096+0.0027285i,0.0017224+0.002824i,0.0017897+0.0034989i,0.0031815+0.0044514i,0.0048388+0.0031138i,0.0048218-0.00053667i,0.003191-0.0024941i,0.0018709-0.0019538i
-0.0030698+0.003467i,-0.0041833+0.0060243i,-0.008359+0.012469i,-0.013535+0.021357i,-0.018297+0.030934i,-0.017776+0.033819i,-0.011846+0.028042i,-0.0085487+0.019064i,-0.0080103+0.011507i,-0.0063782+0.005923i,-0.0049872+0.0026731i,-0.0040064+0.0038043i,-0.0019807+0.0066988i,0.00026851+0.0070408i,0.0018328+0.004346i,0.0010912+0.00093305i,-0.0012749-0.0015447i,-0.0036759-0.00059299i,-0.0037692+0.0032747i,-0.003058+0.0065549i,-0.0027689+0.0073161i,-0.0014939+0.0058353i,-0.00032599+0.0033637i
0.0010968-0.0019433i,-0.0011528-0.0019392i,-0.0083317+5.6245e-05i,-0.020235+0.0015856i,-0.032799+0.0037388i,-0.037758+0.0063617i,-0.03078+0.0071534i,-0.020358+0.0037478i,-0.013346+0.00042374i,-0.006214+0.00039389i,0.00051817+0.0018026i,0.0030421+0.0019962i,0.0042868+0.0010801i,0.0043622+0.001065i,0.0010066+0.00091901i,-0.0017028+0.00044128i,-0.0030216+0.00044908i,-0.0043101+0.00079676i,-0.0039957+0.0027167i,-0.0019525+0.0036318i,-0.00040257+0.0015786i,-0.00016358+0.0004152i,-0.00055173+0.00034546i
-0.0021743-0.0050971i,-0.0034139-0.0078538i,-0.0081873-0.013882i,-0.016471-0.021064i,-0.024726-0.028831i,-0.027056-0.029738i,-0.02394-0.022241i,-0.019548-0.015427i,-0.014464-0.011124i,-0.0094172-0.0060002i,-0.0046469-0.0018108i,-0.0020465-0.00038789i,-0.0029054-0.00035977i,-0.0033717-0.00068717i,-0.0032316-0.00027351i,-0.0030283+0.0004303i,-0.0014538-8.5673e-05i,-0.0011614-0.001456i,-0.0037226-0.0020742i,-0.0051675+0.00017454i,-0.0044949+0.0028713i,-0.0034127+0.0031154i,-0.0022317+0.0015273i
0.00084782+0.0058651i,0.0015327+0.0030461i,0.0066525-0.004526i,0.010692-0.018453i,0.01195-0.034282i,0.0086534-0.040892i,0.0019137-0.034666i,-0.0018405-0.022974i,-0.0030042-0.012687i,-0.003911-0.0054723i,-0.002913-0.0023295i,-0.0025539-0.003219i,-0.0041605-0.0038455i,-0.0050622-0.0013374i,-0.0044679+0.00058828i,-0.0027447+0.0019122i,-0.00051927+0.0019845i,0.00048672-0.00015099i,0.00024361-0.0023884i,0.00072785-0.0040681i,0.0015461-0.0038525i,0.0019333-0.0027843i,0.0012082-0.0019012i
0.0007675+0.0033656i,0.0022809+0.0029586i,0.010156+0.0016439i,0.022556-0.00369i,0.035452-0.012915i,0.039741-0.019863i,0.03026-0.019691i,0.017677-0.014657i,0.01038-0.0087686i,0.0062326-0.0039659i,0.0020994-0.00089206i,-0.0011364-0.0013155i,-0.0032801-0.0017457i,-0.0027189+0.00017925i,-0.00082045+0.0016934i,-0.00048899+0.0015349i,0.00036943+0.00016415i,0.00080973-0.0010714i,-0.0011934-0.0027654i,-0.0029824-0.0026568i,-0.0040441-0.00097907i,-0.0038716+0.00026157i,-0.0021648+0.00074152i
0.002599+0.0057837i,0.0043419+0.0065183i,0.0085123+0.0098071i,0.018455+0.013113i,0.032362+0.016112i,0.038975+0.013837i,0.03362+0.0049063i,0.02443-0.0021041i,0.017796-0.0033965i,0.01269-0.0029083i,0.0082942-0.0022292i,0.0061379-0.0013962i,0.0058482-0.0021583i,0.0046782-0.0038709i,0.0019479-0.0054528i,-0.0013473-0.0051885i,-0.0031465-0.0017891i,-0.0015034+0.001115i,0.0019011+0.0020174i,0.0031731+0.0013423i,0.0025853-0.00018476i,0.00095417-0.00052296i,0.00051642+0.00073175i
-0.0014902-0.0004099i,-0.0040562+0.0014572i,-0.0049389+0.0063942i,-0.0032883+0.017477i,0.0032102+0.031062i,0.010947+0.035448i,0.015+0.026673i,0.01526+0.011961i,0.012529+7.9116e-05i,0.0076241-0.0063185i,0.0033972-0.0069228i,0.0012952-0.0042132i,0.00079035-0.005312i,0.00081789-0.007867i,-0.00027596-0.0064269i,-0.001439-0.0046531i,-0.00060592-0.0029598i,0.0002757+0.00011701i,0.0010412+0.0012322i,0.0012378+0.00010704i,-0.0010355+8.187e-05i,-0.002466+0.00095598i,-0.0015342+0.0013064i
