-0.0012464+0.00040499i,-0.00062977+0.00057263i,-0.001392-0.0003753i,-0.0010272-0.00083431i,-0.0014584+0.0003062i,-0.0019071+0.0013026i,-0.0015098+0.0016213i,-0.00060199+0.0018545i,0.00092761+0.0014497i,0.0023783+0.00028254i,0.002056-0.00040951i,0.0013763-0.0010113i,0.0011266-0.00071525i,0.00054728-6.8987e-05i,-0.00031821-0.00086526i,-0.0006991-0.0016734i,-0.00021146-0.00083219i,0.00028261-0.00071982i,0.00053589-0.00097959i,0.0004304-0.00026987i,4.4028e-05+0.00046989i,2.5491e-05+0.00077779i,0.0001899+0.0007563i
-0.00089104+0.001355i,-0.00046914+0.00075782i,-0.00059811-0.00014958i,-0.00079226-0.00077892i,-0.00045182+3.0128e-05i,-0.00056565+0.0010617i,-0.00043872+0.0005767i,0.0004372-8.2991e-05i,0.00074588-0.00011305i,0.00076029-0.00011882i,0.0004773-0.00033023i,-0.00011823-0.00055986i,0.00046996-0.00094351i,0.00074317-0.00032879i,0.00020036-0.00015348i,0.00012578-2.0238e-05i,6.9091e-05+0.00014683i,-0.00017541+0.00017852i,-0.0004808+0.00043413i,-0.00057798+0.00033145i,-0.00065576+1.5394e-05i,-0.00072968-3.6238e-05i,0.00037055-0.00036672i
0.0021913-0.0011001i,0.0026471-0.0010326i,0.0017161-0.0022485i,0.00034886-0.002542i,-0.00089269-0.0017001i,-0.0017612-0.0012215i,-0.0019071-0.00044849i,-0.00096999+8.6258e-05i,0.00011403+0.00049658i,-3.2439e-05+0.00057005i,-0.00041395-0.00015619i,-0.00060133-0.00059231i,-0.00057852+0.00044441i,0.00015216+0.0014265i,0.00069105+0.001554i,0.00088127+0.0013858i,0.00092402+0.0006104i,0.00051477-0.00068175i,0.00051873-0.00077626i,0.00015687-0.00034753i,-0.00025757-1.4862e-05i,8.4616e-05-0.00019259i,0.0001785+0.00012788i
0.001016-0.00052474i,0.00045905-0.0012852i,-2.7764e-05-0.0019631i,-0.0010198-0.0010929i,-0.0019819-0.0011344i,-0.0021043-0.00065439i,-0.00091914+0.00079358i,-0.00021336+0.00063377i,0.00044611+0.00054986i,0.0013539+0.00055283i,0.0011598-0.000272i,0.00037318-0.0010376i,-0.00018913-0.001494i,-0.00057584-0.0012269i,-2.2145e-05-0.00042371i,0.00086284-7.075e-05i,0.00078414-9.6589e-05i,-1.7152e-05-0.00035573i,-0.0004705-0.00098332i,0.0001931-0.0010323i,0.0010472-0.00076184i,0.0010909-0.00058609i,0.00054492-8.7982e-05i
-0.00028169+0.0018577i,-0.00019845+0.0011327i,0.00067909+0.00010449i,0.00085424+0.00028685i,0.00098424-4.8191e-05i,0.00043559-0.00035348i,0.00025616+0.00023976i,0.00019603-0.00025754i,-0.00016498-0.00073567i,-0.00022087-0.00044578i,-0.00025858-0.00038968i,-0.00047839-8.7608e-05i,-0.00051874+0.00019036i,0.00014498-8.6629e-05i,0.00054518+0.00041328i,0.00029085+0.00052907i,3.5707e-05+0.00014434i,3.7991e-05+0.0009453i,0.0006353+0.0012546i,0.00078247+0.00093127i,-0.00021403+0.00071239i,-0.00079937-3.0142e-05i,-0.00030474-0.00092622i
-0.0014183+0.00084487i,-0.001698+0.00035985i,-0.0014027+0.00018281i,-0.00049173+0.0002542i,-0.0005819-8.4688e-05i,-0.001353-0.00039091i,-0.00082094-0.00030624i,8.5678e-05+0.00025373i,0.0010748-0.00016767i,0.0012777-0.00043867i,0.00074877+0.00022756i,8.2167e-05+0.00063564i,-0.00071892+9.8894e-05i,-0.00097136-0.00052335i,-0.00044098-0.00071625i,0.00027954-0.00021642i,0.00021793+0.00039116i,-0.0003372+0.00049836i,-0.00017987+2.7214e-05i,-9.5977e-06-0.0003067i,4.164e-05+0.00018188i,0.00026687+0.00025059i,0.00034751+0.00024592i
-0.0013533-0.00050707i,-0.0018474-0.00057419i,-0.0024117-0.00090378i,-0.0021891-0.00063374i,-0.0012899+0.00023923i,-0.0004327+0.00026133i,-0.00045377-0.00033497i,0.00022402-0.00038029i,0.00089822-0.00046934i,-0.0001504+0.00053548i,-0.00070109+0.0010185i,-0.00054714+0.00059579i,0.00043025+0.00061102i,0.00046942-0.00014114i,-0.00040327-0.0013004i,-0.00018455-0.00073835i,0.00016131+0.00010929i,0.00011685+1.4251e-05i,-0.00014564+5.4206e-05i,-0.0002596+0.00014151i,-6.2273e-05+6.3614e-05i,0.0004328-0.00031143i,0.00089202-0.00039731i
0.00048142+4.1647e-05i,0.0014838-4.3154e-05i,0.0016093-0.00089321i,0.001086-0.00075708i,-0.00061118+5.866e-05i,-0.0013972-0.00023996i,-0.00053375-0.00041973i,0.00023044-0.00035763i,0.00035602+7.6514e-05i,-0.00015137+1.4682e-05i,-0.00036789-0.00026199i,-0.00017424-0.00017598i,0.00031652-8.7631e-05i,0.00064546-0.000467i,0.00025924-0.00033973i,0.00035301+0.0003823i,0.00070874+0.00044821i,0.00038336-4.2383e-05i,0.00063843-0.00040672i,0.00054388+0.00014633i,0.00017482+0.00030326i,0.00048104+7.6526e-05i,0.00047402-0.00024304i
0.00020955+0.00049243i,0.00041931-0.0006597i,0.00032441-0.0013869i,-2.5133e-05-0.0017692i,-6.7132e-05-0.0008555i,9.3305e-05-3.665e-05i,0.0003023+0.00014595i,0.00043489-0.00014686i,0.00060325-0.00062752i,0.0008959-0.00044621i,0.00079288+0.00050571i,0.00044195+0.00066931i,0.00015319+0.00028498i,0.00026444+6.1635e-05i,0.00013118+0.00046443i,-0.00064122-7.7898e-05i,0.0001797-3.1833e-05i,0.0012957+0.00080102i,0.00054978+0.00021849i,0.00037689+5.2671e-05i,0.00070321+0.00045824i,0.00011418+0.00019651i,-0.00028752-8.0607e-05i
0.00037172-0.00055752i,-0.00016304-0.0003515i,-0.00037965-0.00027711i,-0.0014582-0.00062708i,-0.0021-0.001292i,-0.00064437-0.00087575i,0.00080022+0.00010433i,0.00077807+0.00039523i,0.00078724+0.00065006i,0.0010787+0.00072434i,0.00065608+0.00028613i,-0.0001498+0.00011961i,-0.00058856+4.2004e-05i,0.00011863-0.00032021i,0.00093041-0.00010961i,0.00049793+0.00061056i,-0.00014881+0.00017342i,0.00011572-0.00062756i,0.00058423+0.00024978i,0.00023784+0.00076527i,-0.00019082+0.00022919i,-0.00019025+0.00033744i,0.00046478+0.00064106i
0.0001607-0.00047549i,0.00042443-0.0016436i,0.00038588-0.0016881i,-0.00065451-0.0011772i,-0.0012868-0.00066264i,-0.0006958-4.3102e-05i,-0.00016174-8.3478e-05i,8.1147e-05+0.00037128i,0.00080035+0.00050373i,0.0012215+0.00036728i,0.00081037+0.00059573i,0.00049425+0.00080637i,0.00065291+0.00055201i,0.00032564-8.9059e-05i,0.00013746+4.888e-05i,0.00095653+0.00058287i,0.00076265+6.1554e-05i,0.00015328-0.00015477i,0.00050539+0.00050399i,0.00077806+0.0008947i,-0.00030253+0.00010223i,-0.00069627-0.00036115i,0.00017488+3.7217e-05i
0.00049902-0.00089314i,0.00011082-0.00080001i,-0.00014584-0.0004978i,-2.1534e-05-0.00016204i,-0.00063696-0.00047736i,-0.001114-0.0003181i,-0.00025838+0.0001174i,-5.8122e-06-0.0001275i,-0.00025345-6.3461e-05i,0.00024036+0.00060678i,0.00023546+0.00092643i,-0.00035632+0.00074724i,-0.00036389+0.00042366i,-8.4401e-05-0.00069964i,-0.0002408-0.0012157i,-0.0001419-0.00083935i,0.00015133+0.00048095i,0.00029622+0.0001316i,0.00081451-0.00014396i,0.00026024+0.00051667i,-0.0004513+0.00020479i,-4.7593e-05-0.00010541i,-4.4432e-05-0.00016411i
-0.0015449+0.0011519i,-0.0010701+0.00079055i,-0.00029728+0.00057434i,-0.00043921+0.00024188i,-0.0014025+0.00044315i,-0.001318+0.00043081i,-0.0010341+4.5099e-05i,-0.00043782+0.00034125i,0.00052407+0.00072439i,0.00092853+0.00080044i,0.00038436+0.00025658i,8.6763e-05-0.00039961i,0.00021316-0.00046588i,0.0001304-0.00032968i,-0.00079877-0.00035314i,-0.00041165-0.00014438i,-6.8862e-06+0.00022961i,-0.00033416+0.00073612i,0.00010324+0.0011417i,0.00057567+0.00028341i,0.00041137-0.00072282i,6.9694e-06-0.00068555i,-0.00014509+6.0194e-05i
0.0014546-0.00052413i,0.0016863-0.0010658i,0.0015008-0.0015466i,0.0010311-0.0010507i,0.0002718-0.00030443i,-0.00023328-0.00010566i,-0.00018654+5.7691e-05i,7.0049e-05+0.00062486i,0.00051682+0.0004754i,0.00039762+3.8439e-05i,-5.835e-05+0.00018244i,-7.6981e-05-6.8771e-05i,0.00074525-0.00024664i,0.0008709+0.00010807i,-0.00034246+0.00013785i,-0.00051322-0.00058573i,0.00040989-0.00093394i,0.0007299-0.00035532i,0.00044287+0.00032112i,-0.00010381-0.00035313i,0.00017858-0.0010773i,0.00048971-0.0010827i,-0.00038104-0.00076821i
-0.00018504+0.00063194i,0.00069753+0.00050074i,0.00013281+3.2742e-05i,-0.0005419-0.00087369i,-0.00087861-0.00065387i,-0.00090876+0.00022486i,-0.00021801+0.00087567i,-0.00020604+0.00056277i,0.00011936-0.00016513i,0.00066309-0.0003031i,4.0229e-06+6.2429e-05i,-0.00030526+0.00033328i,-0.00064262-0.00018417i,-0.00040887+9.9897e-05i,-3.8232e-05+0.00087195i,0.00022074+0.00063028i,-4.1235e-05-3.7278e-05i,-0.00067875+2.5444e-05i,-0.00076281+0.00057823i,-0.00020578+0.00090766i,0.00023239+0.00020874i,0.00033654-0.00056101i,0.00020459-0.00055758i
0.00026756+0.0034459i,0.0010804+0.0031054i,0.0021358+0.0018398i,0.0029339+0.0011678i,0.0022885+0.00032209i,0.00085783-0.00080137i,0.00045998-0.00098691i,0.00020045+0.00058488i,-0.0002125+0.0014679i,-0.00025269+0.0004227i,-0.0001039-0.0012923i,-0.00033606-0.0009219i,-0.00040377+0.00043338i,-0.00044333+0.00099136i,-0.00080902+0.0007064i,-0.00052657+0.00034551i,0.00013814+0.00054017i,0.00098095-4.1862e-05i,0.001183-0.00042569i,0.0010041-0.00036352i,0.00065739-0.00052281i,-0.00025377+0.00013024i,-0.00027861+0.00054028i
-0.0029594-0.00028205i,-0.0021306-0.00024455i,-0.0023802+0.0012625i,-0.0016876+0.0019101i,-0.00032224+0.00053678i,-0.00020218-0.00042242i,3.4328e-05+0.00026632i,0.00011314+0.0012548i,-2.7844e-05+0.0014979i,0.0003533+0.0009077i,0.0012061+9.2908e-05i,0.0013302-0.00037871i,0.00045671-0.000684i,-0.00031421-0.00048895i,-0.00017827+7.9619e-05i,-4.8312e-05+0.00021653i,-0.00028526+0.0001651i,-0.00024014+0.00030027i,-1.8635e-05+0.00047904i,-8.7693e-05+0.0004443i,-0.0001064+0.00022081i,0.00025316+0.00017122i,-9.0783e-05+0.00038204i
0.0019007-0.00095i,0.0012607-0.00047089i,0.00082971-0.00061018i,0.00016624-0.00079518i,-0.0004147-0.00064784i,-0.00089457-0.00024215i,-0.00080755-0.00072861i,-0.00028442-0.00085317i,-0.00060737-0.00028797i,-0.00034159+3.0646e-05i,0.00030509+6.3793e-05i,0.00018397-6.3464e-05i,-0.00047187+8.4826e-05i,-0.00020321+0.00012865i,0.00030963-0.00043048i,0.00023489-0.00021395i,6.7748e-05+0.00014792i,0.00039591-0.00021688i,9.0644e-05+0.00015806i,0.00012375+0.00020774i,0.00093752+0.00016382i,0.00031102+2.6887e-05i,-5.1448e-05+0.00016591i
0.0028978-0.00090145i,0.0026337-0.0016615i,0.0013447-0.0035234i,5.8184e-05-0.0038207i,-0.0013183-0.0026044i,-0.0017936-0.001261i,-0.00084012+5.7315e-05i,-6.7643e-05-0.00038823i,0.0003407-0.00080539i,0.00049433-0.0003353i,0.00034629+0.00014179i,0.00012298+0.0010817i,-0.00020017+0.0014285i,0.00027789+4.561e-05i,0.0011313-0.00019241i,0.001348+0.00053703i,0.001122+0.00056475i,0.00030651-0.00018434i,-0.00017519-0.00024906i,-0.00015805+0.00035267i,0.0002238+0.00026364i,0.00078879-9.3762e-05i,0.00030448+8.0232e-05i
-0.00019602+0.0016581i,-8.305e-05+0.0017591i,0.00076024+0.0012327i,0.00070186+0.00093724i,0.00034151+0.0010838i,0.00057311+0.0010705i,0.00019923+0.00034054i,-0.00021291-0.00079451i,0.00034121-0.00045196i,0.00051254-0.00038119i,7.9287e-06-0.00027118i,2.7105e-05-2.8731e-05i,0.00042769+6.9933e-05i,-5.0155e-05+0.00017811i,-0.00014815-0.00014982i,0.00026491-8.8659e-05i,0.00073313+0.00031878i,0.00080286+0.0010214i,-0.00013805+0.00096316i,-0.00090102+0.00017104i,-0.00054228-0.00013863i,1.3258e-05-0.00057013i,0.0003708-0.0008312i
-0.00012663-0.0014678i,-0.0003583-0.00077748i,-0.00047447-0.00054806i,-0.00082645+0.00034539i,-0.0011574-0.00014112i,-0.00081947-0.0010887i,-0.0011185-0.00020274i,-0.00084596+0.0006885i,0.00049934+0.00072586i,0.0011444+0.0004755i,0.0006286-5.8265e-05i,4.8758e-05-0.00062764i,-0.00049316-0.00049981i,-0.00050988-1.9881e-05i,-0.00035881+0.00014975i,7.1291e-06-0.00065861i,0.00014614-0.00055466i,-0.00021123+0.00051655i,0.00010724+0.0011314i,0.0004954+0.0010174i,0.00060646+0.00075192i,0.00061724+0.00089917i,0.00070292+0.00045164i
0.00095359+0.00071566i,0.00085922-0.00017885i,0.00090037-0.0006618i,0.00078776-0.00047604i,-0.00037556+0.00046812i,-0.0012+0.00067625i,-0.0013938+0.00046779i,-0.00127+0.00060063i,-0.00052979+0.0012485i,-0.00055822+0.00085506i,-0.00041821+3.0215e-05i,-0.00018927-7.5672e-05i,-0.00013717+0.00023811i,0.00020662+0.0006351i,0.00010775+0.00034787i,0.00011346+4.2995e-05i,0.00012081-0.00021757i,0.00022613-0.00072378i,0.00040076-0.00075132i,0.00030516-2.3184e-05i,0.0002804-2.224e-05i,-0.00015107-0.00011623i,-3.1443e-05+0.00038838i
-0.00068751+0.0018984i,-0.00061832+0.001633i,-0.00040514+0.0011652i,0.00080062+0.00054318i,0.0014047-0.00042912i,0.00099811-0.00027988i,0.00082052+0.00057369i,0.00087637+0.00087351i,0.00070595+0.0006601i,0.0013697+0.00014113i,0.00091243-4.6751e-05i,-1.6738e-05-0.00035455i,-0.0002215-0.00013198i,-0.00086732+0.00042427i,-0.0006971+0.00092587i,-0.00032858+0.00050119i,-0.00014559-0.00029326i,-0.0001307+0.00024849i,0.00052488+0.00094993i,0.0010276+0.00063421i,0.0003109-0.00063533i,-0.00021283-0.0014291i,-0.00028686-0.00089944i
0.0014647-0.00027119i,0.00093886-0.0017993i,0.0010709-0.0019577i,0.00052619-0.0015364i,-0.00069956-0.001325i,-0.0010215-0.0013309i,-0.00083496-0.0011562i,-0.00013291-0.00096633i,0.00012263-0.00027675i,0.00014426-0.00022828i,0.00038086-0.00070655i,0.00028895-0.0009207i,-0.00010586-0.00079578i,-0.00011583+0.0002849i,-0.00037962+0.0014273i,-0.001197+0.00085073i,-0.00078869+0.00044652i,-0.0007785+0.0004311i,-0.00097959+0.0004713i,5.9666e-05+0.00042228i,0.00067427+0.0010738i,0.00047685+0.00099675i,0.00045885-0.00013052i
0.0013487-0.0012603i,0.0023976-0.00054918i,0.0012026-0.0012356i,-0.00049048-0.0015145i,-0.0010011-0.00097913i,-0.0010397+5.7094e-05i,-0.00061539+0.0009931i,4.9462e-05+0.0014478i,0.00050553+0.00069088i,0.00037039-0.00038605i,-0.00013096-0.00034143i,3.372e-06+0.00022469i,0.00078484+0.00062886i,0.00065097+2.58e-05i,0.00018718-0.0012868i,1.8368e-05-0.0012092i,-0.00026763-0.00064269i,-4.48e-06-0.00098669i,0.00042129-0.0012008i,0.00040537-0.00011165i,-0.00041225-0.00010393i,-0.00084309-0.00084112i,-0.00062939-4.1161e-05i
0.0011027+0.00038829i,0.001262+0.0018853i,0.0011304+0.00087212i,0.00077628-4.4744e-05i,-0.00028798-0.00032008i,-0.0010034-0.00015971i,-0.00075366+0.00023661i,0.00024438+9.5475e-06i,0.00097412+0.00029145i,0.0014368+0.00020465i,0.00073158-0.00059313i,-0.00012303-0.0007689i,0.0001253-0.00064367i,0.00028301-0.00016296i,0.00016375+0.00023926i,5.8372e-05+0.00031785i,-7.2898e-05+0.00027848i,0.00034775-2.1444e-06i,0.00021428+0.00029551i,-0.00057882+0.00030546i,-0.00016486+0.00031384i,0.0009543+0.00044459i,0.0008202-0.00018933i
-0.0021076-0.00054267i,-0.0015178-0.0010157i,-0.0008022-0.0012092i,-0.00098222-0.00033191i,-0.0018649+0.00036619i,-0.0012163+0.00098063i,-0.00028708+0.00059975i,-0.00011926+6.2441e-05i,-3.3806e-06+0.0004756i,1.0823e-06+0.0016769i,-0.0004272+0.0017788i,-0.00052782+0.00035869i,-0.00057596-0.00039068i,-0.00098393-0.00041799i,-0.0008057-0.0007969i,-0.00053884-2.0072e-05i,-7.3251e-05+0.00026636i,-0.0002609-0.00053012i,-0.00065083-0.00075495i,-0.00025111-0.00066002i,-5.648e-05-0.00028127i,0.00023901+0.0003428i,0.00036205+0.00047008i
-0.00039281-0.00022701i,-0.0013043+0.00045357i,-0.0019516+0.0007074i,-0.0014994+0.00044902i,-0.000969+0.00089411i,-0.00048757+0.0013929i,-0.00044677+0.00027433i,-0.00026566-0.00035335i,0.00051573+0.00074344i,0.0007957+0.00082101i,0.00071849+0.00063467i,0.00016916+0.00024484i,0.00014641+0.00017786i,5.4386e-06+2.5716e-05i,-2.2964e-05-0.0013998i,-0.00033306-0.0021547i,-0.00036506-0.0012511i,0.00013734-0.00057959i,0.00014092+0.00026652i,-0.00045199+0.00069368i,-0.00063637+0.00046724i,-3.4794e-05+0.00067658i,-0.00013615+0.00063118i
0.0012655-1.9358e-05i,0.0014232-0.00037853i,0.0017364-0.0013288i,0.0010603-0.0014701i,-0.00032217-0.0007052i,-0.00090944+0.00011327i,-0.00091066+8.5434e-05i,-0.0004856+7.8505e-05i,0.00016902+0.00012671i,0.00028664-0.00058084i,1.1471e-05-0.00049918i,-0.00015934+4.2757e-05i,-8.7025e-05-0.00016777i,0.0004098-0.00050211i,0.00050289+1.3135e-05i,0.00036702+0.00069259i,0.00039469+0.00055135i,7.9831e-05-0.00041957i,-0.00025947-0.00091845i,-0.00018836-0.00037934i,-0.00021577-0.00016086i,-0.00029716-0.00037213i,-0.00030708-0.00019159i
6.6317e-05+0.00018474i,0.00026216-0.00067531i,0.00029682-0.00096986i,-0.00037773-0.00060589i,-0.00077344+0.00013007i,-0.00038046+0.00075439i,-0.00044594+0.00087497i,-0.00050012-0.00019406i,0.00016262-0.0001682i,0.00032352+6.2555e-05i,4.4039e-05-0.00067698i,0.00055501-0.00037721i,-0.00042904+0.00032162i,-0.00081299+9.1748e-05i,3.5744e-05-0.00044324i,0.0004586-0.00047333i,0.0011281-0.00065027i,0.001197-0.00066882i,0.00065853+6.0947e-05i,0.00022758+0.00013448i,0.00027992-0.00037284i,0.00018582-0.00037263i,-0.0008333-0.00037706i
-0.0010928+0.00050013i,-0.00092175+0.0013333i,-0.0014888+0.0015559i,-0.0015194+0.00096867i,-0.00091953+0.00035499i,-0.0007612-0.00033037i,-0.00044559-0.00064867i,-0.0002494-0.0011498i,-4.5297e-05-0.00063496i,0.00030304-4.3419e-05i,0.00054745+8.7937e-07i,0.00065455-3.1889e-06i,0.00045854+6.5267e-06i,-0.00015633-3.5469e-05i,-0.00058595-0.00036972i,-0.00039147-0.0005357i,-2.6563e-05+0.00016682i,-0.000349+0.00082169i,-0.00033984+0.0010404i,0.00038357+0.00057818i,0.00068788+0.00033399i,0.00045809+0.00045598i,0.00012109+0.00052414i
-0.00052398-0.0029125i,-0.00070685-0.0023359i,-0.0021306-0.0017384i,-0.0027716-0.00044651i,-0.0018252+0.00055491i,-0.00051695+0.00068758i,-0.00027901+0.0010889i,-0.00090334+0.0012857i,-0.0011949+0.0013579i,-0.00050231+0.0011384i,0.00038008+0.00050845i,0.0006006+0.00051838i,0.00042462+0.00083616i,0.000325-0.00040417i,0.00025379-0.0011867i,0.00064014-0.00040333i,0.001221+0.00026853i,0.00086539+0.00044376i,0.00032625+0.00046034i,-6.481e-05+0.0005075i,-0.0012009-9.4949e-05i,-0.0012252-0.00031248i,-0.00089539+0.00033078i
-0.0018384+0.00027236i,-0.0013819+0.0014917i,-0.001279+0.0025515i,-7.8122e-05+0.0012191i,0.0012856+0.00073657i,0.00075135+0.00034249i,0.00023459-0.00050589i,0.00034052-0.00043208i,0.00067464-0.00030573i,0.00079987-0.00010952i,0.00057793-0.00070411i,0.00026338-0.0015214i,-0.00020396-0.0014797i,-0.00023639-0.0010136i,-0.00053818-0.0010973i,-0.00068227-0.00068041i,-0.00020429+6.8701e-05i,0.0001152+7.5092e-05i,0.00040582+0.00015856i,1.1622e-05+0.00022783i,-0.00043659+0.00019922i,-9.9155e-05+0.00031735i,-0.00034108+4.4351e-05i
-0.00045989+0.00055059i,-0.00021908+0.00062168i,-0.00039702-0.00036877i,-0.00094929-0.0010096i,-0.0014606-0.00058784i,-0.0013427-0.00020217i,-0.00096674-0.00084116i,-0.00010047-0.00048992i,0.00078038+0.00053773i,0.0013372+0.00042835i,0.00071195+2.0286e-05i,-0.00027919+1.3875e-05i,-0.00076399-0.00035983i,-0.00084148-0.00052808i,4.1548e-05-0.000126i,0.00045428+0.00030792i,0.00035471+0.00029763i,2.9289e-05-0.00073624i,-0.00019219-0.0011769i,0.00015674-0.00057773i,0.0011019-0.00051113i,0.0015701+0.00014281i,0.00068429+0.00081625i
0.00020445-0.00017408i,0.00012312-0.00072317i,-2.1277e-05-0.00070105i,-0.00073223+7.3851e-05i,-0.0014054-4.6506e-05i,-0.00081571-0.00072174i,0.00061589-9.7688e-05i,0.00056529+0.00029313i,0.0010357-0.00029243i,0.0015232-0.0003007i,0.0013676+0.0001642i,0.00053627+0.00046457i,-0.00041911+0.00026014i,-0.00050205-5.3074e-05i,-0.0007141+0.00017477i,-0.00088859+0.00088777i,-0.0010402+0.0006634i,-0.00097531+0.00028002i,-0.00047842+0.000626i,-0.00018693+0.00021702i,0.00037316-0.00019729i,0.0004412-0.00020356i,6.5476e-07+0.0002401i
0.00053117+0.0018213i,0.00013807+0.0016931i,0.00024814+0.0015075i,-0.00025639+0.001687i,-0.00070656+0.00045679i,-0.00022212-0.00035276i,0.00064775+5.9746e-05i,0.00092633+0.0005865i,0.001385+0.0007682i,0.0015022+0.00060087i,0.0010754-2.27e-05i,0.00027969-0.00047203i,2.7668e-05-0.0002879i,0.00019509+0.00063506i,0.00023666+0.00088376i,0.00057273+0.00033567i,0.00075915-0.00021016i,0.00028157+0.00016856i,0.00047599+0.00048081i,0.00085598+3.6335e-05i,0.00027209+0.00019996i,-7.9424e-05+0.00068594i,-0.00097556+0.00029204i
0.0012439+0.00068572i,0.0009279+0.00073785i,0.00070618+5.2307e-05i,-0.00027097-0.00077113i,-0.00095655-0.00063664i,-0.00029724+0.00026861i,-5.728e-05+0.00043276i,-0.00057727+0.00050263i,-0.00058079+0.00079062i,0.00049475+0.00042907i,0.0010426-0.00034878i,0.00068207-0.00073359i,0.00043181-0.00023155i,-0.00041438-8.9957e-05i,-0.00084318-0.00016131i,-0.00015803-0.00034153i,0.00022729-0.00093469i,0.0002343-0.00080554i,0.00063492+8.9628e-05i,0.00045612+0.0003772i,0.00055339-0.00034109i,-0.00017618-0.00021108i,-0.00050583+0.00013877i
-0.00081714-0.00099483i,-0.00076288-0.0013i,0.00015382-0.0013789i,0.00066106-0.0019066i,-0.00040849-0.0019311i,-0.0010488-0.0011209i,-0.0011385-0.00047233i,-0.0006492-0.00057436i,0.00029841-0.00028236i,0.00068215+0.00066736i,0.00063963+7.8799e-05i,-0.00024324-0.00090122i,-0.00045441-0.00059681i,0.00049142-7.4659e-05i,0.0012685+0.00012305i,0.0011084+0.00064893i,0.00067221+0.0007249i,0.00027111+0.00024537i,-0.00057996-0.00020101i,-0.00019755-0.00025567i,-0.00036768-0.00018841i,-0.00046876-0.00092644i,3.2945e-05-0.00059459i
0.00091031+7.0471e-05i,0.00092883+0.00074431i,-0.00046689+0.0011002i,-0.0013053+0.00075391i,-0.0011062+0.00021562i,-0.0012137+7.7741e-05i,-0.00093834+0.00025898i,7.2697e-05+0.00020987i,0.0011848+0.00014453i,0.0019475+0.00014552i,0.00074266+0.00035706i,-0.00070902-0.0001741i,-0.0005068-0.00054222i,-0.0001119-0.00071226i,-0.00047232-0.00054656i,-0.00044844-4.5519e-05i,0.00044648-0.00013739i,0.0010672-0.00020156i,0.00088796+0.00072106i,0.00035398+0.0013052i,0.00020848+0.00071142i,0.00014359+0.00010468i,0.00057472+0.00011373i
-0.0011067-0.00075493i,-0.0013518-0.00035582i,-0.00048855+0.0005456i,-0.00080556+0.00099196i,-0.0015067+0.0012276i,-0.00066028+0.001157i,0.00023803+0.00070757i,0.00058582+0.00014085i,0.00076477+0.00017226i,0.00093636+0.00038724i,0.0010665-8.7806e-05i,0.00040166-0.00044366i,-0.00036575-0.00011432i,0.0003734-0.00023117i,0.0012118-0.00075042i,0.00093788-0.00041023i,0.00032752+7.9163e-05i,-0.00013946+0.00041627i,-0.00020033-0.00025456i,0.00082207-0.0013521i,0.00092645-0.0011666i,-0.00053685-0.00011932i,-0.00040026+7.7935e-05i
-0.0021629+0.00017133i,-0.0018277+0.001079i,-0.0015492+0.00074805i,-0.001141-0.00029968i,-0.0012704-0.00041727i,-0.0010664-0.00029529i,-0.00025621-5.0846e-05i,0.00016662+0.00081818i,0.00065045+0.0012227i,0.0012332+0.00080283i,0.00083104+0.00055696i,0.00032323+0.00038356i,-0.00032657+0.00027625i,-0.00011526+0.00017294i,-7.5223e-05-0.00042491i,8.6817e-05-0.0010114i,0.00027081-6.1946e-06i,-0.00029823+0.00045131i,-0.00031641-0.0011461i,-6.9213e-05-0.00065995i,-9.5537e-05+0.00096982i,-0.00046925+0.0012499i,-0.00077646+0.00073544i
0.0028439+0.00039961i,0.0012689+0.00073525i,0.0012623-0.00085913i,0.00131-0.0019039i,-0.00026456-0.0014832i,-0.0013826-0.0010323i,-0.0010232-0.00081001i,-0.00034911-0.000486i,0.00030569-0.00020347i,0.00040729-0.00060596i,-0.00068752-0.00053665i,-0.0013097-9.0583e-05i,-0.00099274+0.00027687i,-0.00015991+0.00022151i,0.00047682+0.0003721i,0.00012638+0.000793i,0.00020227+0.00084743i,0.00065821+0.00038473i,0.00072486-0.00047089i,0.00076595-0.00038732i,0.00036532+0.0010141i,0.00019859+0.0012824i,-0.00014607+0.0004032i
0.00048335+0.0020577i,0.0010304+0.0016839i,0.00024312+0.0018513i,-9.3896e-05+0.0015309i,-0.0003362+0.00047817i,-0.0011394+6.2589e-05i,-0.0010117+0.00018319i,-0.00024716+0.00027758i,0.00029211+0.00070863i,0.00067298+0.00064661i,0.00087555+5.5396e-05i,0.0004408-0.00035263i,-0.0007753-8.833e-06i,-0.0012352-0.00029893i,-0.00035487-0.00055626i,0.00044456+0.00017278i,0.00090158+0.00071809i,0.00066037+0.0008187i,7.2267e-05+0.00018231i,-0.00035477+0.00028058i,-0.00060776+0.00086414i,-0.00017332+0.00077207i,2.0023e-05+0.00015402i
