0.0013049-0.00018932i,0.00091667-0.00036507i,0.0001514-0.00068462i,-0.00056757-0.00063328i,-0.0018966-0.00061841i,-0.0024508-0.00048022i,-0.001783+0.0002249i,-0.0007759+0.00058788i,-0.00037773+0.00030237i,-0.00041532-0.00036201i,-0.0003114-0.00084077i,-0.000566-0.00026048i,-0.0004115+0.00073351i,0.00049875+0.00075892i,0.0006776+0.00065425i,0.000197+0.00086798i,-6.9958e-05+0.00068785i,2.2858e-05+9.0343e-05i,-2.6622e-05-0.0009912i,0.00021735-0.0013475i,0.00050422-0.0011064i,0.00085658-0.0010081i,0.0006201-0.00052702i
-0.00078928-0.00061083i,-0.0018658+0.00011809i,-0.0026592+0.0012142i,-0.0016073+0.0020753i,0.00054339+0.001856i,0.001168+0.00029152i,0.00061574-0.00065649i,0.00012609-0.000853i,-0.0002617-0.00089872i,-5.6045e-05-0.00097633i,0.0003711-0.00037461i,-5.2519e-05-0.00014255i,-0.00028977-0.00011868i,-0.00036941+0.00040233i,-0.00038533+0.00031877i,-5.9749e-05-0.00094212i,-0.00015019-0.0011692i,-0.00027832-0.00021621i,-0.00031951+0.00064956i,-0.00031004+0.00055726i,-0.00053822+0.00033199i,-0.00029741+0.00015191i,0.00040008-0.00035821i
0.00064397+0.00071542i,0.00025363+0.0019604i,-0.00074257+0.0029007i,-0.00091079+0.0028418i,-0.00081126+0.0015529i,-0.00035835+0.00050613i,0.00030975-0.00043775i,0.00059064-0.0015241i,0.00043143-0.0018476i,-0.00080872-0.0015301i,-0.0017817-0.0020124i,-0.0015657-0.0018585i,-0.00073608-0.0014831i,-0.00031572-0.0019543i,-0.00012563-0.0018747i,-0.00032654-0.00042866i,-9.2067e-05+0.00030915i,0.0005841+0.00039484i,0.00012841+0.00066776i,-0.00065086+0.00032568i,-0.00050894-3.0742e-05i,-0.00028282-1.6423e-05i,-0.00026666-0.00050882i
-9.3578e-05-0.00026541i,-0.00062326-0.00076951i,-0.00048067-0.0002427i,0.00078548+0.00012445i,0.0012024+0.00039478i,8.3087e-05-9.2852e-05i,-0.00069422-0.0014019i,-0.0005757-0.0017596i,-0.0005836-0.0021139i,-0.0011863-0.0027723i,-0.0010284-0.0024828i,-0.00067451-0.0015317i,-0.0004859-0.0010869i,-0.00061849-0.00037717i,-0.0010112+0.00010546i,-0.00051924-9.2178e-05i,-0.00045109+6.2725e-05i,-0.00068577+0.00062923i,-0.00014175+0.00097045i,-0.00014256+0.00082703i,-0.00035326+0.00051565i,0.0002938+9.1619e-05i,0.00052185-0.00016165i
0.0016714+3.2773e-05i,0.00045694+0.00092431i,-0.00039216+0.0010216i,-0.00065281+0.00043299i,0.00037004+0.0001982i,0.00038151-0.00023872i,-0.00082833-0.001157i,-0.0012641-0.0019028i,-0.0021022-0.0020236i,-0.0028299-0.00069684i,-0.0024503+0.00073552i,-0.0015747+0.0007818i,-0.0012525+0.00048065i,-0.00038241+0.0010796i,0.0004982+0.0014818i,0.00047623+0.0010459i,-6.4674e-05+0.00056113i,-3.0448e-05+2.2484e-05i,0.00089887+0.00037973i,0.00071151+0.000663i,-1.524e-05-0.0001067i,-6.8944e-05-0.00089786i,6.5465e-05-0.00089226i
-0.00046917-0.00016991i,-0.0013304-0.00021858i,-0.001336-4.4556e-05i,-0.00081212+0.0012545i,-0.0015324+0.0018657i,-0.0015963+0.00056808i,0.00023228-0.00079685i,3.1158e-05-0.0011995i,-0.0014773-0.00046241i,-0.002004+0.00046375i,-0.0023761+0.0011896i,-0.0024498+0.0022319i,-0.0018964+0.001614i,-0.0010047+0.00070867i,0.00069529+0.0009388i,0.0010057+0.0016526i,0.00026214+0.0012191i,0.00093997+0.00029758i,0.0014666+0.00013636i,0.00097654+0.00010495i,0.00062007-0.00064725i,0.00071473-0.0012162i,0.00046406-0.00051139i
-0.00070458-0.00047334i,-0.0015308+0.0007185i,-0.0020054+0.0012004i,-0.0011608+0.0023008i,-0.0005203+0.002497i,-0.00055604+0.0015619i,-0.00019403+0.0002551i,0.00043159-0.00033839i,0.00082356-0.00074042i,0.00025276-0.00095321i,-0.0010627+0.00023913i,-0.0011773+0.00084217i,8.9419e-05+0.00030982i,0.00092573-6.4505e-07i,0.00084211-0.00024388i,0.00052556-0.00074418i,-5.3571e-05-0.00071269i,-0.00045203-0.00050933i,-0.00032577-0.00036903i,0.00018595+9.0917e-05i,0.00053229+0.0004036i,0.00062212+0.00021622i,-5.5698e-05-9.4694e-05i
-0.00023676-0.0019933i,-0.00067255-0.00095406i,-0.0016821+0.00039567i,-0.0015583+0.0018527i,2.05e-06+0.0030621i,0.0012428+0.0028125i,0.0014799+0.00039361i,0.0012372-0.0010811i,5.8513e-05-0.0011534i,0.00014757-0.00068679i,0.00090371-6.4906e-05i,0.0015212+8.3365e-05i,0.0016622-0.00041806i,0.0012522-0.001533i,0.00078089-0.0020573i,0.00087751-0.001379i,0.00023128-0.0003584i,-0.00052911-0.00014553i,-5.4278e-05-0.00052115i,9.9118e-07-0.00027744i,-4.4078e-05-0.00041914i,0.00080238-0.00017388i,0.00083822+0.00038051i
-0.00016926-0.00017994i,-2.7465e-05+0.00046678i,-7.2975e-05+0.0027634i,0.00064491+0.0043418i,0.0013742+0.003553i,0.0013778+0.0014422i,0.00084893-0.00058804i,-6.5539e-05-0.0012402i,-0.00042339-0.00093921i,0.00046518-0.00079755i,0.0013324-0.00032634i,0.0012637-0.00056565i,0.0012987-0.0011902i,0.0011696-0.00093137i,0.00037501-0.00056672i,0.00026477-0.00055375i,0.0004974+0.00013444i,-8.3609e-05+0.0010715i,-0.00092621+0.0015996i,-0.00076369+0.0013767i,-0.00058716+0.00087321i,-0.00045525+0.00069647i,-0.00028279-5.7696e-05i
-0.0010648-0.0001139i,-0.00064915+7.5414e-05i,-0.00027036+0.0016892i,-0.00039417+0.0024786i,-0.0001823+0.0018175i,0.00078021+0.00039039i,0.0018335-0.0012862i,0.0017835-0.0018506i,0.00076978-0.001654i,0.00035235-0.0022949i,0.0003251-0.0026373i,-0.00048445-0.0016082i,-0.00087871-0.00036354i,3.7179e-05-0.00021661i,0.00058039-0.0004463i,8.6478e-05+0.00037559i,0.00013431+0.0011026i,4.2191e-05+0.0007793i,-0.00050707+0.00081252i,-0.000475+0.00076583i,8.1201e-05+2.6137e-05i,0.0012032+0.00015488i,0.0015157+0.00051423i
-0.0017517-0.00081937i,-0.0022329-5.9712e-05i,-0.0024991+0.0011738i,-0.0020643+0.0014216i,-0.00032067+0.0010672i,0.002189+0.00044695i,0.0024906-0.0015697i,0.0014983-0.002081i,-0.00010661-0.0010765i,-0.0017721-0.00072884i,-0.0026681-0.0011445i,-0.0023936-0.0011254i,-0.0014762-0.0011734i,-0.0010269-0.0010705i,-0.0012803-0.00016259i,-0.00085119+4.2552e-05i,0.00044525-6.6106e-05i,0.00056742+0.00012809i,-0.00085595-0.00059756i,-0.00069826-0.00052836i,8.4619e-05+0.0008501i,-7.3666e-05+0.0012937i,0.0004877+0.0010637i
0.00067709-8.3726e-05i,-0.0010914-0.00021852i,-0.00094988+0.00031617i,-0.0010036+0.0013861i,-0.00058974+0.0004308i,-7.3878e-05-0.00076492i,-0.00038328-0.00081325i,-0.00058735-0.0011833i,-0.00053456-0.0015628i,-0.00048249-0.0017617i,-0.0011809-0.0015138i,-0.0015312-0.0010499i,-0.0012453+0.00032439i,-0.00072493+0.0011961i,-0.00027517+0.00098298i,-0.00047368+0.00046114i,-0.00012176-0.00018594i,0.00011385+0.00028175i,0.00065819+0.00086497i,0.00080512+0.00028022i,0.00031972-0.00013821i,0.00012876+0.00036484i,0.00013892+0.0010144i
0.0011069-0.00051993i,0.00066421-0.00055269i,0.00016364-0.0014063i,-4.5632e-05-0.00040773i,-0.0011661+0.0016358i,-0.0013964+0.002004i,-0.00054644+0.00011939i,-0.00076828-0.0020594i,-0.0015386-0.0028803i,-0.0010644-0.0012188i,-0.00046612+0.001294i,-0.00074792+0.0022616i,-0.00011504+0.0017437i,0.0016473+0.00057692i,0.0024353-0.00019455i,0.0012433+0.00028455i,-7.8545e-05+0.00070986i,-0.00030727+0.00024846i,0.00037823-9.6512e-05i,0.00068173-0.00015112i,0.00098582-0.00011146i,0.00095173-8.9065e-05i,0.00054845-2.5472e-05i
-0.0015168+0.0030899i,-0.0012278+0.0033056i,-0.00084477+0.0039918i,0.00085605+0.0023981i,0.0020976+0.0014057i,0.001869+0.0003568i,0.0005959-0.001199i,-0.00018038-0.0019034i,-0.00071257-0.00088115i,-0.00080994+0.00086365i,-0.00069646+0.0023326i,-0.00025759+0.0026682i,0.00041287+0.0023003i,-7.2198e-05+0.0015925i,-0.0001288+0.00085572i,-0.00036959+0.00013883i,-4.6396e-05+0.00043068i,0.00065058+0.00091034i,-0.00027815+0.00042255i,-0.0012449+0.00022766i,-0.00079149+0.00046532i,-0.00043622+0.0011474i,-0.00031401+0.0004981i
-0.0016941+0.00031288i,-0.003878-0.00074912i,-0.0037456-4.7832e-05i,-0.0020024+0.00055628i,0.0003855+0.00041812i,0.0016827-0.00065668i,0.0010915-0.0016375i,0.00090664-0.0019156i,0.0011809-0.0014239i,0.00055416-0.00052628i,0.00042469-0.00056528i,0.00013993-0.00025856i,-0.0012527+0.0009078i,-0.0013963+0.00078522i,-0.00079992+7.5232e-05i,-0.00069384+0.00036425i,-0.0013333+0.00079182i,-0.0012509+0.00073261i,-0.00053822+0.00031649i,0.00055882+0.00010049i,0.0015916+0.0008761i,0.00099506+0.0011637i,0.00017462+0.00091702i
-0.00057604-0.00069138i,-0.00023778-1.5177e-05i,-0.00065826+0.0017087i,-0.00087454+0.0033686i,0.00013412+0.0031837i,0.0011428+0.0013905i,0.0010582-0.00043312i,0.0005082-0.0020502i,0.00027279-0.0024546i,-2.6073e-05-0.0018927i,-0.00012563-0.0021205i,0.00083798-0.0018056i,0.0012371-0.00069204i,0.00099096-0.00098644i,9.6779e-05-0.00069082i,-0.00072038-6.1034e-05i,-0.00018068+0.00071263i,-0.00017816+0.0016914i,-0.0006143+0.0013925i,-0.00039269+0.00030996i,0.00015965+0.00041118i,9.9226e-05+0.00045151i,-0.00011188+0.00053082i
0.001368-0.00067115i,0.00056443+0.00081977i,-0.00042223+0.001508i,-0.00095646+0.0019608i,-0.00065697+0.002626i,0.00014075+0.0015651i,0.0012425-9.1191e-05i,0.0011363-0.00072785i,9.9197e-05-0.0010382i,-0.00074961-0.00081019i,-0.0012267-0.00054749i,-0.00072329-0.00017819i,-0.00023185-7.7594e-05i,0.00032429-3.9702e-05i,0.0012477+0.00062386i,0.0013168+0.0006047i,0.00019899+0.00061295i,-0.00023098+0.00083313i,0.00045545+0.0011355i,0.00040974+0.00085034i,-2.1953e-05+0.00036427i,-0.00092438+0.0007368i,-0.0012007+0.00061969i
-0.00044535-0.0007936i,-7.4178e-06+0.00075849i,0.00059182+0.0021639i,0.0010036+0.0025733i,0.0012335+0.0021446i,0.0011506+0.001024i,0.0004423-0.0015317i,0.00058918-0.0030058i,-0.00052381-0.0019905i,-0.0016856-0.0013817i,-0.0014644-0.00090523i,-0.0014869+0.00010154i,-0.0014248+0.00083211i,-0.0004682+0.0011487i,0.00010624+0.0011768i,0.00045663+0.00094923i,0.00079021+0.00010805i,0.00086644-0.0004583i,0.00050889+9.3781e-05i,0.00019091+0.00055818i,0.00032275-3.3597e-05i,0.00033283-0.0001696i,-0.00017516-9.5583e-05i
0.00057691+0.00048542i,-0.001074-0.00014258i,-0.0011948-0.0003913i,-0.00017752-0.00059916i,-0.00040278-0.0012997i,-0.0016033-0.0013647i,-0.0010327-0.0013776i,-0.00022529-0.001513i,-0.00070645-0.001532i,-0.00090246-0.0014487i,-0.0014802-0.0013021i,-0.0016843-0.0010946i,-0.0010068-0.00073975i,-0.0007144-0.00021156i,-0.00069462+0.00047603i,-0.00052775+0.00083988i,0.00018743+0.0011679i,0.00078088+0.0012252i,0.00041086+0.0010584i,-0.0003391+0.00060033i,-0.00052024+0.00035476i,3.8416e-05+0.00030675i,-0.00047253-0.00014387i
-0.00070253+0.00011981i,-0.0018528-0.00015761i,-0.0033019+0.0009337i,-0.002737+0.0016194i,-0.00074426+0.00082997i,7.6183e-05-2.7376e-05i,-0.00072726-0.0013853i,-0.0011154-0.0022949i,-0.00099658-0.002102i,-0.00063344-0.0013598i,0.00048459-0.00019005i,0.0016165+0.00035566i,0.0013699+0.00013227i,0.000228-0.00075942i,-0.00042939-0.0017739i,-0.00022423-0.0014093i,-0.0002177-2.2184e-05i,-0.00081045+0.00027771i,-0.00025524+0.00010021i,0.00064441+0.00029032i,0.00059759-0.00011i,0.0004061-0.00054261i,0.00061105-0.00052998i
-0.00064392-0.0016598i,-0.0011598+0.00014257i,-0.0011657+0.001656i,-0.00028843+0.0031985i,0.00051731+0.0038018i,0.0012877+0.0032482i,0.0019574+0.0010743i,0.0015425-0.0010423i,-0.00021998-0.0016649i,-0.0010361-0.0014339i,4.2121e-05+4.1535e-05i,0.0008234+0.0017123i,0.00097562+0.0013426i,0.00085043+9.0411e-05i,0.0012795-6.2859e-05i,0.0011084+0.00028008i,0.00053282+0.00070713i,0.00062615+0.00075559i,0.00058049+0.0001532i,0.00056404-0.00013739i,0.00058942+0.00037677i,0.00078407+0.00081427i,0.00074871+0.00069562i
0.00049171-0.0015916i,7.2075e-05-0.0028493i,0.0012202-0.0032472i,0.0019713-0.0015161i,0.0021747-8.1285e-05i,0.002005-0.00031i,0.00091695-0.0011899i,-0.00058157-0.0015125i,-0.0012593-0.001425i,-0.00048075-0.00086681i,-0.0002937-0.00034085i,-0.00024015-0.00012837i,6.7706e-05-0.00035936i,0.00058482+0.00037621i,0.0015052+0.0016154i,0.0012967+0.0014346i,0.00031654+0.0011262i,-0.00023654+0.0010392i,-0.00023415+0.0001583i,-1.0813e-05-0.00033145i,8.3579e-05+0.00035048i,-3.4039e-05+0.00088823i,-0.00025731+0.00098742i
-0.0020617-0.00024203i,-0.0019612+0.00022053i,-0.0026137+0.0022859i,-0.0027227+0.003373i,-0.0007049+0.0025804i,0.00040538+0.00049613i,-5.8215e-05-0.001278i,-0.00069798-0.0020988i,-0.0014736-0.0029128i,-0.0018661-0.0025236i,-0.0019159-0.0018786i,-0.001861-0.0020596i,-0.0015863-0.002083i,-0.0013706-0.0010179i,-0.0014175-0.00039298i,-0.00061006-0.00048563i,0.0007222-4.5678e-05i,0.00083153+0.00016951i,0.00043308+0.00029186i,0.00028538+8.9628e-05i,0.00042744+0.00045833i,0.00062626+0.00066376i,0.00055161+0.0002815i
-0.0002281+0.00031263i,-0.00066679+0.0025596i,-0.0010669+0.0043272i,-0.00089418+0.004425i,-8.52e-05+0.0027732i,0.00096366+0.00094368i,0.001372+3.3076e-05i,0.0010574-0.00057548i,0.00034894-0.0013503i,-0.00057766-0.0016555i,-0.0011832-0.0020962i,-0.00082793-0.0019258i,-0.00060925-0.00054024i,-0.00059226+0.00023082i,-0.00022023-6.2288e-07i,0.00064606-0.00022093i,0.00035599-4.1047e-05i,0.00027243-2.7951e-05i,0.0010037-0.0003739i,0.00078302-0.00075609i,9.7933e-05-0.00082549i,0.00015985-0.00074266i,0.00026993-0.00028237i
-0.00055047-5.7679e-05i,-0.0019541-0.00041314i,-0.0023336-7.7087e-05i,-0.0011229+0.0018765i,7.8584e-05+0.0029816i,0.00080576+0.0010547i,0.00086048-0.00099463i,0.00023143-0.0011426i,-0.00028197-0.0007466i,-0.00050251-0.0006161i,2.5587e-05+0.00074353i,0.00071496+0.0025255i,0.00067024+0.0028481i,0.0010175+0.0016728i,0.0012315+0.0004312i,0.00092045-5.2821e-06i,0.001007-9.4022e-05i,0.0009246+0.00068906i,0.00053934+0.00033647i,0.00051246-0.00030411i,0.00052746-9.0271e-05i,0.0005292-3.2886e-05i,0.00088167-8.7708e-05i
0.0002845-0.0011858i,0.00015492-0.0006776i,-6.8851e-05+0.0016032i,-0.00037177+0.0032951i,-0.00015136+0.0033759i,0.00053662+0.0020495i,0.00040307-3.1792e-05i,-6.4002e-05-0.001536i,-0.0002106-0.0011921i,-0.00080909+0.00015397i,-0.0012874+0.00087337i,-0.0010085+0.0013347i,-0.00038288+0.001628i,0.0011675+0.00087498i,0.0016263+0.00038858i,0.00090658+1.1119e-05i,0.00011365-0.00017976i,-0.00032045+0.00018103i,0.00037636-0.00021998i,0.00096198-0.00013367i,0.00029845+0.00097163i,3.9933e-05+0.0012853i,0.00021401+0.00071669i
0.00049157+0.0016454i,0.00034391+0.0024532i,0.0010786+0.0029936i,0.00032088+0.0020857i,-0.00041516-2.8409e-05i,-0.00045929-0.0018334i,-7.4397e-05-0.0029672i,0.000689-0.0027282i,0.0002926-0.001689i,-0.0011981-0.00073403i,-0.0020751-0.0010724i,-0.0013923-0.0016539i,7.8017e-05-0.0014522i,0.00062119-0.00061841i,0.00062844+0.0005615i,0.00030835+0.00093371i,-0.00096793+0.00084777i,-0.0015669+0.00065462i,-0.00062397+0.00029979i,-0.00027469+0.00028399i,2.697e-05+0.00068111i,0.00017672+0.00063243i,-4.1095e-05+8.736e-05i
-0.0020976+0.00061426i,-0.0027527+0.00019874i,-0.0032245+0.00032847i,-0.0020918+0.00028689i,-0.00070401+1.5999e-05i,-0.00072705-0.00042484i,-0.0008149-0.0015504i,3.0437e-05-0.0027105i,0.00060278-0.0026701i,0.00010546-0.0022461i,-8.9979e-05-0.0024411i,0.00028657-0.0018972i,8.6061e-05-0.0013788i,-0.00021576-0.0014789i,0.00024989-0.0017538i,0.0012167-0.0013331i,0.0016199+0.00015452i,0.00033764+0.0010451i,0.00012968+0.00043634i,0.00052767-0.00013999i,4.7446e-05+0.00032687i,1.0757e-05+0.00067759i,0.00039227+0.00061488i
-0.0012328-0.00089285i,-0.0020748-0.0017174i,-0.0012563-0.0008935i,-0.00062766+0.0020689i,0.00051059+0.0027352i,0.0010818+0.0011219i,0.0012684-8.3704e-05i,0.0008339-0.0011149i,0.00079106-0.0018622i,0.00095009-0.0013141i,0.00042996-4.0799e-05i,-1.8873e-05+0.001462i,-0.00021877+0.0017461i,0.00079255+0.00046779i,0.0013266-0.00029438i,0.00063292-0.00025298i,0.00093265+8.0848e-05i,0.0014779+0.00054679i,0.0012279+0.00073102i,0.001026+0.0007833i,0.00079224+0.0001707i,0.00023078-0.00057519i,0.00015185-0.0004871i
0.0015933-0.00067378i,0.0016062+0.00061485i,0.0013025+0.0013454i,0.00047317+0.0011339i,-0.00053837+0.0021386i,-0.00044611+0.0014396i,0.00055332-0.00027637i,0.00030643-0.0011549i,0.00016677-0.0015296i,-0.00017092-0.00074815i,-0.0015418+0.00079359i,-0.0019091+0.0020996i,-0.0016306+0.0026245i,-0.0011099+0.0023257i,9.6575e-05+0.0011906i,0.00062518+0.00024816i,0.00010844+0.00039277i,-0.00021742+0.0011703i,0.00010058+0.0012022i,7.2673e-05+0.00069813i,0.00011026+0.0012344i,0.00027732+0.0015496i,0.00080858+0.00083981i
-0.0023085+0.0012731i,-0.0037935+0.0027968i,-0.0043568+0.003235i,-0.0023838+0.0034659i,-0.00054325+0.0033175i,0.00077056+0.0023419i,0.0016384+0.00049828i,0.0012603-0.0010262i,-0.00016492-0.0018921i,-0.0018618-0.0014881i,-0.002742-0.00085494i,-0.0024647-0.00038348i,-0.0015217+7.1958e-06i,-0.0006925-0.00012039i,-0.00045841-0.00061819i,6.0364e-05-0.00012623i,0.00015575+0.00062332i,-0.00022515+0.00069319i,-0.00049828+0.00087359i,-0.00036443+0.0011467i,2.7324e-05+0.00082293i,0.00052213+0.0008714i,-0.00018696+0.00090756i
-0.0011744-0.0027365i,-0.0025511-0.0030932i,-0.0035241-0.001796i,-0.0034305-0.00084732i,-0.0015172-0.00098099i,-0.00036281-0.0010337i,-0.00052878-0.00083842i,3.6341e-05-0.0012516i,0.00038905-0.0019684i,0.00011273-0.0021702i,0.00049239-0.0019474i,0.0013878-0.0015289i,0.001269-0.00089019i,0.00085446-0.00083262i,0.00059561-0.00049968i,3.5511e-05+4.8097e-05i,0.00029199+0.00077566i,-0.00010027+0.00077958i,-0.001196+0.00065863i,-0.00099378+0.00069868i,-0.00033555+0.00038839i,0.00034851+0.00012481i,-0.0002501+0.00037854i
0.0033881-0.0005409i,0.0028759-0.00065335i,0.0004904-0.00045156i,-0.0018167+0.00073516i,-0.0014872+0.00098699i,-1.4412e-05-0.00011846i,-0.00014452-0.0011489i,-0.00055233-0.0023059i,-0.00035233-0.0021577i,-3.5873e-05-0.0014976i,0.00043749-0.00037795i,0.00029007+0.0006169i,0.00082181+0.00027382i,0.0016961-0.00082723i,0.0010414-0.0014642i,-0.00038264-0.0015601i,-0.0006306-0.00065619i,-0.00044068+0.00031352i,-0.00020534+7.8112e-05i,0.0002616-0.00011782i,0.00032296+0.00030178i,-9.9982e-05+0.00083492i,-0.00063309+0.00056633i
-0.0015275+0.00194i,-0.0009728+0.0034647i,0.00018024+0.0044386i,0.00067924+0.0039595i,0.00040369+0.0029832i,0.00089451+0.0012842i,0.00085062-0.00095983i,0.00017264-0.0023846i,0.00043276-0.0020807i,0.00010869-0.00079666i,-0.0013459+0.00045544i,-0.0021448+0.0012867i,-0.0020742+0.0012748i,-0.0010062+0.00046622i,-0.0002269+0.00029716i,-0.00026662+0.00098404i,-0.00016393+0.00086434i,-0.00042422+0.00042898i,-0.00052363+0.00053448i,0.00035561+4.9139e-05i,0.0014176-7.8643e-05i,0.0013892+0.00045821i,0.00074906+0.00036913i
-0.0017777-0.0022137i,-0.0034846-0.0019332i,-0.0035997-0.00047472i,-0.0012084+0.0023519i,0.00069491+0.003578i,0.00073952+0.0022216i,0.00027117+0.00071932i,0.00031715-0.00071776i,0.000487-0.0016366i,-0.00016376-0.0012494i,-0.0016482-0.0013054i,-0.0030322-0.0016607i,-0.0031414-0.0014151i,-0.0017846-0.00088242i,-0.00026913-0.00088347i,0.00041058-0.00046872i,0.0006471+0.00014181i,0.0010342+0.00036045i,0.0010995+0.0011698i,0.00077339+0.00069475i,0.00023927-0.00080015i,0.00021255-0.0008861i,0.0004927-0.00046465i
0.00074696-0.00026192i,-0.00041449-0.00040702i,-0.0019323-0.00013408i,-0.0010366+0.0012189i,0.00059724+0.0016963i,0.0011663+0.0011902i,0.0012219-1.2644e-05i,0.00064312-0.0016004i,8.7562e-05-0.0025714i,-0.00020328-0.0026616i,-0.00035181-0.003276i,-0.00051685-0.0030998i,-0.00045156-0.00077085i,-0.00067105+0.00022624i,-0.00061414-0.00027121i,-0.00016534+0.00011537i,0.00076668+8.8422e-05i,0.0011094+2.6896e-05i,0.00073339+0.00030853i,0.0002688+0.00041436i,-0.0002125+0.00038997i,0.00034436-0.00027076i,0.00015659-0.00046933i
-0.00079628+0.0018204i,-0.0021359+0.0012243i,-0.0024503+0.00080865i,-0.0018951+0.00063262i,-0.0015434+0.0012237i,-0.00075886+0.0010682i,-0.00027841-0.00026072i,-4.3699e-05-0.0016687i,0.00047819-0.0022417i,0.0009174-0.0017737i,0.0017638-1.8042e-05i,0.0019126+0.0017517i,0.00062846+0.0017963i,-0.00014331+0.00078041i,-0.00027549+0.00023526i,-0.00042771-0.00040052i,-0.00054861-0.00059053i,-0.00064342-8.6228e-05i,-0.00035503-0.0005187i,3.569e-05-0.00064003i,-0.00012725+1.455e-05i,-0.00055495+0.00069112i,-0.00078663+0.00018098i
-0.00078718+0.00023475i,-0.0012663-0.00075658i,-0.00096068+0.0013427i,0.00016971+0.0023735i,0.0020029+0.0014802i,0.0022846+0.00022538i,0.0015511-0.00095863i,0.00084621-0.0021227i,0.00041461-0.0020578i,0.00028786-0.00050613i,-0.00063288+0.00099703i,-0.0006909+0.0018207i,-0.00049917+0.001496i,-0.00052762+0.00058631i,0.00013802+4.4668e-05i,0.00028554-0.00016435i,-0.0005332+2.0982e-05i,-0.00019675-0.00044425i,0.00038155-0.00051429i,0.00023722+5.0296e-05i,0.00052398+0.00038395i,0.0002062+0.00053705i,9.1981e-05+0.00049112i
0.0015348+0.0020114i,0.00047938+0.0036588i,-0.00095931+0.0035189i,-0.00034832+0.0029221i,0.00079457+0.0017965i,0.0012951+2.2839e-06i,0.0012534-0.0010827i,0.0006462-0.00149i,-0.00070135-0.0012463i,-0.0019486-0.00044513i,-0.0026059-6.0482e-05i,-0.0027261-0.00068956i,-0.0020197-0.00093775i,-9.4332e-05-0.00040035i,0.0011346+0.00017038i,0.00097471+2.8503e-05i,0.00029579+0.00061703i,-0.0004969+0.0012943i,-0.00033497+0.00076295i,3.9698e-05+0.00015576i,0.00039248+0.00028163i,0.00048314+0.00060384i,0.00028821+0.00086766i
-0.0015304+0.00065882i,-0.0026558+0.00060277i,-0.0031224+0.00038997i,-0.0019635+0.0010952i,-8.0532e-06+0.0013285i,0.0008581-7.6013e-06i,0.00067244-0.0013166i,-0.00011759-0.0022242i,-0.0011017-0.0025903i,-0.00059523-0.0029015i,0.00058206-0.0030241i,0.00096594-0.0027517i,0.0013192-0.0016998i,0.00085728-0.001028i,0.00048877-0.0010542i,0.001235-0.00045822i,0.0011445+0.00035467i,0.00076281+0.00078151i,0.00085214+0.0008241i,0.00033535+0.0010137i,-0.00071114+0.00079485i,-0.00099489+0.00043883i,-0.00051642+0.00080651i
0.00052887-0.0017607i,-0.00057704-0.00094602i,-0.0024438+0.00032157i,-0.0031984+0.0030572i,-0.0025714+0.0035004i,-0.0021088+0.0021813i,-0.0016095+0.00053696i,-0.00011434-0.00149i,0.0011622-0.0030699i,0.0016507-0.0029944i,0.0018367-0.00073478i,0.0011707+0.0013607i,0.000383+0.0019874i,0.00014628+0.0011454i,-2.0947e-05-0.00021701i,-0.00083005-0.00053221i,-0.00097862+0.00046602i,-0.00018448+0.00093422i,0.00057757+0.0012119i,0.00078194+0.0012207i,0.00056669+0.00077832i,0.00073587-9.134e-05i,0.00052701-0.0006345i
0.0016113+0.00026376i,0.000665-9.7553e-05i,0.00040677-0.00063127i,-0.00094611-0.00043632i,-0.00091963+3.7724e-05i,0.00048754-0.00023423i,0.00041162-0.0010631i,0.00024813-0.0021719i,3.5958e-05-0.0015927i,-0.00043712+0.00066233i,-0.0011197+0.0023896i,-0.0023771+0.0025716i,-0.0021134+0.0020739i,-0.0012785+0.0017036i,-0.00080457+0.0011553i,0.00032243+0.0010173i,0.0015662+0.0011399i,0.0014777+0.00028417i,0.0012908-0.0003162i,0.0012338-0.00024267i,0.0010601+0.0002382i,0.00077447+0.00054931i,6.8735e-05+0.00068735i
0.0004382+0.00054762i,-0.00029807+0.0026501i,-0.0014451+0.0027137i,-0.0012023+0.0019937i,-0.000516+0.0011555i,-0.00010221+2.4167e-05i,0.00027109-0.0002059i,-0.00017859-0.00082065i,-0.0010632-0.0019272i,-0.0027139-0.0015179i,-0.0039144-0.00021548i,-0.0028554+0.00042389i,-0.00081005+0.00097036i,0.00057045+0.00099647i,0.0010793+0.00057057i,0.001008+5.9019e-06i,0.00085982-0.00039234i,0.00086004+0.00017298i,0.00016708+4.5973e-05i,0.00036169+0.00032916i,0.00022744+0.00089663i,-0.00028546+0.0010035i,-4.6065e-05+0.0012113i
-0.00097034-0.00059041i,-0.0032208+0.00059074i,-0.0053685+0.0013998i,-0.0053306+0.0021419i,-0.0027586+0.0021123i,-0.00025298+0.0012002i,0.00084283-1.4957e-05i,0.00078978-0.0012976i,-0.00070699-0.0023892i,-0.0015234-0.0032581i,-0.00093794-0.0029774i,-9.1465e-05-0.0019788i,0.00040331-0.00075211i,0.00015024+0.00048299i,0.00019431+0.00065232i,0.0005276+0.0012135i,0.00052422+0.0016089i,-7.1612e-05+0.00050827i,-0.00037273+6.9146e-05i,8.069e-05+0.00059241i,-0.00011524-3.1731e-06i,0.00032156-0.00027798i,0.00044628+8.1981e-05i
