-0.0022426+0.00069413i,-0.0024212+0.0014149i,-0.0014833+0.0013721i,-0.00076503+0.00031328i,-0.0016477+0.00059039i,-0.0023805+0.0010702i,-0.0016522+0.00054188i,0.00020412+0.00070511i,0.00051327+0.0011885i,-6.1445e-05+0.0002629i,7.3654e-05-0.00078344i,-0.00028865-0.00055352i,6.3588e-05-0.00031i,0.00091276-0.00023977i,0.0010698-2.3456e-05i,0.00076802+3.7073e-05i,3.4932e-05-0.00082962i,-0.00010086-0.0008991i,3.6276e-05-0.00016107i,-0.00052679-0.00015825i,-0.0006314-0.00071202i,-7.8774e-05-0.00042411i,0.00067886-0.00032624i
-0.048512-0.67319i,-0.086849-0.583i,-0.19245-0.3904i,-0.25868-0.18372i,-0.22759-0.055189i,-0.15949-0.037762i,-0.09915-0.032919i,-0.032039-0.0096275i,0.013628-0.0024262i,0.019985+0.0069439i,0.016052+0.016886i,0.0048964+0.017626i,-0.007885+0.023859i,-0.0079003+0.027467i,0.0024182+0.019265i,0.013424+0.01026i,0.020459+0.0060584i,0.018027+0.0079564i,0.0077766+0.013996i,0.0013876+0.020059i,0.0028737+0.021484i,0.0032216+0.014315i,-0.0044359+0.0055609i
0.56964+0.2235i,0.37708+0.17623i,0.20816+0.13317i,0.16348+0.099145i,0.14508+0.079993i,0.10745+0.082099i,0.067003+0.057646i,0.014529+0.025572i,-0.018868+0.017908i,-0.019373+0.0029683i,-0.020137-0.01257i,-0.015604-0.007538i,-0.00049959-0.00085505i,0.0061483-0.0062907i,0.0019114-0.017385i,-0.0025948-0.027743i,-0.0013361-0.035991i,0.0065437-0.040755i,0.015371-0.038441i,0.017053-0.03174i,0.010356-0.024475i,0.0037324-0.015524i,0.0029465-0.0086789i
-0.43536+0.57045i,-0.17309+0.47117i,0.065744+0.25773i,0.13019+0.05689i,0.096086-0.07812i,0.046403-0.12568i,0.010132-0.096798i,0.0035467-0.052773i,0.0062874-0.034854i,0.004976-0.027847i,0.0039142-0.024132i,0.00081885-0.027313i,-0.0025447-0.028247i,0.0030751-0.018002i,0.015897+2.8846e-05i,0.025549+0.018493i,0.021616+0.02902i,0.0063488+0.027803i,-0.0094848+0.018073i,-0.019805+0.0052765i,-0.020594-0.0023072i,-0.012583-0.0012522i,-0.001844+0.0018543i
-0.18664-0.7752i,-0.18026-0.58925i,-0.18299-0.35209i,-0.21732-0.14282i,-0.20972+0.025517i,-0.14255+0.090364i,-0.062466+0.078324i,0.0027755+0.037423i,0.030892+0.0017773i,0.028891-0.004709i,0.021727+0.0030844i,0.0096014+0.015876i,-0.00085761+0.035627i,-0.0025254+0.043897i,-0.003427+0.03276i,-0.0067118+0.017261i,-0.0076354+0.012147i,-0.004776+0.016069i,0.001446+0.019361i,0.010475+0.019036i,0.014376+0.015157i,0.0080367+0.012001i,-0.00098842+0.01399i
0.58353+0.12564i,0.23786+0.073252i,0.019943+0.098182i,0.079803+0.093187i,0.16143+0.041187i,0.15053+0.023581i,0.097147+0.018391i,0.02896+0.019632i,-0.013331+0.028252i,-0.026173+0.021427i,-0.023303+0.01232i,-0.0057217+0.0062001i,0.0051066-0.0038171i,-0.00029395-0.0038826i,-0.010881+0.0089169i,-0.018029+0.014627i,-0.018918+0.0024521i,-0.014628-0.019785i,-0.012904-0.035201i,-0.012832-0.033503i,-0.0059601-0.023582i,0.0018961-0.020171i,0.0028659-0.021904i
-0.36126+0.69519i,-0.053913+0.56088i,0.10814+0.3005i,0.068186+0.08246i,-0.0056802-0.058527i,-0.052425-0.099915i,-0.05494-0.053313i,-0.028276-0.018129i,-0.017416-0.012763i,-0.015165-0.00041271i,-0.0067541+0.0089357i,2.5407e-06+0.0021364i,0.0029596-0.018039i,0.0088048-0.038139i,0.020227-0.046189i,0.031506-0.037315i,0.036056-0.016374i,0.031128+0.0048786i,0.019789+0.019961i,0.0088782+0.024422i,0.0011391+0.019529i,0.00039082+0.012417i,0.0034992+0.0068227i
-0.22149-0.83169i,-0.14021-0.6719i,-0.084283-0.44714i,-0.13118-0.18874i,-0.13207+0.036406i,-0.047196+0.085624i,0.005972+0.025949i,0.015058-0.004597i,0.014102-0.0079223i,0.0112-0.0060811i,0.006057-0.0050342i,-0.003668+0.004442i,-0.0037226+0.02636i,0.00040169+0.034885i,-0.0062182+0.026208i,-0.015252+0.01716i,-0.015366+0.015409i,-0.0054466+0.017505i,0.0089229+0.011587i,0.015426-0.00070348i,0.0086552-0.0029315i,-0.00042941+0.0064086i,-0.0032818+0.014557i
0.53726+0.10508i,0.14447+0.081311i,-0.032924+0.11816i,0.092245+0.064456i,0.16941-0.047224i,0.096252-0.071944i,0.013479-0.035029i,-0.013722+0.0027173i,-0.0017953+0.024897i,0.012587+0.015787i,0.012438-0.00070369i,0.0077284-0.01178i,0.003526-0.015629i,0.0090932-0.0048292i,0.019786+0.0081177i,0.020629+0.0085085i,0.0069352-0.0044815i,-0.017291-0.018773i,-0.03321-0.019758i,-0.030425-0.012013i,-0.020107-0.0099025i,-0.012797-0.012811i,-0.0097045-0.013425i
-0.2524+0.7426i,0.067304+0.61989i,0.17464+0.36507i,0.077793+0.1443i,-0.028983+0.020688i,-0.051969+0.010933i,-0.0039121+0.035447i,0.031106+0.0064355i,0.022215-0.02764i,0.012839-0.022298i,0.019611-0.010381i,0.01913-0.010137i,-0.0029407-0.019489i,-0.031767-0.027293i,-0.039458-0.020543i,-0.023461-0.0063239i,-0.00078291+0.0043638i,0.02095+0.0077601i,0.031041+0.0025292i,0.026178-0.0013972i,0.02034+0.0016309i,0.019437+0.0030041i,0.018627-0.00068009i
-0.29011-0.84384i,-0.23274-0.69565i,-0.17256-0.47521i,-0.1873-0.186i,-0.1263+0.061655i,-0.0099393+0.098117i,0.028665+0.028905i,0.016656+0.0018216i,0.0053499+0.0021598i,-0.0050329+0.0026383i,-0.01383+0.002587i,-0.012525+0.010315i,-0.0003518+0.033433i,0.010118+0.057541i,0.011596+0.065903i,0.0058885+0.060732i,0.0034737+0.052486i,0.0077987+0.037225i,0.0063745+0.014609i,-0.00023862-0.0019374i,-0.0013694-0.0059517i,-0.00065678-0.0034031i,-0.0038867+0.002087i
0.41225+0.1365i,-0.011952+0.14863i,-0.165+0.21007i,0.016713+0.13798i,0.12577+0.00032698i,0.077035-0.021393i,0.017133+0.027088i,-0.0098271+0.055429i,-0.0074124+0.044589i,-0.0030095+0.012407i,-0.0065903-0.0017927i,-0.0065273-0.0037426i,0.0047822-0.016524i,0.025474-0.041931i,0.032536-0.065364i,0.019074-0.069959i,-0.0011823-0.058018i,-0.017724-0.036621i,-0.019384-0.013256i,-0.010741+0.0014724i,-0.008085+0.0045864i,-0.012557+0.002267i,-0.01531+0.0012305i
-0.07992+0.62948i,0.32693+0.49365i,0.40683+0.24975i,0.21114+0.063026i,0.057687-0.046098i,0.021792-0.098556i,0.034485-0.10016i,0.031979-0.082476i,-0.00043798-0.055634i,-0.01871-0.022147i,-0.010421-0.0058198i,0.0016878-0.00079733i,-0.0048039+0.0036776i,-0.023273+0.0072304i,-0.025915+0.012079i,-0.0065318+0.011009i,0.013069+0.0013405i,0.015654-0.010875i,0.0058974-0.015592i,-0.0038197-0.012483i,-0.0049226-0.005917i,0.0031583+0.00095301i,0.013308+0.0011816i
-0.28492-0.82004i,-0.28187-0.76157i,-0.21047-0.59316i,-0.17139-0.3016i,-0.11918-0.04892i,-0.074671+0.0041059i,-0.075101-0.033937i,-0.053485-0.033183i,-0.010367-0.011219i,0.0097634+0.0028372i,0.0076533+0.0055516i,0.0022963+0.0033758i,0.013877+0.015379i,0.037061+0.039783i,0.050678+0.056528i,0.046723+0.054315i,0.030855+0.042849i,0.016193+0.037411i,0.012273+0.035234i,0.01306+0.026886i,0.011361+0.015088i,0.0089053+0.0085165i,0.0078297+0.0074843i
0.25781+0.32524i,-0.13623+0.42247i,-0.24832+0.44451i,-0.05243+0.2341i,0.055758+0.016622i,0.028578+0.016912i,0.011801+0.092889i,0.0065531+0.087707i,-0.0014522+0.038906i,-0.0016592+0.0049773i,0.0063046-0.0059268i,0.0054862-0.013782i,-0.012658-0.03504i,-0.036632-0.060784i,-0.059747-0.065232i,-0.070635-0.039809i,-0.057705-0.010886i,-0.030547-0.0050684i,-0.0089895-0.020619i,-0.0005438-0.033923i,0.00070565-0.032382i,-0.0037041-0.026022i,-0.013635-0.020659i
0.050192+0.42849i,0.45362+0.33828i,0.47398+0.20838i,0.18814+0.13597i,-0.020424+0.090253i,-0.043718+0.04048i,0.0040455-0.0010614i,0.019686-0.017701i,0.0020115-0.0011429i,-0.0025875+0.026786i,0.0059969+0.031367i,0.0092405+0.023268i,0.001611+0.02474i,-0.0096715+0.032831i,-0.0075984+0.032347i,0.0068084+0.016844i,0.015244+0.00068846i,0.01301-0.0024232i,0.0060177+0.0029156i,-0.002477+0.0076234i,-0.0064278+0.01026i,-0.0028275+0.0091577i,0.00045924+0.004417i
-0.27356-0.74346i,-0.34978-0.74817i,-0.2627-0.59493i,-0.11907-0.26403i,0.025267+0.031999i,0.086989+0.10868i,0.050064+0.076171i,0.030647+0.051051i,0.050332+0.021678i,0.052796-0.012976i,0.030724-0.027031i,0.012989-0.018011i,0.022334-0.0022163i,0.052848+0.0096485i,0.073288+0.011891i,0.064644+0.0058383i,0.042212+0.0017161i,0.026089+0.00093077i,0.019721-0.0060063i,0.014522-0.012621i,0.0087577-0.0075536i,0.0054374+0.002445i,0.0034925+0.009742i
0.17655+0.39233i,-0.082966+0.45128i,-0.15726+0.37856i,-0.011978+0.10661i,0.075644-0.14531i,0.073149-0.18608i,0.07088-0.11072i,0.042402-0.061547i,-0.010821-0.051082i,-0.047323-0.044205i,-0.048512-0.031804i,-0.035374-0.022375i,-0.036133-0.016901i,-0.049689-0.014775i,-0.053584-0.0037678i,-0.03428+0.017443i,-0.013025+0.020799i,-0.015718+0.006917i,-0.03541+0.0054916i,-0.042935+0.015i,-0.030972+0.01525i,-0.017904+0.01028i,-0.0079228+0.010575i
0.082197+0.16305i,0.38998+0.092348i,0.35574+0.044211i,0.095389+0.06743i,-0.072557+0.08739i,-0.10947+0.046841i,-0.094195-0.010937i,-0.069625-0.017737i,-0.043676+0.023146i,-0.010408+0.060635i,0.014295+0.064016i,0.022311+0.048724i,0.020835+0.037836i,0.019543+0.036495i,0.017215+0.027134i,0.0072881+0.0087165i,-0.0025672+0.0056229i,0.0020115+0.01358i,0.020472+0.014245i,0.032692+0.0069478i,0.029374+0.0005784i,0.023368-0.0026135i,0.019941-0.010592i
-0.27078-0.42551i,-0.39402-0.3708i,-0.28304-0.24676i,-0.078114-0.10844i,0.07152-0.021311i,0.11279+0.010093i,0.070524+0.026353i,0.047871+0.030539i,0.055774+0.0026023i,0.042852-0.032901i,0.015671-0.043348i,-0.0010482-0.038569i,-0.00062455-0.033137i,0.010363-0.030704i,0.01455-0.024664i,0.007972-0.011415i,0.0030539-0.0036288i,0.0057724-0.0029371i,0.0073158-0.0094667i,0.002292-0.019361i,-0.0012594-0.021641i,-0.0039542-0.017012i,-0.0084083-0.0079036i
0.18594+0.39498i,0.13977+0.45537i,0.087264+0.36886i,0.026858+0.14064i,-0.080032-0.041672i,-0.13109-0.080011i,-0.084154-0.044813i,-0.038687-0.024837i,-0.035581-0.01334i,-0.025105+0.010036i,0.0051098+0.017925i,0.014032+0.0046312i,-0.0053315-0.0033924i,-0.030145-0.0022296i,-0.0378+0.0026184i,-0.018468+0.0054988i,0.0030483+0.0010259i,0.0067889-0.006108i,0.0048682-0.0054277i,0.0039598+0.0031924i,-0.00017139+0.01016i,-0.0034468+0.012807i,-0.0015683+0.011143i
0.068548-0.15374i,0.20382-0.2739i,0.15734-0.23281i,0.074311-0.01116i,0.090394+0.17025i,0.12043+0.19607i,0.10435+0.13137i,0.064294+0.065144i,0.040455+0.026661i,0.037064-0.00036332i,0.026398-0.018466i,0.015408-0.0095027i,0.025747+0.010778i,0.046635+0.018821i,0.051299+0.015998i,0.033592+0.011857i,0.016886+0.013504i,0.012618+0.014369i,0.011689+0.0003402i,0.0082563-0.017386i,0.0068018-0.022104i,0.0099335-0.020158i,0.0052642-0.019698i
-0.29351-0.16131i,-0.45727-0.12074i,-0.34413-0.10737i,-0.10329-0.17038i,0.027461-0.22153i,0.025367-0.18902i,-0.0099407-0.094888i,-0.010272-0.018237i,-0.0076427-0.0029536i,-0.033676-0.0091117i,-0.056866+0.0018411i,-0.050749+0.014455i,-0.033003+0.010176i,-0.018983-0.0014479i,-0.0029171-0.0057822i,0.010125-0.0054654i,0.002718-0.010861i,-0.01878-0.012654i,-0.031658-0.00095718i,-0.027987+0.0097795i,-0.019458+0.0095737i,-0.017168+0.010872i,-0.011738+0.020508i
0.13312+0.3152i,0.20327+0.38853i,0.13124+0.31561i,-0.040982+0.17195i,-0.16299+0.097845i,-0.16065+0.075844i,-0.094666+0.027223i,-0.060591-0.023576i,-0.053564-0.019074i,-0.022637+0.013246i,0.020036+0.017541i,0.029661-0.0040984i,0.0036553-0.011982i,-0.026732+0.0071097i,-0.040894+0.029709i,-0.032815+0.037444i,-0.0090694+0.031877i,0.0098184+0.014004i,0.0096347-0.0086879i,-0.0013921-0.01642i,-0.0077148-0.0078514i,-0.0061612+0.0019567i,-0.0026408+0.0031494i
0.17461-0.15417i,0.22972-0.17521i,0.19262-0.060554i,0.18206+0.099235i,0.26045+0.12309i,0.29666+0.039629i,0.21702-0.013523i,0.11799-0.0014702i,0.072886+0.016126i,0.048699+0.014686i,0.027042+0.011944i,0.019883+0.010571i,0.024379+0.0073212i,0.037068+0.0031367i,0.045333-0.00086086i,0.03772+0.0079107i,0.028084+0.02425i,0.024764+0.02668i,0.014817+0.016863i,-0.00018833+0.012107i,-0.0024858+0.011984i,0.0068808+0.0045532i,0.0088005-0.0044204i
-0.17715-0.040136i,-0.186-0.11338i,-0.062569-0.16227i,0.016192-0.1905i,-0.041017-0.18593i,-0.10223-0.13223i,-0.075192-0.053056i,-0.011652-0.019266i,0.0024024-0.035831i,-0.024626-0.041631i,-0.037896-0.02596i,-0.031389-0.0092603i,-0.019281+0.0023143i,-0.01264+0.0029783i,-0.011493-0.0053882i,-0.0087259-0.018808i,-0.0084161-0.023761i,-0.0051833-0.008482i,0.011742+0.0020201i,0.027944-0.0092054i,0.026806-0.02089i,0.01377-0.017299i,0.00263-0.0061782i
-0.10374+0.039354i,-0.16555+0.061894i,-0.23727+0.0398i,-0.21585+0.065153i,-0.13605+0.11988i,-0.092064+0.11976i,-0.078379+0.090607i,-0.05017+0.070825i,0.0037908+0.060333i,0.067488+0.036882i,0.093612-0.0071605i,0.061296-0.038054i,0.010913-0.034425i,-0.014537-0.012441i,-0.012975+0.011329i,-0.00058329+0.029548i,0.0082869+0.028158i,0.0013058+0.011276i,-0.015823+0.0061981i,-0.022616+0.01557i,-0.015548+0.019344i,-0.0054687+0.013513i,0.0024365+0.0067748i
0.16759+0.056496i,0.080171+0.19391i,0.017281+0.29446i,0.060002+0.18379i,0.12827-0.02767i,0.12731-0.11626i,0.094354-0.080768i,0.047812-0.030896i,-0.0037015-0.009299i,-0.048619-0.0083075i,-0.075985+8.991e-05i,-0.05668+0.021442i,-0.0082045+0.026913i,0.023908+0.0064385i,0.027688-0.020286i,0.01668-0.035725i,0.005077-0.027682i,0.0082228-0.0057366i,0.028197-0.0041866i,0.037303-0.023571i,0.025568-0.029653i,0.013373-0.016874i,0.0095506-0.010172i
-0.057611+0.080611i,0.1631-0.027568i,0.32128-0.11495i,0.2006-0.11726i,-0.039117-0.0027658i,-0.12914+0.13266i,-0.078478+0.14971i,-0.010486+0.084077i,0.021253+0.037548i,0.035327+0.043825i,0.051302+0.063266i,0.050224+0.050107i,0.022412+0.027505i,-0.010949+0.036948i,-0.027594+0.067553i,-0.026249+0.085957i,-0.01892+0.073223i,-0.017062+0.034451i,-0.025328-0.00026023i,-0.032406-0.0069744i,-0.028075+4.3609e-05i,-0.019857+0.005029i,-0.014394+0.01035i
0.0059016-0.18394i,-0.019379-0.20814i,-0.080479-0.26734i,-0.086793-0.19133i,0.03613-0.067818i,0.17292-0.068092i,0.15888-0.1122i,0.0523-0.11428i,-0.021948-0.1043i,-0.042196-0.11379i,-0.047591-0.12603i,-0.057409-0.1009i,-0.046444-0.048314i,-0.0050999-0.023973i,0.040515-0.035368i,0.070298-0.054621i,0.078014-0.067796i,0.057398-0.062735i,0.020099-0.034238i,-0.0040526-0.00061992i,-0.0046158+0.01722i,0.0018381+0.015866i,-0.00027302+0.0080102i
0.19669+0.0014093i,-0.0011396-0.030846i,-0.15917+0.062286i,-0.11218+0.11104i,-0.029035+0.013017i,-0.076173-0.088515i,-0.10359-0.051762i,-0.016411+0.043652i,0.085957+0.087409i,0.12008+0.10243i,0.10662+0.11466i,0.091114+0.095548i,0.073231+0.050497i,0.044138+0.028965i,0.013369+0.036632i,-0.013391+0.052808i,-0.026878+0.066824i,-0.020352+0.056815i,-0.009979+0.018109i,-0.0035767-0.017082i,0.0039957-0.030486i,0.0055565-0.032589i,0.00092302-0.023977i
-0.45714+0.13817i,-0.35134+0.21803i,-0.095806+0.26119i,0.11939+0.17875i,0.16831+0.092438i,0.15421+0.12973i,0.1383+0.14034i,0.060473+0.057381i,-0.039937-0.0076047i,-0.089208-0.056431i,-0.097084-0.096109i,-0.078709-0.085208i,-0.04652-0.046589i,-0.01523-0.022525i,0.01612-0.019637i,0.040356-0.028897i,0.04209-0.036701i,0.031324-0.03198i,0.024094-0.020252i,0.011052-0.009817i,-0.0033403+0.0061901i,-0.0025685+0.025957i,0.0013956+0.032919i
0.19592+0.050822i,0.26221+0.26648i,0.25625+0.21108i,0.10867-0.0069004i,-0.038282-0.1595i,-0.059966-0.23144i,-0.01678-0.22905i,0.022702-0.17139i,0.024101-0.10491i,0.011232-0.00019875i,0.034453+0.07415i,0.03802+0.051006i,-0.0066467+0.018938i,-0.044916+0.022999i,-0.065497+0.041713i,-0.070726+0.072565i,-0.058463+0.098238i,-0.042014+0.095715i,-0.019843+0.060271i,0.0019602+0.016065i,0.0046353-0.0090135i,-0.005113-0.012484i,-0.0056784-0.010767i
0.40949-0.021595i,0.38418-0.33639i,0.18212-0.37676i,0.023007-0.12412i,0.02757+0.11531i,0.040131+0.18615i,-0.025504+0.19948i,-0.087772+0.22592i,-0.10021+0.23467i,-0.063701+0.17869i,-0.022371+0.079352i,-0.0086893+0.028292i,0.0042412+0.036558i,0.029609+0.042489i,0.04765+0.02918i,0.042901+0.0083916i,0.029406-0.011439i,0.036749-0.018046i,0.051231-0.016559i,0.033673-0.017501i,0.00031751-0.013897i,-0.010934-0.010584i,-0.01213-0.012765i
-0.58351-0.22931i,-0.60292-0.21308i,-0.4462-0.08904i,-0.141+0.012297i,0.093244-0.044855i,0.15093-0.13124i,0.1454-0.18512i,0.094542-0.25531i,-0.015699-0.27212i,-0.096212-0.19496i,-0.090586-0.088362i,-0.034853-0.030823i,0.007124-0.036214i,0.014996-0.045715i,0.017378-0.037466i,0.032411-0.033175i,0.043343-0.036577i,0.017275-0.032813i,-0.027934-0.0075288i,-0.029304+0.014407i,0.0044851+0.0028341i,0.02111-0.016983i,0.025953-0.026518i
0.13217+0.039283i,-0.049022+0.25458i,-0.1347+0.27432i,-0.20532+0.15103i,-0.29264+0.12284i,-0.27398+0.18887i,-0.14333+0.22282i,0.041473+0.1747i,0.21361+0.030882i,0.26922-0.12099i,0.19038-0.16479i,0.080464-0.10372i,0.016891-0.026237i,-0.0048248+0.016943i,-0.0012345+0.036925i,0.012369+0.04625i,0.022007+0.049797i,0.029762+0.035655i,0.020185-0.0021345i,-0.0017272-0.018403i,0.00027869-0.0016757i,0.015663+0.014375i,0.022371+0.034543i
0.19493+0.3782i,0.30978+0.24093i,0.30508+0.11564i,0.24414+0.039935i,0.18791+0.014173i,0.12186-0.014387i,0.024232-0.045211i,-0.05845-0.030424i,-0.072865-0.00093332i,-0.063329+0.019488i,-0.047924+0.045967i,-0.019505+0.038676i,-0.0056503+0.020927i,0.01991+0.028572i,0.054387+0.026514i,0.06566+0.0089716i,0.05235-0.0098803i,0.0099682-0.031412i,-0.025218-0.048946i,-0.022209-0.05566i,-0.0068095-0.04338i,0.0061334-0.018629i,0.0063085-0.0046764i
-0.20032-0.26612i,0.022015-0.11547i,0.22515-0.07808i,0.28257-0.20461i,0.26714-0.32959i,0.26885-0.24654i,0.31836-0.023141i,0.36495+0.086218i,0.32518+0.038508i,0.22208-0.019119i,0.12507-0.025629i,0.060865+0.017444i,0.034953+0.056077i,0.0021675+0.066985i,-0.030502+0.11597i,-0.01095+0.18947i,0.039664+0.21609i,0.093809+0.16441i,0.11167+0.0472i,0.069898-0.032827i,0.028938-0.025868i,0.007427+0.0043204i,-0.017692+0.033651i
0.27788-0.13934i,-0.0013653-0.2898i,-0.21913-0.29263i,-0.22351-0.11226i,-0.058301+0.042101i,0.124+0.070876i,0.18671+0.078133i,0.11333+0.12566i,0.0050561+0.2232i,-0.0079596+0.29883i,0.057985+0.21304i,0.070175+0.044908i,0.026887-0.0036046i,0.025151+0.041474i,0.061779+0.067577i,0.075379+0.061255i,0.040936+0.042243i,-0.0059282+0.029401i,-0.0080345+0.016708i,0.0064699-0.0015477i,-0.0059654+0.0028409i,-0.014747+0.022247i,-0.016438+0.014359i
-0.53669+0.22554i,-0.77318+0.26387i,-0.80464+0.52263i,-0.33982+0.62276i,0.11561+0.28112i,0.12918-0.061577i,-0.021086-0.057317i,-0.12845+0.04411i,-0.19786+0.11319i,-0.15361+0.16632i,-0.033824+0.12693i,0.0074622+0.048245i,-0.013919+0.048828i,0.00035957+0.083977i,0.01716+0.10171i,0.010646+0.12934i,0.022372+0.14473i,0.048105+0.12115i,0.055856+0.060771i,0.025036-0.017393i,-0.015551-0.063867i,-0.02745-0.071754i,-0.035273-0.066658i
0.64725+7.2478i,3.4517+6.8966i,6.7816+5.8695i,7.3559+2.3998i,5.6118-1.1087i,2.5777-2.7924i,0.088068-1.7877i,-0.45921+0.15292i,0.48127+1.2204i,1.4027+0.77433i,1.0239-0.32701i,-0.072022-0.80256i,-0.89749-0.53098i,-1.2412+0.10401i,-1.0244+0.60805i,-0.53191+0.69174i,-0.1399+0.5053i,-0.0016015+0.21657i,-0.12473-0.013481i,-0.32557-0.058808i,-0.39605-0.021361i,-0.32437+0.01181i,-0.17474+0.012599i
0.35585+0.4361i,0.35214+0.28214i,0.27333+0.077072i,0.15103-0.035122i,0.11659-0.040945i,0.15919-0.054462i,0.17363-0.019154i,0.15941+0.12162i,0.1559+0.26254i,0.15542+0.31167i,0.1215+0.24192i,0.046421+0.13474i,0.0037682+0.077839i,-0.0079205+0.039603i,-0.034872+0.0084735i,-0.057322-0.0051934i,-0.053052-0.0066428i,-0.026149+0.012624i,0.0023323+0.033587i,0.0026318+0.036363i,-0.0053934+0.024906i,0.0013062-0.0062022i,-0.0054643-0.029799i
-0.053257-0.15505i,0.14199-0.351i,0.042664-0.37904i,-0.12485-0.20193i,-0.14838-0.095763i,-0.10345-0.12301i,-0.031305-0.13393i,0.025477-0.10277i,0.03909-0.06436i,0.044757-0.050718i,0.026269-0.057375i,-0.0075732-0.03948i,-0.016334-0.01457i,-0.016705-0.012536i,-0.013957-0.018412i,0.0042971-0.02335i,0.027233-0.030408i,0.043944-0.039724i,0.046743-0.027476i,0.035773+0.0036807i,0.00952+0.011419i,-0.022488-0.0023705i,-0.033088-0.015937i
-0.19077-0.55338i,-0.58407-0.34846i,-0.58055+0.035493i,-0.20255+0.26501i,0.092886+0.25273i,0.10019+0.19674i,-0.017029+0.15139i,-0.09277+0.10372i,-0.087367+0.0568i,-0.057335+0.0030562i,-0.024678-0.022234i,0.019087-0.043502i,0.04203-0.081536i,0.04159-0.10976i,0.018376-0.14174i,-0.034231-0.16669i,-0.073255-0.15397i,-0.088052-0.098933i,-0.080022-0.023256i,-0.043696+0.017084i,-0.015314+0.015742i,-0.0062797+0.01299i,0.0060218+0.0088824i
-0.083301+0.8238i,0.025025+0.91194i,0.22107+0.68646i,0.19787+0.21451i,-0.094451-0.090715i,-0.30812-0.090162i,-0.2984+0.024201i,-0.16656+0.11289i,-0.025689+0.11015i,0.019473+0.039306i,-0.0084424-0.0036943i,-0.024903-0.0004504i,-0.028381+0.0091978i,-0.042553+0.012071i,-0.057918+0.01217i,-0.07019+0.011125i,-0.082477+0.017774i,-0.069368+0.028287i,-0.031016+0.027626i,-0.003842+0.016012i,0.0060432+0.00012447i,0.0057685-0.013951i,0.0074774-0.015296i
0.22563-0.13762i,0.61562-0.20878i,0.55994-0.35419i,0.15393-0.19825i,-0.046134+0.19437i,0.065007+0.37501i,0.21222+0.25262i,0.23093+0.069388i,0.14975+0.0087787i,0.096204+0.040704i,0.061252+0.041482i,0.0084263+0.01222i,-0.010104+0.008558i,-0.0027207+0.019697i,-0.0023173+0.030249i,0.0091712+0.031607i,0.035363+0.021273i,0.045614+0.0099406i,0.027179+0.01063i,0.0044594+0.026745i,-0.004073+0.038891i,-0.0045912+0.027192i,-0.017455+0.00091328i
0.27097-0.41777i,-0.078874-0.50402i,-0.25934-0.32937i,-0.088221-0.21994i,0.14168-0.38164i,0.15698-0.55575i,0.058122-0.52471i,-0.026209-0.36285i,-0.067869-0.20414i,-0.075115-0.10333i,-0.060117-0.037768i,-0.028099+0.00624i,-0.0021068+1.3281e-05i,0.004349-0.030747i,0.0030917-0.043534i,-0.0088238-0.035754i,-0.020394-0.018505i,-0.0051109-0.0028643i,0.015655+0.0042685i,0.015401-0.00088944i,0.0035842-0.012836i,-0.0035127-0.016006i,0.0022304-0.0041242i
-0.45495+0.34684i,-0.33825+0.3221i,-0.13385+0.2606i,-0.10417+0.19302i,-0.26923+0.26794i,-0.34002+0.43776i,-0.25515+0.42981i,-0.14066+0.28388i,-0.0351+0.15772i,0.025573+0.052514i,0.031939-0.010108i,0.037408-0.027617i,0.038788-0.033373i,0.027331-0.026006i,0.027642-0.028893i,0.03398-0.05236i,0.031709-0.065934i,0.010981-0.059592i,-0.014009-0.035576i,-0.018549-0.0070724i,-0.012499+0.0048724i,-0.0077363+0.0062697i,0.0065007+0.0015366i
0.084524-0.09742i,0.18547+0.066552i,0.1925-0.0060773i,0.10273-0.061825i,0.15349-0.0072374i,0.30214-0.053534i,0.26715-0.13114i,0.10586-0.10615i,-0.011076-0.049153i,-0.063727-0.0074479i,-0.0586+0.011977i,-0.045242+0.0010241i,-0.048662-0.008308i,-0.053192-0.025746i,-0.072599-0.053159i,-0.096609-0.062816i,-0.10042-0.064219i,-0.082097-0.046439i,-0.040829+0.0016879i,0.0053851+0.031092i,0.021105+0.02443i,0.0086375+0.010193i,-0.013593-0.0021392i
0.43371-0.0040994i,0.27344-0.25731i,0.00040968-0.28365i,-0.13033-0.17484i,-0.16561-0.17479i,-0.24248-0.25206i,-0.24263-0.22332i,-0.1388-0.11068i,-0.054168-0.008609i,-0.015235+0.052344i,-0.010237+0.062539i,-0.014198+0.060251i,0.004678+0.053779i,0.01392+0.046351i,0.0098382+0.061197i,0.015338+0.078891i,0.019159+0.08614i,0.022721+0.066885i,0.019301+0.017845i,0.00097-0.01011i,-0.0056767+0.00032494i,0.0056639+0.012963i,0.019392+0.019004i
-0.62814-0.078426i,-0.60073+0.036576i,-0.40359+0.18999i,-0.14297+0.21733i,-0.036848+0.18534i,-0.07351+0.26514i,-0.066082+0.30258i,-0.020786+0.17682i,0.0059151+0.033537i,0.028564-0.03677i,0.040435-0.0431i,0.039939-0.034147i,0.020507-0.0432i,0.0036683-0.039333i,0.01467-0.022533i,0.035868-0.018602i,0.047526-0.025198i,0.031386-0.027101i,0.0014609-0.010563i,-0.0013503+0.0049681i,0.01457-0.0011879i,0.017526-0.012386i,0.011777-0.016797i
