0.0015562+0.00046382i,0.0026363-0.00080411i,0.0013621-0.0018086i,-0.00061833-0.0015953i,-0.0014535-0.00073826i,-0.0020858+0.00069012i,-0.0016145+0.0018693i,-0.00040434+0.0024012i,0.0012347+0.00087957i,0.0018995-0.0014671i,0.001176-0.001669i,0.00014664-0.00057053i,-0.00040774-0.00025445i,-0.00064961-0.00014957i,-0.00047163-2.6662e-05i,-0.00040705+0.0003456i,-0.00058433+0.0001949i,-0.0002702-0.00011851i,0.00089553+0.0006243i,0.0015464+0.0010536i,-6.2059e-05+0.0010831i,-0.001285+0.0002522i,-0.00055953+9.6433e-05i
-0.6011-0.5191i,-0.7026-0.5273i,-0.54327-0.27211i,-0.28859+0.00060945i,-0.10512+0.11681i,-0.034034+0.12198i,-0.032377+0.07443i,-0.038709+0.028994i,-0.027701-0.0013634i,-0.024701-0.039496i,-0.033072-0.057891i,-0.028921-0.049152i,-0.022307-0.043588i,-0.023118-0.03762i,-0.02342-0.022051i,-0.023859-0.0086579i,-0.02467-0.0021706i,-0.016048+0.0044569i,0.0028866+0.012354i,0.020203+0.012506i,0.027547+0.0011959i,0.020803-0.01314i,0.0078238-0.019575i
0.020939-0.16851i,-0.043533-0.022899i,-0.032022+0.048122i,-0.0054072-0.077389i,-0.071696-0.17187i,-0.082619-0.088656i,0.0012079+0.00153i,0.038163+0.012066i,0.023464+0.013473i,0.019735+0.030153i,0.028257+0.033211i,0.024539+0.011776i,0.003861-0.0054472i,-0.01151-0.0025576i,-0.010074+0.0035195i,0.0019266+0.0024202i,0.0099766-0.0039411i,0.0051475-0.0090522i,-0.0010272-0.015735i,-0.0061545-0.024878i,-0.014262-0.022911i,-0.016327-0.010151i,-0.010261-5.1085e-05i
0.688-0.46529i,0.70142-0.81865i,0.42909-0.84089i,0.18437-0.49729i,0.10103-0.16817i,0.019318-0.058665i,-0.066811-0.026609i,-0.065572+0.0024581i,-0.013077-0.0063185i,0.02667-0.045488i,0.032041-0.06376i,0.03138-0.042161i,0.043852-0.019951i,0.047195-0.013624i,0.030145-0.0053243i,0.0068605+0.0087499i,0.00027891+0.018911i,0.0065817+0.020793i,0.013344+0.025997i,0.022886+0.033475i,0.026498+0.028844i,0.019019+0.017261i,0.0099442+0.0086059i
-0.18992+0.71718i,-0.26691+0.89387i,-0.21272+0.74515i,-0.073176+0.38421i,0.010784+0.055748i,0.021109-0.078297i,0.031507-0.059377i,0.03995-0.028488i,0.0087507-0.0058124i,-0.026421+0.044505i,-0.025564+0.075185i,-0.015343+0.058606i,-0.020634+0.03347i,-0.029572+0.01892i,-0.029449+0.0085995i,-0.016844+0.0046014i,0.0022332+0.00247i,0.012168-0.0065607i,0.0030836-0.018169i,-0.013607-0.020725i,-0.020062-0.011353i,-0.014029+0.0027563i,-0.0044497+0.013346i
0.12864+0.20374i,0.42433+0.21437i,0.46395+0.20274i,0.22509+0.27545i,0.07196+0.33543i,0.056415+0.22335i,-0.0033277+0.051424i,-0.064664+0.0030163i,-0.045926+0.014673i,-0.011622-0.0059049i,-0.010281-0.026094i,-0.01853-0.015173i,-0.010836+0.0049943i,0.006839+0.014318i,0.014925+0.016949i,0.0082506+0.018126i,-0.0044093+0.022446i,-0.011561+0.024892i,-0.011804+0.028219i,-0.003516+0.037158i,0.013222+0.031851i,0.020655+0.0089961i,0.013676-0.0095739i
-0.71248-0.43685i,-0.97061-0.36625i,-0.78338-0.18791i,-0.36668-0.147i,-0.1128-0.19086i,-0.033645-0.13776i,0.019676-0.038634i,0.052342-0.0099024i,0.028038-0.010589i,-0.021121+0.013686i,-0.036891+0.038292i,-0.020737+0.020826i,-0.024059-0.024221i,-0.047415-0.050424i,-0.05512-0.053236i,-0.04488-0.046564i,-0.030697-0.03329i,-0.018266-0.020138i,-0.011606-0.021959i,-0.015244-0.031854i,-0.022616-0.026852i,-0.021173-0.012964i,-0.015291-0.0033181i
0.47734-0.056192i,0.54511-0.14636i,0.35927-0.28533i,0.047833-0.26927i,-0.13753-0.051006i,-0.11506+0.1009i,-0.049189+0.061691i,-0.040977+0.001546i,-0.012016-0.0059885i,0.048156-0.026903i,0.067679-0.05038i,0.049733-0.03697i,0.044787-0.0052643i,0.056227+0.01379i,0.055723+0.018288i,0.036658+0.015311i,0.011612+0.0094321i,-0.0023989+0.0068302i,0.00012338+0.0091509i,0.0073831+0.014027i,0.012899+0.016916i,0.01512+0.013571i,0.0094816+0.0072702i
0.14829-0.1684i,-0.005791-0.31952i,-0.13412-0.24543i,-0.0097799-0.12752i,0.15034-0.18888i,0.11429-0.23064i,0.039238-0.11688i,0.040581-0.019087i,0.032234-0.0064283i,-0.0022953-0.0019553i,-0.0212+0.015366i,-0.0078924+0.023636i,0.016606+0.0076297i,0.019172-0.022691i,0.0046551-0.045734i,-0.0061693-0.050701i,-0.0012876-0.042213i,0.0095783-0.034137i,0.0099474-0.032252i,-0.0026199-0.033777i,-0.019009-0.027575i,-0.023647-0.01016i,-0.014799+0.0051916i
-0.064383+0.67637i,0.21161+0.90484i,0.41981+0.76336i,0.27016+0.45531i,0.0076132+0.29498i,-0.056853+0.22315i,-0.021285+0.11271i,-0.021879+0.033584i,-0.02812+0.027451i,-0.0086056+0.031571i,0.002981+0.012963i,-0.0096198+0.012453i,-0.011372+0.044469i,0.014769+0.068843i,0.044738+0.067663i,0.057512+0.051187i,0.047072+0.028354i,0.025884+0.013736i,0.014189+0.016403i,0.016182+0.023313i,0.017436+0.0186i,0.010327+0.0076494i,0.0035501-0.0013733i
-0.051184-0.38633i,-0.023683-0.47906i,-0.015903-0.36789i,0.044454-0.14473i,0.16922-0.065393i,0.17778-0.12899i,0.071-0.12466i,0.0081303-0.046319i,-0.0027849-0.0056516i,-0.030021+0.0028963i,-0.047716+0.013888i,-0.035632+0.0039867i,-0.030388-0.021856i,-0.039582-0.032207i,-0.041875-0.025515i,-0.032984-0.018205i,-0.0207-0.011247i,-0.014156+4.5832e-05i,-0.013641+0.0059311i,-0.014459+0.0010063i,-0.015107-0.0080672i,-0.014987-0.011505i,-0.012573-0.01001i
-0.31828-0.20256i,-0.55722-0.17646i,-0.52845-0.17124i,-0.38204-0.22263i,-0.34902-0.13481i,-0.28195+0.071365i,-0.12289+0.13057i,-0.030371+0.051308i,-0.011545+0.0019238i,0.013433-0.0059633i,0.038424-0.019661i,0.0303-0.034424i,-0.0005494-0.022976i,-0.013731+0.014839i,-0.0010791+0.048046i,0.014851+0.059114i,0.016822+0.051519i,0.0078999+0.03689i,0.0049333+0.026745i,0.011763+0.020456i,0.01991+0.013737i,0.022246+0.0073837i,0.016348+0.0021377i
0.51018+0.24463i,0.48894+0.24911i,0.22907+0.21988i,0.066666+0.18622i,0.10633+0.10046i,0.14655-0.037905i,0.095307-0.11009i,0.02765-0.086635i,0.008062-0.047394i,0.011517-0.032325i,0.0076949-0.014789i,0.014721+0.0060016i,0.029769-0.0040023i,0.02014-0.032049i,-0.014564-0.04351i,-0.042001-0.031716i,-0.0399-0.015889i,-0.02228-0.015747i,-0.01631-0.023218i,-0.01916-0.021009i,-0.014085-0.013787i,-0.0035411-0.010789i,0.003279-0.0067575i
-0.031526+0.068726i,0.18642+0.026702i,0.39336+0.051656i,0.39072+0.066475i,0.20227+0.018871i,-0.0030229+0.050438i,-0.05549+0.12486i,-0.002026+0.11384i,0.016686+0.06459i,0.010289+0.040933i,0.01202+0.024651i,0.0095102+0.018264i,0.005745+0.023322i,0.0053262+0.019384i,0.0073538+0.010042i,0.014051+0.0080169i,0.022805+0.0093517i,0.025327+0.0028581i,0.02092-0.0037796i,0.014747-0.00015728i,0.011041+0.0063661i,0.0080586+0.0085964i,0.0014531+0.0069248i
-0.34669+0.15607i,-0.34513+0.1693i,-0.27111+0.058021i,-0.193+0.018068i,-0.065453+0.033104i,0.081088-0.052044i,0.093616-0.12875i,0.032918-0.097346i,0.0078764-0.043199i,-0.007661-0.0085585i,-0.028561+0.018207i,-0.034725+0.024914i,-0.025368+0.014822i,-0.015299+0.0015279i,-0.014561-0.015906i,-0.022304-0.0352i,-0.02848-0.039932i,-0.022181-0.025994i,-0.010087-0.007699i,-0.0011413+0.0042518i,0.0042931+0.0068863i,0.0038712+0.0038457i,0.0017457+0.00026251i
-0.0067059-0.5336i,-0.12168-0.52586i,-0.19496-0.34832i,-0.15747-0.17441i,-0.098296-0.040718i,-0.11643+0.059171i,-0.12706+0.11512i,-0.077045+0.11173i,-0.036575+0.063175i,-0.021077+0.019475i,0.0047037-0.0073831i,0.018861-0.029183i,0.0067853-0.033875i,0.0040835-0.018739i,0.019959-0.0011825i,0.03336+0.0085972i,0.030909+0.012918i,0.015453+0.017406i,0.0026023+0.016871i,-0.00338+0.0071519i,-0.0094478+0.00229i,-0.013009+0.0074159i,-0.011115+0.012455i
0.065403+0.13862i,-0.12202+0.22545i,-0.23193+0.2153i,-0.20692+0.05133i,-0.13897-0.10145i,-0.036715-0.12447i,0.04532-0.12664i,0.028054-0.1285i,-0.0031095-0.082328i,-0.0054598-0.039355i,-0.012768-0.013284i,-0.0040492+0.0039839i,0.017236+0.00017957i,0.019648-0.0060462i,0.0075534-0.0014798i,-0.0043869+0.0048772i,-0.011967+0.003032i,-0.017573-0.0044733i,-0.023473-0.0066492i,-0.024063-0.00078321i,-0.013528+0.0017863i,-0.0014708-0.0028321i,0.0047528-0.0055585i
0.64077+0.39972i,0.96578+0.33129i,0.94968+0.23027i,0.62467+0.20383i,0.26569+0.20076i,0.040861+0.16119i,-0.053317+0.11025i,-0.058097+0.092274i,-0.027933+0.076753i,-0.0062813+0.046487i,0.0055184+0.025736i,0.01791+0.020422i,0.026771+0.010958i,0.022617-0.0071884i,0.0097719-0.012807i,0.0048144+0.0022701i,0.014535+0.018196i,0.021531+0.01208i,0.0099286-0.0076872i,-0.01264-0.014666i,-0.027609-0.0057677i,-0.027451+0.0036727i,-0.02341+0.0040408i
-0.58075-0.13778i,-0.63017-0.3572i,-0.50184-0.44945i,-0.26102-0.32615i,-0.023042-0.21358i,0.068249-0.19299i,0.054349-0.14027i,0.05628-0.076733i,0.056758-0.037453i,0.035021-0.0021609i,0.00055401+0.019296i,-0.029687+0.028656i,-0.038342+0.036916i,-0.03437+0.040626i,-0.028743+0.025952i,-0.026804+0.0027541i,-0.026155-0.002151i,-0.0097658+0.0086551i,0.020285+0.017292i,0.042358+0.015904i,0.047122+0.0096055i,0.041304+0.0038216i,0.031638-0.0027494i
-0.42214-0.032458i,-0.53147+0.17887i,-0.51997+0.26002i,-0.43103+0.22754i,-0.30248+0.23026i,-0.15438+0.22933i,-0.049268+0.1662i,-0.015359+0.089408i,-0.012029+0.031766i,-0.0076947-0.0073485i,-0.00021673-0.03007i,-0.00497-0.034136i,-0.0089282-0.021087i,0.0071832-0.011718i,0.025659-0.013492i,0.027221-0.019411i,0.016218-0.019506i,0.013004-0.010711i,0.015036-0.0085826i,0.0041044-0.014874i,-0.010763-0.01368i,-0.015321-0.0061435i,-0.011983-0.0025041i
0.35886-0.41318i,0.32678-0.28522i,0.28013-0.081191i,0.26287-0.051994i,0.22728-0.11966i,0.16451-0.14595i,0.094731-0.13927i,0.03537-0.10201i,0.0088219-0.058955i,-0.0058859-0.037891i,-0.010977-0.020255i,0.003509-0.012395i,0.010879-0.016581i,0.0081659-0.008943i,0.013849+0.0062084i,0.022082+0.0097842i,0.013977-0.00064058i,-0.014997-0.0035841i,-0.029238+0.014782i,-0.010482+0.028681i,0.0093228+0.019236i,0.0099171+0.0043729i,0.0051101+0.00063682i
0.54573+0.30019i,0.68892+0.16403i,0.67375-0.058029i,0.41024-0.20573i,0.073673-0.17653i,-0.063051-0.039606i,-0.04441+0.028014i,-0.028283+0.022787i,-0.029726+0.020466i,-0.022059+0.01324i,-0.011756-0.0020444i,0.0049484-0.0096373i,0.022168-0.011515i,0.025121-0.009069i,0.01576+0.0026708i,0.012378+0.017761i,0.024201+0.014941i,0.024692-0.012342i,-0.0041109-0.035814i,-0.034538-0.031804i,-0.04426-0.017748i,-0.041901-0.010221i,-0.037261-0.0011887i
-0.0086299+0.25388i,-0.03585+0.043447i,-0.17513-0.047855i,-0.1739+0.080975i,-0.0362+0.10498i,-0.014438-0.042351i,-0.07977-0.094448i,-0.084181-0.03047i,-0.037386+0.020622i,-0.0035053+0.03673i,0.0027653+0.042183i,-0.0039933+0.041929i,-0.014223+0.029321i,-0.030616+0.016511i,-0.045034+0.014349i,-0.045093+0.020307i,-0.031501+0.030129i,-0.014723+0.035256i,-0.00026405+0.030255i,0.013219+0.017758i,0.021259+0.0064741i,0.021133+0.00097164i,0.016672-0.0015315i
-0.88405-0.076683i,-0.92822+0.042699i,-0.68197+0.13549i,-0.36316+0.1228i,-0.15116+0.087399i,-0.058687+0.12795i,0.014012+0.16086i,0.064755+0.10573i,0.046094+0.03792i,0.020437+0.0041107i,0.012857-0.02814i,-0.0029104-0.043299i,-0.01314-0.030252i,-0.015604-0.016588i,-0.024315-0.0091548i,-0.032692+0.0013317i,-0.021399+0.014031i,0.014871+0.013523i,0.036159-0.0083128i,0.01853-0.023894i,0.0010802-0.015872i,0.0061673-0.0076342i,0.012624-0.007066i
0.021577-0.11677i,0.014301+0.20622i,0.033096+0.34354i,-0.0040445+0.23596i,-0.04963+0.12795i,-0.00082104+0.042322i,0.025372-0.054173i,-0.022725-0.071864i,-0.035981-0.034511i,-0.016272-0.009511i,0.0043253+0.01557i,0.024931+0.020428i,0.02586-0.0058725i,0.016435-0.029942i,0.012767-0.042199i,0.0048319-0.046311i,-0.019286-0.037536i,-0.046056-0.01029i,-0.043785+0.022988i,-0.016718+0.037438i,0.0010864+0.032216i,0.003034+0.023076i,0.0041962+0.012895i
0.87002-0.34044i,1.0176-0.4955i,0.93434-0.52577i,0.65749-0.43473i,0.37988-0.24561i,0.2336-0.069719i,0.16538-0.005215i,0.11671-0.008056i,0.074154-0.015998i,0.036042-0.017054i,0.014504-0.017087i,0.012873-0.011025i,0.024254+0.0040841i,0.033356+0.011947i,0.029819+0.012055i,0.02358+0.010733i,0.026485+0.006524i,0.028721-0.0044501i,0.019086-0.0091616i,0.0065964+0.00056332i,0.0019142+0.0076319i,-0.0016925+0.0055188i,-0.010428+0.0054186i
0.031759+0.32469i,-0.22281+0.046702i,-0.49034-0.080037i,-0.47544-0.015182i,-0.28745-0.047026i,-0.1962-0.13296i,-0.16916-0.10154i,-0.10723-0.027818i,-0.033277+0.00051764i,0.012362+0.0016542i,0.016747+0.014846i,0.013709+0.037196i,0.016848+0.034694i,0.014025+0.017371i,0.0085889-0.00052416i,-0.0004618-0.013684i,-0.0087427-0.012845i,-0.010769-0.0071065i,-0.0091764-0.0091537i,-0.0064339-0.019988i,-0.0080398-0.029248i,-0.014306-0.027242i,-0.020669-0.019674i
-0.55101+0.30979i,-0.5061+0.40558i,-0.33053+0.46275i,-0.11367+0.45141i,0.032549+0.34499i,0.058629+0.22261i,0.049541+0.13414i,0.040156+0.060361i,0.011517+0.017224i,-0.015131+0.00060894i,-0.028563-0.011271i,-0.035856-0.01701i,-0.031103-0.013516i,-0.016283-0.0091264i,-0.0067966-0.0089271i,-0.0044419+0.00030395i,0.0078962+0.016972i,0.032288+0.017519i,0.038655-0.0014716i,0.020149-0.009708i,0.0097645+0.0010838i,0.016035+0.00083189i,0.019015-0.011327i
-0.45743-0.14328i,-0.28714+0.067211i,-0.016229+0.031182i,0.048531-0.17925i,-0.031851-0.23375i,-0.074616-0.16385i,-0.093064-0.10462i,-0.096244-0.037111i,-0.070336+0.0081581i,-0.039202+0.015009i,-0.0021441+0.0074408i,0.018987-0.016206i,0.0082692-0.033501i,-0.00067705-0.030542i,0.0018671-0.024102i,-0.0001425-0.026661i,-0.017731-0.027293i,-0.038378-0.012535i,-0.038259+0.0021511i,-0.023202-0.00071117i,-0.015764-0.0082876i,-0.016324-0.0070522i,-0.012105-0.0028151i
0.71138-0.36405i,0.71589-0.39844i,0.47041-0.4012i,0.11995-0.28353i,-0.061946-0.039414i,0.0063735+0.10587i,0.08242+0.07509i,0.04672+0.023658i,0.0086639+0.0328i,0.011496+0.056649i,0.014741+0.055341i,0.01579+0.038325i,0.030724+0.017923i,0.04594-0.0049447i,0.052247-0.022087i,0.048744-0.031302i,0.028135-0.035389i,-0.0017746-0.030137i,-0.016888-0.0074934i,-0.0097191+0.021073i,0.0037382+0.033958i,0.012643+0.035147i,0.019828+0.030789i
0.3846-0.10181i,0.15578-0.24491i,-0.053923-0.088706i,-0.0015578+0.097874i,0.098348+0.055113i,0.027125-0.037378i,-0.051513-0.03269i,-0.038322-0.0058485i,-0.0060455-0.0040699i,0.01116-0.016991i,0.00669-0.011614i,0.0069602+0.022559i,0.017741+0.048976i,0.011264+0.063053i,-0.0039886+0.073601i,-0.0067883+0.072819i,0.0051806+0.062982i,0.018143+0.048264i,0.022827+0.02905i,0.017133+0.0043986i,0.0003163-0.019364i,-0.018512-0.02702i,-0.02895-0.016069i
-0.51242+0.53948i,-0.52883+0.389i,-0.39799+0.18178i,-0.22172+0.083879i,-0.088811+0.062039i,0.017245+0.089584i,0.098831+0.079111i,0.10289-0.00067958i,0.062739-0.052981i,0.032194-0.060166i,0.003502-0.044725i,-0.015047-0.023091i,-0.020632-0.021569i,-0.02323-0.023484i,-0.017992-0.011691i,-0.0091738+0.0062595i,-0.0054133+0.015845i,-0.0070442+0.0054288i,-0.015314-0.0054059i,-0.017832+0.002701i,-0.0037518+0.010678i,0.015111-0.00045617i,0.023919-0.020265i
-0.36054+0.13807i,-0.11019+0.35334i,0.11112+0.30335i,0.11654+0.11158i,0.016281+0.01434i,-0.074026-0.057851i,-0.13938-0.099746i,-0.13226-0.040593i,-0.071764+0.018754i,-0.038997+0.036872i,-0.019336+0.044604i,0.0011187+0.026148i,-0.00087667+0.004239i,-0.0086547+0.0056681i,-0.011814+0.015427i,-0.011282+0.023277i,0.0026429+0.032091i,0.02561+0.036386i,0.038274+0.020089i,0.030313-0.0049916i,0.017553-0.01351i,0.01429-0.010226i,0.011013-0.0044659i
0.26459-0.53414i,0.37619-0.51639i,0.34314-0.5131i,0.14333-0.48029i,0.0050114-0.31738i,0.027122-0.15231i,0.066967-0.080241i,0.05085-0.034048i,0.020225+0.022516i,0.014839+0.063462i,0.02194+0.052747i,0.024294+0.018638i,0.035976-0.0070294i,0.042171-0.030771i,0.033757-0.042275i,0.024086-0.03296i,0.0065603-0.016819i,-0.019754-0.015068i,-0.037423-0.020454i,-0.033083-0.013542i,-0.014823-0.0020724i,-0.00085982+0.0083319i,0.006947+0.016775i
0.50524-0.1289i,0.2098-0.13839i,-0.062657+0.097049i,-0.11626+0.2828i,-0.12585+0.22243i,-0.17745+0.12498i,-0.15811+0.09007i,-0.073067+0.070428i,0.016824+0.072792i,0.073333+0.071122i,0.066677+0.071903i,0.050304+0.081798i,0.044904+0.06138i,0.019156+0.026219i,-0.019722+0.0041943i,-0.056845-0.0078799i,-0.07113-0.013349i,-0.043271-0.014817i,-0.0059734-0.0086359i,0.0048077+0.010984i,0.0019668+0.030125i,-0.0013472+0.034272i,-0.010115+0.033455i
-0.2098+0.38754i,-0.25401+0.24691i,-0.13176+0.11393i,0.09368+0.044511i,0.22768-0.008508i,0.25345-0.054452i,0.21317-0.087031i,0.10429-0.068792i,0.014606-0.0077096i,-0.019699+0.015989i,-0.04009+0.010964i,-0.038595+0.019092i,-0.014219+0.021759i,-0.0014306+0.0091711i,-0.0071186-0.0066339i,-0.011735-0.018585i,-0.011341-0.015075i,-0.013115+0.0066829i,-0.010728+0.028596i,-0.00061444+0.031808i,0.008088+0.020703i,0.011518+0.0047311i,0.0049134-0.013201i
-0.41985+0.32718i,-0.18695+0.30443i,-0.084344+0.039624i,-0.20764-0.15915i,-0.31259-0.1043i,-0.30185+0.043493i,-0.23121+0.11288i,-0.14644+0.075893i,-0.1117+0.005273i,-0.099513-0.022875i,-0.062095-0.032601i,-0.036936-0.035882i,-0.031207-0.023579i,-0.020989-0.02046i,-0.014897-0.021647i,-0.028294-0.010819i,-0.055155+0.0025878i,-0.056003+0.013948i,-0.015563+0.023827i,0.02154+0.026484i,0.027635+0.027418i,0.02019+0.029988i,0.014659+0.022415i
0.077236-0.51078i,0.11625-0.32928i,0.080441-0.1108i,-0.0041013-0.0012621i,-0.047771-0.020886i,-0.052369-0.15517i,-0.073658-0.23643i,-0.10049-0.13522i,-0.09576+0.035655i,-0.074475+0.13008i,-0.054921+0.13253i,-0.011255+0.0911i,0.050244+0.023044i,0.074665-0.048647i,0.052643-0.10183i,0.016709-0.13119i,-0.0020093-0.12351i,-0.0012585-0.08735i,-0.022161-0.051106i,-0.073388-0.022309i,-0.1012-0.00012029i,-0.085339+0.007249i,-0.060674+0.0056364i
0.34986-0.18431i,0.27902-0.11894i,0.33689-0.016114i,0.38751-0.057843i,0.29936-0.13451i,0.24012-0.032997i,0.24884+0.10238i,0.16728+0.13218i,0.041159+0.13811i,-0.016439+0.11895i,-0.042501+0.062234i,-0.052686+0.039785i,-0.009312+0.057351i,0.068431+0.058997i,0.13388+0.039682i,0.17733+0.016746i,0.18071-0.017073i,0.11936-0.045042i,0.032821-0.051632i,-0.026426-0.051616i,-0.053528-0.047297i,-0.053121-0.035676i,-0.032515-0.038625i
0.1459+0.41304i,-0.031286+0.17939i,-0.21433-0.029814i,-0.17869-0.077154i,-0.034069-0.082663i,0.012223-0.11421i,-0.063815-0.11645i,-0.14312-0.070134i,-0.13517-0.016854i,-0.089256+0.026511i,-0.04886+0.067982i,-0.031733+0.074325i,-0.040745+0.060556i,-0.033163+0.053237i,-0.022388+0.030464i,-0.040736+0.013692i,-0.045112+0.024868i,-0.011086+0.034393i,0.019729+0.039536i,0.027335+0.04436i,0.024927+0.036396i,0.022811+0.019968i,0.025847+0.0041586i
-0.35649+0.078618i,-0.1795+0.04377i,-0.047518-0.00394i,-0.015934-0.010045i,-0.01802-0.007524i,-0.061301-0.048177i,-0.076647-0.10858i,-0.065663-0.16316i,-0.13747-0.19823i,-0.22346-0.18873i,-0.22823-0.13608i,-0.15396-0.050864i,-0.025288+0.0090154i,0.084024+0.0088748i,0.14824-0.025645i,0.16999-0.077818i,0.13435-0.10271i,0.064461-0.070563i,0.0023182-0.024883i,-0.031001-0.0043106i,-0.032883-0.0054272i,-0.019738-0.016869i,-0.0045664-0.026025i
-0.27693-0.32503i,-0.21213-0.21755i,-0.0954-0.14886i,-0.042909-0.14409i,-0.012267-0.11397i,0.041735-0.0071408i,0.081651+0.064794i,0.034725+0.027693i,-0.061959+0.0038929i,-0.076129+0.021423i,-0.035784+0.007267i,-0.033134-0.012931i,-0.046045-0.00095114i,-0.039584+0.01041i,-0.023101+0.022396i,0.0018905+0.039193i,0.019683+0.023721i,0.0084045-0.015083i,-0.0071267-0.027215i,0.00077711-0.017073i,0.010109-0.0084226i,0.015612+0.0075487i,0.039547+0.017764i
0.30943-0.13425i,0.11431-0.0043677i,0.038951+0.18995i,0.11707+0.2792i,0.13671+0.23314i,0.058558+0.12333i,-0.081239+0.035461i,-0.22057+0.036513i,-0.25862+0.082485i,-0.20855+0.10412i,-0.10605+0.099398i,0.0027715+0.054476i,0.054074+0.023252i,0.098016+0.042635i,0.15103+0.038956i,0.17728+0.0014631i,0.1757-0.041067i,0.11462-0.073971i,0.015932-0.053525i,-0.019636-0.00268i,0.013665+0.012177i,0.041826+0.0039592i,0.052101+0.01472i
1.2753+7.6681i,3.9576+6.6466i,6.9077+5.1964i,7.3738+1.8357i,5.9265-1.4377i,3.0981-2.9428i,0.51742-1.7183i,-0.15999+0.3029i,0.67501+1.1783i,1.4572+0.54774i,1.01-0.55022i,-0.11562-0.94925i,-1.0112-0.58149i,-1.3761+0.14913i,-1.1241+0.68912i,-0.62052+0.74724i,-0.22718+0.50466i,-0.058118+0.1983i,-0.10763+0.010305i,-0.24092-0.017865i,-0.31386-0.0028478i,-0.29051+0.017034i,-0.17266+0.01685i
-0.29641+0.075924i,-0.22871-0.051233i,-0.16256-0.051657i,-0.056772+0.030239i,0.044442+0.045467i,0.079592+0.11922i,0.18142+0.24518i,0.30088+0.1976i,0.25677+0.079958i,0.1374+0.044081i,0.038138+0.016957i,-0.03733+0.018211i,-0.026111+0.042897i,0.014154-0.0067441i,0.004948-0.10429i,-0.029943-0.1736i,-0.066904-0.18247i,-0.066574-0.11532i,-0.018122-0.016691i,0.020711+0.035528i,0.021484+0.026944i,0.0099552+0.0014217i,0.015232-0.01585i
-0.38746-0.32717i,-0.35218-0.043275i,-0.077487+0.14225i,0.048504+0.027499i,-0.16402-0.15723i,-0.34127-0.23733i,-0.25391-0.25733i,-0.10643-0.16523i,0.0031767+0.012755i,0.08404+0.096206i,0.066611+0.058581i,0.0019137+0.024907i,-0.014514+0.017076i,-0.017466+0.00047403i,-0.0050742-0.0018487i,0.051886-0.017718i,0.083143-0.072233i,0.04575-0.099239i,-0.0098387-0.077652i,-0.050897-0.050355i,-0.074227-0.02702i,-0.064002-0.018244i,-0.04818-0.041431i
0.3026+0.11969i,0.24429+0.11795i,0.13735-0.054914i,-0.0036947-0.1556i,-0.072811+0.0083505i,-0.035237+0.21673i,-0.031035+0.2826i,-0.068135+0.22518i,-0.083682+0.11337i,-0.069676+0.058631i,0.0018187+0.050073i,0.04142+0.0080706i,-0.023274-0.0073467i,-0.084092+0.028594i,-0.10292+0.060717i,-0.11063+0.091691i,-0.09334+0.10908i,-0.04344+0.077042i,0.0099697+0.023881i,0.036735+0.00055482i,0.038384+0.0060432i,0.018999+0.015928i,-0.0084601+0.036599i
0.35844+0.19406i,0.23588+0.025339i,-0.050229+0.035107i,-0.081575+0.10122i,0.19594-0.06352i,0.41157-0.23067i,0.42523-0.11886i,0.33466+0.039998i,0.19521+0.072026i,0.081203+0.046093i,0.028219-0.011127i,-0.0081831-0.04382i,0.0028828-0.0070912i,0.059232+0.032283i,0.1018+0.041088i,0.1256+0.031175i,0.11173+0.015392i,0.053357+0.022357i,0.023323+0.021724i,0.047645-0.029688i,0.068274-0.084101i,0.068737-0.082866i,0.06986-0.062788i
-0.47376-0.059062i,-0.33777-0.07519i,-0.063247-0.057328i,0.10927-0.061283i,0.037466-0.094503i,-0.12875-0.1026i,-0.16975-0.10437i,-0.085064-0.12404i,-0.011359-0.12459i,-0.0077035-0.070219i,-0.0052834+0.0021153i,0.016816+0.013977i,-0.0029273-0.032318i,-0.053345-0.066863i,-0.093287-0.079379i,-0.13004-0.076345i,-0.13192-0.047833i,-0.068282-0.016853i,-0.0049121+0.00050605i,0.0013109+0.016467i,-0.02059+0.029121i,-0.032241+0.027755i,-0.029554+0.019731i
-0.065579-0.10528i,0.031338+0.047003i,0.1669+0.046121i,0.14573-0.045824i,-0.001686-0.023821i,-0.088813+0.062026i,-0.11576+0.050188i,-0.1398-0.0083915i,-0.13697-0.020788i,-0.09337-0.013763i,-0.036328-0.0082719i,0.0032978-4.1342e-05i,0.018359+0.013122i,0.022078+0.02712i,0.033399+0.037089i,0.059248+0.034317i,0.065397+0.0099535i,0.033046-0.014986i,-0.003534-0.0090093i,-0.01163+0.023504i,-0.00087907+0.052874i,0.0065144+0.063067i,0.0089557+0.052441i
0.34281-0.10846i,0.14459-0.059614i,-0.061336+0.093975i,-0.054886+0.23614i,0.099622+0.25422i,0.162+0.1484i,0.085244+0.060869i,0.034718+0.031996i,0.05864-0.036812i,0.044663-0.13152i,-0.026662-0.14342i,-0.06472-0.075344i,-0.045023-0.015422i,-0.013674+0.0050216i,0.0053091+0.0059889i,0.012194-0.00075123i,0.021401-0.0057823i,0.041466-0.0015022i,0.052528+0.0016351i,0.044759-0.010997i,0.029418-0.031468i,0.011612-0.045612i,-0.0073217-0.042918i
