0.0013184-0.00055339i,0.00015241-0.0012702i,-0.0011279-0.0029358i,-0.0021023-0.0020767i,-0.0018297-0.00019323i,-0.001219+0.0010132i,-0.00029664+0.0015362i,0.0010265+0.0006664i,0.0016256-0.00026926i,0.0015928-0.00059317i,0.001075-0.00087026i,0.00042776-0.0010111i,-0.000301-0.00087097i,-0.00037258-0.00024716i,0.00010059-0.00022011i,0.00017979-0.00036773i,-1.8045e-05-0.00019732i,0.00060683-5.5044e-06i,0.00030071-9.8893e-05i,-0.00010404-0.00066687i,-8.5276e-05-0.00046381i,-0.00046955+0.00045673i,-0.00078661+0.0012662i
-0.011401-0.14928i,-0.037115-0.2566i,-0.095115-0.26818i,-0.099838-0.16884i,-0.011224-0.07035i,0.05581-0.038208i,0.046231-0.028218i,0.021102-0.011585i,0.011406-0.004241i,0.0059355-0.0065116i,-9.8132e-05-0.0082416i,-0.0084474-0.0052924i,-0.013063+0.00078823i,-0.008971+0.0066322i,-0.0025834+0.0082383i,0.0020364+0.0048353i,0.0040471+0.00018271i,0.00435-0.0026747i,0.0014098-0.003576i,-0.0044881-0.0035515i,-0.0078495-0.0032258i,-0.0065139-0.00279i,-0.0031657-0.0019782i
0.13472+0.053811i,0.25103+0.092802i,0.30788+0.077422i,0.23526+0.026265i,0.079849+0.012122i,-0.021769+0.027636i,-0.044116+0.028034i,-0.042741+0.020919i,-0.034226+0.021457i,-0.017997+0.020721i,-0.0032019+0.01407i,0.0037214+0.0043468i,0.0017773-0.00042081i,-0.001967+0.0011556i,-0.0016099+0.0026654i,0.00046902+0.0020278i,0.0013578+0.00042123i,0.0018966-0.00016474i,0.0043328-0.00080896i,0.0047699-0.0023192i,0.0040028-0.0031223i,0.0023407-0.002134i,-0.00073342-0.00094371i
-0.10495+0.093712i,-0.19577+0.16771i,-0.22481+0.20524i,-0.16758+0.1548i,-0.092328+0.041086i,-0.052513-0.022453i,-0.022731-0.020719i,0.002969-0.019357i,0.0078476-0.022952i,0.002043-0.017323i,-0.002756-0.0089891i,-0.0029018-0.0016852i,0.0019123+0.0025149i,0.0078437+0.0016548i,0.010995-0.0023184i,0.011275-0.0051556i,0.010212-0.0059843i,0.0055438-0.0042441i,0.00072055+0.0011813i,0.0009742+0.0041416i,0.0032523+0.0041033i,0.0031698+0.0036771i,0.0024843+0.0024894i
-0.048044-0.12701i,-0.080151-0.25056i,-0.10512-0.29856i,-0.08083-0.20936i,-0.0058399-0.064148i,0.048564+0.013807i,0.052872+0.023017i,0.047079+0.016822i,0.042358+0.0070708i,0.030587-0.0036119i,0.016637-0.0094451i,0.0053412-0.0090667i,-0.00059642-0.0047872i,-0.0023477-0.0011563i,-0.0054846-0.001105i,-0.0088335-0.0019755i,-0.0086045-0.0012646i,-0.0055305-0.001333i,-0.0044322-0.0016931i,-0.005648-0.00099706i,-0.0052674+0.00076421i,-0.0020294+0.001528i,0.0014289+0.00092625i
0.11621+0.028747i,0.22286+0.079647i,0.26554+0.11215i,0.19347+0.096651i,0.073653+0.058516i,-0.0040875+0.021855i,-0.029114-0.0025636i,-0.032721-0.0056183i,-0.025483+0.0033574i,-0.013459+0.010013i,-0.0032338+0.01181i,0.0014952+0.0068141i,-0.00093981-0.0021308i,-0.0080577-0.0069757i,-0.013786-0.0055439i,-0.013292-0.00062805i,-0.0086996+0.0037155i,-0.0035765+0.0047675i,-6.8535e-05+0.0030434i,0.0012578-0.0001825i,-4.7503e-05-0.002251i,-0.0021622-0.0023671i,-0.0020302-0.0011652i
-0.071212+0.089052i,-0.16281+0.1673i,-0.20333+0.19431i,-0.14651+0.11776i,-0.061206-0.0076287i,-0.01904-0.076172i,-0.012241-0.06581i,-0.011421-0.035959i,-0.013131-0.01899i,-0.016572-0.0089107i,-0.017415-0.0010161i,-0.014769+0.0036188i,-0.0084553+0.0049797i,0.0013381+0.0043155i,0.011084+0.0019783i,0.015769-0.0019192i,0.014785-0.0070124i,0.0095344-0.0075445i,0.0039316-0.0022326i,0.0023017+0.0016326i,0.0025929+0.0012581i,0.0020085-0.00060517i,0.00034384-0.0017705i
-0.037177-0.098849i,-0.052062-0.21122i,-0.038217-0.27104i,-0.0055803-0.20825i,0.019199-0.083972i,0.020859-0.00032479i,0.013541+0.028078i,0.014169+0.033212i,0.016914+0.023856i,0.013701+0.0084143i,0.0083818-0.0025806i,0.0037802-0.0065125i,-0.0015508-0.0027355i,-0.0035747+0.0044554i,-2.5643e-06+0.0083668i,0.0023503+0.008317i,0.0030439+0.0075278i,0.0024081+0.0034321i,-6.121e-05-0.0017477i,-0.0002499-0.00093185i,0.0022611+0.002422i,0.0036939+0.0032252i,0.0030699+0.0012674i
0.095599+0.011933i,0.17873+0.044381i,0.20951+0.083279i,0.14202+0.090688i,0.038298+0.063914i,-0.013541+0.032455i,-0.017803+0.0097446i,-0.011451+0.00076999i,-0.0020265+0.00093574i,0.004385+0.0028697i,0.0050452+0.0052195i,0.006043+0.0033932i,0.0051366-0.0046108i,-0.00010232-0.010727i,-0.0053709-0.01025i,-0.0078024-0.0068064i,-0.0071967-0.003369i,-0.0031373-0.0016493i,0.0016214-0.0011568i,0.0028472-0.0013247i,0.0014531-0.0023375i,0.00066186-0.0013979i,0.0011789+0.0009988i
-0.062944+0.076521i,-0.14587+0.13379i,-0.21191+0.14247i,-0.17267+0.084904i,-0.056834+0.0078455i,0.020528-0.035302i,0.03281-0.039592i,0.019702-0.030424i,0.0076616-0.020619i,-0.0018462-0.01296i,-0.010205-0.0059712i,-0.0099785+0.0010909i,0.00010486+0.0044194i,0.0084239+0.00092345i,0.0080415-0.0044336i,0.0030484-0.0069739i,-0.0014311-0.0082999i,-0.0026805-0.0065642i,-0.0023444-0.001586i,-0.0031457+0.00062064i,-0.0027993-0.00028294i,-0.0019468-0.0016473i,-0.0019226-0.0018009i
-0.03925-0.069294i,-0.04343-0.14367i,-0.007574-0.17697i,0.037437-0.12718i,0.052945-0.046669i,0.034757+4.6897e-07i,0.0065359+0.013222i,-0.0080741+0.014519i,-0.0097062+0.0096727i,-0.0056456+0.0022841i,-0.0016947-0.0032483i,-0.0030869-0.0052724i,-0.0088176-0.0022683i,-0.011434+0.0062085i,-0.0067491+0.014067i,0.0009188+0.014687i,0.006435+0.0108i,0.006306+0.0065955i,0.0022496+0.0027173i,-0.00059713+0.0019538i,-0.0012268+0.0038434i,-0.00054533+0.0050944i,-1.0715e-06+0.0038607i
0.073075-0.0022377i,0.1448+0.040564i,0.16763+0.091976i,0.10675+0.097068i,0.018036+0.056605i,-0.031232+0.016462i,-0.035009-0.0014438i,-0.025239-0.0033233i,-0.01551+0.00098809i,-0.0066384+0.004043i,-0.00021325+0.0040903i,0.0033867+0.0019529i,0.0024705-0.0030663i,-0.0026279-0.0072877i,-0.0055331-0.0064441i,-0.0035937-0.0050613i,-0.0016493-0.0034518i,-0.00031376-0.0014251i,0.0018582-0.00046123i,0.0035904+5.3561e-05i,0.003784-0.00013001i,0.0028761-0.000483i,0.0025264-0.00084429i
-0.034963+0.053211i,-0.10093+0.07876i,-0.15118+0.060634i,-0.12698+0.011153i,-0.057852-0.016228i,-0.0033232-0.01586i,0.019122-0.01065i,0.023798-0.0078933i,0.020746-0.0037165i,0.01228-0.00092769i,0.0030591+4.7579e-05i,0.00057565+0.0041987i,0.0064946+0.0081001i,0.011017+0.0051475i,0.0084409-0.0015115i,0.0021488-0.0046709i,-0.0030059-0.0045303i,-0.0047882-0.0034527i,-0.0035343-0.0016725i,-0.00081425-6.4562e-05i,0.0018335+4.4765e-06i,0.0021636-0.0011767i,0.001178-0.0010001i
-0.036237-0.046568i,-0.046417-0.10644i,-0.020885-0.13667i,0.017676-0.097508i,0.031479-0.031866i,0.021463+0.0038132i,0.0051273+0.0097115i,-0.0034594+0.0063866i,-0.0032588+0.0026535i,-0.00078952-0.00065547i,-0.0005099-0.0037867i,-0.005147-0.002789i,-0.010354+0.0041527i,-0.0086994+0.0096509i,-0.0041774+0.0079039i,-0.001054+0.0016472i,0.0022819-0.002905i,0.0035709-0.0030399i,0.0014339-0.0027864i,-0.0016964-0.0032551i,-0.0039109-0.0015947i,-0.0039241+0.0014279i,-0.0024058+0.0032139i
0.043608-0.0008718i,0.080153+0.034434i,0.081217+0.091816i,0.041978+0.10204i,0.0010804+0.0467i,-0.018356-0.0078692i,-0.021719-0.026293i,-0.019544-0.024987i,-0.018034-0.019114i,-0.0149-0.009037i,-0.0084633-0.0018742i,-0.003604-0.0035812i,-0.0030525-0.010782i,-0.0057887-0.013769i,-0.0060167-0.0099899i,-0.0024567-0.0046167i,-0.0004328-0.0018749i,0.00017995-0.00029011i,0.00045307+0.0011796i,-0.00095624+0.00087534i,-0.0024139+0.00022534i,-0.0030422-0.00010302i,-0.0023087-0.0012256i
-0.015991+0.039501i,-0.052992+0.058985i,-0.087841+0.046128i,-0.073987+0.0096872i,-0.028848-0.018146i,0.0023534-0.024579i,0.014448-0.017062i,0.016099-0.0086784i,0.00985-0.0044194i,0.0017477-0.0032931i,-0.00090456-0.0029604i,0.0022816-0.0016123i,0.007409-0.00096411i,0.0091936-0.0013055i,0.0075919+0.00022275i,0.0064396+0.0036862i,0.00477+0.0044589i,0.0014616+0.0025073i,-0.00068878+0.001902i,0.00065796+0.002792i,0.0043036+0.0031158i,0.0060867+0.0014432i,0.0053907+0.00032863i
-0.0254-0.029245i,-0.016506-0.07003i,0.020657-0.095822i,0.049262-0.071901i,0.044929-0.026456i,0.025782+0.0013675i,0.011009+0.0084753i,0.0073485+0.010164i,0.0087824+0.0099904i,0.0088779+0.0050704i,0.005101+6.146e-05i,-0.0018608+5.4827e-05i,-0.0070441+0.0052384i,-0.0064803+0.0088781i,-0.0033378+0.0046165i,-0.0027411-0.0021347i,-0.0017218-0.0058758i,0.0012416-0.0062206i,0.0033855-0.0042414i,0.0027513-0.0024587i,0.0004628-0.00070501i,1.1836e-05+0.00029351i,0.00034387+0.0014161i
0.020743-0.0081611i,0.036945+0.011307i,0.029353+0.040009i,0.0061526+0.041157i,0.00035659+0.017958i,0.003167-0.0060921i,0.00078628-0.015006i,-0.00026047-0.011984i,0.0029516-0.0077345i,0.0037255-0.0037927i,0.001859-0.0017842i,-0.00044438-0.0037929i,-0.0022217-0.0068933i,-0.0026909-0.006889i,-0.0011927-0.0051846i,0.00037246-0.003721i,0.0007245-0.0012275i,0.0012149-0.00063452i,0.0010374-0.0014381i,-0.0010934-0.0027839i,-0.0044835-0.0042434i,-0.0069846-0.0038282i,-0.005776-0.0022783i
-0.0095967+0.019321i,-0.042111+0.032868i,-0.075035+0.025878i,-0.066315+0.0049651i,-0.02913-0.0063914i,0.0014251-0.0077412i,0.010715-0.0035978i,0.0083811-9.8513e-05i,0.0041765-0.00255i,-0.0016796-0.00417i,-0.0034964-0.0021055i,0.0011556-0.0011268i,0.007386-0.0017464i,0.0088-0.0018071i,0.0054481+0.0012493i,0.0029461+0.0046619i,0.0031214+0.004719i,0.0025421+0.0027578i,0.00082547+0.00026104i,0.0011523-0.00057284i,0.003586-0.00067436i,0.0053926-0.001295i,0.0044763-0.001234i
-0.0091597-0.0059169i,-0.0080704-0.018256i,0.0167-0.020524i,0.034562-0.0034476i,0.02325+0.011676i,0.0070741+0.016429i,0.00082225+0.015803i,-0.0009491+0.012503i,-0.00078353+0.0080655i,0.0002554+0.0030336i,-0.00061113+0.00031704i,-0.0016464+0.0023737i,-0.0033376+0.0037054i,-0.004737+0.0017057i,-0.0053899+0.0002805i,-0.0062905-0.000263i,-0.0061293-0.00015226i,-0.0035167-0.00098532i,-0.00028982-0.0010626i,0.0012639+0.0026683i,0.0022742+0.0060321i,0.0031349+0.0056246i,0.0033631+0.0027866i
0.0095442-0.0052843i,0.023425+0.005179i,0.02798+0.028125i,0.022212+0.03795i,0.015134+0.026382i,0.0086497+0.0094563i,0.0029258-0.0017318i,-1.613e-05-0.0016449i,0.0015149+0.0038387i,0.0047982+0.005514i,0.0040661+0.002746i,-0.00015911-0.0023811i,-0.0049491-0.0067273i,-0.0067738-0.0055306i,-0.0031146-0.003271i,0.0016603-0.0032628i,0.0025934-0.0020451i,0.0022152+0.00087113i,0.0013706+0.0031054i,0.00039806+0.0025999i,-0.00074065+0.00083925i,-0.0025583+0.00033476i,-0.0034434+0.00077574i
-0.0060201+0.0041467i,-0.023373-0.0013035i,-0.04139-0.017912i,-0.034257-0.030743i,-0.013468-0.030026i,-0.0036261-0.023072i,-0.0044139-0.014165i,-0.0053453-0.0057446i,-0.0033744-0.00027473i,-0.0028373-0.00024141i,-0.0032104-0.00064683i,-0.0025524+0.00072597i,-0.0004422+0.0024624i,0.0024589+0.0041271i,0.0029621+0.0037162i,0.0019729+0.00155i,0.0011009-0.00039823i,0.00057895-0.00095909i,0.00036332-0.001193i,0.00034932-0.0020437i,0.00067333-0.0033666i,0.0010229-0.0042589i,0.00056858-0.0026044i
-0.005369+0.002083i,-0.0078466-0.003011i,-0.0050025-0.0078221i,-0.0043989-0.0065575i,-0.0071703-0.0081366i,-0.012965-0.0088827i,-0.016339-0.0048592i,-0.012152-0.00327i,-0.0068276-0.0054473i,-0.0046175-0.0071484i,-0.0043505-0.0055253i,-0.0038989-0.00045853i,-0.0022673+0.0043584i,-0.00035441+0.003728i,-0.00060484+0.00074727i,-0.0018868+0.00028954i,-0.0023979+0.00092227i,-0.0021325+0.00020077i,-0.0013398-0.0013156i,-0.0013667+7.6968e-05i,-0.0016675+0.0036342i,0.00020537+0.00515i,0.0024782+0.0037883i
-0.0028614+0.0027089i,-0.0026832+0.015569i,-0.0069817+0.033873i,-0.015044+0.037523i,-0.013013+0.024154i,-0.0067583+0.0078354i,-0.0014028-0.00043984i,0.0015683-0.0015803i,0.0014129-0.00053247i,0.0018728+9.8361e-05i,0.0023572-0.00098859i,0.0013455-0.0030906i,0.00086353-0.0059012i,0.00087775-0.0072271i,0.0016155-0.0049859i,0.0027903-0.001174i,0.003293+0.00057004i,0.0020303+0.0013713i,-0.00032904+0.0025512i,-0.0020894+0.0037144i,-0.0030075+0.0036584i,-0.0025972+0.0026078i,-0.001592+0.00096602i
-0.0033842-0.0020389i,-0.0086468-0.0014469i,-0.0082607-0.0044129i,0.005105-0.0057243i,0.016099-0.0036449i,0.019251-0.0075528i,0.016334-0.011389i,0.0091594-0.0071239i,0.0043996-0.00043411i,0.0029308+0.0024809i,0.0027811+0.0017058i,0.0031471-0.00026221i,0.0019846-0.0018295i,-0.00050386-0.0018717i,-0.0015594+0.00068834i,-0.0016345+0.0010596i,-0.0030857-0.001766i,-0.0044365-0.0026776i,-0.0040278-0.0019129i,-0.002559-0.0012352i,-0.00059867-0.0022545i,-0.00044911-0.004213i,-0.0014987-0.0036998i
0.0040809-0.0060456i,0.0040786-0.010578i,0.010642-0.014994i,0.019198-0.017634i,0.021378-0.022471i,0.014982-0.023285i,0.0035347-0.018453i,-0.0026649-0.012677i,-0.0026349-0.0084187i,-0.0020419-0.0053991i,-0.0026525-0.0026627i,-0.0037953+0.0012066i,-0.0055926+0.0060504i,-0.0054451+0.0071417i,-0.0030415+0.0028979i,0.00060599-0.0025473i,0.0036513-0.0042274i,0.0037896-0.0041809i,0.0029782-0.0035883i,0.0026049-0.0017667i,0.0023939-0.00014367i,0.0017833+0.0012369i,0.0004316+0.0017824i
-0.0071232+0.0061086i,-0.01595+0.0072807i,-0.02335+0.010155i,-0.020681+0.0043713i,-0.011308-0.0063166i,-0.0062441-0.010588i,-0.0061455-0.0070074i,-0.0042822-0.0027788i,-0.0014728-0.0025769i,-0.00087123-0.0023473i,-0.0022891-0.001264i,-0.0039738+0.00063108i,-0.0038713+0.0022054i,-0.0014309+0.0015368i,0.00086894+0.00039855i,0.001692+0.00080152i,0.0021601+0.0025594i,0.0037194+0.0019604i,0.0039228+9.4977e-05i,0.0011043-0.00022847i,-0.00085121+0.00025767i,-0.00098332+0.0012818i,-0.00066218+0.0019432i
-0.005918+0.0013039i,-0.010699+0.0014984i,-0.01801+0.0039498i,-0.017404+0.0094467i,-0.0095023+0.010684i,-0.00052011+0.01023i,0.0048062+0.010151i,0.0062249+0.0075823i,0.0052981+0.0043897i,0.0032349+0.0027764i,0.0023369+0.0021648i,0.0030151+0.00025475i,0.0056886-0.002534i,0.0056628-0.0030237i,0.0012644-0.001668i,-0.0027078+0.00028189i,-0.0047371+0.001726i,-0.0053991+0.0015623i,-0.0050704+0.00088975i,-0.0026425-0.00035728i,0.00031116-0.0017453i,0.0010854-0.0025918i,0.0010165-0.0031739i
0.00098773-0.0049374i,0.0025766-0.0042943i,0.0067094+0.0044241i,0.011579+0.016497i,0.017131+0.017147i,0.018379+0.0096142i,0.01533+0.00085472i,0.010748-0.0021745i,0.0052128-0.00031824i,0.00122+0.0017698i,-0.0011232+0.0021974i,-0.001319+4.5114e-05i,-0.00099241-0.0018475i,-0.0016383-0.0020018i,-0.00084398-0.0026007i,0.0014664-0.0045931i,0.0032793-0.0060614i,0.0034738-0.0055187i,0.0020806-0.0036911i,0.0021399-0.0014184i,0.003969+0.00043517i,0.0046075+0.00060681i,0.0037639-0.00055871i
0.0027338+0.0020867i,0.0016225+0.0058385i,0.00013822+0.0044267i,0.0051282-0.0001399i,0.014004-0.0054075i,0.013551-0.01192i,0.0062499-0.015039i,0.0017633-0.011277i,-5.7549e-06-0.0071835i,-0.0031099-0.0065759i,-0.0067626-0.0052618i,-0.0090436-0.0031688i,-0.010306-0.0020403i,-0.0097221+8.4514e-05i,-0.0056211+0.0021419i,0.00060389+0.0031186i,0.0044928+0.0030034i,0.005707+0.0030448i,0.0047352+0.0032715i,0.0024409+0.0021811i,0.00056915+0.0016241i,-0.00078058+0.0014235i,-0.0024946+0.0014364i
-0.0077877-0.00028118i,-0.010514-0.0011523i,-0.012082-0.0067742i,-0.0098479-0.012057i,-0.0080313-0.014152i,-0.0089438-0.013419i,-0.010837-0.008004i,-0.0081354-0.0019177i,-0.0028978-0.0020957i,-0.00064914-0.0048828i,-0.0014477-0.0049824i,-0.0029565-0.0032284i,-0.0025126-0.00097142i,-0.00035395+0.00050678i,8.1927e-05-8.2755e-05i,-0.0018274-0.00027354i,-0.0028347+0.0016905i,-0.0030272+0.0027221i,-0.0021321+0.0018545i,-0.0010526+0.00094901i,9.2383e-05+8.8862e-05i,0.00097534-0.00011072i,0.00049575-0.00018329i
-0.0069608-0.0007751i,-0.014344+0.003204i,-0.017998+0.0092857i,-0.016616+0.0111i,-0.013244+0.008741i,-0.0085389+0.0089896i,-0.0046351+0.0094667i,-0.00072505+0.0098588i,0.0029863+0.0083066i,0.0043+0.0053368i,0.0038433+0.0031974i,0.005045+0.0026797i,0.0065248+0.0035222i,0.0070959+0.0022099i,0.006479-0.00038355i,0.0040695-0.0022434i,0.0010914-0.0043428i,3.3646e-05-0.0052454i,0.00081474-0.0043048i,0.001885-0.002645i,0.0028716-0.00094907i,0.0033641+0.0005642i,0.00369+0.00094381i
0.00027976-0.0047148i,-0.0039238-0.0027811i,-0.0072029+0.0048493i,-0.0049615+0.011751i,0.0016765+0.012594i,0.0083971+0.008876i,0.010321+0.0057952i,0.0066251+0.0046165i,0.0029516+0.0052555i,0.0015866+0.0048412i,0.0005148+0.0026171i,0.00023681+0.00043366i,0.00037949-0.002928i,-0.00098357-0.0045208i,-0.0021379-0.0014034i,-0.00082625+0.0011599i,0.0011109+0.00040654i,0.0013266+0.00078907i,0.00045825+0.0026854i,-0.00067507+0.0032078i,-0.0017105+0.0032111i,-0.0024162+0.0025498i,-0.0019627+0.0016275i
0.0013361-0.0020888i,-0.0012274-0.0040842i,0.0017876-0.00094429i,0.011008+0.0020357i,0.017031-0.0044885i,0.015485-0.013986i,0.0071858-0.016129i,-0.00032792-0.011324i,-0.0014039-0.006865i,0.00058468-0.0061499i,0.00023792-0.0060722i,-0.0014517-0.0057503i,-0.0035588-0.0069587i,-0.0050672-0.0075069i,-0.0047284-0.0057727i,-0.0039721-0.0026834i,-0.0029815+0.00011275i,-0.0019714+0.0018036i,-0.0023046+0.0013863i,-0.0027172-0.00012367i,-0.0025743-0.0006312i,-0.0025132-0.00041957i,-0.0029693-0.00094983i
-0.0004307-0.00053356i,-0.0043298-0.0013377i,-0.0064225-0.0035239i,-0.0034645-0.0067419i,0.0010541-0.012459i,-0.0027042-0.017689i,-0.0099907-0.01628i,-0.010844-0.0089774i,-0.0061278-0.0035679i,-0.0012719-0.0016096i,0.00094253-0.00010334i,0.0010477+0.0020606i,0.00071501+0.0039995i,-0.00010938+0.0053578i,0.00035496+0.0039252i,0.0013264+0.00064695i,0.00069859-0.0015112i,0.0012296-0.0027821i,0.0026098-0.0023692i,0.002645-0.00051136i,0.002201+0.00034653i,0.0011429+0.00065199i,0.00095241+0.0011718i
-0.0016651-0.0014337i,-0.0047062-0.0028883i,-0.012275-0.0046577i,-0.014992-0.0033469i,-0.010836-0.0004336i,-0.0080187+0.0016962i,-0.0078922+0.0031463i,-0.0071509+0.0048598i,-0.0056706+0.0062022i,-0.0051169+0.0073645i,-0.0034565+0.0069753i,-0.00025899+0.0064919i,0.0012906+0.0067707i,0.0011644+0.0057534i,0.00044976+0.0040573i,0.00018266+0.002449i,0.0014726+0.00039695i,0.0022693-7.7898e-05i,0.002169+0.0019791i,0.00094324+0.0034299i,-0.00038584+0.0026931i,-0.00024162+0.0022454i,0.00030086+0.0029483i
-0.0020408+0.0051767i,-0.0036994+0.00791i,-0.0047278+0.0093489i,-0.003751+0.0088937i,0.0014575+0.007414i,0.0077324+0.0047885i,0.0085203+0.0016554i,0.0039963-0.00061085i,0.00020854-0.00098245i,-0.0015777-0.00021301i,-0.0034063-0.00013119i,-0.0029885-0.00063913i,0.0012626-0.0012841i,0.0038544-0.0029284i,0.0023622-0.0046916i,0.00031938-0.0046188i,2.4384e-05-0.0029172i,-0.00085114-0.002994i,-0.0026592-0.0039038i,-0.0035318-0.0040496i,-0.0038606-0.0041007i,-0.0022745-0.003791i,-0.00075152-0.0029959i
-0.004231+0.001779i,-0.007112+0.0062568i,-0.0045733+0.0096252i,0.0040989+0.0086881i,0.012623+0.003145i,0.017189-0.0062521i,0.016171-0.013958i,0.011241-0.015351i,0.0068365-0.012012i,0.0035804-0.0077196i,0.00043818-0.0055508i,-0.0026796-0.0052151i,-0.0037779-0.0045768i,-0.0030735-0.0032382i,-0.0014272-0.0011072i,-9.2274e-05+0.00038778i,0.0006775-0.00019831i,0.0017837-0.0012009i,0.0024125-0.0028516i,0.0020733-0.0041661i,0.0020384-0.0031599i,0.001288-0.0023457i,0.00092279-0.0033315i
-0.0025724-0.0044307i,-0.0057197-0.0054085i,-0.0058219-0.0051261i,-0.00064654-0.0051926i,0.0025304-0.0086413i,0.0018656-0.012687i,0.0014007-0.012987i,0.0011082-0.00965i,0.00087076-0.0057519i,-0.00032463-0.0029458i,-0.0017453-0.0012003i,-0.0029257-0.0019163i,-0.0055758-0.0033636i,-0.0079288-0.0024233i,-0.0065868+0.00017676i,-0.0027492+0.0025735i,-1.5874e-05+0.0026135i,0.0014658+0.0021964i,0.0021013+0.0037528i,0.0015529+0.0048844i,0.0015651+0.0043822i,0.0015619+0.0032474i,0.0014614+0.0028052i
0.00022207-0.00024718i,-0.0044309-0.0016663i,-0.0071982-0.0015005i,-0.0048185-0.00191i,-0.0033738-0.0038449i,-0.0066786-0.0021925i,-0.0088626+0.00111i,-0.0065956+0.0028306i,-0.0044326+0.0031628i,-0.0038954+0.0019433i,-0.0031927+0.0011963i,-0.0021163+0.0021146i,-0.0006788+0.0027373i,-7.4173e-05+0.0027566i,0.0001832+0.0014718i,0.00043362-0.00025162i,0.0010722-0.0006689i,0.0011422-0.00084215i,-0.00069002-0.00090098i,-0.0019389-0.00050592i,-0.0016384-0.00025429i,-0.0014209+0.00035822i,-0.0025006+0.0010625i
-0.0036451+0.0032217i,-0.0077189+0.0038227i,-0.01134+0.0062018i,-0.0090526+0.0085352i,-0.0017414+0.00911i,0.0028931+0.0086154i,0.0046043+0.0088751i,0.0054211+0.0079615i,0.0047068+0.0049163i,0.0030912+0.00099466i,0.00065893-0.0019531i,-0.0015716-0.0016184i,-0.00049646+0.0013123i,0.0029897+0.0025256i,0.0047885+0.0010542i,0.0044612-0.00042021i,0.0027918-0.0013237i,0.0018579-0.0019743i,0.002717-0.0026073i,0.0034011-0.0027125i,0.0030063-0.0014301i,0.0026281-0.0011366i,0.0025787-0.0013639i
-0.0014361-0.003851i,-0.0060364-0.0048577i,-0.0080672-0.0036125i,-0.0040645+0.0013117i,0.0042155+0.0023499i,0.010548-0.00022908i,0.012473-0.00091389i,0.012425+0.00041846i,0.010712+0.0002622i,0.0073396-0.001519i,0.0050341-0.0029534i,0.0041093-0.0047031i,0.0031947-0.0071365i,0.0019218-0.0081015i,0.00013652-0.0060445i,-0.0010114-0.0032764i,-0.001254-0.0025791i,-0.00044099-0.0016419i,0.0011873+0.00040396i,0.0016308+0.0023481i,0.0010811+0.0038508i,0.00159+0.0031019i,0.0026484+0.0021301i
0.00037518+0.00089859i,0.002159-4.8394e-05i,0.0022401+0.0014426i,0.0022229+0.0018945i,0.004792-0.0033925i,0.0039988-0.011973i,-0.00032827-0.012574i,-0.0021182-0.0057618i,-0.0012441-0.00057703i,0.00025025+0.0013067i,0.0014064+0.002521i,0.0026704+0.0022553i,0.0030016+0.00063324i,0.0011033-0.00076169i,-0.00017644-0.00084987i,-0.00061088-1.4629e-05i,-0.00064699+0.00064811i,-0.00094529+0.00093886i,-0.0026583+0.0016072i,-0.0039469+0.0029258i,-0.0032822+0.0039504i,-0.0025241+0.00391i,-0.0022548+0.0029178i
-0.002111+0.0010855i,-0.0031041+0.0040074i,-0.0054926+0.0039977i,-0.0054052+0.0019894i,-0.0045801+0.00029489i,-0.0076258-0.0026989i,-0.012011-0.0043657i,-0.013733-0.0022581i,-0.011312-0.00069158i,-0.0079903+0.00022414i,-0.0059486+0.0014763i,-0.0058999+0.0025744i,-0.0072121+0.0044052i,-0.0061491+0.0062104i,-0.0023544+0.0060354i,0.00035855+0.0036678i,0.0016634+0.0020547i,0.0017631+0.0026553i,0.0011143+0.0021958i,0.00014839+0.00013279i,-0.00018612-0.00018177i,-0.00039879-0.00039255i,-0.00079804-0.0017519i
-0.0041644-0.002491i,-0.0081941-0.002092i,-0.0097228-0.0011993i,-0.0065903-0.0011347i,-0.0032772+0.0013128i,-0.0017331+0.0051742i,-0.0027583+0.0067725i,-0.0039125+0.0063025i,-0.0034608+0.003661i,-0.002544+0.0011539i,-0.0022418+0.00040451i,-0.0020758-0.00062432i,-0.0020312+6.1092e-05i,-0.0017813+0.0016615i,-0.00062242+0.0018791i,1.1829e-05+0.0005685i,0.00035341-0.00089654i,0.00098106-0.0019479i,0.0020905-0.0020053i,0.0027028-0.0011085i,0.0018231-0.0011232i,0.00097102-0.00062565i,0.00136+0.00035063i
0.0010194+0.0015422i,-0.0051624-0.00029519i,-0.0061381+0.0011062i,-0.0015041+0.0017616i,0.0053873-0.00021157i,0.010335-0.0019311i,0.010803-0.00069787i,0.0081003+0.00097573i,0.0057564+0.0011762i,0.0037206+0.00046638i,0.00076269+0.0005126i,0.00048843+0.0015025i,0.0030247+0.0014229i,0.0049777+0.00039186i,0.0044415-0.00041898i,0.0026284-0.0014426i,0.0015658-0.0016386i,0.0008986-0.00059615i,0.00028811+5.9226e-05i,0.00028892-4.1108e-05i,-0.00016176+0.00024556i,-0.00064729+0.001515i,-0.00052504+0.0024709i
