4.1105e-05+0.0027645i,0.00050231+0.0017848i,-0.00058547-8.5775e-05i,-0.0017061-0.0017347i,-0.0023158-0.0010515i,-0.0031462+0.00081772i,-0.0019401+0.002159i,0.00012557+0.0030573i,0.0011959+0.0022405i,0.0013099+0.00028149i,0.0007556+0.00015444i,2.7392e-06+0.00061086i,-0.00045667+0.00039243i,0.0001093+0.00030066i,9.9877e-05+0.0003328i,-0.00013735-4.3616e-05i,7.2737e-05-0.00032627i,9.3947e-05+0.00050372i,4.6209e-05+0.00056297i,0.00034878+5.831e-05i,9.4239e-05+0.00038952i,-0.00058344+0.00046767i,-0.00034584-0.00012287i
0.0061714+0.0022516i,0.0082587+0.0017449i,0.0096094-0.00052685i,0.0052051-0.003829i,-0.0007823-0.004609i,-0.0029301-0.0016593i,0.00041822+0.0012044i,0.0059304+0.0019109i,0.0094306-6.6881e-05i,0.0090505-0.0033311i,0.0048097-0.0031072i,0.0010685-0.0007959i,-0.0014203+0.0016141i,-0.0027939+0.0046819i,-0.0011055+0.0074444i,0.00026655+0.0068097i,-0.00096294+0.0028997i,-0.0025724-0.00053519i,-0.0032016-0.0019071i,-0.0037338+0.00074512i,-0.003238+0.0040449i,-0.00095483+0.0043662i,0.001116+0.0026714i
-0.00043732+0.0020892i,0.0024549+0.0031506i,0.0053996+0.0030187i,0.0047149+0.0026234i,0.00068842+0.0027272i,-0.001344+0.0035426i,5.842e-05+0.0049402i,0.00081993+0.0063592i,0.0018331+0.0069631i,0.0025126+0.0048699i,9.2253e-05+0.0023096i,-0.002266+0.0019798i,-0.0035664+0.00093399i,-0.0046583-0.00029833i,-0.0040661+0.00041289i,-0.0010378+0.00096392i,0.0031044+0.00077552i,0.0061955+0.0019549i,0.0066428+0.0028135i,0.005354+7.9017e-05i,0.0041546-0.0027972i,0.0019075-0.0027338i,-0.0003742-0.001074i
-8.1749e-05-0.00031598i,0.0020242-0.00042321i,0.0016073-0.0020271i,-0.0028206-0.0021021i,-0.0052011+0.00030346i,-0.0050066+0.0024743i,-0.0043806+0.0025449i,-0.0036305+0.0022794i,-0.0027837+0.0029214i,-0.00069724+0.00099121i,0.0017505-0.0022999i,0.0036581-0.002395i,0.006+0.00015379i,0.0066898+0.0015899i,0.0063016+0.0014242i,0.005725+0.00087036i,0.0029348+0.0014715i,-0.0011849+0.0026131i,-0.0027926+0.0020668i,-0.00029308+0.0016817i,0.0025968+0.0029549i,0.0029279+0.0022666i,0.0019144-9.395e-05i
0.0020201+0.00022193i,0.0050394+0.0012896i,0.0066842+0.0018181i,0.0037625-0.00049752i,-0.001052+8.7304e-05i,-0.0012247+0.0013519i,-0.0001255-0.0011521i,-0.0011564-0.002572i,-0.0011619-0.0009565i,0.0016874+0.0010268i,0.0047232+0.0018642i,0.0048106+0.0026437i,0.0039784+0.0036506i,0.0033408+0.0021737i,0.0011947+0.00041198i,4.2472e-05-0.00029532i,0.00012795-0.0019191i,1.6347e-05-0.0042406i,0.00030357-0.0049156i,-0.0018346-0.0033427i,-0.0053065-0.0016314i,-0.0052113-0.00022297i,-0.0017285-0.00033849i
-0.00061687+0.00074864i,-0.00069073+0.00289i,-0.0002925+0.0036749i,-0.0016803+0.0031189i,-0.0041144+0.0025293i,-0.0020977+0.0017845i,0.0030402-0.0010056i,0.0052735-0.0032034i,0.0028922-0.003851i,-0.00055165-0.0030398i,-0.0025124-0.0015547i,-0.0023919-0.0019891i,0.0002409-0.002591i,0.0021637-0.003042i,0.0028276-0.0045124i,0.0027375-0.0052393i,0.0021499-0.0041533i,0.0020046-0.0013311i,0.0019549+0.00082269i,0.0028716-6.1402e-07i,0.0038563-0.0012148i,0.0028401-0.0010986i,0.00077256+0.00034855i
0.0027514+0.0016541i,0.004384+0.0010931i,0.0054486+0.00025975i,0.0031037-0.00017655i,-0.0013392+0.00050553i,-0.0026656+0.0029351i,0.0013299+0.0023863i,0.0062806-0.0019233i,0.007975-0.0069856i,0.0056424-0.0090736i,0.0026189-0.0068246i,0.0014625-0.0040346i,0.00035068-0.0032163i,-0.00090296-0.0011742i,-0.00093266+0.00057553i,-0.0006309+0.00036639i,-0.0011128-0.00035764i,-0.0026676-0.00079417i,-0.0029412+0.00029901i,-0.0026477+0.0027914i,-0.0034078+0.004681i,-0.0020674+0.0041539i,-0.00027239+0.0014635i
0.0015924+0.00077137i,0.0040361+0.0024398i,0.0059365+0.0036332i,0.0038388+0.0015641i,0.00026086+0.00072402i,-0.00030177+0.0030261i,0.0031232+0.0036238i,0.0080611+0.0018675i,0.010983+0.00026065i,0.0085576-0.00084511i,0.0026651-0.00048697i,-0.00221-0.0005828i,-0.0039676-0.0023886i,-0.0039126-0.0037286i,-0.0041983-0.0031853i,-0.0047403-0.00093708i,-0.0052445+0.00076191i,-0.0035624+0.0010791i,-0.0014046+0.00031329i,-0.0018762-0.0026587i,-0.0025926-0.0050355i,-0.001279-0.0036104i,0.0010587-0.001007i
-0.00041072-0.00052527i,0.00036013-0.0014831i,-0.00065227-0.0029904i,-0.0023149-0.0035204i,-0.0031159-0.001428i,-0.0026134+0.00035545i,-0.001563+0.0016608i,0.00083919+0.0046058i,0.0025419+0.0064194i,0.0026485+0.0029492i,0.00099612-0.0025784i,-0.0016191-0.0046284i,-0.003563-0.0037867i,-0.0035768-0.0017124i,-0.0009508+0.00039765i,0.0017042+0.00060579i,0.0019199-0.00047367i,0.00071415+0.00059419i,0.00079331+0.001513i,0.0031343+0.0023879i,0.0046388+0.0036946i,0.004021+0.0033733i,0.0018994+0.0022976i
-0.00050754+0.00087694i,0.0014969+0.0015616i,0.0037911+0.0022499i,0.0033669+0.0029876i,0.0011843+0.0034573i,0.00023067+0.0026749i,-0.00071489+0.0022331i,-0.0028686+0.0046614i,-0.0028776+0.0071542i,0.00049547+0.0064336i,0.0042207+0.0047829i,0.0050588+0.0038148i,0.0039019+0.0022941i,0.0016779+0.0010992i,0.00012534+0.001142i,0.00070171+0.0028749i,0.0017501+0.0042024i,0.001307+0.0032325i,-0.00029661+0.0022647i,-0.002118+0.0031707i,-0.0039185+0.0034978i,-0.0040558+0.0017432i,-0.0022109+0.00011382i
-4.0315e-05+0.0021956i,0.0010642+0.0026346i,0.0027637+0.0044294i,0.0016829+0.0031708i,-0.0013888+0.0020579i,-0.0013067+0.0011797i,-0.00017654-0.0011694i,-0.002327-0.001271i,-0.0045991+0.00095887i,-0.003453+0.0029749i,-0.002556+0.0037365i,-0.0026143+0.0048649i,-0.00023968+0.0068772i,0.0026397+0.0067337i,0.0024704+0.0033529i,0.00076214+0.00033395i,-0.00059932-0.00039677i,-0.0013573-0.00084195i,-0.0011702-0.0025634i,-0.00029429-0.0050079i,0.00089508-0.0061325i,0.0019136-0.004081i,0.0022742-0.0012561i
0.0021402+0.0021208i,0.0032107+0.0022672i,0.0034214+0.00047978i,0.00013545-0.00038204i,-0.0034075+0.00098879i,-0.0026061+0.0029318i,0.0022806+0.00097345i,0.0045179-0.0039051i,0.0019429-0.0070987i,-4.2367e-05-0.0071094i,0.00010444-0.0051188i,0.00084237-0.0035039i,0.0010618-0.0013801i,0.00095483+0.00064215i,0.0014883+0.00049095i,0.0028352-0.00093464i,0.004321-0.0021555i,0.0050062-0.0022249i,0.0041793-0.0011598i,0.0032909+0.00097232i,0.0023141+0.0037014i,0.0003847+0.004522i,-0.00049195+0.0023813i
0.00077793+0.0018758i,0.003622+0.002917i,0.0067258+0.0034989i,0.0056117+0.001707i,0.0016201-0.00021985i,-0.00027984-0.00015788i,0.0030944-0.0011949i,0.0080316-0.0036998i,0.0099146-0.0067416i,0.0074679-0.0078624i,0.0034218-0.0044277i,0.0018756+0.00011094i,0.0026427+0.00068328i,0.0035244-0.0011279i,0.0027964-0.0017033i,0.0006622-0.0010719i,-0.00029571+0.0011402i,-0.0011169+0.0026386i,-0.0019134+0.001871i,-0.0026907+7.752e-05i,-0.00423-0.0013227i,-0.0039485-0.0015819i,-0.0016207-0.00083357i
-0.00014484+0.00019444i,-0.00010719+0.00044406i,0.00066885+0.00079426i,0.0002191+0.00063607i,-0.0020065+0.001733i,-0.003029+0.0019796i,0.00053742+0.001641i,0.0080092+0.0016004i,0.013332-0.00038777i,0.010755-0.0048075i,0.0032431-0.0078959i,-0.0021147-0.0076614i,-0.0041607-0.0069001i,-0.0042933-0.005651i,-0.0035082-0.0034032i,-0.0028561-0.0033995i,-0.0031222-0.0047876i,-0.0033582-0.0047822i,-0.00099486-0.0039374i,0.0026716-0.0035103i,0.0046898-0.0027175i,0.0054897-0.0010055i,0.0042341+0.0007448i
-1.6774e-05+0.0021033i,0.0014972+0.00056398i,0.0021722+0.0008463i,0.0011373+0.00063809i,-0.00018326+0.0015595i,0.00030044+0.0015022i,0.001057+0.0026569i,0.0019471+0.0063959i,0.0052544+0.0093545i,0.0080613+0.0080556i,0.0078007+0.0026444i,0.0069582-0.001817i,0.0045309-0.0053399i,0.0011972-0.006823i,-0.00086832-0.0033253i,-0.0012016+0.0007866i,0.00041738+0.0020524i,0.001462+0.0025047i,0.00043927+0.003255i,-0.00075788+0.0042288i,-0.001584+0.0051112i,-0.0014667+0.0038918i,-0.00012532+0.001888i
0.0023966+0.0020995i,0.0043286+0.0018723i,0.0043215+0.00094436i,0.0018689-0.0017715i,-0.0024109-0.0021795i,-0.0038793-0.00045404i,-0.0031831+0.0007371i,-0.0045686+0.0033724i,-0.0059495+0.0067334i,-0.0043365+0.0070018i,-0.0031477+0.0056647i,-0.0032646+0.0056089i,-0.0024306+0.0062049i,-0.00085625+0.0051694i,-3.0719e-05+0.0037306i,-0.0010993+0.0029764i,-0.0031045+0.0025217i,-0.0040217+0.002719i,-0.004217+0.0019068i,-0.0049506-0.00035734i,-0.0044491-0.0018176i,-0.0026163-0.0020148i,-0.0019329-0.0022759i
-0.00020306-0.00087406i,0.00035643+0.00095334i,0.00013642+0.00038097i,-0.00083154-7.5784e-05i,-0.0030866+0.00073915i,-0.0035279+0.0011234i,-0.00079207-0.00029111i,-0.0014917-0.0026068i,-0.0050605-0.0025065i,-0.0044134-0.0003903i,-0.00083237+4.3587e-05i,8.1395e-06-0.00076341i,-0.0022356+0.0005019i,-0.0034018+0.0019285i,-0.0013408+0.00075058i,0.00065629-0.00030857i,0.0016165-0.0016718i,0.0020494-0.00269i,0.0033769-0.0017199i,0.0052748-0.00098721i,0.005206-0.00043774i,0.0025905+0.00050297i,0.0011399+0.0010964i
0.00035238+0.0015418i,0.0041919+0.0021407i,0.0068116+0.0033998i,0.0057297+0.0033834i,0.0025886+0.0021712i,0.00058488+0.0011343i,0.0011263-0.00079866i,0.0018549-0.0049574i,0.00044524-0.0073i,-0.0022356-0.0044352i,-0.0018757+0.00027603i,0.00058111+0.0032831i,0.0019745+0.0038802i,0.00311+0.0032268i,0.0034325+0.0019967i,0.002631+0.0016584i,0.0023623+0.0033339i,0.0025987+0.003681i,0.00095346+0.0027483i,-0.0017843+0.0032308i,-0.0036355+0.0033059i,-0.0030967+0.0019097i,-0.0016184+0.0006887i
0.0011726+0.0012626i,0.0026092+0.0024667i,0.0039472+0.0013616i,0.0028104-0.00013551i,-0.00048127+0.00091398i,-0.00084841+0.0020173i,0.0032668-0.0001469i,0.008937-0.0036004i,0.011832-0.0070736i,0.007882-0.010676i,0.00060791-0.009313i,-0.0027391-0.0031818i,-0.0024902+0.0015853i,-0.0016258+0.0027111i,-0.00063636+0.0018702i,-0.00038268-0.00010334i,-0.0010997-0.0015742i,-0.0020644-0.0018527i,-0.0020123-0.0018554i,-0.0014341-0.0028908i,-0.00060733-0.0039902i,0.00080985-0.0035575i,0.00063417-0.0028584i
0.00044974+0.0011028i,0.00014783-0.0011569i,-0.00012062-0.0027675i,-0.0019477-0.003089i,-0.0044588-0.0019307i,-0.0026599-4.0162e-05i,0.0023543+0.0018665i,0.0080662+0.0036508i,0.01274+0.0040692i,0.012721+0.00096779i,0.0081307-0.0036844i,0.0041908-0.0055778i,0.0034326-0.0066011i,0.0028132-0.0068079i,0.0016398-0.0047773i,0.0014667-0.0031793i,0.0025049-0.0024631i,0.0031135-0.0016546i,0.0030813+9.6525e-06i,0.0037178+0.0023202i,0.0042846+0.0035271i,0.0036016+0.0036927i,0.0028481+0.0027734i
-0.00076582+0.0036954i,0.002817+0.0040647i,0.0045628+0.0055337i,0.0039508+0.0046095i,0.0013816+0.0029503i,-0.0006829+0.0026637i,-0.00026695+0.0026369i,0.00091741+0.0056058i,0.0027215+0.0086367i,0.0048852+0.0064109i,0.0050659+0.001368i,0.0039468-0.0013079i,0.0033512-0.0023286i,0.0026654-0.0033692i,0.0011705-0.0021316i,-0.00092274-0.00041807i,-0.0024103+0.00053818i,-0.0030687+0.0022507i,-0.0033325+0.0024859i,-0.0038724+0.0018723i,-0.0041923+0.0017688i,-0.0031904+0.0017367i,-0.0024051+0.0012553i
-0.00061599+0.0007782i,0.0018316+0.0010851i,0.0049009+0.0020417i,0.0040358+0.0012252i,0.00026797+0.00032961i,-0.0018923-4.3423e-05i,-0.0019233-2.339e-05i,-0.0030814+0.0011587i,-0.0034645+0.0036571i,-0.0015258+0.0044756i,0.00037309+0.0021446i,0.00015349+0.00017501i,-0.0012472-4.7529e-05i,-0.0026467-0.00068374i,-0.0027939-0.00089977i,-0.0018017-0.00074012i,-0.0013776-0.0010888i,-0.0012203-0.0013618i,-0.00051178-0.0019108i,0.00039711-0.0030013i,0.00066075-0.003298i,0.0007765-0.0022299i,0.0019181-0.001824i
0.0026186-3.0087e-05i,0.004057+3.003e-05i,0.0040807-0.0011216i,0.00166-0.0027682i,-0.001448-0.001775i,-0.0020123+0.0001178i,-0.0011155-0.0010048i,-0.0027538-0.003577i,-0.006017-0.0038058i,-0.0062876-0.0015863i,-0.0034292+0.0010061i,-0.0013483+0.0013369i,-0.000998-4.5124e-05i,0.00032036+0.00014345i,0.0010047+0.0012725i,9.1642e-05+0.00087489i,-0.0001307+0.00097484i,1.9629e-05+0.0014948i,0.00044202+0.0023883i,-0.00023012+0.0039773i,-0.00057011+0.0046188i,-0.0004163+0.0042395i,0.00024412+0.003011i
0.0014985+0.0022904i,0.0034429+0.0037668i,0.0045959+0.0031044i,0.0027892+0.0010822i,-0.00029651+0.00096823i,-0.00020264+0.0020099i,0.0026035+0.00019349i,0.0051482-0.0040292i,0.0043484-0.0070103i,0.00045269-0.0059996i,-0.0023248-0.0015413i,-0.0024371+0.0035662i,-0.0023139+0.0067443i,-0.0015853+0.0077624i,0.00035364+0.0065966i,0.0014797+0.0035481i,0.0016456+0.00089661i,0.0011699-1.4477e-05i,-0.00023905-0.00069496i,-0.0024959-0.0015723i,-0.004064-0.0020078i,-0.0033866-0.0021038i,-0.0026848-0.0023955i
-0.00025743+0.0013644i,0.00093578+0.00086693i,0.0034236+0.00025246i,0.0013855-0.00075157i,-0.0030633-0.00042454i,-0.002479+0.00095956i,0.002883+0.0015363i,0.0089365+0.00070355i,0.01117-0.0012697i,0.0079281-0.0042841i,0.0017884-0.0055674i,-0.0027519-0.0035544i,-0.0037515-0.00068931i,-0.0036951+0.00074271i,-0.0030087+0.0010608i,-0.0011827+0.0015035i,0.00010121+0.002294i,0.00030205+0.0021069i,0.0010055+0.00061248i,0.0019177-0.00089323i,0.0030943-0.0012641i,0.0036874-0.0004093i,0.0026281+0.00063184i
-0.00050721-5.666e-05i,0.0028588+0.00090484i,0.0033909+0.0029535i,0.0011271+0.003593i,-0.00079167+0.0041968i,-6.3374e-05+0.0043084i,0.0016661+0.003978i,0.0050063+0.0039211i,0.0089936+0.0032325i,0.010008+0.0012582i,0.0084485-0.0013287i,0.0071918-0.0024493i,0.0075999-0.0020159i,0.0064636-0.001687i,0.0041648-0.0015057i,0.0034239-0.0016982i,0.0036262-0.0019383i,0.0028278-0.0011688i,0.0013992+0.00013373i,0.00051463+0.0020494i,-0.00060771+0.0035655i,-0.00052661+0.0029621i,-0.0006023+0.0019353i
0.0009484+0.0035875i,0.0025783+0.0052488i,0.0051852+0.004777i,0.0041331+0.0025811i,0.00077416+0.00199i,-0.00066065+0.0030051i,-0.00056167+0.0028586i,-1.2135e-05+0.0036549i,0.0020748+0.0061941i,0.0035188+0.0060844i,0.001738+0.0030143i,6.0872e-05+0.00040146i,0.0018769-0.00013046i,0.0027994+0.00043746i,0.0011945+0.00081377i,0.00047757+0.00092469i,0.00051966+0.0013092i,0.0006574+0.0016495i,0.00066806+0.0012631i,-0.00033722+0.00026153i,-0.0020716-0.0011411i,-0.0015995-0.0017618i,0.00031181-0.0020717i
-0.00043756-0.0013035i,0.001198-0.0020417i,0.0019945-0.0031935i,-0.00071783-0.0026595i,-0.0033207+7.4985e-05i,-0.0022729+0.0015754i,-0.0016641+0.00058007i,-0.0025595+0.00024979i,-0.0034589+0.0017128i,-0.0026021+0.0011871i,-0.00014852-0.0014123i,0.0011412-0.0041868i,0.0011866-0.0060131i,0.00078967-0.0053561i,0.00029076-0.0044566i,-0.0015401-0.0044177i,-0.0031771-0.0036573i,-0.0022608-0.0025918i,-0.00065855-0.0016746i,0.00033862-0.0010144i,0.0016893+5.4507e-05i,0.0022235+0.0014536i,0.00098154+0.0024835i
0.00022646-0.00092267i,0.0032203+0.00069436i,0.0038142+0.0023757i,0.0020022+0.0029392i,-0.00062513+0.0035714i,-0.00056097+0.0028194i,0.00056295-0.00099305i,-0.00029431-0.004333i,-0.0021509-0.0044553i,-0.0021236-0.0017968i,-0.00090634+0.0016858i,-5.8488e-05+0.0028408i,0.00074194+0.0022876i,0.0013859+0.0012982i,0.0019521+0.0015347i,0.0022255+0.0023035i,0.0031491+0.0018408i,0.0032588+0.0012992i,0.0014036+0.0012871i,-0.00084086+0.0016343i,-0.0027414+0.0016616i,-0.0028992+0.00055282i,-0.0014233-0.00055467i
0.0024807+0.00061345i,0.0027683+0.00061448i,0.0033137+0.00088151i,0.0015716-0.00012314i,-0.002112+0.00016727i,-0.0019392+0.0017112i,0.0016992+0.0015083i,0.0042035-0.00029043i,0.0044037-0.0033283i,0.0018928-0.004977i,-0.002512-0.0034905i,-0.0057846-0.00020499i,-0.0067765+0.001434i,-0.0062962+0.0015998i,-0.0049972+0.0015627i,-0.0042096+0.0013527i,-0.0044292+0.0014405i,-0.0043004+0.0014115i,-0.0028162+0.00020485i,-0.0018066-0.0013064i,-0.00089143-0.0022035i,0.00094195-0.0021953i,0.0024628-0.00073052i
0.00045781+0.0019095i,0.0014804+0.0027548i,0.0022885+0.0017231i,0.0006233+0.00056614i,-0.0022517+0.0010186i,-0.002989+0.0022127i,0.0011158+0.0028814i,0.0062277+0.0021836i,0.0081893+6.4556e-05i,0.0075219-0.0029455i,0.0055468-0.0036021i,0.0027449-0.0017282i,0.00068578-0.00046572i,-0.00050868-0.00064469i,-0.00012264-0.00059266i,0.0017484-0.00061023i,0.0024943-0.0018498i,0.002239-0.0019788i,0.0025392-0.00044569i,0.0027859+0.0012365i,0.0016454+0.0019528i,-0.0002226+0.0011957i,-0.0012788+0.00061703i
0.00082992+0.0031134i,0.003657+0.0034808i,0.0064877+0.0034404i,0.0048177+0.001962i,0.00018747+0.00034699i,-0.0017009+0.00066876i,0.0003271+0.0020759i,0.0036152+0.0033743i,0.0055749+0.0038053i,0.0059804+0.0032095i,0.0040433+0.0023818i,0.0016148+0.0024421i,0.0010194+0.0030594i,0.0016537+0.0026266i,0.0012463+0.0025697i,0.00046497+0.0042223i,0.00051842+0.004784i,0.00031876+0.0040906i,3.5279e-05+0.0037749i,-0.00098143+0.0024459i,-0.0017989+0.0013036i,-0.00085811+0.0009656i,0.00040885+0.00011995i
0.0016781-0.0026026i,0.0027852-0.0029823i,0.0021432-0.0044574i,-0.0018294-0.0034711i,-0.0054478+0.00021932i,-0.0048545+0.0019944i,-0.0018441+0.0026272i,0.00029948+0.0038578i,0.00144+0.0047649i,0.0019247+0.0028009i,0.0016833-0.0004239i,0.0015786-0.0025637i,0.0020775-0.0027446i,0.0020926-0.0019826i,0.0014914-0.0016318i,0.00072743-0.0022166i,-0.00053293-0.0028443i,-0.00157-0.0018234i,-0.0017657-0.0007373i,-0.0004317-0.0010504i,0.00067551-0.0013117i,2.0164e-05-0.00031191i,-0.00082595+0.00036322i
0.0015792+0.0008603i,0.0018742+0.0028969i,0.0013772+0.0032107i,-0.00030522+0.0020406i,-0.0026303+0.0011938i,-0.0024091+0.001161i,-0.0006346+0.00033534i,-0.00091621-0.00054726i,-0.0020311+0.00010677i,-0.00070039+0.00035502i,0.0024711+0.00012179i,0.0042615-0.00038369i,0.0051861-0.0010225i,0.0056202-0.0013374i,0.0039704-0.00084944i,0.0022871+0.00027749i,0.0022337+0.0007351i,0.0023502+0.00042724i,0.0022921+8.4147e-05i,0.0015994+0.0004394i,0.00039721+0.0012199i,-0.00077585+0.0005143i,-0.00076299-0.00052131i
0.0035174+0.0021579i,0.0047165+0.0036319i,0.0055191+0.0018494i,0.0025631-0.00044717i,-0.0016428-1.1595e-05i,-0.0022079+0.0017911i,0.00011055+0.0014964i,0.0016727-1.0018e-05i,0.0018534-0.001458i,0.0004158-0.0015842i,-0.0017187-0.0013666i,-0.0032096-0.00033732i,-0.003002+0.0013787i,-0.0026136+0.0019341i,-0.0024221+0.0012191i,-0.0023814-0.00036025i,-0.0028087-0.00069688i,-0.0023033+0.00050208i,-0.0022366+0.0012493i,-0.0035614+0.00045133i,-0.0031013+0.00044424i,-0.00073412+0.00096712i,0.0013411+0.00038959i
-0.0015953-0.00037608i,-0.00079777-0.00011967i,0.00075063-0.00097251i,-0.00020909-0.0024987i,-0.0025944-0.0026227i,-0.0023483-0.0011019i,0.00054811-0.00051085i,0.0034784-0.001504i,0.0037471-0.0026259i,0.0017865-0.0040673i,-0.00030537-0.0046292i,-0.0017398-0.0037201i,-0.002274-0.0031625i,-0.0020873-0.0028222i,-0.0012195-0.0020912i,-0.0004737-0.0020028i,-4.8289e-05-0.0015782i,-0.00036168-0.0017076i,-0.00077011-0.0023437i,0.00013173-0.0020714i,0.0010574-0.0010762i,0.00057794-0.00061897i,-0.00021271-0.0002455i
0.0026562-8.8815e-05i,0.0033562+0.0014649i,0.0039948+0.0017012i,0.00066647+0.0012828i,-0.0033963+0.0011486i,-0.0037915+0.0028746i,-0.00018218+0.0041967i,0.0039287+0.002519i,0.0060228-7.5245e-05i,0.0055219-0.0014603i,0.0031152-0.001268i,0.0011016+0.0004762i,-3.1505e-05+0.0013877i,-0.00072466+0.0012637i,-0.00027883+0.0010426i,0.00019876+0.0010242i,0.00031301+0.0010203i,0.00047015+0.0010558i,0.0012085+0.0011461i,0.0012173+0.0017003i,0.00058499+0.001901i,0.00041589+0.0021033i,0.00016713+0.0013731i
0.0041454+0.001719i,0.0050981+0.0016378i,0.0044895-0.00040618i,0.0015822-0.00232i,-0.0019452-0.0010208i,-0.0024535+0.0025123i,-0.00019765+0.0041365i,0.0029117+0.0045382i,0.0055009+0.0046063i,0.0050585+0.002621i,0.001683+0.00035724i,-0.00063423-0.00031458i,-0.00062163-0.00019769i,-0.00066836+0.00047456i,-0.00088847+0.0017465i,-0.000397+0.0020643i,-0.0003102+0.0014109i,-0.0016266+0.0010243i,-0.0029439+0.00083234i,-0.0028551+0.0002804i,-0.0019278+0.0004632i,-0.0021039+0.0014908i,-0.0019475+0.0014826i
0.00066673+0.0018554i,0.0005673+0.0022855i,0.00040724+0.0024577i,-0.00070084+0.0025712i,-0.0021012+0.0014722i,-0.0013843+0.0016508i,-0.0001501+0.0023192i,0.00058567+0.0029521i,0.001113+0.0034001i,0.0011371+0.0018814i,0.0016508-0.00048958i,0.0023815-0.0015247i,0.0033026-0.001105i,0.0034567-0.00094791i,0.0021901-0.00075836i,0.00063871-0.00052901i,-6.3748e-05-0.00085923i,0.00066996-0.001139i,0.0020117-0.00072706i,0.0028968-0.00012449i,0.002607+5.9931e-05i,0.0018361-0.00042099i,0.0011135-0.00058113i
-0.00043146+0.0012165i,0.00048711+0.0016403i,0.0026748+0.0015843i,0.0029296+0.0010162i,-0.00033105+0.00044866i,-0.0022615-0.0013344i,-0.0017895-0.0026827i,-0.00089128-0.0017235i,0.00037666-0.00049982i,0.0009846+8.1633e-05i,0.0017866+0.0006919i,0.002114+0.0012803i,0.0017611+0.0011786i,0.0021725+0.0013557i,0.0023173+0.0011545i,0.0027042+0.001097i,0.0024818+0.0015241i,0.0020903+0.0021835i,0.0010501+0.0029126i,-0.0011281+0.0022845i,-0.0021177+0.0010099i,-0.0012473+0.00090839i,-3.3495e-05+0.0012771i
0.0021314-0.0015355i,0.0029723-0.0011098i,0.0039096-0.0022284i,0.0016331-0.0027424i,-0.0031235-0.0028678i,-0.0046097-0.0025581i,-0.0019328-0.0020454i,0.00094343-0.0023883i,0.0015195-0.0031966i,-0.00055951-0.0035426i,-0.0018411-0.0012419i,-0.0024011+0.00038385i,-0.0015889-0.00023347i,-0.0004405-0.0011801i,9.6557e-05-0.0010373i,0.00026667-0.00081329i,-0.00034056-0.0010289i,-0.0013257-0.0011308i,-0.0013378-0.0021114i,-0.00063295-0.0027782i,-0.0006067-0.0028277i,-0.00046825-0.0021207i,-0.00010572-0.0013403i
0.0015582+0.0034796i,0.0031654+0.0044733i,0.0041556+0.0033656i,0.0028489+0.0015306i,-0.00019379+0.001479i,-0.0012106+0.0013447i,0.00018833+0.00094177i,0.0025829+7.0109e-05i,0.0042461-0.0016836i,0.0035965-0.0023584i,0.0019733-0.0023622i,0.0010976-0.0016457i,0.00039049-0.00049436i,0.00047296-9.3257e-05i,0.0017336-0.00095285i,0.0030256-0.0017934i,0.003086-0.0015838i,0.0017404-0.0014313i,0.0022536-0.00040986i,0.0028053+0.00088589i,0.0025189+0.00086428i,0.00224+0.00071115i,0.0011445+0.0014794i
-7.9065e-05+0.0030508i,-0.00045167+0.0028052i,0.00011137+0.0024307i,-6.7585e-05+0.0011134i,-0.0010303+0.0013591i,-0.0004475+0.002482i,0.0020224+0.0029482i,0.0047023+0.0025557i,0.0056979+0.0018459i,0.0044746+0.00076166i,0.0021112-0.00040368i,-0.00043419-6.7015e-05i,-0.0025043+0.0010252i,-0.0036162+0.0012173i,-0.0032667+0.0016457i,-0.0016076+0.0021766i,-0.001293+0.0020193i,-0.0020824+0.0023867i,-0.0017514+0.0026617i,-0.0016265+0.0019444i,-0.0022656+0.00060878i,-0.0020051-0.00026171i,-0.0011229-0.00053507i
-4.3433e-05+0.00021081i,0.0010244+0.00067354i,0.0031567+0.0017563i,0.0033328+0.0015063i,0.0019963+0.00085357i,0.0014601+0.0003512i,0.0025452+0.00060886i,0.0031174+0.0018953i,0.0033265+0.0023476i,0.002846+0.00095744i,0.001043-0.00094669i,2.9261e-05-0.0015841i,0.00028976-0.0016257i,-5.6336e-05-0.0013923i,-0.00073413-0.00044309i,-0.00086217-0.00061015i,-0.00088731-0.0011632i,-0.00037268-0.0018111i,0.00067269-0.0022522i,0.00093867-0.0014686i,0.0013805-0.00086158i,0.0017693-0.00037466i,0.0009952+0.00074952i
0.0012723+0.0003789i,0.0014499-0.00063667i,0.0012807-0.00088334i,-0.00057165+0.00022022i,-0.0032317+0.0024839i,-0.0043922+0.0039815i,-0.0022638+0.0036196i,-9.1848e-05+0.0022813i,0.00045744+0.0011265i,0.00080674+0.00015868i,0.0017422-0.00018615i,0.0022499+9.6499e-05i,0.0024412+0.00020511i,0.002414+0.00098613i,0.0012478+0.0018115i,0.00090339+0.0021604i,0.0015556+0.0026095i,0.0014724+0.0030696i,0.0005601+0.0032356i,0.00013945+0.0028352i,-0.00019847+0.002486i,-0.00074278+0.0015438i,-0.00012204+0.0012455i
