-0.00050852-0.0002218i,-0.00083917+0.0006i,-0.0022942+0.00054868i,-0.0032111-0.00013441i,-0.0036376+0.00037964i,-0.0031065+0.0018153i,-0.00093438+0.0019424i,0.0010699+0.0010924i,0.0014738+0.00046232i,0.0011568-0.00066004i,0.00062947-0.0015096i,-0.00014684-0.001089i,-0.00091841+6.8282e-05i,-0.001607+0.00022122i,-0.00083738-0.00041269i,-0.00030903-0.00027168i,-0.00037585+0.00058977i,0.00047666+0.00021793i,0.00079028-0.00057769i,0.00030869-0.00049204i,-0.00020708-0.0010387i,-0.00050521-0.0010066i,-0.00095257-5.4945e-05i
0.00071141+0.00019971i,0.00082131-4.772e-06i,0.00019977-0.0011181i,-0.00087323-0.0018157i,-0.001677-0.00157i,-0.00047815-0.0006319i,0.00035482+0.00021293i,-0.0005442-0.00037314i,-0.0017782-0.00065261i,-0.0011359+0.00016616i,-0.00019394+0.00038855i,-5.172e-05-0.00033743i,0.0005859-0.0010375i,0.0012224+2.8531e-05i,0.001327+0.0010478i,0.00054177+0.00070807i,0.00064737+0.00058249i,0.00073276+0.00056031i,0.00021909+0.0004967i,-4.0395e-05+0.00074479i,8.0801e-05+0.00050888i,0.00033356-0.00055421i,0.00028695-0.00083632i
0.0010036-0.0018967i,0.0016081-0.0018295i,0.0013837-0.0011455i,-0.00080488-0.0002044i,-0.0022758-0.00016916i,-0.0010032-4.7351e-05i,0.00015776+0.00065146i,0.00022746+0.0004198i,-0.00092699+7.7821e-05i,-0.0010806+0.00065543i,-0.00022363+0.00078694i,0.00036617+0.00041578i,0.00018429-0.00019357i,0.00020879-0.00090158i,0.00051964-0.00070554i,3.854e-05-0.00030088i,9.7884e-05+4.4795e-05i,0.00018329+1.0272e-05i,0.00022924-0.00039329i,0.00041552-0.00012944i,0.00012124-5.0133e-05i,0.00014117-0.00026895i,4.7101e-05-9.7516e-05i
-0.001109-0.00031261i,-0.0005121+5.0548e-05i,-0.0010538-0.00030493i,-0.001682-0.00082105i,-0.0018067-0.0001851i,-0.00075075+5.3327e-06i,1.6041e-05-0.00069933i,-0.00031336-0.00084391i,-0.0012235-0.00068358i,-0.0005495-0.0003703i,0.0006905+0.00013614i,0.00075831-2.1853e-05i,0.00041964-2.5571e-05i,0.0003344+5.2829e-05i,0.00084505-0.00010256i,0.0012435-0.00030742i,0.00013939-0.00041677i,-0.00050635-0.00035604i,-0.00045015-3.9908e-05i,-0.0005959+0.00045047i,-0.00024476+0.00051711i,-3.7169e-05+0.00094131i,0.00010858+0.00055274i
0.0010742+0.0014558i,0.00031489+0.0010067i,4.6194e-05-0.00022381i,-0.00094204-0.0015875i,-0.0021626-0.0014354i,-0.00067588-0.0002205i,0.00092828+0.00023914i,0.0003882-0.00043964i,-0.00033977-0.0011864i,-0.00039184-0.0003625i,-0.00031346-9.539e-05i,-0.00038362-0.00025762i,-0.00016469+0.00021406i,1.3004e-05+0.00032497i,-0.00043578-0.00046514i,0.00033174-0.00098314i,0.00068212-0.00051803i,0.00021516-0.00023431i,0.00055828+0.00017422i,0.00017745-6.5928e-05i,-0.00053694-0.0010768i,-0.00029749-0.00093092i,-8.9341e-05-0.0012253i
0.00064256+0.0019473i,0.0019267+0.00098797i,0.0030936+0.00020059i,0.0022213-0.00048223i,0.00014119-0.00065337i,-0.00068856-0.00010434i,-0.00031536-0.00068862i,-0.00047172-0.0017145i,-0.00077751-0.0015101i,-0.00031108-0.00075083i,-0.00013784-0.0008385i,0.00042231-0.00051703i,0.0010164-3.646e-05i,0.0003553-8.0043e-05i,-0.00038392-0.00032559i,-0.00045192-0.00041331i,-0.00030625-0.00089751i,-0.00014715-0.00084722i,6.037e-05+0.00016064i,-0.00026183+0.00057809i,-0.00027378+0.00050452i,-0.00018083+0.00028185i,-3.65e-05+0.00010669i
0.0017382+0.0021941i,0.0026132+0.00023421i,0.0036715-0.00085183i,0.0025194-0.0015365i,0.00013938-0.0015218i,-0.00060799-0.00082925i,-0.00013911-0.00069283i,-0.00033095-0.0008884i,-0.00070119-0.00038165i,0.0001878+0.00020064i,0.00065848-0.00013092i,-0.00012956-0.00043541i,-0.00025284-0.00077557i,0.00038295-0.00033672i,0.00055727+0.00060975i,0.00015804+0.00017908i,-1.4161e-05-0.00047349i,2.5218e-05-0.00047411i,0.00017609-0.00040243i,9.0338e-05+0.00011823i,-8.5381e-05+0.0007413i,-0.00055226+0.0007213i,-0.00095497+0.00031949i
0.00069604-0.0015313i,-0.00089958-0.0023549i,-0.0016681-0.0023149i,-0.0015065-0.0024029i,-0.0018829-0.0018808i,-0.0019955+5.2478e-05i,-0.00087202+0.0014103i,-0.00038492+0.00075413i,-0.00042303-0.00033152i,-0.00037162-0.00050501i,-9.3925e-05-0.00069479i,0.00056622-0.00091045i,0.0011293-0.00013946i,0.0004993+0.00061619i,-0.00042434+0.0010636i,-0.0001534+0.00085946i,0.00085418+0.00012481i,0.0006812+0.00018028i,-0.00030023+0.00071645i,-0.00052861+0.00056094i,-0.00049235+0.00027622i,-0.00070016+3.0727e-05i,-0.00038014+0.00036896i
0.0019285+0.00036928i,0.0021876-0.00020874i,0.0020646-0.0010516i,0.00034165-0.0032653i,-0.0012103-0.0026907i,-0.0011054-0.00039136i,-0.00051021-0.00029116i,-0.00023328-0.0010513i,-0.00029528-0.0012267i,2.3011e-05-0.00059948i,0.00053708-0.0003268i,0.00033923-0.00022779i,0.00048278+0.00054908i,0.0010115+0.00096796i,0.0009534+0.00048706i,0.00050908+3.7776e-06i,-1.9308e-05+0.00012107i,-1.2898e-05+7.8929e-05i,0.00036584+0.00015385i,0.00013491+0.00016371i,-7.5286e-06-0.00030587i,0.00074481-0.0005553i,0.0014726-0.00055145i
-0.0010817-0.00062373i,-0.0011382+0.0008732i,-0.0018743+0.00015534i,-0.0022632-0.00027092i,-0.0025489+0.00096247i,-0.002222+0.0013672i,-0.00038147+1.8611e-05i,0.00091799-0.0011683i,0.00033607-0.00089919i,-0.00040239-4.1668e-05i,-0.00076022+0.00088635i,-0.00090074+0.0011909i,-4.8556e-05+0.00068157i,0.00048689+0.00013524i,-5.1887e-05-9.5171e-05i,-0.00025519+3.8242e-06i,0.0001977+0.00040856i,0.00030496+0.00016724i,0.00067323-0.00022057i,0.00043447+4.8522e-05i,-0.00017735-0.00021429i,0.00018716-0.00073079i,0.00023203+0.00018453i
0.00127+0.0010552i,0.0011118-0.00014616i,0.001546-0.00095798i,3.9262e-05-0.00031912i,-0.0014414-8.7822e-05i,-0.0012046-0.00027091i,-0.00021526-0.0011321i,0.00014165-0.0018199i,-0.00074012-0.00076602i,-0.000574+0.00073899i,0.00047841+0.00046831i,0.00080942-4.3677e-05i,0.00097135-0.0001885i,0.0010269-0.00062925i,0.00071191-0.00039246i,0.00018753+0.00029699i,0.0002006-9.0843e-05i,0.00044557-0.00032072i,0.00018836-8.0086e-05i,0.00029019-0.00040773i,9.2622e-05-0.000621i,-0.00070323-0.00072363i,-0.00070325-0.00085163i
0.00029924+0.0006588i,0.00033107+0.00064787i,0.00039593+4.8942e-05i,-0.00030004-0.00064875i,-0.0016901-0.00038592i,-0.0018888-0.00022689i,-0.00015764-0.00065939i,0.00046894-0.001194i,-0.00016163-0.0012278i,-0.00058659-0.0007273i,-0.00043332+1.9317e-05i,0.0003178+0.00042339i,0.0010305+0.00032125i,0.0010838+0.00016594i,0.00010276-0.00029215i,-0.0004116-0.00062653i,0.00013005-0.00073152i,8.8818e-05-0.00087142i,-1.6444e-05-0.00036691i,0.00025496+0.00040027i,0.00037109+0.00084564i,-0.00011839+9.284e-05i,-0.00015745-0.00055647i
0.00089058+0.0025274i,0.0026715+0.0020974i,0.0030084+0.00071887i,0.0020115-0.00084244i,0.00081666-0.00061124i,0.00059394-0.00017759i,0.00080191-0.00019824i,-1.8689e-05-0.00031982i,-0.00064288-0.00010878i,-9.1754e-05+0.00033149i,0.00051884+0.00036664i,0.00055162-0.00037603i,0.00075317-0.00070911i,0.00057761-0.0001951i,-0.00033119+0.00077362i,-0.00038559+0.00087665i,-0.00014608-6.015e-05i,0.00016177-0.00046012i,0.00093164-0.000251i,0.00075623+0.00035035i,0.00039476+0.00026607i,0.00052901-0.00055048i,8.4691e-05-0.00067378i
0.0010371+0.00060364i,0.0013884-0.0002478i,0.0020501-0.0011703i,0.00071714-0.0022301i,-0.0015043-0.0017656i,-0.0014558-0.00016978i,7.2776e-07-0.00069341i,0.0010972-0.0013955i,7.7914e-05-0.0012191i,-0.00079474-0.00084018i,0.00018703-0.00068686i,0.00074385-0.0004546i,-0.00029149+0.00026957i,-0.00073234+4.9981e-05i,-0.00045829-0.0002536i,-0.00022646+0.00015221i,0.00049416+0.00012156i,0.0010229-0.00017763i,0.00082232-0.00019112i,0.00019704+0.00032469i,-0.00019058+0.00046127i,-3.7749e-05-0.00041493i,-0.00010602-0.00037797i
3.6713e-05+0.00017063i,-0.00016638+0.00025695i,-0.00028521-0.00024211i,-0.0011774-0.0011267i,-0.001777-0.00093379i,-0.00077485+0.00027885i,-9.1556e-05+0.00033548i,-1.9619e-06-0.00021109i,-0.00036269+0.00023226i,-0.0007615+0.00067265i,-0.0002019+0.00045016i,-0.00012903+0.00016994i,-0.00015432+0.00050931i,5.8888e-05+0.00095675i,0.0001205+0.0011049i,-0.00013728+0.0013916i,-0.00054691+0.0010859i,-0.00035729+0.00051459i,3.0157e-05+0.00025791i,7.309e-05+0.00068394i,-0.00023548+0.00084003i,-0.00052211+0.00036713i,-0.00054303+0.00021024i
0.0015268+0.00031739i,0.001535+3.077e-05i,0.0006071-0.00029446i,-0.0013155-0.00093197i,-0.0019362+1.8985e-05i,-0.0013149+0.00080887i,3.14e-05+0.00022873i,0.0005297-0.0007991i,1.1569e-05-0.00077143i,0.00010797-2.9633e-05i,0.00063017+7.149e-05i,-3.3609e-05-0.00035834i,-0.00062212-0.00064442i,-0.00031368-0.00032464i,4.9786e-05+0.00011605i,-0.00010443+9.9777e-05i,0.00021873-2.056e-06i,0.00082598+0.00036884i,0.00063169+0.00076284i,0.00071729+0.00098419i,0.00040536+0.00089795i,-0.0001332+0.00042773i,7.6864e-05+0.00033609i
0.0025926+0.0015448i,0.0023536+0.00012361i,0.0021979-0.0019349i,0.00052401-0.002636i,-0.0015909-0.0018202i,-0.0016063-0.00075902i,-2.4051e-05-0.00037027i,0.0011204-0.00064084i,0.00071897-0.00075522i,0.00055198-0.00080136i,0.00081347-0.001252i,0.0010843-0.00057418i,0.00075945-0.00017945i,0.0004458-0.0004965i,-2.0928e-05-0.00055432i,-0.00081025-0.00036615i,-0.00030184+0.00011779i,0.00060946+0.00047068i,0.00097799+0.00078258i,0.00097636+0.00045931i,0.00064224-2.7382e-05i,0.0006581+4.2118e-05i,0.00053166+0.0002391i
-7.6058e-05-0.00071663i,-4.5956e-05-0.00032172i,0.00026991-0.00049241i,-0.00055501-0.0010887i,-0.0026373-0.00052471i,-0.0021417+0.00083044i,-0.00052228+0.00064493i,-2.8586e-05-0.00014976i,-0.00082305-0.00072346i,-0.00057814-0.00034303i,0.00039155+0.00017834i,0.00051283+9.6811e-05i,0.00012044-0.00029747i,-0.00015789-0.00064148i,0.00011107-0.00056051i,0.00036533-0.00036378i,0.00045981-0.00031395i,8.115e-05+2.9651e-05i,-0.00051153+0.00077315i,-0.00033834+0.00075615i,-0.00043966+2.2089e-05i,-0.00077387-0.00014163i,-0.0004044+0.00062491i
9.4716e-05-0.00048769i,0.00032048+0.00022733i,0.0003254+2.9081e-05i,-0.00079978-0.00076323i,-0.0017241-0.00087252i,-0.0015409+0.00037066i,-0.00064044+0.00027673i,-0.00016354-0.00087744i,-0.00064944-0.00095301i,-0.00083843-0.00079938i,-0.00065161-0.00075775i,0.00021571-0.00049654i,0.00085023+0.00025626i,0.00020467+0.00037417i,0.00019918-6.2993e-05i,1.9953e-06-0.00017972i,-0.00037009-5.8568e-05i,-0.0001524-0.00043169i,0.00037196-0.00064112i,-0.00012733-0.00023886i,-0.00033214+0.00055665i,0.00039416+0.00054045i,0.00054047-0.00089621i
0.00085429+0.00023429i,0.00082979+0.00016883i,-0.00027567-0.00086242i,-0.001605-0.001508i,-0.0023595-0.00099823i,-0.0016435-0.00060058i,-6.7067e-05-0.00027616i,0.0002787-0.00026996i,-0.00083195-0.00052835i,-0.00082876+0.0003943i,0.00011804+0.00041982i,0.00054168-2.4395e-05i,0.00051319+5.5141e-05i,0.000149+2.21e-05i,-4.6514e-05-0.00023525i,8.3411e-05-0.0002822i,-0.00020018-0.00018681i,-0.00016003-0.00021791i,-5.3028e-07+9.3895e-05i,9.1483e-05+0.00064677i,-0.0001689+0.00043956i,-0.00032907+0.00034284i,-4.8758e-05+0.001056i
0.00069971+0.00068417i,0.0013795-0.00023071i,0.0010852-0.00069585i,-0.00030108-0.0020063i,-0.0010267-0.0023831i,-0.0012179-0.00089995i,-0.00023241+0.00015845i,-5.1769e-05-7.3397e-05i,-0.00062091-0.00020206i,-0.0004514-0.00047127i,-0.00051414-0.00071812i,-0.0002947+0.00023658i,0.00040261+0.00067733i,0.00040495+0.00030416i,3.5707e-05+0.00041993i,0.0003426+0.00020804i,0.000762-0.00063446i,0.00082177-0.00077695i,0.00071902-0.00057412i,0.00058521-9.3277e-06i,0.00021697-5.4545e-05i,1.2011e-05-0.00023924i,-0.00020563-0.00028254i
0.0012845+0.00045554i,0.0010133+5.3789e-05i,0.00036028-0.0015353i,-0.00041257-0.0033188i,-0.0013956-0.0031411i,-0.0014278-0.0014042i,-0.00055453+9.2076e-05i,-0.00061501+0.00030088i,-0.00065093-0.00014954i,-0.00031474-0.00018757i,-0.00038843-0.00023181i,-0.00010395+7.191e-05i,0.00042824+0.00047808i,0.00043111+0.00064052i,0.00042244+0.00030133i,0.00067547+6.8302e-06i,0.00044155+0.00043724i,-4.0175e-05+0.00082918i,-0.00066389+0.00071821i,-0.00058061-5.6187e-05i,0.00011419-0.00039985i,0.00041404+1.7698e-05i,0.00057425-0.00047399i
0.0022751+0.00075376i,0.0021641+0.0001124i,0.0015969-0.0014329i,-8.7675e-05-0.0021229i,-0.00091136-0.0014554i,-0.0010616+0.0008011i,-0.00053098+0.0013011i,0.0011177-0.00013676i,0.00064563-0.00045089i,0.00010356-5.1863e-05i,0.00014054+0.00010196i,-7.5333e-05-0.00027933i,0.00037795-0.00046914i,0.00057029-6.6888e-05i,0.0002767-0.00037719i,-0.00045321-0.00057463i,-0.00058082-1.5966e-05i,-0.00042993+0.00043912i,-0.00054661+0.000684i,-0.00029302-0.00037067i,0.00027586-0.0012303i,0.00067978-0.00031229i,0.00047551+0.00032073i
0.002275+0.00018002i,0.0016956+0.00027695i,0.0012347-0.00065769i,-0.00030308-0.0020571i,-0.0020081-0.00183i,-0.0012627-4.3928e-05i,-2.3334e-05+0.0011672i,0.00022866+0.00043112i,0.00029847-0.00072456i,0.00018388-0.00017876i,5.1026e-05+0.000583i,-0.00023202+0.00091857i,-0.00061883+0.00037133i,-0.00055867-0.00015864i,-0.00021414+1.1669e-05i,0.00055435+1.4579e-05i,0.0010734-0.00060089i,0.00042142-0.00049486i,6.2637e-05+0.0004483i,-8.9443e-05+0.0011185i,0.00011281+0.00067607i,0.00012422-8.8956e-05i,-0.00054127-0.00013025i
-0.0015105+0.0011942i,-0.0018542+0.0017419i,-0.0023097+0.00090326i,-0.0016041+0.0005352i,-0.0013238+0.00040232i,-0.00092433+0.00047549i,-0.00013997+0.00060313i,0.00012736+0.00035754i,-0.00063738-0.0005191i,-0.00059883-0.00051057i,0.00024573+0.00016699i,0.0012247+0.00047097i,0.0007187+0.00056827i,-0.00028469+1.3153e-05i,-0.00020064+0.00011262i,6.4881e-06-0.00020073i,9.6041e-06-0.00019456i,-0.000984+0.00061582i,-0.001476+0.00064994i,-0.0013867+0.0002605i,-0.0012624+0.00041819i,-0.00014592+4.0002e-06i,0.0002558-0.00037573i
-0.0011645+0.0019713i,-0.00037233+0.0010388i,0.00025155-6.6667e-05i,0.00030129-0.00072047i,-0.00033968-0.00045522i,-7.0182e-05+0.00013956i,0.00047747-0.00043143i,0.00033156-0.001654i,2.7842e-05-0.001763i,0.00084048-0.00032017i,0.0011687+0.00064316i,0.00082879+0.00082951i,0.0001538+0.00090321i,-0.00047784+0.00067222i,-0.00056763+0.00031744i,-0.00043359-9.6253e-05i,0.00020321+0.00011532i,0.00094047+0.00072421i,0.00035792+0.00038483i,-0.00055246-0.00014549i,-0.0011337+0.00021689i,-0.0011915+0.00070575i,-0.00081586+0.00064063i
0.0012055+0.0017303i,0.0014824+0.00069134i,0.0012853+0.0010257i,-0.00038362+0.00037378i,-0.0018267-0.00023825i,-0.0008813+8.8597e-05i,0.00085155+0.00028814i,0.00077661-0.00026471i,-5.4469e-05-0.00074546i,-1.1127e-05-5.1778e-05i,0.00011046+0.00023929i,0.00042662+0.00037913i,0.0011667+0.00029335i,0.0009083+0.00026158i,0.00028849+0.00030029i,5.5188e-05-0.00069792i,-0.00063458-0.00086176i,-0.00069536-0.00024727i,6.3942e-06-9.5984e-05i,0.00013614+0.00031717i,-0.00030768+0.00052032i,-0.00032136-0.00025604i,-0.00024404-0.00038824i
-2.6781e-05+1.908e-05i,0.00084288+0.00010482i,0.0014058-0.00051101i,0.00017868-0.0015799i,-0.0016114-0.0012661i,-0.0019264+0.00017704i,-0.00082961+0.00059471i,-0.00026087-4.8609e-05i,-0.00063777-0.00046257i,-0.00043264+1.2407e-05i,-0.00065581+0.00058284i,-0.0010522+0.00014587i,0.0003425-0.00033401i,0.0011068-0.00033226i,8.1218e-05+0.0012329i,-0.00071924+0.0019233i,-0.00028933+0.00090246i,0.00037264+2.0581e-05i,0.00050326-0.00040808i,0.00016243-0.00018895i,-0.00022932+0.00081481i,-0.00032917+0.00079181i,-0.00064663+3.2736e-05i
0.0014264-0.00036403i,0.00061826+0.00012268i,-0.00038947-0.00014693i,-0.001543-0.0011084i,-0.0023279-0.00090565i,-0.002349+0.00011841i,-0.0006293+0.00033238i,0.0011869-0.00029903i,0.00068385+2.6996e-05i,-0.00045167+0.00059186i,-2.8921e-05+0.00068899i,0.00043809+0.0007046i,0.00034501+0.00046264i,0.00027833+7.9577e-06i,0.00032696-5.9322e-05i,0.00040091+0.00015476i,0.00073787+0.00051579i,0.000364+0.00068271i,0.00052352-4.0428e-05i,0.00069777-9.1134e-05i,-0.00014755-5.1032e-05i,-0.00048626-0.00045217i,-0.00049603+0.00015518i
-0.0016481-0.00018894i,-0.0014869+3.1506e-05i,-0.0024774-0.00090293i,-0.0034739-0.0011763i,-0.0039802-0.00046334i,-0.0017021+0.00066068i,0.0011755+0.0005088i,0.001133-0.0017802i,-0.0002064-0.0022334i,-0.00018886-0.0010413i,0.0006409-0.00048086i,0.00075651-8.0778e-05i,0.0007157-2.4878e-05i,0.00090609+8.1514e-05i,0.00099741+0.00049958i,0.00051429+0.00039971i,0.00028017-0.00026538i,0.0001083-5.5785e-05i,0.00024184+0.00044131i,0.00084607+0.00032819i,0.00046031-0.00041901i,-3.0544e-05-0.00075856i,0.00025104-0.00072602i
-0.0011786-0.00079902i,-0.00078153+0.00010679i,-0.00079967+9.0878e-05i,-0.0016421+0.00032312i,-0.0020191+0.00047076i,-0.001358-2.1012e-05i,-0.00039644-0.00034747i,0.0002228-0.001503i,-3.0264e-05-0.0015871i,-0.00036593-0.00021905i,-0.00064662-0.00045351i,-0.00033711-0.00099403i,0.00029181-0.00010603i,0.00032922+0.00041615i,-0.0001773-0.00066413i,1.3626e-06-0.0012317i,0.00016508-0.0012827i,2.8213e-05-0.0009963i,0.00028858-0.00042514i,0.00013716-0.00031613i,-0.00048683-0.00031004i,-0.00065392-9.0872e-05i,-0.00017686+4.7176e-05i
0.00076016-0.00072251i,0.00084661-8.0526e-05i,-0.00022177-6.6685e-05i,-0.0014558-8.2193e-05i,-0.00193+0.00068123i,-0.0015923+0.0010375i,-0.00081702+0.00028344i,-0.00063268-0.00059861i,-0.0013138-0.00049763i,-0.0017363+0.00026702i,-0.00089435+0.00022773i,-0.00024658+0.00033679i,-0.00048096+0.00059466i,-0.00026042+0.00078383i,-0.00052732+0.0010734i,3.8736e-05+0.00021115i,0.00087719-0.0005726i,4.3651e-05+0.00026997i,-0.00062335+0.00043113i,-0.00049201+0.00039288i,-0.00047504+0.00022893i,-0.00039676-0.00034621i,-3.055e-05+7.7279e-07i
-0.0027137-0.00035493i,-0.0019706-0.00049139i,-0.0018447-0.0007646i,-0.0022941-0.00092375i,-0.0021441-0.00067169i,-0.0012892+0.0012136i,-0.0001681+0.0013795i,0.00037861-0.00012426i,0.00019843-0.00032601i,0.00018359+0.00034526i,-0.00018927+0.00078263i,-0.00018753+0.00070161i,-0.00040627+0.00046052i,-0.00054775+0.0004712i,-0.00025094+0.00016059i,-0.00038622+0.00018751i,-0.00061805+0.00030683i,-0.00029981+2.4829e-05i,4.2346e-05-9.2154e-05i,-0.00020603+0.00011422i,-0.00030509+3.0672e-05i,0.00012907-2.2431e-05i,-0.00034322+7.9415e-05i
0.0017898-0.0001867i,0.0012092+0.00064963i,0.00094354-0.00014212i,0.00021493-0.0016604i,-0.00081781-0.0014831i,-0.00090714-0.00048103i,0.00024777-0.00031873i,0.0013033-0.00070111i,0.0010953-0.00062326i,0.00017979-0.00029967i,-0.00038256-0.00069951i,-0.00059413-0.00061993i,-0.00028556-6.4665e-05i,0.00050222-0.00042343i,0.00071784-0.00011263i,0.00082666+0.00064937i,0.00081262+0.00065926i,0.00080931+0.00055676i,0.00028141+0.0012217i,6.9324e-05+0.00052509i,0.00032949+0.00049111i,-0.000171+0.00067981i,-0.00020511-0.00010541i
0.00066338+0.0017615i,0.0011447+0.0013528i,0.0018112+0.00080377i,0.00052378-5.3809e-05i,-0.0010031-0.00015129i,-0.00017925+0.00052644i,0.0012631-6.651e-05i,0.0012095-0.0015065i,0.00012684-0.0020098i,0.00015792-0.0014203i,0.0005868-0.00048035i,-1.2202e-05+0.00038365i,-0.00070644+0.00066341i,-0.0012203+0.00066143i,-0.00031064+0.00062624i,-0.00021236+0.00095856i,-0.00085147+0.00021886i,-0.00024792-0.00086553i,0.00071465+0.00012559i,0.00083506+0.00049613i,0.00014156+0.00016063i,-0.00048982+0.0003742i,-0.00040854+0.00034757i
0.00072049-0.00056315i,0.00074035-0.0015651i,0.00087758-0.0024608i,0.00017077-0.003309i,-0.001512-0.0028584i,-0.0019149-0.001171i,-0.00073105-0.00053118i,0.00013189-0.0013222i,-0.00044282-0.0018451i,-0.00076249-0.001753i,-0.00041294-0.000824i,-0.00021018-0.00040388i,0.00013258-0.00026959i,-0.00047385-0.00058498i,-0.0009286-0.0015709i,-0.00049111-0.0013984i,-0.00043366-0.00099935i,-1.4521e-05-0.00051368i,-0.0001262-0.00034126i,-7.081e-05-0.00065274i,-1.4639e-05-0.00039199i,-0.00033614+5.7337e-05i,-0.00045312+0.0006451i
0.00042555+0.0012386i,0.00022355+0.0013313i,0.00037516+0.00025149i,-0.00085883-0.00030406i,-0.0023787-0.00091673i,-0.0016933-0.00083324i,-0.00051325-0.00020699i,1.8779e-06-0.00089031i,-0.0004466-0.00055854i,-0.00015579+0.0004233i,0.0004059+0.00059741i,0.00025875+0.00090605i,0.00050588+0.00075339i,0.00027481-0.00033931i,-0.00049722-0.00082749i,-0.00084045-0.00046166i,-0.00091306-0.0002518i,-0.00061133-0.00042666i,-0.00036244+6.2847e-05i,0.00023846+0.00033432i,0.0011387+0.00018249i,0.0004265+0.00030452i,-0.00046717+0.00042217i
0.00023106-0.00019349i,0.00057507+0.00020058i,0.0010873-0.00042273i,0.000644-0.0012376i,-0.00085018-0.00054656i,-0.00071604+0.00054637i,0.00072114+0.00077138i,0.00044818+0.00058076i,-0.00016155+1.7496e-05i,-0.00019898-0.00034457i,4.8942e-05-0.00022277i,0.00048642-0.00052778i,0.00059086-0.00064401i,-0.00018416-0.00016784i,-0.00053113-0.00035549i,-0.0011509-0.00032371i,-0.0015896-5.7717e-05i,-0.00070924-0.00026551i,-0.00025545-0.0006423i,-0.0001264-0.00058603i,0.00013057-0.00050259i,-0.00037774-0.00050339i,-0.00059107-0.00016667i
-0.0020877+3.1506e-05i,-0.0010229+0.00044679i,-7.1145e-05-3.492e-05i,-0.00040161+4.8667e-05i,-0.0014182+0.00044474i,-0.00084281+0.00018735i,0.00058032-0.00044497i,0.00088267-0.0012668i,0.00048991-0.0017104i,0.00025409-0.00037974i,-2.5271e-05+0.00050075i,0.00048586+0.00067725i,0.00063166+0.00015101i,0.00060278-0.00051766i,0.00053827-0.00044721i,0.00051273-4.5844e-05i,0.00099163+0.00062158i,0.0009526+0.0010577i,0.0004936+0.00094142i,-0.00040614+0.00087669i,-0.0008479+8.1005e-05i,-0.00025112-0.00037874i,-0.00017573-5.5711e-05i
-0.0008324+0.0011107i,-0.00041391+0.0015377i,-0.00044029+0.0015697i,-0.00040193+0.0010906i,-0.00054561+0.00065082i,-4.1403e-05+0.00084883i,0.0011616-0.00013302i,0.00037122-0.0010721i,-0.0011414-0.00069709i,-0.00062789+0.00010765i,-0.00013924+0.00059756i,-0.00011133+0.00044864i,-1.1727e-06+0.00040238i,0.00036806+0.00092623i,0.0010469+0.0008479i,0.0012165+0.00087753i,0.0010059+0.0011455i,0.00063123+0.00064839i,0.00015601+0.00032505i,0.00012145+7.7061e-05i,0.00018815-0.00053549i,0.00043758-0.00090754i,0.00016409-0.00075726i
0.0002632+0.00032053i,0.0012329+0.00048366i,0.0015129+0.0013617i,0.00035758+0.00047536i,0.00021264-0.00095322i,0.00098978-0.00069722i,0.0014928-0.00097516i,0.00061308-0.0020302i,-0.00020774-0.0016651i,-0.0004185-0.0004633i,-0.00037084-3.1334e-05i,-0.00018595+7.9087e-07i,-0.0003649+0.0007885i,0.00016397+0.0005896i,0.00076226-0.00027406i,0.00054538-0.00026125i,0.00059927-1.4723e-05i,0.00045609-0.00047977i,0.00082375-0.00036797i,0.00075194+0.00062916i,-0.00010935+0.00026252i,-0.00034547+0.00017571i,-0.00028341+0.00018112i
-0.0010219-0.0010072i,-0.00075342-0.00018264i,-0.0011247-0.0008089i,-0.0010137-0.00090039i,-0.0017804-0.00040458i,-0.0014875+0.00054543i,0.00012842+0.00045414i,0.0003608-0.00086521i,-0.00064013-0.00085378i,-0.001231+0.00019462i,-0.00067901+0.00092751i,-1.0829e-05+0.0013132i,0.00054261+0.00096432i,0.00076776+0.00052446i,-0.00017327+9.571e-05i,-0.00052222+0.00031106i,-0.00035661-4.7876e-05i,-0.00091112-0.00076215i,-0.0007938+0.00022151i,2.6256e-05+0.00029516i,0.00048893-0.00019132i,-9.4169e-05+0.0001486i,-0.00053239-0.00011239i
-0.00038419-0.0011227i,-4.0537e-05-0.0013324i,-0.00099264-0.0012081i,-0.0025173-0.001139i,-0.0036735-0.0013157i,-0.002426-0.00081087i,-7.3124e-05-0.00066535i,0.00059083-0.0013226i,-3.9429e-05-0.0012808i,-0.00049091-0.0005506i,-0.00053885-0.0002761i,-0.0002457+0.00038634i,0.00029618+0.00071819i,0.00030781-3.5314e-05i,-0.00023425-0.00050643i,-0.00078501-0.00046609i,-0.0012643-0.00030625i,-0.00052411+7.5996e-06i,0.00017598+8.9392e-05i,0.00042563-0.00062188i,0.00026443-0.00068159i,-0.00035099-0.00025574i,-0.00074429-0.0003518i
