-0.0011811+0.0012529i,0.00014599+0.0011257i,-0.0020676-1.2788e-06i,-0.0027914-0.00082733i,-0.0021364-0.00078676i,-0.0015207+0.00030927i,-0.0010024+0.0013009i,-5.8735e-05+0.0013968i,0.00060945+0.0015143i,-4.8881e-05+0.0012129i,-0.00082556+0.00095977i,-0.00078217+0.00083629i,-0.0007033+0.00019187i,-0.00080923-0.00033561i,-0.00094083+0.00041335i,-0.0012905+0.00091619i,-0.00073552+7.1673e-05i,-0.00026784-0.000504i,1.5398e-05-0.00024127i,-6.311e-05-0.00013156i,-3.6675e-05-0.00059583i,0.00021965-0.00045463i,0.00045864-0.000143i
0.00083333+0.00043936i,0.00097657+0.0005238i,0.0012903+0.00052548i,0.0015756+0.00022218i,0.0015384-0.00014081i,0.00037578-0.00060186i,-0.00062225-0.00033243i,-0.00050647-0.00021073i,-0.00057853-0.00026969i,-0.00095243+0.00064034i,-0.00074108+0.00068381i,-0.00029262+0.00016951i,-0.00098475+0.0001042i,-0.00090306+0.00051968i,-0.00057964+0.00017941i,-0.0012214-0.00045144i,-0.0015889-0.00037662i,-0.00085801-0.00018679i,0.00044567+0.0004715i,0.00066943+0.00035604i,0.00047319+3.8762e-05i,0.0007295+9.985e-05i,0.00080545-0.00040201i
0.0023951+0.00083713i,0.0027573+0.00021369i,0.0022458-0.0008704i,0.00069188-0.00081837i,-0.0001796+7.6703e-05i,2.6768e-05+0.00045635i,-0.00046875+0.00040233i,-0.00061136-2.408e-05i,-0.00028398-0.00023861i,-0.00096534+0.0001286i,-0.0014296+0.00078682i,-0.0012554+0.0004342i,-0.00097611+0.00031127i,-1.7441e-05+0.0006049i,0.00044302+0.00085726i,-0.00030741+0.00037987i,-0.00042545-0.00084599i,5.3009e-05-0.00093899i,0.00047137-0.00033823i,0.00029776-0.00029716i,-0.00026828-0.00055141i,0.00046129-0.00024849i,0.0010936-8.6484e-05i
-0.0028039-0.00048233i,-0.0027521-0.00055706i,-0.0020486+0.001202i,-0.0010806+0.0022221i,-0.00037617+0.0020004i,0.00072651+0.00064692i,0.00079107-0.00095159i,0.00036594-0.00050413i,-0.00080919-0.00010011i,-0.0015894-0.00012127i,-0.00076224+0.00077959i,-0.0003772+0.0013523i,-0.00079554+0.0010352i,-0.00032702+0.0008483i,0.00012115+0.0011865i,0.00067468+0.0011892i,0.0008727+0.00075888i,0.00067881+0.00064801i,0.00046322+0.00083703i,0.00035258+0.00099187i,0.00034904+0.00060103i,-0.00042236+0.00012239i,-0.00021228+5.3278e-05i
-0.0010011-0.0023073i,-0.00097481-0.0017877i,-0.00091151-0.0012593i,-0.00086637-0.00087339i,-0.00097071-0.0002498i,-0.00064144-0.00037102i,-0.00031596-0.00065406i,-0.00037263-0.0011314i,-0.00085146-0.00055092i,-0.00078372+0.00077331i,-0.00043324+0.0010534i,-0.0003846+0.0012203i,-0.00055502+0.0011883i,-0.00046313+0.00056671i,5.4521e-05+0.00049304i,0.00068159+0.00022741i,0.00040784+0.00048281i,0.00030523+0.00070255i,0.00087419+7.9185e-05i,0.00024037-0.00037984i,-0.00025714-0.00015815i,-0.00089022+0.00052255i,-0.00057431+0.00065583i
-0.0017198+0.0016381i,-0.0013792+0.0014669i,-0.0014683+0.0011501i,0.0003653+0.001904i,0.0019288+0.0018497i,0.0015948+0.0001176i,0.00075207-0.0015377i,0.00020433-0.0014693i,-0.00043033+0.00025962i,-0.00096682+0.0020157i,-0.00135+0.0027223i,-0.001332+0.001413i,-0.00081751+0.00016696i,-0.00033574-7.7487e-05i,0.00015391-0.000183i,0.00045975-0.00022209i,0.00071758-0.00096773i,0.00053066-0.00087626i,-7.2941e-05-0.000153i,-0.00027636-0.00025586i,-0.00065326-0.00037784i,-0.001081+1.031e-05i,-0.00042659-1.1083e-05i
-0.0011326-1.9221e-05i,-0.00082491+0.00094136i,-0.0014607+0.0014901i,-0.0023751+0.0012442i,-0.0028024+0.0015038i,-0.0015062+0.0012963i,0.00018536-0.00019505i,-0.00016729-0.0015379i,-0.0016279-0.0020829i,-0.0020025-0.0011794i,-0.0011425+8.9719e-05i,-0.00032209+0.00046587i,-0.00080436+0.00039072i,-0.0013317+0.00088391i,-0.00019359+0.0012521i,0.00094256+0.00063643i,0.0010121-2.3132e-05i,0.00018749-2.0865e-05i,-0.00085318+0.00042292i,-0.0011195+0.00057956i,-0.00063976-3.7847e-05i,-0.00014014-0.00093767i,0.00032904-0.00095561i
0.00040172+0.0015239i,0.00069887+0.002131i,0.001275+0.001878i,0.0015458+2.1676e-05i,0.0014974-0.00053134i,0.00086643+0.00034802i,0.00062118+8.6372e-05i,0.00052891-0.00084437i,0.00025464-0.0013114i,-0.00016816-0.0004052i,-0.00078813+0.00047421i,-0.00097003+0.00022519i,-0.0012491+8.6442e-06i,-0.00076793+0.00057766i,6.1363e-05+0.0010683i,0.00029249+0.00076181i,0.00021243+0.00068712i,0.00053793+0.0010031i,-5.4931e-05+0.0009244i,-0.00041262+0.00014939i,0.00022118-0.00014825i,0.00075803-0.00040887i,0.0004998-0.00031566i
-0.0013544+0.00059484i,-0.00037188+0.00039177i,-1.2015e-05+0.00031386i,4.8768e-05+0.00061445i,-0.00015525+0.00088603i,-0.00023757+0.00061287i,-0.00024211+0.000398i,-0.00039496+0.00010398i,-0.00095599-9.9157e-06i,-0.0015892+0.00050948i,-0.00066334+0.0012724i,-0.00022421+0.0014201i,-0.0010198+0.0012028i,-0.0007799+0.0010202i,-2.1356e-05+0.00030578i,0.0004879+0.00027596i,0.00041545+1.8549e-06i,0.00056696-0.00030219i,0.00044548-0.00024543i,-0.00013777-0.00018051i,-0.00017402+0.00028592i,0.00028392+0.00048298i,0.00064631+0.00029781i
0.00070476+0.00059511i,0.00042122-0.00057073i,0.00039712-0.00033895i,0.00015705+0.00033704i,0.00018349+0.00037037i,0.00031716-3.0491e-05i,5.7844e-05-0.00023285i,-0.00041023-0.00014975i,-0.0012726+0.00020025i,-0.0014048+0.00097376i,-0.0012836+0.00075755i,-0.0018779+0.00065859i,-0.0015816+0.00086447i,-0.00035297+0.00096088i,0.00021093+0.00020627i,0.0003339-0.00028075i,0.00057789-0.00038041i,0.00062679-0.00087594i,0.00052147-0.0005274i,0.00020758+0.00059469i,-0.00011398+0.00052514i,-0.00030465+0.0007838i,9.8653e-05+0.00027148i
-0.00082956-0.00035926i,-0.00062085-0.00079404i,-0.00056388-0.00047604i,-8.8492e-05-0.00032219i,0.00024774-0.0010331i,0.00095411-0.0012229i,0.00028779-0.00076195i,-0.00077043-0.0015711i,-0.00097902-0.0013274i,-0.0010725+0.00047877i,-0.0016168+0.00051296i,-0.0014259-6.587e-05i,-0.0010925+0.00032309i,-0.001049+0.00066084i,-3.4685e-05+0.00042905i,0.00084984+0.00039834i,0.00052463+0.00039533i,0.00091716-0.00020673i,0.00094243-2.6074e-05i,-0.00038196+0.00083075i,-0.00036741+0.0011356i,0.00060978+0.00062158i,0.001119+0.00013244i
-0.00089278-0.0019997i,-0.00074316-0.0024624i,-0.0011195-0.0024326i,-0.0020715-0.00025959i,-0.0027981+0.00070249i,-0.0017324-0.00010638i,-0.00020583-0.00043471i,-0.00015915-8.4649e-05i,-0.00017054+4.0132e-05i,-0.0006863+0.00042551i,-0.0016919+0.001377i,-0.0014855+0.0013311i,-0.0011274+0.00092707i,-0.00080227+0.00066104i,-0.00032369-0.00048944i,-0.00077681-0.00065092i,-0.00057336-0.00034068i,0.0005061-0.00065772i,0.00020112-0.00045516i,-8.0608e-05+9.0554e-05i,0.00033624-0.00040715i,0.00020094-0.00053948i,-0.00034447+0.00044453i
0.0017521-0.00097529i,0.0016159-0.00078534i,0.0014456-0.0010814i,0.00061133-0.0010512i,-0.00023928-2.4655e-05i,0.00019672+0.00039915i,-0.00034031-0.00036395i,-0.0011283-0.001024i,-0.001611-0.00046883i,-0.0021708+0.00043789i,-0.0010393+0.00097007i,-0.00028154+0.000327i,-0.00071521-0.00031145i,-0.00088864+0.00018808i,-0.00089502+0.00029641i,-0.00073645-0.00010597i,-0.00040497+0.00022962i,5.051e-05-0.00033535i,0.00012769-0.00057687i,-0.00030896+0.00024277i,-0.00010654-9.1063e-05i,-0.00017453-0.00063225i,-0.00032286-0.00071569i
0.00037941-0.00043258i,-0.00069198-0.00087933i,-0.00048953-0.0017135i,0.00022394-0.0003363i,0.00013956+0.00038356i,-0.00045958-0.00013713i,-0.00016943-0.00087733i,9.0008e-06-0.0014891i,-0.00076047-0.00139i,-0.0014805-0.00029799i,-0.0014153+0.0010482i,-0.0008638+0.001396i,-0.00098861+0.00098351i,-0.00086626+0.00051185i,-0.0001048+0.00010551i,0.00051867-0.00029318i,1.4021e-05-0.00065622i,-0.0002902-0.00074432i,-0.00020958-0.00078641i,-0.00010761-0.0009369i,0.00013681-0.00078254i,0.00028626-0.00094956i,0.00019628-0.00029709i
-0.00034902+0.000169i,-0.0011808+0.00085345i,-0.0015388+0.0011326i,-0.00081928+0.00026799i,0.0002022+0.00031624i,0.00068874+0.00071194i,0.00084912+0.0010043i,0.00047762-0.00022871i,-0.00092393-0.00082711i,-0.0014303+0.00029522i,-0.00088694+0.00017821i,-0.0011543+0.00030769i,-0.0022041+0.0014633i,-0.0018843+0.0013085i,-0.00076242+0.00062644i,-3.0428e-05+1.2153e-05i,0.00024743-0.00011845i,-0.00060418+0.00020808i,-0.00042378+0.0003667i,0.00019718+0.00017228i,0.00021319-7.1093e-05i,-0.00026832-0.00036709i,-0.00022803-0.00039527i
-0.00022825+0.0017814i,-0.00074308+0.00149i,-0.00065263+0.0019093i,-7.9515e-05+0.0013974i,0.00042606-0.00023181i,0.00026837-0.00086234i,-0.00049677-0.00091647i,-0.0012189-0.0018864i,-0.0010689-0.0016551i,-0.00051593-0.00021038i,-0.00088402+0.00090472i,-0.00085139+0.0010195i,-0.0011967+0.0016725i,-0.0016004+0.0014662i,-0.00076766+5.6492e-05i,7.787e-05-0.00066815i,0.00059472-0.00074975i,0.00058942-0.00075046i,3.8696e-05-0.00013071i,0.00022781+0.00035662i,0.0008475+0.00048783i,0.0003749+0.00065128i,-0.00051903+0.00012283i
-0.00023292-0.0003666i,-0.00073041+0.0010646i,0.0006021+0.0017072i,0.00050893+0.001537i,0.00026927+0.00057473i,-7.847e-05-0.00024434i,0.00020707-0.00036174i,0.00068424-0.00025732i,-1.1811e-05+0.00033812i,-0.0010311+0.00097993i,-0.0013118+0.00057684i,-0.0016347+0.00055309i,-0.0018533+0.00084241i,-0.0015449+0.00085965i,-0.00039185+0.00059208i,0.00044207+0.0001874i,0.00075535-4.7203e-05i,9.4811e-05-0.00053143i,-0.00011786-0.00072832i,-9.3564e-05-0.00052509i,-1.8382e-05-6.6144e-05i,-0.00045991+0.00066838i,-0.00057497+0.00025038i
0.0023383-0.0013927i,0.0025632-0.0012645i,0.0028449-0.0014301i,0.0022956-0.00084019i,0.0018324+0.00034327i,0.00037671+0.00079549i,-0.00079275+0.0002736i,-0.0012779-3.2752e-05i,-0.0018615-0.00017428i,-0.0018271-2.6343e-05i,-0.0014182+0.00071436i,-0.0014187+0.0011232i,-0.0013237+0.00077191i,-0.00080408+0.00035357i,-0.0010883+1.2798e-05i,-0.0015224-0.00099359i,-0.00041301-0.0009019i,0.00030715-0.00041319i,4.5699e-06-0.00014017i,-0.00020181-0.00038161i,-0.00034782-0.0006524i,-0.00035718+0.00011688i,8.731e-05+0.00091287i
-0.0012017-0.0011271i,-0.0012863-0.0011767i,-0.00072844-0.00035657i,-0.00034274-8.3683e-05i,-0.00013544+4.5747e-05i,0.00064732+0.00012013i,0.001375-7.68e-05i,0.00066787-0.0003346i,-0.00032951-0.00083814i,-0.00068907-0.00010071i,-0.0010073+0.00072738i,-0.001202+0.00063885i,-0.00080289+0.00084701i,0.00023185+0.0014131i,0.0005374+0.0014677i,0.0002134+0.0009088i,-2.3272e-05+0.00042358i,0.00020934+0.00017534i,0.00059264-2.7418e-05i,0.00021457-0.00032858i,2.7126e-05-0.00046879i,1.4317e-05-7.3309e-05i,-0.00056987+0.00037981i
-0.00037938+0.00011941i,0.00050548+0.00024246i,0.00025001+0.0006337i,9.3234e-05+0.00030834i,0.0005723+0.0010099i,0.00087882+0.0014554i,0.00025627+0.0012628i,-0.00053358+0.00097679i,-0.00048903-1.2957e-05i,-0.00048965-0.00014979i,-0.0012184-2.1939e-05i,-0.0013588+0.00040698i,-0.00072872+0.00087759i,-0.00028881+0.00063161i,0.00013761+8.2701e-05i,0.00073925+8.1497e-05i,0.00073208+0.00058534i,0.0007099+0.00093996i,0.00049999+0.00025837i,-2.967e-06-0.00014469i,-0.00041562-0.00046718i,-3.9171e-05-0.000384i,-4.8357e-05+0.00030049i
0.00030789+0.00080973i,-0.0012457+0.00030954i,-0.00036774+0.00050505i,0.00036403+0.00083102i,-0.00012619+0.00043051i,-0.00089919-5.0586e-06i,-0.00066169+2.7213e-05i,5.2996e-05-5.6343e-05i,-0.00084701+0.0002984i,-0.0020608+0.00050674i,-0.0017357+0.00035899i,-0.0010717+0.00069559i,-0.0009271+0.0012801i,-0.00050523+0.00094354i,-0.00035316+7.9274e-05i,-0.0010579-0.00040899i,-0.0012269-0.00074396i,-0.00043627-0.00050144i,-6.8503e-05-0.00093868i,-0.00038422-0.00089156i,-0.00093801-0.00051505i,-0.00073307-0.00053056i,0.00033123-0.00031876i
-0.0029421-0.0012654i,-0.0032989-0.0016772i,-0.002658-0.00043894i,-0.0015348+0.00058869i,-0.00041578+0.00094314i,-7.966e-05+0.0010716i,-0.00062011+0.00028006i,-0.0010421-0.00065692i,-0.0005637-0.00083318i,-0.00025922-0.00035831i,-0.00058882+0.00031985i,-0.00032951+0.00091065i,-0.00050727+0.0014439i,-0.00075667+0.0013688i,-5.5129e-05+0.0010195i,0.00082204-8.6751e-05i,0.00069305-0.00053252i,-1.4556e-05-0.00022555i,-0.00023483-0.00017494i,7.2387e-05-0.00090365i,0.0010563-0.0014429i,0.00074037-0.00055693i,7.679e-05+0.00041219i
-0.00087856-0.0007444i,0.00028512-0.0012292i,0.00082345-0.00068233i,0.00041116-0.00062361i,0.00038028+8.5778e-05i,0.0010097+0.00036868i,0.0010346+0.00042029i,-3.7543e-05-0.00017602i,-0.00093346-0.00065256i,-0.0013466-0.00029777i,-0.00061622+4.9272e-06i,-0.00032117+0.00050023i,-0.00074351+0.0017428i,-0.00082284+0.0025951i,-0.00082442+0.0016588i,-0.00041664+0.00070879i,0.00065782+0.00027129i,0.0011221+7.6478e-06i,0.000543+0.00019337i,0.00044487+0.00012807i,0.00041777-0.00040033i,0.0002881-3.8823e-06i,0.00029184+0.00016542i
-0.0020222+0.0012906i,-0.0037954+0.00069115i,0.00039636+0.0023079i,0.0011851+0.0022673i,0.00054721+0.001264i,0.00092974+0.00083302i,0.001207+0.00023913i,0.00057011+1.5232e-06i,-0.0014267+0.00021249i,-0.0026238+0.00055073i,-0.0014196+0.00057935i,-0.0011763+0.00070241i,-0.0015975+0.00085933i,-0.00060065+0.001162i,0.00025225+0.0015266i,0.00068523+0.00019846i,0.00037983-0.00084234i,0.00010576-0.00072369i,0.00052475-0.00043001i,0.0006002-0.00080815i,0.00034928-0.00092971i,0.00031299+0.00017282i,0.00033407+0.0011119i
0.00059932+0.0016592i,0.0014732+0.0016589i,0.00087161-0.00045072i,2.7744e-05-0.0011365i,-0.000505-0.00020774i,4.2834e-05+0.00056657i,0.00051493-0.00028533i,-1.1023e-05-0.0010191i,-0.0011748+8.3327e-05i,-0.0015945+0.00011594i,-0.00098221-0.00033127i,-0.0010731+0.00027461i,-0.00086332+0.00071368i,-0.0012434+0.00020212i,-0.0011341-0.00069058i,-0.00050698-0.00040323i,-0.00015113-2.1794e-05i,0.00060098-0.00039012i,0.00026674-0.00065932i,-0.00084594-7.368e-05i,-0.0011825+0.00086662i,-0.00059231+0.00066338i,-0.00037457-0.00024027i
-0.0008175-0.0002367i,-0.00040627-0.0022551i,-0.0010071-0.0016049i,-0.00056021-0.00031636i,0.00039666-0.00010355i,0.00098357-0.00022051i,5.5629e-05+0.00021291i,-2.6642e-05-0.00023367i,-0.00016209-0.00094956i,-0.00085528+0.00037944i,-0.0017106+0.0011464i,-0.0018938+0.00046618i,-0.0014364+0.0010016i,-0.0011649+0.0011671i,-6.9578e-06-2.6381e-05i,0.0012663-0.00027875i,0.0016359+0.00040022i,0.0009934+0.00026903i,0.00072755-0.00034185i,0.00078597-0.00013886i,0.00041397-0.00038683i,0.00011675-0.00025368i,0.00027811+0.00067537i
0.00044738+0.0013548i,0.0012078+0.0022187i,-0.00058469+0.001049i,-0.0017982-0.00047024i,-0.0010538+0.00022349i,0.00016383+0.00043204i,0.0004027-0.001212i,-0.00021063-0.0018834i,-0.0009193-0.00095101i,-0.001659+0.00026303i,-0.001501+0.00048899i,-0.00085469-4.7176e-05i,-0.00074871+8.4942e-05i,-0.0010358+0.00081655i,-0.00044009+0.00045485i,-4.8734e-05+0.00026701i,-7.6e-05+0.00020705i,0.0007587+9.4652e-05i,0.0013604+5.6612e-05i,0.00083065+4.1971e-05i,0.0002232-0.00019227i,7.2485e-05-0.00027733i,0.00016097+0.0007042i
-0.0012098-0.0006139i,-0.0021308-0.00021992i,-0.0023695-0.00037476i,-0.00096404-0.00014113i,-0.0003948-0.00032574i,-0.00022279-4.0571e-05i,1.5936e-05+0.00013241i,-5.5217e-05-0.001044i,-0.0003064-0.00081645i,-0.00079517-3.5867e-05i,-0.0011254+0.00023267i,-0.00099722+0.00086673i,-0.00082051+0.0005081i,-0.00090702-0.00024018i,-0.0003427+0.00034425i,0.00026418+0.0010227i,0.00073841+0.0010986i,0.001288+0.0011805i,0.0013936+0.0016477i,0.00053345+0.00059607i,-0.00017985-0.001169i,-8.3965e-05-0.00077434i,0.0001067+5.4885e-05i
-0.00080333+0.0005606i,-3.862e-05+2.5623e-05i,-0.0013287-0.001005i,-0.0016114-0.00046385i,-0.0013161+0.00064328i,-0.0015382+0.00071235i,-0.0013445+0.00041748i,-0.0014312+1.8921e-05i,-0.0013736+0.00023772i,-0.0013976+0.00086429i,-0.0012397+0.0011067i,-0.00089175+0.00097528i,-0.00064379+0.0013782i,-0.00042182+0.0018906i,-0.00062791+0.00097538i,-0.00043453+0.00047065i,-0.00030588+0.00071014i,0.00011027+0.00063411i,0.00055002+0.00095579i,-6.5133e-05+0.00074164i,-0.0011594-0.00037384i,-0.0011887-0.00045816i,-0.00027585+0.00081421i
0.0019198-0.00080571i,0.0018332-0.00071907i,0.0012179-2.8243e-05i,0.00093184+0.00013268i,0.00099966+0.00025715i,7.768e-06+0.00052492i,-0.00014208+9.8636e-05i,-0.00013872-0.00054729i,-0.0011242+0.00015353i,-0.0013384+0.00060953i,-0.00061835+0.00087815i,-0.00022961+0.00092089i,-0.00027277+0.00093008i,-0.00021674+0.00098272i,-0.00041218+0.00048963i,-0.00030017+0.00011761i,0.00028587-0.00026096i,0.00043846+2.4641e-05i,0.00044561-0.00021889i,0.00044933-5.3658e-05i,0.0002051+0.00033851i,0.00027651+0.0002344i,0.00048782+8.2265e-05i
-0.0017193+0.00095989i,-0.00085448+0.00091668i,-0.00024383+0.0012456i,-0.00063718+0.0013844i,-0.0008077+0.0014846i,-0.00084594+0.0014873i,-0.00092573+0.00016954i,-0.00062668-0.00052528i,-0.00074965-0.00070572i,-0.00048401-0.00029125i,-0.00056538+0.00015363i,-0.001165+0.00017729i,-0.00064772+0.0001778i,-1.0191e-05-5.5736e-05i,-4.1761e-05-0.00077826i,9.264e-05-0.0010384i,0.00012861-7.7891e-06i,1.8305e-06+0.00020304i,-0.00019013-5.5748e-06i,-0.00063631-0.00049687i,-0.00092298-0.0011879i,-0.00034269-0.0007861i,0.00058896-3.8491e-05i
0.00055323+0.0021783i,0.0006414+0.0021694i,-0.00026498+0.0010481i,-0.0015066-0.00035665i,-0.00075373-0.00087302i,0.00034694-0.0016825i,6.3538e-06-0.0018363i,-0.00060353-0.00099672i,-0.00031813-0.00012749i,-0.00034293+0.00077957i,-0.0013958+0.0010975i,-0.0014741+0.00078531i,-0.00048804+0.00066838i,0.00013065+0.00017843i,0.00040217-0.00041893i,0.00044044-0.00038054i,0.00067344+0.00023022i,0.00045937+0.00015267i,-0.00022026+0.0002465i,2.026e-05+0.00083218i,0.00033179+0.0004356i,0.00019754-0.00017339i,-0.00015486-0.00048824i
3.1661e-05+0.0013555i,0.00014186+0.0020412i,0.0015591+0.0015496i,0.0018454+0.00057647i,0.0014283+0.0001553i,0.0013091-4.2674e-05i,0.0014975+0.00013146i,0.00099053-8.4783e-05i,-0.00017856-4.3287e-05i,-0.0011836+0.00058997i,-0.0016844+0.00060069i,-0.0018931-0.00030856i,-0.0018804+0.00036234i,-0.00090171+0.001265i,-0.00044753+0.0011471i,8.48e-07+0.00037523i,0.00048041-0.00071585i,-5.4086e-06-0.001229i,-9.5484e-05-0.00039315i,0.0001482+0.00029388i,0.00041459+0.00011046i,0.00035173-3.3021e-05i,0.00046938+0.000686i
0.001484-0.0015287i,0.0014447-0.0011679i,-0.00033655-0.00071117i,-0.0009537-0.0010959i,-0.00041636-0.00084417i,-0.00057864+0.00025774i,-0.00055167-0.00011091i,-0.00063614-0.0006522i,-0.0012264-0.00035412i,-0.0008607-0.00069087i,-0.00044162-0.0012066i,-0.00082391-0.00072706i,-0.0011318+0.0001782i,-0.00077772+0.00016027i,-0.00045224-0.00042299i,-0.0004384-0.00031343i,8.1074e-05-5.3632e-05i,0.0006163+4.415e-05i,0.00053203-0.0004523i,0.00020468-0.00090806i,0.00011558-0.00032389i,-8.6709e-05+0.00041781i,-0.0002869+0.00085794i
-0.0012521+9.575e-05i,-0.00096322+0.00019937i,-0.00074372+0.0011592i,1.8664e-05+0.0012672i,0.00038924+0.0015902i,0.00087389+0.0014327i,0.00046363+0.00045981i,-0.00058906-0.0014795i,-0.00090122-0.0015689i,-0.00084217+1.2588e-06i,-0.0008493+0.0015072i,-0.0010384+0.0025749i,-0.0010939+0.0016014i,-0.00064924+0.00017351i,-4.4216e-05+0.00018434i,0.00078701+0.00075914i,0.00087466+0.00062397i,7.7423e-05-6.9997e-05i,0.00038949-0.00032456i,0.00084408+0.00014174i,0.00066014-0.0001548i,0.00083624-0.00049214i,0.00071958+0.00018202i
-4.4872e-05+0.001037i,-0.00010751+0.0016417i,-0.00079901+0.0027127i,-0.0010176+0.0016435i,-0.00080387+0.00041143i,-0.00012088-1.7048e-05i,-5.3272e-05+6.8743e-05i,-0.0012175+5.6735e-05i,-0.0024572-0.00052772i,-0.0026624-0.00045986i,-0.0023005-8.9057e-05i,-0.0014555+3.2747e-05i,-5.9973e-05+0.00053389i,-0.00012088+0.00149i,-0.00067841+0.0016899i,-0.00068966+0.0012915i,-0.00042312+0.00043199i,0.00013643-0.00055337i,0.00088204-0.0010192i,0.00063935-0.0010152i,3.7648e-06-0.0003767i,-0.0001837+6.4023e-05i,0.00071057+0.00021222i
-0.0018016+0.0013571i,-0.0014189+0.00096661i,-0.0029416+0.001013i,-0.002836+0.0011608i,-0.00038582+0.00067147i,-0.00030059-0.00037095i,-0.00095313-0.00094598i,-0.001355-0.00097709i,-0.0026574-0.00076201i,-0.0022348+0.00041545i,-0.0015222+0.0010308i,-0.0018123+0.00068897i,-0.0017161+0.0011222i,-0.00036094+0.0013579i,0.00054699+0.0004946i,0.00054577-0.0001843i,0.0004883+0.00012353i,0.00083094-5.3019e-05i,0.00078781-0.00084134i,-0.00010351-0.0012992i,-0.00014722-0.0010431i,-0.00019864-0.00019996i,-0.00083399+0.00019609i
-0.00052886+0.00015085i,0.0011454+0.00044004i,0.0032568+0.00091893i,0.0029352+6.3134e-05i,0.0011198-0.00048698i,0.00021995-0.00069723i,-4.7828e-05-0.00077191i,-0.00046511-0.00017543i,-0.0011816+0.00024423i,-0.0010972+0.00019709i,-0.00077061+0.00067754i,-0.00028882+0.00079636i,-0.00016657+0.0002262i,-0.00063958+0.00047735i,-0.0002783+4.7089e-05i,0.00058627+0.00017486i,0.00079254+0.00057399i,0.001017-0.00034814i,0.0010572-0.00046121i,6.0396e-05-0.00032825i,-7.7886e-05-0.00019129i,0.00036494+0.00072711i,0.00050305+0.0010806i
0.0011939-0.00026069i,0.00096664+0.00040421i,0.00092631+0.00094185i,0.00017281+0.0012179i,-0.0005163+0.00094208i,-0.00075172+0.0005834i,-0.00081354-0.00013282i,-0.00043829-0.00053877i,-0.00088356-0.00037157i,-0.0014442-0.00016177i,-0.0016873-0.00050948i,-0.0023521-0.00073052i,-0.0023897-0.00050337i,-0.0017199+0.00027038i,-0.0011042+0.0010178i,-0.00039693+0.00036054i,0.00085697-0.00021789i,0.0012051-0.00019662i,-5.2471e-05-0.00044585i,-0.00066486-0.00031355i,-0.00066812-9.3172e-05i,-0.00032331-2.7451e-05i,-0.0001127-0.00019887i
-0.00085412-0.00010461i,-0.00048293-0.00011001i,0.00081345-0.0007795i,0.00067444-0.00054249i,-9.2995e-05-0.00049765i,-0.00056604-0.00092737i,-4.513e-05-0.00060268i,0.0005519-0.00059798i,-0.00031695-0.00056089i,-0.00092235-0.00015498i,-0.00019245+0.00016927i,-0.00049794+0.0011984i,-0.00068703+0.001521i,-0.00051789+0.0011971i,-0.00027919+0.00058296i,0.00050718-0.00010683i,0.00065057-1.7497e-05i,0.00039221+0.0010422i,0.0004516+0.00091431i,0.0003172+0.00034704i,-0.00037294+0.0004243i,-0.00054493-3.4833e-05i,-0.00037847-0.00016729i
0.00049264-0.00089816i,0.0014713-0.0015088i,0.0018441-0.0015372i,0.0010669-8.5121e-05i,-7.3896e-06+0.00029013i,-0.00025731-4.3016e-05i,-0.00017226-0.00035393i,-0.00078663-0.00070923i,-0.0011934-0.00040522i,-0.0014401+0.00073923i,-0.00091398+0.0015651i,-0.00025248+0.0012409i,-0.00052767+0.00067331i,-0.00050592+0.00038349i,0.00029594+0.00013655i,0.00060859+0.00010094i,0.00068948+0.00010531i,0.00098848+0.00011418i,0.00041667+0.00027878i,-0.0003753+0.00054353i,-0.00031943+0.00027034i,-0.00027662-0.0013061i,0.00051015-0.0022064i
-0.0018457+0.00074142i,-0.0017494+0.00063673i,-0.0017994+0.0011808i,-0.00060964+0.00062062i,4.6678e-05-0.00052626i,0.00060563-0.00098092i,0.0005266-0.00097723i,-0.00081801-0.0006832i,-0.0015127+0.00028991i,-0.0010326+0.0010823i,-0.00047482+0.0010081i,-0.00081387+0.00051627i,-0.0013098-0.00015448i,-0.00038436-0.00032557i,-3.8132e-05+0.00042249i,-0.00044469+0.0010643i,-0.00013603+0.001047i,-0.00021915+0.00030783i,-0.00086175+0.00020996i,-0.00094753+0.00082905i,-4.7585e-05+0.00036787i,0.00066331-0.00054356i,0.00095752-0.0002743i
0.0016469-0.00011817i,0.0023138-0.00018311i,0.0012621-4.4668e-05i,-0.00043287+0.00065172i,-0.00088651+0.0013482i,-0.00018766+0.0014195i,-4.5873e-05+0.00086258i,-8.4803e-05+0.00021537i,-0.00023249-0.00016503i,-0.0011898-0.00012061i,-0.0014347-0.00034856i,-0.0014084-0.00051776i,-0.001088+0.0002391i,-0.00093971+1.6215e-05i,-0.00061015-0.00083787i,0.00014653-0.00047233i,0.0010508-1.7143e-05i,0.0010284+0.00033479i,0.00071648+0.00030756i,0.0015073-0.00032359i,0.0015066-0.00080979i,0.00046776-0.00066892i,-0.0005762-0.00093182i
