-0.00022362-0.00063981i,0.00017849-0.0006494i,-0.0013739-0.0018545i,-0.0011354-0.0020112i,-0.00070257-0.00025775i,-0.00029851+0.0017384i,-0.00020877+0.0029447i,-0.00081944+0.0032i,-5.2231e-05+0.002175i,0.00051942+0.0012484i,0.00038699+0.00026465i,3.1767e-05-0.00028406i,-0.00047009+0.00010572i,-0.00038683-0.00054005i,8.0131e-05-0.0014404i,-0.00018268-0.00095317i,-0.000554-0.00014881i,-0.00033185-0.00035201i,6.0516e-05-4.8881e-05i,0.00061446+7.6926e-05i,0.00093246-3.7818e-05i,0.00059507+0.00011416i,0.00023781-0.00066216i
-0.00022744-0.00041562i,-4.9459e-05-0.00069463i,0.0003267-0.00089446i,0.00070391-0.0010464i,0.00099506-0.0010769i,0.00091557-0.0010516i,0.00061878-0.0010923i,0.00054314-0.0012335i,0.00051249-0.001176i,0.00029085-0.0013606i,-0.00030135-0.001636i,-0.0006231-0.001514i,-0.00048369-0.0012345i,0.00026289-0.00055746i,3.7118e-05+0.00033339i,-0.00029486+0.00050037i,0.00014195-7.4236e-05i,0.00033437-0.00065202i,0.00060267-0.00097343i,0.00036923-0.0010489i,-0.00032563-0.0002057i,-9.861e-05+0.0004258i,0.00032927+0.00015515i
0.00074361+0.00059959i,0.00097995-0.00019705i,0.0009114-0.00076211i,0.00078245-0.0021413i,0.0004958-0.0027295i,-0.00042694-0.0010689i,-0.00093866-5.3922e-05i,-0.00082968+6.6851e-05i,-0.0014918+0.00016727i,-0.0020745-4.0252e-05i,-0.0017401-0.0002439i,-0.0020207-0.00049479i,-0.0021711-0.0015042i,-0.00049758-0.0019042i,7.7547e-05-0.00093952i,-0.00036373-0.00027498i,-0.00017855-0.00041094i,-0.00078483-0.00070013i,-0.00070689-9.0425e-05i,0.00029965+0.00080265i,0.00076484+0.00044147i,0.00069334-0.00022132i,0.0004602+8.5906e-05i
-0.00074663-0.0024418i,-0.00069894-0.0015916i,-0.0011485-0.001436i,-0.0012608-0.0010527i,-0.001366-0.00062124i,-0.00031873-0.00046368i,0.00012065-0.00059264i,-0.00082741-0.0011726i,-0.0020278-0.00091149i,-0.0019289+0.00026655i,-0.00085012+0.00145i,-0.00050038+0.0016989i,-0.0013831+0.001653i,-0.0018613+0.00096131i,-0.0010137+0.00017013i,-0.00018569+0.00033833i,-0.00027998+8.5553e-05i,-0.00048413-0.00012136i,-0.00014248-0.00051677i,0.00024824-0.00011142i,-0.00022602+0.00024849i,-0.00063292-0.00019174i,-0.00020122-0.00056327i
0.00056394+0.00025817i,0.00020294-0.00051764i,-0.00046484-0.00025849i,-0.00078231-0.00021155i,-0.00071245-0.00038622i,-0.00041966-0.00031912i,-0.00031067-0.00040106i,-0.00019555-0.00046854i,-0.00031884-0.00028168i,2.5698e-05+0.00038323i,0.00069382+0.00088621i,0.00049442+0.00054393i,-2.3501e-05+0.00063579i,-0.00075416+0.0010225i,-0.0011903+0.0006478i,-0.0010923-2.3758e-05i,-0.00065318-0.00049084i,-0.00047696-0.00061811i,-0.00052231-0.00051275i,-0.00055346+0.00012206i,-0.00088676+0.00020376i,-0.00032599+3.1286e-05i,0.00056061+2.0484e-05i
-0.00066182-0.00067812i,-0.00027874-0.00035289i,0.00015407-0.00017457i,0.00040576-6.014e-05i,0.00028143-0.00033803i,0.00021886-0.00035075i,0.0001012-3.8226e-05i,0.00013124-4.5489e-05i,0.00065457+0.0002206i,0.000802+0.00088633i,0.001352+0.0012393i,0.0013864+0.0010564i,4.0273e-05+0.0012307i,-0.00071927+0.0012057i,-0.00024807+0.00060464i,-0.00040847+0.00058786i,-0.00059838+0.00012459i,-5.5641e-05-0.0011191i,-9.5544e-05-0.00091038i,0.00011639+0.00024209i,0.00018249+0.00048436i,-3.6673e-05-0.00014469i,0.00033167-0.00038267i
-0.0012867-0.0040944i,-0.0018492-0.0029007i,-0.0030539-0.0019006i,-0.0025366-0.000998i,-0.0012252-0.00016961i,-0.00052071+0.00021832i,-0.00077061-0.0010452i,-0.0013012-0.0019557i,-0.00076452-0.00058598i,0.00049038+0.00044554i,0.0016879+0.00026335i,0.0019396+1.6081e-05i,0.0011989+0.00021559i,5.8775e-05+0.00074229i,-0.00063586+0.00023821i,0.00028335+4.8509e-05i,0.00084152-0.00012122i,0.00012504-0.00045433i,-0.0002385-0.00034296i,-0.00036319+0.0002417i,0.00026387+0.0010371i,0.0014426+0.0011403i,0.001596+0.00053976i
0.00071887+0.0016736i,0.0001694+0.00066838i,0.0006529-0.00032736i,0.00089157-0.00066664i,0.00090335-0.0008656i,0.0005763-0.00019719i,0.00042643+8.7915e-05i,9.0234e-05-0.00023502i,-0.00067197-0.0004182i,-0.00096135-0.00078302i,-0.0013491-0.0014747i,-0.0020024-0.0010322i,-0.0012946-0.00051272i,-0.00036364-0.0010359i,-0.00054632-0.00087594i,-0.00081978-0.00025546i,-0.0011706-0.00048647i,-0.0012709-0.00039099i,-0.00042088-0.00045995i,0.000307+0.0002094i,0.00031075+0.0011639i,0.00031605+0.0011662i,0.00033901+0.00076241i
0.00025632+6.6954e-05i,0.00020243+0.00019115i,0.00029961+7.9482e-05i,0.0004794-0.00088179i,0.00035069-0.0016812i,-0.00043355-0.0015828i,-0.00088486-0.00099565i,-0.0016462-0.00078401i,-0.0023659-0.00053915i,-0.0013145-0.00053781i,-0.00077521-0.00058557i,-0.0013639+0.00013039i,-0.0018135+0.00057428i,-0.0015089+0.00038501i,-0.0016651-0.00016284i,-0.0016119-0.0005595i,-0.0011252-0.00065936i,-0.00067421-0.0002574i,-0.00069674-9.8544e-05i,-0.00067018-0.00034486i,-0.00052821-0.00051556i,-0.00048612-0.00017208i,-0.00016159-2.2891e-05i
0.0019531+0.0010677i,0.0030795+0.001128i,0.0035262+0.00055478i,0.002338-0.00048493i,0.00053138-0.0017899i,-0.00052027-0.0021618i,-0.00083256-0.0013435i,-0.0014156-0.00083043i,-0.0016555-0.0001218i,-0.0012446+0.00079924i,-0.0012931+0.00057133i,-0.0018329-8.2977e-05i,-0.0014427+0.00015504i,-0.0010904+0.00043262i,-0.0014968+0.00049506i,-0.00058764+0.00045734i,-7.1426e-05+0.00057349i,0.00013748+0.00086716i,0.0009387+0.00045656i,0.0006465-0.0002869i,0.00037631-0.0011i,0.0013372-0.00083242i,0.0013016+0.00023647i
5.5922e-05-0.0034784i,-0.00068675-0.0033132i,-0.0017131-0.0034973i,-0.0021462-0.0030196i,-0.0021093-0.0018418i,-0.00085212+4.8438e-05i,0.00086853+0.00059574i,0.00026455-0.00012208i,-0.0011967-0.00034757i,-0.00097034+0.0006236i,3.9922e-05+0.00046737i,0.00043022+0.00039729i,-0.00013235+0.0015971i,-0.00010689+0.0016611i,0.00027772+0.00077628i,-0.00018542+0.000563i,-0.00039682-0.00038211i,0.00025192-0.0010993i,0.000212-0.00084724i,7.3052e-05-0.00036003i,0.00041931-0.00032558i,0.00038056-0.0011082i,-0.00015838-0.0012832i
-2.2669e-05+9.0776e-05i,0.0013224+0.00011206i,0.0018986-0.0003778i,0.00070259-0.00045961i,-0.00093386-0.00031946i,-0.00096037-0.00083778i,-0.00066862-0.0011175i,-0.00092298-0.00052959i,-0.00034516+0.00014417i,0.00037257+0.00035842i,0.00056403+0.00012846i,0.00077556-3.4957e-05i,0.00054908+1.6531e-05i,0.00053161-0.00036898i,0.00056972-0.00067473i,0.00015397-0.00063049i,0.0001704-0.00049668i,0.00062139-0.000394i,0.00047075+0.00016279i,-0.00022874+0.00096485i,2.2998e-05+0.00036814i,0.00031977-0.00030995i,0.0004121+0.00018719i
-0.0011216+0.00077038i,-0.0010265+0.00054114i,-0.00020278+0.00042891i,0.0004462+7.1711e-05i,0.00055686-0.00068768i,0.00014003-0.00086194i,0.00050478-0.0010737i,0.00033982-0.00088536i,-0.00029934-7.2351e-05i,-6.6211e-05-4.7916e-05i,-0.00030601-0.00075898i,-0.00058496-0.0013369i,-8.3942e-05-0.00085076i,0.00020289-0.00049996i,-0.00032709-0.0010132i,-7.117e-05-0.00076554i,0.0003125+0.00021593i,0.00032944+0.00069136i,0.0006159-0.00021769i,0.00031723-0.00070037i,0.00015245-0.00084157i,0.00024218-0.0013014i,-0.00037438-0.0010561i
-0.00051345+0.0020781i,0.0010951+0.0014795i,0.0013872+0.00062957i,0.0022261+0.00012054i,0.0022425-0.00010053i,0.00088567-0.0010859i,0.00031391-0.0019843i,-0.00018274-0.001378i,-0.00057386-0.00028063i,-0.00014561+2.8536e-05i,0.00024724-0.00020678i,-0.00054615-0.00083698i,-0.0015688-0.00094038i,-0.0014682-0.00082222i,-0.0011217-0.00033572i,-0.0013463+0.00021842i,-0.0006921+0.00021087i,-0.0004582-0.00018223i,-0.00085484-0.00026266i,-0.00075289+0.00044272i,-0.00041602+0.00083244i,-0.00040615+0.00057568i,9.3634e-05+0.00047578i
-0.0014159-0.00051889i,-0.00088947-0.00031324i,-0.001513-0.00059205i,-0.0016454-0.00014241i,-0.0011217+0.00029275i,-0.00041584+0.00017743i,-6.7845e-05+0.00058815i,-0.00072751-2.4482e-05i,-0.0014183-0.0010992i,-0.0015151-0.00033021i,-0.00054267+0.001055i,-0.00085575+0.0012988i,-0.0022025+0.00070991i,-0.0029771+0.00068699i,-0.0032422+0.00036784i,-0.0017478-4.7826e-05i,-0.00017589+9.3426e-05i,-0.00032443+0.00028595i,-0.00092271-7.8386e-05i,-0.00051493-1.649e-05i,-0.00015646-2.9753e-05i,-4.842e-05+4.1738e-05i,8.6959e-05+0.00017785i
5.5016e-05-0.00041015i,-7.5101e-05-0.00089171i,0.001357-0.00045555i,0.0013198-0.00011623i,0.00093622+2.4729e-05i,0.00083524-0.00064025i,-5.1196e-06-0.0011673i,-0.00053143-0.00077762i,-0.0013161+0.00011215i,-0.0014789+0.00058251i,-0.00093162+0.00048326i,-0.0005211+0.00045949i,-0.00049481+0.00025185i,-0.0011448+0.00015355i,-0.0012961+0.00037161i,-0.0010538+4.7852e-05i,-0.00061105-0.00099499i,-0.00028262-0.0015545i,-0.00027758-0.0011941i,-1.1536e-05-0.00074095i,-1.4365e-05+0.00010397i,-0.00013184+0.00016036i,-0.00031161-7.49e-05i
0.00036846+0.0017345i,0.0013065+0.0015969i,0.0022143+0.0011677i,0.0030326+0.00070567i,0.0021194+0.00024126i,0.00059377-0.00025177i,-0.00069969-0.0011758i,-0.0011495-0.0017859i,-0.00066671-0.00086324i,-0.00010802+0.0002305i,0.0005214+0.00022711i,0.0001928-0.00014728i,-0.00068862+0.00043547i,-0.001095+0.0014076i,-0.00095083+0.00094684i,-0.00053151+0.00054122i,-0.00033625+0.00055904i,0.0002103+0.0002548i,0.0011314+0.00021145i,0.00031104+0.00082192i,-0.00038259+0.00098006i,0.00019609+0.0002176i,-0.00029766+0.00019914i
-0.00036819-0.00052546i,3.1966e-05-0.00091854i,-0.00044054-0.0013406i,-0.00038569-0.0011694i,-6.0426e-05-0.00072774i,6.1912e-05-0.0015249i,0.00018866-0.0018528i,6.7673e-05-0.00032469i,-0.00014098+0.0009063i,0.00021316+0.0007782i,0.00068531+0.00061341i,-4.3042e-07+0.00035508i,-0.0004705-0.0002294i,0.00012151-0.00020164i,0.0010087+0.00029863i,0.00086096+0.00033182i,0.00020137-0.00018084i,-0.00055547-9.6618e-05i,-0.00043986-0.00061479i,0.00094926-0.00091382i,0.0010664-0.00048631i,0.00041844-0.00058038i,0.00020551-0.00089167i
0.00040463+0.00047349i,0.00079185+0.0010419i,0.0011393-3.2258e-05i,0.0010633-0.00091226i,0.00092823-0.00084129i,0.0011596-0.00090454i,0.0013201-0.00073592i,0.00019309-0.00045062i,-0.00058878-0.00044472i,-0.00038268-0.00080401i,-0.00057451-0.0016626i,-0.00060887-0.0012019i,-0.00065529-0.00038074i,-0.00086424-6.8123e-05i,-0.00050861-0.00026239i,-0.00049297-0.0011058i,-0.00032341-0.0015079i,3.0171e-05-0.0010831i,0.000578-0.00064298i,0.00044768-0.00074611i,0.00026329-0.00098723i,5.1234e-05-0.00074935i,-0.0003346+0.00027849i
-0.0011684-0.0012948i,-0.00016536+5.4836e-05i,-0.00086914+0.00015741i,-0.001785-0.00065638i,-0.0016724-0.00093507i,-0.00015048-0.00089907i,0.0004978-0.00068256i,-0.00061517-0.00077846i,-0.00089979-0.00060834i,-0.00021402+8.5837e-05i,-7.849e-07+0.00046276i,1.579e-05+0.00019174i,0.00030059-0.00052825i,-0.0002786-0.0010256i,-0.00073737-0.0014113i,-0.00067023-0.00099323i,-0.00095811-0.0006366i,-0.001013-0.0010102i,-0.00026145-0.00011701i,-0.00024395+0.00066578i,-0.00010345+4.8619e-05i,3.4399e-05-0.00077521i,-4.7102e-06-0.0010908i
-0.00087479+0.00040743i,-0.00085539-0.00011507i,-0.0011046+0.00083395i,6.1063e-05+0.00095644i,0.0010604+0.00071675i,0.00038958-1.1548e-05i,-0.0002783-0.00095059i,-0.0011639-0.0006826i,-0.0019013-0.00028474i,-0.0013364-0.00036667i,-0.0014854-0.00073463i,-0.0017543-0.00079994i,-0.0015275+0.00028632i,-0.0019159+0.00015407i,-0.001112-0.00070608i,0.0004436-0.0010937i,0.00027808-0.001216i,-0.00055229-0.0010347i,-0.00035357-0.00071601i,0.00021725+0.00014819i,3.8145e-06+0.00029802i,-0.00031916+0.00053741i,-0.0008233+0.00095443i
-0.00021542-0.00077873i,0.00056556-0.00053796i,0.00059586-0.00081098i,7.7474e-05-0.00088575i,0.00050265-0.00038477i,0.00095809+0.00024634i,0.00041768-0.00028604i,-0.00065306-0.0010684i,-0.0015419-0.00066787i,-0.0011711+0.00013157i,-0.00019121+0.00037206i,0.00016279+0.00053958i,-0.00031754+0.0009712i,-0.00043416+0.0015435i,0.00021158+0.0016631i,7.883e-06+0.001064i,-0.00055346-0.00031613i,-0.00077958-0.00089425i,-0.0010787-0.00067095i,-0.0012089-0.00097245i,-0.00075482-0.00073074i,2.4006e-05-5.2107e-05i,0.00017917+0.00019027i
0.00055414-0.0012117i,0.0012231-0.0019938i,0.0011559-0.0028063i,0.00047148-0.0019587i,-0.00075242-0.0009353i,-0.0014777-0.00089326i,-0.00082753-0.0013231i,-0.00049459-0.0013425i,-0.0015688-0.00080522i,-0.002554+3.8601e-05i,-0.0017564+0.00067781i,-0.00056158+2.3944e-05i,-9.1547e-05+3.2879e-05i,0.00022054+0.00092255i,0.00035903+0.001103i,0.00032359+0.00090706i,-0.00031032+0.00061422i,-0.0005517+0.00076085i,4.9734e-05+0.00038558i,0.00017886-0.00057036i,0.00023181-0.00088039i,0.00046869-0.0010055i,0.00076933-0.00060191i
0.00013483-0.0015384i,0.00021792-0.0010512i,0.0002288-0.0016169i,-3.592e-06-0.0019036i,-0.00070945-0.0011073i,-0.0010684+0.00019319i,-0.0010398+0.00033957i,-0.00071898-0.00053682i,-0.00026494-0.00056829i,0.00011321-0.0002686i,0.00026389-0.00014929i,0.00025642-0.00035677i,7.6722e-05-0.00070045i,0.00018147-0.00043168i,0.00067444-0.00093629i,0.00063297-0.0013974i,0.00034879-0.0008775i,-0.00026465-7.6534e-05i,-0.00076898+0.00010322i,-0.00052682-0.00080303i,6.4068e-05-0.0010999i,-0.00029101-0.00055379i,-0.00021267+0.00017721i
0.0015193-0.0017429i,0.0014087-0.0017899i,0.0002015-0.0027522i,-0.00012938-0.0036416i,-0.00037699-0.0024605i,-0.00083877-0.00065207i,-0.00042928-0.00063392i,-1.5318e-05-8.7789e-05i,8.1054e-05+0.00050243i,-6.184e-05+0.00011508i,0.00020692-0.00031116i,7.463e-05-5.494e-05i,-8.2603e-05+0.00019586i,0.00043829+0.00020725i,0.0010937-0.00029751i,0.00090774-0.00055297i,9.2261e-05-0.00023866i,-0.00020161+0.00019214i,-0.00055293-0.00013631i,-0.00025792-0.00069324i,4.4492e-05-0.00080267i,0.00031314-0.00030636i,0.00042426+0.00026958i
-0.0014199-0.0015447i,-0.00071314-0.0013714i,-0.0021147-0.0003992i,-0.0028561-0.00012852i,-0.0020251-0.00016409i,-0.0005355-6.2867e-05i,0.00036183-0.00062845i,-0.00016535-0.00089534i,2.3486e-05-4.9544e-05i,-9.7745e-05+0.00053693i,-0.0013823+0.00052281i,-0.0010147+0.00025137i,0.00014462+0.00040253i,-0.00015046+0.0010501i,-0.0007701+0.00045599i,-0.00075315-0.0003195i,-0.00066669-0.00055128i,-0.00084723-0.00043225i,-0.0013295-0.00050523i,-0.0012472-0.0012029i,-0.00085198-0.0012884i,-0.00060327-0.00065646i,4.5705e-05+0.00017604i
-0.00031206+0.0029552i,0.00092773+0.0031504i,0.0025463+0.0026804i,0.002615+0.0012758i,0.0010151+0.00041718i,-6.169e-05-0.0010023i,-0.00089486-0.0011726i,-0.0013659-0.0010458i,-0.00069727-0.0010285i,-0.00032486+0.00016455i,-0.00061609+0.0010378i,-0.00076058+0.0017823i,-0.00040725+0.0013867i,-0.00054165-0.00020061i,-0.00082224-0.00022605i,-0.000575+0.00011161i,-2.1525e-05-0.00047566i,-7.2238e-05-0.00040604i,-0.00049135-0.00017851i,-0.00052366-0.00014417i,3.3297e-05+7.3516e-05i,0.00077218-8.0212e-05i,0.00045606+0.00057775i
-0.00010918-3.936e-06i,-0.00042658-0.00079951i,0.00037265-0.0012827i,0.0014049-0.0017661i,0.0015245-0.0017337i,0.00075065-0.00048459i,-0.00047501+0.00019426i,-0.0014109-3.1912e-05i,-0.0016458-7.1863e-05i,-0.0011757-0.00029404i,-0.00020575-8.8693e-05i,-2.3737e-05+5.8661e-05i,-0.00031668+0.00048208i,-0.00017212+0.00075731i,-2.887e-05-0.00012997i,-2.3614e-05-0.0012243i,0.00017809-0.00070738i,-0.00063417+0.000356i,-0.0013887+0.00085599i,-0.00097644+7.1332e-05i,1.0392e-05-0.00063548i,0.00086501-0.00078469i,0.00078185-0.00048109i
0.00072559+0.00082648i,0.0010521+5.8157e-05i,0.0012757+0.00027844i,0.0014544-0.00042432i,0.0020034-0.0013523i,0.0011718-0.001161i,-0.00025203-0.00075009i,-0.00098668-0.00063149i,-0.0020618-0.00014217i,-0.0018742+0.0002725i,0.00029515+0.0003951i,0.0011904-0.00030848i,0.00090037-0.00081015i,0.00043843-0.00019715i,-3.1468e-05+8.1006e-05i,5.0024e-05-3.9599e-05i,-0.00044436+0.00037907i,-0.00069453+0.00054086i,-2.3557e-05-0.00026804i,0.00049872-0.00019372i,0.00024615+0.00011078i,0.00042668+7.5624e-05i,0.00053013+0.00025811i
0.00031068+0.00024466i,0.00080697+0.0006172i,0.0016399+0.0004417i,0.0013995-0.0014391i,0.00053158-0.0030354i,-0.00061781-0.0022513i,-0.0011264-0.00055156i,-0.0006795-5.6151e-05i,-0.00072673+0.00012106i,-0.0007826+0.0002508i,-0.00025722+0.0002864i,-0.00030348-0.00023374i,-0.00052206-0.0010798i,-0.00028347-0.00032193i,0.00029026+0.00049697i,0.00054824-0.00012782i,0.00021076-0.0011856i,-0.00020987-0.0014529i,-0.00019979-0.00070129i,-0.00016249+1.1499e-05i,-0.00046948-0.00016175i,-0.00038675+0.00013642i,-0.00039427+0.00023085i
0.0016649-0.00099981i,0.0028781-0.0011953i,0.001697-0.0017427i,0.00099399-0.0016957i,0.00051491-0.0016793i,-0.00037611-0.00048876i,-0.00068693+0.00055154i,-0.00094522+0.00020145i,-0.0010266-0.00079713i,-0.00072997-0.0007646i,-0.0013851+0.00023382i,-0.0020831+0.00081913i,-0.0019509+0.00047403i,-0.0011416-5.3051e-05i,-0.00061719-3.9661e-05i,-0.00060348-0.00025162i,-0.00067114-0.000238i,-0.0010853+0.00011452i,-0.001242-0.00049645i,-0.00062092-0.00076727i,-4.7096e-05-1.7613e-06i,0.0003242-0.00044973i,7.002e-05-0.00033105i
0.0008231-9.3831e-06i,0.00013495-4.1197e-05i,0.00024438-0.0013871i,-7.035e-05-0.0020341i,-1.1682e-05-0.0016767i,0.0003976-0.00072223i,-0.00029214-0.00074284i,-0.00086482-0.0010655i,-0.00093439-0.00035522i,-0.0011804+2.6011e-05i,-0.0016531+4.9818e-05i,-0.0016698+0.00073652i,-0.0019882+0.00097363i,-0.0015302+0.0010359i,-0.00031245+0.00070182i,-0.00021345-0.00011949i,-0.00028866-1.7744e-05i,-0.0005722+0.0005003i,-0.00030029+0.00026623i,0.00045863-0.00015869i,0.0007756-0.00067161i,0.00069844-0.0006779i,-0.00027499-0.00043734i
0.00057152+0.00041719i,0.00075644+0.00067291i,0.00092612+0.00022049i,-7.2805e-05-0.00074633i,-0.00080454-0.0007893i,-0.00082409-0.00092734i,-0.00097625-0.0014127i,-0.00090729-0.0016775i,-0.00080432-0.0013243i,-0.00065825-0.00015709i,-0.0005234+0.00098009i,-0.0003141+0.0011967i,0.00045985+0.0010826i,0.00038215+0.00088721i,-8.3549e-05+0.00056169i,3.9655e-05+0.00040674i,-0.00027024-0.00027467i,-0.00048092-0.0010104i,-0.00073013-0.00066058i,-0.00067919+0.00038197i,-0.00036489+0.00087274i,-0.00031429+0.00047135i,-0.00029826-0.00043264i
-0.001976+0.00047334i,-0.0017156-0.00043349i,-0.00057204+0.00065537i,0.00042888+0.0013288i,0.00023555+0.0008615i,-0.00057244-0.00018251i,-0.00029992-0.00082198i,0.00016166-0.00055827i,-0.00055497-0.00044706i,-0.00097249-0.00039121i,-0.00072196+0.0001748i,0.00025448-0.00027377i,0.001012-0.001094i,0.00083131-0.00036048i,0.00023128+0.00037349i,-0.00087582+0.00026403i,-0.0015381-8.4405e-05i,-0.0010927+0.00010564i,-0.00069351+3.4669e-05i,0.00012544-0.00017595i,0.0008755-0.00040359i,0.00067593-0.00054505i,0.00025685-4.2684e-06i
0.0033446+9.2413e-06i,0.0037418+0.0016274i,0.0038138+0.0011099i,0.0031402-0.001269i,0.0018931-0.0024071i,0.00069788-0.0015441i,-9.5029e-05-0.00064387i,-4.022e-05-0.00056265i,0.00030814-0.00056027i,0.00053637-0.00073909i,0.00059435-0.0010303i,0.00043971-0.0014926i,-0.00041879-0.0012521i,-0.00060451-0.0001256i,-3.8673e-05-4.6784e-05i,-0.00024225-0.00037272i,-0.00087146-0.00034713i,-0.0012806-0.00049038i,-0.0010116-9.7511e-05i,-0.00027257+0.0003617i,0.00038732+5.5014e-05i,0.00030057-0.00017484i,0.00028796+5.2979e-05i
0.0014307+0.0030019i,0.0022973+0.0021313i,0.0035665+0.00083702i,0.0035786-0.00077604i,0.0022007-0.0020674i,0.00028067-0.0021763i,-0.00047434-0.0013933i,9.8843e-05-0.00088015i,0.0003846-0.0010164i,0.00016254-0.0015097i,-0.00032179-0.0013427i,-0.0011721-0.0012145i,-0.0022166-0.0011656i,-0.001429+0.00013609i,-0.00035121+0.00059803i,-0.00049971+3.2292e-05i,-0.00071353-0.00014126i,-0.00060806-0.00064711i,-0.00011673-0.00094996i,0.0002233-0.00055871i,-0.00029737+0.00031147i,-0.00066309+0.00045888i,-0.00053514+0.00082019i
-0.0018202-0.0012729i,-0.0014088-0.0022452i,-0.00155-0.0023476i,-0.0018362-0.0008325i,-0.0018112+0.00045459i,-0.00092803+0.0002533i,-0.00055913-0.00043213i,-0.00088189-0.00068585i,-0.00061795+0.00024044i,-0.00049133+0.0016703i,-0.00046829+0.0010912i,-0.00029396+0.00044443i,-0.00076376+0.00051087i,-0.00092979+0.00030919i,-9.4361e-05+7.8002e-06i,0.00026018-0.00047089i,0.00019035-0.00034157i,-0.00033968+5.6209e-05i,-0.00071881-0.00035525i,-0.00036942-0.00013772i,-0.00022978+0.00014242i,9.7477e-05+0.00040956i,-0.0004701+0.00048133i
-0.0013368-0.00015404i,-0.0014265+0.0007644i,-0.0011482+0.0022916i,1.0869e-05+0.0017312i,0.00079302+0.00032225i,0.0012211-0.00062679i,0.00078576-0.00095726i,-0.00076911-0.00098739i,-0.0011393-5.9778e-05i,-5.0958e-05+0.00057391i,-0.00051457+0.00082619i,-0.0018685+0.0013184i,-0.0015592+0.00070823i,-0.00043993+0.00031915i,-0.00041377+0.00070455i,-0.00057262+0.00064192i,7.5807e-06-0.00030839i,3.2964e-05-0.0004346i,0.00017507+0.00069247i,0.00038235+0.0014014i,0.00043401+0.00074509i,0.00075364+0.00038025i,0.0002735+0.00059753i
0.0018755-0.00020355i,0.0020812-0.00087183i,0.002181-0.0021112i,0.001211-0.00256i,0.00043003-0.0016661i,8.1474e-05-0.0010679i,-0.00042402-0.00092147i,-0.00018334-0.0010198i,0.00036941-0.000907i,3.9132e-05-8.9994e-05i,-0.00030475+0.00061487i,-0.00034397+0.0013191i,2.9957e-05+0.0014464i,0.00046039+0.00062645i,0.00021375+0.00034718i,0.00036809+0.00023931i,0.00041872-0.00047464i,0.00010911-0.00077383i,-0.00018308-0.00066975i,-0.00041951-0.00038235i,-0.0003535-0.00052162i,-0.00021931-0.00089936i,0.00031497-0.00046552i
0.00093267-0.00082641i,-0.00020844-0.0011305i,0.00038847-0.00014329i,0.0010523-0.00031973i,0.00036073-0.00070625i,-0.00044403-0.00046156i,0.00021379-0.0009392i,0.00062947-0.0019583i,-0.00038053-0.0013814i,-0.00081031-7.9827e-05i,0.0001002+0.00051334i,0.0004154+0.0007521i,0.00016463-0.00013973i,0.00035909-0.0012588i,0.00023664-0.00080587i,-0.00043685+0.000209i,-0.0006223+0.00021528i,-0.00071447-0.00024138i,-0.00059671-0.00037241i,-0.00011403-0.00026577i,3.3776e-05+0.00018735i,-8.0152e-06+0.00021144i,-0.00015305-0.00032519i
0.0022079-0.0017609i,0.0027575-0.0021562i,0.0020152-0.0024536i,0.0010187-0.0029462i,0.00062732-0.0029372i,-5.3298e-06-0.0019612i,-0.00087816-0.00088182i,-0.0012759-0.0014453i,-0.0014083-0.0017516i,-0.0014376-0.00034602i,-0.00055159+0.00043736i,8.7164e-05-0.0005441i,-0.00014359-0.0013832i,-0.00076145-0.00091087i,-0.00059643-0.00027375i,0.00028467+0.0001123i,0.0003061+0.00031917i,9.6839e-05-0.0001672i,0.00035466-0.00090352i,0.00058732-0.00043078i,0.0005522+0.00067357i,0.00022489+0.00017176i,-0.00045037-5.0591e-05i
0.000768+0.0011824i,0.00034884+0.0011135i,0.0016219-0.00015252i,0.0018922-0.0010568i,0.0012393-0.0011409i,0.00092254-0.00040318i,-0.00021944-0.00042512i,-0.00075224-0.00058952i,-0.00050003+0.00036848i,-8.6756e-05+0.00020464i,-4.9434e-05+0.00024811i,-0.00091422+0.00081492i,-0.0014968+0.00029215i,-0.0011714-0.00020528i,-0.00079618+0.00050754i,-0.00013973+0.0015162i,7.0442e-05+0.0013147i,4.8312e-05+0.00036761i,0.00018918-0.00055791i,0.00036614-0.0012386i,0.00087521-0.00054918i,0.0014772+2.5092e-05i,0.0012397+2.9185e-05i
0.0015326+0.0002246i,0.0012805-0.00032i,0.0016418-0.00081456i,0.00078483-0.00045565i,-3.3338e-05-0.0007569i,-4.0148e-06-0.0015016i,-0.00057453-0.0012048i,-0.0012057-0.00035959i,-0.00076008+0.00017258i,3.4753e-05+0.00018887i,-0.00041486+4.3358e-05i,-0.0009538+0.00043879i,-0.0012359+0.0013248i,-0.0010766+0.0024789i,-0.00079216+0.0018751i,-0.0011478+0.00082702i,-0.00097199+0.00014158i,-0.00018644-0.00034492i,3.3005e-05-9.1519e-05i,-0.00037443-0.0002176i,-5.8647e-05-0.00087091i,0.00076359-0.00085468i,0.0011043-2.6425e-05i
