-0.0012235-5.2613e-05i,-0.0012908-0.00060289i,-0.0016748-0.0015201i,-0.0013632-0.0009905i,-0.0011613+0.00011752i,-0.0014198+0.0010205i,-0.0012502+0.0017052i,-0.00076659+0.0014014i,-0.00029576+0.00056158i,0.00033759+5.8095e-06i,0.0014164-0.00029456i,0.0015767-0.00057047i,0.00055857-0.00012091i,-0.00034255+0.00027794i,-0.00069261+5.2858e-05i,-0.0013569+0.00037231i,-0.001733+0.00059161i,-0.0015366+0.00012944i,-0.000566+3.1502e-05i,-0.00011989-0.00018053i,-5.3868e-05-0.00092238i,0.00016345-0.001643i,-9.2497e-05-0.0011576i
0.00090295+0.00069793i,0.00086406+0.00065731i,0.0010156-0.0001443i,0.0015426-0.00016116i,0.0022822-0.00031197i,0.0016587-0.00087396i,0.00074876-0.00068696i,0.00030027-0.00055264i,0.00029152-0.00031189i,0.00053962-0.00023031i,0.00064211+0.00024893i,0.00014027+0.0013302i,-0.0005639+0.0013422i,-0.00086092+0.00069347i,-0.0012666+0.00013791i,-0.00054428+4.9561e-05i,0.00056237+0.00027868i,0.00078358+0.00046829i,-0.00022017+0.00021308i,-0.00066982-0.00022732i,-0.00060434-0.00085045i,-0.00041184-0.0013945i,-0.00025519-0.001369i
0.0019792+0.00056092i,0.001655+0.00053561i,0.0032848+0.00042186i,0.0040136+0.00071951i,0.0038005-0.00015029i,0.0022382-0.0011123i,0.00021029-0.0014558i,0.00023969-0.0011187i,0.00054305-0.00018179i,5.0242e-05-2.2589e-05i,-0.00028186-0.00028224i,-0.00018898-0.00044208i,1.4502e-05+7.1474e-05i,-7.026e-05+0.00024113i,-0.00016807+0.00036963i,-0.00070255+0.00042025i,-0.0012017-0.00021892i,-0.00071991-0.00079816i,0.00020858-0.0013073i,0.00028546-0.0007027i,0.00068263-0.00015055i,0.0011181+0.00025664i,0.00039217+0.00032742i
-0.0027548+0.0019982i,-0.0028587+0.0018958i,-0.0021375+0.002088i,-0.00070768+0.0021973i,0.00085779+0.0017011i,0.0017783+0.00067406i,0.0013+0.00017131i,0.00091533-0.00031674i,0.00089926-0.00071234i,0.00071559-0.00025479i,0.0008863+0.00018813i,0.001556-0.00012979i,0.0013954-0.00067293i,0.00042585-0.001194i,0.00032075-0.0015496i,0.00071104-0.00087254i,0.00056159-0.00021628i,0.00048262-0.00042984i,8.0602e-05-1.5241e-05i,-0.00045347+1.5876e-07i,-0.00062768-0.00030991i,-0.00026824-0.00071917i,-0.00014199-0.00070141i
0.00067495+0.0011128i,-0.00034739+0.0013014i,0.00061832+0.00053098i,0.0022298+0.00037051i,0.001425+3.5426e-05i,-4.141e-05-0.00081937i,-0.00015297-0.0013895i,-4.6726e-05-0.0016329i,-0.00012319-0.00062761i,-6.6595e-05-1.5705e-05i,0.00010079+0.00072173i,0.00028829+0.00088071i,0.00039255-0.00040998i,0.00057812-0.00046694i,3.2671e-05+0.00032988i,-0.00015028+0.00064193i,0.00039834+0.00034723i,0.00030185-0.00014601i,3.1436e-05+4.819e-05i,-0.0002287-4.4081e-05i,-0.00035524+2.3923e-05i,-7.8281e-05+0.00092353i,0.0001811+0.0009017i
0.00094307-0.0021009i,0.0019013-0.0021242i,0.0019892-0.0021759i,0.0010388-0.0010553i,-0.00066736-0.00028021i,-0.001696+9.2699e-05i,-0.0013501+0.00047162i,-0.00097516+8.9194e-05i,-0.00032971-0.00056891i,-0.00048005-0.00036358i,-0.0015673+0.00039539i,-0.0011343+0.00088065i,-6.6602e-05+0.00063005i,0.00098921+0.00024402i,0.0011759+0.00054694i,0.0011232+0.00050912i,0.0015666-0.0002656i,0.00090381-0.00053743i,-2.6711e-05-0.00046882i,-0.0002151+2.8423e-05i,0.0005912+0.0002838i,0.0009115-0.00038982i,0.00055366-0.00075316i
-0.0015817+0.0002904i,-0.0012368+0.00010019i,-0.0012214+0.00089968i,0.00014903+0.001464i,0.0011197+0.0019568i,0.0017273+0.0012909i,0.0016475+1.3319e-05i,0.0010007-0.00087301i,0.0001652-0.00080982i,-0.00036418+6.0822e-07i,0.00055482-0.00015343i,0.0017273-0.00042488i,0.0011111-0.00049945i,-0.00079601-0.00075635i,-0.0018471-0.00022823i,-0.0013169-0.00035503i,0.000246-0.00090594i,0.00061041-0.00069523i,-0.00061044+0.00019535i,-0.00076286+0.0005824i,-0.00031238+0.00032202i,-0.00034119-0.00030246i,-0.00040194-5.654e-05i
-0.0020776+0.00030408i,-0.002095+0.00014037i,-0.0016575-0.00026348i,-0.00047889+0.00064474i,9.3194e-05+0.0010563i,0.00056036-0.00056296i,0.00013885-0.0013605i,-0.00058795-0.00074056i,-0.00049087+0.00018207i,0.00056545+0.0014344i,0.000979+0.0015423i,0.00078464+0.0008688i,0.00028543+0.0004673i,-4.7421e-06-9.8286e-05i,4.3909e-05-0.00020579i,-0.00027858+0.00020953i,-0.0007867-0.00010581i,-0.00038709-0.00069453i,0.00066179-0.00094113i,0.00051544-0.00038715i,0.00056667+6.2348e-05i,0.00039261-0.00022179i,-0.00061722-0.00025124i
0.00072758+0.00011681i,-0.0002825-0.00092015i,2.9723e-05-0.00015226i,0.0011689+0.0010918i,0.0011095+0.001473i,0.00041709+0.0013516i,-0.00055373+0.00059595i,-0.001041+0.00021713i,-0.00027221-0.00058584i,0.00016062-0.00070929i,0.00043645-0.00012567i,0.00088781+0.00035874i,0.00094349+0.00041554i,0.00030097+0.00061435i,-0.00056127+0.00029195i,-0.00058916-0.00025122i,-0.00032044-0.00042912i,8.5645e-05-0.00033708i,-0.0004315+8.6937e-05i,-0.00068629+0.00025956i,-0.00033554+0.00032728i,-0.00014588-0.00042421i,-0.00028816-0.00099995i
0.005444-0.00012264i,0.0050303-0.00069033i,0.0042464-0.0022216i,0.0027009-0.0024139i,0.0015816-0.0020645i,0.00098355-0.0013222i,0.00067559-6.6503e-05i,0.0008207+0.00034316i,0.00083924-0.00093181i,0.00074551-0.0020662i,0.0010775-0.0015905i,0.0016189-0.00029323i,0.001352+0.00068943i,0.00030833+0.0013719i,-0.00053444+0.0015079i,-0.00034908+0.00095783i,0.00012762-2.0365e-06i,0.0006479+5.8409e-05i,-2.732e-05+0.0008264i,-0.0010418+0.00038349i,-0.0005935-0.00057829i,-0.00087939-0.0010033i,-0.0012999-0.00079876i
-0.002678+0.00078064i,-0.0020367-7.6931e-05i,-0.0011653+0.0011903i,-0.00047873+0.0020213i,0.00076859+0.001361i,0.0013764-8.2544e-05i,0.00063305-0.0014559i,-6.3968e-05-0.0012012i,-0.00048155-9.9459e-05i,-0.00072596+0.0012469i,-6.5888e-05+0.0018528i,0.00046496+0.0011932i,0.00028614+0.00036566i,-0.00020763-0.00032162i,-0.00056966-0.00071356i,-0.00047548-0.00017094i,-0.00048143+0.00013676i,-0.00058152+0.00044571i,-0.0010562+0.0007873i,-0.00097775+0.0011942i,0.00035211+0.0013415i,0.00040319+0.00042909i,-0.0006039-0.0001391i
-0.00035305+0.00024658i,0.00016851+0.00041149i,0.00027897+0.0010027i,0.0008791+0.00068027i,0.001846-0.00036185i,0.0026451-0.00049493i,0.0012326-0.0004745i,-0.00069271-0.00034581i,-0.00091497+3.5688e-05i,-0.00087325-0.00015097i,-0.00085318+8.8976e-06i,-0.00063216+1.4558e-05i,-4.7796e-05-0.0008903i,6.2171e-05-0.00091048i,-0.00052727+0.00040392i,-0.00078761+0.00075662i,-0.00077707-0.00034918i,-0.00021907-0.00082033i,-8.4385e-05-0.00029983i,-0.00017741+0.00029576i,0.00018545+0.00029769i,0.00037915+0.0004031i,0.00017998+0.00073563i
0.0027463-9.0848e-05i,0.0026235-0.00046416i,0.0027336-0.0015578i,0.0014792-0.0015392i,0.00026227-0.00099896i,0.00015582-0.00040801i,4.9459e-05+0.00049897i,-0.00070779+0.00064696i,-0.001338-0.00052045i,-0.00058945-0.00089733i,-3.4943e-06+2.5786e-05i,0.0005417+0.0010091i,0.00062849+0.0011304i,0.00012672+0.00061881i,-0.0004689+0.00084093i,-0.00086847+0.00060305i,4.7053e-05-0.00052978i,3.5741e-05-0.00040129i,-0.00019087-0.00010701i,7.8626e-05-0.00051322i,-0.00012712-0.00033063i,-6.8652e-05-0.00017983i,0.00039337-0.00054964i
0.0018616+0.0011279i,0.0011897+0.00069858i,0.0021272-0.00039021i,0.0026328-0.0012732i,0.0018822-0.002357i,0.00072637-0.0027998i,-3.6593e-05-0.0020457i,0.00045702-0.00048191i,0.0011056+0.0011849i,0.0013323+0.0018517i,0.0014692+0.0015766i,0.0010286+0.0015747i,-0.00034487+0.0014352i,-0.00085235+0.00085278i,-0.00093915+0.00063395i,-0.0015278+1.043e-06i,-0.0012812-0.00046786i,-0.00074984-3.6993e-05i,9.9715e-05+0.00029326i,0.00064555+0.00051958i,-7.399e-05-0.00016855i,-0.00053749-0.00070866i,-0.00058405-0.00063578i
-0.0021861+0.00022121i,-0.00015589+0.00046561i,0.00085921+0.00076031i,0.001967+0.0013147i,0.0025558+0.001804i,0.0018693+0.00081351i,0.00047904+9.8721e-05i,-0.00030498+0.00035967i,-0.00054114+0.00012986i,-0.00035157-0.00025342i,0.00029242+0.00035671i,0.00038706+0.00023535i,0.00069733-0.00087036i,0.00092895-0.0013879i,0.00031636-0.00079124i,-0.00038381-0.00066983i,-0.00028575-0.00048898i,0.00013591-0.00064852i,9.9704e-05-0.0013348i,0.00018187-0.00075572i,-9.0599e-05-0.00050928i,7.0167e-05-0.00054909i,0.00010459-0.00017287i
0.0008603+0.00037621i,0.0018477-5.9204e-05i,0.0021224+0.00068237i,0.0016306+0.0014025i,0.00043007+0.00095996i,0.00061634-0.00049552i,0.0012755-0.00067832i,0.00037182+0.00016193i,-9.0166e-05-0.00015017i,0.00014301-0.00078923i,0.00025073-0.00097655i,0.00016745-0.0012432i,0.00038981-0.00091317i,0.00070511+0.00013204i,-0.00036095+0.0012516i,-0.0013001+0.0010489i,-0.00055887-2.3103e-05i,0.00031491+0.0002548i,0.00029303+0.00030017i,-0.00050425-0.00022365i,-0.0008896+9.9146e-05i,7.7647e-05+0.00018609i,-0.0001043+0.00027418i
0.0013436+0.00060078i,0.0024136+0.00071628i,0.0015735+0.00042586i,0.00034708-8.9858e-05i,-0.00032232+0.00034021i,-0.0009836+0.00097429i,-0.00060991+0.00033256i,0.00040474-0.00074754i,0.00025429-0.00062888i,0.00019063-2.1069e-05i,0.00093455+0.0010838i,0.00057378+0.0015716i,-0.00047303+0.0017936i,-0.0013052+0.0012102i,-0.0011658+0.00043709i,-0.00064247+0.0005505i,-0.00066655+0.00046491i,-0.00061779-3.3514e-05i,-1.4434e-05-0.00035771i,-8.7341e-05+0.00070788i,-0.00041711+0.0013661i,-0.00066714+0.0010058i,-0.00066577+0.0008582i
-0.0025745+0.00070379i,-0.003273+0.0011813i,-0.0034469+0.00188i,-0.0012371+0.0023602i,0.00099766+0.001879i,0.0011422+0.00087784i,5.2725e-05+0.0001958i,-0.00035486-0.00032109i,-0.0010062-0.00086248i,-0.0010402-0.00080342i,-0.0003303-0.00076515i,8.1394e-05-0.00042757i,2.3729e-05-0.00057751i,-0.00026687-0.0014339i,-3.725e-06-0.0018863i,0.00023082-0.0014187i,0.00018165-0.00084159i,0.000137-4.1967e-05i,-0.00010679+0.00091071i,-0.00010834+0.0012869i,7.1147e-05+0.00063122i,0.00027048-0.00050567i,-0.00052821-0.00099831i
-0.0029933-0.0015358i,-0.0027856-0.0011442i,-0.0031462+0.00012189i,-0.0014683+0.0013272i,-0.00024287+0.00097776i,-0.00010271+0.00092913i,-0.00093389+0.00054504i,-0.0012525-0.00043421i,-0.00045768-0.00063127i,6.044e-05-0.00019783i,0.00075242-0.0005414i,0.00053796-0.0013308i,0.00052352-0.0011364i,0.00079001-0.0010814i,-0.00060583-0.00091598i,-0.001814-0.00088927i,-0.00094298-0.0014677i,8.182e-05-0.0014089i,1.3301e-06-0.00062301i,1.4398e-05+0.00033413i,1.4014e-05+0.00052491i,0.00041825+0.00010905i,0.00022668-8.7402e-05i
0.0013582-0.0017847i,0.0018886-0.0012481i,0.0010212-0.0022274i,-0.00050235-0.0024334i,-0.000725-0.001118i,-9.2896e-05+0.00024326i,0.00051509+0.0008234i,0.00076348-4.4958e-05i,0.0006549-0.00077858i,0.00052194+0.00023199i,0.0012237+0.0013688i,0.0017409+0.001767i,0.00088335+0.0024133i,-0.00025087+0.0021557i,-0.0010999+0.00071508i,-0.0011917+0.00042782i,-0.0012134+0.00030583i,-0.0013808-0.00055922i,-0.00086024-0.00029814i,-0.00011256+0.00025964i,0.00024703-8.3524e-05i,-0.00034526-0.00010578i,-0.00058349-0.00037124i
0.0048676-0.0025395i,0.0039703-0.0035009i,0.0028107-0.0038215i,0.0013515-0.0030382i,0.00053033-0.002125i,0.00045681-0.00080928i,0.00058952+0.00021475i,0.0010221-3.7396e-06i,0.00049702+0.00012745i,-0.0010545+0.00068081i,-0.0015784+0.00047248i,-0.0016329+0.00092987i,-0.0011986+0.00063511i,0.00011357-0.00034615i,0.00065729-0.00014713i,0.0006658-0.00055519i,0.0009706-0.0011882i,0.00061698-0.00098866i,0.00051229-0.00083535i,0.00064799-0.00067591i,0.00014581-0.00036495i,-5.3645e-05-0.00036668i,-0.00010999-0.00057183i
0.00085938+0.00048269i,0.0021138+0.00060919i,0.0030757+0.00093275i,0.0033935+0.0013632i,0.0027486+0.0012355i,0.0014438+0.0005209i,0.00077646-0.00029939i,0.00043705-0.00070346i,0.00071602-0.00091272i,0.00041113-0.00077471i,0.00036226-0.001086i,0.0012256-0.0020825i,0.0011793-0.0014412i,0.00079144-0.00044015i,0.00083332-0.000437i,0.00087475+0.0001874i,5.2611e-05+0.00024653i,0.00018546-0.00074371i,-4.7236e-05-0.00056684i,-0.00058855-0.00017702i,-0.00048104+0.00018124i,-3.454e-05+0.00055162i,5.2143e-06+0.00039912i
-0.0021762+0.0022261i,-0.0017294+0.0024887i,5.2555e-05+0.003375i,0.0024107+0.0023417i,0.0027496+4.8348e-05i,0.00073605-0.00071759i,-0.0002328-0.00019586i,-6.3367e-05-0.00037077i,0.0008398-8.415e-05i,0.00075517+0.00064453i,0.00041896+0.00067147i,0.00064748+0.00067229i,0.00086889+0.0008378i,7.8749e-05+0.00090536i,-0.00062726+0.0012614i,7.7191e-05+0.0013712i,0.00080777+0.00093444i,0.00036501+0.00068185i,-0.00029899+0.00084956i,-0.00064045+0.00084942i,-0.00079389+0.00072513i,-0.00093912+0.00045082i,-0.00091633-0.00060656i
-0.00021632-0.00055636i,-0.00042941-0.0008084i,-0.00080211-0.0010991i,-0.00018263-0.00024011i,0.00059627+0.00097922i,0.00051406+0.00034976i,0.00060871-0.00016078i,0.00024892-6.8741e-05i,-0.00026345-0.00030527i,-0.00024033+0.00055684i,-0.00051694+0.0021563i,-0.0010973+0.0025439i,-0.001534+0.0018702i,-0.0018639+0.00036729i,-0.0017527-0.0016499i,-0.00098209-0.0014962i,-0.00020382-0.00030857i,-0.00055935-0.00060106i,-0.0010256-0.00092285i,-0.00087599-0.00067141i,-0.00052029-5.6451e-05i,-0.0009032+7.8449e-05i,-0.0014127-0.00051633i
-0.00034335-0.0015718i,0.00024469-0.00051535i,9.45e-06+0.00034773i,0.00010796+0.00048406i,-0.00010559-5.5141e-05i,-0.00026799-0.00024632i,-0.00042366-0.00018836i,-0.00010157-0.0011754i,0.00012106-0.0016271i,-0.00010181-0.0005535i,0.00015644+0.0003631i,0.00073991-7.728e-05i,0.00088254-0.0013318i,0.00099264-0.0013209i,0.0005-0.00032378i,-0.00053771-0.00048128i,-0.00092968-0.00045167i,-0.00087105+0.00033481i,-0.00052437-4.2972e-05i,-0.00053916-0.00074262i,-0.00023762-3.6695e-05i,6.111e-05+0.00073804i,-0.00016212+0.00087032i
-0.00017731-0.00087853i,0.0001412-0.001209i,0.0007007-0.00081231i,0.00058092+0.00022867i,0.00040255+0.0010626i,0.00021761+0.00099811i,4.6245e-06+0.0010044i,-0.00017196+0.00088256i,5.1939e-05+0.00029045i,0.00097644+0.0001965i,0.0017726+0.00063524i,0.0032446+0.00065982i,0.0040606+0.0015512i,0.003168+0.0024367i,0.0010816+0.0020301i,-0.00048949+0.0016013i,0.00043932+0.00084315i,0.0010276+0.00022383i,0.0010575+0.00037358i,0.0011428+0.0011226i,0.0010522+0.0014272i,0.00048854+0.00055164i,-0.00053487+0.00027266i
0.00075995-0.0016425i,0.00071491-0.0018644i,0.00069125-0.0014631i,0.00062358-0.00092303i,0.0012746-1.4626e-05i,0.0011173+0.0010973i,0.00047406+0.0011629i,0.00066096+0.0013718i,0.00076604+0.0013613i,-0.00013784+0.0015363i,-0.00070632+0.0019682i,-0.00063496+0.0021076i,-0.00081562+0.0012822i,-0.0016782+0.00088651i,-0.0016942+0.0010024i,-0.00074679+0.0008562i,-0.00026335-0.00038592i,-5.5736e-05-0.001399i,-5.6095e-05-0.001162i,-3.8298e-05-0.0005417i,0.00053579-0.00018155i,0.0005994+0.00026659i,-0.0002425+0.00018722i
-0.00063918+0.0019883i,-0.00072375+0.0019388i,-0.00056717+0.0014489i,0.00034992+0.00059934i,0.00056497+0.00016746i,0.00021717-0.00020729i,-0.00023903-0.00063773i,0.00026422-0.0012949i,0.00080079-0.0015342i,0.0004326-0.0015813i,-0.00026745-0.0013644i,-0.0014792-0.0013861i,-0.0013413-0.0023425i,-0.00039145-0.0024848i,-0.00018061-0.0017876i,-0.00013605-0.0012246i,-0.00025194-0.00059247i,-0.0001798-3.3847e-05i,-0.00030604+0.00041137i,-0.00079456+0.00042474i,-0.00036901+0.00010759i,0.00026747-0.00064795i,0.00069271-0.0011138i
-8.078e-07+0.0004743i,-6.5894e-05+0.00055124i,-0.00010656+0.0014472i,4.6943e-05+0.0017238i,0.0003072+0.0011453i,0.00056531-0.00022138i,0.00051015-0.0013498i,0.00053404-0.0016354i,0.0007502-0.00060088i,0.00074793+0.0010801i,0.0013034+0.00121i,0.002475+0.00017396i,0.0026126+0.00020705i,0.0015115+0.00081237i,0.00061796+0.0014498i,4.6779e-05+0.00095372i,2.5059e-05-0.00015842i,0.00061423+7.5597e-05i,0.00034749+0.00091367i,0.00045938+0.00063154i,0.00023367+0.00022503i,-0.00078326-2.1096e-06i,-0.000946-0.00011235i
-0.00088973-0.0015578i,-0.0015957-0.0011113i,-0.0024098-0.00013745i,-0.001304+0.0011921i,0.00034068+0.0017156i,0.00016011+0.00070623i,-2.8316e-05-0.00092938i,-0.00027548-0.0012564i,-0.0010114-0.00064467i,-0.00083454+0.00029891i,1.2461e-05+0.0018942i,-4.1421e-05+0.0028412i,-0.00053855+0.0018053i,-0.0014497+0.0012868i,-0.0020662+0.0010892i,-0.0019105-0.00067976i,-0.001741-0.0012724i,-0.0010835-0.00032917i,-0.00075922-0.00010381i,-0.0005889+0.00016301i,0.00027399+0.00075766i,0.00034695+0.00035528i,-0.00041941-0.00028585i
0.0023383+0.00177i,0.0026462+0.0015656i,0.0039759-0.00036978i,0.0041536-0.0016858i,0.0028881-0.0016983i,0.0011752-0.00032538i,-0.00047783+0.00097268i,-0.0011722-0.00040838i,-0.00057445-0.0021794i,-0.00059643-0.0017514i,-0.0012334-0.0015109i,-0.0013443-0.0017017i,-0.0017924-0.0022891i,-0.0022331-0.0021036i,-0.0019248-0.001483i,-0.001378-0.001213i,-0.0010065-0.00094815i,-0.00044608-0.00126i,-2.7067e-05-0.0011394i,-0.00053101-0.00064597i,-0.00054432-0.00064228i,-0.00053509-0.00050652i,-0.00099303-0.00040746i
0.00095715-0.0012207i,0.0014819-0.0017193i,0.000996-0.0015304i,0.00021248-0.00043466i,-5.7207e-05-7.3819e-05i,0.00082984-0.00026861i,0.0011207+0.00011481i,-0.00017964+0.00063685i,-0.00017988+0.00084567i,0.00054048+0.00048097i,0.0014619-0.00016011i,0.0034356-0.00039052i,0.0042893-0.00075071i,0.0033937-0.00089632i,0.002294-0.00055207i,0.0013335-0.00026493i,0.0008335-0.00030642i,0.00027456-0.00023134i,0.00039869+0.00046556i,0.00048413+0.00048809i,0.00039133+6.8986e-05i,0.00099098+0.00054725i,0.00099063+0.0011443i
0.0026438+0.00060272i,0.0028763-0.00057057i,0.0025605-0.0009295i,0.0022562+0.00054274i,0.0018769+0.00081204i,0.00083873+0.00045614i,4.2836e-05+9.2787e-05i,-6.5278e-05+0.00023881i,-6.3908e-05+0.00012135i,-0.00017198+0.00042002i,-0.00085837+0.0017904i,-0.00092036+0.0034133i,-0.00017795+0.0042092i,-0.00098075+0.0037893i,-0.0019964+0.0023039i,-0.0012019-0.00014657i,-3.9913e-05-0.0011352i,-0.00030987-0.00095196i,-0.00062169-0.0010608i,7.089e-05-0.00081585i,0.00044502+0.00025084i,2.5183e-05+0.00046484i,-0.00067322-0.00012378i
0.00028498-0.0016189i,0.00024372-0.0017305i,0.00048185-0.001101i,0.0024927-0.00032656i,0.0025969-0.00020169i,0.00044991+0.00045011i,-0.0011322+0.00087746i,-0.00096022+0.00073439i,-4.4622e-05-0.00035117i,-0.00013518-0.0011186i,-0.0012492-0.00058368i,-0.0022995-0.00090617i,-0.0019295-0.0017618i,-0.001678-0.0013819i,-0.0016999-0.0013496i,-0.0016748-0.0010661i,-0.00035678-0.00022969i,0.00094831+0.00035265i,0.00045622+0.00040502i,-0.00080221+6.017e-05i,-0.0013126-0.00013514i,-0.00063996-0.00020065i,-0.0010287-0.00096293i
0.0011699+0.00096743i,0.0013212+2.868e-05i,0.00084878+0.00053708i,0.00026828+4.8087e-05i,0.00095917-0.0010233i,0.00096607-0.0014456i,0.00066307-0.0016811i,0.00094872-0.0018624i,0.0011359-0.00098961i,0.0016061-0.00036135i,0.002755-0.000254i,0.0033528-0.00048564i,0.0026545-0.001345i,0.0018261-0.0015805i,0.0018396-0.00089019i,0.0016969+0.00022391i,0.0011666+0.0010467i,0.00012469+0.001032i,-0.00059548+0.0008194i,0.00015821+0.00032408i,5.2627e-05+0.00031214i,-0.00030394+0.00096653i,0.00039533+0.0015304i
0.0014934-0.00063359i,0.00063069+0.00017815i,0.00024428+0.00024217i,8.5885e-05+0.0011141i,-0.00017329+0.0024357i,-0.0003506+0.0014552i,-0.00026531-8.3173e-05i,-0.00015537-0.00088171i,0.00052396-0.00079784i,-0.00040993+0.00018567i,-0.00047627+0.0014437i,0.00086578+0.0027661i,0.0020045+0.0033274i,0.0024231+0.0034638i,0.0018074+0.0028064i,0.0007943+0.0015576i,-5.0113e-05+0.00032404i,2.3495e-06-0.00045304i,0.0007132-0.0004994i,0.00053613+0.0002437i,-0.0002828+0.00047359i,-0.00065738-0.00024129i,-0.00041494-0.00057401i
-0.0042172-0.00047518i,-0.0043421-0.00047041i,-0.0033067+0.00080277i,-0.00049413+0.0021448i,0.0022469+0.00097598i,0.0020935+0.00056285i,0.00020818-0.00025382i,-0.0012766-0.00089373i,-0.0019702-0.00018166i,-0.0015308+0.00021424i,-0.0014882-0.00076945i,-0.0013164-0.0017132i,-0.0022096-0.0018255i,-0.0033521-0.0022044i,-0.0027628-0.0022396i,-0.0015561-0.0013412i,-0.00021126-0.00046645i,-0.00013712-0.00063955i,-0.001306-0.00061249i,-0.0017017+3.4979e-05i,-0.0014044+8.5791e-05i,-0.0016286+0.00089149i,-0.0020743+0.0010633i
0.0010086-0.00099094i,-0.00027193-0.00058975i,-0.0011463-0.0014568i,-0.001093-0.00044573i,-0.0011858+0.00083541i,-0.00044042+0.0010197i,0.00018901+0.00059897i,9.9293e-05+0.00084774i,-0.00019424+0.00095555i,-9.2601e-05+0.00040938i,0.00066261-0.00095396i,0.0015219-0.0023561i,0.0018466-0.002707i,0.0016959-0.002658i,0.00082341-0.0023482i,0.00021973-0.0016983i,0.00018373-0.00089552i,0.00034913-0.00045767i,-1.7942e-05-0.0005928i,-0.00029221-0.00072223i,-3.0927e-05-0.00050862i,0.00018217-0.00069921i,0.00029247-0.00092462i
-0.0010717-0.0018708i,-0.0011094-0.0011133i,-0.0020377+0.00034234i,-0.001565+0.0012259i,-0.00037203+0.0015978i,-0.00051443+0.0006158i,-0.00087971-0.00073233i,-0.00018157-0.0006964i,0.00064411+0.00080496i,0.00064493+0.0018859i,0.00062424+0.0028595i,0.0017012+0.0034978i,0.0025557+0.0027975i,0.0023743+0.0017063i,0.0016817+0.00058934i,0.00064181+0.0001061i,-8.6812e-05-0.00066268i,-0.00065363-0.001197i,-0.00057889-0.0002378i,-2.1026e-05+0.00029203i,0.00030713+0.00025004i,-0.00025174+0.00020132i,-0.00078275-9.687e-05i
-0.0011346+0.0033025i,-0.00090719+0.0040418i,0.00026154+0.0052073i,0.0022176+0.004404i,0.0036471+0.0027683i,0.0039685+0.0013145i,0.0016781+0.0005818i,0.00025864+0.00036565i,0.0013631+0.0006498i,0.0018085+0.00063172i,0.00081961+0.00031004i,-0.0014092+0.0013266i,-0.0031648+0.0020521i,-0.0039995+0.0011272i,-0.0038391+0.00029592i,-0.0027486-0.00013009i,-0.0017146-0.00041593i,-0.00077639-0.00068435i,-0.00051645-0.00060158i,-0.0011046-0.00037779i,-0.001383-0.00043789i,-0.0011783+0.00012553i,-0.0016385+0.0013378i
-0.0023109+0.0018015i,-0.001947+3.0832e-05i,-0.00083996+0.00075931i,0.00057637+0.0016814i,0.0012567+0.00092919i,0.0011501-0.00066932i,0.0020671-0.0011037i,0.0026965-0.00013327i,0.0021403-0.00019176i,0.0015815-0.00025473i,0.0020136-0.00022168i,0.0022916-0.0019078i,0.0013048-0.0038161i,-0.00045758-0.0038008i,-0.0012061-0.0022971i,-0.0003751+0.00013558i,0.00074139+0.0013798i,0.00082375+0.00058202i,5.5905e-05+0.00011639i,0.00049421+0.0002236i,0.00052575-2.9843e-06i,0.00060238+0.000203i,0.0010539+0.00029633i
0.00029981+0.0036454i,0.00046429+0.0040672i,0.0007575+0.0040855i,0.0016032+0.0036505i,0.0024864+0.0030395i,0.0012354+0.00071723i,-5.1796e-05-0.0026232i,5.9895e-05-0.0038622i,1.0734e-05-0.0025526i,-0.00022047-0.0011619i,0.00089258-3.4061e-05i,0.0023011+0.00088638i,0.0029769+0.0008292i,0.0031693-0.00039537i,0.0021296-0.00038528i,0.0012446-0.00028869i,0.00036119+0.00014306i,-0.00038252-0.00018255i,-0.00031241-0.00064667i,-0.00036212-1.3656e-05i,-0.00020794+0.0005553i,-0.00051138+0.00075687i,-0.0011267+0.00063144i
-0.00029688+0.003099i,0.00058358+0.0026927i,0.0025954+0.0028283i,0.0049703+0.0017582i,0.0052579-0.00018101i,0.003784+0.00012239i,0.0010505+0.00025567i,-0.001034-0.00054341i,-0.00089064-0.0017726i,-0.00085184-0.0016686i,-0.0021861-0.00061157i,-0.0029656+0.00052326i,-0.0035014+0.0017749i,-0.0036246+0.0024215i,-0.0023393+0.0016061i,-0.0012215-0.00023241i,-0.00047238-0.00163i,-0.00027515-0.0012893i,-0.00020916-0.00024579i,-0.00045949+0.00027052i,-0.00066439+0.00032606i,-7.5577e-05+0.00019i,-7.3432e-05+0.00050065i
-0.00019982+0.00049901i,-6.1381e-05-0.00042207i,-0.00058084-0.00022786i,-0.00048324+0.00064941i,-0.00053053+0.00063435i,-0.0002815-0.00035325i,0.00047559-0.0004716i,0.00074561+0.00059123i,7.0529e-05+0.0015828i,-4.156e-06+0.00098484i,0.00085113-0.00065922i,2.2352e-05-0.0018965i,-0.0015434-0.0021884i,-0.0016424-0.0019794i,-0.0012906-0.0010985i,-0.00068472-0.00016705i,8.2484e-05+0.00021857i,0.00060265+4.3017e-05i,0.00027211+0.0002874i,-0.0002943+0.00035025i,0.00028791-0.00037324i,0.00082824-0.0011674i,0.0012877-0.0011518i
