-0.003493+0.00029932i,-0.0018104+0.0014205i,-0.0015097+0.0038076i,-0.0012269+0.004122i,-0.0011626+0.0033541i,-0.001263+0.0020911i,-0.00034241+0.00066147i,0.00075198+0.00039572i,0.00045935+0.00078141i,-7.1353e-05+0.00051363i,-9.6839e-07-4.0784e-05i,4.017e-05-5.6235e-05i,4.0386e-05-9.8786e-05i,-4.2418e-05+6.295e-05i,-0.00022205-0.00032128i,0.0002847-0.00051726i,0.00076213-0.00034962i,0.00031905-0.00065164i,0.00025621-0.00085687i,0.00073313-7.8042e-05i,0.00072801+0.00021373i,0.0011128-0.0010552i,0.0010601-0.0014245i
-0.00010306+0.0013557i,-0.00011471+0.0011476i,0.00034815+0.00043772i,0.00069715-0.001111i,0.00046842-0.0018317i,0.00033141-0.0011088i,0.00043739-0.00082252i,0.00047403-0.00056101i,0.00053611-0.00026189i,3.0122e-05-3.4124e-06i,-0.00064882-0.00038176i,-5.8598e-06-0.00033816i,-5.7936e-05-0.00012139i,-0.00048659-0.00036698i,-0.00032206+0.0001313i,-0.00023239+0.00059125i,-0.00017119+0.0006261i,-0.00015076+0.00063992i,0.0004855+0.00067068i,0.00025194+0.00043493i,-0.00025216+1.846e-05i,-8.4435e-05+0.00013564i,-0.00044428+0.00033304i
0.00028314-0.0010936i,0.00062894-0.00069063i,0.00088362-0.00068524i,0.00066157-0.00155i,0.00027227-0.0015845i,-0.00014783-0.00052033i,-0.00013795+0.00017012i,8.6264e-05+0.00016926i,0.00076456+0.00015469i,0.00099021+9.2276e-05i,-0.00042758+0.00048561i,-0.001261+0.00028821i,-0.00051456+0.00027726i,-0.00038031+0.00046547i,-0.00057425-0.00016666i,-3.1241e-05-8.0622e-05i,6.1436e-05+9.3365e-05i,-0.00055518-1.6383e-05i,-0.00025192+0.0001796i,-0.00021942+0.00039833i,-0.00089048+0.00082691i,-0.001087+0.00082506i,-0.00021991+0.00089463i
0.00088697+0.00031323i,0.0021453-0.00013062i,0.002556+0.00036963i,0.0015224-0.00082372i,0.000885-0.0019937i,0.00077702-0.001975i,0.00063553-0.00078685i,0.00028415-0.00040427i,-0.00040672-0.0008291i,-0.00068059-0.00040796i,0.00033267+0.00049158i,0.00066622+0.0011078i,0.0002884+0.00083187i,-0.00022514+0.00040776i,-0.00041014+0.00076677i,-0.00028923+0.0010695i,-0.00048947+0.001095i,-0.00062045+0.00097103i,-0.00028794+0.00078924i,0.00051501+0.00011703i,-0.00024596-0.0004316i,-0.001128-0.0004057i,-0.0010356+0.00040243i
-0.0014726-0.0020138i,-0.0018265-0.0016885i,-0.0029919-0.0011714i,-0.0024184-0.00076104i,-0.0010464-0.00049434i,-0.00066958-0.00071383i,6.0513e-06-0.00057639i,0.00089071-0.00045691i,0.001023-0.00072973i,0.00029581-0.00047126i,-0.00082331-0.00010511i,-0.0013514-0.00021053i,-0.001412+0.00014066i,-0.0010068+0.00056615i,1.6921e-05+0.00081687i,0.00040127+0.00067926i,-0.00033936-6.2437e-05i,9.2486e-05-0.00063422i,0.00017561-0.0013419i,-0.00038694-0.0014i,-8.1049e-05-0.00073444i,0.00065966+0.00019584i,0.00063696+0.0010285i
0.00010757+0.00011372i,0.0017279+0.0016533i,0.0025188+0.0012839i,0.0022201-0.00018719i,0.00063222-0.0012709i,-0.00053027-0.00071375i,-0.00053608+0.00010842i,-1.2889e-05-7.4057e-05i,-0.00064705-0.00056909i,-0.0010493-0.00047967i,-0.00040315+0.00048118i,0.00015633+0.00098022i,0.00015854+0.00071303i,0.00055662-0.0004659i,0.0010479-0.00042618i,0.0013365+0.00072888i,0.0016269+0.00051448i,0.0019715+0.00052639i,0.0017626+5.9311e-05i,0.00053214-0.00019495i,-0.00021701-1.9985e-05i,0.00022513+6.8931e-05i,0.00048028-0.000159i
0.0019791-0.00099381i,0.0025969-0.0010053i,0.0026413-0.001496i,0.0020893-0.0011894i,0.0011225-0.00036505i,-0.00016655-0.00012739i,-0.00016896-3.9906e-05i,0.0004564-4.8975e-05i,0.0001095+0.00047725i,0.00031193+0.0010487i,0.00028368+0.00058692i,-0.00067406-0.00031304i,-0.00070201-0.00055453i,-0.00042401-0.00037854i,-0.0006659-0.0009841i,-0.00086346-0.0010286i,-0.00087303-0.00055452i,-0.0004774+0.00021963i,-0.00015844+0.00035476i,-0.00025371-0.00043847i,0.00019959-0.00027507i,-4.3609e-05+0.00040213i,-0.00014908+0.00040901i
0.0044047+0.00039765i,0.003779-0.00013775i,0.0036154-0.00072758i,0.0030634-0.0030366i,0.0011779-0.0042931i,-0.0013278-0.0024933i,-0.0017097+8.2113e-05i,-0.00073043+0.00090761i,-0.00078575+0.00013139i,-0.001275-3.2416e-05i,-0.0012236+0.00042294i,-0.00087739-0.00037806i,-0.0011318-0.00077469i,-0.00083273-0.00012219i,0.00036998-0.0001182i,0.00045219-3.7813e-05i,-0.00057525+0.00044591i,-0.00054076+0.00036201i,0.00036046-0.00043861i,0.00098793-0.0005692i,0.00050782+6.2155e-05i,-0.00069786+0.00028076i,-0.00070567+0.00025143i
0.00027379+0.00027908i,-4.984e-05+0.00051061i,-0.00039299+0.00027505i,0.00025989-0.00058149i,0.00051284-0.0019966i,0.00066051-0.0018313i,0.0010857-0.00021632i,0.00088568+0.00021576i,2.8835e-05-0.00024256i,-0.00038474-0.00035619i,-0.00079618-0.00063004i,-0.00022733-0.00048089i,0.000122+0.00031726i,-0.00046117+0.00039886i,-0.00041811+6.8347e-05i,-1.9535e-05+0.00031369i,-0.00058428+0.00095244i,-0.00045372+0.00092659i,9.1283e-05+0.00086989i,-0.00043545+0.0008142i,-0.00038059+0.00039421i,0.00013881+0.00064382i,0.00047434+0.00095602i
0.00073885-9.1377e-05i,0.00035876+0.00010883i,-0.00051231+3.939e-05i,-0.00077911+0.00043356i,-0.00054513+0.00015545i,-0.00062024+9.9922e-05i,-0.00021647+0.00018669i,0.00036776-0.00030623i,-0.00048346+3.9722e-05i,-0.00061787-8.5125e-05i,0.00019631-0.00030812i,0.00051301+0.00016722i,0.00015634+6.2707e-05i,-0.00036947-0.00039903i,-0.00043605-0.00076559i,-0.00023686-0.00064639i,3.6139e-05+0.00040799i,8.3503e-05+0.0011198i,-0.00012655+0.00098982i,0.00013561+0.00034006i,0.0002791-0.00011333i,-0.00010178-0.00037913i,-0.00044031-0.00042199i
0.000451+0.0030832i,0.0016567+0.0025517i,0.0028556+0.0019714i,0.0030953+0.00016765i,0.0023357-0.00077696i,0.00067713-0.00081044i,0.00045274-0.00082633i,0.00066787-0.00090799i,-0.00014059-0.0011255i,-0.00039304-0.00087035i,0.0003632+0.00023584i,0.00034423-6.6307e-05i,0.0004414-0.0011462i,0.0002166-0.00059279i,9.0755e-05-0.0004557i,0.00014698-7.3652e-05i,-4.46e-06+0.00027878i,0.00067392+9.7723e-05i,0.0010707-0.00018461i,0.0011053-0.00016192i,0.00065003-0.00026415i,-0.00057782-0.0003455i,-0.00065477+0.00012729i
-0.00069903-0.0020734i,-0.0012015-0.0027745i,0.00030616-0.0017778i,0.00032622-0.00022181i,-0.00019594-4.7308e-05i,0.00016528-0.00032874i,0.0008469-0.00067421i,0.00087365-0.00085143i,-0.00013621-0.00072023i,-0.00081191-0.00029217i,-0.00027846+0.00037853i,-0.00010971+0.00049722i,-0.00025545+9.9707e-05i,-0.00038322+0.00045436i,-0.00061961+0.0014611i,0.00028525+0.0016758i,0.00065529+0.0015541i,0.00027643+0.0012351i,0.00098197+0.00044954i,0.0012937-0.00018667i,0.00099605+0.00023018i,0.00066177+0.00056711i,0.00062886+3.2805e-05i
0.0014646+0.0013183i,0.00065799+0.0013381i,0.00089111+0.00075435i,0.0013324-0.0012504i,0.00047819-0.0024663i,-0.00031203-0.0020568i,-0.00024892-0.0015499i,-4.714e-05-0.0010394i,0.00024301-0.00066601i,0.00023345-5.5569e-05i,0.00024859+0.00050353i,0.00011376+0.000852i,6.6584e-05+0.00084948i,-0.00026633+0.00061074i,-0.00093512+0.00014996i,-0.0010317-0.00044412i,-0.00052549-0.00099364i,0.0005336-0.0009383i,0.0012202-0.00015213i,0.0010531+0.00037882i,0.0010856+4.0633e-05i,0.00082171-0.00031006i,0.00016262+0.00012895i
0.00069903-9.1406e-05i,-0.00012373+6.7534e-05i,0.00035279+0.00022486i,0.00099805-0.00030043i,0.00089302-0.0011745i,-0.0006194-0.00034341i,-0.0008842+0.00023152i,5.0932e-05+0.00010972i,0.00017627-2.3936e-05i,-0.00050412-0.00025451i,-3.324e-05-0.00013223i,0.00097416+0.00024361i,0.0011091-3.9909e-05i,0.00048766-0.00029876i,-0.00013795-0.00080051i,0.00039535-0.0012813i,0.00068449-0.00023011i,0.00029753+0.00080816i,0.00033318+0.0013665i,0.00057556+0.0011385i,0.00084848+0.00080285i,0.0010149+0.00053125i,0.00029725+0.00020444i
0.0013814-0.00042875i,0.0010869-0.0004847i,0.0016051-0.00045044i,0.0021793-0.00034135i,0.0010594-0.0016561i,-7.035e-05-0.0019677i,0.00026064-0.00095444i,5.5202e-05-0.00053456i,-0.00040503-0.0012171i,-0.00076108-0.00079426i,-0.0007152+0.001061i,3.3206e-05+0.001271i,0.0003337+0.00011417i,1.1029e-05-0.00013972i,-0.00058909-0.0002104i,-0.00096561-0.00044604i,-0.00087893-3.2324e-05i,-0.00051146+0.00067438i,-0.00027867+0.001131i,0.00015521+0.00092608i,0.00055926+0.00045729i,0.0007327+9.0933e-05i,0.00077806+0.00027569i
-0.00012374-0.000262i,0.00023292-0.00055902i,6.9828e-05-0.00060411i,3.3685e-05-0.00078747i,-0.00092261-0.00037215i,-0.00098515+0.00020642i,-0.0001699+1.9834e-05i,0.00040403-0.00043224i,0.00031471-0.0006062i,-0.00013589-0.00058638i,-0.0001271-0.00025987i,-0.00029241-0.00027234i,-0.00026936+0.00015926i,-0.00020606+0.0013301i,-0.00070339+0.0015905i,-0.00063032+0.0010087i,0.00021264+0.00051229i,0.000199+0.00048648i,-2.0467e-05+0.00047459i,0.00022798+4.7374e-05i,0.0004797-8.2068e-06i,0.00069167+0.00040513i,0.00052501+3.5901e-05i
0.00069292+0.0002346i,0.0013961-0.00023364i,0.0018719-0.0021282i,0.0014666-0.0023988i,0.00069883-0.0015292i,0.00035238-0.0009867i,0.00062713-0.00060726i,0.00077523-0.00030058i,0.00069419-0.00014335i,-0.00036025-0.00043754i,-0.00090965-0.00069952i,-0.00066822-0.000595i,-0.00023757+0.00014594i,-0.00023517+0.00053754i,-0.00070413+0.00022298i,-0.00088217+3.199e-05i,-0.00075212-0.00055924i,-8.5986e-05-0.0014725i,9.0307e-05-0.0010258i,-0.00029372-0.00060229i,-0.00051562-0.00028049i,-0.00012881+0.00046509i,0.00010825+0.0013346i
0.0020322+0.00011075i,0.0025275-0.00035485i,0.003033+7.2207e-05i,0.0022243-0.00032955i,0.00090792-0.0015814i,5.4258e-05-0.0015206i,0.00041314-0.00093577i,0.00085802-0.0011293i,0.00080475-0.001075i,0.0001858-0.00082711i,4.5439e-05-0.00019116i,4.3803e-05+0.00016988i,-0.0003309-0.00023645i,-0.00033928-0.00018623i,-0.00040878+0.00022905i,-0.00040931+0.00073075i,-0.00077983+0.00045802i,-0.00046304+5.6612e-05i,0.00027459+0.00020492i,7.1168e-05-0.00019348i,0.00073748-0.00038445i,0.00092571+0.00013952i,-4.9002e-05-0.00014503i
0.00071848+0.00013437i,-0.00066565-9.8995e-05i,9.4491e-05-5.1003e-05i,0.00090143-0.00041222i,0.00030864-0.0017967i,-0.00064129-0.0017318i,0.00018634-0.0011825i,0.0007194-0.00049719i,-0.00012928+0.0001598i,-0.00037058-0.00019259i,-0.00024039-0.00048576i,-0.00090753-0.00010017i,-0.00087902+0.00020939i,-1.8858e-05+0.00025224i,0.00037884-4.9099e-05i,4.6575e-05+0.0002709i,-0.00031688+0.00072761i,-0.0004192+0.0012924i,-0.0003417+0.00099106i,0.00043388+0.00049288i,0.00059217+3.4302e-05i,0.00024926+0.00011622i,8.2149e-06+0.00083582i
0.000266-4.0801e-05i,2.0223e-06+0.00076524i,-0.00064065+0.0013276i,0.00065193+0.00029108i,0.0013808-0.00098137i,0.0012085-0.0012989i,0.0013489-0.0013698i,0.00083079-0.0008438i,-0.0001963-0.00061212i,-0.00081152-0.00044433i,-0.00075676+0.00087737i,-0.00040095+0.00064919i,-0.00028779+4.5952e-05i,-0.00045062+0.00098989i,-0.00052982+0.0013986i,-0.00028735+0.001441i,-0.00013265+0.0011909i,0.00046732+0.00078431i,0.0003221+0.00039832i,-0.00044494+1.0208e-05i,9.5666e-05+0.00039869i,0.00053988+0.00098828i,0.00033468+0.00024385i
0.001193-0.0013254i,0.0010571-0.0022083i,0.00066624-0.0022833i,-0.00061632-0.0027029i,-0.00088364-0.0023786i,-0.00061532-0.0011605i,-3.3976e-05-0.00096351i,0.0010607-0.000948i,0.00016002-0.00037165i,-0.0012969-0.00043654i,-0.00097072+4.5144e-05i,-0.001118+0.00079547i,-0.0010208+0.00019888i,-0.0006093-0.00066498i,-0.00059991-0.00049581i,-0.00037536+0.00021477i,4.698e-06+0.00040958i,-0.00024168+0.0003487i,-0.00085994+0.00065758i,-0.00020995-9.2425e-05i,0.00085196-0.00060283i,0.00085882-0.00059205i,0.001185-0.00017783i
0.0010954+0.00038609i,0.0018431+0.0015749i,0.001545+0.0012062i,0.0015546+0.00046038i,0.0011117-0.00032353i,0.000981-0.00058236i,0.00079301+5.873e-05i,-0.00020245+0.00014629i,2.6978e-05-0.00020388i,0.00093333-0.00023106i,0.0013387-9.2802e-05i,0.00074496+0.00013014i,-9.7442e-05+0.00026741i,-0.00052047-0.00030811i,-0.0004132-0.00079784i,6.6468e-05-9.3716e-05i,0.00038413+0.00091073i,0.00062232+0.0012078i,6.3292e-05+0.0016294i,8.7048e-05+0.0013902i,-0.00024469+0.00064057i,-0.00076116-0.00022847i,-0.00067222-0.00026907i
0.0013045-0.003221i,0.00038995-0.004347i,-0.00012301-0.0046166i,-0.00017147-0.0039784i,-0.00034422-0.0023488i,-0.00043681-0.00092895i,-5.3684e-05-0.0006508i,-3.2219e-07-0.00023114i,-0.00087774-0.00066847i,-0.00098012-0.0011542i,-2.3739e-06-0.00075519i,5.1718e-05+6.9622e-05i,-0.0004626+0.00053477i,-0.0004896+0.00066232i,-0.00047807+0.00056922i,-0.00084418+8.573e-05i,-0.00047468-0.00013395i,0.00016986+0.0010522i,0.00063041+0.0012798i,0.00093598+0.00071384i,0.00026447+0.00051732i,-0.00062726+5.6318e-05i,-0.00088366-0.00019076i
-0.00032652-0.00032946i,0.0015586+0.00017397i,0.00056937-0.00038553i,0.00030106-0.0013021i,0.00099527-0.00099857i,0.00044848-0.00070089i,0.00056602-0.00037545i,0.0008483+0.0001618i,0.00080482-0.00018397i,0.00069035-0.00014939i,0.00030936+4.8834e-05i,-0.00026952-9.7449e-05i,-0.00068078+0.0004001i,-0.0010126+0.00072703i,-0.00098032+5.1551e-05i,-0.00050168-0.00038787i,-0.00020281+0.00018144i,-0.00082508+0.00062807i,-5.07e-05+0.00062751i,0.0010493+0.0008338i,0.00028767+0.00041811i,-0.00038746-3.0295e-05i,-0.00011775-0.00038269i
-0.0012417+0.00051175i,-0.00058514+0.00078499i,-0.00018549+0.00044219i,-0.0012698+0.0001695i,-0.001216-0.00054329i,0.00027219-0.0010456i,0.00036693-0.00028579i,-0.00034828+0.00027511i,-0.00030771+0.00062154i,-0.00056296+0.0010671i,-0.0012303+0.00094898i,-0.0011749+0.001026i,-0.00041962+0.00077225i,-0.00022709+0.00050314i,-0.0007398-3.5051e-05i,-0.00055727+7.3112e-05i,-0.00092219+0.00023406i,-0.0014012-0.00030682i,-0.00038559-6.4535e-05i,0.00047716+1.8567e-05i,0.00029559+3.968e-05i,0.00014832-2.7308e-06i,0.0007113-0.00035849i
-0.0020753+0.00034193i,-0.0010142+0.0017794i,-0.00028547+0.0019872i,0.00069039+0.0012929i,0.0008401+0.0011114i,0.00055781+0.00035183i,0.00012556+0.00025664i,-0.00043927+0.00076624i,-0.0010295+4.8521e-05i,-0.0012664+0.00025655i,-0.00077993+0.0011119i,-0.0010378+0.0011581i,-0.00075515+0.0014049i,-7.5609e-06+0.00092553i,-3.1219e-05+0.00058791i,-0.00015708+0.00069484i,0.00011726+0.001004i,0.00068894+0.00082263i,4.5114e-06+0.00052565i,-0.0013995+0.00022806i,-0.00059012-0.00041895i,0.00019527-0.00013259i,-0.00069558-0.0001477i
0.00021125-0.0014141i,-0.001227-0.00084929i,-0.001467-0.00064104i,-0.00053977-0.0016196i,-0.00020156-0.0031795i,7.1598e-06-0.0028542i,-0.0001203-0.0019067i,0.00023823-0.0010884i,-0.00032605-0.00067423i,-0.00074289-0.00080082i,-0.00038419-0.00028896i,-0.00011456-5.1474e-05i,-0.00025837-0.00021579i,-0.00040461-3.5923e-05i,-0.00021395+0.00029181i,-5.8067e-05+0.00073825i,0.000202+0.00099611i,0.00049837+0.00048984i,0.0004451+0.00033788i,-0.0002652+0.00064155i,-0.00088623+0.00059177i,-0.0003087+0.00074245i,0.00038099+0.00040414i
0.0019901+0.00047806i,0.0022213-9.1982e-05i,0.0032912-0.00041499i,0.0037023-0.0012409i,0.00196-0.0020425i,0.00045517-0.0016288i,0.00012564-0.0009124i,-0.0004533-0.00026019i,-0.00075568-3.0173e-05i,7.8052e-05+8.5555e-05i,0.00126-6.7735e-05i,0.0017055-0.00031574i,0.00085254-0.00051108i,-0.00011154-0.00040576i,-0.00016368+0.00013249i,-0.00086438+0.00023423i,-0.001204-0.00049025i,-0.00039845+0.00021754i,-6.1538e-06+0.00093495i,0.00041536+0.00042449i,0.00025432+0.00081743i,-0.00029382+0.00097513i,-0.00089535-0.00012993i
0.00068862+0.00333i,0.0016002+0.0026525i,0.0042363+0.0022928i,0.004621+0.0006895i,0.0035564-0.00060157i,0.0027985-0.001127i,0.0013949-0.00079339i,7.3101e-05+0.00026957i,-0.00070168+0.00066541i,-0.0010181+0.00057825i,-0.00062809+0.0010211i,-0.00012878+0.00063847i,0.00014958-0.00020723i,0.00056839-0.00017831i,8.6e-05+0.00015299i,-0.00084837-0.00039788i,-0.00063752-0.00043189i,-0.00015695-0.00017906i,-0.00010179-0.00040976i,0.00017686-0.0003372i,0.00029462-0.00021854i,0.00017152-0.00026165i,-0.00023995-0.00056476i
0.0015402-0.00054039i,0.0013653-0.0012642i,0.00069957-0.0013298i,0.00046241-0.0012639i,0.00015512-0.0015741i,-6.7797e-05-0.0013163i,-7.9914e-05-0.00074771i,-0.0001792-0.0010274i,-0.00019581-0.00089249i,-3.7693e-05+0.00011887i,0.00037677+0.00028616i,0.00060362+0.0001878i,0.0009754+0.00023843i,0.00073686-0.0004216i,-0.00025264-0.00073949i,-0.00029851-0.00057405i,0.00039549-0.00047832i,0.00062536-0.00023714i,0.00084312+4.7379e-05i,0.00043336+0.00026946i,0.00015554-0.00019775i,-0.00019317+5.3005e-05i,-0.0002238+0.00024843i
2.3727e-05-0.00089596i,0.00026434-0.00021998i,0.00063096-0.00062584i,-9.863e-05-0.0001068i,-0.00073923+0.00040178i,-0.00063854+0.00012255i,9.378e-05+0.00012372i,-4.1597e-05+0.00018408i,-0.0010252+3.6755e-05i,-0.0012724+0.00016577i,-0.00045462-0.00011901i,0.00014309-0.0005905i,-4.1897e-05-0.000837i,-0.00040955-0.00022815i,-0.00062588+0.00066382i,-0.00010425+0.00063097i,6.6331e-05+0.00010982i,0.0004603-0.00021447i,0.00040321-3.7152e-05i,7.8705e-05-5.6192e-05i,0.00049735-0.00037198i,0.00041975+0.00012208i,-5.479e-06+0.00031824i
0.00063243-0.0019711i,0.00072276-0.00084936i,0.0011464-0.00054526i,0.0012456-0.0011818i,0.00064987-0.00094299i,0.00043126-0.00017522i,0.00096411-0.00026131i,0.0013202-0.00026038i,0.00091103-0.00038112i,0.00028044-0.0008373i,-0.00015962-7.1827e-05i,-0.00042526+0.00066848i,-0.00021665-4.2558e-05i,0.00013458-0.00090673i,-0.00014695-0.00015884i,-0.00062374+0.0010534i,-0.00085387+0.0009967i,7.9824e-06+0.00046266i,0.00052963+0.00010887i,-0.00010434-0.00060608i,0.00025893-0.0010146i,0.00091498-0.00045283i,0.00063248+0.00031543i
-0.0011604+0.00080097i,6.2643e-06+0.001352i,0.00052386+0.00091868i,0.0017054+0.00070569i,0.0017317+0.0011771i,0.0007049+0.001035i,0.00059355+0.00052455i,0.00033406+6.0388e-05i,5.5485e-05-0.00027245i,-0.00031775-0.0001244i,-4.1705e-05+0.000776i,0.00055369+0.0018076i,-0.00040286+0.0011982i,-0.00080426+0.00046574i,-0.00081897+0.0003529i,-0.00098094-0.00011892i,-0.0003898-0.00010715i,0.00043615-4.2142e-05i,0.00077386-0.00026858i,0.00041171-0.00053065i,-0.00012828-0.00043898i,-0.00015087-0.00048639i,0.00055356-4.1535e-06i
-0.00073066-0.00032521i,-0.00010562+0.0011066i,0.00064051+0.001826i,0.00088043+0.00024357i,0.00021556-0.0014074i,5.5408e-05-0.0022035i,0.00081696-0.0018625i,0.00056125-0.0012193i,-0.00077905-0.00092261i,-0.0019399-0.00075161i,-0.00096206-0.00054774i,0.00074846+0.00026992i,0.0011135+0.00061774i,0.0006487+0.00053361i,-1.684e-05+0.00027744i,-0.0001128-0.0001822i,-0.0002456+8.0139e-05i,-0.00021411+0.00037714i,0.00020704+0.00013853i,0.00041902-9.7961e-05i,4.2024e-05+0.00012122i,0.00027574+0.00051997i,0.0006273+0.00054134i
-0.00079691-0.00050586i,0.00016696-0.00029741i,0.0002937-0.00077918i,-0.00059904-0.0015179i,-0.0008427-0.00061592i,-0.0009222+0.000746i,-0.00022428+0.00086538i,0.00058179+0.00022905i,-2.7926e-05-0.00016454i,-0.00072918+0.00060678i,-0.0011714+0.0005181i,-0.001176+9.6313e-06i,-0.00058755+0.0010503i,0.00014775+0.0019394i,-0.00033762+0.0012524i,-0.0009827+0.0003209i,-0.00076347+0.00030693i,-0.00020147+0.00086139i,-8.8611e-05+0.00071353i,-0.0007818+0.00016998i,-0.0012795-0.00024266i,-0.0010762-0.00062561i,-0.0005628-0.00066708i
-0.00013627+0.00099006i,0.00070495+0.00097586i,0.0013538+0.00071799i,0.0022396-0.00020412i,0.0022186-0.00092262i,0.0012983-0.0015698i,0.0010639-0.00099137i,0.0009066+2.5623e-06i,-5.0822e-05-0.00036487i,-0.0010559-0.00047092i,-0.0011469+5.1238e-05i,-0.0011997+0.00039969i,-0.00054754+0.0009927i,-0.00017361+0.0012301i,-0.00056629+0.00046064i,-6.5007e-05+0.00059881i,0.00070282+0.0010414i,0.00072618+7.1159e-06i,0.0003202+2.732e-05i,0.00026411+0.00042921i,-7.809e-05-0.00046845i,-0.00030808-0.00074199i,0.00023781-0.00050382i
0.0014213-0.0012825i,0.001486-0.0022048i,0.0015428-0.0023217i,0.0012705-0.0017101i,-2.187e-06-0.0015997i,-0.00089429-0.00078922i,-0.001173-0.0002693i,-0.00024477-0.00038952i,0.00014555-0.00052719i,-0.00041723-5.4911e-05i,7.1167e-05-5.6724e-05i,0.00023009-0.00031017i,-0.0002404+0.00090154i,2.7001e-05+0.0019335i,-7.0948e-05+0.0016075i,-0.00034272+0.00023865i,-0.00069945-0.00019923i,-0.00060957-0.00070584i,0.00026755-0.00089556i,0.00027118+8.8106e-05i,-0.00045197+0.0009442i,-0.00061023+0.00096541i,-0.00048487+0.00062083i
-0.00036007+0.0011484i,0.00013878+0.0019336i,-0.00016302+0.0022417i,-0.00013315+0.00086219i,0.00096033-0.00050264i,0.0011536-0.00055301i,0.00066325-0.00043628i,0.00069818-0.00096469i,0.00075369-0.0013726i,0.00029728-0.00025909i,0.00011211+0.0010549i,-0.00015279+0.00061951i,-0.00079605+0.00056054i,-0.0004788+0.001112i,-0.00041101+0.00092144i,-0.00061438+0.00046559i,-0.0012455+0.00052891i,-0.0014211+0.00049208i,-0.0008218+0.00062467i,-0.00061838+0.00088488i,-0.00084414+0.00088628i,-0.00074694+0.00024346i,-0.00054272-0.00079213i
-0.0014498-0.0011883i,-0.00054616-0.00027425i,-0.0013617+0.0011075i,-0.0016546+0.0019206i,-0.00061409+0.00253i,0.00033694+0.0013711i,0.00023348+0.00029455i,-0.000721+5.3547e-05i,-0.00043699-0.00021075i,8.2767e-05-8.7184e-06i,-5.3771e-05+0.00090093i,2.18e-05+0.00044958i,0.00073987-0.000441i,0.00016441-0.00046346i,-0.0006441-0.00016358i,-0.0004028-0.00017465i,0.0001938-0.00052219i,-0.00012074-0.00017488i,-1.1367e-05+0.00018412i,0.000503+0.00020486i,0.00050359+0.00024175i,0.00055085+0.0003602i,0.00061282+0.00015776i
0.00030821-0.00014478i,0.00090354+0.00019214i,0.0014282-0.00047869i,0.0019531-0.0022668i,0.0012836-0.0025743i,0.0005156-0.0017635i,0.00010327-0.0011032i,0.00052786-0.0002681i,0.0009117-2.8934e-05i,0.00019769-0.00045266i,-2.2124e-05+2.2648e-05i,-7.2641e-05+0.00062658i,-0.00033099+0.00029636i,-5.7804e-05+0.00010295i,0.00021747+0.00015149i,4.1227e-05+0.0006853i,-0.00037488+0.0014742i,-0.0007659+0.00095146i,0.00012343-0.00027338i,0.0012314+5.7124e-05i,0.0011564+0.00051172i,0.00028913+0.00054689i,0.00020277+0.0002221i
-0.0013279-0.000161i,-0.00037623+0.00013557i,-0.0004571+0.00040486i,-0.00031452+0.00090584i,0.0001677+0.00067041i,0.00046002-0.00026337i,0.00074147-0.00049807i,0.00086179-6.2616e-05i,1.9684e-05+4.5079e-05i,-0.00057097+0.00041259i,-0.00061313+0.0011961i,-0.00032822+0.00085618i,-0.00012314+0.00063247i,2.0514e-05+0.0010562i,8.0829e-05+0.0006318i,-0.000403+0.00081877i,-0.00070362+0.0014127i,-0.00052369+0.00067718i,4.3035e-05+9.4235e-05i,0.0003426+0.00037676i,0.00028231+0.00022001i,0.00023643-0.00049894i,0.00029545-0.00057915i
0.0028097-0.0035995i,0.0011717-0.0041172i,0.00064344-0.0058979i,-0.00032662-0.0052105i,-0.0016845-0.0027693i,-0.00089543-0.00036761i,0.00039918+0.00060469i,0.00058734-0.00017338i,0.00031523-0.00019153i,-0.00013387+0.00025895i,-0.00098397+0.00016991i,-0.0010437+0.00055784i,-0.0010391+0.00083476i,-0.0013288+0.00015333i,-0.0011053-0.00011296i,-0.0004784+9.1371e-05i,0.0002798+0.00035392i,0.00052875+0.0005851i,-0.00012834+0.00072257i,-0.00061277+0.00031888i,-6.5364e-07+7.6898e-05i,-6.6644e-05-0.00018356i,-0.00085932-6.8729e-05i
0.0023329-0.0010257i,0.002279-0.00065101i,0.0028116-0.00051382i,0.0019352-0.00069669i,0.001055-0.00089012i,0.00088654-0.0012136i,0.00094311-0.00048861i,0.00092222+0.00019953i,0.00044735+0.00017176i,-0.00032201+0.00041068i,-0.0005242+0.00053355i,-0.00058763+0.00010828i,-0.0011165-3.0472e-05i,-0.0010816+0.00015996i,-0.00058965-0.00016293i,-0.00033428-0.00041389i,-0.00011391+0.0003688i,-3.7936e-05+0.0011918i,-0.00060669+0.00094815i,-0.00044852+0.00092565i,0.00023694+0.00076801i,0.00039493+0.00016464i,0.00058156+0.00019393i
