-0.003152-0.00015175i,-0.0025506+0.00079276i,-0.0032528+0.0026992i,-0.002596+0.0025915i,-0.0012437+0.0021511i,-5.8591e-05+0.0019713i,0.00061309+0.00097204i,0.0012277-0.00016761i,0.0017301-0.00054466i,0.0018767-0.00012317i,0.001384-0.00010577i,0.00063509-0.00059544i,0.00063156-0.0011868i,0.00065724-0.00099386i,0.00043376-0.00023397i,-0.00027397+6.5118e-05i,-0.0010694+0.00077068i,-0.00075182+0.0004575i,0.00026635-0.00077091i,0.00071991-0.00048295i,-4.3004e-05-3.2433e-05i,-0.00095985-0.00033334i,-0.0012578-0.00022715i
0.29149-0.12021i,0.38539-0.1341i,0.30139-0.096428i,0.18387-0.069291i,0.13133-0.10141i,0.072602-0.1389i,0.019583-0.11091i,0.0079136-0.071254i,0.0030326-0.061884i,-0.0063384-0.050778i,-0.0077902-0.03535i,-0.0090993-0.026804i,-0.0095051-0.019685i,-0.0019641-0.014752i,0.0085608-0.016421i,0.016184-0.0206i,0.020585-0.019802i,0.018716-0.019708i,0.0074499-0.024335i,-0.015251-0.021948i,-0.043157-0.00371i,-0.053226+0.020779i,-0.036886+0.031208i
-0.16838+0.25909i,-0.213+0.33645i,-0.15268+0.24469i,-0.099847+0.13521i,-0.090503+0.14135i,-0.05295+0.16224i,-0.017366+0.11237i,-0.0097565+0.062714i,0.0010063+0.045563i,0.0091065+0.032416i,0.0068833+0.023027i,0.0066342+0.019796i,0.0049831+0.015486i,-0.0033159+0.010519i,-0.010999+0.011036i,-0.010671+0.014964i,-0.0065222+0.012722i,-0.0052782+0.0077863i,0.00017119+0.011233i,0.019422+0.021088i,0.04329+0.022651i,0.04949+0.0061226i,0.031531-0.011611i
-0.025817-0.32244i,-0.068395-0.40642i,-0.065155-0.28476i,-0.0073008-0.16627i,0.024208-0.17501i,-0.0050168-0.16125i,-0.01997-0.084324i,-0.0080175-0.040814i,-0.0052459-0.032694i,-0.0055366-0.024005i,-0.0037935-0.017735i,-0.0044656-0.016038i,-0.0034828-0.017197i,-0.0039665-0.02184i,-0.011091-0.025767i,-0.018489-0.023756i,-0.019094-0.014496i,-0.015328-0.00025815i,-0.013109+0.010493i,-0.01221+0.0063405i,-0.008643-0.0032006i,-0.0027667-0.00017356i,0.0048091+0.0070521i
0.23762+0.24728i,0.3137+0.27308i,0.22158+0.18464i,0.088408+0.13532i,0.051867+0.15368i,0.073192+0.11457i,0.062905+0.045285i,0.03153+0.024497i,0.015866+0.02545i,0.0093617+0.019436i,0.0097084+0.013975i,0.015575+0.012195i,0.019664+0.014766i,0.025766+0.0219i,0.035864+0.028512i,0.039783+0.027395i,0.032981+0.018121i,0.023322+0.003092i,0.013544-0.013653i,-0.002931-0.022208i,-0.022396-0.023037i,-0.030757-0.02345i,-0.027075-0.020032i
-0.37044-0.0061721i,-0.432+0.033819i,-0.29332+0.029792i,-0.14958-0.035537i,-0.12689-0.072229i,-0.12553-0.035043i,-0.081669-0.0084382i,-0.04677-0.021286i,-0.038224-0.026351i,-0.030221-0.015327i,-0.026777-0.0036986i,-0.029664+0.0040103i,-0.032591+0.0032652i,-0.038819-0.002391i,-0.043707-0.0066215i,-0.037557-0.0090884i,-0.023542-0.0093523i,-0.011152-0.0071067i,-0.0033811-0.00088328i,0.0041828+0.013992i,0.013648+0.035438i,0.020933+0.045355i,0.021241+0.036097i
0.25578-0.24812i,0.2875-0.30849i,0.19953-0.21943i,0.13369-0.082418i,0.13821-0.033247i,0.11031-0.039665i,0.052565-0.017647i,0.029996+0.010142i,0.031497+0.013235i,0.028366+0.005162i,0.023087-0.0047105i,0.020884-0.012734i,0.022446-0.014963i,0.024721-0.013009i,0.021737-0.011349i,0.012349-0.0069188i,-0.00058275+0.0015126i,-0.011354+0.011201i,-0.010451+0.016634i,0.0032686+0.0035319i,0.014585-0.025664i,0.010106-0.044082i,-0.0016246-0.038082i
-0.0048928+0.32627i,-0.018928+0.40225i,-0.021401+0.31379i,-0.04775+0.17379i,-0.080387+0.11218i,-0.051999+0.083893i,-0.011791+0.032407i,-0.012195+0.0020291i,-0.015909+0.003895i,-0.0070405+0.0078613i,0.00076311+0.011774i,0.004773+0.016259i,0.0037821+0.01582i,-0.0014143+0.012745i,-0.0062585+0.010562i,-0.0056365+0.0089727i,0.0021805+0.004867i,0.010828-0.0030346i,0.0082093-0.010635i,-0.0087584-0.0065488i,-0.02249+0.00952i,-0.01509+0.022807i,0.00081026+0.022038i
-0.18079-0.20806i,-0.21978-0.29758i,-0.17219-0.25449i,-0.066652-0.1703i,-0.001773-0.14424i,-0.013517-0.11309i,-0.020848-0.046454i,0.00097784-0.011114i,0.0046941-0.011294i,-0.0049688-0.011856i,-0.0087594-0.012326i,-0.0093268-0.01547i,-0.0079681-0.015842i,-0.0020319-0.014522i,0.0069049-0.013687i,0.0099692-0.012502i,0.0057058-0.0098886i,0.00092608-0.0063177i,-0.00072069-0.0049632i,-0.00025686-0.0022526i,-0.0032419+0.0020092i,-0.011417+0.0012863i,-0.016052-0.00045124i
0.19485+0.073807i,0.30497+0.13704i,0.2781+0.11999i,0.14923+0.097907i,0.069786+0.12462i,0.05827+0.11345i,0.031905+0.051155i,-0.0018926+0.012768i,-0.0023887+0.0056652i,0.0079347+0.003251i,0.0097122+0.0047506i,0.0084647+0.0093555i,0.0038423+0.012226i,-0.0066639+0.015397i,-0.016841+0.020149i,-0.017318+0.019787i,-0.012085+0.013861i,-0.010201+0.0090745i,-0.0071759+0.0086937i,0.0070763+0.0070218i,0.029049+0.0010702i,0.041566-0.0025628i,0.035855-0.0028573i
-0.19596-0.00030377i,-0.33772+0.028457i,-0.30823+0.049379i,-0.18206-0.012799i,-0.12925-0.1022i,-0.1129-0.099471i,-0.054115-0.041543i,-0.0055731-0.011384i,-0.0016359-0.0030278i,-0.0086835+0.0030742i,-0.011988+0.0020396i,-0.013771-0.0034358i,-0.011078-0.0080961i,-0.0042832-0.014318i,0.00076544-0.018583i,0.0011241-0.012951i,0.0018728-0.0018652i,0.0062569+0.0058443i,0.0083163+0.0067538i,-0.0022294+0.0003091i,-0.026081-0.0095259i,-0.041558-0.012621i,-0.036289-0.0079829i
0.22323-0.08371i,0.30755-0.20352i,0.24664-0.19818i,0.16899-0.054314i,0.17357+0.056249i,0.1548+0.050717i,0.072294+0.011134i,0.012536-0.0044817i,-0.00091462-0.0090961i,0.00061946-0.012693i,0.0053226-0.010293i,0.012431-0.0037502i,0.018228+0.0023309i,0.020545+0.0068791i,0.018658+0.0070305i,0.01303-0.0009338i,0.0044783-0.012277i,-0.0056099-0.020126i,-0.013899-0.019625i,-0.011938-0.0047348i,0.003632+0.016769i,0.019241+0.023481i,0.021603+0.013728i
-0.17224+0.25168i,-0.16902+0.38841i,-0.11228+0.31318i,-0.12758+0.11168i,-0.20118+0.010502i,-0.18428+0.02087i,-0.088929+0.030466i,-0.025783+0.020897i,-0.0045696+0.018377i,0.0042563+0.01912i,0.0024909+0.015852i,-0.0068992+0.013586i,-0.0152+0.013523i,-0.018783+0.010958i,-0.017188+0.0079945i,-0.010887+0.0091617i,-0.0032298+0.012842i,0.0023585+0.014803i,0.007618+0.011076i,0.010906+0.00057367i,0.0060176-0.0094171i,-0.0048084-0.010286i,-0.011612-0.0047152i
-0.050276-0.3518i,-0.12073-0.4441i,-0.10309-0.33676i,0.034604-0.16553i,0.16638-0.098934i,0.1614-0.086965i,0.076157-0.053801i,0.019725-0.023633i,-4.775e-05-0.012693i,-0.006761-0.0096984i,-0.0062693-0.0072897i,0.0013206-0.0082109i,0.01014-0.014701i,0.010554-0.017793i,0.0041423-0.012691i,-0.00068114-0.0069339i,-0.0031186-0.0028046i,-0.0042855+0.003993i,-0.0025696+0.011142i,0.00018364+0.0092611i,0.0046157-0.0014991i,0.012909-0.0083835i,0.017528-0.0074378i
0.28374+0.23354i,0.38016+0.28415i,0.29007+0.22923i,0.073913+0.15884i,-0.086372+0.13907i,-0.10562+0.11489i,-0.04922+0.060971i,-0.0062371+0.018558i,0.0072984+0.0010181i,0.010167-0.0026066i,0.0095548-0.0022864i,0.0035663+0.00062143i,0.00014786+0.0069677i,0.0022236+0.0088845i,0.0041492+0.0046234i,0.0052245+0.00078801i,0.009181-0.0029011i,0.011581-0.011577i,0.005024-0.018774i,-0.0070391-0.0099998i,-0.018603+0.010857i,-0.025049+0.021232i,-0.022009+0.01544i
-0.34349+0.024625i,-0.46482+0.01548i,-0.37457+0.00036768i,-0.14532-0.049675i,0.017454-0.11395i,0.050422-0.11829i,0.020968-0.071825i,-0.004067-0.030394i,-0.0096564-0.0089966i,-0.010199-0.002418i,-0.010628+0.0004254i,-0.0074891+8.3575e-05i,-0.0063712-0.0046467i,-0.0080449-0.0049508i,-0.0095013-0.00096878i,-0.013044+0.00077772i,-0.017381+0.0029335i,-0.017871+0.0084498i,-0.010348+0.011221i,0.0048931+0.0054178i,0.021118-0.0079012i,0.02738-0.01666i,0.022702-0.014779i
0.21662-0.19643i,0.33739-0.25706i,0.29471-0.2154i,0.12847-0.078491i,0.0054157+0.05922i,-0.028715+0.10799i,-0.015772+0.083359i,0.0012108+0.042425i,0.0052906+0.015268i,0.0090849+0.0037496i,0.010899-0.0027901i,0.0060743-0.0019875i,0.0041139+0.0036625i,0.00528+0.0061276i,0.0064226+0.0044608i,0.010526+0.00089229i,0.013873-0.0024911i,0.011226-0.0038184i,0.0047774-0.0020463i,-0.0039095-0.00020709i,-0.012802+0.0016883i,-0.017936+0.0060449i,-0.017501+0.010902i
-0.078605+0.23031i,-0.15144+0.36966i,-0.12663+0.33829i,-0.043528+0.14485i,-0.0045681-0.034855i,-0.00063135-0.098814i,-0.0062965-0.081992i,-0.017006-0.039842i,-0.017395-0.0085215i,-0.014316+0.0053898i,-0.009428+0.013769i,-0.001045+0.012435i,0.00037277+0.0028603i,-0.0042711-0.0037702i,-0.0070304-0.0034233i,-0.0082202+0.0012499i,-0.0068292+0.0053166i,-0.0009021+0.0035311i,0.0039402-0.0021871i,0.0047325-0.0042626i,0.0040321-0.0041453i,0.0067108-0.0076133i,0.010554-0.012614i
-0.030683-0.22704i,-0.061207-0.38842i,-0.083803-0.3533i,-0.062595-0.15123i,-0.0076496+0.013279i,0.019957+0.074523i,0.026584+0.069702i,0.029428+0.030521i,0.018288-0.0021921i,0.0085656-0.014769i,0.00024546-0.019503i,-0.0075113-0.014011i,-0.0041261-0.003046i,0.0028787+0.0016819i,0.0046812-0.00036063i,0.0020786-0.0037797i,-0.0019335-0.00624i,-0.0067526-0.0061897i,-0.010599-0.001958i,-0.007593+0.0053697i,-0.0025766+0.014373i,-0.0045653+0.021389i,-0.0087541+0.021362i
0.11707+0.21541i,0.2321+0.33247i,0.2408+0.28575i,0.13226+0.1262i,0.020928+0.012193i,-0.021998-0.040085i,-0.03451-0.050917i,-0.03136-0.02191i,-0.0087826+0.0075511i,0.0069605+0.017572i,0.01363+0.016768i,0.014657+0.0077855i,0.0075833-0.0003509i,-5.8327e-05+0.00026145i,-0.0030134+0.0040873i,-0.0019682+0.0077103i,0.00096955+0.011334i,0.0049268+0.013584i,0.0068986+0.0095719i,0.0036118-0.0022332i,-0.0004161-0.018373i,0.00030693-0.027753i,0.0036658-0.024898i
-0.25476-0.12434i,-0.40518-0.14779i,-0.37649-0.10694i,-0.20217-0.044599i,-0.059452-0.0079166i,0.007715+0.027376i,0.041274+0.0406i,0.035372+0.013012i,0.0043134-0.0073618i,-0.012355-0.0092915i,-0.01585-0.006081i,-0.012978+0.0022147i,-0.0057357+0.0040279i,-0.0038571-0.0017696i,-0.0048178-0.0056081i,-0.0034644-0.0089813i,-0.0032474-0.012798i,-0.004101-0.01247i,-0.0020145-0.006508i,0.0020301+0.0045502i,0.0045484+0.017144i,0.0051447+0.024357i,0.0032199+0.022821i
0.28966-0.051309i,0.42741-0.095054i,0.3883-0.095919i,0.21963-0.052451i,0.085099-0.022171i,-0.0029775-0.036692i,-0.0584-0.039431i,-0.048075-0.013715i,-0.009476-0.0013105i,0.0071269-0.0018677i,0.010982-0.002319i,0.010358-0.0049398i,0.0068959-0.0061909i,0.0060305-0.0035869i,0.0058541-0.00074869i,0.0049114+0.0028479i,0.0043795+0.0047784i,0.0016496+0.00071234i,-0.0049213-0.0046275i,-0.010089-0.0067408i,-0.010095-0.0089333i,-0.0086513-0.013151i,-0.009122-0.016082i
-0.1836+0.21613i,-0.28918+0.3073i,-0.27287+0.27528i,-0.16186+0.14366i,-0.072235+0.047782i,0.0046863+0.032123i,0.059643+0.021679i,0.043516+0.0014609i,0.0055039+0.0011284i,-0.0057847+0.004839i,-0.0071736+0.0047038i,-0.0072093+0.0071713i,-0.0048792+0.0093888i,-0.0043382+0.010318i,-0.0046234+0.0096153i,-0.00478+0.0075846i,-0.0049945+0.0064123i,-0.002019+0.0081652i,0.0063711+0.0093857i,0.013369+0.0058291i,0.013834+0.0033935i,0.012897+0.0083336i,0.013593+0.014199i
0.022739-0.2496i,0.069227-0.39141i,0.084959-0.36767i,0.07136-0.20354i,0.048995-0.077682i,-0.010689-0.033667i,-0.060474-0.0031201i,-0.041118+0.014091i,-0.007973+0.0050154i,0.0022719-0.0014506i,0.0053323-0.0032864i,0.0048224-0.007917i,0.0022344-0.011368i,0.00017919-0.014491i,-0.0020246-0.015512i,-0.0010408-0.0126i,0.0017968-0.0086495i,0.001732-0.00581i,-0.0015997-0.0013506i,-0.0075984+0.0038914i,-0.013236+0.0024518i,-0.014927-0.0056135i,-0.011545-0.01067i
0.082965+0.19987i,0.11293+0.35859i,0.091679+0.3549i,0.018227+0.20236i,-0.029517+0.082934i,0.0097991+0.030214i,0.055947-0.0093913i,0.036096-0.021984i,0.0062311-0.0080176i,-0.00072219-0.0015141i,-0.0017956+0.0012477i,0.00015979+0.0070812i,0.0029881+0.0092489i,0.003283+0.010112i,0.0031009+0.010128i,0.0010615+0.0077828i,-0.0032107+0.0052722i,-0.0067526+0.00098264i,-0.0060929-0.0050376i,-0.0013739-0.007443i,0.0059025-0.0027613i,0.012528+0.0034972i,0.012377+0.004352i
-0.15477-0.14256i,-0.2753-0.2513i,-0.26293-0.24707i,-0.11928-0.15207i,-0.015272-0.080215i,-0.032354-0.028553i,-0.062232+0.01995i,-0.036555+0.025387i,-0.007525+0.0052535i,0.0010727-0.0016901i,0.00092437-0.0027748i,-0.0024573-0.0057459i,-0.004503-0.0081807i,-0.0065882-0.010973i,-0.0080499-0.0095831i,-0.0055792-0.0049479i,-0.00098541-0.0020576i,0.0011006+0.0017485i,0.00049187+0.0069925i,-0.00070034+0.0083535i,-0.0055912+0.0057186i,-0.011167+0.0034998i,-0.011726+0.0023241i
0.21902+0.062072i,0.37077+0.084998i,0.3552+0.083555i,0.18575+0.067695i,0.061033+0.050996i,0.053366+0.0075551i,0.059124-0.038663i,0.029591-0.032374i,0.0065357-0.0052907i,-8.0047e-06+0.00095172i,-0.00060877-0.00030228i,0.0026246+0.00351i,0.0060577+0.0085726i,0.0097156+0.012268i,0.010459+0.01146i,0.0075358+0.0078156i,0.0062722+0.0060493i,0.0075315+0.0032319i,0.0072654-0.0028056i,0.0049484-0.0071726i,0.0061064-0.0079645i,0.010735-0.0079301i,0.012378-0.0064201i
-0.23729+0.077618i,-0.36816+0.13422i,-0.34107+0.12506i,-0.18049+0.056475i,-0.069847+0.0040045i,-0.056539+0.0246i,-0.050618+0.059371i,-0.024842+0.040078i,-0.0097115+0.0069678i,-0.0050987-0.00098577i,-0.003566+0.0011954i,-0.0059383+0.00046688i,-0.0091944-0.0040741i,-0.013748-0.0082453i,-0.017758-0.0078842i,-0.016515-0.0049841i,-0.013274-0.0030491i,-0.010609-0.0008959i,-0.0055461+0.0043543i,-0.00078596+0.0088597i,-0.0017195+0.01009i,-0.0062712+0.0084697i,-0.0080406+0.0040121i
0.13545-0.20769i,0.21882-0.30681i,0.21099-0.2934i,0.10515-0.17627i,0.03301-0.073925i,0.028904-0.063331i,0.024177-0.076661i,0.011156-0.046572i,0.0073918-0.012986i,0.0044047-0.0050771i,0.0014986-0.0052545i,0.0047267-0.0034818i,0.011592-0.00074906i,0.01789-0.0011037i,0.020266-0.0034523i,0.018483-0.0034657i,0.012812-0.0020854i,0.0034456-0.0021878i,-0.0060753-0.0029985i,-0.01093-0.0036663i,-0.0079471-0.0046178i,-0.0010862-0.0037333i,0.0021813-0.0001788i
0.011057+0.22101i,-0.026031+0.3503i,-0.033381+0.3492i,0.0069338+0.2058i,0.019919+0.083545i,0.0017307+0.071887i,-0.0010911+0.080553i,-8.0415e-05+0.046618i,-0.0031176+0.015966i,0.00045507+0.010183i,0.0034976+0.0095955i,0.0015201+0.00643i,-0.0044928+0.0034531i,-0.012476+0.0041261i,-0.015471+0.0080395i,-0.011677+0.0094643i,-0.0052826+0.0057998i,0.0027751+3.6669e-05i,0.010691-0.0039947i,0.013286-0.0053962i,0.0089727-0.002523i,0.0037718+0.0030036i,0.003022+0.0038905i
-0.11053-0.14642i,-0.14899-0.28678i,-0.16039-0.30172i,-0.13372-0.16532i,-0.076543-0.062281i,-0.034625-0.064978i,-0.020773-0.07226i,-0.008538-0.041978i,-0.00094587-0.016746i,-0.0049179-0.0082111i,-0.0088101-0.0039144i,-0.005492-0.0016633i,0.0019431-0.001469i,0.0061713-0.0046278i,0.0052655-0.0096014i,0.0016691-0.0093413i,-0.00052951-0.0045384i,-0.0024648+0.00079349i,-0.0058479+0.0056528i,-0.006899+0.0079201i,-0.0048526+0.0040573i,-0.0035626-0.0033438i,-0.0037664-0.0064743i
0.12433+0.074163i,0.23205+0.18151i,0.26171+0.19783i,0.18772+0.10112i,0.093659+0.041805i,0.047546+0.060638i,0.030047+0.067069i,0.0097436+0.03835i,-0.0002075+0.013694i,0.0044881+0.002923i,0.0065871-0.0016425i,0.0019001-0.0022047i,-0.0047433-0.00098655i,-0.0077768+0.0022704i,-0.0065267+0.0063393i,-0.0052021+0.0075878i,-0.0061329+0.0063642i,-0.006397+0.0040775i,-0.0046054+3.8875e-05i,-0.0037755-0.0021009i,-0.0025042+0.0008873i,-0.00061168+0.0049061i,-0.000596+0.0048481i
-0.14454-0.033952i,-0.28951-0.063413i,-0.31952-0.059701i,-0.21416-0.023375i,-0.11089-0.022507i,-0.070358-0.055847i,-0.047196-0.061472i,-0.019802-0.038784i,-0.0063448-0.017673i,-0.0051985-0.0064949i,-0.0036237-0.0024129i,0.001512-0.0015373i,0.0080435-0.0030202i,0.0092297-0.0067612i,0.0058208-0.0099276i,0.0035535-0.01077i,0.0032112-0.0097363i,0.0037704-0.0051897i,0.0047042+0.0012498i,0.0051992+0.0034291i,0.004154+0.0014537i,0.002183+0.00060834i,0.0033063+0.0003356i
0.16336-0.035076i,0.29406-0.074478i,0.33026-0.078406i,0.2467-0.057529i,0.15595-0.01665i,0.10811+0.032481i,0.068764+0.04857i,0.029749+0.034189i,0.010379+0.016835i,0.0060971+0.0072544i,0.0039843+0.0049796i,0.0014962+0.0067159i,-0.00070541+0.0094538i,-0.0013071+0.011246i,-0.00080897+0.013348i,-2.3706e-05+0.013851i,0.001288+0.0097992i,0.0019456+0.0020759i,-0.00027827-0.0044718i,-0.0031228-0.0063415i,-0.0034159-0.0053651i,-0.002176-0.0038672i,-0.001805-0.0028006i
-0.13054+0.13467i,-0.23002+0.2186i,-0.27837+0.2277i,-0.22941+0.16669i,-0.16485+0.080766i,-0.12684+0.0067889i,-0.083467-0.025385i,-0.039269-0.02397i,-0.017206-0.012003i,-0.012278-0.0031838i,-0.010006-0.0015572i,-0.0071019-0.0041631i,-0.0058284-0.0068591i,-0.0072764-0.0075995i,-0.010171-0.0085248i,-0.010771-0.0070973i,-0.0076995-0.0021289i,-0.0024856+0.0033063i,0.0017449+0.0061318i,0.0034471+0.0059524i,0.0017704+0.003045i,-0.0012921+5.7546e-06i,-0.0029736-0.00077931i
0.0092889-0.17878i,0.067436-0.29324i,0.12697-0.33626i,0.12587-0.27212i,0.10704-0.1569i,0.10046-0.056773i,0.070916-0.0030156i,0.032613+0.010922i,0.015381+0.0058528i,0.012906-0.0010774i,0.011048-0.0037917i,0.007697-0.0033399i,0.0061714-0.0034616i,0.0070365-0.0044674i,0.0091998-0.0027798i,0.0092717-0.002686i,0.0047173-0.0036512i,-0.0023246-0.0034392i,-0.0074586-0.003148i,-0.0078218-0.00090018i,-0.0025243+0.0025395i,0.0045992+0.0049519i,0.0080849+0.0053179i
0.085004+0.12445i,0.08219+0.26004i,0.045039+0.33762i,0.0062243+0.28466i,-0.035729+0.17036i,-0.069944+0.074594i,-0.06018+0.016149i,-0.029846-0.0066267i,-0.013675-0.0050115i,-0.0093421+0.0022224i,-0.0067105+0.0056006i,-0.0041338+0.0075958i,-0.0017515+0.0086523i,-0.0014253+0.0074505i,-0.0038461+0.005165i,-0.0042108+0.0033802i,-0.0013726+0.00054112i,0.0022282-0.0032059i,0.0056287-0.0059135i,0.0059737-0.0080197i,0.0019809-0.0082167i,-0.0034899-0.0048353i,-0.0044642-0.0026499i
-0.10293-0.039453i,-0.16697-0.15649i,-0.17041-0.23901i,-0.10425-0.21516i,-0.014308-0.14165i,0.045211-0.073234i,0.049214-0.019725i,0.028324+0.002488i,0.014612-0.0017882i,0.0089509-0.0089004i,0.0045261-0.0079647i,0.0015792-0.0048262i,0.00033115-0.00336i,0.00089163-0.0026363i,0.002834-0.0010603i,0.0024893+0.00079139i,0.001438+0.0022992i,-0.00043118+0.0048497i,-0.0034684+0.0077214i,-0.0030871+0.010696i,-0.0010606+0.010402i,7.9613e-05+0.0051966i,0.00028691-0.00034996i
0.075403+0.010395i,0.17663+0.070644i,0.21119+0.13744i,0.14305+0.15035i,0.034458+0.11959i,-0.037331+0.074752i,-0.048047+0.026458i,-0.030996+0.0010837i,-0.01537+0.0031238i,-0.0061694+0.0073613i,-0.0017038+0.0050742i,-0.00011569+0.0039357i,-0.00034403+0.0040555i,-0.0026823+0.0038429i,-0.0057371+0.0027745i,-0.0066471+0.0011464i,-0.0046338+0.00075195i,-0.00098833-0.00025255i,0.0014902-0.0034266i,0.0006601-0.0058473i,-0.00017981-0.0044191i,0.00073609-0.00033012i,0.00032432+0.0041033i
-0.081867-0.0004531i,-0.18187-0.0094234i,-0.22414-0.061565i,-0.16082-0.10914i,-0.054903-0.11611i,0.019033-0.085107i,0.038823-0.035763i,0.025492-0.0074963i,0.0074529-0.0061255i,-0.00067869-0.0089763i,0.00052068-0.0075726i,0.00065959-0.0063645i,-0.0012977-0.0080865i,-0.00090857-0.011377i,0.00048166-0.011584i,0.00059482-0.0085603i,-0.00066515-0.0052528i,-0.0018169-0.002937i,-0.00028521-0.00099815i,0.0031369+0.00093577i,0.0060788+0.00076795i,0.0071817-0.0026557i,0.0055149-0.0067346i
0.087666-0.049118i,0.165-0.065117i,0.21837-0.023077i,0.17915+0.045106i,0.082166+0.088124i,0.0029672+0.081725i,-0.027922+0.041178i,-0.022625+0.011004i,-0.0070663+0.0043229i,-0.00023318+0.0060371i,-0.00057075+0.0078676i,0.0016412+0.0093347i,0.0060961+0.010273i,0.0075472+0.011276i,0.0054568+0.012061i,0.0031027+0.0096274i,0.0030901+0.0046673i,0.0032046+0.00068281i,0.00066052-0.00073568i,-0.0045272-0.00061576i,-0.0096685+0.0014243i,-0.010486+0.0049049i,-0.0073724+0.0068203i
-0.042879+0.09612i,-0.11866+0.13363i,-0.19324+0.11449i,-0.17917+0.032099i,-0.098266-0.048335i,-0.024022-0.067483i,0.01376-0.038969i,0.015453-0.012393i,0.0029894-0.0033328i,-0.0026679-0.0032306i,-0.0037626-0.0051764i,-0.0067051-0.0053172i,-0.010898-0.0043799i,-0.012653-0.0044493i,-0.0103-0.0040144i,-0.0066542-0.002873i,-0.0045657-0.00096086i,-0.0036931+0.002005i,-0.0012478+0.0032962i,0.003043+0.0012937i,0.0066051-0.0023225i,0.005794-0.0048905i,0.0028764-0.0054758i
-0.034022-0.087453i,0.017356-0.15627i,0.094173-0.17022i,0.12213-0.090385i,0.082817+0.0062773i,0.025664+0.046455i,-0.01037+0.032505i,-0.014938+0.0092678i,-0.0041015+0.00080136i,0.0042968+0.001676i,0.006037+0.0032894i,0.0074482+0.0034035i,0.011522+0.002531i,0.011749+0.001497i,0.0068012+0.0010712i,0.0022803+0.0010085i,-0.00021353-7.8069e-05i,-0.00096899-0.0016922i,-0.0028696-0.0028209i,-0.0057051-0.0011182i,-0.0046804+0.0020793i,0.00089203+0.0038415i,0.0052813+0.0044181i
0.049212+0.032067i,0.041786+0.12287i,-0.0041001+0.1689i,-0.052383+0.10723i,-0.056276+0.010351i,-0.025347-0.036211i,0.0066941-0.028296i,0.01538-0.0097106i,0.0058695-0.0021765i,-0.0037816-0.00036601i,-0.0072368+0.0012711i,-0.0078459+0.0038559i,-0.0092909+0.0044766i,-0.0092069+0.00097918i,-0.0060331-0.001968i,-0.00229-0.0013078i,-0.00077539+0.00085983i,-0.00034056+0.0021016i,0.0014332+0.0018324i,0.0026967+0.00020682i,0.00080447-0.0019789i,-0.003092-0.003997i,-0.0065955-0.0052641i
-0.030051-0.006932i,-0.071329-0.069458i,-0.054937-0.12033i,0.0053804-0.089553i,0.037353-0.010179i,0.022049+0.033124i,-0.0085215+0.029084i,-0.017919+0.012816i,-0.007173+0.0023335i,0.0017084-0.0042015i,0.0033098-0.0059677i,0.0052394-0.0063757i,0.010079-0.0073476i,0.012578-0.0051039i,0.0099505-0.0021547i,0.0057018-0.00017562i,0.0027208+0.00043536i,0.002459-0.00031255i,0.0019326+0.00020102i,0.00049505+0.0030688i,-0.00031235+0.0067773i,0.0016213+0.0077566i,0.0050484+0.0064442i
0.026058+0.01825i,0.074255+0.036564i,0.071777+0.070537i,0.014335+0.058399i,-0.030042-0.00013478i,-0.025741-0.035184i,0.0010028-0.033661i,0.010564-0.018769i,0.0051974-0.0041032i,0.0019488+0.0035487i,0.0021317+0.0044103i,9.9033e-05+0.004782i,-0.005084+0.0063087i,-0.010188+0.0063988i,-0.010745+0.00386i,-0.0061594+0.00065375i,-0.0015071+0.00035074i,-0.0010894+0.002339i,-0.0027194+0.0022767i,-0.0023715-0.0028014i,-0.0014799-0.0076068i,-0.001498-0.0072068i,-0.0022279-0.0039671i
-0.050296-0.00037142i,-0.082038-0.0070749i,-0.084248-0.034916i,-0.02571-0.037024i,0.031036-0.0027516i,0.032013+0.027074i,0.006836+0.031408i,-0.0056458+0.016189i,-0.0061782+0.0017623i,-0.0055235-0.0022885i,-0.0039173-0.001847i,-0.0022617-0.0029064i,-0.00032797-0.0064769i,0.002094-0.0091064i,0.0026137-0.0071701i,0.0014096-0.002871i,-0.00025339-0.001998i,-0.00088353-0.0035125i,-0.0010569-0.0040289i,0.00012155-0.00036698i,0.0028689+0.0044272i,0.0038282+0.0032384i,0.0030423-0.00021137i
0.035754-0.035934i,0.062587-0.026026i,0.077724+0.0035357i,0.030666+0.021441i,-0.03052+0.0053444i,-0.037979-0.019388i,-0.014233-0.025165i,0.0022759-0.015289i,0.006279-0.0060963i,0.0047714-0.0015278i,0.0030911+0.0010431i,0.002067+0.0035357i,0.0014971+0.0072586i,-0.00014761+0.0087359i,-0.0011647+0.0061939i,-0.0017944+0.003011i,-0.0025648+0.0025161i,-0.00087547+0.004263i,0.00046953+0.0036565i,-0.0010887+0.00073598i,-0.003785-0.00046491i,-0.0048385+0.00062431i,-0.0043005+0.0023551i
