-0.00033817+0.00075725i,0.0013843+0.00022151i,-0.00021465+0.00015442i,-0.0013192-0.00023808i,-0.002253+0.0003303i,-0.003112+0.0010013i,-0.0016092+0.001379i,-0.0003527+0.002277i,2.9771e-05+0.0015609i,0.00033795+0.00074165i,0.00025063+0.00015291i,0.00018934-0.00051335i,0.00050012-0.00079347i,0.00029589-0.00077718i,-0.00043108-0.00030867i,-0.00070673+0.00061747i,-0.0011241+0.00086921i,-0.00065604+0.00022578i,-0.00017034-0.00019654i,0.00046215-7.8481e-05i,0.0012268-0.00022493i,0.00052577-0.00087115i,-0.00019466-0.00085038i
0.0020759+0.0016098i,0.0019588+0.0018057i,0.0030789+0.001215i,0.0018685+0.0010005i,-0.00016823+0.00021754i,-0.00087225+0.00021349i,-0.0010381+0.0011921i,-0.00044593+0.0013108i,0.00025743+0.00089255i,0.00038385+0.00022974i,0.00033118-0.00068502i,4.5926e-05-0.00096517i,3.313e-05-0.0011698i,0.00017823-0.0011294i,0.00048558-0.0010452i,-6.2763e-05-6.0932e-05i,-0.0011978+5.1824e-05i,-0.00098242-0.00023213i,-0.00057925+0.00038437i,-0.00093474+0.00069083i,-0.001042+0.00041847i,-0.00077381+5.9893e-05i,-0.00080128-0.00044275i
0.0012615-0.0030131i,0.0002633-0.0028691i,0.00025326-0.0030993i,0.0003132-0.0022196i,0.00029093-0.0010694i,0.00031979-3.2258e-05i,0.00034726+0.0011833i,-0.00017931+0.001585i,1.421e-05+0.00072161i,0.00075018-3.5534e-06i,0.0010864+0.00028027i,0.0015392+0.00040385i,0.00096411+0.00039972i,1.3868e-06-0.00018665i,-0.0010816-0.00016079i,-0.0012034+0.00010582i,-0.00042449-6.6168e-05i,-0.00041962+0.00028166i,-0.00063416+0.00027378i,-0.00022997-0.00058739i,-6.3982e-05-0.00072307i,-0.00030939-0.00017764i,-0.00034059+2.4722e-05i
0.0014573-0.0016636i,0.0013087-0.0018295i,0.00077711-0.0014758i,-0.00039303-0.0019269i,-0.0013953-0.0021098i,-0.0010449-0.0015366i,-0.00045521+0.00033247i,-6.2595e-05+0.0015004i,0.00070208+0.0011221i,0.00068194+0.00091159i,0.00019277+0.00043442i,0.00023228-0.00041198i,0.00014931-0.00051624i,4.7627e-05+0.00045545i,-9.8914e-05+0.00085843i,-0.00023878+0.00020838i,-2.0191e-05+0.00015549i,2.2356e-06+0.00040337i,-0.00082415+0.00060501i,-0.0013693+6.7584e-05i,-0.00070851-0.0004882i,-0.00042136-0.00017241i,-0.00022861+0.00050305i
0.0017289+0.0012274i,0.0034407+0.00098054i,0.003034+0.00041281i,0.00084356-0.00076831i,0.00012-0.0012713i,-0.00049653-0.00054027i,-0.0004571-0.00012751i,-9.1678e-05+0.00036478i,0.00029313+0.0012026i,0.00058795+0.00068265i,0.00090245-0.00012211i,0.00088061+2.0295e-05i,0.0006461-0.00078928i,0.00066934-0.0018877i,-0.00010105-0.0015069i,-5.2865e-06-0.00087421i,0.00073386-9.262e-05i,0.00053382+0.00034367i,-0.00016036-0.0001109i,-2.6718e-05+4.9774e-05i,0.00028101+0.00048877i,-0.00024202+0.0003337i,-0.00031018-6.6207e-05i
0.0017284+0.00058334i,0.0012454+0.00044056i,0.00060751+0.00044991i,0.00024455+0.00068i,-0.0011151+0.0012751i,-0.002306+0.00096027i,-0.0015195+0.00018981i,-0.00033573+0.00059439i,0.00051797+0.00094303i,0.00070174+0.00093207i,-8.5676e-05+0.00067424i,-0.00033799+0.00051487i,0.00021944+1.9729e-05i,0.00067944-0.00087267i,9.4161e-05-0.00053591i,-0.00063964+0.00047317i,-0.00029544+0.00074045i,-1.2793e-05+0.00096561i,0.00018836+0.00089399i,0.00052366-6.0215e-05i,0.00040126-0.0005198i,0.00040292-0.00024544i,0.00092045-0.00066935i
-0.00082521+0.00019923i,-0.0012224-5.0946e-05i,-0.00086215+0.00028606i,-0.00090552-0.0004751i,-0.0011067-0.00067171i,-0.00047817-6.395e-05i,-7.7182e-05-0.00042311i,-0.00032276-0.00068458i,-0.00081877+3.4491e-05i,0.00017284-0.00030464i,0.0011602-0.0012564i,0.00097784-0.00011083i,0.0011679+0.00098599i,0.0015788+0.00023732i,0.0014368-0.00054873i,0.00055649-4.0632e-05i,0.00017765+0.00015197i,2.7381e-05+8.9373e-05i,2.2112e-05+0.00031501i,0.00032368+0.00018557i,1.7512e-05+0.00014385i,-0.00050191+2.471e-05i,-0.00053587+0.00013944i
-9.727e-05+0.00011472i,-0.00013694-0.00011131i,0.0012001-0.00064247i,0.0010707-0.00031352i,0.00011742+0.00028222i,-2.4651e-06+0.0003933i,0.00030994+0.00087077i,0.00067881+0.001728i,0.0009627+0.0018603i,0.001076+0.0012491i,0.00087686+0.00050771i,0.0014948+9.6676e-05i,0.0018646+0.00027388i,0.00093084+6.374e-05i,0.00025679-0.00015064i,-0.00023041+0.00039254i,-0.0001304+0.00070594i,0.00041818+0.00027395i,0.00069567+0.00042298i,0.00029382+0.0009649i,-0.00018869+0.00076865i,9.2161e-06+0.00032811i,0.0002545+0.00044033i
0.0010514-0.0017659i,0.0011759-0.00077667i,0.0017096+0.00034048i,4.5308e-05+0.0010925i,-0.0014717+0.0011256i,-0.0013326+0.00033666i,-0.00090839+0.00038153i,0.00030795+0.0016762i,0.00063842+0.0018612i,0.00089247+0.00013688i,0.0014273-0.0010387i,0.00188-0.00050401i,0.0017555-0.00031847i,0.00084661-0.00031381i,0.00038216-3.3743e-05i,0.00021841+0.00015519i,0.0001788+0.00047238i,0.00069037+0.00097985i,0.00059196+0.0011855i,0.00036287+0.00074067i,0.00075354+0.00042687i,0.00022115+0.00033645i,-0.00087031+0.00048762i
0.00093876+0.00068634i,0.0006769+0.00062653i,0.00057524-0.00040766i,0.00033048-0.0013552i,0.00034192-0.0013977i,-0.00012162-0.00026115i,-0.0004273+0.00061738i,0.00037336+0.00065553i,0.0013925+0.00036077i,0.001502-0.00011244i,0.0010583+0.00017183i,0.00085603+0.00076533i,0.0012988+0.0011396i,0.0016968+0.00087259i,0.00090982+9.2067e-05i,0.00025202-0.00036393i,0.00033827-0.00071457i,-6.1264e-05-0.00069667i,0.00019735+4.5086e-05i,0.00087859+0.00022646i,0.00036368-9.7653e-05i,0.00065251-0.00042688i,0.00050949-0.00092925i
0.00016417+0.00070204i,-0.0001478-6.5898e-06i,-0.0004104-0.00037872i,-4.9795e-05+0.00015649i,-0.00056203+0.00087076i,-0.00083467+0.0011709i,-0.00034711+0.0015826i,0.00017038+0.0017098i,0.0010682+0.00085664i,0.0011327-0.00030443i,0.00081393-0.00063727i,0.00064262-0.00044749i,0.00065409-0.00021298i,0.00055223+0.00038755i,9.6833e-05+0.00066043i,-0.00019056+0.00049236i,-0.00055288-0.00012365i,-0.00049681-0.00052805i,-0.00012383-0.00027446i,-0.00026183-0.00025692i,-0.00018186-3.8842e-05i,-0.00039046+4.4348e-05i,-0.00019945+1.3085e-05i
-0.0011426+0.00098451i,-0.0012459+0.0010579i,-0.00018943+0.0012286i,-0.00015071+0.0011809i,-0.00086744+0.00081297i,-0.00084007+0.00079282i,1.9829e-05+0.00092331i,0.00025945+0.0013077i,0.00052599+0.0013324i,0.0012208+0.00038712i,0.00088064-0.00029948i,0.00035019-0.00046866i,0.00073666-0.00049978i,0.0011864-0.00071927i,0.00066145-0.00046393i,-0.00011791+8.5436e-05i,-0.00017862-0.00058384i,-0.00034813-0.00050488i,-0.00068737+6.7648e-05i,-0.00016343-0.00020546i,-0.00020467+0.0001869i,-0.00095324+0.0004439i,-0.00069909-0.0002325i
-0.00065691+0.0020511i,-0.00059944+0.0015923i,-0.002324+0.001871i,-0.0019157+0.0018326i,-0.00053958+0.0018653i,-0.00016705+0.0011267i,3.8697e-05+0.00029438i,0.00096861+0.00062614i,0.0017437+0.0011914i,0.0015766+0.00062301i,0.001396+0.00059134i,0.00098979+0.0013749i,0.0011921+0.0011663i,0.001864-0.00031255i,0.0013273-0.00060796i,0.00026619+0.00011939i,0.00011863+0.00062064i,0.00024151+7.5157e-05i,0.00034259-0.00012548i,0.00024517+0.00061505i,0.00060378+0.0012966i,0.0005424+0.00059989i,-0.00026875-0.0001276i
0.0010813+0.0012693i,0.0019285+0.0005505i,0.0023302+0.00015614i,0.0016507-0.00017841i,0.00078579-0.00083102i,-4.4597e-06-0.00087856i,-0.00071628-0.00023091i,-0.00022963+0.00095974i,0.00061411+0.0013861i,0.0012107+0.0002301i,0.0012847-0.00078547i,0.00043645-0.00037511i,0.00038597-0.00039369i,0.0007834-0.0012014i,0.00023753-0.0013655i,2.1652e-05-0.0011359i,-0.00015824-0.00010154i,0.00034394+0.0010775i,0.00098132+0.0012943i,0.0010811+0.0005734i,0.0004416+0.0001276i,-0.00031257+0.00039106i,-0.00027439+0.00072249i
0.0010534+0.0017686i,0.0013543+0.0012305i,0.00048355+0.00061319i,-1.575e-05+0.00065331i,-0.00033257+0.00081154i,-0.00095581+3.2771e-05i,-0.00099188-0.00015606i,-5.4895e-05+0.00099421i,0.00033901+0.0010811i,-4.3834e-05-4.657e-05i,-2.6129e-06-0.00073688i,6.0655e-05-0.00063432i,0.00060609-3.7396e-05i,0.0011505+0.00072536i,9.8745e-05+7.267e-05i,-0.00068369-0.00045807i,4.6015e-05+0.00028485i,0.00095562+0.00012577i,0.00091303-0.00043876i,0.00060793-0.00035902i,0.0009196+0.00017883i,0.00032526+0.00064918i,-0.00023123+5.8124e-05i
0.00052559-0.0015221i,0.00086445-0.0019227i,0.0008099-0.0025754i,-0.00063433-0.0017333i,-0.0012115-0.00029227i,-0.0010113+0.0007334i,-0.00053318+0.0018407i,0.00022139+0.0017209i,0.00087287+0.00076998i,0.00029685+0.00029806i,-0.00066406-0.00063161i,-0.0010377-0.00088635i,-0.00011045-0.0008048i,0.00067179-0.00086661i,-0.00027833-0.00048351i,-0.00038984-0.00033137i,0.00029269-0.00057249i,0.00050557-0.00089223i,0.00016601-0.0010196i,-0.00023539-0.00038784i,-0.00034163+0.00033616i,-4.185e-05+0.0006586i,0.00017111+0.0001294i
0.0018447+0.00083175i,0.0029118+0.0012626i,0.0043641+0.0010931i,0.0027312+0.0012802i,0.00024495+0.0009464i,-0.0014512+0.0010024i,-0.0011838+0.0011734i,1.7838e-05+0.0012175i,0.0012086-0.00023675i,0.0021924-0.0013815i,0.0016824-0.0010095i,0.0011256-0.0011162i,0.00041018-0.0012618i,-0.00037791-0.00082106i,-0.00025846-0.0007444i,-0.00055665-0.00061235i,-0.00052697+0.00025051i,-0.00051625+0.00029778i,-0.00061243+0.00043309i,-0.00084821+0.00141i,-0.00050971+0.0010532i,-0.00043624-0.00020844i,-8.2696e-05-0.00051793i
0.0027148+0.00035936i,0.0022708+0.00043095i,0.0028717-0.00073408i,0.0019817-0.0019551i,0.00057393-0.0019437i,-0.00032532-0.00054977i,-4.5742e-05+0.0013354i,0.00061584+0.0022742i,0.00071335+0.0011473i,0.00084718-0.00020434i,0.0010862-0.00055298i,0.0009322-0.00045017i,0.00023362-0.00028337i,0.00010305-0.00019421i,-4.7536e-05-3.0946e-05i,-0.0011449+0.0001627i,-0.0015674+0.00035052i,-0.00088255+3.7035e-05i,0.00026514-0.00016645i,0.00018229+0.00012028i,-0.00044035-0.00030306i,-0.00074247-0.00056843i,-0.00086618-6.1637e-05i
-0.00059183+0.00016117i,-0.00059248-0.00033971i,8.051e-05-0.0012471i,-0.00062924-0.00089285i,-0.0012235-0.00023966i,-0.0008009+5.6058e-05i,-0.00039871+0.00033599i,0.00039676+0.00084026i,0.0011992+0.0010898i,0.00062506+0.00034905i,0.00054626+0.00017214i,0.00059433+0.00059795i,0.0002227+0.00042282i,9.4373e-05-1.8006e-05i,-9.678e-05-0.00056708i,-0.00027216-0.00044849i,8.4922e-05-0.00024755i,0.00058777+3.3645e-05i,0.00051791+0.00021035i,0.00011965-0.00015073i,0.00014697+0.00037803i,0.00029111+0.00047233i,-0.00064224-0.00032389i
0.0019964+0.0011801i,0.003451+0.0012411i,0.0040935+0.0011272i,0.0027746+0.00076194i,0.00070968+0.00052604i,-0.00073431+0.00036572i,-0.00040274+0.00045655i,0.00076993+0.0012871i,0.0013935+0.00098935i,0.0013073+0.00070098i,0.00090371+0.00076558i,0.00050063+0.00013807i,0.00017676-5.3059e-05i,-8.7722e-05-9.1677e-05i,-0.00047876+0.00010822i,-1.1481e-05+0.00063622i,0.00086864+0.00077262i,0.00089659+0.00070441i,0.00016331+0.0007803i,-0.00065638+0.00045956i,-0.00066745+0.00010913i,-0.00055507+0.00049049i,-0.00052614+0.00043843i
-0.00064732-0.0023469i,-0.00097326-0.0015838i,-0.0016364-0.002022i,-0.0011285-0.0015879i,-0.00050107-0.00036869i,-0.0010161+0.00087506i,-0.00041252+0.00094057i,0.00056833+0.00085614i,0.00084336+0.0013461i,0.0010555+0.0013148i,0.00094555-0.00024303i,0.0011392-0.00066097i,0.00067638-0.00056028i,-5.1053e-05-0.00020455i,-0.00020363+4.6304e-05i,-0.00016477-0.00038624i,0.00033657-0.0001018i,0.00039182+0.00023956i,-0.00045622-3.9372e-05i,-0.00099715-0.00010745i,-0.0010684+1.2187e-05i,-0.00096483+2.4327e-05i,-0.00037623+0.00053714i
-8.6775e-05-0.0027111i,-0.00074216-0.0018366i,0.00013029-0.0024962i,-0.00083942-0.0028685i,-0.0019503-0.0015148i,-0.0017582-0.00047754i,-0.00036572-0.00018016i,0.00072212+1.7175e-05i,0.0012585+0.00033453i,0.0014775+0.00058239i,0.00082041+0.00067564i,-0.00015532+0.00017285i,-0.00024095+9.0004e-05i,0.00048871+0.00056658i,0.00014712-6.7833e-06i,-0.00031978-0.0009322i,-4.8857e-05-0.00078816i,0.00033649+4.1684e-05i,0.00045326+0.00016861i,-3.5749e-05+0.00011766i,0.00023931+6.1729e-05i,0.00015339+0.00045737i,-0.0010333+0.00044146i
0.0010335-0.00062829i,0.001743-0.00091996i,0.0033979-0.0025374i,0.0022444-0.0023571i,0.00093316-0.00096568i,0.00023547+8.691e-05i,-0.00072679+0.0010162i,-0.001089+0.0016706i,2.2186e-05+0.00095618i,0.0011919+9.3047e-05i,0.0010154-0.00045901i,0.00046919-0.00072191i,0.00025296-0.00051074i,0.0002614-0.00051115i,0.00040757-0.00046105i,0.00062875-0.00067757i,0.00020632-0.0008191i,0.000319-0.00047966i,0.00049722-0.00055959i,-0.00038556-0.00055344i,-0.00029527-0.00061792i,-2.7234e-05-0.00055263i,-0.00039129-0.0001204i
-0.00026187+8.3121e-05i,-0.0020259+0.0013207i,-0.00054258-0.0014212i,0.00069314-0.0011802i,3.904e-05+0.00077474i,-0.000935+0.0011509i,-0.00023354+0.00070877i,0.00063833+0.0006288i,0.00055935+0.00066516i,0.00053296+0.00055061i,0.00066592+0.00073761i,0.00060486+0.00097312i,0.00066988+0.0012035i,0.00089614+0.00070515i,0.00094581-2.9274e-05i,0.0003923-0.00032535i,-1.5721e-05-0.00035475i,5.6204e-05-0.00083306i,9.0909e-06-0.0013665i,-8.3599e-05-0.00027367i,-0.00024792+0.00068288i,0.00012153+0.00049289i,0.00051757+0.00048949i
-0.0012748+0.0026501i,0.00079942+0.0025321i,-3.6384e-05+0.0021915i,-0.0010794+0.0020554i,-0.00093817+0.00072436i,-0.0007195-0.00013986i,-0.00079799+0.00022502i,-0.00023636+0.001173i,0.00025188+0.00095745i,0.00019543+0.00058136i,0.00038796+0.0005138i,0.00078207-0.00019744i,0.00083668-0.00047492i,0.0010873-0.00067935i,0.00060933-0.00091036i,-1.0388e-05-0.00051859i,-0.00012084-0.00047478i,-0.00041965-0.00072041i,-0.0010126-0.00010613i,-0.0007727+0.00091786i,0.00013613+0.00094405i,0.00036645+0.00038847i,-6.8177e-05+0.00087377i
0.0015966-0.0015263i,0.0021822-0.0012434i,0.0012232-0.0015031i,0.00048443-0.0018795i,-0.00031663-0.0010223i,-0.00080411+0.00059732i,0.00021085+0.0012754i,0.0012133+0.00049394i,0.0013678-0.00078867i,0.00043896-0.00057262i,0.00016491-9.157e-05i,0.00050128-0.00043625i,0.0003741-0.00017309i,-0.00034714-7.0751e-05i,-0.00066541-0.00084054i,-0.00068485-0.00096261i,-0.00043434+0.00021771i,-4.9859e-05+0.00093582i,0.00012205+0.0002721i,0.00036946+0.00032795i,0.00070786+0.00052453i,0.00017943+0.00032238i,-0.00050463-8.3023e-05i
-0.00095216+0.00058509i,-0.0015072+0.0010255i,-0.0037752+0.0017187i,-0.0031595+0.00092101i,-0.0011148-0.00077287i,-0.00097723-0.00098936i,-0.0014724+0.00024529i,-0.00098639+0.0011929i,-0.00031553+0.00083296i,0.00070711+0.00035658i,0.0011829+0.00067865i,0.00056344+0.0004676i,0.00084479+0.0005187i,0.00081148+0.0013019i,0.00018345+0.0018673i,-2.0229e-07+0.0010381i,3.9025e-05+0.00033524i,-0.00022257-0.00029783i,-0.00066092-0.001174i,-0.00098768-0.001066i,-0.00073517+0.00017942i,-0.00036942+0.00073777i,-0.00028268-0.00010121i
0.0024702-0.00080834i,0.0020715-0.0024192i,0.0023935-0.0029951i,0.0012326-0.0018804i,-0.00040865-0.00070247i,-0.0014887+0.000138i,-0.0018372+0.00066908i,-0.00083668+0.00047156i,0.00064424-0.00043015i,0.0010195-0.00086328i,0.00088651-0.00076709i,0.0016388-0.00089041i,0.0018927-0.0010321i,0.0011693-0.0014536i,0.00040159-0.0021904i,-0.00058238-0.0016775i,-0.00074138-0.0011181i,-0.00035874-0.00050552i,-0.00011226-3.0105e-05i,0.00022597-0.00038694i,-0.00045473-0.00064435i,-0.00085706-0.00060287i,-0.00030186-0.00069986i
-0.0019068+0.00031866i,-0.00098818+0.00029342i,2.6418e-05+0.0026136i,0.0010709+0.0032209i,0.00096047+0.0017774i,4.6466e-05+0.00073043i,-0.00066502+0.0010208i,-0.0007761+0.0015835i,-1.6665e-06+0.0012161i,0.00097907+0.00032946i,0.0012966-0.00024389i,0.0013852-0.00044078i,0.0015999-0.00037752i,0.00086154-0.00021805i,0.00036819+8.9054e-05i,0.00056859+0.00056355i,0.00070152+0.00089363i,0.00010968+0.0010762i,7.3073e-05+0.0012201i,0.00031099+0.0011595i,9.0342e-05+0.00063293i,-6.277e-05+2.7313e-05i,0.00030153-3.2468e-05i
0.002033+0.0013299i,0.0020722+0.0011848i,0.0019852+0.00030177i,0.002424-0.00079295i,0.0014439-0.0010255i,-0.00035842-0.00044746i,-0.00086786+0.00050817i,-0.00085447+0.00084334i,0.0002421+0.00097737i,0.0014108+0.00088229i,0.0017809+0.00017935i,0.0022224-0.0005008i,0.0014589-0.00070301i,-0.00022818-0.00057198i,-0.00082722-0.00033783i,-0.00080907+7.6827e-05i,-0.00048037+0.00030209i,5.1317e-05+0.00074486i,-0.00014537+0.00076677i,-0.00080381+0.00036866i,-0.00030575+0.00070996i,0.00028132+0.0010071i,0.00055435-0.00019966i
-0.0019255-0.0017153i,-0.001557-0.00074482i,-0.0021673+0.00028927i,-0.002683+0.00025982i,-0.0023386-0.00010577i,-0.0014337-0.00016058i,-0.00064503+0.00055747i,-0.00036802+0.0013184i,-0.00032414+0.0019999i,-0.00030536+0.0011562i,0.00051614+0.00046562i,0.00063403+0.00087181i,0.00028629+0.00054663i,0.00051333-0.00071027i,0.00055678-0.0010864i,0.00086198-0.00053052i,0.0012373-1.4061e-05i,4.0666e-05+0.00043094i,-0.00092096+0.00037939i,-0.00057923+0.00039182i,-0.00045502+0.00079819i,-0.00094569+0.00079162i,-0.0003168-2.0743e-05i
-2.7292e-05-0.00068945i,-0.00031458-0.00016872i,-5.9098e-05-5.6514e-05i,0.00031243-3.2868e-05i,-9.4616e-05-0.00014258i,-7.3924e-05-0.0004388i,3.5741e-05+0.00077712i,0.00014947+0.0016919i,0.00084+0.0012801i,0.00077928+0.00019265i,0.00062021-0.0011295i,0.00088591-0.00087817i,0.00078362-1.7705e-05i,0.00059722+0.00033645i,0.00018885-9.4269e-05i,-0.00036881-0.00025765i,-0.00063171+0.00031947i,-0.00055038+0.00039332i,-0.00028861-0.00039224i,-0.00021504-0.00025827i,6.4422e-07+0.0004749i,0.00012729+0.00031167i,0.00059724-0.00039455i
0.00064077-0.0022003i,0.00035071-0.0028544i,0.00026274-0.0037627i,6.2453e-05-0.0041361i,-0.00060018-0.0030711i,-0.00066586-0.00074501i,0.00022113+0.00078351i,0.00033511+0.00085015i,0.00044712+0.00034729i,0.0010772+0.00042463i,0.00081659+0.00072728i,0.00018298+0.00030296i,0.00012793+5.4858e-05i,0.00022031+6.4765e-05i,0.00013706-6.0801e-06i,-0.00029443-0.0001657i,-0.00071372-1.9157e-05i,-0.00068037+0.00053259i,-0.00015613+0.00094844i,-0.00014871+0.0010634i,-0.00041421+0.00037959i,0.00036361-0.00021494i,0.00088281-0.00044281i
2.7567e-05-0.0029049i,-0.00020995-0.0032598i,-0.001478-0.0024209i,-0.0024855-0.00079564i,-0.0021917-1.0397e-05i,-0.0012718+0.00077652i,-0.00074005+0.0012844i,-0.00015152+0.00084978i,0.00045923+0.00067507i,-0.00013348+8.1879e-05i,-0.00042159-0.0005731i,0.00045593-0.00028785i,0.0010192-0.00032i,0.00079336-0.00022441i,0.00012902+0.00038396i,-2.6107e-05+0.00065209i,-5.206e-05+0.00095198i,0.00011493+0.00076149i,0.00050174+0.00067532i,0.00082453+0.00077488i,0.0011667+0.00028224i,0.00060386+0.00024484i,-0.00014966+0.00058354i
-0.0015391+4.7916e-05i,0.00013366-0.00036528i,0.00051983+0.00068407i,0.00049662+0.00067657i,0.00035878+0.00029365i,-0.0002573+0.00067297i,0.00013559+0.00041624i,0.00066223+0.00062519i,0.00024755+0.00080682i,0.00017814+0.00085012i,6.4868e-05+0.00084751i,0.00013449+2.7583e-05i,0.00019451-0.00030641i,8.8754e-05-0.00025533i,0.0005627+7.2017e-05i,0.00014234+0.00023843i,-0.00064375-7.232e-05i,-0.00011053-0.00022092i,9.0935e-05+3.1758e-05i,0.00030071+5.7995e-05i,0.00046489-0.00017979i,-0.00034608-0.00011632i,-0.00072784+9.3728e-06i
0.00061251+0.00055134i,0.00060598-7.7884e-05i,-0.00031253-0.00065055i,-0.00079037-0.0017703i,-0.0010524-0.0019185i,-0.00079855-0.00081746i,-0.00055908-0.00013642i,-0.00047799+0.00012085i,0.00095836-2.9183e-05i,0.0020526+4.3968e-05i,0.0019637-0.00052775i,0.0013844-0.00065644i,0.00098007-0.00022609i,0.0007129-0.00024583i,5.7909e-05-9.1374e-05i,-0.00032309+0.00040835i,-0.00045212+0.00059315i,-0.00043447+0.00032632i,-0.00014565-0.00024473i,-4.3401e-05+0.0002546i,-2.1048e-05+0.00086479i,0.00053641-0.00023666i,0.00068384-0.0013335i
0.0034774+0.00044574i,0.0026687+0.00024936i,0.0025774+0.00030512i,0.0010923+0.0005308i,-0.0010893+0.00015658i,-0.0014506-0.00014322i,-0.00073279+0.00029622i,7.4876e-05+0.00097568i,0.00069047+0.00076686i,-4.7727e-06-2.3907e-05i,-0.00024923-0.00056956i,0.00017592-0.0013613i,-0.00020833-0.0011595i,0.00016323-0.00015086i,8.8218e-06-0.00029526i,-0.0007552-0.00094771i,-1.6674e-05-0.00063184i,0.00068501-0.00020634i,0.00047544+0.00051281i,2.9266e-05+0.0010955i,0.00027912+0.00094879i,0.00028041+0.00099277i,-0.00067527+0.0006004i
0.0026522+0.0010309i,0.0034178+0.00052936i,0.0048744+0.00084938i,0.0043867+0.00066575i,0.0022685-0.00027479i,-0.00013111+2.6198e-05i,-0.0011044+0.00077078i,-0.00061896+0.0012069i,1.7377e-05+0.0010037i,0.00071886+0.00030211i,0.0012936-0.00066853i,0.0015522-0.00014193i,0.0011753-0.00036707i,0.00087572-0.0015509i,5.1546e-05-0.001216i,-0.00094363-0.00032557i,-0.00063513-0.00019614i,-1.7831e-05-0.00018125i,0.00040609+0.00042419i,0.00022058+0.00084669i,0.00044629+0.00031431i,0.00080562-0.00045112i,0.00093558-0.00050966i
0.0027784-0.00066028i,0.0010598-0.00049959i,0.00050907-0.0013901i,0.00014598-0.002233i,0.00038631-0.0019837i,-6.07e-05-0.0011371i,-0.00035923-0.00015627i,0.0001437+0.0011254i,0.00075834+0.0017782i,0.00092713+0.0010402i,0.00042066-0.00017734i,0.00072168-0.00030848i,0.0014775-7.3979e-06i,0.0016484-0.00015693i,0.00063873-0.00043113i,-0.00061677-0.00032297i,-0.00043168-0.00030327i,9.9528e-05-0.00024463i,0.0004905+7.7396e-05i,0.00062929+0.0003804i,0.00036549+0.00035642i,-0.00017102+0.00028948i,-0.00046172-6.1124e-05i
-0.00043129+0.0022919i,-2.3505e-05+0.0034299i,0.0013072+0.00389i,0.0005279+0.003033i,-0.0011925+0.0023026i,-0.0016728+0.0016276i,-0.00093693+0.0011471i,0.00086804+0.0015989i,0.0015487+0.0021723i,0.00051751+0.0015331i,-0.00085248+0.00013847i,-0.00040828-0.00031371i,0.0010823+0.00017604i,0.0013118-5.4453e-05i,0.00058571-0.00039274i,-0.00042168-5.8153e-05i,-0.0011172+0.00023881i,-0.00074318-0.00013029i,-0.00043471-0.00055503i,-0.00069074-0.00044493i,-0.00041966-0.00074797i,0.00023128-0.00115i,8.2695e-05-0.001213i
0.0011532-0.001425i,0.00024112-0.0013358i,7.3276e-05-0.0021626i,0.00043296-0.001623i,0.00082984-0.00056094i,0.00094194+0.00034682i,0.00035833+0.0010425i,-0.00024675+0.00073717i,0.00010223+0.00014484i,0.0011087+0.00035738i,0.0016674+0.00032491i,0.0012798+0.00027325i,0.0010153+0.0003937i,1.1966e-05+7.7476e-05i,-0.0013022-0.00044153i,-0.00063447-0.00021075i,0.00034067+0.00078423i,0.00044193+0.00095413i,0.00033208+0.00053414i,0.00028052+0.00049876i,0.0003094+0.00022431i,-9.5501e-05+2.075e-05i,-0.00038485+1.4001e-05i
0.0019306-0.0013345i,0.0017762-0.0018863i,0.00080058-0.0018179i,-0.00095934-0.00075772i,-0.0021369-0.00027112i,-0.0018967-0.00023702i,-0.00075855-0.00040179i,-0.00020206-0.00031471i,2.8828e-05+0.00038123i,0.00071869+0.00046562i,0.00092638-0.00057739i,0.00032323-0.00048004i,0.00012927-4.5661e-06i,-0.00031671-0.00010544i,-0.00087244-0.00053031i,-0.00039915-0.00033598i,-0.00057049+0.00016067i,-0.00059135+0.00051596i,-0.00011313+0.00038177i,0.00017847+0.00043065i,0.00015774-0.00042847i,0.0011029-0.00065037i,0.0007433+4.5947e-05i
-0.0013142+0.00056655i,-0.0013664+0.00034292i,-0.00033879+0.00028947i,0.00015353+3.5364e-05i,0.0004105+0.00021254i,0.00045848+0.00094959i,0.0001615+0.0013657i,0.00044344+0.0010612i,0.001973+0.00051012i,0.0022677+0.00053586i,0.0016078+0.00050066i,0.0014707+0.00026093i,0.0011431+0.00060073i,0.00086201+0.00061049i,0.00066044+0.00031785i,0.00022393+0.00029215i,-0.00010831+0.00037679i,-0.00012399-3.2382e-05i,0.00016734-1.3184e-06i,0.00028373+0.00055627i,0.00018277+0.00023187i,-0.00029786-0.00030666i,0.00036935-0.00060506i
0.00096259-0.0020909i,0.00055221-0.0017706i,0.0007534-0.0020286i,0.00023305-0.0019666i,-0.00030317-0.0011872i,-0.00097873-0.0010584i,-0.00050708+5.8469e-06i,0.0004931+0.00080492i,0.00042758-0.00014496i,0.00028725-0.00060003i,1.9141e-05-0.00013424i,2.2624e-05-0.00013486i,0.000235+0.00021776i,0.00035929+0.00046963i,0.0006764+0.00020046i,0.00036081-0.00045845i,-0.00030382-0.00030797i,-0.00040044+0.00019577i,-0.00019353+0.00083626i,-0.00056534+0.00063333i,-0.00012572-0.00025512i,0.0007444+7.5857e-06i,0.00010712+0.00048744i
