-0.0025938+0.0014952i,-0.0018796+5.3705e-06i,-0.0032678-0.00020808i,-0.0029176-5.8162e-05i,-0.0013569+0.00015054i,-0.00069697-3.9131e-05i,-0.00064091+0.00033233i,-0.0004778+0.0015722i,0.00028862+0.0020448i,0.0010526+0.001256i,0.001181+0.00063129i,0.0012961+0.00065842i,0.00055759+0.00019469i,0.00018352-0.00012268i,0.00045941+0.00019247i,0.00081+0.00041421i,0.0007314-0.00020408i,0.00025546-0.0010277i,0.00086462-0.00055409i,0.0018113+0.00032728i,0.0016039+0.00045251i,0.00019938+0.00015574i,0.00021167-0.00024381i
0.017794-0.0023314i,0.051224-0.0020938i,0.10307+0.0020678i,0.13765+0.0015325i,0.12575-0.0069414i,0.080189-0.020834i,0.045221-0.031875i,0.033093-0.028739i,0.02561-0.019351i,0.014448-0.014934i,0.0037489-0.011568i,-0.0012066-0.0052874i,-0.0019497-0.00181i,-0.0031804-0.0028694i,-0.0040127-0.0036892i,-0.00023082-0.0037809i,0.0064583-0.0044405i,0.0097054-0.0025869i,0.0058556+0.0038804i,-0.0020815+0.011099i,-0.0042246+0.01534i,-0.0012533+0.016749i,0.00032184+0.014234i
-0.0090111+0.0085646i,-0.036822+0.021033i,-0.079967+0.03579i,-0.10766+0.047737i,-0.097048+0.05004i,-0.06519+0.045826i,-0.041236+0.040162i,-0.022037+0.031061i,0.00019123+0.017645i,0.014582+0.0036592i,0.015814-0.0051797i,0.011228-0.0076071i,0.008447-0.0047732i,0.0081814-0.00084735i,0.0065459+0.0015201i,0.0027162+0.0028496i,-0.0023369+0.0032307i,-0.005876+0.0028664i,-0.0054364-0.0014867i,-0.0032854-0.0094173i,-0.004155-0.013718i,-0.0067895-0.014113i,-0.0075032-0.012783i
0.0068275-0.012416i,0.022256-0.034772i,0.051534-0.065025i,0.069038-0.086562i,0.055032-0.086323i,0.026432-0.069753i,0.010728-0.049749i,0.0073006-0.032708i,0.0061448-0.019i,0.0044221-0.0062565i,0.0049203+0.0021621i,0.0076959+0.0037091i,0.0065642+0.0016407i,0.0029474+0.00058801i,0.00070995-0.00049974i,-0.00075138-0.0037172i,-0.00020943-0.0072983i,0.0023579-0.0093493i,0.0044016-0.0057612i,0.0053971+0.0023713i,0.0073784+0.0076606i,0.010279+0.0091145i,0.010703+0.0098196i
0.0017749+0.0074297i,-0.0034574+0.030162i,-0.014615+0.063333i,-0.022963+0.085854i,-0.015078+0.083094i,0.00032765+0.069273i,0.0053738+0.054687i,0.0014781+0.033763i,-0.0043865+0.013518i,-0.0080471+0.002444i,-0.0071989-0.00050347i,-0.0048856-0.0019304i,-0.0030612-0.0038485i,-0.0016192-0.0035664i,-0.00017755-0.0025459i,0.0011096-0.00017586i,0.00057126+0.0040176i,-0.0013308+0.0049376i,-0.0042814+0.00065398i,-0.0082818-0.0043624i,-0.012516-0.0050672i,-0.016046-0.0032687i,-0.015379-0.0021176i
-0.0056172-0.0091943i,-0.012905-0.029234i,-0.017594-0.058209i,-0.023426-0.077641i,-0.033182-0.073989i,-0.038992-0.060435i,-0.032422-0.047624i,-0.021123-0.033575i,-0.013313-0.020729i,-0.0065708-0.012226i,-0.00043009-0.0078486i,0.0020271-0.0057072i,0.0010939-0.0047613i,-0.00012167-0.0040581i,-0.0010565-0.0026519i,-0.0020679-0.0019973i,-0.0027501-0.0037957i,-0.0022374-0.0060044i,0.0012251-0.006075i,0.0072629-0.0040243i,0.012398-0.0028203i,0.015042-0.0035605i,0.014226-0.0036539i
0.0064275+0.0023666i,0.019883+0.014844i,0.036423+0.036562i,0.049625+0.05367i,0.059507+0.052647i,0.059428+0.044055i,0.042631+0.037796i,0.02381+0.029205i,0.014668+0.019239i,0.011695+0.0098337i,0.0089872+0.002839i,0.0040822+0.00054538i,0.0024997+0.00083856i,0.0042941+0.00076965i,0.0042485-0.00056554i,0.0036455-0.0016752i,0.0039921-0.0010359i,0.0029811+0.00056283i,-0.0013589+0.0030456i,-0.0082096+0.0060558i,-0.012316+0.0090993i,-0.01297+0.011712i,-0.012+0.010817i
-0.012334-0.00064506i,-0.028373-0.0051419i,-0.049579-0.014134i,-0.064247-0.020546i,-0.068525-0.017512i,-0.062966-0.017189i,-0.044896-0.020596i,-0.024587-0.012461i,-0.0083621+0.00090775i,0.0026919+0.0062913i,0.0061359+0.0034341i,0.004184+0.00048352i,0.00046535+0.00085977i,-0.001316+0.0021785i,-0.001919+0.0033373i,-0.0018571+0.002727i,-0.0025604+0.001265i,-0.0030483-0.00069827i,-0.0022838-0.0046239i,-0.00033222-0.00963i,0.0019625-0.013931i,0.0026867-0.015893i,0.003506-0.014265i
0.005452-0.0053328i,0.019499-0.0085794i,0.043616-0.010481i,0.062175-0.014252i,0.065481-0.024318i,0.058916-0.024841i,0.042338-0.011441i,0.024255-0.0026136i,0.013185-0.0020663i,0.0052845-0.0029205i,-0.00027948-0.0019655i,-0.0012953+0.00019665i,0.00020624-0.00065648i,0.00089255-0.0037087i,1.4223e-05-0.0041028i,-0.0002881-0.0032361i,0.00075831-0.003735i,0.0021669-0.0036822i,0.0028309+0.00065516i,0.0015715+0.0081552i,0.0014136+0.013137i,0.0014383+0.01484i,-0.00010861+0.013494i
-0.0006713+0.0080525i,-0.0092006+0.01573i,-0.02557+0.02485i,-0.042083+0.032853i,-0.051335+0.03901i,-0.05977+0.034329i,-0.05563+0.017764i,-0.034159+0.0038751i,-0.013146-0.0033832i,-0.0026122-0.006922i,-7.8935e-05-0.0074782i,0.0014095-0.0056971i,0.0038513-0.0033111i,0.0046613-0.0016035i,0.0033215-0.00016628i,0.0019946+0.0013047i,0.00088377+0.0016925i,-0.00017699+0.00016287i,-0.002173-0.003432i,-0.0057006-0.0079997i,-0.0097248-0.010891i,-0.010498-0.012335i,-0.0084278-0.010372i
-0.0040529-0.00437i,-0.0011238-0.013808i,0.005765-0.028236i,0.013425-0.042281i,0.019577-0.0494i,0.027022-0.04241i,0.028223-0.021256i,0.02125-0.0048395i,0.013875-0.00044235i,0.0098553+0.0021988i,0.010139+0.005241i,0.010183+0.0043107i,0.0076863+0.0017151i,0.0047965+0.0013252i,0.0020104+0.00079508i,-0.0011116-0.00056124i,-0.0036546-0.0014815i,-0.0032419-0.0014374i,0.0016037+0.0011029i,0.0079118+0.0049057i,0.012582+0.0075804i,0.013287+0.008976i,0.010617+0.0082629i
0.0051548+0.0027838i,0.0065529+0.010644i,0.0077398+0.027132i,0.0070969+0.044918i,0.0014784+0.057606i,-0.0095555+0.058091i,-0.014956+0.039363i,-0.0096381+0.016923i,-0.003868+0.0059961i,-0.0025228+0.0037907i,-0.0021847+0.0023039i,-0.0017351-0.00025217i,-0.0016657-0.00052637i,-0.00102+0.00071346i,0.00037992+0.0012475i,0.0027772+0.0010887i,0.0040858+7.7543e-05i,0.0028423-0.00096076i,-0.0021653-0.0015552i,-0.0093906-0.0024252i,-0.01425-0.0031705i,-0.015494-0.0036566i,-0.012173-0.0030968i
-6.7309e-05+0.0019418i,-0.0059009-0.0023374i,-0.012904-0.015268i,-0.018218-0.031501i,-0.01811-0.046584i,-0.006656-0.052234i,0.0062974-0.039973i,0.0070434-0.022341i,0.0024073-0.010543i,0.0019035-0.0068418i,0.0044711-0.008067i,0.0049094-0.008596i,0.0023608-0.0070267i,-0.00011785-0.0048368i,-0.0010317-0.0023927i,-0.0014536-0.00025286i,-0.0016265+0.00032106i,-4.2915e-05-0.00050722i,0.0038216-0.0027631i,0.0088042-0.0044215i,0.012135-0.0054936i,0.012116-0.0047531i,0.0095035-0.0023087i
-0.0015171+9.5676e-05i,0.0053274+0.0027973i,0.016466+0.0095055i,0.03052+0.019633i,0.039146+0.029165i,0.029347+0.033937i,0.0077691+0.025792i,-0.0039752+0.012208i,-0.0029105+0.0046455i,0.0024277+0.0011879i,0.0046775-0.001425i,0.0033438-0.0015409i,0.0037625-0.00078783i,0.0054536-0.0022154i,0.0049072-0.0044023i,0.0029883-0.0056735i,0.0017456-0.0060282i,0.00051936-0.0060171i,-0.0028698-0.0026424i,-0.0088054+0.00361i,-0.012472+0.0084511i,-0.012094+0.0097449i,-0.0095932+0.0072216i
-0.00076918+0.003126i,-0.0063498+0.0027858i,-0.018491+0.0013188i,-0.031987-0.0045258i,-0.04082-0.017067i,-0.036596-0.030701i,-0.021254-0.028841i,-0.0073084-0.013376i,0.0010206-0.0011425i,0.004255+0.0023159i,0.0042137+0.00086629i,0.0034419+0.00061472i,0.0036354+0.002499i,0.003852+0.0028229i,0.0025451+0.0015335i,-9.6426e-05+0.0016468i,-0.0010089+0.0023471i,0.00069613+0.00078262i,0.0021248-0.0049126i,0.0021363-0.012096i,0.0023746-0.01511i,0.00417-0.013042i,0.0040484-0.009334i
0.0017646-0.0021891i,0.0052049-0.0048503i,0.013342-0.0090411i,0.024332-0.012677i,0.030985-0.0099005i,0.0251+0.0013686i,0.010947+0.011008i,0.0037164+0.011704i,0.0031519+0.0078261i,0.00080814+0.0054097i,-0.0013137+0.005593i,-0.0004012+0.0052509i,0.0003151+0.003148i,-0.0013914+0.0014308i,-0.0027107+0.00026034i,-0.0022542-0.001655i,-0.003492-0.0035263i,-0.0049182-0.0024193i,-0.0041485+0.0036476i,-0.0018642+0.010508i,-0.00060661+0.014252i,-0.00087416+0.013755i,-0.00055907+0.010333i
0.00011697+0.0023546i,-0.0022596+0.0066969i,-0.0079046+0.012941i,-0.019431+0.019608i,-0.035406+0.018897i,-0.042484+0.0079893i,-0.030209-0.0022795i,-0.011364-0.0045044i,-0.00024042-0.0043621i,0.0017694-0.0057423i,0.00031424-0.0063652i,0.00084248-0.0057897i,0.00090556-0.0052122i,-0.00073933-0.0040614i,-0.00054038-0.00070261i,0.0020152+0.0031511i,0.0029366+0.0031898i,0.00036639+0.00037122i,-0.0032891-0.0039022i,-0.0061303-0.0080481i,-0.0074549-0.009652i,-0.0063798-0.0090038i,-0.0047814-0.0063928i
-0.0053322-0.0034289i,-0.0057179-0.0063276i,-0.0037916-0.012688i,0.0035075-0.019134i,0.014676-0.018601i,0.022422-0.0070911i,0.019262+0.0050529i,0.012047+0.0047322i,0.0093611-0.00053939i,0.011483-0.0023818i,0.013954-0.0017858i,0.012757-0.0020398i,0.010446-0.0031575i,0.0076226-0.003588i,0.0030879-0.003208i,-0.00080015-0.0024437i,-0.0026452-0.0015882i,-0.0024677-3.8669e-05i,0.0017601+0.0022437i,0.0079438+0.0047685i,0.010966+0.0064399i,0.0099148+0.0068364i,0.0062581+0.0055201i
0.0022128-0.002261i,0.0030624+0.001286i,0.004744+0.0086145i,0.0042255+0.020254i,-0.0016836+0.028642i,-0.0097865+0.023294i,-0.010756+0.0082358i,-0.005164-0.0020833i,-0.00056987-0.0025492i,0.0032508+0.00050689i,0.004999+0.0016257i,0.0034317+0.00051848i,0.0015241-0.00016445i,0.0028215+0.00012448i,0.0048877-0.00098702i,0.0059207-0.0020217i,0.0058559-0.002483i,0.0041181-0.003504i,-0.0016064-0.0038209i,-0.0097944-0.0035598i,-0.014578-0.0040352i,-0.014636-0.0041961i,-0.011399-0.0020643i
-0.0056583+0.0015343i,-0.0076343+0.00048324i,-0.010934-0.0039532i,-0.0083352-0.014544i,0.0016311-0.025138i,0.011821-0.026134i,0.009798-0.01761i,-8.5359e-05-0.0083768i,-0.0048721-0.0035532i,-0.0050782-0.0027493i,-0.0042632-0.0034294i,-0.0033159-0.0026731i,-0.0024981+0.00019166i,-0.0022076+0.002014i,-0.002274+0.0018879i,-0.0029309+0.0013644i,-0.0031184+0.0013671i,-0.0006032+0.00091444i,0.004478-0.0016067i,0.0097857-0.0053609i,0.012243-0.0065007i,0.010166-0.0042491i,0.0066386-0.0017541i
-0.00082247-0.0015946i,0.00043388-0.0025779i,0.0049004-0.00021065i,0.011006+0.0051211i,0.01093+0.01014i,0.0016681+0.0087546i,-0.0087652+0.0034119i,-0.011913+0.0025565i,-0.0077839+0.0032547i,-0.0036608+0.0006389i,-0.0017147-0.0025192i,-0.0016466-0.0031862i,-0.0023952-0.0026281i,-0.0025434-0.0024747i,-0.0019383-0.0029982i,-0.00015437-0.0038193i,0.0017119-0.0055957i,0.0014064-0.0054067i,-0.0016606-0.00095657i,-0.0058834+0.0051525i,-0.008792+0.0096048i,-0.0090571+0.0094809i,-0.0064695+0.0070801i
-0.0010189+0.0046161i,-0.0040242+0.0054136i,-0.0079168+0.0039107i,-0.014431-0.0020237i,-0.018585-0.013557i,-0.014635-0.020173i,-0.0062101-0.012344i,-0.000308+0.00026353i,0.0037896+0.004937i,0.007044+0.0039339i,0.0072076+0.0027435i,0.0069701+0.001848i,0.0071918-0.00015333i,0.0055682-0.0019337i,0.0022029-0.00029107i,-0.00072569+0.0020885i,-0.0015652+0.0032339i,-0.00080692+0.0010336i,-0.00061774-0.0052371i,-0.00096866-0.011709i,0.00094742-0.014688i,0.0024497-0.012155i,0.0011113-0.0079325i
-0.0031534-0.0015107i,-0.0013272-0.0027081i,0.0014076-0.0023202i,0.0070432-0.001123i,0.0089552+0.0031088i,0.003189+0.0092305i,-0.0019877+0.010731i,0.0015188+0.0071463i,0.0080306+0.0050088i,0.0094055+0.0055722i,0.008088+0.005025i,0.0070159+0.0035315i,0.0059594+0.0018164i,0.0049457+0.00016883i,0.0039945-0.0014867i,0.0024548-0.003207i,-0.00023402-0.0047799i,-0.0028911-0.0032774i,-0.0023854+0.00075757i,-0.0001923+0.0067077i,0.0003157+0.010751i,0.00037936+0.0095263i,-0.00040594+0.0065185i
-0.0010008+0.00038455i,-0.00042118+0.0016583i,-0.0025698+0.0047374i,-0.0093145+0.0070517i,-0.016363+0.0065674i,-0.016168+0.0020186i,-0.0082506-0.0025615i,0.00056259-0.0033054i,0.00334-0.0028698i,0.0027379-0.0019682i,0.0027173+0.00011701i,0.0026483+0.0010387i,0.0019044+0.00058285i,0.00061274+0.00062925i,0.00093344+0.0019411i,0.0027866+0.0044738i,0.0039745+0.0049998i,0.0030455+0.0018576i,-0.00084185-0.0028464i,-0.0055571-0.0072243i,-0.0073177-0.0097076i,-0.0060576-0.0092269i,-0.004729-0.0076195i
-0.0011719+0.0038089i,-0.0013987+0.003882i,0.0013374+0.0030907i,0.0082995+2.5529e-05i,0.015757+0.00079817i,0.016142+0.0043992i,0.0085739+0.0036588i,0.0012998-0.0016704i,-0.00041366-0.0056154i,0.0014902-0.0071193i,0.0035569-0.0071018i,0.0028936-0.0058081i,0.0008004-0.0042568i,0.00068025-0.0026945i,0.00095356-0.0028494i,-0.0011606-0.0042561i,-0.0039512-0.0044075i,-0.0033968-0.0024505i,0.001969-0.00024845i,0.0085441+0.0021612i,0.011034+0.0056007i,0.0087285+0.0070449i,0.0057478+0.0057394i
0.0019809-0.00047934i,0.0026364+0.00075585i,0.0045274+0.0035065i,0.0039305+0.0064794i,0.00047494+0.0056168i,-0.0020156+0.0011867i,-0.0038736-0.0031665i,-0.0053822-0.0048891i,-0.0040944-0.0033568i,0.00024601-0.002751i,0.0048132-0.0034348i,0.0057945-0.0036546i,0.0026863-0.0030716i,0.00056254-0.0018803i,0.00031877-0.00074217i,0.0017009-0.00096157i,0.0033491-0.0016997i,0.0022724-0.0016834i,-0.0020521-0.00069166i,-0.0091094+0.00038433i,-0.0134-0.00073907i,-0.012597-0.0015999i,-0.010471+0.00014231i
0.0015666+0.0016649i,0.0016353+0.00043024i,0.0018727-0.0032219i,0.0024084-0.010312i,0.0054117-0.016234i,0.0073201-0.016141i,0.003181-0.008996i,-0.002203-0.00019611i,-0.0033083+0.0034591i,-0.0022169+0.0034924i,-0.0017583+0.0028441i,-0.00093356+0.0021397i,0.001508+0.0011612i,0.0031942-0.0007409i,0.00074752-0.0018036i,-0.0027014-0.00068978i,-0.0044185+0.0002018i,-0.0041371-0.00068506i,-0.00073857-0.0027953i,0.0057887-0.0051811i,0.00904-0.0044915i,0.0074321-0.0014582i,0.0060799+0.00039262i
-0.0014101+0.0027112i,-0.00040121+0.0036182i,0.00088082+0.004457i,0.0011193+0.0054116i,-0.0031444+0.0033839i,-0.00914-0.00070605i,-0.010462-0.00074849i,-0.005427+0.0034763i,0.00028766+0.0062333i,0.0020964+0.0041917i,0.0019735+0.0012806i,0.0022772+0.0011195i,0.0025482+0.0025156i,0.0029455+0.0040462i,0.0034438+0.0037061i,0.0043339+0.00073574i,0.0050503-0.0028866i,0.0038663-0.0039139i,0.0012461-0.00082125i,-0.0029132+0.0031394i,-0.0068269+0.005207i,-0.0072381+0.0050227i,-0.0050365+0.0040948i
0.0034062+0.0013527i,0.0029508-1.0766e-05i,0.0017588-0.00060142i,-0.0023973-0.0031384i,-0.0078205-0.0083868i,-0.00925-0.0087656i,-0.0039892-0.0023755i,0.0030536+0.0031584i,0.0074782+0.0036646i,0.007914+0.0017733i,0.0063068+0.00043907i,0.005482-0.00029735i,0.0041827-0.0024115i,0.0020887-0.0043032i,-0.00022429-0.0035975i,-0.0020671-0.00051932i,-0.0025452+0.0016975i,-0.0016152+0.00063133i,-0.0012486-0.0034578i,-0.0011049-0.0088286i,0.00022744-0.009995i,0.0016355-0.0069878i,0.0024068-0.0049381i
0.0034962+0.0025944i,0.0029606+0.0022646i,0.0029688+0.0021865i,0.0031841+0.0030376i,0.0015398+0.0070649i,-0.003665+0.010398i,-0.0043099+0.0061672i,0.0018182-1.2886e-05i,0.0071529-0.0023507i,0.0083846-0.0020984i,0.0078091-0.0017495i,0.0067924-0.0021932i,0.0048955-0.0020693i,0.0035719-0.0017386i,0.0035271-0.0030086i,0.0023075-0.004393i,-0.00096699-0.0054848i,-0.0020682-0.0054797i,-0.00029658-0.0017893i,0.0020312+0.0050769i,0.0016604+0.0090434i,-4.701e-05+0.0080631i,-0.00044549+0.0056066i
-0.0010296-0.0034102i,-0.0018486-0.0041012i,-0.0026461-0.0029897i,-0.003448-0.0015375i,-0.0032115-0.00085223i,-0.001903-0.00068702i,-0.0018524-0.0023434i,-0.0021164-0.0055199i,-0.00047787-0.0064732i,0.00039108-0.004472i,0.00079885-0.0024532i,0.00090309-0.0014156i,-0.0012469-0.0021666i,-0.0032908-0.0027067i,-0.0030145-0.00085596i,-0.0012249+0.0011383i,7.5182e-05+0.0010079i,-0.00026278+1.0022e-05i,-0.0031868-0.0010918i,-0.0062544-0.0036143i,-0.0056496-0.0064151i,-0.0033752-0.0055422i,-0.0031141-0.0028833i
0.0012894+0.0002157i,0.0015137+0.00032131i,0.0016495+0.00015186i,0.0038718+0.00033072i,0.0067651+0.0013853i,0.006488+0.0033622i,0.0013492+0.0021075i,-0.0044717-0.0011875i,-0.0055675-0.0036449i,-0.0036375-0.0051622i,-0.0015213-0.0051181i,0.00045109-0.00361i,0.0022758-0.0015811i,0.003461-0.0002687i,0.0025172+0.00022415i,0.00019405-0.00015169i,-0.0017832-0.0019025i,-0.0018447-0.0031098i,0.00042481-0.0027572i,0.0038526-0.00097225i,0.0050831+0.0013106i,0.0026576+0.0017541i,0.00062174+0.0010773i
-4.5051e-05-0.0017512i,-0.0013772-0.002302i,-0.0023964-0.0021304i,-0.0029172-0.0026722i,-0.0028523-0.004871i,-0.0020887-0.0067335i,-0.0025996-0.0040799i,-0.0028959+0.00089609i,-0.0009863+0.0028912i,0.00082711+0.0010879i,0.0013412-0.0013348i,0.00015455-0.0021078i,-0.0016591-0.0015675i,-0.0029133+0.00019697i,-0.0024034+0.0017411i,-0.00053077+0.0017594i,0.00094438+0.00084786i,0.000656+0.00057416i,-0.0014236+0.00176i,-0.0049896+0.001671i,-0.0075519+3.354e-05i,-0.0066117-0.00026166i,-0.0046759+0.00067851i
0.00089655-0.0030128i,0.0018081-0.0032645i,0.0015994-0.0035521i,6.7608e-06-0.0055898i,-0.00080058-0.0073056i,-0.0015172-0.0058427i,-0.0027629-0.0019076i,-0.0015742+0.0034255i,0.0018306+0.0064037i,0.0034891+0.0053222i,0.002617+0.0031653i,0.0027642+0.0013463i,0.0055414-0.00090778i,0.0067381-0.0030924i,0.0046998-0.0043168i,0.00075274-0.0028464i,-0.0023581-0.00068459i,-0.0019138+0.00015361i,0.00023122-0.0011674i,0.0031532-0.0039125i,0.0050596-0.003042i,0.0040194-0.00024983i,0.0033802+0.00013734i
-0.00027059+0.0023407i,-0.00076601+0.0036147i,-0.0011515+0.0044551i,-0.0023092+0.0036183i,-0.0062115+0.0018184i,-0.0091448-0.0018087i,-0.0068574-0.0032422i,-0.0014486+0.00045794i,0.0017466+0.0036525i,0.0019785+0.0041018i,0.0025686+0.003485i,0.002109+0.0033332i,6.378e-05+0.0038137i,-0.00052936+0.0034718i,0.000849+0.0024618i,0.0016474-0.00021486i,0.00085642-0.0020448i,0.0007291-0.0010528i,0.00033202+0.0012622i,-0.0020388+0.0032408i,-0.0041436+0.0035326i,-0.0029924+0.0022375i,-0.00058002+0.00077186i
0.0002534-0.0034212i,-0.00088433-0.0032407i,-0.0015111-0.0029144i,-0.0014062-0.0018642i,-0.0032244-0.00015596i,-0.0043047+0.002279i,-0.0026867+0.002467i,0.00014568-0.00075437i,0.0021928-0.003474i,0.0031194-0.0030945i,0.0043031-0.0021273i,0.004707-0.002955i,0.0037462-0.0042991i,0.001963-0.004739i,0.00057215-0.0039234i,0.0010879-0.0019902i,0.0015938-0.0007179i,0.00083102-0.0014951i,-0.00010906-0.0035715i,5.3273e-05-0.0051795i,0.00058629-0.0051128i,0.0010817-0.0032511i,0.0003555-0.0017374i
0.0019801-3.9174e-05i,0.0022969-0.00074517i,0.0024871+0.00020286i,0.0014171+0.0013444i,-0.00028099+0.0019835i,-0.0021348+0.0025914i,-0.0026603+0.00063406i,-5.7088e-05-0.003064i,0.0031692-0.0041874i,0.0043324-0.0032058i,0.0045478-0.0024886i,0.0039877-0.0018005i,0.0017371-0.00050401i,-0.00052524+0.0010995i,-0.0023522+0.002342i,-0.0043417+0.001397i,-0.0043231-0.00049604i,-0.0026046-0.00067839i,-0.0012368+0.00021219i,-0.0011754+0.0028689i,-0.0019744+0.0041216i,-0.0019714+0.0024127i,-0.00089522+0.00068449i
-0.000875+0.00051443i,-0.0012919-0.00083452i,-0.001294-0.002363i,0.00059589-0.002363i,0.0037793-0.00094543i,0.0051406-7.3245e-05i,0.0016729-0.00065869i,-0.0022905-0.0015093i,-0.0030049-0.0023581i,-0.00058917-0.0027142i,0.0015894-0.0030976i,0.0014903-0.0041296i,0.0011048-0.0053236i,6.9914e-05-0.0062617i,-0.00052924-0.0048616i,0.00069515-0.0021573i,0.0020205-0.00084159i,0.00094816-0.0011658i,-0.0014366-0.0025405i,-0.0021163-0.0042853i,-0.00098956-0.0050005i,-0.00052799-0.0035677i,-0.00076925-0.0012409i
-0.0013232-0.0030507i,-0.0012975-0.0030709i,-0.0011232-0.0021118i,0.00015029-0.0014375i,0.00094776-0.0023225i,0.00038384-0.0026625i,-0.0013353-0.0018316i,-0.0035486+0.00098177i,-0.0027234+0.0034689i,-0.00085334+0.0022788i,0.00063553+0.0003559i,0.0030433+0.0021527i,0.0049782+0.0053571i,0.005887+0.0062239i,0.0047962+0.0055342i,0.002036+0.0033387i,0.0003213+0.0010349i,-0.00027586-0.00026634i,0.00045584-0.00066788i,0.0015769+0.00082805i,0.00042778+0.0019258i,-0.0012435+0.00058192i,-0.00094438-8.1153e-05i
0.0021716-0.0035969i,0.0029061-0.003632i,0.0022907-0.0036511i,0.000245-0.0037831i,-0.0012435-0.0054273i,-0.0011285-0.0057547i,-0.00069794-0.001743i,-0.0016815+0.0024229i,-0.00097443+0.0030063i,-0.00034762+0.0011382i,-0.00057802-0.00037407i,-0.00094678-0.00033969i,-0.0017935-0.00012754i,-0.0012105-0.00064668i,0.0007713-0.00094324i,0.0020198-0.0015264i,0.0017308-0.0026373i,-0.00018904-0.0019448i,-0.0025203-0.00043094i,-0.0038626-0.0013472i,-0.0036669-0.0026491i,-0.0020558-0.0013948i,-0.00071236+0.00089572i
-0.0011503+0.0015502i,-0.00079823+0.0012046i,-0.00092434+0.0010224i,-0.0013427-0.00031654i,-0.0024398-0.0020925i,-0.0054155-0.0036225i,-0.0061474-0.0029557i,-0.0012697-3.2718e-05i,0.0029905+0.0022119i,0.0038676+0.0021526i,0.0040302+0.0010421i,0.0042663+0.00040615i,0.0044342-0.00033503i,0.0046067-0.00056005i,0.0032207-0.00020578i,0.0015739+0.00072384i,0.00074635+0.0014524i,6.8181e-05+0.0008926i,0.0001128+0.00034805i,0.0010076+0.00072578i,0.00049111+0.001203i,-0.0012646+0.0014243i,-0.0028358+0.0010602i
-0.00202-0.00029182i,-0.002722-0.001155i,-0.0026011+0.00036176i,-0.0021127+0.0018391i,-0.0032629+0.0017927i,-0.0042413+0.0013465i,-0.0028416+0.00013172i,-0.00015129-0.0015226i,0.0016638-0.001595i,0.0028092+0.00010968i,0.0029285+0.0013335i,0.000942+0.00067549i,-0.0012167-0.0015474i,-0.0020775-0.0039327i,-0.0026141-0.0051173i,-0.0034411-0.0056257i,-0.00351-0.0047378i,-0.001916-0.0029648i,-0.0013262-0.0013843i,-0.0026079-0.00030878i,-0.0033136-0.00030458i,-0.0023779-0.00098532i,-3.0898e-05-0.0011883i
-0.002771+0.00024213i,-0.0019697+0.0018203i,-0.00069301+0.00229i,9.3901e-05+0.001512i,-5.0805e-05+0.0027973i,-0.00097165+0.0036964i,-0.0016446+0.0019966i,-0.0013481-0.00017147i,0.0017284-0.0012145i,0.0047603-0.0008178i,0.0059362-0.00046048i,0.0070412-0.00070446i,0.0075141-0.00099455i,0.0068562-0.0012427i,0.0044419-0.00021862i,0.0023572+0.0017505i,0.0018306+0.0011596i,0.0022835-0.001227i,0.0018634-0.0024839i,0.0020108-0.0020953i,0.0026921+0.00011952i,0.00095735+0.0020833i,-0.0011211+0.0024891i
-0.0067875-0.0059844i,-0.0075979-0.007761i,-0.0095538-0.0089227i,-0.0064-0.0051483i,-0.0036082-0.0005882i,-0.00083022+0.0024668i,0.00019219+0.0017231i,-0.0016493+0.00049114i,-0.0020599+0.00053248i,0.00073536+0.00041288i,0.0032965+0.00069604i,0.0017157+0.0019017i,-0.0011156+0.0032276i,-0.0023728+0.0050471i,-0.0041495+0.0037771i,-0.0045393+0.0013633i,-0.0026414+0.00073832i,6.9514e-05+0.00084929i,0.0017098+0.0010221i,0.00051085+0.00039803i,-0.0016008-0.00021748i,-0.0016526-0.0015902i,-0.00066834-0.0025093i
0.0014655+0.0048253i,0.00022822+0.0058677i,0.0022107+0.005961i,0.0035059+0.003097i,0.0041491-0.00076284i,0.003126-0.0035586i,-0.00038459-0.0017886i,-0.0010885+0.0020372i,0.00047924+0.002852i,0.0013797+0.00063498i,0.0014518-0.0020029i,0.0012467-0.0024623i,0.0014705-0.0023122i,0.0020566-0.0017938i,0.0032781+0.00010551i,0.0047553+0.0015713i,0.0042729+0.00022113i,0.001265-0.0026927i,-0.0011111-0.0042179i,-0.0010907-0.0040376i,-0.00014255-0.0024018i,0.00029467+0.00011922i,-0.00074811+0.0017709i
-0.00057641-0.00032468i,-0.0014764+0.00033017i,-0.001078-0.0001288i,9.0031e-05-0.0023024i,-0.00044491-0.004307i,-0.0013302-0.0053511i,-0.00092173-0.0040331i,-0.00092903-0.00062i,-0.00090821+0.0011186i,0.00060045+0.00052511i,0.0012965-0.00025931i,0.00052655-0.00011252i,0.00096789+0.00042032i,0.0010588+0.00070621i,-0.00033658+0.00025661i,-0.0010578-0.00063553i,-0.00049805-0.00093364i,0.00023311-0.0020131i,0.000329-0.0028403i,1.8822e-05-0.001642i,-0.0013514-0.00078295i,-0.00209-0.0013066i,-0.001729-0.0018783i
