-0.0018372+0.0015117i,-0.0026575+0.0014668i,-0.0019751+0.0013235i,-0.0016842+0.00040113i,-0.001536+0.00044434i,-4.3846e-05+0.0012682i,0.00058538+0.0020009i,0.00099688+0.0013575i,0.0013506+0.0006581i,0.0014639+0.00099607i,0.0014284+8.8361e-05i,0.0005678-0.0011474i,0.00032685-0.00071129i,0.0002756-0.00027763i,-7.7113e-05-0.00028954i,-1.383e-05+0.00017894i,0.00022596+0.00038705i,0.00053848+0.00064845i,-3.8827e-06+0.00057057i,-0.00023965-0.00024375i,0.00057584-0.00037238i,0.00062091+6.6361e-06i,-0.00016999-7.3893e-05i
7.6538e-05+0.0011048i,0.0014424+0.0018293i,0.00339+0.0044174i,0.0052316+0.0057727i,0.0065695+0.0055974i,0.0079257+0.0046063i,0.0095425+0.0041525i,0.0088868+0.0038967i,0.0048065+0.003493i,0.00085294+0.0037565i,-0.00027314+0.0039016i,0.00095647+0.0024809i,0.0029509+0.00053597i,0.0032899+0.00041693i,0.0023456+0.0014241i,0.0012731+0.002392i,0.00074455+0.0020834i,0.0010113+0.00079571i,0.00078124+0.00046711i,0.0006065+0.00051068i,0.00024586+0.00036136i,0.0002508+0.00031087i,0.00055921+0.00042842i
0.00083942-0.0019698i,0.0010912-0.0021875i,0.00098124+0.00027748i,0.002271+0.0020857i,0.0030487+0.0014113i,0.0031009+0.00067651i,0.0042691+0.0014041i,0.0045338+0.0028236i,0.0020805+0.0022534i,-0.0011212+0.00083329i,-0.0021513+0.00058213i,-0.0017975+0.00064002i,-0.0014704+0.0011934i,-0.0022373+0.0023673i,-0.0032111+0.0029391i,-0.0031197+0.0023676i,-0.0022052+0.0011765i,-0.0013468-0.00074065i,-0.0013141-0.0031378i,-0.00094176-0.0038129i,0.00030263-0.003041i,0.0020408-0.0017192i,0.0021287-0.00084815i
-0.00062748-5.3171e-05i,0.0010132-0.00090509i,0.00061594-0.0019032i,0.0010244-0.0017156i,0.0030091-0.00049624i,0.0050867-0.00032564i,0.0038529+0.00034538i,0.00063541+0.0010665i,-0.00018715+0.00056445i,0.0013689-0.00081803i,0.0027641-0.0018582i,0.002149-0.0029679i,-0.0001005-0.0039604i,-0.0011906-0.0038259i,0.00022568-0.0043016i,0.0007608-0.0037798i,-0.00061696-0.0014095i,-0.00081752+0.00017895i,-0.00021646+0.00028989i,-0.00050112+0.00059276i,-0.0011049+0.00067373i,-0.00093585+1.788e-06i,-0.00028761-0.00043029i
0.001029+0.00094199i,-0.00017519+0.0013783i,0.00053621+0.0026007i,0.0024011+0.0020674i,0.0036169-0.00040264i,0.001782-0.0027595i,-0.001737-0.0035585i,-0.0042865-0.0024584i,-0.0044006-0.0012574i,-0.0026641+0.00020318i,-0.0010712+0.0023519i,0.00030905+0.0023895i,0.00058123+0.0014637i,-5.4897e-05+0.0019007i,0.00074747+0.0026164i,0.0015967+0.0013651i,0.0020394-0.00040933i,0.0022156-0.00023855i,0.0017078+0.0012536i,0.0012001+0.0021588i,0.00045376+0.001292i,-7.1356e-05+0.00010734i,-0.00052746-1.9721e-05i
-0.0038209-0.00017855i,-0.0051368+0.0010865i,-0.0059893+0.002708i,-0.0049201+0.0041768i,-0.0017027+0.0034589i,-0.00035761+0.0019925i,-0.00089139+0.0004674i,-0.00075095-0.00045672i,-0.00074164-0.0017657i,-0.0036818-0.003009i,-0.007302-0.0015314i,-0.0074518+0.0012379i,-0.0043585+0.00090477i,-0.0018492-0.0015454i,-0.0011431-0.0025234i,-0.00052042-0.0010784i,0.00061436+0.00028694i,0.0010756+0.00024679i,0.001006+2.701e-06i,0.0012301+0.00023877i,0.0018187+0.00046894i,0.0018665+0.0008619i,0.00098493+0.0006857i
-0.0040866+0.00076027i,-0.0020031+0.00076861i,-0.00084608+0.0012352i,0.0013828+0.0020655i,0.0038234+0.0026918i,0.0050196+0.001651i,0.005593-0.00093556i,0.0048038-0.002183i,0.0031454-0.0019442i,0.0023964-0.002151i,0.0011419-0.0035297i,2.2715e-05-0.0043449i,0.0011578-0.0030747i,0.0036034-0.0025449i,0.0038674-0.0023113i,0.0018926-0.0023287i,0.00042968-0.002272i,-7.941e-05-0.0011569i,-0.00079941-0.00085054i,-0.00092444-0.0014223i,-0.0002051-0.00093418i,0.00056694+0.00084844i,0.00075251+0.0017887i
0.0019743+6.6737e-05i,0.0050354+0.0017659i,0.0070532+0.0043459i,0.0070357+0.0060934i,0.0052239+0.0041884i,0.0058186-0.0013234i,0.0061248-0.0045952i,0.0052561-0.0032092i,0.0043773+0.00028102i,0.0043542+0.0040835i,0.0055973+0.0049751i,0.0053966+0.0032425i,0.0032444+0.0021123i,0.0009447+0.0017968i,-0.00047594+0.0019851i,0.00036408+0.0010273i,0.0019758-0.00082243i,0.0019676-0.0022467i,0.0012797-0.0032057i,0.0004468-0.0036026i,-0.00029278-0.0027375i,-0.00040561-0.0013939i,0.00028126-0.00031736i
-0.0023958+0.0016603i,-0.0048697+0.002084i,-0.0053964+0.0017996i,-0.0016665+0.00083847i,0.0029092-0.00065078i,0.0045034-0.0025969i,0.0024839-0.0029526i,-5.0905e-05-0.0015433i,-0.0015699+0.00052504i,-0.0020871+0.00045744i,-0.002403-0.00045857i,-0.003505-0.00050927i,-0.0031912-0.0017808i,-0.001504-0.0039586i,-0.0006223-0.0040749i,-0.0010033-0.0013301i,-0.0018794+0.0011164i,-0.0016559+0.0023381i,-0.0014011+0.0025922i,-0.0020882+0.0023096i,-0.0015174+0.0016207i,-9.5538e-05+0.00094091i,-2.3363e-05-0.00016387i
0.0046958+0.0012842i,0.004152+0.0014392i,0.0024795+0.0010826i,0.0015955+0.00082937i,0.0028652+0.00079271i,0.0045216-0.0002665i,0.0052219-0.0014894i,0.003255-0.001822i,0.00043313-0.0027714i,0.00015074-0.0040107i,-0.00034384-0.0049959i,-0.0017027-0.0050961i,-0.0023936-0.0017457i,-0.00038003+0.00096529i,0.0026091+0.00082846i,0.0021831+0.00046053i,-0.00074315+9.2079e-05i,-0.0022991-0.00083047i,-0.0017689-0.00082946i,-0.00095146+0.00026627i,-0.00052232+0.00092289i,-0.00052063+0.00092873i,-0.00092056+0.0010128i
-0.0053403-0.00090289i,-0.0042544+0.00058234i,-0.0011934+0.0037214i,0.0017099+0.0062139i,0.0034399+0.0051764i,0.0044288+0.0023245i,0.0037379+0.0013131i,0.0012102+0.0011245i,-0.00055745+0.00069953i,0.00021461+0.0016133i,0.0017557+0.0025736i,0.0023797+0.0021531i,0.0016727+0.0025434i,0.00025545+0.0036711i,0.00011949+0.0028893i,0.0014775+0.0011801i,0.0022883-0.00030325i,0.0028227-0.0013237i,0.0037636-0.0014632i,0.0039275-0.00086338i,0.0028862-0.00099208i,0.0021656-0.001452i,0.0022573-0.00065222i
-0.0014382-0.00072611i,-0.0023605-0.00070424i,-0.0031186-0.00013912i,-0.00088906+0.0012009i,0.00065891+0.002557i,0.0018515+0.0028208i,0.004154+0.0018028i,0.0043408+0.00028495i,0.0011503-0.00066814i,-0.0029806+0.00066176i,-0.0053+0.0034364i,-0.005701+0.0038959i,-0.0033933+0.0016143i,-0.00059483-0.00068507i,0.00020423-0.0015759i,0.00032502-0.00043239i,0.00050779+0.001603i,0.00090082+0.0024166i,0.001142+0.0018378i,0.0015453+0.0010499i,0.0014407+0.00057111i,0.0011184+0.00086997i,0.0016278+0.00045877i
0.0015442-0.002318i,0.0019365-0.0054898i,0.002454-0.0045319i,0.003084-0.0019209i,0.0029552-0.0016215i,0.0028526-0.0033567i,0.0037293-0.0024137i,0.00426-0.00043798i,0.0042759-0.00076712i,0.0025663-0.0020447i,0.00014643-0.0028367i,-0.0016147-0.0034747i,-0.0014859-0.0023091i,-0.00034366-0.00044025i,-0.0002574-0.00046286i,-0.0014531-0.0017387i,-0.001739-0.0026478i,-0.0017509-0.0019363i,-0.0022802-0.0018178i,-0.0022342-0.0021377i,-0.0017065-0.0018505i,-0.00025175-0.0008103i,0.00065298+0.0002828i
-0.0021039+0.0067286i,-0.0029937+0.011414i,-0.0033941+0.01274i,-0.0012725+0.0096559i,0.0019543+0.004061i,0.0024321-0.00043437i,0.001612-0.0014457i,0.0021742-0.0003011i,0.0026774+0.00037713i,0.0032038+0.00051453i,0.0045496+0.00068739i,0.0048516+0.00034727i,0.0028551-0.00048092i,0.00011824+3.9819e-05i,-0.00083576+0.00066112i,0.00053254-0.0005781i,0.00094147-0.00082863i,0.00030696-0.00039232i,0.0003902-0.00078889i,0.00014953-0.0015901i,-0.00095006-0.0018776i,-0.00050964-0.0017606i,0.00034134-0.0011791i
0.00060318-0.0031522i,0.00077481-0.0036336i,0.0012201-0.0016023i,0.0016071+0.00073957i,0.0029017+0.0024206i,0.0035905+0.001678i,0.0021104+0.00011159i,0.00051742-0.0003893i,0.0001384+0.00037171i,-0.00080037+0.00010544i,-0.0030481-0.00026951i,-0.0036598+0.001804i,-0.0012269+0.0037425i,0.00058865+0.0024898i,5.4736e-05+0.0021126i,-0.00028208+0.0024934i,-0.00030096+0.0026245i,-0.0009357+0.0031528i,-0.0011937+0.0041771i,-0.00058034+0.004472i,0.00030008+0.00316i,0.00044845+0.0013627i,0.00012672+0.00063636i
-0.002079-0.0040197i,-0.0029413-0.0034433i,-0.0017374-0.0018667i,-0.0002733-0.00031922i,0.00011866-0.000302i,0.00087652-0.0021127i,0.0013066-0.003861i,-0.0010208-0.0033776i,-0.002229-0.0023327i,-0.0014461-0.0030262i,-0.0017468-0.0049005i,-0.0029608-0.0054283i,-0.0025597-0.0039468i,-0.001019-0.00124i,-0.00054148+0.00020581i,-0.00088163+6.0033e-05i,-0.0011915-0.00047624i,-0.00023981-0.0014742i,0.000425-0.001074i,0.00041747+0.00018758i,-2.6768e-05+0.0005491i,-0.00061366+0.00053517i,-0.00063014+0.001045i
0.0020567-0.00097783i,0.00225-0.00098367i,0.00048578+0.00039891i,0.00087868+0.0027513i,0.0033006+0.0030737i,0.004599+0.00065786i,0.0026437-0.0010149i,0.00039548-0.00057603i,-0.00052789+0.0010389i,0.00062467+0.0027139i,0.0033411+0.0026209i,0.0051791+0.0013351i,0.0052506+0.00069148i,0.0047842-0.00011713i,0.0050876-0.00090228i,0.0046635-0.00062373i,0.0030814-0.00059619i,0.0018011-0.0010548i,0.0010747-0.0020598i,0.0010914-0.0022171i,0.00087726-0.0012924i,0.00048389-0.00046352i,0.00069215+0.00012852i
-0.001463+0.0018078i,-0.0022283+0.0014812i,-0.0028303+0.0014004i,-0.0016751+0.0017754i,0.00098622+0.0015917i,0.0031407+0.00050448i,0.0047438-0.0012297i,0.0039269-0.0024195i,0.00022911-0.0014747i,-0.0030985+0.0020968i,-0.0039312+0.0049727i,-0.0033252+0.0047815i,-0.002242+0.0036802i,-0.00043953+0.0033067i,2.9096e-05+0.0029933i,-0.00053359+0.0022499i,-0.00057622+0.0016431i,-0.00083507+0.0010691i,-0.00075376+0.0001294i,0.00036376+0.00027336i,0.00086913+0.0010804i,0.0010413+0.00089969i,0.00045368+0.00052939i
-0.00092333+0.0042498i,0.0011558+0.0045764i,0.0033895+0.0038892i,0.003528+0.0024136i,0.004331+0.00097112i,0.0049065-0.00049375i,0.0058971-0.0012399i,0.0053343-0.002057i,0.0020463-0.0028968i,-0.00054379-0.0035914i,-0.0017165-0.0042934i,-0.0029709-0.0043351i,-0.0045962-0.003579i,-0.0052993-0.0029202i,-0.0045113-0.0024685i,-0.0034101-0.0027062i,-0.0020055-0.0022038i,-0.0013012-0.00089661i,-0.0017958-0.00082879i,-0.0027858-0.0016014i,-0.0031672-0.0019864i,-0.0026526-0.0019021i,-0.0015186-0.001142i
-0.0027104-0.0038939i,-0.0035031-0.002778i,-0.0024437+0.00095558i,0.00093802+0.0010999i,0.0032885-0.0011299i,0.0028891-0.0010763i,0.0016233-0.00028857i,0.0012554-0.00095656i,0.0016133-0.002175i,0.0012941-0.0019911i,0.0018801-0.00058617i,0.0035424+5.1917e-05i,0.0040425-9.1266e-06i,0.00333+0.0009518i,0.0034028+0.0020626i,0.0035426+0.0016207i,0.0028547+0.00019107i,0.0019749-0.0003476i,0.00046008-0.00020259i,8.5961e-05+0.00015071i,0.00041339+0.00069617i,-0.00014286+0.00037793i,-0.00030377-0.00011516i
-0.00048714-0.0045459i,-0.0024022-0.003328i,-0.0035948-0.0018133i,-0.0019988+0.00050085i,-0.00011541+0.0020143i,0.0013208+0.0016152i,0.0025269+0.0015538i,0.003554+0.0021357i,0.0031703+0.00093963i,0.00026708-0.00090366i,-0.0038364+0.00013739i,-0.0051392+0.0026639i,-0.0035454+0.0039249i,-0.0022639+0.0041662i,-0.0012703+0.0038557i,-0.00057322+0.0038688i,0.00013089+0.0035235i,0.0011094+0.0020668i,0.001595+0.0012024i,0.0022736+0.0017032i,0.0023789+0.0019569i,0.0013714+0.00093539i,0.00068163+0.0005101i
0.0021828+0.0035337i,0.0015249+0.0033836i,0.0017636+0.0028224i,0.0025378+0.0022056i,0.0031221+0.0023431i,0.0027435+0.00076997i,0.0024014+0.00014562i,0.0022924+0.0018579i,0.0020648+0.0017291i,0.0010015-0.0013372i,-0.00082255-0.0043217i,-0.0019189-0.0054179i,-0.0019483-0.0056781i,-0.0015391-0.005601i,-4.4207e-05-0.0056247i,0.00025891-0.0052224i,-0.0002104-0.0034062i,0.00065445-0.0012265i,0.000718-0.0012655i,0.00015582-0.0014524i,0.00019402-0.0013981i,0.00020614-0.0012344i,0.00044855-0.00035784i
-0.00082856+0.00071068i,-0.0021368-2.1126e-05i,-0.00087991+0.0019874i,0.0011625+0.0038534i,0.0029245+0.002991i,0.0039143+0.0011825i,0.0024686-0.00031769i,0.0007092+0.00081739i,0.00057835+0.0022279i,0.0024212+0.0018977i,0.0037488+0.0013764i,0.0043391+0.001587i,0.0051138+0.0018671i,0.0047622+0.0015316i,0.0035291+0.00061782i,0.003351-0.0010025i,0.0028064-0.0020955i,0.0012189-0.0017687i,0.001011-0.0014227i,0.0017866-0.0025876i,0.0024538-0.0032659i,0.0022295-0.0021344i,0.0013232-0.0002825i
-0.00016174-0.0029052i,-0.00052432-0.0026375i,-0.0014789+0.00043843i,-0.0011385+0.0026117i,0.00049044+0.0011955i,0.00086803-0.0014669i,-0.00026618-0.0020316i,-0.0015747-0.0011115i,-0.0017478+0.0011433i,-0.00091241+0.0026918i,-0.0015958+0.0023006i,-0.0033034+0.0020469i,-0.0042068+0.0029852i,-0.0043447+0.0027179i,-0.0040763+0.00076393i,-0.0032064+0.00039269i,-0.0018215+0.00082989i,-0.0015125+0.0006999i,-0.0024814+0.00089075i,-0.0018279+0.00095796i,-0.00028033-0.00044799i,-6.5923e-05-0.00088619i,-0.00028234+0.00022954i
-0.004727-0.0025594i,-0.005041-0.0018801i,-0.0041295+0.0024064i,-0.00090422+0.0041556i,0.0023038+0.0024305i,0.0030829-0.00043268i,0.0013311-0.0026922i,-0.00070497-0.0031618i,-0.0023056-0.0024225i,-0.0030681-0.0013245i,-0.0018905-0.0022277i,-0.00076076-0.0046548i,-0.0002383-0.0052908i,0.0010311-0.0040775i,0.0016779-0.0029686i,0.0002193-0.0023785i,-0.0018174-0.00046185i,-0.0021558+0.00037161i,-0.0013758-0.00075702i,-0.001536-0.00090046i,-0.0024065-0.00063788i,-0.0022681-0.00089755i,-0.00098977-0.00033359i
0.002959+0.0021119i,0.003736+0.0033897i,0.0031661+0.004049i,0.0027183+0.0038406i,0.0037149+0.0028432i,0.0042699+0.00028444i,0.0033126-0.0021071i,0.0014748-0.0035383i,-0.00055096-0.0029214i,-0.0010173-0.00056027i,0.00013989+0.0018928i,0.0022841+0.003722i,0.0045695+0.004057i,0.005447+0.0039362i,0.0045704+0.0038029i,0.0031962+0.0027504i,0.0022988+0.0017121i,0.0018333+0.0011684i,0.0011518+0.00078504i,0.00042716+0.00050598i,0.00045553+4.2774e-07i,0.00072827-0.0006429i,1.6879e-06-0.00030135i
-0.0040054-0.0013269i,-0.0046379-0.0019241i,-0.0039795-0.00026841i,-0.0012801+0.0015969i,0.002017+0.0015437i,0.0041593-0.0008237i,0.0050112-0.0024152i,0.0040012-0.0032127i,0.0015621-0.0035696i,-0.0015879-0.0024909i,-0.0039193-0.00038545i,-0.0051085+0.0012122i,-0.0056082+0.00057775i,-0.0041499-0.00076918i,-0.0016862-0.00092383i,-0.00057718+0.0005354i,0.00043766+0.0018029i,0.000961+0.0019434i,0.00072175+0.0012684i,0.00072955+0.00054578i,0.0001827+0.0008009i,-0.00046073+0.0011693i,-0.00080281+0.00050664i
-0.00088859-0.00066619i,-0.0027671+0.00028392i,-0.001949+0.0023276i,-0.00082385+0.0024545i,-0.00095701+0.0015706i,0.00039885+0.000458i,0.0014901-0.00080454i,0.0017381-0.0012664i,0.0016295-0.001697i,0.00038271-0.0032965i,0.00010204-0.0045726i,0.001308-0.0045767i,0.0014482-0.0044344i,0.0013859-0.0038156i,0.0013972-0.0031296i,0.00093182-0.002883i,0.00016145-0.0026053i,-0.00026424-0.0027417i,0.00022485-0.0029921i,0.00045417-0.0020903i,0.00065858-0.0008609i,0.0010501-0.00073088i,0.0013002-0.000447i
0.0039106-0.0023003i,0.002378-0.0039421i,0.00012042-0.00075199i,0.00085463+0.0024088i,0.0031982+0.0012423i,0.0042716-0.00064785i,0.0040716-0.00098937i,0.0043523-0.00067482i,0.0037572-0.00067977i,0.0028244-0.0013793i,0.0022776+1.0653e-05i,0.0012128+0.0028758i,0.00065591+0.0035847i,0.00039103+0.0035018i,-0.00013237+0.0034794i,0.00038317+0.0022672i,0.0011041-0.00036285i,0.00080707-0.00090447i,-0.00011898-0.00034989i,-7.0955e-05-0.0012871i,0.00064231-0.001817i,0.00021713-0.0012559i,0.00032977-0.00047064i
-0.0048441+0.0016322i,-0.0046883+0.0032333i,-0.0047774+0.0046274i,-0.0031961+0.0048928i,-0.00022467+0.0036491i,0.0021781+0.0018781i,0.0022011+0.0013648i,0.002591+0.0025178i,0.0027555+0.0037604i,0.0015563+0.0030882i,-0.001177+0.0016253i,-0.0034714+2.1751e-05i,-0.0034568-0.00084554i,-0.0022752-0.001303i,-0.00072807-0.00088228i,-0.00074811+0.00061538i,-0.001645+0.0017449i,-0.0015517+0.001288i,-0.0012416+0.00040723i,-0.00083134+0.00032537i,-0.00088109+0.000427i,-0.0018834-8.1094e-05i,-0.0015337-0.0012488i
-0.0069616-0.00060296i,-0.0074086+0.0021663i,-0.0057717+0.0054168i,-0.0012275+0.006502i,0.0026676+0.0052523i,0.0030613+0.0012728i,-0.0003068-0.0015063i,-0.0033606-0.00075593i,-0.0037935+0.00016448i,-0.0019898+0.00041756i,0.00038332-0.00028328i,0.0020469-0.0015761i,0.0040149-0.0027373i,0.0050044-0.0029364i,0.0040689-0.0021992i,0.0019008-0.00098027i,8.2176e-05+6.3414e-05i,-5.3617e-05+0.00029707i,0.00019918+0.00014878i,-0.00062637+0.00042208i,-0.00096693+0.00066444i,-0.00079043+0.0006419i,0.00040727+0.00074253i
-0.0051505-0.00037911i,-0.0058536+0.00041357i,-0.0036863+0.004129i,-0.00091889+0.0042264i,0.0013804+0.0031811i,0.0037772+0.0017048i,0.003562+0.00010612i,0.00030369+0.00052553i,-0.0020306+0.0016715i,-0.0013501+0.002389i,0.00052549+0.0025687i,0.00079127+0.0025796i,0.0010096+0.0022022i,0.0015531+0.00075027i,0.0023021-0.00092043i,0.0027861-0.00031868i,0.0027492+0.0006096i,0.0022156-8.0308e-05i,0.0013881-0.00052311i,0.0014255+0.00019024i,0.0019967+0.0011064i,0.0019676+0.0014928i,0.0017345+0.0016183i
-0.026091+0.00080587i,-0.029989+0.0080863i,-0.024515+0.024284i,-0.0065527+0.02599i,0.0080913+0.018287i,0.013483+0.0043579i,0.0074686-0.0043204i,0.0003324-0.0039563i,-0.0052146-0.0017138i,-0.0045565+0.0028901i,0.00022883+0.0034999i,0.0017929-0.001709i,0.0028907-0.0062826i,0.0078012-0.0084812i,0.012229-0.0067314i,0.009726-0.0035136i,0.0038904-0.0013424i,0.00035346-0.0016563i,-0.0016107-0.0041889i,-0.0024505-0.0040078i,-0.0015452-0.0008802i,-0.00070059+0.00086539i,0.00021183+0.00077249i
0.011356-0.0025678i,0.0099964-0.0060881i,0.0045774-0.0090826i,-0.00044428-0.0065066i,0.00017322-0.0030297i,0.0036507-0.00049653i,0.0066172-0.00066305i,0.0059066-0.002546i,0.0030125-0.0037594i,0.00015611-0.0039648i,-0.00085789-0.0033883i,-4.2736e-05-0.0021038i,0.00045561+0.00052118i,-0.0005655+0.0031406i,-0.0023677+0.0031674i,-0.0023048+0.00067999i,-0.00057183-0.002016i,0.00053766-0.0026128i,0.0013409-0.00061767i,0.0017845+0.00041589i,0.0012811-0.00046613i,0.00059982-0.00054255i,7.7182e-05+0.00058662i
0.0015333+0.0057278i,0.0028516+0.0068355i,0.0031293+0.0042869i,0.0024992+0.00276i,0.0024604+0.001384i,0.0017175-0.00076147i,0.0011016-0.0029394i,0.0012859-0.0035679i,0.0018666-0.0029917i,0.0010736-0.0036938i,-0.0013668-0.0025561i,-0.0030257+0.00071916i,-0.0030807+0.0027551i,-0.0033351+0.0035854i,-0.0034439+0.0025127i,-0.0023407+0.0012621i,-0.00067852+0.00011583i,-0.0005902-6.4683e-07i,-0.002038+0.00029113i,-0.0012881+9.4411e-05i,-0.00018132-0.0005753i,-0.00073252-0.00066439i,-0.00023576-0.00028009i
-0.00026769-0.0027648i,0.00023693-0.0040407i,0.0012955-0.0035604i,0.0012777-0.0020514i,0.0016883-0.0010703i,0.0034894-0.00017393i,0.0059665+0.00056154i,0.007097+0.00033857i,0.0044877-0.00065045i,0.00078076-0.0018501i,-0.0015129-0.0026271i,-0.0036864-0.0035313i,-0.0042954-0.0036616i,-0.0026126-0.002401i,-0.00161-0.0017306i,-0.0019908-0.00088765i,-0.0021102+0.00082087i,-0.0019296+0.0016824i,-0.0010716+0.0017611i,-0.00044667+0.0018683i,-0.00077082+0.00097171i,-0.00080288+0.00015089i,0.00052237+0.00064252i
0.0027705-0.0037996i,0.0029774-0.003979i,0.0025578-0.0026184i,0.0011845-0.00087558i,0.0021337-0.00018825i,0.003757+0.00086503i,0.0045075+0.0014322i,0.0038171+0.0016446i,0.002557+0.0016182i,0.0017509-0.0003648i,0.0012153-0.002454i,0.0011805-0.0022758i,0.0015226-0.00071297i,0.0009367+0.00088795i,-0.00074584+0.0010906i,-0.00098686-0.00011154i,-0.00017361-0.00072014i,0.0009647-0.00095237i,0.0010781-0.00067785i,0.0015031+0.00055213i,0.0018615+0.0018262i,0.0010055+0.0016519i,4.1581e-05+0.00048006i
0.0034363+0.00092096i,0.0021952+0.0011134i,0.00021979+0.0010933i,0.00020256+0.0016428i,0.0013664+0.001854i,0.0030341+0.0016259i,0.0030218+0.0016641i,0.0018772+0.0024373i,0.0012086+0.0027805i,0.00087942+0.0020288i,0.00025552+0.00084416i,-0.00071107+0.00035418i,-0.0012698+0.0004154i,-0.0019467-0.00034064i,-0.00095613-0.0003211i,0.00088508+0.00048635i,0.0014935+0.0002837i,0.0015664+0.00024213i,0.0014477+0.00072419i,0.0023177+0.0011172i,0.0023809+0.0011856i,0.0014033+0.00082722i,0.00070258+0.00039394i
0.0022744+0.00076129i,0.003248+0.0012556i,0.0021124+0.00085056i,0.0011664+0.0024544i,0.0013612+0.0035191i,0.0024645+0.0027771i,0.0021918+0.0016877i,0.00050347+0.0012699i,0.00011622+0.00155i,-3.0083e-06+0.0013426i,-0.00075969+0.00015108i,-0.0016103-0.0016209i,-0.0012152-0.002129i,-4.021e-05-0.0016664i,0.00059959-0.00082259i,0.00085694-0.00026334i,0.0004634-0.00072328i,-0.00010505-0.00076001i,0.00060911-0.0008156i,0.0010182-0.0011817i,0.00081004-0.0017755i,0.00041872-0.0016908i,-5.4212e-05-0.00088204i
-0.0020679-4.8843e-05i,-0.0020508+0.00069959i,-0.0014868+0.00038544i,-0.00075406-0.00097776i,0.0010045-0.0013272i,0.0014813-0.00053725i,0.0002284-0.00062908i,-0.00081007-0.001016i,-0.0018505-0.0011193i,-0.0019721-0.00098357i,-0.00032903+0.0002085i,0.0012877+0.0010478i,0.0018912+0.0013183i,0.0013751+0.001568i,0.00064477+0.00047012i,-0.00031409-0.0014395i,-0.00081032-0.0017316i,-0.00065428-0.00086158i,0.00019994-0.0009347i,0.00062874-0.0018236i,0.00011789-0.0020356i,-0.00057367-0.0015342i,-0.00021808-0.00017875i
0.0032852-0.0025397i,0.0032487-0.0019262i,0.0018533+0.00067579i,0.00064384+0.0039026i,0.00088633+0.0027331i,0.001795-0.00032435i,0.0020888-0.0016783i,0.0014851-0.0026129i,0.00020609-0.0026258i,-0.0013906-0.0012602i,-0.0024645-0.00016586i,-0.0024302+0.00070855i,-0.0016044+0.00061384i,-0.00015335-0.00036936i,0.00049004+0.00054988i,0.00037366+0.0013501i,5.6776e-05+0.00090407i,-0.00054226+0.00056953i,0.00013475+0.00046653i,0.0002834+0.00074106i,-0.0014413+0.00060746i,-0.0015606+0.00030942i,-0.0005028+6.3861e-05i
0.0028553+0.0010105i,0.0030708+0.0023793i,0.0039929+0.0020543i,0.0048135-0.00014452i,0.0049461-0.0014566i,0.0050952-0.0010426i,0.003911-0.0014964i,0.0021961-0.0018094i,0.00046589-0.0020481i,-0.00095701-0.0022933i,-0.0016115-0.0019681i,-0.0022456-0.00098491i,-0.0016678-0.00016155i,-0.00024461+0.0003839i,-0.00029109+0.00084687i,-0.00020575+0.0013911i,0.00019565+0.0019394i,-0.00021633+0.0020368i,8.9316e-05+0.001975i,0.00040864+0.0018358i,-0.00029209+0.0020252i,-0.0005459+0.0019811i,-3.702e-05+0.0012583i
-5.7333e-05+0.0015292i,-0.00078983+0.00057037i,-0.0015454-0.0013224i,-0.001527-0.0011065i,-0.00018897+0.00091194i,0.0012027+0.002041i,0.0029876+0.0015571i,0.0043096+0.0013986i,0.0035945+0.0008195i,0.0016282-0.00055755i,0.00069822-0.0014381i,0.0012908-0.00077844i,0.0010774+0.0010437i,-0.00051905+0.0018401i,-0.0017667+0.00099911i,-0.00082583+5.4977e-05i,0.00083509-0.00055551i,0.0014661-0.0011858i,0.0019446-0.00052321i,0.0022229+0.00081569i,0.002323+0.0011331i,0.0017384+0.00079216i,0.00037269+3.6324e-05i
-0.0022559-0.0031772i,-0.0025687-0.0025682i,-0.0023381-0.00079289i,-0.00095667+0.00094042i,0.0011539+0.00095048i,0.0026961+0.0007027i,0.0038419+0.00063559i,0.0038261+8.3872e-05i,0.0028194-0.00037396i,0.0019468-0.00040597i,0.00042761-0.00027889i,-0.0015652-0.00012167i,-0.0026304-0.00044904i,-0.0021166-0.00038795i,-0.00041134+0.00016182i,0.0007726+5.5341e-05i,0.0011499+4.7127e-05i,0.0012641+0.00027908i,0.0007628+0.00013057i,0.00060883-0.00061111i,0.0014456-0.00090123i,0.0017977-0.00084368i,0.0010755-0.00042921i
0.0016458+0.00020347i,0.0014371+0.001749i,0.0015138+0.0035381i,0.00076196+0.0041209i,0.0014385+0.0020289i,0.0024454+0.00059662i,0.0015676+0.00046013i,0.0013104+0.0011091i,0.0017116+0.0022087i,0.0015512+0.001169i,0.00075179-0.0007246i,0.00036176-0.0014372i,0.00055482-0.0012764i,0.00036738-0.00058967i,0.00055929-0.00065488i,0.00078443-0.0013679i,-0.00055148-0.0021166i,-0.001359-0.0015946i,-0.00113-0.0016732i,-0.0012623-0.0019387i,-0.00088509-0.0012608i,-0.00053473-0.00090149i,-0.00010486-0.00045593i
