-0.0023526-0.00034587i,-0.0023543-2.8613e-05i,-0.0023316+0.00091185i,-0.0016678+0.00024174i,-0.0012784+0.00028846i,-0.0019696+0.0019826i,-0.0011883+0.0024676i,0.00053239+0.0022262i,0.00073099+0.0008054i,0.00074537-0.0010951i,0.00093811-0.0015233i,-7.7388e-06-0.00094553i,-0.00060719-0.00049054i,-0.00018624-0.00028741i,0.00019934-3.2738e-05i,0.000287-0.00039035i,-3.2552e-05-0.00057297i,-0.00026766-0.00020329i,-0.00061023-0.00051946i,-0.0011929-0.00076259i,-0.00054788-0.00074507i,0.00022498-0.00062048i,-0.00027105-0.00037561i
0.076589+0.15673i,0.080634+0.1488i,0.057516+0.08425i,0.050723+0.037542i,0.077808+0.031577i,0.11544+0.053271i,0.12498+0.05245i,0.086085+0.012395i,0.031438-0.018618i,0.0014409-0.021579i,-0.0016743-0.019131i,-0.00024282-0.022275i,-0.015885-0.018716i,-0.027981-0.0025934i,-0.014423+0.008824i,0.0058398+0.0053195i,0.013698-0.00016085i,0.012481-0.00024379i,0.0096537+0.0012401i,0.007954+0.0021642i,0.0042519+0.00014925i,-0.0040893-0.0057589i,-0.012439-0.0087545i
0.30298+0.12223i,0.37104+0.075392i,0.238+0.01548i,0.093457+0.023197i,0.081723+0.019112i,0.074076-0.058756i,0.006616-0.088376i,-0.030942-0.046369i,-0.02814-0.012298i,-0.01631+0.010096i,0.00045855+0.027035i,0.0061906+0.03469i,0.0061569+0.040572i,0.011277+0.035684i,0.013286+0.017954i,0.0099855+0.00047893i,0.0063686-0.0091508i,0.0014753-0.011317i,-0.003447-0.007331i,-0.0028488-0.0032909i,-0.0024583-0.0037992i,-0.0036572+0.003844i,0.0014025+0.017953i
-0.23029-0.46985i,-0.37394-0.5354i,-0.36611-0.3443i,-0.22672-0.10324i,-0.11597+0.015192i,-0.058892+0.061677i,-0.0059263+0.069313i,0.024531+0.041832i,0.025035+0.01322i,0.016932-0.012268i,0.0035831-0.031088i,0.0028368-0.034621i,0.019374-0.036683i,0.018819-0.036644i,0.00011869-0.023112i,-0.012893-0.0038686i,-0.016614+0.0082572i,-0.011434+0.011077i,-0.003842+0.0079567i,-0.000822+0.0046815i,0.0050847+0.0056036i,0.016494+0.003055i,0.021746-0.0067882i
-0.16441+0.13024i,-0.17315+0.29719i,-0.033187+0.2932i,0.074568+0.067402i,0.035618-0.11967i,-0.015832-0.13352i,-0.0067376-0.0954i,-0.0066323-0.067923i,-0.019996-0.031771i,-0.027424-0.0067708i,-0.028515-0.0055485i,-0.029118-0.016134i,-0.036083-0.01632i,-0.027663-0.00081939i,-0.0038453+0.0045449i,0.0091045-0.0045704i,0.0092211-0.0091757i,0.0075202-0.0087365i,0.0054786-0.0083685i,0.00019498-0.0087679i,-0.0074929-0.012356i,-0.017528-0.019236i,-0.026642-0.020657i
0.24077+0.34587i,0.41725+0.29519i,0.40897+0.10744i,0.22857-0.00018333i,0.065048+0.00357i,-0.037631+0.00075971i,-0.10399+0.0077909i,-0.085845+0.037285i,-0.025188+0.035962i,0.0067468+0.031407i,0.012091+0.049358i,0.0062918+0.068845i,0.0064622+0.066635i,0.010937+0.037167i,0.0057161+0.0092028i,0.00064093+0.001406i,0.0015489+6.6771e-05i,-0.0012962-0.0017151i,-0.0055382-0.00028705i,-0.0045851+0.0015073i,-0.0050756+0.0042545i,-0.0059212+0.016181i,0.00034082+0.028192i
-0.22414-0.20676i,-0.34631-0.28477i,-0.39696-0.20825i,-0.32543-0.0019776i,-0.18003+0.14825i,-0.046421+0.18433i,0.040174+0.14754i,0.055+0.076122i,0.027422+0.028237i,0.011054+0.0075139i,0.010748-0.0052268i,0.022386-0.014431i,0.027188-0.027413i,0.0055138-0.027077i,-0.012228-0.007771i,-0.0088476+0.0072984i,-0.0024764+0.010749i,0.0021589+0.0098492i,0.0057561+0.0053843i,0.0076803+0.0047797i,0.014965+0.0080281i,0.025168+0.0033947i,0.025751-0.0082168i
0.23134-0.092562i,0.22173-0.019859i,0.15069+0.056627i,0.089897+0.040433i,0.068361+0.0029536i,0.081335-0.019928i,0.077791-0.049354i,0.040096-0.05416i,0.0016352-0.029375i,-0.0095721-0.013977i,-0.0010727-0.027675i,0.00040385-0.050352i,-0.011121-0.039632i,-0.0070458-0.0068862i,0.0087237+0.00057628i,0.0076468-0.014313i,-0.0019061-0.021769i,-0.0034012-0.018205i,-0.0026068-0.010805i,-0.0049433-0.0080254i,-0.010483-0.012474i,-0.019283-0.016511i,-0.026104-0.012903i
0.16547+0.0021716i,0.19772-0.10496i,0.15882-0.13766i,0.1459-0.090939i,0.15521-0.098145i,0.091906-0.12528i,-0.0043796-0.080396i,-0.036225-0.019419i,-0.015932-0.0036064i,-0.0016747-0.0014631i,5.1345e-06+0.013378i,-0.0030104+0.029613i,0.00047021+0.030102i,0.0081016+0.011553i,0.0049109-0.0006402i,0.0016316+0.0057548i,0.0040227+0.011131i,-0.00046697+0.0079779i,-0.0062311+0.0049593i,-0.0053719+0.0028521i,-0.0043315+0.0034507i,-0.00091125+0.011596i,0.0077812+0.019276i
-0.68103+0.095886i,-0.78841+0.26443i,-0.54887+0.3149i,-0.26173+0.1947i,-0.17321+0.081445i,-0.15295+0.052973i,-0.085363+0.041213i,-0.023011+0.030006i,0.007955+0.030437i,0.010276+0.023956i,-0.012559+0.018601i,-0.026497+0.020319i,-0.023791+0.010804i,-0.022486+0.00011136i,-0.017688-0.00040298i,-0.0066564+0.0011762i,0.0003335+0.0035271i,0.0036327+0.0058238i,0.0055057+0.0043938i,0.0062915+0.0037321i,0.011994+0.0038876i,0.016409-0.0028695i,0.010707-0.01281i
0.32419+0.030935i,0.51911+0.032227i,0.48888-0.041001i,0.2345-0.10289i,0.026549-0.062061i,-0.017503+0.0062598i,-0.0014935+0.019977i,0.0073655+0.0045531i,0.0033215-0.013492i,-0.0047307-0.018429i,-0.00163-0.016569i,0.0081713-0.013766i,0.016409-0.0019643i,0.020913+0.0061345i,0.01532-0.00067473i,-0.0006492-0.01007i,-0.012487-0.010293i,-0.010938-0.0076695i,-0.005021-0.0070872i,-0.0049371-0.007269i,-0.012404-0.0078706i,-0.020833-0.0063317i,-0.020287-0.0027302i
0.50816-0.13888i,0.43519-0.38118i,0.13278-0.39946i,-0.0043331-0.16639i,0.069315-0.024136i,0.086829-0.033961i,0.035524-0.015637i,0.010572+0.0044523i,-0.0088279-7.2291e-05i,-0.0074918+0.0068801i,0.024701+0.0083663i,0.044881-0.0042195i,0.034751-0.017362i,0.011452-0.01837i,0.003322-0.0037825i,0.015622+0.0068047i,0.024369+0.0042152i,0.019256-0.00078676i,0.0093364-0.0038884i,0.0034765-0.0048546i,0.0019584-0.0004364i,0.0053238+0.0077357i,0.012238+0.012279i
-0.58983+0.15242i,-0.73377+0.33153i,-0.5412+0.42179i,-0.24599+0.33079i,-0.11438+0.2105i,-0.06302+0.14233i,-0.018072+0.057779i,-0.015147+0.0085643i,-0.0065288+0.017804i,0.006843+0.016458i,-0.010222+0.0067748i,-0.029494+0.0028004i,-0.036027+0.0011248i,-0.032493+0.006964i,-0.020438+0.0069428i,-0.013421-0.001825i,-0.011832-0.0045053i,-0.0081457-0.0010878i,-0.0039863+0.0025899i,0.0026785+0.0052801i,0.011822+0.0036747i,0.014165-0.0018982i,0.0091659-0.0061437i
-0.10207-0.12316i,0.051376-0.045396i,0.21333-0.046582i,0.16482-0.13734i,0.031525-0.14887i,-0.0096052-0.076765i,-0.0074581-0.024227i,-0.011041-0.0037633i,-0.012044-0.00023434i,-0.021082-0.0037038i,-0.029436-0.0079191i,-0.028465-0.007163i,-0.011756+0.00018463i,0.012578-0.00092183i,0.015176-0.0096187i,-0.0021808-0.0071852i,-0.013655+0.0021743i,-0.013764+0.0049297i,-0.011173+0.0023i,-0.013027-0.0012975i,-0.018731-0.0040302i,-0.021789-0.0075975i,-0.019716-0.011189i
0.43925-0.10127i,0.39646-0.22551i,0.17223-0.2074i,0.069037-0.074517i,0.10114-0.031364i,0.069787-0.054232i,0.013906-0.019383i,0.019214+0.014031i,0.027476+0.0068057i,0.024631+0.0026432i,0.025261+0.0068039i,0.020634+0.0098223i,0.0082467+0.0055247i,-0.0047684-0.0021682i,-0.0013252-0.0031052i,0.014574-0.0054862i,0.021354-0.010831i,0.013874-0.010357i,0.004484-0.0069734i,0.0003014-0.0057791i,-0.00168-0.0040165i,-0.0030531+0.0025653i,-0.0020702+0.010425i
-0.15683+0.31089i,-0.16346+0.29364i,-0.13251+0.17215i,-0.11025+0.10681i,-0.081944+0.11359i,-0.021045+0.094408i,0.013305+0.03822i,0.0052039+0.0039365i,0.0012093+0.00033999i,0.0032642+0.0050765i,0.0063137+0.019751i,0.015657+0.033214i,0.019695+0.034i,0.010874+0.027874i,-0.0045356+0.020799i,-0.013256+0.015821i,-0.010988+0.014291i,-0.00090525+0.012247i,0.0094742+0.0074244i,0.01562+0.0041813i,0.020873+0.0045698i,0.025941+0.0071719i,0.026007+0.0078513i
-0.19362-0.13712i,-0.18692-0.1028i,-0.12391-0.07772i,-0.10107-0.087606i,-0.12202-0.092242i,-0.11323-0.075999i,-0.065981-0.049472i,-0.031828-0.023949i,-0.0269-0.005645i,-0.024324+0.003632i,-0.0094971-0.011952i,0.00606-0.039272i,0.014109-0.049868i,0.015329-0.040655i,0.013578-0.023726i,0.011923-0.011914i,0.0091657-0.0073269i,0.0041392-0.0060487i,-0.00054777-0.0058111i,-0.006241-0.0028108i,-0.012316-0.0011302i,-0.014936-0.0098546i,-0.01463-0.019899i
0.272-0.25981i,0.2301-0.15866i,0.17291+0.082278i,0.19899+0.1632i,0.19519+0.077303i,0.091603+0.018623i,-0.0011661+0.013746i,-0.023037+0.012287i,-0.0066979+0.0068588i,0.005416-0.0087728i,-0.0044339-0.021021i,-0.024779-0.019364i,-0.041459-0.0097058i,-0.035906+0.00109i,-0.013543-0.0025747i,-0.0011088-0.014317i,-0.0006189-0.018655i,-0.0063421-0.015098i,-0.014101-0.0081964i,-0.013338-0.0048389i,-0.010771-0.0062418i,-0.016128-0.0013417i,-0.017821+0.010963i
-0.17275+0.19928i,-0.17346+0.096094i,-0.12435-0.042337i,-0.10413-0.033235i,-0.084427+0.061054i,-0.027607+0.10544i,0.0058754+0.087379i,0.0040178+0.059832i,0.0014517+0.041558i,-0.003749+0.035335i,-0.014161+0.04659i,-0.012769+0.057409i,-0.00078153+0.049617i,0.0031139+0.030425i,-0.0054552+0.017566i,-0.012449+0.01902i,-0.0094238+0.023855i,-0.00070003+0.02098i,0.0085317+0.01155i,0.013665+0.0031882i,0.017185+0.0023725i,0.024919+0.0068567i,0.029887+0.0042837i
-0.16102+0.20387i,-0.10725+0.19694i,-0.071059+0.024303i,-0.11093-0.11147i,-0.13528-0.094455i,-0.082842-0.027321i,0.0054841+0.0069969i,0.059315-0.010352i,0.04132-0.030982i,0.012654-0.015065i,0.01763+0.00082767i,0.024488+0.0025925i,0.020093+0.00044093i,0.010621-0.0061058i,0.004298-0.0095952i,0.004694-0.014289i,0.00024951-0.01857i,-0.0039345-0.013569i,-0.0023507-0.0067986i,-0.0036803-0.0013476i,-0.0064368+0.0020945i,-0.0083086-0.0054392i,-0.013229-0.016802i
0.43487-0.28534i,0.48688-0.25551i,0.39144-0.089932i,0.29696-0.0077782i,0.24214-0.058448i,0.15718-0.12005i,0.048996-0.11534i,-0.019582-0.059128i,-0.025701-0.020295i,-0.0076721-0.019088i,0.011429-0.027512i,0.026054-0.032272i,0.025626-0.024277i,0.019915-0.0089655i,0.017708-0.0034937i,0.015878-0.0028219i,0.014962+0.00023271i,0.007129-0.0018961i,-0.0048592-0.0037335i,-0.008987-0.0019569i,-0.010732-0.0032939i,-0.015714+0.0027404i,-0.015164+0.01809i
-0.26032-0.043781i,-0.47496-0.044734i,-0.48044+0.056245i,-0.28145+0.16813i,-0.11964+0.16829i,-0.078748+0.096938i,-0.083211+0.045899i,-0.075714+0.051751i,-0.031778+0.077295i,0.0076164+0.05744i,-0.0017583+0.016963i,-0.023725-0.0067156i,-0.027477-0.019098i,-0.023455-0.016837i,-0.017936-0.0044169i,-0.0093072+0.0068648i,0.0031707+0.0097459i,0.014623+0.0057347i,0.017391-0.0010174i,0.014282-0.0058696i,0.016572-0.0031703i,0.024637+0.00037436i,0.027983-0.0011551i
-0.24108+0.3115i,-0.1194+0.37442i,0.025971+0.23966i,0.00019558+0.053524i,-0.10323-0.004034i,-0.12091+0.041448i,-0.060642+0.05184i,-0.0083644-0.0030182i,-0.0065113-0.045178i,-0.026048-0.034453i,-0.033463-0.0019751i,-0.03199+0.023521i,-0.027593+0.033946i,-0.01735+0.031041i,-0.010096+0.016334i,-0.02116-0.0040151i,-0.039073-0.012244i,-0.037629-0.0040532i,-0.020194+0.0023589i,-0.0080141+0.00065477i,-0.0065245-0.0058724i,-0.0096509-0.016136i,-0.011399-0.023494i
0.39036-0.28685i,0.52029-0.40904i,0.41304-0.40926i,0.20864-0.27139i,0.11179-0.1171i,0.086594-0.034962i,0.057382+0.027674i,0.044831+0.054973i,0.025181+0.025849i,2.4112e-05+0.017151i,0.012351+0.02696i,0.034391+0.019183i,0.040201+0.003022i,0.037233-0.014089i,0.032043-0.017729i,0.033486-0.0045085i,0.032873+0.0041932i,0.017201+0.0013953i,-0.0037535+0.0011502i,-0.015211+0.0030432i,-0.021305+0.0035956i,-0.024487+0.0093543i,-0.018671+0.013984i
-0.089518-0.0050118i,-0.3472+0.04222i,-0.44063+0.15544i,-0.24696+0.21695i,-0.018146+0.16931i,0.094114+0.089019i,0.11991+0.025149i,0.087365+0.005627i,0.061492+0.022095i,0.056198+0.012986i,0.034571-0.010797i,0.013002-0.022193i,-0.0039714-0.027996i,-0.023639-0.024524i,-0.022852-0.016631i,-5.9572e-05-0.012505i,0.021299-0.011025i,0.028032-0.010494i,0.021407-0.008124i,0.014521-0.00074767i,0.020168+0.010956i,0.026978+0.015669i,0.021005+0.011133i
-0.17603+0.30951i,-0.05706+0.36357i,0.096115+0.24013i,0.088358+0.024546i,-0.03065-0.12388i,-0.10262-0.16709i,-0.1182-0.15397i,-0.11918-0.10001i,-0.098112-0.037672i,-0.061126-0.014481i,-0.036291-0.018778i,-0.025902-0.011133i,-0.019567+0.016055i,-0.012186+0.037052i,-0.015753+0.028245i,-0.033146+0.0061034i,-0.041363-0.00092821i,-0.027595+0.0012395i,-0.0051548-0.0027059i,0.0063312-0.010971i,0.0049574-0.020791i,-0.00027134-0.02574i,-0.001834-0.019467i
0.10359-0.31951i,0.18802-0.33774i,0.18269-0.22383i,0.11157-0.080534i,0.031205-0.019035i,-0.066829-0.02176i,-0.10711-0.0019779i,-0.044261+0.018261i,0.019699+0.0026136i,0.021152-0.0052304i,0.0017208+0.0064299i,-0.0071826+0.011446i,0.001333+0.003452i,0.013453-0.0022678i,0.018177+0.0073338i,0.018822+0.012762i,0.0097961+0.0037286i,-0.007529-0.00044748i,-0.017334+0.00226i,-0.018239+0.00075881i,-0.022738-0.0013051i,-0.027003+0.0037809i,-0.018849+0.0094782i
0.028574-0.056341i,-0.12159-0.054004i,-0.17732+0.023878i,-0.11327+0.12049i,-0.053186+0.18626i,-0.020955+0.20586i,-0.012092+0.16304i,-0.019459+0.091225i,-0.022986+0.038045i,-0.030027+0.021059i,-0.031872+0.033572i,-0.017241+0.03606i,-0.0093333+0.01486i,-0.0051914-0.0042528i,0.0089692-0.013477i,0.016447-0.010325i,0.016174+0.00062035i,0.016869+0.0041093i,0.011498+0.0026647i,0.0059163+0.0078073i,0.01199+0.018649i,0.022276+0.023419i,0.023669+0.017168i
-0.11536+0.36713i,-0.10713+0.26391i,-0.12272+0.02319i,-0.1494-0.09301i,-0.12495-0.042551i,-0.056589+0.056105i,0.0187+0.11757i,0.049142+0.10333i,0.017721+0.069877i,0.0056064+0.065783i,0.039672+0.050726i,0.059059+0.018715i,0.04439-0.0012425i,0.017308-0.014803i,-0.0063641-0.026316i,-0.016861-0.02486i,-0.015336-0.01419i,-0.0085836-0.006627i,-0.003277-0.0051471i,-0.0017596-0.0067856i,0.0012576-0.011185i,0.0078432-0.02009i,0.011426-0.02702i
0.085678-0.1816i,0.20628-0.023658i,0.25186+0.14082i,0.24297+0.1191i,0.23161-0.00032218i,0.19697-0.072164i,0.13524-0.092015i,0.071933-0.09164i,0.038731-0.069734i,0.041546-0.051065i,0.044252-0.054737i,0.021143-0.055223i,-0.010584-0.032997i,-0.027695+0.0021911i,-0.023044+0.025515i,-0.0078958+0.02227i,-0.0016566+0.0065977i,-0.0040184-0.0013982i,-0.0045324-0.001454i,-0.001801-0.0043866i,-0.0048363-0.013389i,-0.017887-0.018401i,-0.028216-0.0115i
0.08555-0.30585i,0.018709-0.34306i,0.033498-0.2125i,0.076024-0.061407i,0.084595-0.0087317i,0.09557-0.04219i,0.065041-0.082097i,0.0063484-0.03711i,0.0049161+0.024825i,0.0066754+0.0099923i,-0.034038-0.017065i,-0.052344-0.0071252i,-0.024956+0.0089269i,0.010746+0.010913i,0.027001+0.0074372i,0.029296+0.013322i,0.030754+0.017827i,0.025832+0.0078064i,0.013012+4.4299e-05i,0.0048843+0.0046589i,0.00065317+0.012856i,-0.0044988+0.022783i,-0.0042039+0.026762i
-0.32031+0.45812i,-0.42306+0.3631i,-0.40806+0.11021i,-0.31284-0.059602i,-0.25257-0.12913i,-0.23986-0.13688i,-0.20221-0.083763i,-0.12934-0.041584i,-0.06785-0.035816i,-0.035721-0.032575i,-0.027499-0.018028i,-0.026284+0.0026272i,-0.020715+0.00311i,-0.013932-0.017142i,-0.0046261-0.038752i,0.0005872-0.052385i,-0.0059708-0.044935i,-0.0070646-0.020975i,0.0021224-0.0064341i,0.0019937-0.0068567i,-0.0034141-0.0062317i,0.003267-0.0038107i,0.014473-0.0067846i
0.12482-0.075589i,0.27387+0.028942i,0.2436+0.087662i,0.065417+0.071844i,-0.078244+0.037897i,-0.14032+0.015072i,-0.11159+0.042545i,-0.034433+0.057916i,-0.014837+0.023055i,-0.039285+0.02001i,-0.023745+0.053021i,0.017215+0.060542i,0.028968+0.04526i,0.0077513+0.02985i,-0.018365+0.015298i,-0.031771-0.0015411i,-0.031987-0.013256i,-0.025536-0.01661i,-0.018256-0.017681i,-0.010047-0.01596i,-0.00039035-0.016107i,0.0012971-0.018228i,-0.0050375-0.011027i
0.25639-0.46551i,0.10388-0.49428i,-0.05981-0.23292i,-0.08652+0.078443i,-0.047818+0.23063i,-0.017965+0.22362i,-0.0019316+0.12459i,0.00018975+0.059163i,0.0024286+0.063525i,0.0030037+0.066837i,0.000499+0.041495i,0.0075851-0.0037327i,0.0094342-0.036346i,-0.0049919-0.023224i,-0.017661+0.014957i,-0.016329+0.039974i,-0.0057251+0.040209i,-0.00064727+0.027707i,-0.005566+0.018601i,-0.0074778+0.016596i,-0.0056567+0.018014i,-0.0058762+0.021277i,-0.0035213+0.020142i
-0.24524+0.50336i,-0.18238+0.48696i,-0.0065927+0.31177i,0.089889+0.14794i,0.063491+0.11593i,0.020918+0.1684i,0.011774+0.1626i,0.0064693+0.08646i,0.0023928+0.033133i,0.01226+0.014414i,0.015523+0.0031338i,0.0017638+0.0026941i,-0.010434+0.010382i,0.0045883+0.016116i,0.033144+0.007235i,0.041921-0.009198i,0.029314-0.010841i,0.018101-0.0023i,0.011581+0.0011976i,-0.00065006+0.0025936i,-0.010862+0.0086477i,-0.0032139+0.014239i,0.014318+0.0088126i
-0.2024-0.04386i,-0.095372-0.004123i,0.051415-0.055001i,0.16372-0.087094i,0.25857-0.049073i,0.27229-0.037057i,0.15473-0.041876i,0.042668-0.030785i,0.023618-0.018913i,0.05133-0.006567i,0.070724-0.00361i,0.050886-0.011281i,0.019193-0.012138i,0.011813-0.013654i,0.014117-0.021953i,0.010845-0.02342i,0.0071382-0.019609i,-0.00014841-0.018234i,-0.007041-0.015412i,-0.00020238-0.01712i,0.011507-0.028492i,0.012745-0.037402i,0.0060758-0.032948i
0.38403-0.36121i,0.17614-0.3269i,-0.063138-0.1019i,-0.057826+0.002299i,0.053846-0.11803i,0.098048-0.21271i,0.10849-0.15061i,0.10155-0.040432i,0.06802-0.0029915i,0.0082744-0.02787i,-0.046962-0.029678i,-0.055899+0.00072563i,-0.035703+0.020201i,-0.025627+0.015069i,-0.029024+0.011027i,-0.030928+0.025057i,-0.019525+0.036173i,-0.0022529+0.031631i,0.0076657+0.023115i,0.008623+0.021613i,0.0075929+0.023966i,0.0025842+0.020391i,-0.0071571+0.0096255i
-0.17491+0.35594i,-0.10688+0.24291i,-0.020758+0.058088i,-0.060211-0.092435i,-0.21254-0.20391i,-0.34-0.21602i,-0.34315-0.12714i,-0.25121-0.044921i,-0.15892-0.0034864i,-0.090723+0.020002i,-0.032011+0.019579i,0.0076255+0.0050482i,0.018604-0.011347i,0.0090592-0.024973i,0.0092208-0.033478i,0.0254-0.042112i,0.027887-0.038344i,0.020301-0.021662i,0.015902-0.016101i,0.0060011-0.022557i,-0.0031527-0.026994i,-0.001625-0.022745i,0.0077376-0.0074593i
-0.28533-0.070819i,-0.22708+0.015127i,-0.14374+0.067825i,-0.13965+0.095495i,-0.16152+0.1234i,-0.15932+0.11351i,-0.12135+0.10829i,-0.03547+0.089902i,0.017434+0.03472i,0.018834+0.0015067i,0.017871+0.00036659i,0.020174+0.0031974i,0.010916-0.0064065i,-0.014368-0.012684i,-0.022565-0.011867i,-0.0074723-0.024816i,0.00024597-0.041723i,-0.0043186-0.043257i,-0.010048-0.03417i,-0.0099266-0.026332i,-0.0098043-0.021288i,-0.010667-0.013896i,-0.0054428-0.006698i
0.407-0.37805i,0.27739-0.39056i,0.096912-0.2158i,-0.02006-0.015623i,-0.038216+0.14847i,0.10507+0.2506i,0.24555+0.18618i,0.16635+0.076877i,0.039055+0.075788i,0.0065136+0.080009i,-0.0035044+0.03328i,-0.009553-0.0024595i,-0.016794+0.0022397i,-0.017022+0.034462i,-0.0016643+0.050072i,0.00069503+0.046934i,-0.0059151+0.044647i,-0.0076238+0.024529i,-0.012758+0.0017065i,-0.017497+0.00026882i,-0.017779+0.002149i,-0.022733-0.0043437i,-0.026191-0.0066674i
-0.25449+0.45387i,-0.29666+0.31681i,-0.31725+0.13805i,-0.31979+0.084571i,-0.36141+0.027062i,-0.42285-0.11656i,-0.37625-0.19349i,-0.22143-0.14068i,-0.09607-0.068434i,-0.071494-0.034432i,-0.10009-0.012724i,-0.111+0.010842i,-0.079448+0.016585i,-0.039012-0.0103i,-0.026989-0.055508i,-0.032092-0.080217i,-0.035602-0.065192i,-0.039209-0.019175i,-0.035271+0.020376i,-0.028976+0.022786i,-0.035535+0.011644i,-0.029863+0.012589i,0.0055566+0.0092641i
-0.29531-0.090132i,-0.2156+0.21795i,0.034258+0.44973i,0.24753+0.43378i,0.28872+0.39033i,0.219+0.43776i,0.14347+0.42917i,0.082722+0.28348i,0.018311+0.14232i,0.0048291+0.11685i,0.063518+0.13201i,0.1084+0.10055i,0.074618+0.046421i,0.015267+0.036529i,0.0036996+0.049292i,0.015897+0.033401i,0.013868+0.0097574i,0.014817-0.0058766i,0.019531-0.017634i,0.017607-0.014097i,0.01944-0.00090409i,0.016859+0.0097465i,0.0050166+0.022217i
0.54302-0.5576i,0.40858-0.69462i,0.15-0.45346i,0.015764-0.030328i,0.0077358+0.12495i,-0.070518-0.072054i,-0.21266-0.2274i,-0.21637-0.11581i,-0.094879+0.053603i,-0.028595+0.1043i,-0.035668+0.087493i,-0.026659+0.057776i,0.0049433+0.027233i,0.024204+0.010799i,0.022511-0.0012895i,0.011685-0.0029987i,0.0057088+0.0068629i,0.0010294+0.00093101i,-0.0049492-0.016471i,-0.006735-0.022633i,-0.010333-0.012591i,-0.011353+0.0034086i,-0.0015458+0.0024654i
-1.9406+8.1348i,-0.82995+8.62i,3.4116+7.6546i,5.9365+3.5359i,5.3386-0.40173i,2.5576-2.0662i,0.32533-1.1685i,-0.0043945+0.12541i,0.72115+0.552i,1.3754+0.13474i,1.1572-0.53313i,0.42463-0.83962i,-0.29389-0.91067i,-0.98698-0.91136i,-1.1731-0.64878i,-0.48789-0.068269i,0.32183+0.24438i,0.41893+0.18781i,0.13116+0.23186i,0.0077634+0.26786i,-0.12676+0.18316i,-0.25135+0.24078i,-0.087036+0.30629i
-0.17957+0.052257i,-0.18591+0.26848i,-0.14458+0.33646i,-0.11829+0.33501i,-0.02713+0.34961i,0.10446+0.17142i,0.073782-0.13941i,-0.039617-0.24452i,-0.059271-0.12857i,-0.023298+0.014354i,0.0047355+0.10558i,0.032815+0.12384i,0.061137+0.075788i,0.076311+0.023401i,0.088421-0.00055427i,0.10291-0.023338i,0.093728-0.047881i,0.059828-0.052022i,0.028736-0.03887i,0.015817-0.018311i,0.014048+0.0031142i,0.0069936+0.01501i,-0.0082763+0.016902i
0.75899-0.16955i,0.65378-0.19619i,0.28337-0.020687i,-0.0094169+0.16693i,-0.14566+0.17794i,-0.29296+0.026525i,-0.41112-0.070188i,-0.33764+0.0156i,-0.16569+0.1001i,-0.098719+0.093765i,-0.10098+0.095441i,-0.066802+0.096651i,-0.024922+0.057121i,-0.023011+0.025884i,-0.045765+0.057308i,-0.041863+0.12045i,-0.012628+0.13378i,0.0089193+0.091915i,0.023645+0.045268i,0.02434+0.019582i,0.0054723+0.016166i,-0.017249+0.016498i,-0.034567+0.0084591i
-0.26388+0.20886i,-0.01275+0.0066075i,0.22448-0.23189i,0.17938-0.26195i,0.093515-0.1342i,0.13356-0.060588i,0.14869-0.094614i,0.063124-0.10354i,-0.014327-0.038866i,-0.021231-0.0051115i,-0.016785-0.032347i,-0.016556-0.054175i,-0.0093044-0.050342i,-0.010251-0.043471i,-0.024859-0.045526i,-0.049623-0.050569i,-0.066642-0.040805i,-0.057374-0.016918i,-0.038286+8.2167e-06i,-0.020557+0.0037601i,-0.0018719-0.0024005i,0.0038534-0.0069746i,0.00043309+0.001725i
-0.3738-0.13841i,-0.51956+0.0097124i,-0.42628+0.027779i,-0.15915-0.054384i,0.092199-0.10532i,0.25348-0.16535i,0.28639-0.25046i,0.20348-0.2715i,0.10139-0.22691i,0.037218-0.16806i,-0.019847-0.1026i,-0.050498-0.028319i,-0.0090152+0.0094766i,0.048908-0.00014554i,0.075999-0.0017459i,0.084707+0.009744i,0.070932+0.0040122i,0.035201-0.0050871i,0.0091705+0.0050492i,0.011+0.022744i,0.025118+0.033121i,0.036506+0.035283i,0.036635+0.034175i
0.84196+0.15846i,0.80651+0.16558i,0.45608+0.10822i,0.10383+0.016229i,-0.10916+0.007961i,-0.19894+0.10084i,-0.17925+0.14138i,-0.13321+0.071684i,-0.10943+0.0069488i,-0.078903+0.00023765i,-0.043741+0.0085016i,-0.03087+0.016645i,-0.031054+0.038967i,-0.022912+0.058832i,-0.024592+0.071583i,-0.034427+0.08277i,-0.025543+0.072532i,0.0022162+0.046613i,0.025974+0.024853i,0.020219+0.011967i,-0.0028496+0.0075898i,-0.013163-0.0040445i,-0.015287-0.02134i
-0.32419-0.04243i,-0.10806-0.12379i,0.064695-0.17037i,0.046947-0.13703i,0.01534-0.093012i,0.036412-0.076741i,0.082086-0.064283i,0.1051-0.063496i,0.054399-0.047573i,0.0078415-0.003652i,0.014153+0.0074113i,0.023106-0.012719i,0.024695-0.023616i,0.021438-0.026661i,0.0054424-0.021654i,-0.0096044-0.010613i,-0.016078-0.0086693i,-0.019913-0.0061006i,-0.015055+5.658e-05i,-0.00078982-0.0074843i,0.0033825-0.026517i,-0.0076115-0.031325i,-0.014482-0.017721i
