-2.2823e-05+0.0011896i,-0.00054163-8.2322e-05i,-0.0012533-0.0011055i,-0.0010887-0.00076182i,-0.0018472+0.00021418i,-0.0025887+0.00093192i,-0.0022351+0.0012297i,-0.00089119+0.0014429i,0.00065173+0.0012046i,0.001147+0.00042274i,0.0015725-3.5717e-05i,0.00071761-0.00043682i,0.00020578-0.0007123i,0.00019386-0.00033439i,-5.5158e-05-0.00032668i,-7.291e-05-0.000315i,0.00013436-1.516e-05i,0.00053862-0.00068226i,-3.4374e-05-0.00079402i,-0.00029998+1.6077e-05i,-0.0004452-0.00047792i,-0.00079209-0.0011978i,-0.00059361-0.00085433i
0.00085487-0.0020564i,0.00021301-0.0014618i,-0.00040885-0.00097153i,-0.00053454-0.00083635i,-0.0012774-0.00063753i,-0.0017637+0.00026582i,-0.0018963+0.00090315i,-0.0012835-0.00021101i,-0.00035513-0.0013482i,-0.00034787-0.0014067i,-0.00072799-0.00096415i,-0.00095669-0.00013719i,-0.00060581-2.0445e-05i,-0.00021363-0.00057253i,0.0003366+7.0491e-05i,0.0006058+0.00075259i,0.00026728+3.5689e-05i,-0.00060349+5.2231e-06i,-0.0005752+8.4605e-05i,-0.00085535-1.9051e-05i,-0.0013403-0.00023955i,-0.00050443-0.00028554i,5.8323e-05-0.00030487i
0.001723+0.0017293i,0.001938+0.0010141i,0.0012366+6.5761e-05i,0.0013852+7.8064e-05i,0.00097264-0.00016158i,-0.00042886-0.0005317i,-0.00051888-7.1983e-05i,-0.0004258+8.3346e-06i,-0.00048684-0.00012601i,-0.00032892-7.7559e-05i,-0.00049937-0.00084054i,-1.7229e-05-0.00070816i,-0.00022897-0.00026583i,-0.00013693-0.00050451i,0.00063219-0.0006009i,0.00090539-0.00025779i,0.00065951-0.00086704i,0.00026844-0.0020778i,-1.4822e-05-0.0019063i,0.0004146-0.001123i,0.00020153-0.00028011i,-0.0001098+0.00050986i,-0.00027162+0.00016619i
-0.0011502-0.0023186i,-0.00092857-0.0025808i,-2.6701e-05-0.0017956i,0.00059442-0.0011272i,0.00062617-0.0011537i,0.00020151-0.0013926i,-0.00041972-0.0005777i,-0.00071347-9.3832e-05i,-0.00068583-0.0003595i,-0.00032567-0.00019753i,6.4962e-05-2.5707e-05i,0.00020874+0.00020453i,0.00099322-0.00010512i,0.0014019-0.00015596i,0.0014148+0.00019925i,0.0011592+0.00035092i,0.00064086-0.00017548i,0.0010239-0.00078215i,0.0013565-0.00061676i,-0.0001196-0.00045187i,-0.00091309-0.00048265i,-0.00031233-9.5071e-05i,0.00086944+0.00035635i
-6.6066e-05-0.0030554i,-0.00059154-0.0022362i,-0.0013757-0.00081334i,-0.0013274+0.00076211i,-0.00083821+0.00052863i,-0.0010185+0.00067243i,-0.00095892+0.00087025i,-0.00052224+0.00074162i,-0.00016842+0.00051701i,0.00027999+0.00026993i,0.00018619-0.00062967i,-0.00047394-0.00051854i,-0.00059466+0.00061376i,-0.00052135+0.00080382i,-0.00059141+6.207e-05i,-0.00020121-0.00049813i,-0.00021576-0.00027267i,-0.00029523+5.1566e-05i,5.1865e-05+0.00012726i,0.00031115+0.0005782i,9.7878e-05+0.00066472i,-0.00072257+5.6101e-05i,-0.00071314+3.2891e-05i
0.0011311+0.0015399i,0.00061777+0.0014941i,-0.00033279+0.00035121i,-0.00057908-0.00035308i,-0.0011007-0.0010314i,-0.0019642-0.0015164i,-0.0011172-0.0014292i,-0.00095741-0.00081257i,-0.0009994-0.00037245i,-8.254e-05+6.0967e-05i,1.9184e-05+0.00097591i,6.0654e-05+0.00087257i,0.00055331+0.00033417i,0.00031159-0.00018209i,0.00020731-0.0012475i,0.00097676-0.001874i,0.00084678-0.0010914i,0.0001385-0.00061102i,0.00037507-0.00062175i,0.00026313-0.00016799i,-0.00096569+0.00046118i,-0.0012588+0.00061181i,1.4574e-05+0.00010036i
-0.0022586-0.00013117i,-0.0017478-0.00044409i,-0.0011737+0.00023566i,0.0001112+0.00059413i,0.00086419+0.00032375i,0.00073399+0.00025139i,4.8009e-05+0.0003885i,0.00018192+0.0010306i,0.00030732+0.0010253i,-0.00014349-0.00011074i,0.00013331-0.00032271i,0.00038541-0.00044062i,0.00043228-0.00036919i,3.0826e-05+0.0004134i,9.5686e-06+0.00029248i,-0.00012699-0.00049685i,-0.00068703-0.00065929i,-0.0010075-0.0011005i,-0.00054534-0.0014295i,-0.00025056-0.00047664i,-0.00017664+0.00027861i,0.00022852+0.00060143i,0.00070251+0.00017176i
0.0019716-0.0024219i,0.00058428-0.002649i,-0.00037758-0.0011397i,-0.00010436+0.00047008i,0.00062448+0.00048322i,0.00027065-6.0169e-05i,0.0003653-0.00033077i,0.00018003-0.00092631i,-0.00012938-0.00070395i,-2.1051e-05-0.00020581i,0.00050328-9.3221e-05i,0.00030044-0.00045382i,-0.00018578-0.00044027i,9.7702e-05+0.00039467i,2.0192e-06+0.0002076i,-0.00011681-0.00024296i,-7.4022e-06-0.00037682i,4.1045e-05-0.00053284i,-0.00011582-0.00070844i,-0.00045983+5.5293e-05i,-0.00051085+0.00028866i,0.00015916-0.00010979i,0.00054368+0.00023594i
0.00045211-0.0014783i,-0.0001833-0.0013315i,-0.00039013-0.0011182i,-0.00041407-0.00046135i,-0.0013464-0.00044847i,-0.0019095-0.00084047i,-0.0011748-0.00075197i,-0.00010174+4.4051e-05i,0.00021637+0.00059203i,-0.0002292+0.0005012i,-0.00051598+0.00050306i,-0.00023657+0.00057565i,0.00020702-0.00017815i,0.00041998-0.00040963i,0.00029317+0.00014125i,0.00038462-0.00025971i,0.00037366+0.00011512i,0.00066842+0.0007112i,0.00057196+0.00079483i,-0.00032549+0.00096896i,-0.00050922+0.001117i,-0.00015466+0.00051464i,-0.00049138+0.00014476i
0.00041591-0.00089218i,-0.00032487-0.0024933i,-0.00086778-0.0017571i,-0.00037288+0.0012101i,0.00033459+0.0013456i,0.00055839-0.00034652i,0.00070966-0.0010119i,0.00048676-0.00027127i,-8.9677e-05+0.00023802i,-0.00043867+0.00083901i,-0.00014333+0.0010172i,0.00036707+0.000241i,0.00074552+0.00044737i,0.00045257+0.00086764i,-0.00041592+0.000782i,-0.00043336+0.0007397i,-0.00031009+0.00041063i,2.3885e-05+0.00016032i,0.00025187+0.00010261i,0.00044879-0.00020198i,0.00025413+8.7076e-05i,-0.00060177+0.00040653i,-0.00079692+0.00018639i
-0.00059865-7.9742e-05i,-0.00088453-4.6173e-06i,-1.7935e-05-0.00055595i,-3.1462e-06-0.0013767i,-0.00046856-0.0015564i,-0.00095938-0.00081664i,-0.0011976-0.00095936i,-0.00025678-0.00085734i,0.00031147+0.00013178i,0.00043238-0.00021142i,8.921e-05-0.00063851i,-0.00066274-0.00054686i,-0.00068233-0.0004983i,-0.00052728-3.3377e-05i,0.00031376+6.5945e-05i,0.0010585-0.00044269i,0.00035632-0.00057585i,-0.00034934-0.00037592i,-0.00040859+0.00023131i,-0.00094185+0.00025142i,-0.0010991-0.00066363i,-0.00051166-0.0010588i,5.1823e-05-0.00083469i
-0.0016333-0.00056595i,-0.001155-0.0013532i,-0.00074438-0.00016934i,0.00075365+0.00034011i,0.00059586-0.00046202i,-0.00064236-0.00099709i,-0.001261-0.0008099i,-0.00086923-0.00021947i,0.00011758+0.00045643i,0.00082114+0.00053373i,0.00089174+0.00034551i,0.00052483-0.00024649i,7.9164e-05-0.00079235i,-0.00035567-0.00063805i,-0.00037015-8.7152e-05i,0.00019742-0.00017288i,0.00041308-0.00051606i,0.00010475+7.7573e-05i,-0.00026349+0.00013853i,3.0349e-05-0.00027406i,0.00069735+0.00035036i,-0.00021308+0.0015841i,-0.0006238+0.0013463i
0.00058947-0.00062511i,0.0012249+0.00024614i,-0.00021702+0.00035958i,-0.00042809+0.00053852i,3.7142e-06-0.00013134i,-8.1553e-05-0.00054172i,-0.00028382-0.00012799i,-0.00039209+0.00022664i,0.00067953-0.00012265i,0.0012644-0.0008026i,0.00067827-0.00053527i,0.00096656-8.5987e-05i,0.0010077-6.6107e-06i,0.00057511+1.3789e-05i,6.906e-05-0.000239i,-0.0002866-0.00083221i,-0.00046814-0.0004433i,-0.00071135+3.1186e-05i,-0.000691-0.00048507i,-0.00062915-0.00086939i,0.0001453-0.00098912i,0.00065958-0.00026692i,0.00056807+1.4135e-05i
-0.0010608+0.00033925i,-0.0012747-0.00069132i,-0.00091122-0.00043739i,0.0003218-0.00058001i,-1.5364e-05-0.00059204i,-0.0011942+0.00016519i,-0.00093678+0.00037225i,0.00038966+9.0523e-05i,0.00043827-0.00076994i,-1.0471e-05-0.0010438i,0.00020829-0.00025366i,0.00036702-4.2839e-05i,1.4872e-05-0.00027993i,-0.00075488-0.00011018i,-0.00011003+0.00011651i,0.00033145+0.00025482i,-0.00078248+0.00018781i,-0.0015308-0.00011156i,-0.00083144-0.00055817i,0.00023243-0.00018614i,0.00057216+0.00037228i,0.00050676+0.00053871i,0.00040773-0.00031654i
-0.00019866-0.00078279i,0.00052017-0.00090797i,0.00041196+0.00019247i,-9.2865e-05+0.00042323i,-0.00018899-0.00059753i,0.00013839-0.0012804i,-0.00036147-0.00067583i,-0.00073315-0.0004766i,0.00035752-0.00085649i,0.0010899-0.00070578i,0.00054817-0.00049601i,0.00019276-0.0002799i,9.0376e-05+0.00057349i,0.00034314+0.00012169i,0.0007536+3.9239e-05i,0.00088329+0.00050039i,0.00069675+0.00023417i,0.00035101-0.00028913i,0.00094371-0.00071726i,0.00060203-0.0003426i,-0.00039304-5.0066e-06i,-0.00040752+0.00017944i,-3.485e-05+0.0002189i
-0.00043669-0.0021863i,-0.00084544-0.0022797i,-0.00092601-0.00081967i,-0.00034231+2.4899e-05i,-0.00042663-0.00074205i,-0.0014323-0.00069686i,-0.001777-6.6783e-05i,-0.0011503+9.2184e-06i,-0.00049986-6.4215e-06i,-0.00028359-0.0008405i,-0.00031954-0.00097351i,-0.00056093-0.00052095i,0.00027823-0.00037622i,0.0010614-6.6414e-05i,0.00079655+0.00031231i,0.00064621+0.00012606i,0.00037149-0.00021626i,9.8439e-05-0.00030166i,3.6577e-05-0.00023686i,-0.00017867+0.00040643i,-8.4085e-05+0.00075602i,-0.00014909+0.00079615i,-0.000358+0.00049373i
-0.00053372+0.000398i,-0.00032267-0.0001947i,0.00056711-0.00023511i,0.00080346-1.4248e-05i,0.00029027-0.00020451i,-0.00073388-0.00072186i,-0.00073801-0.0011355i,0.00039885-0.00018871i,0.00075883-1.9187e-05i,7.6153e-05-0.00073745i,-9.0415e-05-0.00067209i,-0.00032448-0.00015639i,-0.00084639-3.3069e-05i,0.00016764-0.00058248i,0.00070327-0.00095985i,0.00076269-0.00094626i,0.00084854-0.0012127i,0.00069513-0.00086815i,-3.6343e-06+0.00019732i,-0.00043555+0.00066973i,-0.00057714+0.00040628i,-0.0008736+0.00039227i,-0.001167+0.00045509i
8.0714e-05-0.0021875i,6.9997e-05-0.00093287i,-0.00019865-0.00050268i,-0.00067397-0.00018986i,-0.0011759+0.00015503i,-0.0015849+8.8727e-05i,-0.0012077-5.918e-07i,-4.3567e-05+0.00019241i,2.7005e-05+0.00033i,-0.00016528+0.00064023i,0.00025914+0.00074642i,-7.756e-05-0.00028908i,0.0005641-0.00066107i,0.001475+0.00019409i,0.0011024-4.7116e-05i,-2.632e-05-0.00065357i,0.0004321-0.00065484i,0.00090439-0.00026346i,0.00062889-0.00030503i,0.0007641-0.00038506i,0.00019047-0.00012241i,0.00029018-0.00048123i,0.0009206-0.00039475i
0.00038899-0.0034888i,-0.00069613-0.0036475i,-0.0016376-0.0017822i,-0.0018255-0.00045177i,-0.0018323+7.8237e-05i,-0.0018401+0.00076748i,-0.0015706+0.0010292i,-0.00057878+5.2732e-05i,0.00028925-2.7851e-05i,0.00040833+0.00049491i,6.6737e-05+0.00029967i,-0.00024233+0.00012571i,0.00080602+0.00042813i,0.0006784+0.00042882i,-0.000294-0.00056645i,-0.00064872-0.00041185i,-0.00063174+0.00033498i,-0.00011324+0.00014309i,-6.0222e-05+2.3573e-05i,0.0001264-9.779e-05i,0.000261-0.00014082i,0.00013801-0.00029232i,6.8857e-05-0.00013708i
0.0018258+0.00044042i,0.0012928+0.00011509i,0.0010612-0.00049917i,0.00059407-0.00027611i,-0.00096379+0.00010951i,-0.0011246+0.00049167i,-2.165e-05+0.0009995i,0.00034918+0.00040693i,0.00054344-8.245e-05i,0.00073775+0.00034814i,-0.00044632+0.00054486i,-0.0012739+8.389e-05i,-0.00061702-0.00018153i,-0.00032471-0.00071782i,1.8104e-05-0.00085107i,0.00011268+0.00011869i,-8.8763e-05+0.00046603i,-0.00069248-0.0001285i,-0.00092022-0.00051666i,-0.00027766-0.00068039i,5.2704e-05-0.00026267i,-7.4665e-05+0.00015812i,-0.00011472+0.00032836i
0.0019016-0.00060025i,0.0016346-0.00081663i,0.00059596-0.001229i,-0.00041704-0.00072605i,-0.0010408-0.00075953i,-0.0011396-0.00023295i,-0.001465-9.5361e-06i,-0.0013168-4.3172e-05i,-0.00041942+0.00037739i,0.00063158+0.00048659i,0.00069256+0.00062658i,0.00029131+0.00094048i,0.00054438+0.00092504i,0.00062124+0.00028654i,-8.257e-05+0.0001377i,2.662e-05+0.0010496i,0.00066253+0.0009617i,0.00039569+0.0014314i,-4.0315e-05+0.0015251i,0.00011858+0.00052285i,0.00023707+0.00059783i,0.00047577+0.0001853i,0.00065275-0.00011014i
0.0010431-0.00088233i,0.0002279-0.0014692i,0.00031165-0.0015576i,0.00045052-0.0016406i,-0.00016704-0.0011975i,4.5245e-05-0.00086286i,-0.00052513-0.00097989i,-0.00095582-0.0010326i,-0.00023438-0.00089787i,0.00085803-0.0001103i,0.00052173+0.00020729i,-0.00057924-0.00047469i,-0.00021576-0.00035819i,-0.00068234-0.00020638i,-0.0006634-0.0005852i,0.0005577+0.00034392i,0.0010622+0.0013008i,0.00065888+0.00091798i,0.0004137-0.0001923i,2.7197e-05-0.00067605i,-0.00055022-0.0006384i,-0.00056347+2.07e-05i,-0.00027247-1.5933e-05i
-0.00046469-0.0015919i,-0.00061621-0.0016566i,-0.001868-0.001992i,-0.0012231-0.00094128i,9.3657e-05-0.00013839i,-3.8716e-05-0.00078477i,-0.00057394-0.00081836i,-0.00059834-0.00010801i,4.0407e-05+0.00017061i,0.00028266+3.468e-05i,-0.00053507+0.00015833i,-0.00079653+0.00014072i,-0.00035873+0.00035974i,-0.00042149+0.0004536i,-0.00024916-4.0446e-05i,0.00024409+0.00031472i,-0.00018661+0.0006257i,-0.00068321+0.00032439i,-0.00066569+0.00036519i,-0.00034417+0.00042701i,6.2698e-05+0.0002149i,0.00045293+0.00030072i,0.00030637+0.00076465i
0.00069891-0.00023456i,-0.00030642-0.0018067i,-0.00064079-0.0021214i,0.00061797-0.0007157i,0.0013827-0.0010825i,0.00084196-0.0016016i,-1.7857e-05-0.00041001i,-7.4052e-05+0.0006434i,0.00058141+0.0010399i,0.0011625+0.00095897i,0.00099977+0.0008165i,0.00018695-0.0001082i,0.00067916-0.0012054i,0.00074992-0.0011512i,0.00032987-0.00051849i,0.0012814-4.5e-05i,0.0015726+0.00042371i,0.00064186+0.00020082i,8.9366e-05-0.00045404i,0.00026774-0.0002879i,0.00042087+0.00052844i,0.00014724-0.00025212i,-0.00039881-0.0012762i
0.0019397-0.0010716i,0.0016152-7.5087e-05i,0.00074446-4.5568e-05i,-0.00020973-0.00068052i,-0.00072847-0.00059494i,-0.001033-6.1879e-05i,-0.00064802-0.0002478i,-0.00016292-0.00037021i,-0.00027352-0.00029797i,-0.00023587-0.00070625i,0.00047154-0.0001858i,0.0010398+0.00074712i,0.0010621+0.00046948i,0.0015107+0.00040083i,0.00076893+0.00085933i,-0.00074934+0.00082438i,-0.0012812-0.0002978i,-0.00026822-0.00013827i,0.00087536+0.0002815i,0.0010639+0.00068844i,0.00011517+0.00078836i,-0.00044447+0.00011582i,-0.0005169-0.00049851i
-0.0018109+0.00022746i,-0.0018054-0.00055072i,-0.00023579-0.00046951i,0.0006351-0.0002737i,0.00076023-3.7568e-05i,0.00013586+0.00052253i,-0.00065145+0.0005596i,-0.00091401-0.00016791i,-0.0010673-0.00039823i,-0.0005515-0.00048743i,0.00035139-0.00037953i,0.00082586-5.5603e-05i,-3.2506e-05+0.00039778i,-0.00019896+0.00083217i,0.00050521+0.00068256i,0.00070338-0.0002415i,-4.7976e-05-0.00035903i,-0.00024679+0.00011502i,-0.00013206-0.00029054i,-0.00024199-0.00048777i,-9.5386e-05+0.00035716i,-0.00010618+0.0008401i,-0.00026458+0.00093974i
0.00017204-0.00047548i,-0.00057033-0.0005559i,-0.00035174-0.0010394i,0.00014562-0.0022931i,0.00061823-0.0018287i,9.3122e-05-0.00057231i,-0.0010188-0.00077485i,-0.00097748-0.00055473i,1.228e-05+7.736e-05i,0.00034442-0.00018808i,0.00056267-0.00051384i,0.00051643+0.000184i,0.00035786+0.00048101i,0.00029758-0.00043579i,0.00023406-0.001103i,0.00043978-0.00041509i,0.0002856-0.00014021i,0.00074725-0.00029532i,0.00046386+1.1273e-05i,0.00016368-7.9425e-05i,0.00089613-0.0001784i,0.0012325-0.00013561i,0.00040613+4.1168e-05i
0.003237-0.0021079i,0.0026728-0.002457i,0.0015909-0.001553i,0.00054663-0.00083336i,0.00023258-0.00076009i,-0.00033531+0.00042544i,-0.00089832+0.00093001i,-0.00030066+0.00042394i,0.00021963+2.455e-05i,-0.0001466-0.00062184i,-0.00060572-0.00079118i,-0.00069767-0.00013114i,-0.00067404+2.4158e-05i,-0.00053234+4.3339e-05i,-0.00041638+0.00038504i,-0.00050563+0.00060361i,-0.00054524+0.00042545i,-0.0001869+0.00010372i,0.00015535-0.0002949i,-0.00017176-6.6508e-05i,-0.00010078-3.3929e-05i,-0.00016979-0.00036504i,-0.00062811-0.00014396i
-0.002573-0.00069955i,-0.0028299-0.00077679i,-0.0024277-0.00095536i,-0.001127-0.000313i,-0.00037881+0.00027965i,-0.00067525+0.00038597i,-0.00061133+0.0003169i,-0.00036625-4.0773e-05i,-0.00018045+0.000504i,-3.6858e-05+0.00087372i,0.00067487-0.000226i,0.0013418-0.0013153i,0.0013187-0.00056781i,0.00077868+0.00024952i,-0.00038733-0.00047986i,-0.00036838-0.0005878i,0.00040333+0.00017326i,0.00015098+1.6896e-05i,-0.00037573-0.00016403i,-0.00025934+2.461e-05i,-0.00015284-0.00024652i,-0.0001972-0.00011857i,0.00024506-0.00014762i
-0.00065039-0.0016893i,-0.0023073-0.0013348i,-0.0024899+9.2866e-05i,-0.0013553+0.00024408i,-0.00092911+0.00022031i,-0.00081031-0.00012638i,-0.00013554-0.00063884i,0.00063332-0.00086074i,0.00057617-0.00040298i,-6.693e-05+0.00073094i,-0.00028297+0.00081492i,0.00028752+9.5145e-05i,0.00068403-4.9434e-05i,0.00074678-4.0909e-05i,0.0010396-0.00025712i,0.0014281-8.5661e-05i,0.0016972+0.0003743i,0.00098869+0.00083736i,0.00020072+0.00041834i,0.00035433+4.1245e-05i,0.00036886+4.3332e-06i,0.00058553-0.00032252i,0.00049678+0.00010947i
-0.001195+0.0011456i,0.00071867+0.00070027i,0.0012201+0.00099666i,0.0016723+0.0014973i,0.0020489+0.0010678i,0.00056859+9.2996e-05i,-0.0010299-1.302e-05i,-0.0010693-0.00035433i,-0.00011329-0.00016917i,0.00010789+0.0001641i,-0.00018613-0.00041666i,-0.00034683-0.00082757i,-0.00029498+5.6454e-05i,-9.5971e-05+0.00031549i,0.00063496-0.00037631i,0.0011359-0.0007146i,0.00080523-0.00054922i,-9.5794e-05+0.00020505i,-0.0006637+0.00011057i,-0.0001471-0.00047661i,0.00016842-0.00023559i,9.7244e-05+0.00018585i,-4.9627e-05+0.00020353i
-0.00018298-0.00068244i,-0.00145-0.0017263i,-0.0024081-0.002343i,-0.0025251-0.00063844i,-0.0015496+0.00053676i,-0.0008978+0.00088362i,-0.00051821+0.00051241i,0.0002067-0.00026865i,0.00059265-0.00046115i,0.00020277-0.00049915i,-0.00058395-0.00023214i,-0.00055017+7.4358e-05i,-0.00035356+0.00026229i,-0.00051286+0.00054812i,-0.00027218+0.00068195i,0.00053956+1.0443e-05i,0.00039052-0.00036983i,3.7011e-05-0.00035674i,-0.00028452-0.00049266i,1.8087e-05-0.00063011i,0.00098801-0.00023892i,0.00061627-0.00035097i,-0.00041455-3.4047e-05i
-0.0014422-0.0032663i,-0.00097115-0.0031377i,-0.00052616-0.0014418i,-0.00068329+0.00036695i,-0.00055145+0.00097876i,-0.00066306+0.00090667i,-0.00013022+0.00044739i,-0.00025771+0.00054711i,-0.0014376+0.00098468i,-0.0011228+0.00077272i,8.2681e-05+0.00089951i,0.00030461+0.0014133i,0.0006422+0.00083695i,0.00018481+0.00035108i,-0.00077658+0.00023955i,-0.00053079+0.00038049i,0.00011956+0.00057941i,0.00027986+0.00040124i,0.00018926+1.9184e-05i,0.00064945-0.00076822i,0.00037219-0.00092417i,0.00016856-0.00017628i,0.00042539+0.00051008i
-0.00011253-0.0001598i,0.0011402-0.00091889i,0.0017572-0.0013269i,0.0011589-0.0018456i,0.00024955-0.0014616i,3.8904e-05-0.0019214i,-0.00016395-0.0019243i,-0.00058572-0.00084124i,-0.00060668-0.00023288i,-0.00023972+0.00012089i,-0.00011432+0.00043373i,5.7658e-05-7.5795e-05i,5.663e-05+7.9454e-05i,6.2465e-05+0.0006784i,0.00026136+0.00086981i,-0.00019165+8.5546e-05i,-0.00066708-0.0007507i,-0.00072946-0.00067643i,-0.00019565-0.00025156i,-0.00030075-0.0001005i,-0.00057505-0.00030873i,0.0003575-7.2275e-05i,0.0006549-0.00041704i
-8.2727e-05-0.0012726i,-0.0011694-0.00099297i,-0.0015084-0.00018834i,-0.00058912+0.00050689i,-0.00048361+0.00079755i,-0.00058007+5.4282e-05i,-8.4232e-05-0.00042078i,-2.831e-05-0.00036779i,4.0084e-05+0.00019643i,-2.968e-05+0.00065316i,0.00044492-8.0075e-05i,0.00078365-0.0011206i,-2.0151e-05-0.0011535i,0.00010808-0.00068916i,0.0002977-0.00048879i,0.00035057-0.00021917i,0.00046728+0.00036569i,-9.6687e-05+0.00088228i,-0.00032694+0.0011363i,0.00034271+0.00081746i,0.00051738+0.00061643i,0.00017639+0.00042445i,-0.00013552-0.00014975i
0.00032633-0.0020497i,-9.4603e-05-0.0018863i,-0.00061829-0.00060801i,-0.00015217+0.0014897i,-0.00011111+0.0016815i,1.0272e-05+0.00058601i,-0.0002905-0.00010851i,3.9291e-05-0.00043057i,0.00035924-0.00047185i,-0.00054944+0.00036951i,-6.6942e-05+0.00076135i,0.00093876+2.2437e-05i,0.00075478+3.6538e-05i,1.4935e-05+0.00059883i,0.00018676+0.00057669i,6.0647e-05+6.1287e-05i,-0.00013273-0.0003583i,0.00013471+0.00019648i,5.9296e-05+0.0001941i,-0.00050707-0.00048841i,-0.00069763-3.9745e-05i,-0.00021539+0.00098676i,7.1686e-05+0.0014417i
-0.00030446+3.1622e-05i,-0.00053917-0.0010403i,-0.00022674-0.0016898i,0.00012001-0.0010423i,-6.43e-05-0.00060306i,-0.00057236-0.00018946i,-2.0467e-06+0.00054822i,0.0011261+0.00096734i,0.0009308+0.00028449i,-8.6952e-05-0.00050849i,-0.000331-0.0006359i,-0.00074422-0.0010592i,-0.00041828-0.0012543i,-9.0053e-05-0.00075952i,-0.00017147-0.00030941i,0.0001936+3.2551e-05i,0.00055977-0.00048779i,0.00075411-0.00087059i,0.0005306-0.00018682i,0.00077952+0.00011411i,0.00094864-0.00014119i,0.00053563+0.00075712i,7.9665e-05+0.0014666i
0.0013002-0.0035546i,0.00010985-0.0021847i,-0.0010933-0.00038791i,-0.00030953+0.00093941i,0.0007881+0.00078814i,-1.9356e-05+0.00032418i,-0.00052238+0.00010141i,0.00024809-0.00050009i,0.00028442-0.00040384i,7.2271e-05-0.00064644i,0.00058278-0.00080963i,0.00025413+0.00072075i,-0.00027785+0.00089809i,0.00048081-0.00035012i,0.00065183-0.00055532i,0.00036172-0.00017272i,-3.3284e-05-0.00023028i,-8.7723e-06-0.00051099i,0.00018042-0.0007031i,0.00029054-0.0007134i,0.00077053-0.00055432i,0.00064176-8.9963e-05i,0.00039498+0.00021159i
-0.00014739+0.00019084i,0.00040517-0.00046579i,0.00017112-0.001079i,-0.0001573-0.001275i,-0.00036678-0.0008074i,-0.00031988-0.00073173i,-0.00011846-0.0007484i,0.00050359-0.00058138i,0.001192-0.00010587i,0.00077726+0.00016603i,0.00018893+0.00034633i,0.00032259+0.00036983i,0.00032566-0.00033769i,0.00038379-0.00060722i,0.00035166-0.00014552i,2.5767e-05-3.9393e-05i,0.00026834-0.00037452i,0.0003417-0.00065913i,-0.00010644-0.0011161i,5.4379e-05-0.0013907i,-0.00043365-0.0010861i,-0.00061732-0.0001828i,-6.0482e-06+0.00088998i
-0.0023477-0.00080542i,-0.0033105-0.0017928i,-0.0030131-0.0014409i,-0.001911+0.00034967i,-0.00094264+0.0011023i,-0.00043465+0.0011642i,-0.00049587+0.0011673i,-0.0011793+0.00058909i,-0.001579-0.00027646i,-0.0013166-0.00039711i,-0.00034844+0.00024099i,0.00084936+0.00047859i,0.0013571+0.00020159i,0.00085657-0.00053211i,0.00014041-0.000518i,-7.9795e-05+0.00019424i,0.00022255+0.00047024i,0.00045893-0.00021749i,0.00056815-0.00065379i,0.00013024-0.00021832i,-0.00052366-0.0005731i,-0.00018883-0.00097305i,-0.00021331-0.0008168i
0.00061977-0.0010473i,0.00023504-0.0010781i,-4.31e-05+0.00016291i,-0.00019346+0.0010462i,0.00011263+0.00062824i,0.00028801-0.0001529i,-0.00015687-0.00083047i,1.5552e-05-0.00056819i,0.00050353+0.00023257i,-0.0004472+0.00047315i,-0.00095682+0.00012963i,-0.00067566+1.4778e-06i,-0.00050722+0.00015832i,0.00011178-0.00030617i,0.00020295-0.00012238i,-0.00044907+0.00070813i,-0.00050119+0.00047374i,-0.00016496-0.00029763i,0.0002387-0.00045736i,0.00087615+6.4257e-05i,0.00068068+0.00031931i,0.00086424+3.9932e-05i,0.00030005+0.00043481i
-0.00018035-0.00049192i,-0.00014373-0.0013233i,-0.00073884-0.0012743i,-0.0012172-0.0012948i,-0.0012945-0.0013083i,-0.0010694-0.0011726i,-0.0010251-0.0005395i,-0.00039213+0.00067408i,0.00074438+0.0010237i,0.0009868+0.00012024i,0.00051398-0.00038554i,-5.1906e-06-0.00026232i,-2.4071e-05-0.00031698i,0.0004657-0.00012837i,0.00060805-4.3411e-05i,0.00058728+8.9467e-05i,0.00068505+0.00046857i,0.00078866+0.00030576i,0.00074199-0.00021294i,7.4033e-05-0.00039031i,6.8171e-05+0.00028401i,0.00050305+0.00084435i,0.00095614+0.00048611i
-0.0016822-0.00029777i,-0.0014098-0.00012308i,-0.0016597+0.0012346i,-0.00056689+0.0016521i,0.00071523+0.00097541i,0.00071397+0.0010188i,0.00030867+0.00090282i,0.00042016-0.00026157i,0.00037405-0.00073292i,-0.00020748-0.00031972i,-0.00038417+6.8821e-05i,0.00046623+0.0011134i,0.00056359+0.0017138i,-0.00035719+0.0011965i,-0.00073344+0.00048293i,-0.0004629-0.00065787i,-0.00011071-0.0012408i,-0.00011743-0.00018138i,0.00021833+0.00098677i,0.00063857+0.00052866i,7.1568e-05+0.00011556i,-0.00052465+0.00033529i,-0.00013774+0.00066786i
