-0.0031383+0.0009368i,-0.0019266+2.0515e-05i,-0.0040192-0.00077736i,-0.0041781-0.00031509i,-0.0026715+0.00060438i,-0.0018202+0.0010001i,-3.0971e-05+0.0014441i,0.0017356+0.0021071i,0.0020167+0.0013851i,0.001646+0.00010864i,0.00062027-0.0012769i,-0.0005654-0.0022931i,-0.0016446-0.0014291i,-0.0010258-0.00016414i,-0.00029656-0.00014273i,-0.00043255-3.6832e-06i,-0.00017292+0.0003151i,0.00024732+0.00059134i,0.00012247+0.00043501i,-0.00048678+0.00095421i,-0.00049712+0.0016165i,-0.00062038+0.00065523i,-0.00016255-0.00059549i
0.001168+0.00016673i,0.0013424+0.00049161i,0.0011976+0.00010358i,-0.00161-0.0017021i,-0.0043231-0.0056129i,-0.0054696-0.0091407i,-0.0048868-0.0086577i,-0.0030428-0.0033331i,-0.0010125+0.0030953i,-0.00074171+0.0048382i,-0.0015123+0.0032105i,-0.0010552+0.0016723i,0.0011386+0.00068741i,0.0020967+8.2345e-05i,0.001224-0.00052677i,0.00034885-0.0013855i,-0.00088742-0.0017442i,-0.0028048-0.00079643i,-0.0038326-0.00013784i,-0.0035226+0.00076829i,-0.0024053+0.002248i,-0.00052825+0.0027267i,0.00055102+0.0023256i
-0.0025974-0.0027004i,-0.0028357-0.0027537i,-0.0037589-0.0024487i,-0.0032436-0.002937i,0.0012603-0.0014908i,0.0067868+0.00069858i,0.0085259+0.00065347i,0.0039738-0.001177i,-0.0016596-0.00246i,-0.0013368-0.0016589i,0.00093181-0.001587i,0.00087429-0.0023998i,0.00054402-0.001852i,0.00033354-0.0014741i,0.00029582-0.0011002i,0.00085841-0.00064453i,0.00034036-0.00092405i,-0.0001132-0.00083471i,9.123e-05-0.00041249i,-0.00072885+0.00086792i,-0.0025899+0.0021424i,-0.0035853+0.0029576i,-0.0031361+0.003148i
0.0036202+0.00024714i,0.0025116-7.1098e-05i,0.0025588-0.0016292i,0.0027394-0.00027996i,0.00082974+0.0052923i,-0.0011709+0.011202i,-0.0014936+0.010953i,-0.00063566+0.0030543i,0.0012291-0.0037688i,0.0037426-0.0053141i,0.0053702-0.0048463i,0.0031395-0.0045771i,-0.00029098-0.0035416i,-0.0016443-0.0016164i,-0.0010682-0.00017579i,-0.00017436+0.0011591i,-3.4031e-05+0.0021126i,0.00021907+0.0015175i,0.00023986+0.00036526i,0.00016604-0.0010004i,-0.00010999-0.002392i,-2.5243e-05-0.0029187i,-0.00013875-0.0024372i
-0.0032236-0.002562i,-0.0031627-0.0019585i,-0.0032485-0.00091384i,-0.0049876+0.0015389i,-0.0097379+0.0021404i,-0.013113-0.00046404i,-0.010424-0.0013262i,-0.0031017+9.904e-05i,0.0023595+0.0006364i,0.004329-0.00076031i,0.0035999-0.0024732i,0.00097848-0.0035791i,-0.0006941-0.0037371i,-0.001373-0.0019715i,-0.001954-0.00029915i,-0.0020152+0.00058404i,-0.0019406+0.0018283i,-0.0017691+0.0025729i,-0.00092837+0.001808i,0.00037305+0.0013714i,0.0014763+0.00056744i,0.0034427-0.00035436i,0.0044123-0.00098331i
0.0024742+0.0014708i,0.0024288+0.0024233i,0.00044631+0.0037195i,-0.0020231-0.00028887i,-0.0014497-0.0067647i,0.0011165-0.0099877i,0.0015917-0.0076944i,0.0009491-0.00084352i,0.0013862+0.0039326i,0.00036533+0.0032615i,-0.0026024+0.00047112i,-0.0026612-0.00044429i,-5.434e-05+0.00052788i,0.0010567+0.00062661i,0.0002397-0.00053107i,-0.00041497-0.0020302i,-0.00080917-0.0025466i,-0.0010492-0.0009205i,-0.00036716+0.0010387i,0.00091496+0.0018846i,0.0022543+0.0029932i,0.0022966+0.0034578i,0.0024454+0.0024584i
0.00087928+0.00046821i,-0.0006073-0.0003621i,-0.00095149-0.0017535i,0.0011702-0.003125i,0.0064885-0.00094584i,0.011385+0.0050249i,0.010952+0.0074098i,0.0049987+0.0055479i,-0.00097605+0.0047008i,-0.0023147+0.0034212i,-0.0030861+0.00028603i,-0.0038549-0.00038982i,-0.0021149+0.0013966i,0.00040617+0.0010866i,0.0013156-0.00027982i,0.0014882+1.2271e-05i,0.0011621-0.00025676i,0.0005643-0.0012655i,-0.00082822-0.0013365i,-0.0024829-9.9797e-05i,-0.0031673+0.00045793i,-0.0035653+0.00047277i,-0.0029977+0.00044663i
-0.0020875-0.0013061i,-0.00029051-0.002058i,0.0012748-0.0012162i,0.00091426+0.0017998i,-0.002826+0.0083761i,-0.0074015+0.013735i,-0.0072599+0.012208i,-0.0038264+0.004367i,-0.0012669-0.0016635i,0.0009469-0.001723i,0.0022766-0.0005628i,0.0012343-0.0015943i,-0.0005732-0.0024049i,-0.00087542-0.00091611i,0.00039088+0.00097468i,0.0012628+0.0018788i,0.00049294+0.0016194i,0.00056474+0.00097541i,0.00066458+0.00037664i,-0.00054969-0.00032663i,-0.0018696-0.0011497i,-0.0024491-0.0014599i,-0.0022264-0.0010798i
0.0024628+0.0019691i,0.00249+0.0020208i,0.0027424+0.0041022i,-0.00028511+0.0049507i,-0.0074531+0.0020693i,-0.012747-0.0034443i,-0.01051-0.0056107i,-0.0031553-0.0040261i,0.0021401-0.0035027i,0.0039029-0.0025582i,0.0051259-0.0004619i,0.0049676-0.00074616i,0.003325-0.0025733i,0.0012072-0.0026132i,-0.0004932-0.00096298i,-0.0018593+0.00057554i,-0.0029751+0.0022273i,-0.0031513+0.0033i,-0.0014787+0.0025712i,0.00081199+0.00051661i,0.0023606-0.001664i,0.0031897-0.0016231i,0.0028627-0.00069724i
-0.0012241+0.0010308i,-0.0021092+0.0030322i,-0.00235+0.002434i,-0.0034999-0.0023446i,-0.0010265-0.0094399i,0.0060182-0.012617i,0.0095269-0.0098551i,0.0067344-0.0047459i,0.0044757-0.0015785i,0.0039251-0.0019772i,0.0034306-0.0019045i,0.0027939-0.00068876i,0.0013195-0.00035629i,0.00018563-0.00050679i,7.2968e-05-0.0017031i,-0.00083785-0.0020346i,-0.0014397-0.00050683i,-0.0010378+0.00022863i,-0.00048249+0.0010651i,-0.00022971+0.0016472i,5.6129e-05+0.0017421i,0.00089972+0.0016621i,0.0022104+0.0012331i
-0.00066015-0.003191i,-0.0010397-0.003988i,-0.002556-0.0047839i,1.2238e-05-0.0047639i,0.0060232-0.0013266i,0.0098635+0.0054436i,0.0084481+0.0089492i,0.003088+0.0081921i,-0.0015667+0.0072123i,-0.0022374+0.0038359i,-0.001517-0.0018832i,-0.0022889-0.0041623i,-0.0028059-0.0015158i,-0.0012591+6.9366e-05i,0.00073988-0.0013263i,0.001443-0.0011i,0.0013722-2.3379e-05i,0.00050497+4.0377e-05i,-0.00086845+9.1296e-05i,-0.0012083+0.00029011i,-0.0012642+0.0017366i,-0.0012222+0.0023099i,-0.00051943+0.00099775i
0.0035981+0.0017713i,0.0054218+0.00063731i,0.0060409+0.00033777i,0.0049987+0.003317i,-0.0007938+0.010267i,-0.0087205+0.014753i,-0.0103+0.013578i,-0.0071206+0.0087229i,-0.0041777+0.0041515i,-0.0024605+0.0019299i,-0.0013412-0.0019107i,-0.0019839-0.0051963i,-0.0023931-0.0033027i,-0.00063227-0.00023479i,0.00067333+0.00078852i,0.00090394+0.0011305i,0.00090081+0.00064685i,0.0013916+0.00020016i,0.0010037+0.00048262i,-0.00028505+3.483e-05i,-0.00070985-0.00029411i,-0.00053765+2.7682e-05i,-0.00012822+0.0003815i
-0.0031442-0.0018931i,-0.0044793-0.00058808i,-0.0039793+0.0010139i,-0.0055147+0.0027323i,-0.010777+0.00090329i,-0.013936-0.0048135i,-0.010983-0.0081029i,-0.0042569-0.0065947i,0.00078018-0.0038224i,0.0022937-0.0018565i,0.0025665-0.0007414i,0.0021259+0.00012074i,0.00091281-7.4774e-05i,-0.00010419-0.00066211i,-0.00091122-0.0005792i,-0.0016235+0.00024319i,-0.0022461+0.0010364i,-0.0020913+0.0003484i,-0.0016131+0.00030067i,-0.0015311+0.00042041i,-0.00075905-0.00034976i,-0.00044483-0.0010201i,-0.0010211-0.00073221i
-0.0032125-0.0017532i,-0.003255-0.0022294i,-0.0055288+0.00052146i,-0.0085749-0.00031305i,-0.0056768-0.0065994i,0.0034304-0.011354i,0.0089353-0.0094005i,0.0084508-0.005405i,0.0085408-0.003463i,0.0076871-0.0015004i,0.0052029+0.00064315i,0.0026323+0.0027278i,0.00047653+0.0024743i,-0.00066621+0.00043586i,-0.0013774+0.00011372i,-0.0018142+0.00040856i,-0.0017269+0.00052565i,-0.0011342+0.00079322i,-0.00079343+0.0010777i,0.00021567+0.0014581i,0.0019139+0.0018029i,0.0015956+0.0016377i,0.00027072+0.001172i
0.002099+0.0031424i,0.0011898+0.0020297i,0.0014899-0.0021894i,0.0033456-0.0063208i,0.0090378-0.0031404i,0.012313+0.006436i,0.011147+0.011i,0.0088751+0.0074986i,0.0061255+0.0027872i,0.0047559-0.00010717i,0.0027465-0.0022644i,-0.00032455-0.0032185i,-0.001875-0.0032602i,-0.0010743-0.0026096i,0.0010716-0.0017436i,0.0023667-0.00048474i,0.0014343+0.00010157i,-8.1491e-08+0.00043967i,-0.00032221+0.0010815i,-0.00021345+0.00083023i,0.00025325+0.00058461i,0.0013052+0.00031156i,0.0015116+4.6413e-05i
-0.0045135-0.00084912i,-0.0039397-0.0021492i,-0.00090545-0.0015152i,0.0027793+0.0029568i,0.00076093+0.0094193i,-0.0064853+0.012587i,-0.0098823+0.01056i,-0.0077626+0.0065197i,-0.0058737+0.0038966i,-0.0036734+0.0018036i,1.5099e-05-0.0018795i,0.0023883-0.004392i,0.001763-0.0035879i,0.0012194-0.00098616i,0.0013916+0.00041947i,0.0014985+0.0012092i,0.00056787+0.00075621i,-7.4088e-05+0.00016863i,-0.00068686+0.00055614i,-0.0018351+0.0012635i,-0.0022561+0.0018073i,-0.0012698+0.0013099i,-0.00029096+0.0011973i
0.003896+0.00010487i,0.0044802+0.0011765i,0.0037106+0.003543i,-0.0010324+0.0072159i,-0.010043+0.0056871i,-0.014745-0.0014653i,-0.012486-0.0050972i,-0.0094519-0.0028207i,-0.0079608-0.00053414i,-0.0066988+4.3341e-05i,-0.0038513-0.00089554i,-0.0015032-0.0026026i,-0.0011035-0.0014217i,-0.00047848+0.00075062i,-0.00035102+0.00066323i,-0.00095663+0.0003557i,-0.0011819+0.00087368i,-0.0010131+0.00066522i,-0.0012975+0.0007166i,-0.0012564+0.00047254i,-0.00083342+0.00013299i,-0.00067517+0.00014494i,-0.001044-0.00016446i
-0.0018902+0.0022564i,-0.0033985+0.0031019i,-0.0065922+0.0018302i,-0.010103-0.00083283i,-0.0078058-0.0049934i,0.0010496-0.0072826i,0.0077816-0.0060336i,0.0070055-0.0041412i,0.004698-0.0016238i,0.0026912+0.0013338i,5.5538e-05+0.00169i,-0.0027599-0.0003722i,-0.0037428-0.00095422i,-0.0012995-0.00073347i,-2.2242e-05-0.0012339i,-0.0015288-0.0011859i,-0.0017011-0.00072885i,-0.00093362-0.00082131i,-0.00095095-0.00045539i,-0.00056483+0.00013225i,0.00028299-5.0643e-05i,0.00077779-0.0013103i,0.0008923-0.0021753i
-0.003788-0.0018121i,-0.0046474-0.0027367i,-0.0044125-0.0056755i,-0.00087821-0.009714i,0.0056163-0.007666i,0.0091867+0.00072411i,0.0082555+0.004942i,0.0080909+0.0039986i,0.0093307+0.003704i,0.009374+0.0038928i,0.006362+0.0017776i,0.002431-0.00025418i,0.00030105-0.00098409i,0.00024825-0.0015835i,1.8531e-05-0.0017904i,-0.00068679-0.0017584i,-0.00088028-0.0017693i,-0.00075401-0.0016524i,-0.0010481-0.00039215i,-0.00069912+0.0016189i,0.00030217+0.0033838i,8.0202e-05+0.00368i,-0.00022068+0.002502i
0.0010353-0.0012976i,0.0018445-0.0023549i,0.0049879-0.0028574i,0.009205+0.00051309i,0.0073245+0.0055225i,-0.0012489+0.0082094i,-0.0052868+0.008837i,-0.00095452+0.0079135i,0.004091+0.0050314i,0.0064198+0.0022407i,0.0059577-0.00023314i,0.0034544-0.0011734i,0.0028291+4.7278e-05i,0.0022135-0.00021574i,0.00041868-0.00061104i,0.0001903+0.000535i,-5.7012e-05+0.00049054i,-0.001259+0.00069221i,-0.0012385+0.0017484i,-0.00066217+0.00084366i,0.00015236-0.0003433i,0.0011843+0.00033655i,0.00097703+0.00092255i
-0.0037697+0.0044564i,-0.0020786+0.0068437i,0.00039296+0.010645i,0.00029244+0.014148i,-0.0036739+0.013664i,-0.0067149+0.0064524i,-0.005944-5.4035e-05i,-0.0049856-0.00074984i,-0.0053893-0.0011446i,-0.0037064-0.0027909i,-0.0012766-0.0038493i,-0.0006603-0.0027916i,-0.00075206-0.00025508i,-0.00075984+0.00086273i,-4.1178e-05+0.00032833i,0.00052816+0.00024904i,0.00019077+0.00037888i,-0.00072575+0.00056997i,-0.0019967+0.00017037i,-0.0026051-0.0004322i,-0.0026653-0.00074819i,-0.0018414-0.0012016i,-0.00046808-0.0006097i
0.001409-0.0017791i,-0.00038571-0.0013523i,-0.0055405+0.00067988i,-0.014216+0.00083067i,-0.017579-0.0024546i,-0.010153-0.0038696i,-0.0020443-0.0035024i,-0.0018082-0.0050137i,-0.0046987-0.0068708i,-0.0055566-0.0073767i,-0.0044121-0.0069846i,-0.0026524-0.0065137i,-0.0017039-0.0060732i,-0.0019015-0.0040911i,-0.0015134-0.00098811i,-0.001024-2.6817e-05i,-0.00054593-0.00030841i,-0.00029761-0.00048754i,-0.00014446-0.00085103i,0.0002208+7.6447e-05i,0.00032908+0.0016697i,0.00087957+0.0017682i,0.00090629+0.0013501i
0.0014994+0.00082396i,0.00090299-0.0010073i,-0.00093729-0.0070045i,-0.001658-0.014049i,-0.00096996-0.015499i,-2.263e-05-0.0083472i,0.0021368-0.0013861i,0.0047539-0.0016112i,0.0037498-0.0017455i,0.00090546+0.00065852i,-0.00016044+0.0011641i,-0.00020083-0.00020215i,-6.5306e-05-0.0020982i,-0.00017281-0.0019942i,2.9713e-05-0.00049925i,0.00024067-0.00046964i,-0.00017975-0.00042615i,-0.00027318+0.00023177i,0.00067052+0.00045989i,-0.00010338+0.00018743i,-0.0016906+0.00087577i,-0.0015351+0.0015467i,-0.00087491+0.00046759i
0.0011746-0.0010672i,0.0021455-0.0020902i,0.0087525-0.0049173i,0.017525-0.0058417i,0.018907-0.0029657i,0.011543+0.00022207i,0.0052576+0.0023946i,0.0055648+0.0055148i,0.0071299+0.007511i,0.0063206+0.0076791i,0.0051206+0.0067396i,0.0023444+0.0043221i,-0.00038705+0.0014651i,4.466e-06-0.00062349i,-0.00013419-0.0010725i,-0.0011834-0.001251i,-0.00084295-0.000994i,-0.00015579+6.8246e-05i,-0.00074464+0.0017097i,-0.0016208+0.0014255i,-0.0017162-0.00010111i,-0.0012226-0.00094086i,7.5117e-05-0.0012914i
0.0021329-0.0036605i,0.0044533-0.0024506i,0.0058359+0.0046793i,0.0038851+0.015302i,0.0013894+0.020065i,0.00066338+0.014024i,0.00066402+0.0066461i,-0.0005723+0.0048301i,0.00020919+0.0055931i,0.0040362+0.0041841i,0.004644+0.0008313i,0.0010505-0.00045835i,-0.00091172-9.4792e-05i,-0.00043741-0.0006139i,-0.00039791-0.0018132i,-0.0006049-0.00066568i,-0.00093465+0.00048733i,-0.0019543+0.00017642i,-0.0022628-0.00036541i,-0.00035252-0.00047293i,0.0015124-0.00030901i,0.0021037-0.00016724i,0.002355+0.00046045i
0.0024106+0.0042806i,0.00094042+0.0060241i,-0.0071513+0.008197i,-0.020583+0.0090892i,-0.027955+0.0085935i,-0.021758+0.0086676i,-0.01071+0.006444i,-0.0062648+0.00042014i,-0.0048969-0.004478i,-0.00046105-0.0068384i,0.0033586-0.0085658i,0.0027394-0.0092225i,6.1164e-05-0.0064892i,-0.0011359-0.0029958i,-0.0011889-0.00028951i,-0.0017905+0.0016747i,-0.0012955+0.0011684i,-0.00055038-0.0001831i,-0.0012956-0.0006049i,-0.0025333+2.308e-06i,-0.0020302+0.0010789i,-0.00051764+0.0017741i,-6.2095e-05+0.0016345i
-0.0020448-0.0014252i,-0.0038587-0.0031961i,-0.0050524-0.011824i,-0.0072502-0.023739i,-0.0093949-0.028127i,-0.0098702-0.020841i,-0.0064115-0.011367i,-0.0013098-0.0085758i,-0.00034971-0.0093993i,-0.0015138-0.0096503i,-0.00029243-0.0084107i,0.0010181-0.0063908i,0.00041051-0.0040563i,-0.0011085-0.0011613i,-0.0016747+0.00091323i,-0.0011231+0.00073063i,-0.00069876+0.00046293i,-0.00015929+0.00072223i,0.0001215+0.00087856i,-0.0014465+0.00053972i,-0.0034764+0.0011115i,-0.0041612+0.00198i,-0.0035195+0.00059452i
0.0025369-0.0041623i,0.0064534-0.0061269i,0.014236-0.0076359i,0.02404-0.0091773i,0.029087-0.012119i,0.022892-0.013545i,0.011383-0.0096246i,0.0059852-0.0036582i,0.0043706-0.00094715i,-0.0011967-0.00021721i,-0.0058648+0.00028527i,-0.005579+0.0008543i,-0.0034279+0.0007068i,-0.0019481+8.269e-05i,-0.0012977+0.0002031i,-0.00039186+0.00034889i,1.5918e-05+0.0003435i,-0.00065869+0.0007467i,-0.0010208+0.00088009i,-0.00019558+0.00014711i,2.5938e-05-0.001044i,-0.00042597-0.0017552i,-0.00036883-0.0025787i
0.0020785+0.0035577i,0.0039456+0.0074977i,0.0058742+0.014606i,0.0079394+0.024862i,0.0099406+0.031846i,0.010367+0.027253i,0.008904+0.016955i,0.0063498+0.01173i,0.0045416+0.011713i,0.0030373+0.010309i,0.00019887+0.0054046i,-0.00154+0.0018169i,-0.00042326+4.6496e-05i,0.0015202-0.0009253i,0.0020118-0.00067995i,0.0011243-0.000748i,-0.00068505-0.0012753i,-0.0016808-0.0013715i,-0.0012441-2.9126e-05i,-0.00020735+0.0016893i,0.0017126+0.0011885i,0.0026809-7.5848e-05i,0.0024867+0.00014534i
-0.00097686+0.00035414i,-0.0041158+0.0012539i,-0.011989+0.0040101i,-0.025409+0.0091911i,-0.033396+0.01549i,-0.02771+0.019372i,-0.013946+0.016349i,-0.005416+0.0095602i,-0.0013853+0.0078961i,0.0045125+0.0087894i,0.0073103+0.0056267i,0.0048679+0.0015014i,0.0027788+0.00031976i,0.0028815+0.00016867i,0.0019633-0.00059886i,0.00041177-0.0014496i,0.00031015-0.0015538i,0.00031049-0.001058i,6.6346e-05-0.00018762i,5.1565e-05+0.0011493i,0.00056509+0.0028272i,0.0017724+0.0045734i,0.0018554+0.0046466i
0.004134-0.0037934i,0.0030405-0.0064045i,-0.00072912-0.015878i,-0.010134-0.029529i,-0.02004-0.039203i,-0.024938-0.032789i,-0.020023-0.01754i,-0.01068-0.0097562i,-0.0032742-0.0088772i,0.00242-0.0074287i,0.0063272-0.0050389i,0.0065595-0.0045585i,0.0033153-0.004687i,5.4149e-05-0.0041539i,-0.0014345-0.0029197i,-0.0014991-0.0011023i,-0.0011173+0.00042316i,-0.0011569+0.0013749i,-0.002342+0.0015525i,-0.0035102+0.00084917i,-0.0037611+0.00032315i,-0.0032515+0.00014887i,-0.0021211+5.0211e-05i
-0.007565+0.00014051i,-0.0055315-0.0014659i,0.0017855-0.0020533i,0.020666-0.0065857i,0.034402-0.01313i,0.031617-0.018056i,0.01926-0.017026i,0.010516-0.013205i,0.007007-0.013577i,0.0041458-0.013952i,0.002383-0.010075i,0.0014632-0.0050758i,-0.00071891-0.0033723i,-0.0028019-0.0027213i,-0.0022331-0.0011805i,-0.0013615-2.1163e-05i,-0.0019712+0.0014702i,-0.0025261+0.002248i,-0.0020002+0.0014797i,-0.0012165+0.00015207i,-0.0019723-0.0011981i,-0.0030553-0.0016878i,-0.0017539-0.0026042i
-0.0026217-0.0014055i,-0.0019293+0.0014011i,-0.00010933+0.011597i,0.0064756+0.027634i,0.018097+0.038456i,0.0247+0.03339i,0.021369+0.017927i,0.013429+0.0075958i,0.0070545+0.0035245i,0.0016981-0.0014971i,-0.0035613-0.0052335i,-0.0063785-0.0048658i,-0.0056487-0.0025771i,-0.0037333-4.0057e-05i,-0.0014438+0.0013261i,0.00076201+0.0012551i,0.00069286+0.00065037i,0.00043236+9.53e-06i,0.00094846+0.0001182i,0.0015663+0.0012299i,0.0027852+0.00055578i,0.003719-0.0012624i,0.003403-0.0013323i
0.002611+0.0021446i,1.9145e-05+0.0021679i,-0.011862+0.0041573i,-0.029651+0.01017i,-0.041968+0.01913i,-0.037127+0.025937i,-0.020569+0.024675i,-0.0093745+0.018996i,-0.0074017+0.016651i,-0.0072103+0.013921i,-0.0064538+0.006123i,-0.0065433+0.00032754i,-0.0050706+0.00093054i,-0.0018396+0.0030391i,2.5063e-05+0.0028999i,2.2506e-05+0.0011913i,-0.00090283-0.00011i,-0.0011276+0.00039974i,-0.0010452+0.001395i,-0.0015827+0.0018649i,-0.0011505+0.0025234i,0.0010936+0.0033285i,0.0010417+0.0036045i
-0.0035372-0.0022202i,-0.0033723-0.0051243i,-0.0055349-0.014294i,-0.013495-0.028836i,-0.023821-0.037799i,-0.029367-0.030916i,-0.024721-0.014102i,-0.016014-0.00196i,-0.012674+0.0050852i,-0.0080579+0.011282i,-0.00056172+0.011189i,0.0017327+0.0054446i,0.00092373+0.0025057i,0.0020658+0.0028941i,0.0019296+0.0025873i,0.00074858+0.0013236i,0.00046944+0.00098508i,-5.8435e-05+0.0010324i,-0.0005931+0.00074041i,-0.0010932+0.0014477i,-0.0022342+0.0029394i,-0.0036022+0.0042053i,-0.0042158+0.0040317i
0.0046128+0.0013386i,0.0073822-1.4427e-05i,0.017086-0.0031657i,0.031565-0.011477i,0.039445-0.02301i,0.032438-0.028701i,0.015864-0.02424i,0.0054286-0.015514i,0.005632-0.0087159i,0.0081971-0.0030125i,0.009118+0.0015122i,0.0082275+0.0028546i,0.005744+0.0018785i,0.0035202-0.00014517i,0.0021273-0.0025701i,0.00079642-0.0027168i,0.0005011-0.00083097i,0.00037373-0.00014858i,-5.4494e-05-0.00043524i,-0.0011419-0.0013974i,-0.0021007-0.0037608i,-0.0028613-0.0052142i,-0.002561-0.0034105i
-0.0037973+0.0021453i,-0.0040531+0.0056544i,-0.001761+0.015695i,0.0063398+0.030231i,0.018868+0.0402i,0.026516+0.034819i,0.024201+0.017431i,0.0211+0.0044276i,0.021527-0.0010993i,0.019882-0.0058537i,0.013243-0.0088333i,0.0060527-0.0070644i,0.0022987-0.0054286i,0.00078898-0.0060019i,-0.00038697-0.0045991i,-0.00044507-0.001584i,-0.00065658+0.00039776i,-0.0013047+0.0012277i,-0.0018485+0.0012398i,-0.0019063+0.0013197i,-0.00037925+0.00062974i,0.002868-0.0013582i,0.0045934-0.0018796i
-0.00070729-0.0032031i,-0.0048506-0.0034547i,-0.014489-0.0014646i,-0.029914+0.0074527i,-0.04127+0.022618i,-0.034659+0.03284i,-0.014365+0.028139i,0.00062532+0.017619i,0.0052568+0.0093839i,0.0059643-0.00053646i,0.0041826-0.0098465i,0.00061832-0.011682i,-0.0017784-0.0095403i,-0.0030607-0.0071118i,-0.0050662-0.0034487i,-0.0047547-0.0010108i,-0.0031086+0.00090673i,-0.0027013+0.0020506i,-0.001635+0.0013731i,-0.00010021+0.0014443i,0.0019498+0.003851i,0.0039882+0.0063694i,0.0030698+0.006807i
0.005109+0.00086856i,0.0048217-0.0031455i,0.0028318-0.013465i,-0.0053393-0.028147i,-0.017684-0.036396i,-0.025866-0.03016i,-0.022905-0.013569i,-0.016989-0.00059569i,-0.016525+0.0016367i,-0.015028-0.00083142i,-0.0094025-0.003528i,-0.0056129-0.0046964i,-0.0044594-0.0036886i,-0.0040795-0.0020919i,-0.0035191-0.0016379i,-0.00257-0.0015628i,-0.0020718-0.0011665i,-0.0020279-0.0012899i,-0.0010415-0.001309i,0.00018378-0.00032329i,-0.0014746+0.00056174i,-0.0035354+0.0013766i,-0.0033619+0.0012949i
-0.00022711+0.0010415i,0.002365+0.00035832i,0.011626-0.0010673i,0.024582-0.0070275i,0.029667-0.017994i,0.022101-0.023733i,0.0072875-0.019893i,-0.0048029-0.015692i,-0.010844-0.011789i,-0.013395-0.0032719i,-0.011349+0.0032901i,-0.0075695+0.0035175i,-0.0051755+0.0029615i,-0.0020642+0.0038991i,0.00020094+0.0027663i,0.0019227+9.0832e-05i,0.0021744-0.00062121i,0.0010756-0.00026673i,0.00034832+0.00095495i,-0.00070013+0.0019955i,-0.0023778-0.00057621i,-0.0032477-0.0046222i,-0.0029014-0.0055309i
0.00048606-0.0018641i,-1.8516e-05+0.0015579i,-0.0013131+0.010155i,0.0018951+0.022978i,0.011519+0.031379i,0.017665+0.026917i,0.016295+0.012873i,0.013563+0.00080131i,0.011133-0.0014171i,0.006449+0.0027645i,0.0015556+0.0052842i,-0.0011677+0.0046434i,-0.0023623+0.0039615i,-0.00048472+0.0049837i,0.002182+0.0058369i,0.0015205+0.0048307i,0.00024897+0.0039313i,-0.00058433+0.0032569i,-0.0016576+0.001606i,-0.001223+7.977e-05i,0.0024515-0.0016471i,0.0070271-0.003237i,0.0078184-0.0030054i
0.0011499+0.0037393i,-0.0030964+0.0037689i,-0.0090007+0.0033334i,-0.019698+0.005403i,-0.027421+0.013555i,-0.021444+0.01954i,-0.0079012+0.016342i,0.0040505+0.013909i,0.011506+0.014212i,0.014568+0.0095678i,0.012709+0.0021628i,0.0078741-0.0011362i,0.0053571-0.00083291i,0.0051195-0.0015416i,0.0027477-0.0021993i,-0.00052231-0.0010827i,-0.0025727+0.00037468i,-0.0038194-0.00041571i,-0.0032293-0.0018345i,-0.0014381-0.00032902i,-0.0010262+0.0029632i,3.9082e-05+0.0062622i,0.0016717+0.0078716i
-0.0032758+0.0017032i,-0.0023023-0.0017963i,-0.00024014-0.007966i,-0.0034871-0.016485i,-0.011306-0.022466i,-0.015463-0.016875i,-0.011707-0.0034416i,-0.0064023+0.0065136i,-0.0034953+0.0085586i,0.0038322+0.0037022i,0.0099419-0.0029499i,0.0096196-0.0052773i,0.0079442-0.0047004i,0.0054633-0.006012i,0.0024868-0.0070483i,0.0003514-0.005808i,-0.00075952-0.0037951i,-0.0010859-0.0023573i,1.7558e-05-0.0011623i,-3.788e-05+0.0011547i,-0.0035759+0.0034132i,-0.0079069+0.0038327i,-0.0079184+0.0032052i
0.00034127-0.00053449i,0.0033056+0.00014475i,0.0087346+0.0013384i,0.015459-0.0018078i,0.017792-0.0069391i,0.012908-0.0083168i,0.0042267-0.0058589i,-0.0032086-0.0045073i,-0.0061026-0.0067114i,-0.0044916-0.0070287i,-0.0020621-0.0054626i,-0.00037254-0.0043483i,-0.00017521-0.0039405i,-0.00051256-0.0044401i,0.00028286-0.0040132i,0.0015874-0.0023872i,0.0023713-0.0017142i,0.0016543-0.0012874i,-0.00010243+0.00050689i,-0.0017944+1.9921e-05i,-0.0020788-0.0036863i,-0.0016604-0.0062546i,-0.0011794-0.0061995i
0.0058209+0.0011799i,0.0049254+0.0039499i,0.0019566+0.0074839i,0.00012569+0.011479i,0.0016474+0.010679i,0.0007029+0.008677i,-0.00077672+0.0049414i,0.0024983-0.002674i,0.0039618-0.0079195i,-0.0021961-0.007519i,-0.0066856-0.0057057i,-0.0050844-0.0062684i,-0.0043767-0.0060211i,-0.0054059-0.0027499i,-0.0042693+0.00082406i,-0.0026589+0.0023684i,-0.0016568+0.0033937i,-0.0013535+0.0034775i,-0.0024907+0.0019639i,-0.0032673+0.0013172i,0.00032055+0.0022575i,0.0062665+0.0018719i,0.0087391-6.3633e-05i
