-0.0036742+0.00085606i,-0.0032992+0.0010976i,-0.004636+0.0028344i,-0.0046205+0.0031304i,-0.0028941+0.0019882i,-9.6272e-05+0.0011297i,0.001697+0.00084558i,0.0023756+0.00075432i,0.0025057+0.00084739i,0.001493+0.00044287i,0.0013786-0.00020354i,0.0014534+0.00019623i,0.0005795+0.0012413i,0.00040879+0.0015306i,0.00046457+0.00077614i,-9.5435e-05+0.00082564i,6.8375e-05+0.00067374i,-0.00021005+7.775e-05i,-0.0014962+0.00058078i,-0.00085534+0.0011867i,0.00040312+0.0015377i,0.00061624+0.00073531i,0.00039848-0.00030329i
-0.013643+0.028826i,-0.03131+0.05938i,-0.047442+0.074069i,-0.04339+0.047668i,-0.011396+0.0039674i,0.019136-0.01291i,0.024588-0.0093472i,0.015545-0.0067492i,0.0074097-0.0070365i,0.004353-0.005396i,0.0033142-0.0016199i,0.0023034+0.0010589i,0.00019827+0.0004171i,-0.0010958-0.0037567i,-0.0016232-0.0065094i,-0.0025913-0.0071235i,-0.0040464-0.0055415i,-0.0043431-0.0018516i,-0.0010673+0.000665i,0.0027909+0.0013175i,0.0034593+0.0010909i,0.0018851+0.00051537i,0.00030505+0.00042204i
-0.00095692-0.032717i,0.0031764-0.070273i,0.0061112-0.097144i,-0.0019356-0.076928i,-0.025101-0.027545i,-0.038219-0.0031122i,-0.032861-0.0051678i,-0.024526-0.0050668i,-0.015167-0.00039251i,-0.0051875+0.0011136i,0.0010529-0.0014398i,0.0026115-0.0056526i,-0.00064311-0.0071497i,-0.0054125-0.005461i,-0.0066436-0.0040163i,-0.0050802-0.0047722i,-0.0034497-0.0063754i,-0.0028052-0.0061818i,-0.0031971-0.0033224i,-0.0032049-0.00051569i,-0.001395+0.0014959i,0.00064866+0.0028529i,0.0010504+0.0027884i
0.0058876+0.031949i,0.0063614+0.060956i,-0.0031062+0.080759i,-0.01322+0.059155i,-0.0031441+0.012552i,0.012185-0.010884i,0.011374-0.0091573i,0.0040178-0.004588i,-0.00049962-0.0038263i,-0.0033596-0.003934i,-0.005657-0.0020611i,-0.0064164+0.00060259i,-0.0050577+0.0028658i,-0.0036231+0.0027192i,-0.0046452+0.0015574i,-0.0074887+0.0017114i,-0.0078368+0.0037651i,-0.0039531+0.0041922i,0.0011736+0.00096388i,0.0032608-0.0038148i,0.0016447-0.0057483i,-0.0009514-0.0051519i,-0.0020656-0.0039398i
-0.014836-0.023404i,-0.026582-0.046723i,-0.03115-0.062038i,-0.025404-0.040287i,-0.022023+0.0030131i,-0.025666+0.021416i,-0.024176+0.015044i,-0.014263+0.0097973i,-0.0047256+0.0082928i,-0.0014471+0.0042169i,-0.0023478-0.00055245i,-0.0029106-0.0025378i,-0.0024732-0.00038128i,-0.0020279+0.003045i,-0.0017348+0.0037542i,-0.0017932+0.001822i,-0.0014185-0.0006984i,-0.0011675-0.0023341i,-0.0024586-0.0018258i,-0.0047047+0.00053337i,-0.0047467+0.0028965i,-0.0025359+0.0040384i,-0.00012353+0.0037229i
0.020114+0.0095701i,0.034793+0.030238i,0.037565+0.048152i,0.025079+0.0378i,0.014802+0.0037998i,0.018822-0.013617i,0.021242-0.0074511i,0.015111-0.0002499i,0.0073773+0.00025363i,0.0012475+0.00026506i,-0.002788+0.0022377i,-0.0044588+0.0046767i,-0.0035657+0.0059712i,-0.001387+0.005925i,-0.00050718+0.0060247i,-0.0021959+0.0071107i,-0.003231+0.0075103i,-0.0019101+0.0049449i,-0.00042357+0.0015097i,0.00054841-0.00067219i,0.0009677-0.0019463i,-1.5085e-05-0.0021601i,-1.0545e-05-0.0019827i
-0.019725-0.0031398i,-0.034723-0.017635i,-0.038345-0.032039i,-0.021999-0.026041i,-0.0077791+0.0010886i,-0.01092+0.015846i,-0.011991+0.01133i,-0.0047148+0.0042331i,0.00086559+0.0017999i,0.0018335+0.0013268i,0.00065675+0.0008772i,-0.00022235+0.00080642i,0.001495+0.00063542i,0.0043928+0.00082301i,0.0056401+0.001435i,0.0053282+0.00197i,0.0035587+0.0012052i,-0.00010085+0.00053612i,-0.003079+0.0030267i,-0.0035533+0.0064936i,-0.0011411+0.0061308i,0.0031033+0.0030412i,0.0042059+0.00081072i
0.019044-0.0015223i,0.038636+0.0021741i,0.051065+0.0069311i,0.037615-0.00086579i,0.014842-0.022122i,0.0093825-0.029843i,0.012247-0.021879i,0.0084413-0.012599i,0.0023833-0.0053073i,-0.00044654-0.00018816i,-0.00042602+0.0041515i,0.0015602+0.0076675i,0.0025856+0.0066966i,0.0027899+0.0014277i,0.0039303-0.0015813i,0.004576-0.00054095i,0.0037996+0.00086078i,0.0028074+0.0010104i,0.0025827+0.00012914i,0.001498-0.0017658i,-0.0014529-0.0025606i,-0.0051077-0.0019955i,-0.0053232-0.001188i
-0.010701+0.0021125i,-0.029004-0.0022i,-0.042517-0.015706i,-0.035829-0.02112i,-0.017917-0.004372i,-0.010105+0.0093351i,-0.0095949+0.0040069i,-0.0057512-0.0030009i,-0.00042958-0.0038605i,0.0022004-0.0031727i,0.0022958-0.002303i,0.0026486-0.0022641i,0.002369-0.0024631i,0.0012565-0.0024217i,0.0014224-0.004426i,0.001292-0.0079169i,-6.0451e-05-0.0084497i,-0.00049056-0.0048232i,0.0012759+0.00016865i,0.0024371+0.0027999i,0.0030098+0.0034956i,0.0035757+0.0023074i,0.0021509+0.00055246i
0.0060745-0.0086293i,0.017721-0.017088i,0.023523-0.018007i,0.0098287-0.015502i,-0.0085369-0.020877i,-0.0081369-0.025107i,-0.00046854-0.018976i,6.4178e-05-0.0092216i,-0.00070938-0.0030303i,0.0010402-0.00064925i,0.0029779-0.00062841i,0.0032704-0.00080407i,0.00094651-0.00099218i,-0.001281-0.001276i,-0.0011701-0.00013746i,-0.0010329+0.0011028i,-0.0023223+0.0024802i,-0.0026318+0.0021456i,-0.0013147-0.00018881i,-0.00054895-0.0020835i,-0.0015013-0.0021592i,-0.0028932-0.00050455i,-0.0028108+0.0015934i
-0.002915+0.010979i,-0.016726+0.015907i,-0.031987+0.014604i,-0.032067+0.0093274i,-0.016753+0.012208i,-0.0078595+0.016878i,-0.0095478+0.012852i,-0.0089718+0.004647i,-0.0044039-0.00014187i,-0.00080104-0.0028528i,-0.00031634-0.0052409i,-0.00018707-0.0063825i,0.0006089-0.0060061i,0.00028247-0.0045259i,-0.0014777-0.0038548i,-0.0034149-0.0040283i,-0.0028315-0.002894i,-6.9899e-05-0.00060316i,0.0021505+0.0013416i,0.0021822+0.0015227i,0.0023266+0.00043952i,0.0031781-0.0011175i,0.0017714-0.0016515i
0.0016895-0.0094005i,0.0065801-0.016271i,0.011572-0.017901i,0.0054109-0.0099192i,-0.0080929-0.0059893i,-0.011055-0.0099308i,-0.0059612-0.0085652i,-0.0035501-0.0021734i,-0.0038864+0.00056017i,-0.0036027+0.00012566i,-0.0031651+0.00022478i,-0.0033491+0.0016196i,-0.0026362+0.0034976i,-0.0016974+0.0032493i,-0.0012308+0.0013354i,9.5864e-05+0.00060466i,0.0010296+0.00051849i,0.00094361-0.0012411i,-0.00018565-0.004235i,-0.0023452-0.0049678i,-0.0042527-0.0019553i,-0.0046524+0.0018846i,-0.0020119+0.0030032i
0.00088131+0.0036961i,-0.0023389+0.013741i,-0.0098104+0.0228i,-0.010483+0.020015i,0.00045607+0.012784i,0.0078808+0.011979i,0.0044646+0.0099844i,0.00018787+0.0039757i,-0.0015726-0.00068426i,-0.002796-0.0012027i,-0.0042839+0.00083871i,-0.0049806+0.0010209i,-0.0031597+0.00037144i,-0.0017218+0.0011731i,-0.0030076+0.0015994i,-0.0050378+0.0007541i,-0.005774-0.00039828i,-0.0048686-0.001598i,-0.0029308-0.0016405i,-0.00087373-0.00040223i,0.0010718-0.00075837i,0.0020107-0.0026254i,0.00081587-0.002262i
-0.0047446-0.0040704i,-0.0036164-0.012547i,0.0036813-0.019353i,0.0077995-0.016551i,-0.00042222-0.011427i,-0.0046472-0.012851i,0.0016873-0.011736i,0.0049074-0.0046032i,0.0031556+0.00022792i,0.00083596+0.0012806i,-0.00050919+0.0017635i,-0.00092822+0.0035469i,0.00039263+0.005843i,0.0018412+0.0051014i,0.0024508+0.0029508i,0.0028056+0.0027144i,0.0017892+0.0039939i,-0.0011709+0.0048385i,-0.0032745+0.0040723i,-0.0041179+0.0030648i,-0.0033634+0.0035201i,-0.0010721+0.0040136i,0.00060469+0.0021415i
0.00342+0.0026794i,0.004377+0.0073703i,0.0026209+0.0092052i,-3.5361e-05+0.0019519i,0.0029572-0.0043208i,0.0063855-0.00091455i,0.003497+0.0029872i,-0.0001433+0.002191i,-0.0012321+0.0015593i,-0.00056197+0.001771i,0.001163+0.0024944i,0.002115+0.0022933i,0.0014399+0.00039221i,0.0012491-0.00076521i,0.00050027-0.00043139i,-0.0013314+0.00070359i,-0.0011759+0.00089289i,0.00083531+0.00063477i,0.0016122+0.0011578i,0.0023268+0.0011989i,0.0024697+0.00028834i,0.0008618-0.0012003i,-0.00034583-0.00027391i
0.00049188-0.0026613i,-0.0024319-0.010576i,-0.0041659-0.02111i,-0.007017-0.024956i,-0.01251-0.018235i,-0.014817-0.012949i,-0.0089592-0.011816i,-0.0019602-0.0070135i,0.0011092-0.002284i,0.0026298-0.0011273i,0.0026787+0.00027678i,0.0026325+0.0024996i,0.0034438+0.0030203i,0.0041372+0.0010501i,0.0043073-0.0018292i,0.0031421-0.0032514i,0.00083945-0.0020979i,-0.00080316+0.00020821i,0.00041388+0.0014882i,0.00037106+0.0007806i,-0.0010039+0.0011148i,-6.4657e-05+0.0028972i,0.0014283+0.0016013i
0.0041648-0.0014124i,0.0041901-0.0005502i,-0.00030274-0.00024997i,-0.0098677-0.0019274i,-0.012032-0.0043545i,-0.0057329-0.003107i,-0.0024496-0.001646i,-0.0014841-0.0020485i,0.00061647-0.0017321i,0.0015846-0.0013196i,0.0022599-0.0015003i,0.0025757-0.0024329i,0.0013331-0.0033507i,-0.00025791-0.0015944i,-0.00096188+0.0012498i,-0.00047778+0.002789i,-0.00071261+0.0026499i,-0.00088509+0.00067238i,-0.00012201-0.0021448i,0.00088449-0.0040536i,0.00029889-0.0046087i,-0.0015541-0.0044136i,-0.0026732-0.0022431i
-0.0043987-0.0022706i,-0.01115-0.0040689i,-0.017778-0.0075662i,-0.01846-0.0070696i,-0.01455+0.00019176i,-0.011292+0.0023061i,-0.0058678-0.0023152i,-0.00034762-0.0040253i,0.0017968-0.0037432i,0.001251-0.0037616i,-0.0012932-0.0035403i,-0.002368-0.0031157i,-0.00089717-0.0020187i,0.0017834-0.0011485i,0.0032108-0.0019308i,0.0033218-0.0027375i,0.0032099-0.0018725i,0.0035006+0.0008597i,0.004028+0.0023968i,0.0032239+0.0020911i,0.0017675+0.0018227i,0.00090193+0.001323i,-0.00077619+0.00021131i
0.00089227-0.0014971i,0.0046044-0.0014712i,0.0045394+0.0011578i,-0.0015003+0.0057459i,-0.0042532+0.0045191i,0.0017964+0.0012174i,0.0039468+0.0020358i,0.0012548+0.0025824i,0.0006532+0.00050178i,0.0009839-0.0015575i,0.0013437-0.0028386i,0.0011637-0.0030119i,0.00021574-0.0019339i,-0.0011217-0.0013247i,-0.001414-0.0021512i,-0.00047233-0.0034665i,0.00018207-0.0042509i,-0.00053089-0.0054899i,-0.0019157-0.0061963i,-0.0026821-0.0053508i,-0.0021025-0.0033836i,-0.0015405-0.00052152i,-0.00041188+0.0018755i
-0.0042445+0.0037658i,-0.005626+0.0057883i,-0.0063673+0.0069613i,-0.0024573+0.0032851i,0.0018759+0.0017465i,0.00070581+0.0012087i,-0.002174-0.001155i,-0.0038842-0.002404i,-0.0043359-0.0029653i,-0.0044996-0.00090176i,-0.0050505+0.0029626i,-0.0041726+0.0046809i,-0.00215+0.004047i,-0.0017684+0.0016789i,-0.0027316-0.0012312i,-0.0039564-0.0034737i,-0.0047968-0.0033131i,-0.0030284-0.0016859i,-0.0012062-0.0011075i,-0.0012074+6.8156e-05i,-0.00029681+0.002003i,0.00080574+0.0021888i,-1.5136e-06+0.00082378i
0.0016141-0.00047376i,0.0040611-0.0047103i,0.0062273-0.0076122i,0.0051857-0.0082576i,0.0019946-0.011146i,0.002507-0.012794i,0.0028526-0.0090351i,8.4951e-05-0.0036068i,-0.0020288-0.00040408i,-0.0025438-0.00020005i,-0.0016942-0.0011071i,-0.00017489-0.0010122i,-4.2506e-05+0.00064063i,-4.3235e-05+0.0016693i,0.00029347+0.0022173i,0.00036566+0.0022922i,-0.00099379+0.0019884i,-0.0032194+0.0019279i,-0.0050997+0.0019145i,-0.0052483+0.0010301i,-0.003574+0.00010257i,-0.0023604+0.00056553i,-0.00026504+0.0013328i
0.0011089+0.00041275i,0.0015593-0.00059932i,-0.0011503-0.0037722i,-0.0055829-0.010446i,-0.0083049-0.010861i,-0.008183-0.0051319i,-0.0053272-0.0021288i,-0.0023965-0.0004069i,-0.0019422+0.0014897i,-0.0017891+0.0025685i,-0.001333+0.0041358i,-0.00037074+0.0046429i,0.00087428+0.0029511i,0.00088266+0.0015408i,-0.0012594+0.0010577i,-0.0022595+0.0011925i,-0.00066728+0.0016919i,0.0015964+0.0025041i,0.0032389+0.0029185i,0.0044235+0.0030592i,0.0049269+0.0024097i,0.0043677+0.0011082i,0.001927-0.00035677i
-0.00035332-0.0017935i,-0.0022087-0.0034145i,-0.0042811-0.0073337i,-0.0075593-0.0078282i,-0.011004-0.0058289i,-0.007796-0.0041479i,-0.0013799-0.0010314i,0.0013771+0.00098346i,0.0025226+0.0017961i,0.0029772+0.0020384i,0.0026759+0.00026372i,0.0022048-0.0011565i,0.0014788-0.0009402i,0.0013194-0.00045784i,0.001879+0.001052i,0.0017571+0.0016991i,0.00029924+0.0012435i,-0.0024187+2.6993e-05i,-0.0041405-0.00017152i,-0.0036342-0.00015382i,-0.0026299-0.0012173i,-0.0013951-0.0019605i,0.00097324-0.0022118i
0.001888-0.00086921i,0.00070351-0.0012548i,-0.0037862-0.0024548i,-0.0089786-0.003364i,-0.0095338-0.00084585i,-0.0065038+0.003532i,-0.0031238+0.0035229i,-0.00021401+0.0017841i,0.0015507+0.001731i,0.0015821+0.0030693i,0.0015685+0.0033542i,0.0018811+0.0033156i,0.00091769+0.0031397i,0.00035776+0.002124i,0.00074778+0.0019405i,0.0011859+0.0031323i,0.0019589+0.0041178i,0.0027261+0.0033904i,0.0028784+0.00074495i,0.0028819-0.00047509i,0.0025739-0.00023916i,0.0011121-0.00081759i,-0.0016536-0.0016344i
-0.0037186-0.0016137i,-0.0048358-0.0026428i,-0.0075651-0.0025615i,-0.0086178-0.0002871i,-0.0082012+0.0027725i,-0.0040178+5.0491e-05i,0.0004525-0.0042219i,0.0014689-0.0046336i,0.0016038-0.0036295i,0.00084797-0.0039449i,-0.00066394-0.0046737i,-0.0015849-0.0040239i,-0.00058636-0.0028936i,0.0017075-0.0019731i,0.0030684-0.0018678i,0.0037756-0.0028114i,0.0032981-0.0027339i,0.0012191-0.00047994i,-0.00094797+0.0022716i,-0.0022883+0.0029568i,-0.002792+0.0011593i,-0.0021451+0.00011888i,-0.00084421+0.00064828i
0.0032503+0.0023757i,0.0042441+0.0025606i,0.0041248+0.0031833i,0.0018683+0.00083309i,0.0007573-0.0014028i,0.0011903-0.0010117i,0.0011437-0.0029359i,0.0011466-0.0054573i,0.00098368-0.0051218i,0.0017313-0.003801i,0.0023076-0.0022339i,0.0016629-0.00030342i,0.00048378+0.00087236i,0.00019803+7.8864e-05i,-0.00020863-0.00074672i,-0.00077917-0.001157i,-0.00075291-0.0022478i,0.00017431-0.0035734i,0.0024425-0.0039322i,0.0042373-0.0027188i,0.0041723-0.0013928i,0.0024514+7.8103e-05i,0.00052271+0.0015562i
-0.0022469-0.00085307i,-0.0022704-0.0019399i,-0.0028201-0.002319i,-0.0011667-0.0022295i,0.0018427-0.0019627i,0.0031852-0.0045538i,0.0020587-0.0061909i,0.00019308-0.0050004i,-0.0018984-0.0034026i,-0.0031757-0.0022886i,-0.0038377-0.00074351i,-0.0034582+0.00064131i,-0.001277+0.00084998i,0.00067486-0.00030706i,0.00060396-0.0016028i,-0.00098383-0.0021718i,-0.002589-0.002264i,-0.0037367-0.0012112i,-0.0044898+0.00045204i,-0.0046046+0.0012415i,-0.0041747+0.0012057i,-0.0025355+0.0010346i,-0.00067484+0.00036773i
0.0020698-0.0046761i,0.0029904-0.0074767i,0.0023772-0.010267i,-0.0019106-0.011443i,-0.005248-0.010227i,-0.0045915-0.0069329i,-0.0045328-0.0031428i,-0.0056554+0.00048853i,-0.0052367+0.0016944i,-0.0034676+0.0012443i,-0.0020243+0.0019068i,-0.00033717+0.0022409i,0.0010478+0.0021552i,-0.00018906+0.0019294i,-0.0010925+0.0017233i,-0.00015229+0.0017369i,0.0003369+0.00068056i,0.00026644-0.0012699i,0.00024226-0.0016735i,0.0011708-0.00063415i,0.0014555+0.00014138i,0.00042529+0.00050538i,0.00074915+0.0011968i
-0.0069547+0.0012761i,-0.0080485+0.002218i,-0.0091297-0.00051075i,-0.0091008-0.0049089i,-0.0078577-0.0054478i,-0.0071916-0.0041423i,-0.0060878-0.0020491i,-0.0056903+0.00040311i,-0.004962+0.0020522i,-0.0032296+0.0023437i,-0.0020194+0.0025199i,-0.0013036+0.0022286i,-0.00073981+0.00047006i,-0.00091509-0.00073332i,-0.00089366-0.0011129i,-0.0012725-0.001327i,-0.0023025-0.00076809i,-0.0019698+0.00060072i,-0.001688+0.002527i,-0.001281+0.0040202i,-0.0005414+0.0039023i,0.0010423+0.0023306i,0.00241+7.185e-05i
-0.0014237+4.6077e-06i,-0.00037664-0.0008312i,-0.0018582-0.0010398i,-0.0051883-0.0020639i,-0.0076016-0.0024528i,-0.0051825-0.00063463i,-0.0014103+0.0001737i,0.00089144+0.00015785i,0.0021342+0.00044018i,0.0022372+0.00080415i,0.0017887+0.00078286i,0.0021776+0.00040797i,0.0019378+0.0011006i,0.00025545+0.0022521i,0.00021651+0.0026911i,0.00094797+0.0021286i,-0.00087689+0.0014002i,-0.0019925-0.00019345i,-0.00065108-0.0020354i,0.0012386-0.0026774i,0.0029191-0.0030947i,0.0024874-0.0036352i,0.0010115-0.0037698i
0.0022824+0.0026624i,0.0026087+0.0024211i,-0.00013116-0.00012594i,-0.0047942-0.0022986i,-0.0067038-0.00012739i,-0.0041369+0.0017196i,0.00070816+0.00082937i,0.004467+0.00085364i,0.004851+0.00261i,0.0032607+0.0034051i,0.0022416+0.0035914i,0.00079579+0.0038073i,-0.00035643+0.003837i,-0.00027496+0.0036844i,0.00016256+0.0027727i,7.4925e-05+0.0016436i,0.00043843+0.0012478i,0.00036896+0.0021003i,-0.00050991+0.003412i,-0.001442+0.0030259i,-0.0019848+0.0009521i,-0.0019907-0.00059546i,-0.0019947-0.00089363i
-0.0038232-0.0020879i,-0.0048406-0.0022029i,-0.0059154-0.0029254i,-0.0057347-0.0016848i,-0.0046082+0.0013048i,0.00027664+0.0023982i,0.0039099+2.597e-05i,0.0029485-0.0014682i,0.0018041-0.0013686i,0.00063379-0.0015819i,-0.00098568-0.0019479i,-0.0018209-0.0016761i,-0.00015929-0.0004196i,0.0027936+0.00023657i,0.0047262+0.00012248i,0.0044652+0.00020612i,0.0027457-0.00069271i,0.0016911-0.00082996i,0.00096013-0.00058075i,0.00072305-0.0014972i,0.0016834-0.0019728i,0.00012646-0.0011803i,-0.0020975-0.00068288i
0.0011895+0.00027613i,0.0019744-0.00088682i,0.0012118+0.00045927i,7.6831e-05+0.0015651i,-0.00017872+0.00014329i,-0.00053297-0.0021038i,-0.0016236-0.00479i,-0.0010358-0.006094i,0.00077772-0.0053548i,0.0021522-0.0036984i,0.0022324-0.0022159i,0.0021809-0.00077592i,0.0022068+4.526e-05i,0.0016563-0.00046769i,0.00154-0.0016525i,0.0012156-0.0022496i,0.00098507-0.0014566i,0.0022318-0.00021937i,0.0030962+0.0016977i,0.0018186+0.0034257i,-0.0001491+0.0035744i,-0.00085652+0.0030874i,-0.0011431+0.0029072i
-0.00066528+0.004456i,-0.0012561+0.0027552i,-0.00014295+0.00038175i,0.0026008-0.0018815i,0.004603-0.0025335i,0.0041587-0.004142i,0.0014621-0.0063317i,-0.0013693-0.0057538i,-0.0020324-0.0035096i,-0.0017022-0.001881i,-0.0014698+0.00019041i,-0.00049105+0.00071625i,0.00056092-0.00073037i,0.00089454-0.0014557i,0.0012377-0.0016848i,0.00081598-0.0023012i,7.8038e-05-0.002589i,-0.00099045-0.0028174i,-0.0020261-0.0030289i,-0.0017552-0.0033115i,-0.0011181-0.0025281i,-0.0014108-0.00080106i,-0.0013892+0.00057943i
-0.00097243-0.0025505i,-0.00037393-0.0020145i,-0.00076845-0.0037318i,-0.0020475-0.0075735i,-0.0040822-0.0094072i,-0.0047279-0.0069439i,-0.0039724-0.004583i,-0.0036569-0.0028536i,-0.0027659-0.0018638i,-0.0016309-0.0020857i,-0.00073904-0.0010105i,0.0010744+0.0004347i,0.0020736-2.4071e-05i,0.0010103-0.001066i,-0.00063985-0.0016889i,-0.0010218-0.0021192i,-7.9657e-05-0.0016963i,0.00090102-0.00066157i,0.0010782+0.001584i,1.8046e-05+0.0039721i,-0.00032039+0.0045466i,0.00082243+0.0038896i,0.0020483+0.0026708i
0.00099415+0.0016194i,0.0013323-0.00083964i,-0.0004579-0.0057018i,-0.0043674-0.0085872i,-0.0065103-0.0075854i,-0.0056286-0.0038855i,-0.0043692+0.0011658i,-0.0035266+0.0037011i,-0.0031597+0.004056i,-0.0033837+0.0033398i,-0.0025764+0.0023041i,-0.0019203+0.00052863i,-0.0025562-0.0017281i,-0.0026132-0.0012238i,-0.0016597-0.00017307i,-0.0013621-0.0012794i,-0.0022011-0.0022379i,-0.002722-0.0024733i,-0.0025927-0.0021179i,-0.0020784-0.00089707i,-0.0013284-0.00037935i,-0.00062908-0.00095379i,-0.0002083-0.0012071i
-0.0025684+0.0016727i,-0.0024938+0.0011256i,-0.0043407-0.0014394i,-0.0072902-0.0034272i,-0.0081894-0.0024471i,-0.0052753-0.00019098i,-0.0013256+0.00039282i,0.00019625+8.2506e-05i,0.00042811-0.00021296i,0.0011002-0.00069471i,0.0020598-0.0013664i,0.0028771-0.0014776i,0.0012345+0.00022425i,-0.001281+0.002328i,-0.0026425+0.0026159i,-0.0029065+0.0026475i,-0.0024511+0.0024092i,-0.0012795+0.0015914i,9.7467e-05+0.0018678i,0.001799+0.0026169i,0.0032211+0.001769i,0.0039808-0.00023444i,0.0030232-0.0017176i
4.6368e-06-0.0014924i,-0.00051004-0.0030551i,-0.0035148-0.0037883i,-0.0071646-0.0031987i,-0.007439+0.00025944i,-0.0033233+0.0022873i,0.00094132+0.0013998i,0.0020536+0.00062225i,0.0011873+0.00078691i,0.00034486+0.001566i,-0.00040127+0.0026593i,-0.0018638+0.0030407i,-0.0011782+0.0026001i,0.0015262+0.0016836i,0.0028099+0.00060834i,0.0021304+0.00040068i,0.00041525+0.00048423i,-0.0018796+0.00066216i,-0.0039421+0.0005384i,-0.0043413-0.00038285i,-0.0031169-0.0012453i,-0.0024662-0.0016995i,-0.0023802-0.00072922i
0.00013005+0.00029461i,-0.00060149+0.0019308i,-0.0021099+0.0024369i,-0.0042103+0.0034757i,-0.004224+0.0034344i,-0.00042122-0.00014844i,0.0018837-0.0042209i,0.0010304-0.0049649i,0.0002916-0.0038831i,0.00064864-0.003682i,0.0006167-0.002851i,0.0004632-0.00083622i,0.0013214+0.0015204i,0.0018642+0.0028515i,0.001773+0.0032409i,0.0015547+0.0033439i,0.002745+0.0033025i,0.0040718+0.0027753i,0.004016+0.0024929i,0.0031952+0.002959i,0.0018501+0.0026026i,0.00064531+0.00117i,-0.00026599-3.7284e-05i
-0.0052439-0.0020844i,-0.0059583-0.0014595i,-0.0047827-0.00076234i,-0.0033409+0.00040652i,-0.0018878+0.0014744i,0.0010736+0.00058002i,0.0024751-0.0024148i,0.0012963-0.0041242i,0.0011947-0.0024703i,0.0013008-0.00061123i,0.00083763+0.00077223i,0.00070637+0.0015869i,0.00069603+0.00051807i,0.0006675-0.00064125i,0.0011633-0.0016231i,0.0013126-0.0029207i,0.00061092-0.0031182i,-0.00099401-0.0024379i,-0.0029963-0.0012841i,-0.0037809-0.00079143i,-0.0034547-0.00039401i,-0.002767+0.00042456i,-0.0026555+0.0017471i
0.002119-0.0016688i,0.0035473-0.0032864i,0.0020478-0.0043191i,0.0009678-0.0059817i,-0.00013968-0.004686i,-0.0019394-0.0025493i,-0.0044376-0.0019718i,-0.0042391-0.0010076i,-0.0010174-0.00060305i,0.00050223-0.0021505i,0.0011449-0.0021219i,0.0024566-0.00036065i,0.0026402+0.00022839i,0.0012663-0.00022828i,0.0003788-0.00045244i,0.0010587-0.00020883i,0.001596-0.00046986i,0.0022647-0.0011665i,0.0031804-0.0013796i,0.0033053-0.0010744i,0.0020551+1.1167e-05i,0.00064261+0.0009815i,0.00052838+0.00029727i
-0.001352+0.0021667i,-0.001582+0.0012237i,-0.0031303-0.0032058i,-0.0039588-0.0073555i,-0.003342-0.0071297i,-0.0022569-0.0050371i,-0.0031817-0.0025106i,-0.0041592-0.00015357i,-0.0025221+0.00023146i,-0.00022133-0.0002076i,0.00041862+0.00068117i,0.00047838+0.0010527i,0.0012056-0.00030755i,0.0012715-0.0018896i,0.00086037-0.0039771i,-0.00020956-0.0056025i,-0.0017957-0.0055521i,-0.0027438-0.0038574i,-0.0030005-0.0010954i,-0.0022886+0.00092815i,-0.0014803+0.0020546i,-0.0015591+0.0029195i,-0.00089405+0.0033388i
-0.014947+0.0072173i,-0.013933+0.0067508i,-0.015269+0.014724i,-0.011418+0.013335i,-0.0037525+0.0080276i,0.0028082+0.0013509i,0.0024057-0.002885i,0.00097443-0.0019906i,-0.00032335-0.00033939i,-0.0025316+0.0014009i,-0.0015336+0.002385i,0.0013693+0.0016397i,0.0028803+0.00062605i,0.0011837+0.0011006i,-0.00093561+0.0027187i,-0.0006605+0.002896i,0.00082795+0.0010621i,0.0014554-0.00097079i,0.0013846-0.0013372i,0.0020179-0.00015625i,0.0037052+0.0006975i,0.003754+0.0002979i,0.0021601-0.0010569i
0.0025487+0.00021278i,0.0032661-0.00044901i,-0.00030925-0.0033806i,-0.0051531-0.0049779i,-0.0066886-0.0064074i,-0.0044222-0.0047136i,-0.00049569-0.0013704i,0.0024681-0.00040942i,0.0026231+0.00014877i,0.0015051-0.00012213i,2.9484e-05-0.001062i,-0.0017386-0.0012013i,-0.002796-0.001004i,-0.0022315-0.00046986i,-0.0021891+8.9469e-05i,-0.0040802-0.00010097i,-0.0059376-0.00059394i,-0.0055978-8.0766e-06i,-0.0042264+0.00091932i,-0.0035877+0.0015173i,-0.0023766+0.0014626i,-0.0001642+0.00052592i,0.0014118-4.9619e-05i
-0.0016239+0.00070981i,-0.0027848-7.0426e-05i,-0.0024102-0.0019833i,-0.0038182-0.0037489i,-0.0051711-0.0038375i,-0.0029377-0.0030026i,0.00038665-0.002214i,0.0008845-0.00078744i,0.00036783-0.00024864i,-0.00053357-0.00031932i,-0.0012284+0.00076095i,-0.001299+0.0018644i,-0.00015055+0.0021377i,0.0014842+0.0026373i,0.0023002+0.0032143i,0.0027675+0.0035934i,0.0022419+0.0023065i,0.0004711-0.00036261i,-5.9539e-05-0.0020487i,0.00037343-0.0021047i,0.00025009-0.0021671i,-0.00060759-0.0018302i,-0.0020883-0.0016079i
